Date,NEW ZEALAND IMI IMI (Large+Mid+Small Cap)
2010-07-30,693.432
2010-08-31,673.016
2010-09-30,739.626
2010-10-29,798.074
2010-11-30,771.966
2010-12-31,822.218
2011-01-31,821.16
2011-02-28,803.203
2011-03-31,835.009
2011-04-29,903.44
2011-05-31,937.34
2011-06-30,918.194
2011-07-29,964.131
2011-08-31,924.014
2011-09-30,845.893
2011-10-31,873.445
2011-11-30,823.664
2011-12-30,838.068
2012-01-31,892.771
2012-02-29,917.34
2012-03-30,957.669
2012-04-30,964.692
2012-05-31,869.339
2012-06-29,898.599
2012-07-31,945.826
2012-08-31,964.069
2012-09-28,1048.393
2012-10-31,1068.346
2012-11-30,1085.32
2012-12-31,1094.398
2013-01-31,1175.695
2013-02-28,1170.711
2013-03-29,1201.571
2013-04-30,1275.133
2013-05-31,1150.618
2013-06-28,1104.896
2013-07-31,1158.016
2013-08-30,1125.414
2013-09-30,1281.341
2013-10-31,1318.595
2013-11-29,1260.415
2013-12-31,1258.495
2014-01-31,1274.829
2014-02-28,1352.889
2014-03-31,1448.161
2014-04-30,1468.11
2014-05-30,1429.858
2014-06-30,1457.412
2014-07-31,1418.599
2014-08-29,1417.567
2014-09-30,1339.541
2014-10-31,1376.024
2014-11-28,1396.451
2014-12-31,1436.307
2015-01-30,1379.135
2015-02-27,1469.391
2015-03-31,1444.674
2015-04-30,1458.954
2015-05-29,1378.104
2015-06-30,1275.348
2015-07-31,1298.311
2015-08-31,1187.994
2015-09-30,1184.355
2015-10-30,1346.317
2015-11-30,1329.749
2015-12-31,1430.207
2016-01-29,1319.005
2016-02-29,1365.159
2016-03-31,1567.632
2016-04-29,1595.819
2016-05-31,1596.75
2016-06-30,1652.028
2016-07-29,1792.841
2016-08-31,1810.85
2016-09-30,1806.792
2016-10-31,1672.737
2016-11-30,1642.417
2016-12-30,1607.415
2017-01-31,1735.856
2017-02-28,1738.298
2017-03-31,1690.663
2017-04-28,1712.204
2017-05-31,1782.296
2017-06-30,1889.977
2017-07-31,1945.013
2017-08-31,1897.024
2017-09-29,1942.466
2017-10-31,1885.755
2017-11-30,1897.717
2017-12-29,2020.183
2018-01-31,2119.034
2018-02-28,2059.155
2018-03-30,2045.912
2018-04-30,2029.152
2018-05-31,2069.051
2018-06-29,2078.232
2018-07-31,2078.958
2018-08-31,2126.051
2018-09-28,2122.342
2018-10-31,1957.352
2018-11-30,2077.584
2018-12-31,2032.281
2019-01-31,2143.083
2019-02-28,2190.817
2019-03-29,2324.608
2019-04-30,2310.33
2019-05-31,2268.517
2019-06-28,2427.089
2019-07-31,2474.602
2019-08-30,2353.291
2019-09-30,2370.508
2019-10-31,2385.357
2019-11-29,2537.634
2019-12-31,2680.83
2020-01-31,2646.763
2020-02-28,2458.529
2020-03-31,2070.721
2020-04-30,2317.864
2020-05-29,2388.724
2020-06-30,2630.917
2020-07-31,2772.871
2020-08-31,2851.335
2020-09-30,2729.418
2020-10-30,2790.654
2020-11-30,3145.181
2020-12-31,3257.146
2021-01-29,3268.37
2021-02-26,3017.266
2021-03-31,2980.456
2021-04-30,3087.115
2021-05-31,2966.085
2021-06-30,2938.362
2021-07-30,2914.718
2021-08-31,3056.352
2021-09-30,3002.377
2021-10-29,3080.285
2021-11-30,2836.774
2021-12-31,2900.647
2022-01-31,2528.246
2022-02-28,2661.908
2022-03-31,2734.092
2022-04-29,2498.16
2022-05-31,2401.804
2022-06-30,2225.495
2022-07-29,2367.486
2022-08-31,2365.341
2022-09-30,2086.221
2022-10-31,2197.505
2022-11-30,2408.207
2022-12-30,2452.181
2023-01-31,2620.563
2023-02-28,2500.454
2023-03-31,2544.784
2023-04-28,2542.597
2023-05-31,2422.936
2023-06-30,2490.676
2023-07-31,2561.212
2023-08-31,2342.44
2023-09-29,2313.232
2023-10-31,2150.67
2023-11-30,2402.957
2023-12-29,2550.816
2024-01-31,2489.624
2024-02-29,2429.701
2024-03-29,2436.965
2024-04-30,2417.821
2024-05-31,2498.015
2024-06-28,2460.263
2024-07-31,2482.405
2024-08-30,2633.814
2024-09-30,2659.007
2024-10-31,2535.839
2024-11-29,2612.59
2024-12-31,2491.949
2025-01-31,2476.318
2025-02-28,2321.126
2025-03-31,2288.686
2025-04-30,2334.268
2025-05-30,2423.766
2025-06-30,2504.9
2025-07-31,2495.328
2025-08-29,2463.988
2025-09-30,2486.886
2025-10-31,2483.884
2025-11-28,2453.355
2025-12-31,2466.042
2026-01-30,2594.905
