Date,NEW ZEALAND IMI IMI (Large+Mid+Small Cap)
2003-09-30,453.316
2003-10-31,467.518
2003-11-28,497.855
2003-12-31,531.673
2004-01-30,550.624
2004-02-27,557.614
2004-03-31,568.291
2004-04-30,540.17
2004-05-31,535.21
2004-06-30,563.317
2004-07-30,582.76
2004-08-31,589.431
2004-09-30,626.713
2004-10-29,626.293
2004-11-30,695.894
2004-12-31,721.699
2005-01-31,711.058
2005-02-28,759.148
2005-03-31,703.517
2005-04-29,705.756
2005-05-31,688.445
2005-06-30,722.353
2005-07-29,736.263
2005-08-31,744.01
2005-09-30,762.852
2005-10-31,734.523
2005-11-30,741.706
2005-12-30,734.573
2006-01-31,722.862
2006-02-28,705.878
2006-03-31,706.863
2006-04-28,751.936
2006-05-31,708.169
2006-06-30,668.931
2006-07-31,674.713
2006-08-31,703.329
2006-09-29,724.953
2006-10-31,783.801
2006-11-30,822.563
2006-12-29,893.062
2007-01-31,893.89
2007-02-28,887.78
2007-03-30,921.63
2007-04-30,979.072
2007-05-31,1000.0
2007-06-29,1034.36
2007-07-31,1023.976
2007-08-31,899.826
2007-09-28,1024.778
2007-10-31,1018.293
2007-11-30,991.922
2007-12-31,992.786
2008-01-31,920.412
2008-02-29,906.49
2008-03-31,854.562
2008-04-30,875.918
2008-05-30,875.358
2008-06-30,749.005
2008-07-31,759.542
2008-08-29,730.404
2008-09-30,637.795
2008-10-31,507.658
2008-11-28,464.751
2008-12-31,492.105
2009-01-30,445.165
2009-02-27,400.329
2009-03-31,465.469
2009-04-30,494.712
2009-05-29,552.577
2009-06-30,566.364
2009-07-31,621.796
2009-08-31,661.881
2009-09-30,711.523
2009-10-30,719.278
2009-11-30,689.978
2009-12-31,724.133
2010-01-29,686.811
2010-02-26,677.863
2010-03-31,705.033
2010-04-30,734.187
2010-05-31,634.264
2010-06-30,630.021
2010-07-30,674.692
2010-08-31,654.77
2010-09-30,717.828
2010-10-29,774.268
2010-11-30,748.323
2010-12-31,796.736
2011-01-31,795.653
2011-02-28,777.891
2011-03-31,807.263
2011-04-29,873.321
2011-05-31,905.52
2011-06-30,886.57
2011-07-29,930.872
2011-08-31,891.041
2011-09-30,814.034
2011-10-31,840.301
2011-11-30,791.848
2011-12-30,805.641
2012-01-31,858.207
2012-02-29,881.652
2012-03-30,917.844
2012-04-30,924.485
2012-05-31,832.812
2012-06-29,860.501
2012-07-31,905.653
2012-08-31,923.031
2012-09-28,1000.572
2012-10-31,1019.238
2012-11-30,1034.803
2012-12-31,1043.391
2013-01-31,1120.898
2013-02-28,1116.088
2013-03-29,1141.933
2013-04-30,1211.844
2013-05-31,1093.125
2013-06-28,1049.331
2013-07-31,1099.709
2013-08-30,1068.748
2013-09-30,1213.472
2013-10-31,1248.368
2013-11-29,1192.987
2013-12-31,1190.765
2014-01-31,1206.22
2014-02-28,1280.079
2014-03-31,1367.219
2014-04-30,1384.886
2014-05-30,1348.383
2014-06-30,1373.78
2014-07-31,1337.194
2014-08-29,1336.209
2014-09-30,1258.773
2014-10-31,1292.718
2014-11-28,1310.869
2014-12-31,1347.899
2015-01-30,1294.246
2015-02-27,1378.946
2015-03-31,1352.13
2015-04-30,1365.495
2015-05-29,1289.468
2015-06-30,1191.916
2015-07-31,1213.377
2015-08-31,1109.92
2015-09-30,1102.99
2015-10-30,1253.825
2015-11-30,1238.179
2015-12-31,1331.144
2016-01-29,1227.644
2016-02-29,1270.307
2016-03-31,1454.758
2016-04-29,1480.859
2016-05-31,1481.245
2016-06-30,1531.869
2016-07-29,1662.439
2016-08-31,1679.119
2016-09-30,1669.798
2016-10-31,1545.908
2016-11-30,1517.46
2016-12-30,1484.582
2017-01-31,1603.208
2017-02-28,1604.868
2017-03-31,1556.986
2017-04-28,1576.824
2017-05-31,1641.002
2017-06-30,1739.15
2017-07-31,1789.793
2017-08-31,1744.834
2017-09-29,1782.468
2017-10-31,1729.99
2017-11-30,1740.403
2017-12-29,1852.22
2018-01-31,1942.852
2018-02-28,1887.952
2018-03-30,1871.668
2018-04-30,1856.146
2018-05-31,1892.219
2018-06-29,1899.57
2018-07-31,1900.233
2018-08-31,1942.386
2018-09-28,1935.728
2018-10-31,1784.61
2018-11-30,1893.753
2018-12-31,1851.799
2019-01-31,1952.761
2019-02-28,1995.957
2019-03-29,2114.026
2019-04-30,2100.805
2019-05-31,2062.303
2019-06-28,2205.18
2019-07-31,2248.349
2019-08-30,2136.644
2019-09-30,2149.621
2019-10-31,2162.371
2019-11-29,2299.834
2019-12-31,2428.834
2020-01-31,2397.969
2020-02-28,2227.15
2020-03-31,1873.165
2020-04-30,2097.007
2020-05-29,2161.048
2020-06-30,2379.541
2020-07-31,2507.508
2020-08-31,2577.717
2020-09-30,2464.947
2020-10-30,2520.25
2020-11-30,2840.163
2020-12-31,2940.349
2021-01-29,2950.481
2021-02-26,2723.359
2021-03-31,2687.337
2021-04-30,2783.507
2021-05-31,2673.889
2021-06-30,2647.366
2021-07-30,2626.064
2021-08-31,2752.363
2021-09-30,2700.606
2021-10-29,2770.684
2021-11-30,2551.4
2021-12-31,2607.625
2022-01-31,2272.844
2022-02-28,2393.003
2022-03-31,2454.203
2022-04-29,2242.424
2022-05-31,2155.383
2022-06-30,1996.097
2022-07-29,2123.452
2022-08-31,2121.528
2022-09-30,1867.392
2022-10-31,1967.003
2022-11-30,2155.218
2022-12-30,2193.81
2023-01-31,2344.451
2023-02-28,2236.997
2023-03-31,2272.672
2023-04-28,2270.719
2023-05-31,2163.357
2023-06-30,2223.103
2023-07-31,2286.061
2023-08-31,2090.792
2023-09-29,2060.026
2023-10-31,1915.257
2023-11-30,2139.563
2023-12-29,2270.563
2024-01-31,2216.093
2024-02-29,2161.855
2024-03-29,2165.68
2024-04-30,2148.667
2024-05-31,2219.934
2024-06-28,2185.089
2024-07-31,2204.754
2024-08-30,2337.909
2024-09-30,2357.06
2024-10-31,2247.878
2024-11-29,2315.576
2024-12-31,2208.068
2025-01-31,2194.218
2025-02-28,2055.82
2025-03-31,2024.76
2025-04-30,2065.086
2025-05-30,2144.263
