Date,USA SMID GROWTH SMID (Small+Mid Cap)
2024-02-29,4327.282
2024-03-29,4451.653
2024-04-30,4150.014
2024-05-31,4286.636
2024-06-28,4301.009
2024-07-31,4481.71
2024-08-30,4504.213
2024-09-30,4608.575
2024-10-31,4600.96
2024-11-29,5134.416
2024-12-31,4758.663
2025-01-31,5006.193
2025-02-28,4717.681
2025-03-31,4350.332
2025-04-30,4372.841
2025-05-30,4728.578
2025-06-30,4998.596
2025-07-31,5125.686
2025-08-29,5211.771
2025-09-30,5309.847
2025-10-31,5413.255
2025-11-28,5358.851
