Date,NORWAY IMI VALUE IMI (Large+Mid+Small Cap)
2001-07-19,196.542
2001-07-20,196.391
2001-07-23,196.416
2001-07-24,195.942
2001-07-25,194.753
2001-07-26,196.646
2001-07-27,197.109
2001-07-30,198.196
2001-07-31,197.703
2001-08-01,198.301
2001-08-02,199.487
2001-08-03,199.425
2001-08-06,197.466
2001-08-07,197.221
2001-08-08,196.808
2001-08-09,198.393
2001-08-10,199.943
2001-08-13,199.58
2001-08-14,200.608
2001-08-15,201.89
2001-08-16,201.892
2001-08-17,200.948
2001-08-20,198.939
2001-08-21,200.636
2001-08-22,202.676
2001-08-23,199.461
2001-08-24,202.485
2001-08-27,200.766
2001-08-28,200.234
2001-08-29,198.98
2001-08-30,198.279
2001-08-31,197.452
2001-09-03,196.799
2001-09-04,195.855
2001-09-05,196.849
2001-09-06,195.802
2001-09-07,195.312
2001-09-10,189.916
2001-09-11,194.884
2001-09-12,185.892
2001-09-13,187.027
2001-09-14,185.532
2001-09-17,183.879
2001-09-18,181.22
2001-09-19,178.668
2001-09-20,170.793
2001-09-21,159.404
2001-09-24,165.472
2001-09-25,169.48
2001-09-26,168.617
2001-09-27,168.672
2001-09-28,167.571
2001-10-01,165.771
2001-10-02,166.653
2001-10-03,166.326
2001-10-04,166.784
2001-10-05,166.931
2001-10-08,166.804
2001-10-09,167.712
2001-10-10,167.405
2001-10-11,168.709
2001-10-12,168.578
2001-10-15,165.87
2001-10-16,166.727
2001-10-17,171.345
2001-10-18,168.05
2001-10-19,164.773
2001-10-22,164.701
2001-10-23,167.589
2001-10-24,168.249
2001-10-25,167.645
2001-10-26,171.439
2001-10-29,172.225
2001-10-30,171.126
2001-10-31,169.398
2001-11-01,170.381
2001-11-02,170.435
2001-11-05,171.563
2001-11-06,172.496
2001-11-07,174.562
2001-11-08,175.934
2001-11-09,176.884
2001-11-12,173.863
2001-11-13,174.47
2001-11-14,176.656
2001-11-15,174.193
2001-11-16,172.212
2001-11-19,172.752
2001-11-20,174.698
2001-11-21,171.65
2001-11-22,173.899
2001-11-23,172.641
2001-11-26,173.037
2001-11-27,174.201
2001-11-28,174.752
2001-11-29,175.701
2001-11-30,177.884
2001-12-03,177.67
2001-12-04,180.522
2001-12-05,181.987
2001-12-06,183.465
2001-12-07,182.52
2001-12-10,180.962
2001-12-11,181.579
2001-12-12,184.189
2001-12-13,181.309
2001-12-14,181.044
2001-12-17,180.789
2001-12-18,182.577
2001-12-19,181.514
2001-12-20,183.189
2001-12-21,182.007
2001-12-24,179.683
2001-12-25,179.683
2001-12-26,179.927
2001-12-27,186.225
2001-12-28,187.092
2001-12-31,188.42
2002-01-01,188.42
2002-01-02,190.473
2002-01-03,191.538
2002-01-04,191.491
2002-01-07,190.825
2002-01-08,189.14
2002-01-09,190.502
2002-01-10,190.108
2002-01-11,188.456
2002-01-14,186.851
2002-01-15,184.741
2002-01-16,182.37
2002-01-17,183.582
2002-01-18,183.891
2002-01-21,183.233
2002-01-22,184.257
2002-01-23,182.607
2002-01-24,184.809
2002-01-25,182.554
2002-01-28,184.042
2002-01-29,183.041
2002-01-30,180.617
2002-01-31,182.081
2002-02-01,182.685
2002-02-04,183.855
2002-02-05,183.1
2002-02-06,183.473
2002-02-07,182.246
2002-02-08,181.41
2002-02-11,183.217
2002-02-12,183.477
2002-02-13,184.97
2002-02-14,187.522
2002-02-15,188.57
2002-02-18,187.434
2002-02-19,186.627
2002-02-20,184.811
2002-02-21,186.783
2002-02-22,188.891
2002-02-25,188.993
2002-02-26,189.547
2002-02-27,192.517
2002-02-28,192.908
2002-03-01,193.529
2002-03-04,196.149
2002-03-05,197.515
2002-03-06,197.457
2002-03-07,202.546
2002-03-08,204.996
2002-03-11,203.036
2002-03-12,202.58
2002-03-13,201.271
2002-03-14,203.698
2002-03-15,204.312
2002-03-18,204.291
2002-03-19,206.959
2002-03-20,206.759
2002-03-21,208.735
2002-03-22,208.534
2002-03-25,207.918
2002-03-26,208.367
2002-03-27,209.275
2002-03-28,209.38
2002-03-29,209.38
2002-04-01,210.96
2002-04-02,215.433
2002-04-03,216.315
2002-04-04,214.198
2002-04-05,211.251
2002-04-08,211.773
2002-04-09,210.155
2002-04-10,209.878
2002-04-11,211.591
2002-04-12,210.767
2002-04-15,211.816
2002-04-16,214.205
2002-04-17,215.933
2002-04-18,217.641
2002-04-19,216.575
2002-04-22,215.603
2002-04-23,215.402
2002-04-24,216.363
2002-04-25,214.948
2002-04-26,214.964
2002-04-29,214.525
2002-04-30,216.989
2002-05-01,218.326
2002-05-02,222.558
2002-05-03,224.534
2002-05-06,223.294
2002-05-07,218.323
2002-05-08,220.597
2002-05-09,220.986
2002-05-10,224.019
2002-05-13,225.439
2002-05-14,225.349
2002-05-15,224.716
2002-05-16,228.223
2002-05-17,230.662
2002-05-20,231.342
2002-05-21,229.367
2002-05-22,229.385
2002-05-23,229.567
2002-05-24,230.039
2002-05-27,229.444
2002-05-28,231.703
2002-05-29,227.434
2002-05-30,227.259
2002-05-31,224.001
2002-06-03,225.761
2002-06-04,221.587
2002-06-05,219.413
2002-06-06,223.079
2002-06-07,217.023
2002-06-10,219.031
2002-06-11,221.072
2002-06-12,223.133
2002-06-13,222.597
2002-06-14,216.401
2002-06-17,220.197
2002-06-18,221.553
2002-06-19,222.956
2002-06-20,220.204
2002-06-21,219.907
2002-06-24,218.315
2002-06-25,218.816
2002-06-26,212.376
2002-06-27,216.953
2002-06-28,219.606
2002-07-01,221.83
2002-07-02,220.992
2002-07-03,217.672
2002-07-04,218.061
2002-07-05,220.223
2002-07-08,223.538
2002-07-09,223.101
2002-07-10,220.194
2002-07-11,218.125
2002-07-12,213.033
2002-07-15,215.568
2002-07-16,214.295
2002-07-17,215.584
2002-07-18,215.385
2002-07-19,212.285
2002-07-22,201.144
2002-07-23,189.944
2002-07-24,179.423
2002-07-25,188.08
2002-07-26,186.317
2002-07-29,188.529
2002-07-30,192.919
2002-07-31,194.249
2002-08-01,194.549
2002-08-02,190.99
2002-08-05,186.028
2002-08-06,183.77
2002-08-07,186.526
2002-08-08,189.577
2002-08-09,191.802
2002-08-12,191.885
2002-08-13,194.636
2002-08-14,194.46
2002-08-15,195.646
2002-08-16,195.532
2002-08-19,194.508
2002-08-20,194.012
2002-08-21,195.396
2002-08-22,196.165
2002-08-23,195.58
2002-08-26,194.44
2002-08-27,196.445
2002-08-28,194.42
2002-08-29,190.555
2002-08-30,193.383
2002-09-02,193.736
2002-09-03,190.575
2002-09-04,188.85
2002-09-05,185.31
2002-09-06,188.229
2002-09-09,186.288
2002-09-10,185.697
2002-09-11,187.364
2002-09-12,187.679
2002-09-13,185.854
2002-09-16,184.029
2002-09-17,182.096
2002-09-18,178.419
2002-09-19,172.839
2002-09-20,172.46
2002-09-23,171.884
2002-09-24,166.613
2002-09-25,168.137
2002-09-26,170.984
2002-09-27,171.116
2002-09-30,170.91
2002-10-01,169.877
2002-10-02,172.178
2002-10-03,174.587
2002-10-04,174.705
2002-10-07,173.329
2002-10-08,171.735
2002-10-09,171.413
2002-10-10,170.98
2002-10-11,177.826
2002-10-14,178.468
2002-10-15,180.472
2002-10-16,177.603
2002-10-17,177.011
2002-10-18,174.405
2002-10-21,175.676
2002-10-22,172.573
2002-10-23,170.602
2002-10-24,171.353
2002-10-25,171.593
2002-10-28,172.112
2002-10-29,168.438
2002-10-30,169.859
2002-10-31,174.334
2002-11-01,173.685
2002-11-04,177.925
2002-11-05,178.189
2002-11-06,178.001
2002-11-07,180.173
2002-11-08,179.661
2002-11-11,179.001
2002-11-12,177.781
2002-11-13,177.55
2002-11-14,176.63
2002-11-15,177.735
2002-11-18,178.606
2002-11-19,177.319
2002-11-20,174.394
2002-11-21,176.355
2002-11-22,175.741
2002-11-25,174.994
2002-11-26,174.071
2002-11-27,176.72
2002-11-28,180.474
2002-11-29,183.118
2002-12-02,186.74
2002-12-03,183.643
2002-12-04,185.507
2002-12-05,183.651
2002-12-06,180.768
2002-12-09,180.11
2002-12-10,181.194
2002-12-11,180.752
2002-12-12,182.301
2002-12-13,182.724
2002-12-16,182.743
2002-12-17,184.336
2002-12-18,185.943
2002-12-19,187.317
2002-12-20,188.633
2002-12-23,187.516
2002-12-24,188.375
2002-12-25,188.375
2002-12-26,188.578
2002-12-27,190.058
2002-12-30,189.849
2002-12-31,190.725
2003-01-01,190.725
2003-01-02,191.513
2003-01-03,195.895
2003-01-06,196.937
2003-01-07,195.482
2003-01-08,191.263
2003-01-09,191.868
2003-01-10,193.985
2003-01-13,194.974
2003-01-14,193.803
2003-01-15,195.533
2003-01-16,197.196
2003-01-17,196.3
2003-01-20,196.992
2003-01-21,194.232
2003-01-22,191.769
2003-01-23,190.381
2003-01-24,190.786
2003-01-27,186.32
2003-01-28,183.633
2003-01-29,181.477
2003-01-30,182.976
2003-01-31,182.263
2003-02-03,180.866
2003-02-04,180.918
2003-02-05,179.858
2003-02-06,179.182
2003-02-07,179.883
2003-02-10,177.093
2003-02-11,177.995
2003-02-12,176.917
2003-02-13,174.279
2003-02-14,173.085
2003-02-17,172.169
2003-02-18,172.202
2003-02-19,171.26
2003-02-20,168.765
2003-02-21,168.396
2003-02-24,166.18
2003-02-25,161.792
2003-02-26,162.571
2003-02-27,161.374
2003-02-28,166.143
2003-03-03,169.348
2003-03-04,168.545
2003-03-05,169.556
2003-03-06,167.636
2003-03-07,165.068
2003-03-10,164.853
2003-03-11,165.71
2003-03-12,167.883
2003-03-13,168.628
2003-03-14,169.76
2003-03-17,167.015
2003-03-18,164.266
2003-03-19,166.822
2003-03-20,166.241
2003-03-21,167.543
2003-03-24,167.35
2003-03-25,170.078
2003-03-26,169.614
2003-03-27,168.998
2003-03-28,168.931
2003-03-31,168.77
2003-04-01,168.939
2003-04-02,169.836
2003-04-03,170.788
2003-04-04,172.438
2003-04-07,177.788
2003-04-08,176.03
2003-04-09,177.565
2003-04-10,176.715
2003-04-11,176.104
2003-04-14,176.907
2003-04-15,180.094
2003-04-16,182.593
2003-04-17,182.956
2003-04-18,182.956
2003-04-21,182.923
2003-04-22,183.123
2003-04-23,186.598
2003-04-24,187.357
2003-04-25,187.079
2003-04-28,186.762
2003-04-29,192.525
2003-04-30,193.878
2003-05-01,195.098
2003-05-02,193.477
2003-05-05,195.165
2003-05-06,199.435
2003-05-07,201.447
2003-05-08,200.133
2003-05-09,202.704
2003-05-12,203.664
2003-05-13,202.854
2003-05-14,204.732
2003-05-15,206.479
2003-05-16,210.789
2003-05-19,207.808
2003-05-20,207.751
2003-05-21,206.955
2003-05-22,209.708
2003-05-23,211.937
2003-05-26,211.17
2003-05-27,209.312
2003-05-28,213.067
2003-05-29,214.584
2003-05-30,214.14
2003-06-02,217.837
2003-06-03,215.667
2003-06-04,219.268
2003-06-05,218.151
2003-06-06,220.128
2003-06-09,220.538
2003-06-10,217.015
2003-06-11,221.146
2003-06-12,217.881
2003-06-13,216.939
2003-06-16,218.277
2003-06-17,220.434
2003-06-18,218.544
2003-06-19,225.511
2003-06-20,221.455
2003-06-23,220.099
2003-06-24,217.904
2003-06-25,216.987
2003-06-26,214.576
2003-06-27,216.185
2003-06-30,215.179
2003-07-01,215.899
2003-07-02,218.335
2003-07-03,218.202
2003-07-04,216.838
2003-07-07,217.691
2003-07-08,214.943
2003-07-09,212.718
2003-07-10,209.932
2003-07-11,212.829
2003-07-14,215.552
2003-07-15,216.51
2003-07-16,217.84
2003-07-17,215.186
2003-07-18,215.01
2003-07-21,216.231
2003-07-22,216.004
2003-07-23,220.927
2003-07-24,225.742
2003-07-25,228.924
2003-07-28,227.782
2003-07-29,228.791
2003-07-30,226.357
2003-07-31,227.277
2003-08-01,228.149
2003-08-04,228.409
2003-08-05,229.497
2003-08-06,228.813
2003-08-07,229.494
2003-08-08,231.037
2003-08-11,228.49
2003-08-12,228.502
2003-08-13,227.802
2003-08-14,227.507
2003-08-15,228.831
2003-08-18,227.289
2003-08-19,225.876
2003-08-20,225.569
2003-08-21,225.022
2003-08-22,223.681
2003-08-25,222.951
2003-08-26,220.678
2003-08-27,221.962
2003-08-28,224.561
2003-08-29,228.293
2003-09-01,229.785
2003-09-02,226.943
2003-09-03,227.776
2003-09-04,231.041
2003-09-05,231.464
2003-09-08,234.13
2003-09-09,235.423
2003-09-10,232.539
2003-09-11,231.319
2003-09-12,231.898
2003-09-15,233.455
2003-09-16,232.71
2003-09-17,235.584
2003-09-18,235.559
2003-09-19,236.151
2003-09-22,232.919
2003-09-23,234.585
2003-09-24,237.241
2003-09-25,233.573
2003-09-26,228.038
2003-09-29,231.371
2003-09-30,227.978
2003-10-01,232.672
2003-10-02,234.666
2003-10-03,235.44
2003-10-06,237.284
2003-10-07,236.572
2003-10-08,238.064
2003-10-09,238.066
2003-10-10,241.823
2003-10-13,241.851
2003-10-14,242.898
2003-10-15,244.163
2003-10-16,244.632
2003-10-17,244.037
2003-10-20,241.749
2003-10-21,242.997
2003-10-22,245.114
2003-10-23,242.759
2003-10-24,244.261
2003-10-27,246.174
2003-10-28,246.201
2003-10-29,247.4
2003-10-30,253.057
2003-10-31,253.261
2003-11-03,252.4
2003-11-04,253.198
2003-11-05,250.626
2003-11-06,252.385
2003-11-07,256.538
2003-11-10,257.032
2003-11-11,255.457
2003-11-12,260.062
2003-11-13,261.2
2003-11-14,262.184
2003-11-17,259.072
2003-11-18,259.865
2003-11-19,258.521
2003-11-20,258.961
2003-11-21,261.834
2003-11-24,261.194
2003-11-25,261.894
2003-11-26,263.136
2003-11-27,263.474
2003-11-28,264.504
2003-12-01,264.774
2003-12-02,268.895
2003-12-03,271.078
2003-12-04,269.671
2003-12-05,272.965
2003-12-08,274.255
2003-12-09,277.746
2003-12-10,276.552
2003-12-11,273.606
2003-12-12,275.506
2003-12-15,278.385
2003-12-16,278.52
2003-12-17,275.5
2003-12-18,277.732
2003-12-19,280.048
2003-12-22,281.771
2003-12-23,282.202
2003-12-24,281.442
2003-12-25,281.442
2003-12-26,281.044
2003-12-29,283.502
2003-12-30,284.07
2003-12-31,286.865
2004-01-01,286.865
2004-01-02,291.54
2004-01-05,294.631
2004-01-06,295.572
2004-01-07,290.985
2004-01-08,288.674
2004-01-09,291.966
2004-01-12,295.491
2004-01-13,297.288
2004-01-14,297.471
2004-01-15,291.565
2004-01-16,287.512
2004-01-19,290.01
2004-01-20,296.71
2004-01-21,299.329
2004-01-22,304.372
2004-01-23,300.993
2004-01-26,295.432
2004-01-27,295.75
2004-01-28,288.378
2004-01-29,281.714
2004-01-30,284.426
2004-02-02,284.939
2004-02-03,285.377
2004-02-04,288.59
2004-02-05,289.332
2004-02-06,290.697
2004-02-09,295.567
2004-02-10,293.165
2004-02-11,296.007
2004-02-12,302.128
2004-02-13,300.251
2004-02-16,300.885
2004-02-17,304.168
2004-02-18,307.359
2004-02-19,314.117
2004-02-20,316.096
2004-02-23,319.521
2004-02-24,318.809
2004-02-25,314.63
2004-02-26,314.675
2004-02-27,320.295
2004-03-01,328.754
2004-03-02,325.969
2004-03-03,321.357
2004-03-04,322.329
2004-03-05,331.116
2004-03-08,332.464
2004-03-09,328.389
2004-03-10,318.664
2004-03-11,317.939
2004-03-12,319.051
2004-03-15,314.193
2004-03-16,320.504
2004-03-17,319.588
2004-03-18,323.069
2004-03-19,321.434
2004-03-22,316.278
2004-03-23,318.686
2004-03-24,316.825
2004-03-25,312.913
2004-03-26,311.568
2004-03-29,315.959
2004-03-30,313.011
2004-03-31,318.038
2004-04-01,319.929
2004-04-02,322.482
2004-04-05,324.362
2004-04-06,322.654
2004-04-07,328.839
2004-04-08,327.458
2004-04-09,327.458
2004-04-12,324.659
2004-04-13,329.239
2004-04-14,324.467
2004-04-15,326.706
2004-04-16,329.809
2004-04-19,328.937
2004-04-20,328.336
2004-04-21,325.72
2004-04-22,322.465
2004-04-23,323.15
2004-04-26,323.597
2004-04-27,325.618
2004-04-28,322.81
2004-04-29,318.128
2004-04-30,310.979
2004-05-03,310.578
2004-05-04,319.057
2004-05-05,325.842
2004-05-06,323.496
2004-05-07,314.166
2004-05-10,301.6
2004-05-11,302.61
2004-05-12,307.067
2004-05-13,310.428
2004-05-14,310.927
2004-05-17,312.233
2004-05-18,307.906
2004-05-19,309.787
2004-05-20,307.797
2004-05-21,311.303
2004-05-24,313.037
2004-05-25,318.824
2004-05-26,321.231
2004-05-27,326.141
2004-05-28,325.895
2004-05-31,325.895
2004-06-01,329.67
2004-06-02,332.118
2004-06-03,330.888
2004-06-04,331.947
2004-06-07,336.653
2004-06-08,338.126
2004-06-09,333.261
2004-06-10,329.66
2004-06-11,328.24
2004-06-14,326.557
2004-06-15,327.704
2004-06-16,327.59
2004-06-17,330.757
2004-06-18,338.818
2004-06-21,335.422
2004-06-22,334.129
2004-06-23,336.904
2004-06-24,340.675
2004-06-25,345.665
2004-06-28,342.714
2004-06-29,340.45
2004-06-30,339.617
2004-07-01,340.833
2004-07-02,338.851
2004-07-05,341.68
2004-07-06,343.231
2004-07-07,340.897
2004-07-08,342.021
2004-07-09,344.157
2004-07-12,342.844
2004-07-13,339.921
2004-07-14,340.174
2004-07-15,340.374
2004-07-16,343.356
2004-07-19,338.853
2004-07-20,335.565
2004-07-21,333.266
2004-07-22,332.148
2004-07-23,328.361
2004-07-26,328.028
2004-07-27,326.16
2004-07-28,328.512
2004-07-29,332.331
2004-07-30,333.691
2004-08-02,336.007
2004-08-03,337.588
2004-08-04,337.401
2004-08-05,334.438
2004-08-06,334.094
2004-08-09,333.238
2004-08-10,337.24
2004-08-11,331.728
2004-08-12,336.553
2004-08-13,344.456
2004-08-16,346.76
2004-08-17,347.881
2004-08-18,344.968
2004-08-19,350.961
2004-08-20,352.443
2004-08-23,350.816
2004-08-24,345.399
2004-08-25,343.805
2004-08-26,344.389
2004-08-27,342.918
2004-08-30,343.355
2004-08-31,342.485
2004-09-01,348.113
2004-09-02,355.047
2004-09-03,353.111
2004-09-06,352.829
2004-09-07,351.21
2004-09-08,351.092
2004-09-09,355.747
2004-09-10,358.514
2004-09-13,355.036
2004-09-14,356.001
2004-09-15,352.59
2004-09-16,355.371
2004-09-17,360.232
2004-09-20,359.998
2004-09-21,365.749
2004-09-22,367.61
2004-09-23,373.493
2004-09-24,373.892
2004-09-27,378.126
2004-09-28,382.574
2004-09-29,380.951
2004-09-30,383.678
2004-10-01,392.908
2004-10-04,392.95
2004-10-05,397.267
2004-10-06,396.815
2004-10-07,400.582
2004-10-08,401.586
2004-10-11,402.266
2004-10-12,395.073
2004-10-13,389.24
2004-10-14,391.603
2004-10-15,390.16
2004-10-18,392.769
2004-10-19,392.32
2004-10-20,391.227
2004-10-21,398.886
2004-10-22,401.518
2004-10-25,398.499
2004-10-26,393.319
2004-10-27,396.831
2004-10-28,390.448
2004-10-29,392.146
2004-11-01,396.696
2004-11-02,392.331
2004-11-03,399.513
2004-11-04,402.157
2004-11-05,405.507
2004-11-08,406.5
2004-11-09,405.671
2004-11-10,402.999
2004-11-11,404.946
2004-11-12,407.815
2004-11-15,411.792
2004-11-16,412.236
2004-11-17,417.071
2004-11-18,419.398
2004-11-19,422.719
2004-11-22,420.829
2004-11-23,429.385
2004-11-24,434.277
2004-11-25,440.064
2004-11-26,441.663
2004-11-29,447.646
2004-11-30,444.915
2004-12-01,443.567
2004-12-02,430.723
2004-12-03,429.769
2004-12-06,435.851
2004-12-07,439.28
2004-12-08,422.924
2004-12-09,424.125
2004-12-10,427.626
2004-12-13,429.003
2004-12-14,429.038
2004-12-15,434.397
2004-12-16,435.48
2004-12-17,431.028
2004-12-20,442.769
2004-12-21,442.204
2004-12-22,441.055
2004-12-23,444.172
2004-12-24,445.054
2004-12-27,449.674
2004-12-28,446.258
2004-12-29,446.433
2004-12-30,449.064
2004-12-31,449.038
2005-01-03,445.317
2005-01-04,433.57
2005-01-05,427.927
2005-01-06,424.902
2005-01-07,425.324
2005-01-10,430.383
2005-01-11,432.071
2005-01-12,434.821
2005-01-13,436.073
2005-01-14,436.068
2005-01-17,438.064
2005-01-18,441.35
2005-01-19,439.201
2005-01-20,430.174
2005-01-21,434.725
2005-01-24,437.29
2005-01-25,439.272
2005-01-26,438.531
2005-01-27,439.105
2005-01-28,435.231
2005-01-31,435.663
2005-02-01,441.053
2005-02-02,448.382
2005-02-03,444.331
2005-02-04,446.283
2005-02-07,443.897
2005-02-08,437.769
2005-02-09,438.919
2005-02-10,441.164
2005-02-11,446.616
2005-02-14,450.29
2005-02-15,455.688
2005-02-16,456.455
2005-02-17,464.33
2005-02-18,467.489
2005-02-21,472.417
2005-02-22,476.583
2005-02-23,476.888
2005-02-24,483.329
2005-02-25,484.937
2005-02-28,496.325
2005-03-01,491.686
2005-03-02,481.492
2005-03-03,487.984
2005-03-04,499.228
2005-03-07,499.359
2005-03-08,502.869
2005-03-09,502.896
2005-03-10,499.256
2005-03-11,502.982
2005-03-14,498.238
2005-03-15,498.424
2005-03-16,499.487
2005-03-17,508.95
2005-03-18,503.376
2005-03-21,499.938
2005-03-22,497.788
2005-03-23,482.397
2005-03-24,479.239
2005-03-25,479.239
2005-03-28,475.503
2005-03-29,475.74
2005-03-30,475.851
2005-03-31,480.149
2005-04-01,483.596
2005-04-04,485.182
2005-04-05,486.909
2005-04-06,488.688
2005-04-07,496.114
2005-04-08,492.679
2005-04-11,492.58
2005-04-12,490.744
2005-04-13,489.811
2005-04-14,483.068
2005-04-15,477.925
2005-04-18,467.873
2005-04-19,472.311
2005-04-20,476.253
2005-04-21,479.208
2005-04-22,484.412
2005-04-25,486.524
2005-04-26,479.182
2005-04-27,473.088
2005-04-28,460.984
2005-04-29,464.024
2005-05-02,461.844
2005-05-03,469.332
2005-05-04,470.789
2005-05-05,470.293
2005-05-06,475.972
2005-05-09,478.874
2005-05-10,481.608
2005-05-11,479.891
2005-05-12,473.267
2005-05-13,461.419
2005-05-16,460.21
2005-05-17,460.396
2005-05-18,467.784
2005-05-19,467.294
2005-05-20,467.47
2005-05-23,466.114
2005-05-24,472.022
2005-05-25,476.308
2005-05-26,484.145
2005-05-27,486.146
2005-05-30,487.102
2005-05-31,480.115
2005-06-01,484.032
2005-06-02,488.852
2005-06-03,489.627
2005-06-06,494.4
2005-06-07,496.563
2005-06-08,498.226
2005-06-09,494.217
2005-06-10,502.775
2005-06-13,497.206
2005-06-14,502.098
2005-06-15,500.853
2005-06-16,503.738
2005-06-17,512.103
2005-06-20,510.409
2005-06-21,510.862
2005-06-22,507.887
2005-06-23,509.684
2005-06-24,518.528
2005-06-27,516.702
2005-06-28,520.029
2005-06-29,523.618
2005-06-30,525.856
2005-07-01,528.985
2005-07-04,535.532
2005-07-05,531.454
2005-07-06,543.026
2005-07-07,532.453
2005-07-08,550.668
2005-07-11,550.163
2005-07-12,552.055
2005-07-13,551.172
2005-07-14,549.462
2005-07-15,539.358
2005-07-18,537.496
2005-07-19,534.522
2005-07-20,533.59
2005-07-21,539.736
2005-07-22,542.49
2005-07-25,548.545
2005-07-26,546.695
2005-07-27,546.492
2005-07-28,548.845
2005-07-29,557.467
2005-08-01,560.646
2005-08-02,567.573
2005-08-03,577.565
2005-08-04,573.847
2005-08-05,568.585
2005-08-08,577.314
2005-08-09,582.576
2005-08-10,582.936
2005-08-11,589.331
2005-08-12,588.103
2005-08-15,581.614
2005-08-16,573.124
2005-08-17,573.297
2005-08-18,564.701
2005-08-19,569.035
2005-08-22,581.321
2005-08-23,580.317
2005-08-24,579.942
2005-08-25,583.355
2005-08-26,583.67
2005-08-29,586.993
2005-08-30,580.444
2005-08-31,597.875
2005-09-01,616.942
2005-09-02,619.095
2005-09-05,613.705
2005-09-06,617.581
2005-09-07,614.214
2005-09-08,608.849
2005-09-09,613.216
2005-09-12,610.46
2005-09-13,604.975
2005-09-14,611.001
2005-09-15,614.338
2005-09-16,613.869
2005-09-19,615.987
2005-09-20,618.17
2005-09-21,620.912
2005-09-22,621.066
2005-09-23,609.644
2005-09-26,598.503
2005-09-27,597.685
2005-09-28,604.309
2005-09-29,608.737
2005-09-30,605.398
2005-10-03,599.954
2005-10-04,593.353
2005-10-05,586.293
2005-10-06,569.299
2005-10-07,566.455
2005-10-10,564.662
2005-10-11,570.343
2005-10-12,572.428
2005-10-13,545.801
2005-10-14,545.303
2005-10-17,548.57
2005-10-18,528.85
2005-10-19,516.399
2005-10-20,532.09
2005-10-21,526.838
2005-10-24,537.074
2005-10-25,542.954
2005-10-26,551.965
2005-10-27,549.367
2005-10-28,543.453
2005-10-31,554.648
2005-11-01,554.287
2005-11-02,559.945
2005-11-03,577.041
2005-11-04,566.683
2005-11-07,563.62
