Date,ACWI LARGE VALUE Large Cap
2009-09-30,723.972
2009-10-30,708.752
2009-11-30,737.868
2009-12-31,745.525
2010-01-29,716.827
2010-02-26,720.641
2010-03-31,765.866
2010-04-30,763.666
2010-05-31,690.608
2010-06-30,667.625
2010-07-30,723.898
2010-08-31,697.075
2010-09-30,754.58
2010-10-29,778.12
2010-11-30,752.033
2010-12-31,811.138
2011-01-31,833.575
2011-02-28,862.582
2011-03-31,857.127
2011-04-29,890.672
2011-05-31,866.465
2011-06-30,853.944
2011-07-29,830.59
2011-08-31,768.108
2011-09-30,704.287
2011-10-31,775.082
2011-11-30,750.064
2011-12-30,756.353
2012-01-31,794.511
2012-02-29,831.615
2012-03-30,833.435
2012-04-30,818.516
2012-05-31,745.93
2012-06-29,791.403
2012-07-31,800.211
2012-08-31,815.022
2012-09-28,843.42
2012-10-31,843.656
2012-11-30,845.86
2012-12-31,870.554
2013-01-31,917.188
2013-02-28,910.781
2013-03-29,924.201
2013-04-30,955.442
2013-05-31,952.83
2013-06-28,926.237
2013-07-31,970.259
2013-08-30,946.136
2013-09-30,990.216
2013-10-31,1033.927
2013-11-29,1047.978
2013-12-31,1063.12
2014-01-31,1019.263
2014-02-28,1062.657
2014-03-31,1079.81
2014-04-30,1097.603
2014-05-30,1113.696
2014-06-30,1135.137
2014-07-31,1124.107
2014-08-29,1143.37
2014-09-30,1105.477
2014-10-31,1105.688
2014-11-28,1113.923
2014-12-31,1090.664
2015-01-30,1057.772
2015-02-27,1113.591
2015-03-31,1087.983
2015-04-30,1130.819
2015-05-29,1123.056
2015-06-30,1092.743
2015-07-31,1093.237
2015-08-31,1018.183
2015-09-30,979.044
2015-10-30,1055.08
2015-11-30,1041.702
2015-12-31,1021.747
2016-01-29,963.323
2016-02-29,956.094
2016-03-31,1026.483
2016-04-29,1049.496
2016-05-31,1046.513
2016-06-30,1040.875
2016-07-29,1079.017
2016-08-31,1091.289
2016-09-30,1093.011
2016-10-31,1089.565
2016-11-30,1111.639
2016-12-30,1148.535
2017-01-31,1165.242
2017-02-28,1194.097
2017-03-31,1201.934
2017-04-28,1207.22
2017-05-31,1218.805
2017-06-30,1233.831
2017-07-31,1265.367
2017-08-31,1259.265
2017-09-29,1291.385
2017-10-31,1307.878
2017-11-30,1330.111
2017-12-29,1352.351
2018-01-31,1419.316
2018-02-28,1346.706
2018-03-30,1314.711
2018-04-30,1330.812
2018-05-31,1305.794
2018-06-29,1296.917
2018-07-31,1348.185
2018-08-31,1337.464
2018-09-28,1353.757
2018-10-31,1281.694
2018-11-30,1304.99
2018-12-31,1212.048
2019-01-31,1296.323
2019-02-28,1325.499
2019-03-29,1328.954
2019-04-30,1364.73
2019-05-31,1281.128
2019-06-28,1360.901
2019-07-31,1353.629
2019-08-30,1307.43
2019-09-30,1354.605
2019-10-31,1384.73
2019-11-29,1409.21
2019-12-31,1459.236
2020-01-31,1409.039
2020-02-28,1280.702
2020-03-31,1078.261
2020-04-30,1168.259
2020-05-29,1194.803
2020-06-30,1206.76
2020-07-31,1241.459
2020-08-31,1291.288
2020-09-30,1249.786
2020-10-30,1216.051
2020-11-30,1393.024
2020-12-31,1449.023
2021-01-29,1434.779
2021-02-26,1495.249
2021-03-31,1573.06
2021-04-30,1617.219
2021-05-31,1668.95
2021-06-30,1649.174
2021-07-30,1646.946
2021-08-31,1673.264
2021-09-30,1623.808
2021-10-29,1691.595
2021-11-30,1626.533
2021-12-31,1730.472
2022-01-31,1717.749
2022-02-28,1685.201
2022-03-31,1720.544
2022-04-29,1635.387
2022-05-31,1670.738
2022-06-30,1534.622
2022-07-29,1588.883
2022-08-31,1544.34
2022-09-30,1416.375
2022-10-31,1539.971
2022-11-30,1660.914
2022-12-30,1622.28
2023-01-31,1692.637
2023-02-28,1637.416
2023-03-31,1640.525
2023-04-28,1670.921
2023-05-31,1600.659
2023-06-30,1690.8
2023-07-31,1757.393
2023-08-31,1704.798
2023-09-29,1664.127
2023-10-31,1610.235
2023-11-30,1722.23
2023-12-29,1809.42
2024-01-31,1812.981
2024-02-29,1859.663
2024-03-29,1938.97
2024-04-30,1881.652
2024-05-31,1936.206
2024-06-28,1934.881
2024-07-31,2015.073
2024-08-30,2070.151
2024-09-30,2112.109
2024-10-31,2061.719
2024-11-29,2120.784
2024-12-31,2011.391
2025-01-31,2100.538
2025-02-28,2144.71
2025-03-31,2129.103
2025-04-30,2097.855
2025-05-30,2157.342
2025-06-30,2242.543
2025-07-31,2251.522
2025-08-29,2323.505
