Date,ACWI LARGE VALUE Large Cap
2002-04-24,515.231
2002-04-25,513.706
2002-04-26,510.417
2002-04-29,507.059
2002-04-30,511.146
2002-05-01,514.987
2002-05-02,515.888
2002-05-03,516.282
2002-05-06,510.438
2002-05-07,507.004
2002-05-08,516.305
2002-05-09,513.279
2002-05-10,509.715
2002-05-13,515.311
2002-05-14,519.108
2002-05-15,520.449
2002-05-16,522.625
2002-05-17,525.843
2002-05-20,522.013
2002-05-21,520.232
2002-05-22,522.129
2002-05-23,524.266
2002-05-24,522.649
2002-05-27,522.097
2002-05-28,519.876
2002-05-29,518.617
2002-05-30,516.752
2002-05-31,518.276
2002-06-03,510.94
2002-06-04,507.678
2002-06-05,506.524
2002-06-06,500.581
2002-06-07,499.384
2002-06-10,499.257
2002-06-11,495.553
2002-06-12,495.33
2002-06-13,490.31
2002-06-14,485.009
2002-06-17,494.986
2002-06-18,496.998
2002-06-19,489.397
2002-06-20,484.72
2002-06-21,481.044
2002-06-24,478.727
2002-06-25,477.248
2002-06-26,473.569
2002-06-27,478.79
2002-06-28,487.146
2002-07-01,483.042
2002-07-02,473.89
2002-07-03,470.322
2002-07-04,472.348
2002-07-05,486.09
2002-07-08,485.729
2002-07-09,479.488
2002-07-10,465.408
2002-07-11,459.914
2002-07-12,457.384
2002-07-15,449.537
2002-07-16,445.05
2002-07-17,450.174
2002-07-18,446.279
2002-07-19,431.305
2002-07-22,413.758
2002-07-23,402.991
2002-07-24,412.834
2002-07-25,418.222
2002-07-26,421.198
2002-07-29,440.18
2002-07-30,443.46
2002-07-31,448.224
2002-08-01,434.985
2002-08-02,429.791
2002-08-05,417.681
2002-08-06,425.191
2002-08-07,431.005
2002-08-08,444.246
2002-08-09,449.678
2002-08-12,445.772
2002-08-13,441.603
2002-08-14,448.862
2002-08-15,454.539
2002-08-16,454.131
2002-08-19,462.445
2002-08-20,456.703
2002-08-21,462.094
2002-08-22,467.293
2002-08-23,459.342
2002-08-26,462.041
2002-08-27,464.36
2002-08-28,453.902
2002-08-29,451.067
2002-08-30,452.279
2002-09-02,450.319
2002-09-03,433.671
2002-09-04,435.781
2002-09-05,432.303
2002-09-06,438.192
2002-09-09,439.18
2002-09-10,442.933
2002-09-11,445.434
2002-09-12,435.671
2002-09-13,432.463
2002-09-16,431.865
2002-09-17,426.426
2002-09-18,420.847
2002-09-19,412.854
2002-09-20,411.888
2002-09-23,405.707
2002-09-24,398.225
2002-09-25,403.081
2002-09-26,414.556
2002-09-27,407.084
2002-09-30,399.407
2002-10-01,409.774
2002-10-02,405.813
2002-10-03,400.943
2002-10-04,392.272
2002-10-07,385.118
2002-10-08,384.807
2002-10-09,377.953
2002-10-10,388.014
2002-10-11,402.709
2002-10-14,403.119
2002-10-15,422.249
2002-10-16,417.531
2002-10-17,425.608
2002-10-18,426.125
2002-10-21,430.772
2002-10-22,426.497
2002-10-23,424.633
2002-10-24,424.209
2002-10-25,427.029
2002-10-28,428.652
2002-10-29,419.698
2002-10-30,426.255
2002-10-31,426.909
2002-11-01,431.222
2002-11-04,436.929
2002-11-05,441.674
2002-11-06,441.462
2002-11-07,434.144
2002-11-08,432.349
2002-11-11,425.339
2002-11-12,426.58
2002-11-13,423.396
2002-11-14,429.61
2002-11-15,434.587
2002-11-18,433.667
2002-11-19,433.44
2002-11-20,436.456
2002-11-21,446.385
2002-11-22,446.183
2002-11-25,446.12
2002-11-26,437.657
2002-11-27,447.258
2002-11-28,450.039
2002-11-29,449.527
2002-12-02,448.439
2002-12-03,442.334
2002-12-04,439.716
2002-12-05,435.19
2002-12-06,438.02
2002-12-09,429.726
2002-12-10,433.675
2002-12-11,434.973
2002-12-12,433.023
2002-12-13,429.815
2002-12-16,439.875
2002-12-17,437.704
2002-12-18,431.091
2002-12-19,429.167
2002-12-20,434.736
2002-12-23,435.246
2002-12-24,434.209
2002-12-25,434.046
2002-12-26,434.734
2002-12-27,427.147
2002-12-30,429.93
2002-12-31,431.311
2003-01-01,431.321
2003-01-02,442.268
2003-01-03,443.354
2003-01-06,453.612
2003-01-07,448.246
2003-01-08,441.659
2003-01-09,447.933
2003-01-10,448.81
2003-01-13,449.401
2003-01-14,451.974
2003-01-15,447.147
2003-01-16,446.239
2003-01-17,441.674
2003-01-20,439.359
2003-01-21,432.777
2003-01-22,427.02
2003-01-23,428.661
2003-01-24,420.564
2003-01-27,411.864
2003-01-28,415.204
2003-01-29,417.27
2003-01-30,413.456
2003-01-31,417.447
2003-02-03,422.397
2003-02-04,416.855
2003-02-05,417.47
2003-02-06,412.344
2003-02-07,408.858
2003-02-10,408.853
2003-02-11,408.255
2003-02-12,403.916
2003-02-13,403.912
2003-02-14,410.078
2003-02-17,412.353
2003-02-18,417.158
2003-02-19,413.436
2003-02-20,410.359
2003-02-21,414.095
2003-02-24,408.066
2003-02-25,405.576
2003-02-26,402.06
2003-02-27,405.919
2003-02-28,408.281
2003-03-03,408.922
2003-03-04,403.568
2003-03-05,405.591
2003-03-06,400.656
2003-03-07,400.302
2003-03-10,390.602
2003-03-11,387.659
2003-03-12,383.379
2003-03-13,394.96
2003-03-14,399.891
2003-03-17,409.379
2003-03-18,410.181
2003-03-19,414.387
2003-03-20,415.092
2003-03-21,423.509
2003-03-24,412.305
2003-03-25,415.814
2003-03-26,415.355
2003-03-27,413.137
2003-03-28,411.527
2003-03-31,403.019
2003-04-01,408.919
2003-04-02,417.087
2003-04-03,415.687
2003-04-04,418.276
2003-04-07,422.755
2003-04-08,420.718
2003-04-09,417.048
2003-04-10,418.063
2003-04-11,417.024
2003-04-14,423.239
2003-04-15,428.02
2003-04-16,423.602
2003-04-17,428.381
2003-04-18,428.543
2003-04-21,427.364
2003-04-22,435.354
2003-04-23,440.562
2003-04-24,436.803
2003-04-25,430.478
2003-04-28,437.646
2003-04-29,438.327
2003-04-30,441.527
2003-05-01,441.734
2003-05-02,446.262
2003-05-05,445.749
2003-05-06,450.858
2003-05-07,449.158
2003-05-08,443.986
2003-05-09,448.758
2003-05-12,453.513
2003-05-13,452.902
2003-05-14,453.044
2003-05-15,455.734
2003-05-16,456.247
2003-05-19,447.344
2003-05-20,447.635
2003-05-21,449.041
2003-05-22,453.289
2003-05-23,456.074
2003-05-26,456.675
2003-05-27,461.625
2003-05-28,463.088
2003-05-29,463.408
2003-05-30,466.993
2003-06-02,472.485
2003-06-03,472.648
2003-06-04,478.317
2003-06-05,481.395
2003-06-06,482.9
2003-06-09,478.206
2003-06-10,480.75
2003-06-11,488.15
2003-06-12,490.2
2003-06-13,486.693
2003-06-16,494.763
2003-06-17,496.307
2003-06-18,494.932
2003-06-19,487.789
2003-06-20,489.449
2003-06-23,483.031
2003-06-24,482.104
2003-06-25,480.779
2003-06-26,481.294
2003-06-27,478.875
2003-06-30,477.031
2003-07-01,478.948
2003-07-02,484.597
2003-07-03,484.224
2003-07-04,483.235
2003-07-07,490.217
2003-07-08,489.729
2003-07-09,487.348
2003-07-10,481.399
2003-07-11,484.165
2003-07-14,488.393
2003-07-15,484.867
2003-07-16,480.596
2003-07-17,475.613
2003-07-18,480.459
2003-07-21,476.04
2003-07-22,479.42
2003-07-23,479.535
2003-07-24,481.159
2003-07-25,486.098
2003-07-28,487.481
2003-07-29,484.246
2003-07-30,481.55
2003-07-31,482.776
2003-08-01,478.431
2003-08-04,478.867
2003-08-05,475.192
2003-08-06,474.815
2003-08-07,477.95
2003-08-08,480.032
2003-08-11,482.417
2003-08-12,485.693
2003-08-13,485.09
2003-08-14,489.852
2003-08-15,490.078
2003-08-18,492.975
2003-08-19,492.898
2003-08-20,493.023
2003-08-21,493.801
2003-08-22,488.595
2003-08-25,487.665
2003-08-26,486.402
2003-08-27,487.281
2003-08-28,489.221
2003-08-29,490.882
2003-09-01,493.42
2003-09-02,497.236
2003-09-03,501.082
2003-09-04,501.625
2003-09-05,500.394
2003-09-08,504.702
2003-09-09,502.41
2003-09-10,498.102
2003-09-11,498.437
2003-09-12,500.369
2003-09-15,499.347
2003-09-16,504.585
2003-09-17,505.533
2003-09-18,511.684
2003-09-19,510.32
2003-09-22,505.487
2003-09-23,505.759
2003-09-24,501.787
2003-09-25,498.64
2003-09-26,495.073
2003-09-29,496.641
2003-09-30,493.394
2003-10-01,504.331
2003-10-02,506.908
2003-10-03,511.71
2003-10-06,513.604
2003-10-07,515.95
2003-10-08,513.536
2003-10-09,517.346
2003-10-10,518.491
2003-10-13,521.517
2003-10-14,522.696
2003-10-15,522.067
2003-10-16,523.692
2003-10-17,520.112
2003-10-20,521.603
2003-10-21,521.172
2003-10-22,515.041
2003-10-23,512.055
2003-10-24,512.074
2003-10-27,513.232
2003-10-28,518.18
2003-10-29,520.421
2003-10-30,520.74
2003-10-31,520.086
2003-11-03,522.533
2003-11-04,523.32
2003-11-05,521.183
2003-11-06,520.634
2003-11-07,522.665
2003-11-10,520.916
2003-11-11,518.461
2003-11-12,522.978
2003-11-13,525.234
2003-11-14,524.171
2003-11-17,517.948
2003-11-18,517.366
2003-11-19,517.676
2003-11-20,516.225
2003-11-21,517.24
2003-11-24,521.04
2003-11-25,523.362
2003-11-26,526.79
2003-11-27,527.582
2003-11-28,527.621
2003-12-01,534.237
2003-12-02,535.706
2003-12-03,537.454
2003-12-04,538.268
2003-12-05,536.771
2003-12-08,539.316
2003-12-09,539.719
2003-12-10,538.016
2003-12-11,541.568
2003-12-12,544.971
2003-12-15,545.885
2003-12-16,547.528
2003-12-17,548.399
2003-12-18,553.495
2003-12-19,555.666
2003-12-22,558.409
2003-12-23,559.794
2003-12-24,559.983
2003-12-25,559.943
2003-12-26,560.549
2003-12-29,565.92
2003-12-30,568.343
2003-12-31,570.939
2004-01-01,570.965
2004-01-02,572.879
2004-01-05,580.515
2004-01-06,580.999
2004-01-07,578.427
2004-01-08,581.502
2004-01-09,578.531
2004-01-12,579.204
2004-01-13,577.567
2004-01-14,580.08
2004-01-15,579.414
2004-01-16,580.424
2004-01-19,581.05
2004-01-20,583.511
2004-01-21,588.798
2004-01-22,588.976
2004-01-23,587.088
2004-01-26,588.379
2004-01-27,586.567
2004-01-28,583.312
2004-01-29,579.064
2004-01-30,576.741
2004-02-02,578.522
2004-02-03,578.588
2004-02-04,574.165
2004-02-05,575.803
2004-02-06,581.352
2004-02-09,582.934
2004-02-10,584.445
2004-02-11,589.502
2004-02-12,590.305
2004-02-13,588.708
2004-02-16,589.628
2004-02-17,595.046
2004-02-18,592.925
2004-02-19,592.363
2004-02-20,587.711
2004-02-23,589.339
2004-02-24,587.063
2004-02-25,586.814
2004-02-26,586.163
2004-02-27,587.909
2004-03-01,594.294
2004-03-02,591.774
2004-03-03,589.349
2004-03-04,591.801
2004-03-05,596.47
2004-03-08,593.7
2004-03-09,591.685
2004-03-10,582.965
2004-03-11,572.713
2004-03-12,574.414
2004-03-15,568.479
2004-03-16,573.806
2004-03-17,579.703
2004-03-18,580.766
2004-03-19,576.952
2004-03-22,568.846
2004-03-23,568.164
2004-03-24,565.791
2004-03-25,571.785
2004-03-26,572.848
2004-03-29,579.811
2004-03-30,582.187
2004-03-31,583.849
2004-04-01,588.552
2004-04-02,590.029
2004-04-05,592.629
2004-04-06,593.838
2004-04-07,592.71
2004-04-08,592.229
2004-04-09,591.501
2004-04-12,593.696
2004-04-13,587.586
2004-04-14,582.043
2004-04-15,581.138
2004-04-16,586.527
2004-04-19,585.29
2004-04-20,581.61
2004-04-21,579.524
2004-04-22,584.256
2004-04-23,584.365
2004-04-26,584.654
2004-04-27,585.327
2004-04-28,577.892
2004-04-29,574.69
2004-04-30,571.698
2004-05-03,575.505
2004-05-04,579.919
2004-05-05,581.832
2004-05-06,575.282
2004-05-07,564.753
2004-05-10,551.257
2004-05-11,554.658
2004-05-12,557.995
2004-05-13,556.589
2004-05-14,556.145
2004-05-17,550.34
2004-05-18,553.541
2004-05-19,559.827
2004-05-20,556.824
2004-05-21,561.378
2004-05-24,562.501
2004-05-25,567.927
2004-05-26,570.448
2004-05-27,575.835
2004-05-28,574.339
2004-05-31,574.889
2004-06-01,574.572
2004-06-02,577.045
2004-06-03,573.607
2004-06-04,576.411
2004-06-07,586.512
2004-06-08,586.56
2004-06-09,580.758
2004-06-10,583.873
2004-06-11,581.502
2004-06-14,576.131
2004-06-15,579.668
2004-06-16,582.621
2004-06-17,583.957
2004-06-18,586.368
2004-06-21,585.595
2004-06-22,583.963
2004-06-23,587.571
2004-06-24,591.138
2004-06-25,587.313
2004-06-28,589.953
2004-06-29,588.249
2004-06-30,588.718
2004-07-01,586.305
2004-07-02,585.45
2004-07-05,584.334
2004-07-06,582.2
2004-07-07,583.785
2004-07-08,582.543
2004-07-09,584.945
2004-07-12,586.35
2004-07-13,585.623
2004-07-14,584.591
2004-07-15,580.54
2004-07-16,582.351
2004-07-19,582.419
2004-07-20,582.256
2004-07-21,578.032
2004-07-22,576.004
2004-07-23,571.878
2004-07-26,570.406
2004-07-27,572.699
2004-07-28,574.653
2004-07-29,578.755
2004-07-30,579.887
2004-08-02,581.315
2004-08-03,581.602
2004-08-04,578.899
2004-08-05,574.408
2004-08-06,569.863
2004-08-09,569.068
2004-08-10,574.104
2004-08-11,572.119
2004-08-12,568.212
2004-08-13,568.937
2004-08-16,574.319
2004-08-17,574.56
2004-08-18,578.163
2004-08-19,579.605
2004-08-20,581.766
2004-08-23,580.689
2004-08-24,580.06
2004-08-25,583.175
2004-08-26,585.156
2004-08-27,587.065
2004-08-30,584.665
2004-08-31,586.639
2004-09-01,589.146
2004-09-02,593.124
2004-09-03,591.553
2004-09-06,593.498
2004-09-07,596.75
2004-09-08,595.883
2004-09-09,595.132
2004-09-10,598.478
2004-09-13,599.424
2004-09-14,600.83
2004-09-15,595.689
2004-09-16,598.421
2004-09-17,601.129
2004-09-20,598.703
2004-09-21,604.06
2004-09-22,597.825
2004-09-23,594.945
2004-09-24,595.45
2004-09-27,592.444
2004-09-28,595.767
2004-09-29,596.725
2004-09-30,597.113
2004-10-01,605.9
2004-10-04,607.761
2004-10-05,609.243
2004-10-06,612.404
2004-10-07,609.803
2004-10-08,610.313
2004-10-11,610.704
2004-10-12,606.289
2004-10-13,602.105
2004-10-14,599.642
2004-10-15,602.051
2004-10-18,602.17
2004-10-19,600.175
2004-10-20,598.32
2004-10-21,599.588
2004-10-22,598.289
2004-10-25,596.497
2004-10-26,602.069
2004-10-27,607.672
2004-10-28,610.588
2004-10-29,610.832
2004-11-01,613.059
2004-11-02,614.018
2004-11-03,620.328
2004-11-04,627.869
2004-11-05,630.85
2004-11-08,630.476
2004-11-09,629.345
2004-11-10,629.607
2004-11-11,633.778
2004-11-12,639.449
2004-11-15,639.249
2004-11-16,636.313
2004-11-17,641.286
2004-11-18,640.241
2004-11-19,637.75
2004-11-22,637.188
2004-11-23,638.537
2004-11-24,640.86
2004-11-25,644.347
2004-11-26,644.714
2004-11-29,644.071
2004-11-30,642.476
2004-12-01,649.063
2004-12-02,648.715
2004-12-03,649.828
2004-12-06,648.926
2004-12-07,645.184
2004-12-08,642.262
2004-12-09,641.054
2004-12-10,641.026
2004-12-13,648.286
2004-12-14,649.801
2004-12-15,654.819
2004-12-16,652.502
2004-12-17,647.371
2004-12-20,651.83
2004-12-21,654.16
2004-12-22,657.775
2004-12-23,660.463
2004-12-24,662.349
2004-12-27,661.939
2004-12-28,663.994
2004-12-29,662.73
2004-12-30,664.711
2004-12-31,664.348
2005-01-03,659.977
2005-01-04,654.014
2005-01-05,650.532
2005-01-06,651.027
2005-01-07,648.946
2005-01-10,651.151
2005-01-11,649.145
2005-01-12,651.209
2005-01-13,647.587
2005-01-14,648.521
2005-01-17,649.343
2005-01-18,652.046
2005-01-19,649.122
2005-01-20,643.931
2005-01-21,642.708
2005-01-24,644.362
2005-01-25,644.657
2005-01-26,649.254
2005-01-27,649.126
2005-01-28,646.186
2005-01-31,651.758
2005-02-01,655.873
2005-02-02,658.514
2005-02-03,655.921
2005-02-04,662.665
2005-02-07,662.322
2005-02-08,661.279
2005-02-09,659.627
2005-02-10,664.122
2005-02-11,667.879
2005-02-14,671.289
2005-02-15,672.997
2005-02-16,671.986
2005-02-17,671.249
2005-02-18,673.037
2005-02-21,672.818
2005-02-22,669.194
2005-02-23,668.789
2005-02-24,671.802
2005-02-25,679.366
2005-02-28,679.471
2005-03-01,680.054
2005-03-02,679.3
2005-03-03,679.816
2005-03-04,688.561
2005-03-07,687.59
2005-03-08,688.427
2005-03-09,683.347
2005-03-10,681.598
2005-03-11,681.292
2005-03-14,681.057
2005-03-15,679.107
2005-03-16,675.661
2005-03-17,674.714
2005-03-18,674.764
2005-03-21,669.851
2005-03-22,666.094
2005-03-23,659.721
2005-03-24,658.712
2005-03-25,659.178
2005-03-28,658.882
2005-03-29,656.191
2005-03-30,660.678
2005-03-31,663.322
2005-04-01,662.475
2005-04-04,659.014
2005-04-05,662.352
2005-04-06,665.404
2005-04-07,669.201
2005-04-08,665.474
2005-04-11,666.867
2005-04-12,666.236
2005-04-13,663.942
2005-04-14,657.193
2005-04-15,649.14
2005-04-18,645.449
2005-04-19,650.461
2005-04-20,645.231
2005-04-21,650.672
2005-04-22,652.375
2005-04-25,655.367
2005-04-26,651.611
2005-04-27,650.307
2005-04-28,645.135
2005-04-29,650.924
2005-05-02,651.822
2005-05-03,652.397
2005-05-04,659.907
2005-05-05,660.603
2005-05-06,659.94
2005-05-09,660.486
2005-05-10,655.604
2005-05-11,654.518
2005-05-12,648.871
2005-05-13,643.996
2005-05-16,644.871
2005-05-17,647.305
2005-05-18,653.809
2005-05-19,657.929
2005-05-20,655.432
2005-05-23,659.276
2005-05-24,659.467
2005-05-25,658.001
2005-05-26,659.656
2005-05-27,661.19
2005-05-30,662.077
2005-05-31,656.63
2005-06-01,661.422
2005-06-02,661.955
2005-06-03,659.97
2005-06-06,660.401
2005-06-07,662.385
2005-06-08,663.105
2005-06-09,661.572
2005-06-10,662.297
2005-06-13,661.637
2005-06-14,663.353
2005-06-15,665.866
2005-06-16,668.939
2005-06-17,675.309
2005-06-20,672.916
2005-06-21,672.817
2005-06-22,674.158
2005-06-23,670.039
2005-06-24,666.317
2005-06-27,665.127
2005-06-28,668.002
2005-06-29,668.116
2005-06-30,665.086
2005-07-01,665.299
2005-07-04,665.051
2005-07-05,667.19
2005-07-06,665.536
2005-07-07,662.297
2005-07-08,668.219
2005-07-11,674.719
2005-07-12,678.006
2005-07-13,677.569
2005-07-14,680.233
2005-07-15,678.853
2005-07-18,675.989
2005-07-19,676.397
2005-07-20,677.728
2005-07-21,679.399
2005-07-22,681.951
2005-07-25,680.619
2005-07-26,679.735
2005-07-27,682.684
2005-07-28,686.235
2005-07-29,684.293
2005-08-01,686.114
2005-08-02,691.016
2005-08-03,692.614
2005-08-04,688.698
2005-08-05,682.664
2005-08-08,684.358
2005-08-09,688.2
2005-08-10,693.911
2005-08-11,698.763
2005-08-12,696.632
2005-08-15,696.131
2005-08-16,691.323
2005-08-17,689.677
2005-08-18,685.022
2005-08-19,686.731
2005-08-22,691.332
2005-08-23,688.027
2005-08-24,685.34
2005-08-25,685.244
2005-08-26,682.306
2005-08-29,682.157
2005-08-30,680.755
2005-08-31,688.714
2005-09-01,695.942
2005-09-02,696.655
2005-09-05,698.65
2005-09-06,703.526
2005-09-07,704.339
2005-09-08,702.064
2005-09-09,707.868
2005-09-12,705.643
2005-09-13,701.111
2005-09-14,702.873
2005-09-15,702.67
2005-09-16,707.918
2005-09-19,705.953
2005-09-20,706.185
2005-09-21,702.545
2005-09-22,700.417
2005-09-23,698.981
2005-09-26,703.905
2005-09-27,702.497
2005-09-28,706.781
2005-09-29,711.628
2005-09-30,710.83
2005-10-03,708.756
2005-10-04,705.367
2005-10-05,696.319
2005-10-06,692.445
2005-10-07,692.896
2005-10-10,689.325
2005-10-11,690.603
2005-10-12,686.862
2005-10-13,680.717
2005-10-14,686.021
2005-10-17,686.386
2005-10-18,678.658
2005-10-19,679.662
2005-10-20,673.634
2005-10-21,674.089
2005-10-24,681.755
2005-10-25,684.685
2005-10-26,684.542
2005-10-27,681.112
2005-10-28,685.192
2005-10-31,690.92
2005-11-01,692.029
2005-11-02,697.876
2005-11-03,701.688
2005-11-04,697.435
2005-11-07,698.542
2005-11-08,697.953
2005-11-09,698.039
