Date,EM (EMERGING MARKETS) LARGE VALUE Large Cap
2003-07-03,300.219
2003-07-04,300.727
2003-07-07,305.445
2003-07-08,306.635
2003-07-09,305.023
2003-07-10,302.445
2003-07-11,301.809
2003-07-14,307.867
2003-07-15,306.763
2003-07-16,304.59
2003-07-17,300.616
2003-07-18,299.349
2003-07-21,298.72
2003-07-22,300.182
2003-07-23,299.621
2003-07-24,303.712
2003-07-25,307.569
2003-07-28,310.454
2003-07-29,309.69
2003-07-30,306.111
2003-07-31,307.935
2003-08-01,308.202
2003-08-04,307.229
2003-08-05,305.881
2003-08-06,303.13
2003-08-07,305.353
2003-08-08,306.164
2003-08-11,308.569
2003-08-12,309.325
2003-08-13,313.528
2003-08-14,316.55
2003-08-15,317.539
2003-08-18,320.219
2003-08-19,321.127
2003-08-20,321.243
2003-08-21,325.966
2003-08-22,327.781
2003-08-25,326.723
2003-08-26,323.756
2003-08-27,325.045
2003-08-28,325.468
2003-08-29,329.38
2003-09-01,332.536
2003-09-02,332.168
2003-09-03,336.007
2003-09-04,337.112
2003-09-05,337.532
2003-09-08,338.245
2003-09-09,335.737
2003-09-10,334.487
2003-09-11,334.472
2003-09-12,335.105
2003-09-15,333.518
2003-09-16,335.316
2003-09-17,334.569
2003-09-18,334.051
2003-09-19,333.214
2003-09-22,330.965
2003-09-23,332.376
2003-09-24,334.695
2003-09-25,330.998
2003-09-26,328.433
2003-09-29,329.243
2003-09-30,328.884
2003-10-01,333.332
2003-10-02,338.432
2003-10-03,342.537
2003-10-06,345.343
2003-10-07,346.183
2003-10-08,349.642
2003-10-09,354.047
2003-10-10,356.211
2003-10-13,360.123
2003-10-14,358.817
2003-10-15,357.51
2003-10-16,360.373
2003-10-17,360.8
2003-10-20,362.186
2003-10-21,359.77
2003-10-22,357.642
2003-10-23,350.886
2003-10-24,351.379
2003-10-27,351.223
2003-10-28,356.87
2003-10-29,357.747
2003-10-30,358.045
2003-10-31,357.299
2003-11-03,362.481
2003-11-04,364.521
2003-11-05,364.311
2003-11-06,361.473
2003-11-07,362.711
2003-11-10,360.54
2003-11-11,356.911
2003-11-12,359.407
2003-11-13,364.867
2003-11-14,366.112
2003-11-17,358.786
2003-11-18,358.567
2003-11-19,353.083
2003-11-20,350.989
2003-11-21,353.746
2003-11-24,352.474
2003-11-25,356.576
2003-11-26,360.434
2003-11-27,360.783
2003-11-28,364.494
2003-12-01,371.435
2003-12-02,372.492
2003-12-03,372.671
2003-12-04,370.213
2003-12-05,369.237
2003-12-08,369.311
2003-12-09,373.4
2003-12-10,373.072
2003-12-11,376.009
2003-12-12,377.047
2003-12-15,379.681
2003-12-16,377.148
2003-12-17,374.018
2003-12-18,378.771
2003-12-19,380.796
2003-12-22,383.098
2003-12-23,383.025
2003-12-24,385.049
2003-12-25,385.096
2003-12-26,385.752
2003-12-29,388.7
2003-12-30,393.837
2003-12-31,394.747
2004-01-01,395.192
2004-01-02,403.302
2004-01-05,413.558
2004-01-06,412.206
2004-01-07,409.709
2004-01-08,410.608
2004-01-09,414.936
2004-01-12,414.18
2004-01-13,414.887
2004-01-14,413.501
2004-01-15,409.113
2004-01-16,410.009
2004-01-19,414.042
2004-01-20,418.465
2004-01-21,416.592
2004-01-22,416.553
2004-01-23,417.516
2004-01-26,419.52
2004-01-27,420.089
2004-01-28,419.266
2004-01-29,410.691
2004-01-30,408.131
2004-02-02,407.66
2004-02-03,408.225
2004-02-04,406.886
2004-02-05,405.001
2004-02-06,411.662
2004-02-09,418.396
2004-02-10,419.823
2004-02-11,422.759
2004-02-12,427.549
2004-02-13,430.368
2004-02-16,430.641
2004-02-17,434.502
2004-02-18,433.88
2004-02-19,429.996
2004-02-20,426.524
2004-02-23,425.257
2004-02-24,422.628
2004-02-25,423.179
2004-02-26,424.293
2004-02-27,429.64
2004-03-01,436.337
2004-03-02,439.829
2004-03-03,435.852
2004-03-04,438.397
2004-03-05,440.421
2004-03-08,439.23
2004-03-09,439.425
2004-03-10,430.291
2004-03-11,424.197
2004-03-12,422.495
2004-03-15,420.073
2004-03-16,421.354
2004-03-17,426.882
2004-03-18,431.17
2004-03-19,432.661
2004-03-22,425.71
2004-03-23,424.038
2004-03-24,422.935
2004-03-25,420.733
2004-03-26,423.847
2004-03-29,429.952
2004-03-30,434.318
2004-03-31,440.196
2004-04-01,443.054
2004-04-02,445.489
2004-04-05,448.337
2004-04-06,449.534
2004-04-07,451.939
2004-04-08,453.904
2004-04-09,452.118
2004-04-12,455.666
2004-04-13,453.157
2004-04-14,446.494
2004-04-15,443.739
2004-04-16,442.346
2004-04-19,441.315
2004-04-20,440.687
2004-04-21,435.13
2004-04-22,430.83
2004-04-23,435.611
2004-04-26,431.887
2004-04-27,429.271
2004-04-28,423.216
2004-04-29,410.867
2004-04-30,403.208
2004-05-03,403.252
2004-05-04,410.669
2004-05-05,410.062
2004-05-06,403.22
2004-05-07,398.244
2004-05-10,379.84
2004-05-11,381.825
2004-05-12,387.15
2004-05-13,383.395
2004-05-14,375.463
2004-05-17,363.288
2004-05-18,369.318
2004-05-19,384.913
2004-05-20,379.436
2004-05-21,383.642
2004-05-24,386.588
2004-05-25,385.497
2004-05-26,388.81
2004-05-27,395.422
2004-05-28,395.934
2004-05-31,394.013
2004-06-01,394.07
2004-06-02,394.17
2004-06-03,386.386
2004-06-04,387.696
2004-06-07,399.859
2004-06-08,399.778
2004-06-09,396.336
2004-06-10,393.259
2004-06-11,387.235
2004-06-14,381.312
2004-06-15,384.295
2004-06-16,384.431
2004-06-17,388.846
2004-06-18,386.763
2004-06-21,389.03
2004-06-22,386.882
2004-06-23,389.747
2004-06-24,396.609
2004-06-25,399.303
2004-06-28,396.857
2004-06-29,396.136
2004-06-30,399.732
2004-07-01,401.782
2004-07-02,399.446
2004-07-05,398.848
2004-07-06,398.861
2004-07-07,401.754
2004-07-08,397.349
2004-07-09,399.427
2004-07-12,401.381
2004-07-13,401.975
2004-07-14,398.466
2004-07-15,398.212
2004-07-16,401.963
2004-07-19,404.317
2004-07-20,401.167
2004-07-21,402.055
2004-07-22,397.699
2004-07-23,395.82
2004-07-26,392.785
2004-07-27,394.427
2004-07-28,394.372
2004-07-29,394.379
2004-07-30,397.56
2004-08-02,396.415
2004-08-03,396.908
2004-08-04,396.964
2004-08-05,399.176
2004-08-06,395.974
2004-08-09,398.053
2004-08-10,398.742
2004-08-11,394.631
2004-08-12,395.257
2004-08-13,396.134
2004-08-16,397.51
2004-08-17,398.88
2004-08-18,400.565
2004-08-19,405.819
2004-08-20,407.247
2004-08-23,406.47
2004-08-24,406.033
2004-08-25,408.055
2004-08-26,410.877
2004-08-27,411.617
2004-08-30,412.137
2004-08-31,412.854
2004-09-01,415.853
2004-09-02,418.303
2004-09-03,416.795
2004-09-06,419.615
2004-09-07,419.503
2004-09-08,419.958
2004-09-09,421.008
2004-09-10,424.926
2004-09-13,427.924
2004-09-14,430.449
2004-09-15,429.675
2004-09-16,433.814
2004-09-17,435.103
2004-09-20,437.784
2004-09-21,439.756
2004-09-22,436.23
2004-09-23,436.759
2004-09-24,435.965
2004-09-27,434.109
2004-09-28,434.823
2004-09-29,435.601
2004-09-30,437.461
2004-10-01,444.934
2004-10-04,453.798
2004-10-05,453.93
2004-10-06,454.535
2004-10-07,457.079
2004-10-08,457.962
2004-10-11,457.333
2004-10-12,449.662
2004-10-13,444.893
2004-10-14,441.709
2004-10-15,443.528
2004-10-18,445.472
2004-10-19,446.582
2004-10-20,440.649
2004-10-21,443.421
2004-10-22,445.457
2004-10-25,441.376
2004-10-26,442.943
2004-10-27,446.412
2004-10-28,448.576
2004-10-29,449.283
2004-11-01,450.316
2004-11-02,453.47
2004-11-03,458.633
2004-11-04,459.652
2004-11-05,464.206
2004-11-08,462.805
2004-11-09,463.98
2004-11-10,465.843
2004-11-11,467.323
2004-11-12,472.659
2004-11-15,475.966
2004-11-16,472.681
2004-11-17,478.862
2004-11-18,478.76
2004-11-19,474.941
2004-11-22,471.66
2004-11-23,475.1
2004-11-24,478.742
2004-11-25,481.069
2004-11-26,481.976
2004-11-29,485.67
2004-11-30,488.695
2004-12-01,491.014
2004-12-02,493.973
2004-12-03,493.658
2004-12-06,494.217
2004-12-07,490.653
2004-12-08,481.954
2004-12-09,478.196
2004-12-10,475.564
2004-12-13,478.981
2004-12-14,483.289
2004-12-15,489.109
2004-12-16,489.978
2004-12-17,489.561
2004-12-20,493.684
2004-12-21,497.823
2004-12-22,498.384
2004-12-23,501.657
2004-12-24,502.94
2004-12-27,504.238
2004-12-28,505.882
2004-12-29,505.953
2004-12-30,508.457
2004-12-31,511.664
2005-01-03,510.693
2005-01-04,501.599
2005-01-05,494.299
2005-01-06,488.698
2005-01-07,488.368
2005-01-10,490.977
2005-01-11,492.741
2005-01-12,493.536
2005-01-13,495.903
2005-01-14,497.09
2005-01-17,499.038
2005-01-18,496.353
2005-01-19,497.797
2005-01-20,494.319
2005-01-21,494.866
2005-01-24,496.967
2005-01-25,497.773
2005-01-26,501.867
2005-01-27,503.406
2005-01-28,504.968
2005-01-31,510.944
2005-02-01,511.701
2005-02-02,514.076
2005-02-03,517.664
2005-02-04,521.408
2005-02-07,522.502
2005-02-08,520.759
2005-02-09,524.214
2005-02-10,524.125
2005-02-11,526.142
2005-02-14,531.413
2005-02-15,532.94
2005-02-16,533.726
2005-02-17,535.876
2005-02-18,537.539
2005-02-21,538.317
2005-02-22,543.231
2005-02-23,543.796
2005-02-24,549.745
2005-02-25,555.939
2005-02-28,562.991
2005-03-01,560.1
2005-03-02,554.228
2005-03-03,555.734
2005-03-04,560.653
2005-03-07,563.563
2005-03-08,563.63
2005-03-09,562.81
2005-03-10,557.128
2005-03-11,558.766
2005-03-14,551.994
2005-03-15,541.872
2005-03-16,541.157
2005-03-17,540.208
2005-03-18,541.158
2005-03-21,537.481
2005-03-22,534.708
2005-03-23,525.619
2005-03-24,523.49
2005-03-25,525.616
2005-03-28,522.361
2005-03-29,517.038
2005-03-30,518.275
2005-03-31,525.69
2005-04-01,534.613
2005-04-04,530.824
2005-04-05,532.084
2005-04-06,535.235
2005-04-07,536.486
2005-04-08,535.166
2005-04-11,534.069
2005-04-12,532.915
2005-04-13,534.704
2005-04-14,524.309
2005-04-15,517.082
2005-04-18,507.881
2005-04-19,514.621
2005-04-20,515.829
2005-04-21,517.765
2005-04-22,519.464
2005-04-25,523.149
2005-04-26,525.709
2005-04-27,520.882
2005-04-28,514.432
2005-04-29,515.379
2005-05-02,517.368
2005-05-03,518.124
2005-05-04,526.187
2005-05-05,531.34
2005-05-06,532.804
2005-05-09,532.566
2005-05-10,529.605
2005-05-11,526.815
2005-05-12,522.484
2005-05-13,518.575
2005-05-16,517.633
2005-05-17,517.099
2005-05-18,521.363
2005-05-19,525.555
2005-05-20,523.668
2005-05-23,523.267
2005-05-24,525.32
2005-05-25,525.307
2005-05-26,526.447
2005-05-27,531.773
2005-05-30,533.816
2005-05-31,529.845
2005-06-01,527.856
2005-06-02,532.43
2005-06-03,536.336
2005-06-06,536.979
2005-06-07,535.702
2005-06-08,536.991
2005-06-09,535.433
2005-06-10,538.793
2005-06-13,539.328
2005-06-14,541.418
2005-06-15,546.382
2005-06-16,549.356
2005-06-17,554.859
2005-06-20,555.829
2005-06-21,554.841
2005-06-22,559.921
2005-06-23,558.032
2005-06-24,555.327
2005-06-27,554.997
2005-06-28,555.868
2005-06-29,553.9
2005-06-30,553.807
2005-07-01,556.526
2005-07-04,554.891
2005-07-05,552.912
2005-07-06,555.669
2005-07-07,551.819
2005-07-08,553.693
2005-07-11,562.134
2005-07-12,570.654
2005-07-13,571.241
2005-07-14,575.174
2005-07-15,569.948
2005-07-18,570.686
2005-07-19,572.445
2005-07-20,575.638
2005-07-21,579.705
2005-07-22,583.453
2005-07-25,584.343
2005-07-26,580.916
2005-07-27,585.598
2005-07-28,592.121
2005-07-29,594.399
2005-08-01,599.184
2005-08-02,607.472
2005-08-03,609.566
2005-08-04,610.543
2005-08-05,607.751
2005-08-08,609.582
2005-08-09,610.783
2005-08-10,616.039
2005-08-11,618.544
2005-08-12,616.142
2005-08-15,615.406
2005-08-16,611.922
2005-08-17,608.455
2005-08-18,600.291
2005-08-19,596.079
2005-08-22,603.937
2005-08-23,601.495
2005-08-24,596.221
2005-08-25,597.588
2005-08-26,596.99
2005-08-29,593.371
2005-08-30,595.693
2005-08-31,602.373
2005-09-01,614.441
2005-09-02,620.809
2005-09-05,620.511
2005-09-06,622.422
2005-09-07,624.324
2005-09-08,624.32
2005-09-09,628.705
2005-09-12,631.697
2005-09-13,629.247
2005-09-14,630.957
2005-09-15,634.852
2005-09-16,638.102
2005-09-19,641.252
2005-09-20,644.314
2005-09-21,647.989
2005-09-22,642.579
2005-09-23,637.642
2005-09-26,642.052
2005-09-27,645.539
2005-09-28,649.228
2005-09-29,654.699
2005-09-30,659.604
2005-10-03,660.448
2005-10-04,660.555
2005-10-05,647.413
2005-10-06,630.429
2005-10-07,630.698
2005-10-10,634.832
2005-10-11,639.545
2005-10-12,630.766
2005-10-13,616.774
2005-10-14,612.547
2005-10-17,616.766
2005-10-18,611.552
2005-10-19,598.43
2005-10-20,599.156
2005-10-21,601.38
2005-10-24,606.213
2005-10-25,606.639
2005-10-26,608.579
2005-10-27,600.231
2005-10-28,598.066
2005-10-31,610.216
2005-11-01,619.128
2005-11-02,626.419
2005-11-03,630.539
2005-11-04,627.036
2005-11-07,626.797
2005-11-08,624.99
