Date,EM (EMERGING MARKETS) LARGE VALUE Large Cap
2001-07-23,248.85
2001-07-24,246.779
2001-07-25,245.319
2001-07-26,248.399
2001-07-27,249.515
2001-07-30,249.999
2001-07-31,250.115
2001-08-01,251.326
2001-08-02,254.259
2001-08-03,253.643
2001-08-06,252.054
2001-08-07,250.094
2001-08-08,249.986
2001-08-09,248.237
2001-08-10,249.316
2001-08-13,249.912
2001-08-14,252.094
2001-08-15,252.777
2001-08-16,253.358
2001-08-17,249.609
2001-08-20,247.568
2001-08-21,247.755
2001-08-22,249.826
2001-08-23,249.275
2001-08-24,248.985
2001-08-27,251.144
2001-08-28,250.5
2001-08-29,251.837
2001-08-30,251.361
2001-08-31,250.371
2001-09-03,247.032
2001-09-04,247.982
2001-09-05,246.971
2001-09-06,244.632
2001-09-07,242.864
2001-09-10,240.826
2001-09-11,232.24
2001-09-12,225.66
2001-09-13,222.468
2001-09-14,217.441
2001-09-17,214.919
2001-09-18,215.813
2001-09-19,217.217
2001-09-20,210.7
2001-09-21,203.758
2001-09-24,207.028
2001-09-25,207.234
2001-09-26,208.171
2001-09-27,208.585
2001-09-28,213.883
2001-10-01,213.285
2001-10-02,211.676
2001-10-03,209.453
2001-10-04,214.017
2001-10-05,214.355
2001-10-08,212.896
2001-10-09,215.812
2001-10-10,217.351
2001-10-11,223.02
2001-10-12,220.602
2001-10-15,219.973
2001-10-16,221.614
2001-10-17,223.188
2001-10-18,220.437
2001-10-19,220.71
2001-10-22,222.39
2001-10-23,224.619
2001-10-24,226.425
2001-10-25,226.382
2001-10-26,227.648
2001-10-29,226.133
2001-10-30,222.415
2001-10-31,223.929
2001-11-01,224.582
2001-11-02,226.12
2001-11-05,230.682
2001-11-06,230.77
2001-11-07,230.826
2001-11-08,233.238
2001-11-09,233.476
2001-11-12,233.95
2001-11-13,237.15
2001-11-14,240.91
2001-11-15,243.789
2001-11-16,242.983
2001-11-19,247.687
2001-11-20,246.018
2001-11-21,247.008
2001-11-22,248.06
2001-11-23,251.855
2001-11-26,255.907
2001-11-27,253.832
2001-11-28,247.405
2001-11-29,245.325
2001-11-30,246.937
2001-12-03,250.505
2001-12-04,253.504
2001-12-05,258.788
2001-12-06,263.263
2001-12-07,265.489
2001-12-10,265.957
2001-12-11,262.985
2001-12-12,265.91
2001-12-13,261.787
2001-12-14,261.575
2001-12-17,262.036
2001-12-18,260.934
2001-12-19,258.99
2001-12-20,258.547
2001-12-21,257.374
2001-12-24,259.053
2001-12-25,260.967
2001-12-26,261.772
2001-12-27,263.786
2001-12-28,265.701
2001-12-31,267.29
2002-01-01,267.249
2002-01-02,271.114
2002-01-03,274.696
2002-01-04,277.657
2002-01-07,280.873
2002-01-08,279.618
2002-01-09,278.087
2002-01-10,274.305
2002-01-11,273.409
2002-01-14,271.521
2002-01-15,269.474
2002-01-16,267.142
2002-01-17,268.705
2002-01-18,268.639
2002-01-21,271.282
2002-01-22,270.535
2002-01-23,272.605
2002-01-24,273.237
2002-01-25,275.112
2002-01-28,276.42
2002-01-29,274.745
2002-01-30,271.258
2002-01-31,276.095
2002-02-01,276.108
2002-02-04,274.76
2002-02-05,274.979
2002-02-06,277.04
2002-02-07,274.937
2002-02-08,273.998
2002-02-11,274.545
2002-02-12,276.069
2002-02-13,278.609
2002-02-14,284.253
2002-02-15,284.294
2002-02-18,283.417
2002-02-19,281.254
2002-02-20,278.721
2002-02-21,278.596
2002-02-22,279.212
2002-02-25,279.995
2002-02-26,280.536
2002-02-27,285.032
2002-02-28,283.51
2002-03-01,287.288
2002-03-04,292.843
2002-03-05,293.031
2002-03-06,294.23
2002-03-07,293.083
2002-03-08,293.837
2002-03-11,294.148
2002-03-12,295.458
2002-03-13,295.014
2002-03-14,295.697
2002-03-15,296.769
2002-03-18,298.465
2002-03-19,298.16
2002-03-20,298.348
2002-03-21,298.509
2002-03-22,299.189
2002-03-25,296.927
2002-03-26,297.949
2002-03-27,300.686
2002-03-28,300.906
2002-03-29,300.043
2002-04-01,300.48
2002-04-02,304.029
2002-04-03,303.55
2002-04-04,303.853
2002-04-05,305.612
2002-04-08,304.147
2002-04-09,302.273
2002-04-10,302.146
2002-04-11,302.678
2002-04-12,304.074
2002-04-15,305.503
2002-04-16,307.612
2002-04-17,312.172
2002-04-18,311.723
2002-04-19,312.243
2002-04-22,312.602
2002-04-23,312.307
2002-04-24,312.222
2002-04-25,307.209
2002-04-26,308.468
2002-04-29,305.149
2002-04-30,305.612
2002-05-01,305.56
2002-05-02,305.617
2002-05-03,306.746
2002-05-06,302.539
2002-05-07,302.588
2002-05-08,305.696
2002-05-09,303.301
2002-05-10,301.897
2002-05-13,302.342
2002-05-14,303.75
2002-05-15,307.209
2002-05-16,308.357
2002-05-17,310.768
2002-05-20,307.916
2002-05-21,304.727
2002-05-22,306.419
2002-05-23,304.721
2002-05-24,306.808
2002-05-27,306.702
2002-05-28,304.966
2002-05-29,304.765
2002-05-30,304.425
2002-05-31,301.575
2002-06-03,304.167
2002-06-04,304.569
2002-06-05,302.574
2002-06-06,301.252
2002-06-07,299.392
2002-06-10,301.655
2002-06-11,300.589
2002-06-12,298.215
2002-06-13,297.755
2002-06-14,293.835
2002-06-17,293.067
2002-06-18,293.795
2002-06-19,287.53
2002-06-20,285.941
2002-06-21,284.34
2002-06-24,281.972
2002-06-25,282.241
2002-06-26,273.685
2002-06-27,277.422
2002-06-28,281.774
2002-07-01,280.839
2002-07-02,279.427
2002-07-03,279.436
2002-07-04,282.884
2002-07-05,286.316
2002-07-08,287.33
2002-07-09,289.535
2002-07-10,286.492
2002-07-11,281.464
2002-07-12,286.624
2002-07-15,283.35
2002-07-16,281.485
2002-07-17,283.12
2002-07-18,284.279
2002-07-19,280.578
2002-07-22,271.802
2002-07-23,270.039
2002-07-24,264.222
2002-07-25,264.716
2002-07-26,258.324
2002-07-29,259.355
2002-07-30,263.119
2002-07-31,259.489
2002-08-01,259.39
2002-08-02,259.382
2002-08-05,249.193
2002-08-06,249.115
2002-08-07,253.786
2002-08-08,257.523
2002-08-09,259.138
2002-08-12,258.635
2002-08-13,258.329
2002-08-14,260.342
2002-08-15,261.089
2002-08-16,262.283
2002-08-19,261.834
2002-08-20,263.686
2002-08-21,265.231
2002-08-22,266.304
2002-08-23,264.727
2002-08-26,263.974
2002-08-27,265.234
2002-08-28,262.555
2002-08-29,261.174
2002-08-30,263.953
2002-09-02,264.057
2002-09-03,259.768
2002-09-04,257.506
2002-09-05,256.362
2002-09-06,255.507
2002-09-09,256.379
2002-09-10,260.815
2002-09-11,263.578
2002-09-12,263.203
2002-09-13,258.575
2002-09-16,252.782
2002-09-17,256.588
2002-09-18,251.081
2002-09-19,249.835
2002-09-20,249.334
2002-09-23,243.629
2002-09-24,241.493
2002-09-25,239.405
2002-09-26,242.176
2002-09-27,241.028
2002-09-30,237.117
2002-10-01,239.977
2002-10-02,240.813
2002-10-03,240.736
2002-10-04,240.308
2002-10-07,233.915
2002-10-08,234.481
2002-10-09,231.425
2002-10-10,227.45
2002-10-11,229.146
2002-10-14,231.716
2002-10-15,236.707
2002-10-16,237.961
2002-10-17,242.16
2002-10-18,245.333
2002-10-21,243.926
2002-10-22,242.694
2002-10-23,247.336
2002-10-24,246.565
2002-10-25,245.96
2002-10-28,248.466
2002-10-29,245.283
2002-10-30,245.307
2002-10-31,248.827
2002-11-01,248.24
2002-11-04,251.755
2002-11-05,250.016
2002-11-06,253.719
2002-11-07,255.113
2002-11-08,256.218
2002-11-11,253.438
2002-11-12,252.809
2002-11-13,251.599
2002-11-14,252.861
2002-11-15,256.47
2002-11-18,258.522
2002-11-19,256.824
2002-11-20,255.851
2002-11-21,259.014
2002-11-22,259.913
2002-11-25,260.597
2002-11-26,258.369
2002-11-27,259.806
2002-11-28,261.707
2002-11-29,264.657
2002-12-02,266.058
2002-12-03,265.22
2002-12-04,261.748
2002-12-05,261.906
2002-12-06,260.451
2002-12-09,261.141
2002-12-10,259.595
2002-12-11,259.187
2002-12-12,261.616
2002-12-13,262.116
2002-12-16,261.753
2002-12-17,265.482
2002-12-18,265.221
2002-12-19,266.219
2002-12-20,268.835
2002-12-23,266.276
2002-12-24,263.728
2002-12-25,263.22
2002-12-26,263.948
2002-12-27,262.41
2002-12-30,260.085
2002-12-31,260.274
2003-01-01,260.455
2003-01-02,262.248
2003-01-03,266.391
2003-01-06,269.102
2003-01-07,267.064
2003-01-08,267.888
2003-01-09,267.722
2003-01-10,269.06
2003-01-13,272.25
2003-01-14,273.423
2003-01-15,273.884
2003-01-16,271.447
2003-01-17,267.689
2003-01-20,267.217
2003-01-21,264.494
2003-01-22,262.657
2003-01-23,264.167
2003-01-24,260.21
2003-01-27,255.47
2003-01-28,256.495
2003-01-29,255.648
2003-01-30,256.658
2003-01-31,257.588
2003-02-03,259.109
2003-02-04,258.842
2003-02-05,258.919
2003-02-06,256.554
2003-02-07,254.285
2003-02-10,252.949
2003-02-11,254.081
2003-02-12,255.147
2003-02-13,250.003
2003-02-14,249.467
2003-02-17,255.351
2003-02-18,256.021
2003-02-19,253.712
2003-02-20,253.394
2003-02-21,255.031
2003-02-24,256.064
2003-02-25,251.873
2003-02-26,251.273
2003-02-27,251.183
2003-02-28,250.612
2003-03-03,254.181
2003-03-04,251.262
2003-03-05,248.601
2003-03-06,246.375
2003-03-07,244.361
2003-03-10,241.984
2003-03-11,239.637
2003-03-12,238.354
2003-03-13,240.896
2003-03-14,243.477
2003-03-17,238.753
2003-03-18,244.328
2003-03-19,244.742
2003-03-20,248.78
2003-03-21,249.644
2003-03-24,247.162
2003-03-25,246.476
2003-03-26,246.876
2003-03-27,246.576
2003-03-28,246.333
2003-03-31,242.414
2003-04-01,243.808
2003-04-02,245.965
2003-04-03,247.263
2003-04-04,250.597
2003-04-07,255.845
2003-04-08,254.556
2003-04-09,252.942
2003-04-10,254.22
2003-04-11,255.642
2003-04-14,258.085
2003-04-15,261.755
2003-04-16,264.66
2003-04-17,264.969
2003-04-18,267.146
2003-04-21,267.8
2003-04-22,264.232
2003-04-23,264.025
2003-04-24,260.434
2003-04-25,257.408
2003-04-28,260.996
2003-04-29,265.915
2003-04-30,265.782
2003-05-01,265.791
2003-05-02,265.56
2003-05-05,267.655
2003-05-06,267.291
2003-05-07,270.025
2003-05-08,268.289
2003-05-09,270.175
2003-05-12,272.924
2003-05-13,273.132
2003-05-14,273.266
2003-05-15,272.413
2003-05-16,270.205
2003-05-19,268.667
2003-05-20,267.779
2003-05-21,268.576
2003-05-22,270.582
2003-05-23,274.302
2003-05-26,276.956
2003-05-27,275.464
2003-05-28,279.314
2003-05-29,281.239
2003-05-30,281.228
2003-06-02,284.538
2003-06-03,283.605
2003-06-04,285.796
2003-06-05,288.659
2003-06-06,290.964
2003-06-09,291.87
2003-06-10,291.128
2003-06-11,291.845
2003-06-12,294.625
2003-06-13,294.844
2003-06-16,296.259
2003-06-17,301.482
2003-06-18,299.932
2003-06-19,300.619
2003-06-20,300.698
2003-06-23,296.144
2003-06-24,293.775
2003-06-25,296.299
2003-06-26,296.315
2003-06-27,297.107
2003-06-30,296.648
2003-07-01,299.535
2003-07-02,303.758
2003-07-03,305.12
2003-07-04,305.636
2003-07-07,310.432
2003-07-08,311.641
2003-07-09,309.995
2003-07-10,307.376
2003-07-11,306.729
2003-07-14,312.886
2003-07-15,311.764
2003-07-16,309.555
2003-07-17,305.516
2003-07-18,304.229
2003-07-21,303.586
2003-07-22,305.047
2003-07-23,304.453
2003-07-24,308.559
2003-07-25,312.477
2003-07-28,315.407
2003-07-29,314.62
2003-07-30,310.983
2003-07-31,312.837
2003-08-01,313.097
2003-08-04,312.093
2003-08-05,310.723
2003-08-06,307.929
2003-08-07,310.184
2003-08-08,311.005
2003-08-11,313.448
2003-08-12,314.216
2003-08-13,318.482
2003-08-14,321.552
2003-08-15,322.534
2003-08-18,325.256
2003-08-19,326.174
2003-08-20,326.292
2003-08-21,331.089
2003-08-22,332.933
2003-08-25,331.858
2003-08-26,328.844
2003-08-27,330.154
2003-08-28,330.583
2003-08-29,334.558
2003-09-01,337.763
2003-09-02,337.389
2003-09-03,341.288
2003-09-04,342.411
2003-09-05,342.838
2003-09-08,343.562
2003-09-09,341.014
2003-09-10,339.741
2003-09-11,339.726
2003-09-12,340.368
2003-09-15,338.757
2003-09-16,340.582
2003-09-17,339.824
2003-09-18,339.297
2003-09-19,338.447
2003-09-22,336.163
2003-09-23,337.596
2003-09-24,339.951
2003-09-25,336.197
2003-09-26,333.591
2003-09-29,334.414
2003-09-30,334.05
2003-10-01,338.567
2003-10-02,343.745
2003-10-03,347.915
2003-10-06,350.765
2003-10-07,351.618
2003-10-08,355.132
2003-10-09,359.606
2003-10-10,361.804
2003-10-13,365.778
2003-10-14,364.451
2003-10-15,363.123
2003-10-16,366.031
2003-10-17,366.457
2003-10-20,367.866
2003-10-21,365.412
2003-10-22,363.25
2003-10-23,356.388
2003-10-24,356.873
2003-10-27,356.715
2003-10-28,362.45
2003-10-29,363.34
2003-10-30,363.643
2003-10-31,362.884
2003-11-03,368.148
2003-11-04,370.218
2003-11-05,370.005
2003-11-06,367.123
2003-11-07,368.381
2003-11-10,366.176
2003-11-11,362.49
2003-11-12,365.025
2003-11-13,370.57
2003-11-14,371.834
2003-11-17,364.394
2003-11-18,364.169
2003-11-19,358.599
2003-11-20,356.472
2003-11-21,359.273
2003-11-24,357.981
2003-11-25,362.147
2003-11-26,365.948
2003-11-27,366.303
2003-11-28,370.047
2003-12-01,377.094
2003-12-02,378.167
2003-12-03,378.349
2003-12-04,375.839
2003-12-05,374.845
2003-12-08,374.892
2003-12-09,379.022
2003-12-10,378.689
2003-12-11,381.67
2003-12-12,382.724
2003-12-15,385.397
2003-12-16,382.826
2003-12-17,379.642
2003-12-18,384.467
2003-12-19,386.522
2003-12-22,388.859
2003-12-23,388.785
2003-12-24,390.839
2003-12-25,390.887
2003-12-26,391.553
2003-12-29,394.545
2003-12-30,399.759
2003-12-31,400.683
2004-01-01,401.135
2004-01-02,409.366
2004-01-05,419.775
2004-01-06,418.402
2004-01-07,415.868
2004-01-08,416.78
2004-01-09,421.173
2004-01-12,420.405
2004-01-13,421.023
2004-01-14,419.618
2004-01-15,415.164
2004-01-16,415.964
2004-01-19,419.954
2004-01-20,424.413
2004-01-21,422.514
2004-01-22,422.474
2004-01-23,423.45
2004-01-26,425.483
2004-01-27,426.06
2004-01-28,425.226
2004-01-29,416.529
2004-01-30,413.932
2004-02-02,413.454
2004-02-03,414.027
2004-02-04,412.659
2004-02-05,410.723
2004-02-06,417.479
2004-02-09,424.307
2004-02-10,425.754
2004-02-11,428.732
2004-02-12,433.59
2004-02-13,436.448
2004-02-16,436.726
2004-02-17,440.587
2004-02-18,439.955
2004-02-19,436.017
2004-02-20,432.496
2004-02-23,431.21
2004-02-24,428.527
2004-02-25,429.087
2004-02-26,430.216
2004-02-27,435.62
2004-03-01,442.41
2004-03-02,445.95
2004-03-03,441.835
2004-03-04,444.416
2004-03-05,446.459
2004-03-08,445.252
2004-03-09,445.45
2004-03-10,436.189
2004-03-11,430.013
2004-03-12,428.287
2004-03-15,425.832
2004-03-16,427.13
2004-03-17,432.723
2004-03-18,437.07
2004-03-19,438.58
2004-03-22,431.535
2004-03-23,429.839
2004-03-24,428.722
2004-03-25,426.482
2004-03-26,429.639
2004-03-29,435.827
2004-03-30,440.201
2004-03-31,446.143
2004-04-01,449.032
2004-04-02,451.487
2004-04-05,454.373
2004-04-06,455.585
2004-04-07,458.023
2004-04-08,460.015
2004-04-09,458.205
2004-04-12,461.8
2004-04-13,459.257
2004-04-14,452.505
2004-04-15,449.703
2004-04-16,448.291
2004-04-19,447.247
2004-04-20,446.61
2004-04-21,440.971
2004-04-22,436.613
2004-04-23,441.458
2004-04-26,437.684
2004-04-27,435.034
2004-04-28,428.873
2004-04-29,416.359
2004-04-30,408.589
2004-05-03,408.634
2004-05-04,416.149
2004-05-05,415.534
2004-05-06,408.596
2004-05-07,403.552
2004-05-10,384.903
2004-05-11,386.887
2004-05-12,392.283
2004-05-13,388.478
2004-05-14,380.439
2004-05-17,368.101
2004-05-18,374.21
2004-05-19,390.001
2004-05-20,384.452
2004-05-21,388.673
2004-05-24,391.658
2004-05-25,390.552
2004-05-26,393.904
2004-05-27,400.592
2004-05-28,401.11
2004-05-31,399.164
2004-06-01,399.222
2004-06-02,399.319
2004-06-03,391.433
2004-06-04,392.757
2004-06-07,405.079
2004-06-08,404.987
2004-06-09,401.484
2004-06-10,398.363
2004-06-11,392.261
2004-06-14,386.251
2004-06-15,389.24
2004-06-16,389.378
2004-06-17,393.829
2004-06-18,391.72
2004-06-21,394.016
2004-06-22,391.839
2004-06-23,394.741
2004-06-24,401.647
2004-06-25,404.374
2004-06-28,401.898
2004-06-29,401.158
2004-06-30,404.799
2004-07-01,406.834
2004-07-02,404.468
2004-07-05,403.863
2004-07-06,403.875
2004-07-07,406.785
2004-07-08,402.325
2004-07-09,404.429
2004-07-12,406.403
2004-07-13,406.96
2004-07-14,403.407
2004-07-15,403.136
2004-07-16,406.93
2004-07-19,409.31
2004-07-20,406.088
2004-07-21,406.956
2004-07-22,402.521
2004-07-23,400.514
2004-07-26,397.443
2004-07-27,399.062
2004-07-28,399.007
2004-07-29,398.979
2004-07-30,402.14
2004-08-02,400.982
2004-08-03,401.479
2004-08-04,401.464
2004-08-05,403.689
2004-08-06,400.444
2004-08-09,402.539
2004-08-10,403.236
2004-08-11,399.074
2004-08-12,399.702
2004-08-13,400.588
2004-08-16,401.974
2004-08-17,403.36
2004-08-18,405.064
2004-08-19,410.377
2004-08-20,411.821
2004-08-23,411.035
2004-08-24,410.593
2004-08-25,412.627
2004-08-26,415.481
2004-08-27,416.228
2004-08-30,416.739
2004-08-31,417.464
2004-09-01,420.497
2004-09-02,422.973
2004-09-03,421.449
2004-09-06,424.3
2004-09-07,424.187
2004-09-08,424.647
2004-09-09,425.694
2004-09-10,429.655
2004-09-13,432.686
2004-09-14,435.239
2004-09-15,434.457
2004-09-16,438.641
2004-09-17,439.945
2004-09-20,442.656
2004-09-21,444.65
2004-09-22,441.084
2004-09-23,441.619
2004-09-24,440.815
2004-09-27,438.94
2004-09-28,439.661
2004-09-29,440.448
2004-09-30,442.329
2004-10-01,449.749
2004-10-04,458.708
2004-10-05,458.842
2004-10-06,459.453
2004-10-07,462.025
2004-10-08,462.917
2004-10-11,462.281
2004-10-12,454.527
2004-10-13,449.707
2004-10-14,446.488
2004-10-15,448.327
2004-10-18,450.292
2004-10-19,451.434
2004-10-20,445.437
2004-10-21,448.239
2004-10-22,450.297
2004-10-25,446.171
2004-10-26,447.756
2004-10-27,451.263
2004-10-28,453.449
2004-10-29,454.165
2004-11-01,455.209
2004-11-02,458.391
2004-11-03,463.609
2004-11-04,464.638
2004-11-05,469.243
2004-11-08,467.826
2004-11-09,469.014
2004-11-10,470.897
2004-11-11,472.39
2004-11-12,477.784
2004-11-15,481.126
2004-11-16,477.806
2004-11-17,484.054
2004-11-18,483.95
2004-11-19,480.09
2004-11-22,476.773
2004-11-23,480.244
2004-11-24,483.916
2004-11-25,486.268
2004-11-26,487.185
2004-11-29,490.918
2004-11-30,493.968
2004-12-01,496.311
2004-12-02,499.301
2004-12-03,498.98
2004-12-06,499.529
2004-12-07,495.897
2004-12-08,487.105
2004-12-09,483.306
2004-12-10,480.647
2004-12-13,484.095
2004-12-14,488.449
2004-12-15,494.331
2004-12-16,495.209
2004-12-17,494.778
2004-12-20,498.945
2004-12-21,503.124
2004-12-22,503.692
2004-12-23,506.999
2004-12-24,508.296
2004-12-27,509.607
2004-12-28,511.268
2004-12-29,511.34
2004-12-30,513.87
2004-12-31,517.112
2005-01-03,516.13
2005-01-04,506.939
2005-01-05,499.561
2005-01-06,493.9
2005-01-07,493.567
2005-01-10,496.204
2005-01-11,497.986
2005-01-12,498.79
2005-01-13,501.182
2005-01-14,502.381
2005-01-17,504.35
2005-01-18,501.637
2005-01-19,503.096
2005-01-20,499.364
2005-01-21,499.916
2005-01-24,502.038
2005-01-25,502.853
2005-01-26,506.988
2005-01-27,508.534
2005-01-28,510.113
2005-01-31,516.096
2005-02-01,516.794
2005-02-02,519.192
2005-02-03,522.793
2005-02-04,526.574
2005-02-07,527.679
2005-02-08,525.918
2005-02-09,529.408
2005-02-10,529.318
2005-02-11,531.172
2005-02-14,536.493
2005-02-15,538.034
2005-02-16,538.795
2005-02-17,540.935
2005-02-18,542.613
2005-02-21,543.399
2005-02-22,548.36
2005-02-23,548.907
2005-02-24,554.892
2005-02-25,561.143
2005-02-28,568.161
2005-03-01,565.244
2005-03-02,559.317
2005-03-03,560.836
2005-03-04,565.801
2005-03-07,568.735
2005-03-08,568.799
2005-03-09,567.972
2005-03-10,562.237
2005-03-11,563.89
2005-03-14,557.056
2005-03-15,546.841
2005-03-16,546.105
2005-03-17,545.135
2005-03-18,546.094
2005-03-21,542.383
2005-03-22,539.582
2005-03-23,530.411
2005-03-24,528.262
2005-03-25,530.408
2005-03-28,527.122
2005-03-29,521.707
2005-03-30,522.955
2005-03-31,530.422
2005-04-01,539.352
2005-04-04,535.556
2005-04-05,536.828
2005-04-06,540.006
2005-04-07,541.265
2005-04-08,539.933
2005-04-11,538.826
2005-04-12,537.654
2005-04-13,539.459
2005-04-14,528.971
2005-04-15,521.673
2005-04-18,512.39
2005-04-19,519.19
2005-04-20,520.379
2005-04-21,522.332
2005-04-22,524.043
2005-04-25,527.736
2005-04-26,530.32
2005-04-27,525.448
2005-04-28,518.942
2005-04-29,519.897
2005-05-02,521.875
2005-05-03,522.637
2005-05-04,530.768
2005-05-05,535.937
2005-05-06,537.405
2005-05-09,537.155
2005-05-10,534.164
2005-05-11,531.35
2005-05-12,526.977
2005-05-13,522.978
2005-05-16,522.028
2005-05-17,521.47
2005-05-18,525.77
2005-05-19,529.998
2005-05-20,528.095
2005-05-23,527.666
2005-05-24,529.736
2005-05-25,529.687
2005-05-26,530.837
2005-05-27,536.207
2005-05-30,538.267
2005-05-31,534.24
2005-06-01,532.235
2005-06-02,536.847
2005-06-03,540.772
2005-06-06,541.42
2005-06-07,540.133
2005-06-08,541.422
2005-06-09,539.847
2005-06-10,543.235
2005-06-13,543.762
2005-06-14,545.859
2005-06-15,550.864
2005-06-16,553.859
2005-06-17,559.379
2005-06-20,560.357
2005-06-21,559.361
2005-06-22,564.415
2005-06-23,562.511
2005-06-24,559.784
2005-06-27,559.452
2005-06-28,560.33
2005-06-29,558.345
2005-06-30,558.249
2005-07-01,560.886
2005-07-04,559.238
2005-07-05,557.244
2005-07-06,559.876
2005-07-07,555.997
2005-07-08,557.878
2005-07-11,566.381
2005-07-12,574.965
2005-07-13,575.521
2005-07-14,579.413
2005-07-15,574.107
2005-07-18,574.85
2005-07-19,576.622
2005-07-20,579.828
2005-07-21,583.859
2005-07-22,587.617
2005-07-25,588.513
2005-07-26,584.854
2005-07-27,589.569
2005-07-28,596.052
2005-07-29,598.344
2005-08-01,603.16
2005-08-02,611.474
2005-08-03,613.549
2005-08-04,614.499
2005-08-05,611.689
2005-08-08,613.523
2005-08-09,614.732
2005-08-10,620.006
2005-08-11,622.429
2005-08-12,620.013
2005-08-15,619.272
2005-08-16,615.766
2005-08-17,612.277
2005-08-18,604.047
2005-08-19,599.808
2005-08-22,607.713
2005-08-23,605.251
2005-08-24,599.943
2005-08-25,601.289
2005-08-26,600.687
2005-08-29,597.046
2005-08-30,599.366
2005-08-31,606.087
2005-09-01,618.231
2005-09-02,624.635
2005-09-05,624.336
2005-09-06,626.251
2005-09-07,628.165
2005-09-08,628.161
2005-09-09,632.573
2005-09-12,635.583
2005-09-13,633.118
2005-09-14,634.839
2005-09-15,638.758
2005-09-16,642.027
2005-09-19,645.197
2005-09-20,648.274
2005-09-21,651.973
2005-09-22,646.529
2005-09-23,641.561
2005-09-26,645.999
2005-09-27,649.508
2005-09-28,653.219
2005-09-29,658.634
2005-09-30,663.569
2005-10-03,664.418
2005-10-04,664.525
2005-10-05,651.303
2005-10-06,634.217
2005-10-07,634.482
2005-10-10,638.64
2005-10-11,643.382
2005-10-12,634.55
2005-10-13,620.474
2005-10-14,616.222
2005-10-17,620.466
2005-10-18,615.221
2005-10-19,602.02
2005-10-20,602.75
2005-10-21,604.988
2005-10-24,609.849
2005-10-25,610.278
2005-10-26,612.23
2005-10-27,603.832
2005-10-28,601.654
2005-10-31,613.877
2005-11-01,622.84
2005-11-02,630.175
2005-11-03,634.319
2005-11-04,630.795
2005-11-07,630.554
2005-11-08,628.733
