Date,JAPAN VALUE Standard (Large+Mid Cap)
1983-11-30,586.918
1983-12-30,631.797
1984-01-31,656.431
1984-02-29,652.206
1984-03-30,739.042
1984-04-30,723.306
1984-05-31,645.22
1984-06-29,642.232
1984-07-31,604.716
1984-08-31,652.906
1984-09-28,642.166
1984-10-31,653.934
1984-11-30,644.157
1984-12-31,673.232
1985-01-31,669.032
1985-02-28,676.855
1985-03-29,710.823
1985-04-30,701.456
1985-05-31,725.817
1985-06-28,756.789
1985-07-31,764.848
1985-08-30,802.551
1985-09-30,914.49
1985-10-31,946.746
1985-11-29,975.976
1985-12-31,1035.807
1986-01-31,1072.077
1986-02-28,1188.455
1986-03-31,1415.533
1986-04-30,1552.111
1986-05-30,1518.054
1986-06-30,1680.461
1986-07-31,1808.103
1986-08-29,2010.027
1986-09-30,2045.76
1986-10-31,1818.854
1986-11-28,1933.208
1986-12-31,2055.507
1987-01-30,2184.157
1987-02-27,2240.825
1987-03-31,2355.084
1987-04-30,2650.776
1987-05-29,2789.818
1987-06-30,2731.97
1987-07-31,2694.559
1987-08-31,2954.911
1987-09-30,3000.524
1987-10-30,2801.263
1987-11-30,2930.879
1987-12-31,3056.936
1988-01-29,3163.289
1988-02-29,3395.107
1988-03-31,3681.521
1988-04-29,3787.701
1988-05-31,3659.51
1988-06-30,3591.583
1988-07-29,3834.44
1988-08-31,3488.72
1988-09-30,3608.5
1988-10-31,3840.672
1988-11-30,4156.028
1988-12-30,4191.724
1989-01-31,4247.222
1989-02-28,4386.306
1989-03-31,4226.193
1989-04-28,4271.666
1989-05-31,4089.334
1989-06-30,3944.113
1989-07-31,4416.215
1989-08-31,4135.831
1989-09-29,4424.274
1989-10-31,4320.494
1989-11-30,4501.072
1989-12-29,4500.717
1990-01-31,4278.394
1990-02-28,3873.577
1990-03-30,3213.455
1990-04-30,3269.386
1990-05-31,3704.513
1990-06-29,3593.431
1990-07-31,3574.425
1990-08-31,3217.602
1990-09-28,2770.386
1990-10-31,3391.066
1990-11-30,2960.402
1990-12-31,3066.297
1991-01-31,3132.529
1991-02-28,3568.231
1991-03-29,3329.039
1991-04-30,3419.131
1991-05-31,3385.035
1991-06-28,3161.988
1991-07-31,3281.578
1991-08-30,3079.212
1991-09-30,3392.147
1991-10-31,3464.153
1991-11-29,3170.888
1991-12-31,3306.751
1992-01-31,3245.855
1992-02-28,3006.57
1992-03-31,2696.248
1992-04-30,2655.891
1992-05-29,2824.697
1992-06-30,2588.428
1992-07-31,2510.856
1992-08-31,2864.459
1992-09-30,2798.957
1992-10-30,2673.999
1992-11-30,2718.991
1992-12-31,2690.934
1993-01-29,2681.803
1993-02-26,2780.966
1993-03-31,3248.285
1993-04-30,3903.456
1993-05-31,3937.652
1993-06-30,3805.876
1993-07-30,4045.078
1993-08-31,4155.041
1993-09-30,3970.373
1993-10-29,3938.395
1993-11-30,3353.908
1993-12-31,3489.501
1994-01-31,4112.617
1994-02-28,4332.354
1994-03-31,4214.719
1994-04-29,4403.891
1994-05-31,4548.448
1994-06-30,4811.489
1994-07-29,4636.277
1994-08-31,4717.965
1994-09-30,4617.176
1994-10-31,4778.092
1994-11-30,4528.338
1994-12-30,4548.744
1995-01-31,4270.471
1995-02-28,4065.526
1995-03-31,4475.569
1995-04-28,4629.615
1995-05-31,4329.753
1995-06-30,4210.937
1995-07-31,4535.387
1995-08-31,4443.232
1995-09-29,4456.467
1995-10-31,4230.377
1995-11-30,4461.421
1995-12-29,4726.871
1996-01-31,4714.965
1996-02-29,4645.192
1996-03-29,4792.826
1996-04-30,5104.568
1996-05-31,4863.364
1996-06-28,4954.169
1996-07-31,4749.231
1996-08-30,4543.197
1996-09-30,4719.905
1996-10-31,4405.7
1996-11-29,4541.171
1996-12-31,4293.577
1997-01-31,3910.354
1997-02-28,3949.781
1997-03-31,3807.748
1997-04-30,3873.646
1997-05-30,4337.389
1997-06-30,4722.628
1997-07-31,4449.222
1997-08-29,4043.803
1997-09-30,3883.0
1997-10-31,3647.926
1997-11-28,3320.631
1997-12-31,3084.571
1998-01-30,3406.221
1998-02-27,3447.921
1998-03-31,3213.442
1998-04-30,3149.588
1998-05-29,2997.185
1998-06-30,3064.905
1998-07-31,2991.849
1998-08-31,2666.935
1998-09-30,2561.003
1998-10-30,3068.0
1998-11-30,3230.426
1998-12-31,3341.39
1999-01-29,3383.581
1999-02-26,3278.608
1999-03-31,3777.383
1999-04-30,3941.242
1999-05-31,3689.926
1999-06-30,4025.646
1999-07-30,4392.309
1999-08-31,4396.73
1999-09-30,4613.496
1999-10-29,4753.794
1999-11-30,4721.682
1999-12-31,4868.874
2000-01-31,4804.057
2000-02-29,4506.455
2000-03-31,5121.065
2000-04-28,4919.758
2000-05-31,4857.436
2000-06-30,5169.921
2000-07-31,4647.39
2000-08-31,4813.358
2000-09-29,4767.578
2000-10-31,4698.16
2000-11-30,4475.188
2000-12-29,4332.647
2001-01-31,4196.651
2001-02-28,4140.303
2001-03-30,3952.711
2001-04-30,4306.791
2001-05-31,4267.225
2001-06-29,4046.95
2001-07-31,3770.492
2001-08-31,3806.245
2001-09-28,3485.154
2001-10-31,3386.801
2001-11-30,3286.325
2001-12-31,3028.224
2002-01-31,2849.23
2002-02-28,2980.849
2002-03-29,3188.145
2002-04-30,3341.542
2002-05-31,3552.691
2002-06-28,3353.878
2002-07-31,3160.669
2002-08-30,3129.932
2002-09-30,3040.8
2002-10-31,2758.722
2002-11-29,2826.832
2002-12-31,2756.822
2003-01-31,2708.693
2003-02-28,2733.768
2003-03-31,2594.434
2003-04-30,2580.606
2003-05-30,2695.955
2003-06-30,2907.85
2003-07-31,3014.961
2003-08-29,3356.067
2003-09-30,3622.576
2003-10-31,3806.214
2003-11-28,3711.156
2003-12-31,4005.265
2004-01-30,4046.495
2004-02-27,4100.85
2004-03-31,4662.04
2004-04-30,4402.889
2004-05-31,4332.413
2004-06-30,4638.265
2004-07-30,4447.813
2004-08-31,4458.782
2004-09-30,4384.634
2004-10-29,4475.324
2004-11-30,4649.475
2004-12-31,4862.155
2005-01-31,4781.803
2005-02-28,4910.743
2005-03-31,4836.966
2005-04-29,4727.62
2005-05-31,4653.98
2005-06-30,4671.256
2005-07-29,4733.96
2005-08-31,5012.652
2005-09-30,5549.786
2005-10-31,5438.44
2005-11-30,5601.029
2005-12-30,5975.664
2006-01-31,6235.108
2006-02-28,6259.733
2006-03-31,6414.645
2006-04-28,6681.388
2006-05-31,6359.694
2006-06-30,6254.441
2006-07-31,6247.887
2006-08-31,6380.548
2006-09-29,6288.196
2006-10-31,6437.693
2006-11-30,6545.404
2006-12-29,6801.483
2007-01-31,6879.97
2007-02-28,7240.427
2007-03-30,7176.889
2007-04-30,6999.302
2007-05-31,7059.446
2007-06-29,7027.388
2007-07-31,6952.631
2007-08-31,6737.296
2007-09-28,6895.581
2007-10-31,6830.224
2007-11-30,6719.853
2007-12-31,6441.544
2008-01-31,6276.116
2008-02-29,6291.962
2008-03-31,6048.189
2008-04-30,6446.441
2008-05-30,6556.523
2008-06-30,6125.957
2008-07-31,5963.119
2008-08-29,5796.701
2008-09-30,5211.267
2008-10-31,4566.826
2008-11-28,4578.393
2008-12-31,4917.062
2009-01-30,4691.983
2009-02-27,4180.351
2009-03-31,4274.368
2009-04-30,4826.303
2009-05-29,5315.749
2009-06-30,5390.592
2009-07-31,5613.48
2009-08-31,5816.507
2009-09-30,5613.644
2009-10-30,5513.787
2009-11-30,5459.155
2009-12-31,5414.966
2010-01-29,5571.636
2010-02-26,5622.725
2010-03-31,5911.655
2010-04-30,5878.623
2010-05-31,5434.229
2010-06-30,5329.755
2010-07-30,5460.654
2010-08-31,5404.744
2010-09-30,5543.503
2010-10-29,5658.721
2010-11-30,5769.251
2010-12-31,6240.977
2011-01-31,6251.93
2011-02-28,6596.818
2011-03-31,5899.269
2011-04-29,5885.882
2011-05-31,5777.832
2011-06-30,5909.771
2011-07-29,6109.609
2011-08-31,5669.306
2011-09-30,5649.24
2011-10-31,5552.712
2011-11-30,5306.794
2011-12-30,5408.589
2012-01-31,5690.165
2012-02-29,5991.368
2012-03-30,6030.384
2012-04-30,5806.107
2012-05-31,5256.374
2012-06-29,5546.43
2012-07-31,5395.738
2012-08-31,5285.305
2012-09-28,5436.434
2012-10-31,5341.762
2012-11-30,5454.566
2012-12-31,5824.693
2013-01-31,6090.622
2013-02-28,6219.979
2013-03-29,6465.774
2013-04-30,6986.147
2013-05-31,6520.243
2013-06-28,6617.634
2013-07-31,6662.291
2013-08-30,6518.483
2013-09-30,7051.589
2013-10-31,6988.863
2013-11-29,7057.225
2013-12-31,7088.189
2014-01-31,6836.652
2014-02-28,6812.332
2014-03-31,6722.105
2014-04-30,6611.387
2014-05-30,6866.874
2014-06-30,7240.5
2014-07-31,7233.625
2014-08-29,7042.785
2014-09-30,6950.699
2014-10-31,6816.99
2014-11-28,6803.729
2014-12-31,6705.278
2015-01-30,6839.498
2015-02-27,7368.716
2015-03-31,7425.251
2015-04-30,7827.143
2015-05-29,7976.951
2015-06-30,7788.388
2015-07-31,7885.423
2015-08-31,7429.682
2015-09-30,6951.381
2015-10-30,7589.691
2015-11-30,7430.574
2015-12-31,7475.017
2016-01-29,6795.822
2016-02-29,6535.568
2016-03-31,6858.982
2016-04-29,7151.487
2016-05-31,7053.06
2016-06-30,6720.368
2016-07-29,7254.141
2016-08-31,7474.045
2016-09-30,7491.222
2016-10-31,7697.658
2016-11-30,7700.94
2016-12-30,7837.638
2017-01-31,8129.657
2017-02-28,8211.642
2017-03-31,8117.124
2017-04-28,8168.892
2017-05-31,8204.482
2017-06-30,8345.477
2017-07-31,8483.222
2017-08-31,8465.105
2017-09-29,8703.932
2017-10-31,9023.935
2017-11-30,9218.558
2017-12-29,9334.426
2018-01-31,9716.644
2018-02-28,9514.013
2018-03-30,9297.276
2018-04-30,9493.42
2018-05-31,9228.948
2018-06-29,9007.296
2018-07-31,9120.421
2018-08-31,9040.132
2018-09-28,9384.794
2018-10-31,8794.224
2018-11-30,8692.505
2018-12-31,8189.85
2019-01-31,8773.525
2019-02-28,8606.328
2019-03-29,8614.408
2019-04-30,8653.3
2019-05-31,8298.614
2019-06-28,8612.728
2019-07-31,8542.368
2019-08-30,8401.359
2019-09-30,8833.465
2019-10-31,9273.276
2019-11-29,9309.26
2019-12-31,9502.669
2020-01-31,9294.896
2020-02-28,8500.623
2020-03-31,7571.086
2020-04-30,7924.894
2020-05-29,8265.144
2020-06-30,8121.507
2020-07-31,7811.944
2020-08-31,8578.439
2020-09-30,8486.149
2020-10-30,8337.996
2020-11-30,9144.126
2020-12-31,9624.686
2021-01-29,9646.489
2021-02-26,10137.182
2021-03-31,10450.344
2021-04-30,10267.208
2021-05-31,10522.91
2021-06-30,10480.125
2021-07-30,10332.97
2021-08-31,10514.998
2021-09-30,10903.583
2021-10-29,10469.581
2021-11-30,10038.966
2021-12-31,10237.191
2022-01-31,10444.883
2022-02-28,10436.863
2022-03-31,10400.996
2022-04-29,9729.495
2022-05-31,9839.647
2022-06-30,9257.838
2022-07-29,9571.918
2022-08-31,9389.325
2022-09-30,8471.3
2022-10-31,8684.482
2022-11-30,9520.051
2022-12-30,9752.273
2023-01-31,10256.653
2023-02-28,9972.767
2023-03-31,10164.901
2023-04-28,10264.422
2023-05-31,10320.207
2023-06-30,10964.775
2023-07-31,11457.353
2023-08-31,11400.869
2023-09-29,11570.944
2023-10-31,10998.991
2023-11-30,11723.597
2023-12-29,12067.457
2024-01-31,12799.386
2024-02-29,13125.305
2024-03-29,13769.379
2024-04-30,13341.542
2024-05-31,13517.06
2024-06-28,13259.775
2024-07-31,14161.24
2024-08-30,14010.573
2024-09-30,13922.183
2024-10-31,13380.751
2024-11-29,13585.025
2024-12-31,13668.661
2025-01-31,13956.81
2025-02-28,14083.59
2025-03-31,14306.056
2025-04-30,14892.215
2025-05-30,15397.156
2025-06-30,15244.919
2025-07-31,15338.698
2025-08-29,16835.634
2025-09-30,17318.152
2025-10-31,17306.823
2025-11-28,17672.519
