Date,JAPAN VALUE Standard (Large+Mid Cap)
2002-08-16,2967.151
2002-08-19,2897.187
2002-08-20,2877.479
2002-08-21,2895.7
2002-08-22,2910.026
2002-08-23,2919.11
2002-08-26,2976.921
2002-08-27,2960.244
2002-08-28,2926.433
2002-08-29,2882.379
2002-08-30,2881.039
2002-09-02,2854.51
2002-09-03,2789.327
2002-09-04,2715.654
2002-09-05,2764.663
2002-09-06,2734.657
2002-09-09,2772.616
2002-09-10,2768.018
2002-09-11,2758.942
2002-09-12,2770.713
2002-09-13,2729.0
2002-09-16,2703.197
2002-09-17,2759.95
2002-09-18,2782.088
2002-09-19,2870.577
2002-09-20,2759.354
2002-09-23,2747.873
2002-09-24,2715.872
2002-09-25,2696.565
2002-09-26,2751.641
2002-09-27,2808.948
2002-09-30,2796.471
2002-10-01,2719.716
2002-10-02,2678.271
2002-10-03,2636.891
2002-10-04,2637.623
2002-10-07,2513.234
2002-10-08,2514.465
2002-10-09,2480.241
2002-10-10,2471.586
2002-10-11,2491.047
2002-10-14,2489.442
2002-10-15,2554.189
2002-10-16,2570.947
2002-10-17,2568.594
2002-10-18,2574.789
2002-10-21,2570.845
2002-10-22,2487.86
2002-10-23,2510.045
2002-10-24,2492.476
2002-10-25,2524.433
2002-10-28,2521.841
2002-10-29,2534.83
2002-10-30,2546.126
2002-10-31,2536.922
2002-11-01,2552.462
2002-11-04,2547.878
2002-11-05,2608.518
2002-11-06,2602.493
2002-11-07,2614.446
2002-11-08,2592.693
2002-11-11,2527.02
2002-11-12,2518.941
2002-11-13,2495.876
2002-11-14,2446.973
2002-11-15,2485.988
2002-11-18,2427.876
2002-11-19,2400.536
2002-11-20,2421.771
2002-11-21,2473.512
2002-11-22,2485.827
2002-11-25,2528.128
2002-11-26,2519.546
2002-11-27,2536.95
2002-11-28,2587.974
2002-11-29,2598.978
2002-12-02,2551.392
2002-12-03,2541.588
2002-12-04,2476.79
2002-12-05,2440.827
2002-12-06,2458.016
2002-12-09,2445.467
2002-12-10,2455.298
2002-12-11,2443.191
2002-12-12,2446.775
2002-12-13,2444.074
2002-12-16,2417.258
2002-12-17,2443.112
2002-12-18,2383.61
2002-12-19,2416.727
2002-12-20,2426.18
2002-12-23,2433.448
2002-12-24,2456.036
2002-12-25,2450.302
2002-12-26,2496.294
2002-12-27,2523.249
2002-12-30,2538.142
2002-12-31,2535.041
2003-01-01,2535.041
2003-01-02,2511.234
2003-01-03,2511.549
2003-01-06,2578.312
2003-01-07,2522.26
2003-01-08,2481.85
2003-01-09,2487.493
2003-01-10,2482.581
2003-01-13,2494.999
2003-01-14,2540.903
2003-01-15,2584.279
2003-01-16,2597.222
2003-01-17,2623.036
2003-01-20,2594.904
2003-01-21,2621.245
2003-01-22,2606.385
2003-01-23,2670.464
2003-01-24,2662.879
2003-01-27,2601.04
2003-01-28,2573.122
2003-01-29,2529.557
2003-01-30,2511.385
2003-01-31,2490.7
2003-02-03,2532.454
2003-02-04,2570.092
2003-02-05,2568.862
2003-02-06,2555.342
2003-02-07,2539.794
2003-02-10,2534.277
2003-02-11,2526.449
2003-02-12,2574.268
2003-02-13,2573.041
2003-02-14,2595.63
2003-02-17,2617.446
2003-02-18,2624.853
2003-02-19,2615.59
2003-02-20,2598.035
2003-02-21,2561.995
2003-02-24,2584.005
2003-02-25,2535.537
2003-02-26,2539.034
2003-02-27,2526.267
2003-02-28,2513.656
2003-03-03,2526.633
2003-03-04,2535.044
2003-03-05,2539.711
2003-03-06,2525.868
2003-03-07,2474.383
2003-03-10,2427.542
2003-03-11,2379.602
2003-03-12,2405.958
2003-03-13,2372.928
2003-03-14,2383.492
2003-03-17,2348.513
2003-03-18,2360.265
2003-03-19,2366.672
2003-03-20,2404.272
2003-03-21,2378.639
2003-03-24,2463.219
2003-03-25,2425.205
2003-03-26,2456.057
2003-03-27,2471.557
2003-03-28,2441.249
2003-03-31,2381.953
2003-04-01,2386.96
2003-04-02,2397.56
2003-04-03,2366.328
2003-04-04,2364.772
2003-04-07,2405.073
2003-04-08,2383.035
2003-04-09,2364.622
2003-04-10,2365.343
2003-04-11,2319.554
2003-04-14,2294.995
2003-04-15,2328.754
2003-04-16,2325.356
2003-04-17,2332.558
2003-04-18,2335.149
2003-04-21,2340.37
2003-04-22,2312.852
2003-04-23,2307.181
2003-04-24,2324.409
2003-04-25,2283.392
2003-04-28,2259.652
2003-04-29,2262.756
2003-04-30,2369.188
2003-05-01,2396.279
2003-05-02,2401.372
2003-05-05,2407.04
2003-05-06,2463.581
2003-05-07,2496.769
2003-05-08,2480.221
2003-05-09,2494.53
2003-05-12,2522.104
2003-05-13,2534.911
2003-05-14,2556.093
2003-05-15,2518.532
2003-05-16,2513.716
2003-05-19,2465.981
2003-05-20,2463.705
2003-05-21,2445.178
2003-05-22,2466.032
2003-05-23,2511.949
2003-05-26,2515.149
2003-05-27,2476.091
2003-05-28,2466.298
2003-05-29,2497.299
2003-05-30,2475.006
2003-06-02,2513.523
2003-06-03,2508.851
2003-06-04,2518.339
2003-06-05,2578.894
2003-06-06,2580.959
2003-06-09,2614.5
2003-06-10,2617.351
2003-06-11,2635.057
2003-06-12,2633.632
2003-06-13,2648.745
2003-06-16,2624.804
2003-06-17,2648.737
2003-06-18,2665.459
2003-06-19,2666.494
2003-06-20,2679.223
2003-06-23,2721.597
2003-06-24,2652.447
2003-06-25,2665.423
2003-06-26,2639.594
2003-06-27,2678.483
2003-06-30,2669.467
2003-07-01,2731.237
2003-07-02,2815.741
2003-07-03,2874.44
2003-07-04,2855.508
2003-07-07,2911.255
2003-07-08,2931.868
2003-07-09,2976.394
2003-07-10,2954.677
2003-07-11,2866.333
2003-07-14,2885.239
2003-07-15,2875.241
2003-07-16,2833.708
2003-07-17,2759.177
2003-07-18,2780.398
2003-07-21,2790.49
2003-07-22,2772.577
2003-07-23,2816.147
2003-07-24,2832.254
2003-07-25,2840.423
2003-07-28,2857.079
2003-07-29,2839.008
2003-07-30,2778.486
2003-07-31,2767.782
2003-08-01,2791.3
2003-08-04,2760.503
2003-08-05,2752.955
2003-08-06,2736.076
2003-08-07,2749.951
2003-08-08,2747.681
2003-08-11,2792.64
2003-08-12,2805.467
2003-08-13,2848.781
2003-08-14,2904.617
2003-08-15,2906.533
2003-08-18,2938.333
2003-08-19,2979.008
2003-08-20,3043.512
2003-08-21,3074.034
2003-08-22,3064.865
2003-08-25,3049.117
2003-08-26,3056.512
2003-08-27,3048.713
2003-08-28,3036.031
2003-08-29,3080.899
2003-09-01,3157.429
2003-09-02,3178.585
2003-09-03,3208.648
2003-09-04,3187.387
2003-09-05,3188.167
2003-09-08,3189.661
2003-09-09,3251.342
2003-09-10,3232.037
2003-09-11,3177.32
2003-09-12,3236.419
2003-09-15,3233.115
2003-09-16,3345.851
2003-09-17,3382.42
2003-09-18,3426.647
2003-09-19,3441.745
2003-09-22,3417.115
2003-09-23,3431.063
2003-09-24,3425.037
2003-09-25,3340.937
2003-09-26,3336.794
2003-09-29,3316.891
2003-09-30,3324.004
2003-10-01,3414.473
2003-10-02,3515.413
2003-10-03,3557.043
2003-10-06,3550.587
2003-10-07,3612.684
2003-10-08,3539.022
2003-10-09,3575.314
2003-10-10,3645.849
2003-10-13,3633.305
2003-10-14,3668.132
2003-10-15,3629.643
2003-10-16,3675.509
2003-10-17,3671.347
2003-10-20,3666.975
2003-10-21,3654.648
2003-10-22,3597.306
2003-10-23,3406.722
2003-10-24,3440.52
2003-10-27,3502.975
2003-10-28,3547.976
2003-10-29,3603.89
2003-10-30,3584.072
2003-10-31,3492.5
2003-11-03,3452.459
2003-11-04,3606.005
2003-11-05,3577.939
2003-11-06,3492.671
2003-11-07,3545.401
2003-11-10,3552.06
2003-11-11,3440.706
2003-11-12,3428.243
2003-11-13,3487.592
2003-11-14,3462.802
2003-11-17,3327.891
2003-11-18,3345.742
2003-11-19,3258.321
2003-11-20,3321.925
2003-11-21,3327.251
2003-11-24,3314.613
2003-11-25,3343.125
2003-11-26,3409.126
2003-11-27,3433.421
2003-11-28,3405.219
2003-12-01,3465.929
2003-12-02,3503.668
2003-12-03,3506.463
2003-12-04,3543.773
2003-12-05,3546.915
2003-12-08,3505.916
2003-12-09,3522.872
2003-12-10,3447.163
2003-12-11,3482.249
2003-12-12,3525.189
2003-12-15,3597.596
2003-12-16,3544.975
2003-12-17,3508.26
2003-12-18,3521.662
2003-12-19,3566.906
2003-12-22,3602.033
2003-12-23,3603.878
2003-12-24,3594.986
2003-12-25,3595.548
2003-12-26,3609.54
2003-12-29,3629.458
2003-12-30,3683.009
2003-12-31,3674.933
2004-01-01,3674.933
2004-01-02,3680.084
2004-01-05,3779.915
2004-01-06,3770.027
2004-01-07,3746.322
2004-01-08,3743.1
2004-01-09,3759.407
2004-01-12,3757.289
2004-01-13,3739.738
2004-01-14,3742.072
2004-01-15,3696.194
2004-01-16,3717.245
2004-01-19,3744.196
2004-01-20,3757.068
2004-01-21,3748.226
2004-01-22,3775.576
2004-01-23,3797.246
2004-01-26,3770.651
2004-01-27,3771.407
2004-01-28,3770.072
2004-01-29,3731.571
2004-01-30,3712.75
2004-02-02,3746.205
2004-02-03,3731.339
2004-02-04,3655.098
2004-02-05,3679.971
2004-02-06,3695.206
2004-02-09,3665.094
2004-02-10,3681.514
2004-02-11,3681.514
2004-02-12,3713.799
2004-02-13,3745.34
2004-02-16,3757.529
2004-02-17,3773.15
2004-02-18,3754.072
2004-02-19,3737.856
2004-02-20,3684.71
2004-02-23,3744.048
2004-02-24,3687.741
2004-02-25,3660.446
2004-02-26,3676.523
2004-02-27,3762.595
2004-03-01,3857.908
2004-03-02,3849.045
2004-03-03,3842.132
2004-03-04,3822.778
2004-03-05,3862.353
2004-03-08,3823.265
2004-03-09,3877.459
2004-03-10,3854.556
2004-03-11,3831.351
2004-03-12,3782.137
2004-03-15,3847.115
2004-03-16,3886.117
2004-03-17,3980.439
2004-03-18,4063.723
2004-03-19,4021.025
2004-03-22,3990.213
2004-03-23,4004.33
2004-03-24,4085.617
2004-03-25,4149.893
2004-03-26,4211.219
2004-03-29,4224.848
2004-03-30,4201.086
2004-03-31,4275.855
2004-04-01,4266.56
2004-04-02,4258.264
2004-04-05,4265.238
2004-04-06,4266.373
2004-04-07,4294.07
2004-04-08,4286.808
2004-04-09,4236.003
2004-04-12,4277.163
2004-04-13,4260.286
2004-04-14,4198.044
2004-04-15,4120.124
2004-04-16,4147.506
2004-04-19,4094.406
2004-04-20,4173.511
2004-04-21,4135.964
2004-04-22,4130.397
2004-04-23,4154.557
2004-04-26,4179.922
2004-04-27,4123.454
2004-04-28,4129.728
2004-04-29,4120.904
2004-04-30,4038.121
2004-05-03,4036.558
2004-05-04,4056.584
2004-05-05,4101.763
2004-05-06,3997.109
2004-05-07,3870.024
2004-05-10,3646.607
2004-05-11,3658.749
2004-05-12,3795.697
2004-05-13,3675.499
2004-05-14,3667.429
2004-05-17,3574.506
2004-05-18,3638.249
2004-05-19,3781.288
2004-05-20,3756.676
2004-05-21,3855.064
2004-05-24,3858.659
2004-05-25,3826.596
2004-05-26,3885.478
2004-05-27,3915.244
2004-05-28,3962.37
2004-05-31,3973.249
2004-06-01,3996.153
2004-06-02,3978.238
2004-06-03,3905.861
2004-06-04,3918.66
2004-06-07,4059.762
2004-06-08,4080.963
2004-06-09,4088.446
2004-06-10,4117.841
2004-06-11,4081.922
2004-06-14,4055.441
2004-06-15,4078.527
2004-06-16,4142.583
2004-06-17,4154.785
2004-06-18,4126.44
2004-06-21,4205.383
2004-06-22,4186.825
2004-06-23,4204.189
2004-06-24,4290.704
2004-06-25,4268.358
2004-06-28,4298.451
2004-06-29,4282.521
2004-06-30,4253.669
2004-07-01,4298.698
2004-07-02,4237.595
2004-07-05,4156.97
2004-07-06,4138.912
2004-07-07,4129.893
2004-07-08,4109.577
2004-07-09,4164.908
2004-07-12,4221.448
2004-07-13,4223.971
2004-07-14,4154.492
2004-07-15,4148.085
2004-07-16,4178.409
2004-07-19,4194.432
2004-07-20,4158.4
2004-07-21,4133.378
2004-07-22,4113.28
2004-07-23,4063.401
2004-07-26,4056.874
2004-07-27,3988.454
2004-07-28,4005.378
2004-07-29,3998.716
2004-07-30,4078.996
2004-08-02,4095.127
2004-08-03,4079.273
2004-08-04,4012.904
2004-08-05,4015.609
2004-08-06,4033.39
2004-08-09,4001.899
2004-08-10,3980.45
2004-08-11,4024.483
2004-08-12,4005.667
2004-08-13,3954.501
2004-08-16,3916.438
2004-08-17,3956.082
2004-08-18,3978.354
2004-08-19,4011.327
2004-08-20,4016.488
2004-08-23,4016.075
2004-08-24,4026.338
2004-08-25,4060.543
2004-08-26,4097.182
2004-08-27,4121.485
2004-08-30,4102.628
2004-08-31,4089.027
2004-09-01,4117.111
2004-09-02,4121.008
2004-09-03,4039.336
2004-09-06,4119.911
2004-09-07,4148.09
2004-09-08,4155.241
2004-09-09,4094.819
2004-09-10,4092.528
2004-09-13,4098.692
2004-09-14,4130.45
2004-09-15,4067.22
2004-09-16,4067.586
2004-09-17,4036.241
2004-09-20,4043.95
2004-09-21,4033.488
2004-09-22,4012.046
2004-09-23,4023.134
2004-09-24,3975.767
2004-09-27,3944.461
2004-09-28,3928.051
2004-09-29,3943.717
2004-09-30,4020.01
2004-10-01,4059.893
2004-10-04,4098.171
2004-10-05,4106.815
2004-10-06,4129.411
2004-10-07,4109.299
2004-10-08,4171.341
2004-10-11,4191.392
2004-10-12,4119.949
2004-10-13,4099.036
2004-10-14,4061.256
2004-10-15,4064.235
2004-10-18,4047.14
2004-10-19,4096.48
2004-10-20,4059.685
2004-10-21,4059.005
2004-10-22,4070.749
2004-10-25,4043.406
2004-10-26,4035.411
2004-10-27,4050.431
2004-10-28,4114.409
2004-10-29,4102.735
2004-11-01,4092.175
2004-11-02,4141.515
2004-11-03,4145.027
2004-11-04,4174.303
2004-11-05,4224.843
2004-11-08,4195.275
2004-11-09,4185.351
2004-11-10,4146.554
2004-11-11,4115.279
2004-11-12,4205.052
2004-11-15,4269.126
2004-11-16,4261.863
2004-11-17,4279.006
2004-11-18,4252.203
2004-11-19,4301.949
2004-11-22,4209.929
2004-11-23,4196.917
2004-11-24,4232.701
2004-11-25,4267.047
2004-11-26,4246.601
2004-11-29,4293.317
2004-11-30,4262.296
2004-12-01,4209.957
2004-12-02,4269.756
2004-12-03,4313.054
2004-12-06,4268.132
2004-12-07,4231.346
2004-12-08,4184.654
2004-12-09,4138.539
2004-12-10,4098.715
2004-12-13,4152.233
2004-12-14,4167.567
2004-12-15,4234.128
2004-12-16,4223.817
2004-12-17,4260.412
2004-12-20,4264.604
2004-12-21,4251.856
2004-12-22,4287.758
2004-12-23,4307.206
2004-12-24,4361.247
2004-12-27,4377.382
2004-12-28,4384.183
2004-12-29,4342.263
2004-12-30,4432.74
2004-12-31,4457.181
2005-01-03,4439.634
2005-01-04,4390.263
2005-01-05,4376.166
2005-01-06,4345.167
2005-01-07,4343.392
2005-01-10,4358.982
2005-01-11,4419.744
2005-01-12,4453.001
2005-01-13,4414.447
2005-01-14,4425.456
2005-01-17,4456.156
2005-01-18,4407.735
2005-01-19,4414.198
2005-01-20,4341.869
2005-01-21,4342.495
2005-01-24,4384.1
2005-01-25,4323.327
2005-01-26,4410.315
2005-01-27,4379.491
2005-01-28,4365.591
2005-01-31,4383.507
2005-02-01,4354.093
2005-02-02,4379.28
2005-02-03,4332.726
2005-02-04,4368.866
2005-02-07,4359.264
2005-02-08,4306.589
2005-02-09,4320.512
2005-02-10,4351.548
2005-02-11,4347.842
2005-02-14,4401.342
2005-02-15,4427.828
2005-02-16,4387.319
2005-02-17,4380.169
2005-02-18,4401.701
2005-02-21,4413.955
2005-02-22,4448.709
2005-02-23,4380.321
2005-02-24,4379.717
2005-02-25,4426.246
2005-02-28,4501.656
2005-03-01,4499.944
2005-03-02,4514.345
2005-03-03,4516.853
2005-03-04,4549.353
2005-03-07,4542.094
2005-03-08,4559.273
2005-03-09,4607.001
2005-03-10,4582.245
2005-03-11,4599.888
2005-03-14,4530.727
2005-03-15,4543.934
2005-03-16,4585.564
2005-03-17,4535.393
2005-03-18,4558.752
2005-03-21,4551.375
2005-03-22,4558.141
2005-03-23,4494.176
2005-03-24,4450.524
2005-03-25,4472.475
2005-03-28,4480.074
2005-03-29,4384.295
2005-03-30,4370.675
2005-03-31,4431.714
2005-04-01,4430.768
2005-04-04,4384.257
2005-04-05,4410.41
2005-04-06,4427.827
2005-04-07,4444.456
2005-04-08,4441.563
2005-04-11,4428.425
2005-04-12,4372.258
2005-04-13,4398.432
2005-04-14,4334.272
2005-04-15,4309.959
2005-04-18,4166.426
2005-04-19,4237.938
2005-04-20,4256.006
2005-04-21,4206.345
2005-04-22,4277.294
2005-04-25,4298.263
2005-04-26,4276.801
2005-04-27,4281.681
2005-04-28,4288.173
2005-04-29,4331.499
2005-05-02,4316.248
2005-05-03,4315.632
2005-05-04,4351.54
2005-05-05,4344.874
2005-05-06,4409.015
2005-05-09,4371.455
2005-05-10,4369.538
2005-05-11,4348.461
2005-05-12,4294.712
2005-05-13,4253.854
2005-05-16,4207.31
2005-05-17,4174.085
2005-05-18,4156.171
2005-05-19,4214.338
2005-05-20,4191.263
2005-05-23,4242.168
2005-05-24,4248.494
2005-05-25,4203.699
2005-05-26,4186.928
2005-05-27,4221.761
2005-05-30,4257.465
2005-05-31,4263.949
2005-06-01,4264.619
2005-06-02,4258.657
2005-06-03,4289.839
2005-06-06,4314.884
2005-06-07,4298.336
2005-06-08,4320.529
2005-06-09,4252.215
2005-06-10,4259.756
2005-06-13,4218.868
2005-06-14,4236.788
