Date,PORTUGAL MID GROWTH Mid Cap
2001-11-08,325.748
2001-11-09,321.504
2001-11-12,320.665
2001-11-13,322.205
2001-11-14,325.777
2001-11-15,320.888
2001-11-16,318.157
2001-11-19,321.868
2001-11-20,321.559
2001-11-21,315.112
2001-11-22,315.036
2001-11-23,315.838
2001-11-26,322.092
2001-11-27,324.234
2001-11-28,318.803
2001-11-29,315.429
2001-11-30,314.51
2001-12-03,306.244
2001-12-04,306.577
2001-12-05,317.017
2001-12-06,317.422
2001-12-07,316.368
2001-12-10,312.865
2001-12-11,316.505
2001-12-12,318.515
2001-12-13,315.812
2001-12-14,323.645
2001-12-17,321.801
2001-12-18,322.058
2001-12-19,317.114
2001-12-20,313.674
2001-12-21,316.296
2001-12-24,313.14
2001-12-25,313.14
2001-12-26,313.408
2001-12-27,320.761
2001-12-28,313.793
2001-12-31,316.853
2002-01-01,316.853
2002-01-02,324.12
2002-01-03,332.244
2002-01-04,329.107
2002-01-07,328.9
2002-01-08,329.514
2002-01-09,328.806
2002-01-10,322.812
2002-01-11,316.295
2002-01-14,312.987
2002-01-15,316.213
2002-01-16,324.62
2002-01-17,330.902
2002-01-18,331.05
2002-01-21,329.539
2002-01-22,328.778
2002-01-23,330.861
2002-01-24,329.263
2002-01-25,321.523
2002-01-28,325.969
2002-01-29,323.041
2002-01-30,317.724
2002-01-31,318.735
2002-02-01,326.194
2002-02-04,326.252
2002-02-05,325.111
2002-02-06,329.183
2002-02-07,317.953
2002-02-08,321.403
2002-02-11,320.969
2002-02-12,320.512
2002-02-13,312.104
2002-02-14,306.647
2002-02-15,304.327
2002-02-18,305.585
2002-02-19,299.757
2002-02-20,299.294
2002-02-21,299.122
2002-02-22,296.641
2002-02-25,290.607
2002-02-26,291.585
2002-02-27,293.519
2002-02-28,300.799
2002-03-01,302.504
2002-03-04,313.071
2002-03-05,312.779
2002-03-06,318.377
2002-03-07,323.76
2002-03-08,324.336
2002-03-11,325.596
2002-03-12,317.147
2002-03-13,322.998
2002-03-14,325.604
2002-03-15,327.788
2002-03-18,328.118
2002-03-19,325.407
2002-03-20,322.354
2002-03-21,319.224
2002-03-22,317.855
2002-03-25,313.312
2002-03-26,307.489
2002-03-27,309.538
2002-03-28,313.185
2002-03-29,313.185
2002-04-01,315.752
2002-04-02,314.929
2002-04-03,310.126
2002-04-04,309.98
2002-04-05,311.661
2002-04-08,308.454
2002-04-09,312.196
2002-04-10,314.096
2002-04-11,310.812
2002-04-12,307.921
2002-04-15,311.416
2002-04-16,317.271
2002-04-17,318.412
2002-04-18,317.949
2002-04-19,319.461
2002-04-22,322.539
2002-04-23,324.626
2002-04-24,321.433
2002-04-25,323.811
2002-04-26,320.594
2002-04-29,320.245
2002-04-30,316.94
2002-05-01,318.734
2002-05-02,310.166
2002-05-03,305.291
2002-05-06,299.377
2002-05-07,291.913
2002-05-08,304.526
2002-05-09,303.984
2002-05-10,300.296
2002-05-13,299.633
2002-05-14,304.608
2002-05-15,305.782
2002-05-16,311.679
2002-05-17,314.457
2002-05-20,311.462
2002-05-21,312.714
2002-05-22,326.341
2002-05-23,318.841
2002-05-24,319.687
2002-05-27,320.291
2002-05-28,328.057
2002-05-29,330.289
2002-05-30,332.256
2002-05-31,328.054
2002-06-03,330.216
2002-06-04,322.842
2002-06-05,319.54
2002-06-06,309.691
2002-06-07,300.396
2002-06-10,300.125
2002-06-11,302.964
2002-06-12,296.548
2002-06-13,288.665
2002-06-14,280.066
2002-06-17,288.403
2002-06-18,293.27
2002-06-19,299.814
2002-06-20,303.025
2002-06-21,307.555
2002-06-24,315.582
2002-06-25,315.782
2002-06-26,312.055
2002-06-27,316.65
2002-06-28,317.889
2002-07-01,308.458
2002-07-02,300.95
2002-07-03,285.205
2002-07-04,288.765
2002-07-05,298.842
2002-07-08,304.35
2002-07-09,308.513
2002-07-10,306.283
2002-07-11,300.176
2002-07-12,300.07
2002-07-15,298.042
2002-07-16,299.374
2002-07-17,302.508
2002-07-18,299.497
2002-07-19,287.741
2002-07-22,282.342
2002-07-23,278.206
2002-07-24,272.269
2002-07-25,278.151
2002-07-26,275.083
2002-07-29,277.73
2002-07-30,273.235
2002-07-31,273.642
2002-08-01,275.057
2002-08-02,268.302
2002-08-05,263.314
2002-08-06,259.164
2002-08-07,249.933
2002-08-08,262.527
2002-08-09,270.972
2002-08-12,268.969
2002-08-13,267.593
2002-08-14,265.669
2002-08-15,263.69
2002-08-16,265.76
2002-08-19,263.708
2002-08-20,264.836
2002-08-21,272.429
2002-08-22,286.293
2002-08-23,284.615
2002-08-26,280.251
2002-08-27,290.707
2002-08-28,288.913
2002-08-29,289.723
2002-08-30,290.944
2002-09-02,279.633
2002-09-03,284.011
2002-09-04,276.026
2002-09-05,276.378
2002-09-06,275.356
2002-09-09,271.768
2002-09-10,274.02
2002-09-11,275.603
2002-09-12,271.179
2002-09-13,264.315
2002-09-16,258.608
2002-09-17,246.506
2002-09-18,236.736
2002-09-19,234.481
2002-09-20,239.075
2002-09-23,230.733
2002-09-24,218.55
2002-09-25,222.613
2002-09-26,224.625
2002-09-27,216.074
2002-09-30,202.426
2002-10-01,204.328
2002-10-02,214.976
2002-10-03,217.865
2002-10-04,224.202
2002-10-07,223.363
2002-10-08,223.787
2002-10-09,234.091
2002-10-10,236.827
2002-10-11,253.404
2002-10-14,247.047
2002-10-15,254.338
2002-10-16,252.062
2002-10-17,247.783
2002-10-18,241.905
2002-10-21,236.693
2002-10-22,240.158
2002-10-23,236.861
2002-10-24,245.109
2002-10-25,249.433
2002-10-28,262.446
2002-10-29,251.957
2002-10-30,263.922
2002-10-31,271.947
2002-11-01,273.636
2002-11-04,273.713
2002-11-05,270.231
2002-11-06,267.584
2002-11-07,274.952
2002-11-08,280.406
2002-11-11,279.383
2002-11-12,275.111
2002-11-13,274.248
2002-11-14,279.395
2002-11-15,286.364
2002-11-18,294.71
2002-11-19,301.612
2002-11-20,298.701
2002-11-21,302.689
2002-11-22,303.599
2002-11-25,299.746
2002-11-26,286.936
2002-11-27,293.599
2002-11-28,300.995
2002-11-29,304.964
2002-12-02,309.049
2002-12-03,306.681
2002-12-04,305.988
2002-12-05,306.932
2002-12-06,308.463
2002-12-09,298.73
2002-12-10,303.78
2002-12-11,297.236
2002-12-12,296.889
2002-12-13,298.687
2002-12-16,298.693
2002-12-17,303.415
2002-12-18,307.974
2002-12-19,301.968
2002-12-20,302.523
2002-12-23,302.074
2002-12-24,303.324
2002-12-25,303.324
2002-12-26,304.089
2002-12-27,307.425
2002-12-30,309.908
2002-12-31,316.075
2003-01-01,316.075
2003-01-02,317.5
2003-01-03,317.226
2003-01-06,314.28
2003-01-07,325.999
2003-01-08,324.575
2003-01-09,329.834
2003-01-10,334.801
2003-01-13,337.899
2003-01-14,341.801
2003-01-15,339.441
2003-01-16,340.004
2003-01-17,340.253
2003-01-20,336.102
2003-01-21,331.903
2003-01-22,335.974
2003-01-23,339.096
2003-01-24,339.186
2003-01-27,336.515
2003-01-28,330.154
2003-01-29,322.257
2003-01-30,317.079
2003-01-31,316.534
2003-02-03,320.446
2003-02-04,320.412
2003-02-05,319.888
2003-02-06,320.739
2003-02-07,319.455
2003-02-10,314.631
2003-02-11,315.794
2003-02-12,314.19
2003-02-13,313.562
2003-02-14,319.304
2003-02-17,317.423
2003-02-18,316.7
2003-02-19,308.111
2003-02-20,308.363
2003-02-21,300.674
2003-02-24,292.605
2003-02-25,283.605
2003-02-26,290.161
2003-02-27,289.381
2003-02-28,299.77
2003-03-03,299.294
2003-03-04,301.338
2003-03-05,306.115
2003-03-06,305.114
2003-03-07,308.869
2003-03-10,310.582
2003-03-11,309.954
2003-03-12,307.725
2003-03-13,304.802
2003-03-14,303.194
2003-03-17,303.604
2003-03-18,306.917
2003-03-19,309.447
2003-03-20,308.9
2003-03-21,312.087
2003-03-24,311.933
2003-03-25,314.272
2003-03-26,315.452
2003-03-27,318.973
2003-03-28,316.941
2003-03-31,314.005
2003-04-01,316.203
2003-04-02,312.385
2003-04-03,316.606
2003-04-04,322.001
2003-04-07,332.633
2003-04-08,331.749
2003-04-09,331.269
2003-04-10,329.519
2003-04-11,321.215
2003-04-14,310.196
2003-04-15,320.345
2003-04-16,317.649
2003-04-17,318.943
2003-04-18,318.943
2003-04-21,317.568
2003-04-22,321.96
2003-04-23,328.829
2003-04-24,326.84
2003-04-25,327.194
2003-04-28,328.607
2003-04-29,327.319
2003-04-30,331.568
2003-05-01,334.614
2003-05-02,330.998
2003-05-05,334.986
2003-05-06,342.81
2003-05-07,346.331
2003-05-08,340.291
2003-05-09,340.937
2003-05-12,341.774
2003-05-13,338.001
2003-05-14,341.988
2003-05-15,340.026
2003-05-16,341.397
2003-05-19,343.187
2003-05-20,344.546
2003-05-21,343.011
2003-05-22,344.019
2003-05-23,345.135
2003-05-26,348.753
2003-05-27,350.168
2003-05-28,350.583
2003-05-29,351.566
2003-05-30,351.109
2003-06-02,349.257
2003-06-03,344.864
2003-06-04,343.238
2003-06-05,356.382
2003-06-06,356.674
2003-06-09,356.45
2003-06-10,355.189
2003-06-11,350.93
2003-06-12,337.792
2003-06-13,344.1
2003-06-16,352.871
2003-06-17,353.791
2003-06-18,343.113
2003-06-19,338.092
2003-06-20,342.155
2003-06-23,341.536
2003-06-24,333.246
2003-06-25,330.457
2003-06-26,330.68
2003-06-27,326.882
2003-06-30,329.098
2003-07-01,332.854
2003-07-02,332.688
2003-07-03,326.525
2003-07-04,324.963
2003-07-07,328.211
2003-07-08,321.678
2003-07-09,321.42
2003-07-10,323.016
2003-07-11,327.068
2003-07-14,328.95
2003-07-15,326.765
2003-07-16,326.524
2003-07-17,329.745
2003-07-18,325.966
2003-07-21,327.589
2003-07-22,325.386
2003-07-23,320.593
2003-07-24,321.756
2003-07-25,324.371
2003-07-28,318.674
2003-07-29,315.935
2003-07-30,313.285
2003-07-31,308.09
2003-08-01,307.518
2003-08-04,309.827
2003-08-05,309.552
2003-08-06,308.226
2003-08-07,309.093
2003-08-08,306.858
2003-08-11,311.06
2003-08-12,318.536
2003-08-13,320.192
2003-08-14,322.764
2003-08-15,325.119
2003-08-18,327.53
2003-08-19,325.911
2003-08-20,326.896
2003-08-21,327.775
2003-08-22,325.165
2003-08-25,323.418
2003-08-26,328.867
2003-08-27,327.744
2003-08-28,327.604
2003-08-29,331.783
2003-09-01,335.13
2003-09-02,330.334
2003-09-03,323.182
2003-09-04,323.86
2003-09-05,324.206
2003-09-08,322.681
2003-09-09,327.207
2003-09-10,327.452
2003-09-11,332.902
2003-09-12,338.919
2003-09-15,342.416
2003-09-16,339.203
2003-09-17,356.095
2003-09-18,354.818
2003-09-19,358.049
2003-09-22,360.042
2003-09-23,362.34
2003-09-24,361.882
2003-09-25,356.613
2003-09-26,351.981
2003-09-29,361.877
2003-09-30,363.157
2003-10-01,375.53
2003-10-02,373.102
2003-10-03,379.166
2003-10-06,375.503
2003-10-07,378.947
2003-10-08,377.523
2003-10-09,378.359
2003-10-10,387.09
2003-10-13,385.054
2003-10-14,385.226
2003-10-15,381.063
2003-10-16,381.855
2003-10-17,382.033
2003-10-20,379.268
2003-10-21,379.968
2003-10-22,378.953
2003-10-23,375.18
2003-10-24,380.111
2003-10-27,375.259
2003-10-28,378.943
2003-10-29,380.716
2003-10-30,382.163
2003-10-31,386.009
2003-11-03,381.455
2003-11-04,386.645
2003-11-05,385.069
2003-11-06,378.058
2003-11-07,386.264
2003-11-10,397.893
2003-11-11,399.062
2003-11-12,409.336
2003-11-13,417.73
2003-11-14,419.455
2003-11-17,409.287
2003-11-18,409.673
2003-11-19,417.825
2003-11-20,412.671
2003-11-21,410.981
2003-11-24,413.127
2003-11-25,415.453
2003-11-26,419.98
2003-11-27,425.146
2003-11-28,432.162
2003-12-01,432.092
2003-12-02,436.535
2003-12-03,436.506
2003-12-04,434.009
2003-12-05,434.41
2003-12-08,437.147
2003-12-09,439.119
2003-12-10,440.396
2003-12-11,437.84
2003-12-12,442.076
2003-12-15,443.176
2003-12-16,443.779
2003-12-17,448.051
2003-12-18,448.621
2003-12-19,447.878
2003-12-22,443.584
2003-12-23,447.754
2003-12-24,449.863
2003-12-25,449.863
2003-12-26,449.683
2003-12-29,451.76
2003-12-30,453.461
2003-12-31,454.748
2004-01-01,454.748
2004-01-02,455.505
2004-01-05,459.425
2004-01-06,463.048
2004-01-07,462.813
2004-01-08,467.314
2004-01-09,470.085
2004-01-12,480.684
2004-01-13,482.692
2004-01-14,484.018
2004-01-15,479.232
2004-01-16,470.441
2004-01-19,472.245
2004-01-20,487.363
2004-01-21,489.515
2004-01-22,490.082
2004-01-23,490.038
2004-01-26,487.907
2004-01-27,494.06
2004-01-28,488.08
2004-01-29,472.953
2004-01-30,482.528
2004-02-02,480.688
2004-02-03,483.442
2004-02-04,485.347
2004-02-05,485.175
2004-02-06,488.603
2004-02-09,488.963
2004-02-10,493.859
2004-02-11,495.745
2004-02-12,498.937
2004-02-13,504.593
2004-02-16,501.767
2004-02-17,505.003
2004-02-18,505.18
2004-02-19,497.568
2004-02-20,500.268
2004-02-23,498.936
2004-02-24,504.188
2004-02-25,495.721
2004-02-26,491.685
2004-02-27,493.593
2004-03-01,499.467
2004-03-02,497.77
2004-03-03,490.246
2004-03-04,489.072
2004-03-05,484.985
2004-03-08,486.61
2004-03-09,484.516
2004-03-10,474.798
2004-03-11,459.142
2004-03-12,467.692
2004-03-15,460.681
2004-03-16,460.109
2004-03-17,453.763
2004-03-18,456.325
2004-03-19,455.727
2004-03-22,454.568
2004-03-23,456.889
2004-03-24,451.922
2004-03-25,462.11
2004-03-26,456.756
2004-03-29,461.237
2004-03-30,458.232
2004-03-31,463.948
2004-04-01,471.883
2004-04-02,462.928
2004-04-05,459.267
2004-04-06,461.865
2004-04-07,471.834
2004-04-08,476.744
2004-04-09,476.744
2004-04-12,475.405
2004-04-13,474.735
2004-04-14,476.915
2004-04-15,477.315
2004-04-16,483.67
2004-04-19,482.811
2004-04-20,476.569
2004-04-21,465.605
2004-04-22,471.95
2004-04-23,472.91
2004-04-26,471.572
2004-04-27,467.624
2004-04-28,461.913
2004-04-29,469.156
2004-04-30,481.954
2004-05-03,477.243
2004-05-04,491.882
2004-05-05,494.409
2004-05-06,492.412
2004-05-07,486.405
2004-05-10,477.506
2004-05-11,472.17
2004-05-12,474.125
2004-05-13,471.734
2004-05-14,472.451
2004-05-17,469.618
2004-05-18,469.016
2004-05-19,475.286
2004-05-20,471.904
2004-05-21,474.674
2004-05-24,476.715
2004-05-25,479.764
2004-05-26,480.184
2004-05-27,492.182
2004-05-28,490.96
2004-05-31,486.638
2004-06-01,481.963
2004-06-02,484.014
2004-06-03,480.29
2004-06-04,485.253
2004-06-07,495.653
2004-06-08,493.882
2004-06-09,484.366
2004-06-10,484.406
2004-06-11,481.121
2004-06-14,484.085
2004-06-15,483.805
2004-06-16,483.574
2004-06-17,489.596
2004-06-18,485.728
2004-06-21,481.936
2004-06-22,481.856
2004-06-23,476.797
2004-06-24,482.756
2004-06-25,478.651
2004-06-28,483.271
2004-06-29,485.367
2004-06-30,484.845
2004-07-01,479.439
2004-07-02,477.42
2004-07-05,471.238
2004-07-06,458.502
2004-07-07,456.733
2004-07-08,468.432
2004-07-09,475.712
2004-07-12,481.534
2004-07-13,483.428
2004-07-14,486.017
2004-07-15,477.608
2004-07-16,475.298
2004-07-19,458.949
2004-07-20,459.856
2004-07-21,454.172
2004-07-22,453.371
2004-07-23,445.166
2004-07-26,441.371
2004-07-27,440.825
2004-07-28,444.8
2004-07-29,440.916
2004-07-30,429.806
2004-08-02,437.158
2004-08-03,423.116
2004-08-04,427.875
2004-08-05,432.556
2004-08-06,437.589
2004-08-09,437.553
2004-08-10,447.292
2004-08-11,438.23
2004-08-12,436.625
2004-08-13,438.416
2004-08-16,440.659
2004-08-17,437.6
2004-08-18,436.287
2004-08-19,438.629
2004-08-20,440.016
2004-08-23,433.27
2004-08-24,430.218
2004-08-25,426.82
2004-08-26,429.135
2004-08-27,427.201
2004-08-30,429.896
2004-08-31,436.381
2004-09-01,437.009
2004-09-02,436.47
2004-09-03,430.306
2004-09-06,441.19
2004-09-07,451.217
2004-09-08,453.085
2004-09-09,452.017
2004-09-10,459.399
2004-09-13,457.456
2004-09-14,458.838
2004-09-15,448.753
2004-09-16,448.457
2004-09-17,451.942
2004-09-20,451.311
2004-09-21,452.78
2004-09-22,447.071
2004-09-23,446.638
2004-09-24,448.131
2004-09-27,446.71
2004-09-28,444.663
2004-09-29,449.847
2004-09-30,451.124
2004-10-01,452.77
2004-10-04,455.528
2004-10-05,457.218
2004-10-06,454.553
2004-10-07,451.338
2004-10-08,458.691
2004-10-11,457.398
2004-10-12,452.165
2004-10-13,455.732
2004-10-14,455.306
2004-10-15,458.539
2004-10-18,457.3
2004-10-19,454.665
2004-10-20,457.825
2004-10-21,460.551
2004-10-22,469.293
2004-10-25,471.991
2004-10-26,471.954
2004-10-27,477.108
2004-10-28,483.73
2004-10-29,488.441
2004-11-01,492.027
2004-11-02,490.27
2004-11-03,494.169
2004-11-04,494.617
2004-11-05,498.454
2004-11-08,502.692
2004-11-09,501.256
2004-11-10,504.097
2004-11-11,500.538
2004-11-12,504.722
2004-11-15,499.574
2004-11-16,501.002
2004-11-17,505.565
2004-11-18,504.167
2004-11-19,517.903
2004-11-22,517.269
2004-11-23,524.616
2004-11-24,530.238
2004-11-25,536.254
2004-11-26,534.287
2004-11-29,532.512
2004-11-30,527.105
2004-12-01,524.165
2004-12-02,519.014
2004-12-03,519.423
2004-12-06,520.757
2004-12-07,519.122
2004-12-08,515.818
2004-12-09,514.42
2004-12-10,512.854
2004-12-13,520.337
2004-12-14,526.004
2004-12-15,533.361
2004-12-16,527.788
2004-12-17,525.459
2004-12-20,535.316
2004-12-21,534.008
2004-12-22,537.175
2004-12-23,541.003
2004-12-24,539.022
2004-12-27,543.454
2004-12-28,542.889
2004-12-29,541.359
2004-12-30,542.491
2004-12-31,544.396
2005-01-03,541.44
2005-01-04,536.319
2005-01-05,537.328
2005-01-06,544.598
2005-01-07,552.068
2005-01-10,545.52
2005-01-11,541.658
2005-01-12,547.635
2005-01-13,547.928
2005-01-14,542.83
2005-01-17,551.57
2005-01-18,549.041
2005-01-19,553.129
2005-01-20,550.076
2005-01-21,556.512
2005-01-24,556.191
2005-01-25,553.902
2005-01-26,565.158
2005-01-27,557.427
2005-01-28,568.166
2005-01-31,577.628
2005-02-01,578.982
2005-02-02,573.056
2005-02-03,567.359
2005-02-04,566.437
2005-02-07,565.984
2005-02-08,563.449
2005-02-09,562.528
2005-02-10,569.877
2005-02-11,571.178
2005-02-14,576.291
2005-02-15,576.027
2005-02-16,576.375
2005-02-17,580.326
2005-02-18,581.18
2005-02-21,569.187
2005-02-22,571.388
2005-02-23,567.5
2005-02-24,570.456
2005-02-25,572.105
2005-02-28,576.537
2005-03-01,578.215
2005-03-02,568.345
2005-03-03,569.206
2005-03-04,577.701
2005-03-07,579.662
2005-03-08,587.533
2005-03-09,588.702
2005-03-10,590.122
2005-03-11,594.525
2005-03-14,581.908
2005-03-15,578.144
2005-03-16,582.115
2005-03-17,573.999
2005-03-18,573.625
2005-03-21,566.092
2005-03-22,564.673
2005-03-23,560.183
2005-03-24,558.559
2005-03-25,558.559
2005-03-28,554.639
2005-03-29,555.743
2005-03-30,551.909
2005-03-31,558.641
2005-04-01,550.302
2005-04-04,546.118
2005-04-05,560.543
2005-04-06,554.539
2005-04-07,564.419
2005-04-08,562.149
2005-04-11,567.411
2005-04-12,561.991
2005-04-13,564.157
2005-04-14,562.165
2005-04-15,562.034
2005-04-18,558.284
2005-04-19,561.592
2005-04-20,571.892
2005-04-21,569.406
2005-04-22,574.447
2005-04-25,573.9
2005-04-26,569.637
2005-04-27,563.44
2005-04-28,555.784
2005-04-29,557.16
2005-05-02,555.68
2005-05-03,561.705
2005-05-04,568.958
2005-05-05,571.694
2005-05-06,561.161
2005-05-09,557.283
2005-05-10,559.362
2005-05-11,557.303
2005-05-12,554.972
2005-05-13,550.353
2005-05-16,551.354
2005-05-17,552.546
2005-05-18,558.058
2005-05-19,558.997
2005-05-20,554.702
2005-05-23,555.585
2005-05-24,554.609
2005-05-25,555.982
2005-05-26,550.731
2005-05-27,548.915
2005-05-30,547.391
2005-05-31,539.252
2005-06-01,539.311
2005-06-02,540.063
2005-06-03,537.051
2005-06-06,535.753
2005-06-07,532.706
2005-06-08,528.575
2005-06-09,527.64
2005-06-10,528.8
2005-06-13,527.256
2005-06-14,523.924
2005-06-15,530.553
2005-06-16,526.101
2005-06-17,537.684
2005-06-20,532.071
2005-06-21,535.162
2005-06-22,535.244
2005-06-23,534.512
2005-06-24,535.115
2005-06-27,537.688
2005-06-28,529.889
2005-06-29,531.095
2005-06-30,535.452
2005-07-01,530.309
2005-07-04,526.466
2005-07-05,525.843
2005-07-06,522.605
2005-07-07,519.333
2005-07-08,520.221
2005-07-11,526.756
2005-07-12,530.793
2005-07-13,523.794
2005-07-14,526.759
2005-07-15,521.434
2005-07-18,528.292
2005-07-19,527.637
2005-07-20,524.666
2005-07-21,529.295
2005-07-22,530.746
2005-07-25,528.742
2005-07-26,524.722
2005-07-27,523.762
2005-07-28,528.061
2005-07-29,532.828
2005-08-01,531.841
2005-08-02,534.917
2005-08-03,541.518
2005-08-04,543.356
2005-08-05,545.523
2005-08-08,545.576
2005-08-09,547.303
2005-08-10,550.135
2005-08-11,552.542
2005-08-12,552.883
2005-08-15,552.495
2005-08-16,546.789
2005-08-17,545.468
2005-08-18,542.89
2005-08-19,547.233
2005-08-22,555.642
2005-08-23,558.03
2005-08-24,558.456
2005-08-25,558.358
2005-08-26,556.223
2005-08-29,553.083
2005-08-30,557.993
2005-08-31,563.234
2005-09-01,574.887
2005-09-02,579.473
2005-09-05,585.668
2005-09-06,583.506
2005-09-07,582.265
2005-09-08,578.049
2005-09-09,577.429
2005-09-12,569.88
2005-09-13,566.687
2005-09-14,577.47
2005-09-15,573.585
2005-09-16,575.734
2005-09-19,569.788
2005-09-20,573.32
2005-09-21,573.152
2005-09-22,565.157
2005-09-23,566.275
2005-09-26,574.994
2005-09-27,572.889
2005-09-28,572.744
2005-09-29,573.055
2005-09-30,583.028
2005-10-03,582.843
2005-10-04,581.065
2005-10-05,593.783
2005-10-06,600.832
2005-10-07,591.229
2005-10-10,585.936
2005-10-11,585.541
2005-10-12,583.332
2005-10-13,569.759
2005-10-14,582.419
2005-10-17,576.382
2005-10-18,566.841
2005-10-19,563.787
2005-10-20,560.429
2005-10-21,558.206
2005-10-24,565.417
2005-10-25,571.423
2005-10-26,561.304
2005-10-27,540.296
2005-10-28,537.438
2005-10-31,535.679
2005-11-01,546.313
2005-11-02,546.512
2005-11-03,541.588
2005-11-04,530.801
2005-11-07,531.591
2005-11-08,531.274
2005-11-09,535.575
