Date,FRANCE SMID VALUE SMID (Small+Mid Cap)
2002-02-01,259.021
2002-02-04,260.707
2002-02-05,258.753
2002-02-06,258.882
2002-02-07,259.108
2002-02-08,260.565
2002-02-11,262.835
2002-02-12,262.582
2002-02-13,262.555
2002-02-14,264.066
2002-02-15,265.228
2002-02-18,263.319
2002-02-19,262.792
2002-02-20,261.196
2002-02-21,263.128
2002-02-22,263.765
2002-02-25,263.68
2002-02-26,265.821
2002-02-27,266.063
2002-02-28,266.869
2002-03-01,268.095
2002-03-04,273.804
2002-03-05,273.355
2002-03-06,275.792
2002-03-07,280.068
2002-03-08,279.982
2002-03-11,280.017
2002-03-12,276.958
2002-03-13,278.586
2002-03-14,282.029
2002-03-15,283.442
2002-03-18,285.318
2002-03-19,287.414
2002-03-20,286.612
2002-03-21,285.371
2002-03-22,284.716
2002-03-25,283.198
2002-03-26,282.642
2002-03-27,281.657
2002-03-28,283.875
2002-03-29,283.875
2002-04-01,286.202
2002-04-02,285.724
2002-04-03,285.623
2002-04-04,285.587
2002-04-05,285.03
2002-04-08,282.167
2002-04-09,282.792
2002-04-10,285.242
2002-04-11,286.694
2002-04-12,286.26
2002-04-15,287.383
2002-04-16,288.556
2002-04-17,291.677
2002-04-18,293.355
2002-04-19,293.069
2002-04-22,292.727
2002-04-23,291.969
2002-04-24,292.624
2002-04-25,292.735
2002-04-26,293.018
2002-04-29,293.543
2002-04-30,294.078
2002-05-01,295.742
2002-05-02,295.068
2002-05-03,298.185
2002-05-06,298.788
2002-05-07,297.374
2002-05-08,298.193
2002-05-09,298.73
2002-05-10,300.227
2002-05-13,298.743
2002-05-14,297.985
2002-05-15,300.283
2002-05-16,301.726
2002-05-17,307.182
2002-05-20,307.051
2002-05-21,306.339
2002-05-22,307.078
2002-05-23,303.197
2002-05-24,302.59
2002-05-27,301.638
2002-05-28,304.232
2002-05-29,304.195
2002-05-30,305.528
2002-05-31,305.066
2002-06-03,305.826
2002-06-04,302.779
2002-06-05,301.815
2002-06-06,304.096
2002-06-07,300.154
2002-06-10,301.702
2002-06-11,301.852
2002-06-12,300.483
2002-06-13,296.028
2002-06-14,289.195
2002-06-17,291.794
2002-06-18,294.389
2002-06-19,295.742
2002-06-20,292.486
2002-06-21,292.337
2002-06-24,289.68
2002-06-25,288.289
2002-06-26,289.032
2002-06-27,290.887
2002-06-28,299.152
2002-07-01,299.699
2002-07-02,292.677
2002-07-03,287.499
2002-07-04,287.956
2002-07-05,291.026
2002-07-08,294.367
2002-07-09,295.914
2002-07-10,289.282
2002-07-11,283.182
2002-07-12,282.605
2002-07-15,280.538
2002-07-16,278.578
2002-07-17,282.249
2002-07-18,287.098
2002-07-19,282.217
2002-07-22,272.926
2002-07-23,263.493
2002-07-24,256.538
2002-07-25,264.819
2002-07-26,259.377
2002-07-29,266.004
2002-07-30,269.66
2002-07-31,270.687
2002-08-01,264.883
2002-08-02,265.681
2002-08-05,260.616
2002-08-06,254.681
2002-08-07,254.812
2002-08-08,255.57
2002-08-09,259.966
2002-08-12,258.677
2002-08-13,259.758
2002-08-14,257.866
2002-08-15,259.918
2002-08-16,260.586
2002-08-19,262.895
2002-08-20,262.927
2002-08-21,269.798
2002-08-22,272.99
2002-08-23,271.735
2002-08-26,268.798
2002-08-27,273.714
2002-08-28,268.142
2002-08-29,266.199
2002-08-30,265.467
2002-09-02,264.735
2002-09-03,261.047
2002-09-04,259.316
2002-09-05,255.043
2002-09-06,257.275
2002-09-09,255.373
2002-09-10,257.486
2002-09-11,261.767
2002-09-12,257.432
2002-09-13,254.024
2002-09-16,250.397
2002-09-17,249.873
2002-09-18,243.858
2002-09-19,241.915
2002-09-20,240.938
2002-09-23,235.036
2002-09-24,228.412
2002-09-25,229.578
2002-09-26,235.69
2002-09-27,235.061
2002-09-30,230.088
2002-10-01,227.727
2002-10-02,230.729
2002-10-03,228.962
2002-10-04,224.3
2002-10-07,219.434
2002-10-08,217.706
2002-10-09,215.893
2002-10-10,218.578
2002-10-11,228.213
2002-10-14,226.288
2002-10-15,235.002
2002-10-16,236.864
2002-10-17,241.126
2002-10-18,243.038
2002-10-21,243.882
2002-10-22,245.754
2002-10-23,241.496
2002-10-24,245.188
2002-10-25,242.757
2002-10-28,249.211
2002-10-29,241.752
2002-10-30,243.001
2002-10-31,249.928
2002-11-01,251.097
2002-11-04,256.738
2002-11-05,256.993
2002-11-06,253.542
2002-11-07,252.57
2002-11-08,252.477
2002-11-11,251.038
2002-11-12,251.139
2002-11-13,248.23
2002-11-14,249.241
2002-11-15,251.45
2002-11-18,255.292
2002-11-19,253.49
2002-11-20,250.368
2002-11-21,259.947
2002-11-22,263.219
2002-11-25,261.098
2002-11-26,257.984
2002-11-27,262.117
2002-11-28,266.663
2002-11-29,268.913
2002-12-02,269.768
2002-12-03,265.897
2002-12-04,263.902
2002-12-05,262.114
2002-12-06,262.437
2002-12-09,258.123
2002-12-10,259.626
2002-12-11,261.423
2002-12-12,262.516
2002-12-13,258.931
2002-12-16,259.521
2002-12-17,259.9
2002-12-18,255.987
2002-12-19,252.742
2002-12-20,254.924
2002-12-23,253.355
2002-12-24,255.307
2002-12-25,255.307
2002-12-26,255.95
2002-12-27,255.003
2002-12-30,255.452
2002-12-31,259.779
2003-01-01,259.779
2003-01-02,261.701
2003-01-03,265.367
2003-01-06,265.478
2003-01-07,262.721
2003-01-08,257.997
2003-01-09,259.403
2003-01-10,262.069
2003-01-13,263.655
2003-01-14,266.27
2003-01-15,263.297
2003-01-16,263.752
2003-01-17,261.322
2003-01-20,260.912
2003-01-21,259.306
2003-01-22,255.899
2003-01-23,254.817
2003-01-24,255.456
2003-01-27,248.621
2003-01-28,248.616
2003-01-29,248.463
2003-01-30,251.469
2003-01-31,252.914
2003-02-03,254.964
2003-02-04,253.499
2003-02-05,252.676
2003-02-06,248.82
2003-02-07,246.851
2003-02-10,242.66
2003-02-11,245.289
2003-02-12,241.154
2003-02-13,240.851
2003-02-14,242.818
2003-02-17,245.29
2003-02-18,245.834
2003-02-19,243.756
2003-02-20,242.226
2003-02-21,241.028
2003-02-24,237.104
2003-02-25,232.584
2003-02-26,230.588
2003-02-27,235.285
2003-02-28,239.381
2003-03-03,239.785
2003-03-04,235.251
2003-03-05,234.354
2003-03-06,233.39
2003-03-07,230.193
2003-03-10,228.713
2003-03-11,226.208
2003-03-12,221.751
2003-03-13,224.914
2003-03-14,232.636
2003-03-17,236.154
2003-03-18,237.017
2003-03-19,239.295
2003-03-20,237.192
2003-03-21,240.944
2003-03-24,234.263
2003-03-25,235.621
2003-03-26,234.342
2003-03-27,232.016
2003-03-28,231.379
2003-03-31,228.053
2003-04-01,227.848
2003-04-02,229.507
2003-04-03,231.753
2003-04-04,232.232
2003-04-07,238.641
2003-04-08,236.52
2003-04-09,237.58
2003-04-10,236.639
2003-04-11,236.707
2003-04-14,238.429
2003-04-15,243.123
2003-04-16,246.12
2003-04-17,248.372
2003-04-18,248.372
2003-04-21,247.302
2003-04-22,250.221
2003-04-23,257.433
2003-04-24,255.201
2003-04-25,252.988
2003-04-28,257.97
2003-04-29,259.658
2003-04-30,264.965
2003-05-01,267.399
2003-05-02,264.813
2003-05-05,271.397
2003-05-06,276.174
2003-05-07,277.104
2003-05-08,274.947
2003-05-09,277.404
2003-05-12,276.075
2003-05-13,276.519
2003-05-14,280.572
2003-05-15,281.051
2003-05-16,282.798
2003-05-19,278.842
2003-05-20,278.505
2003-05-21,277.316
2003-05-22,281.483
2003-05-23,282.109
2003-05-26,284.435
2003-05-27,283.56
2003-05-28,284.805
2003-05-29,289.414
2003-05-30,290.314
2003-06-02,291.769
2003-06-03,291.02
2003-06-04,294.906
2003-06-05,299.209
2003-06-06,302.607
2003-06-09,302.252
2003-06-10,300.907
2003-06-11,304.533
2003-06-12,306.527
2003-06-13,303.079
2003-06-16,308.418
2003-06-17,310.809
2003-06-18,305.933
2003-06-19,303.911
2003-06-20,302.256
2003-06-23,295.796
2003-06-24,291.844
2003-06-25,295.269
2003-06-26,292.895
2003-06-27,295.569
2003-06-30,296.465
2003-07-01,294.745
2003-07-02,298.044
2003-07-03,302.066
2003-07-04,300.749
2003-07-07,308.392
2003-07-08,309.268
2003-07-09,308.375
2003-07-10,305.861
2003-07-11,307.535
2003-07-14,309.624
2003-07-15,309.699
2003-07-16,308.412
2003-07-17,303.633
2003-07-18,305.683
2003-07-21,305.357
2003-07-22,306.59
2003-07-23,309.688
2003-07-24,313.341
2003-07-25,313.987
2003-07-28,315.653
2003-07-29,314.389
2003-07-30,312.642
2003-07-31,311.131
2003-08-01,311.618
2003-08-04,312.12
2003-08-05,314.667
2003-08-06,310.751
2003-08-07,310.289
2003-08-08,309.053
2003-08-11,310.316
2003-08-12,310.789
2003-08-13,312.413
2003-08-14,313.129
2003-08-15,313.663
2003-08-18,311.741
2003-08-19,313.354
2003-08-20,313.683
2003-08-21,313.541
2003-08-22,313.151
2003-08-25,310.263
2003-08-26,308.14
2003-08-27,309.603
2003-08-28,312.244
2003-08-29,315.632
2003-09-01,321.229
2003-09-02,319.06
2003-09-03,324.192
2003-09-04,325.049
2003-09-05,327.675
2003-09-08,329.347
2003-09-09,327.733
2003-09-10,323.863
2003-09-11,324.391
2003-09-12,327.288
2003-09-15,330.889
2003-09-16,330.385
2003-09-17,333.528
2003-09-18,334.491
2003-09-19,334.374
2003-09-22,331.641
2003-09-23,329.778
2003-09-24,329.763
2003-09-25,327.442
2003-09-26,324.67
2003-09-29,325.65
2003-09-30,324.962
2003-10-01,328.384
2003-10-02,330.211
2003-10-03,336.01
2003-10-06,337.185
2003-10-07,337.435
2003-10-08,340.265
2003-10-09,342.314
2003-10-10,342.867
2003-10-13,340.897
2003-10-14,342.478
2003-10-15,343.734
2003-10-16,343.946
2003-10-17,339.839
2003-10-20,341.374
2003-10-21,340.592
2003-10-22,338.894
2003-10-23,336.521
2003-10-24,338.041
2003-10-27,339.248
2003-10-28,339.582
2003-10-29,343.221
2003-10-30,346.052
2003-10-31,345.691
2003-11-03,346.02
2003-11-04,346.834
2003-11-05,344.471
2003-11-06,344.683
2003-11-07,349.281
2003-11-10,348.175
2003-11-11,346.927
2003-11-12,351.178
2003-11-13,354.686
2003-11-14,360.592
2003-11-17,353.657
2003-11-18,355.568
2003-11-19,354.358
2003-11-20,352.786
2003-11-21,356.548
2003-11-24,355.853
2003-11-25,359.437
2003-11-26,363.048
2003-11-27,363.327
2003-11-28,364.596
2003-12-01,368.344
2003-12-02,372.632
2003-12-03,374.515
2003-12-04,372.088
2003-12-05,371.774
2003-12-08,372.333
2003-12-09,372.434
2003-12-10,370.948
2003-12-11,368.439
2003-12-12,373.811
2003-12-15,375.253
2003-12-16,370.495
2003-12-17,369.111
2003-12-18,368.376
2003-12-19,367.69
2003-12-22,368.049
2003-12-23,368.507
2003-12-24,370.795
2003-12-25,370.795
2003-12-26,370.647
2003-12-29,372.351
2003-12-30,375.596
2003-12-31,379.893
2004-01-01,379.893
2004-01-02,382.929
2004-01-05,387.535
2004-01-06,388.515
2004-01-07,386.117
2004-01-08,390.352
2004-01-09,392.554
2004-01-12,390.629
2004-01-13,392.733
2004-01-14,396.637
2004-01-15,395.268
2004-01-16,394.47
2004-01-19,394.664
2004-01-20,398.15
2004-01-21,400.968
2004-01-22,402.888
2004-01-23,402.224
2004-01-26,397.521
2004-01-27,401.55
2004-01-28,401.332
2004-01-29,393.079
2004-01-30,394.04
2004-02-02,394.411
2004-02-03,395.069
2004-02-04,392.047
2004-02-05,396.01
2004-02-06,400.602
2004-02-09,404.153
2004-02-10,407.164
2004-02-11,406.912
2004-02-12,414.234
2004-02-13,413.032
2004-02-16,415.067
2004-02-17,418.443
2004-02-18,419.543
2004-02-19,417.088
2004-02-20,411.573
2004-02-23,410.887
2004-02-24,410.396
2004-02-25,407.671
2004-02-26,404.285
2004-02-27,406.506
2004-03-01,409.954
2004-03-02,409.376
2004-03-03,404.634
2004-03-04,407.669
2004-03-05,415.452
2004-03-08,415.513
2004-03-09,411.47
2004-03-10,401.642
2004-03-11,390.999
2004-03-12,389.849
2004-03-15,382.465
2004-03-16,385.402
2004-03-17,389.536
2004-03-18,390.527
2004-03-19,389.261
2004-03-22,382.318
2004-03-23,381.963
2004-03-24,376.935
2004-03-25,382.507
2004-03-26,380.902
2004-03-29,387.326
2004-03-30,387.854
2004-03-31,393.623
2004-04-01,399.861
2004-04-02,399.185
2004-04-05,398.461
2004-04-06,395.688
2004-04-07,398.108
2004-04-08,397.274
2004-04-09,397.274
2004-04-12,396.158
2004-04-13,392.657
2004-04-14,389.852
2004-04-15,388.823
2004-04-16,392.578
2004-04-19,392.298
2004-04-20,393.5
2004-04-21,388.526
2004-04-22,390.561
2004-04-23,392.2
2004-04-26,394.26
2004-04-27,397.432
2004-04-28,391.725
2004-04-29,391.107
2004-04-30,389.782
2004-05-03,391.949
2004-05-04,394.042
2004-05-05,397.037
2004-05-06,387.959
2004-05-07,383.342
2004-05-10,369.934
2004-05-11,373.311
2004-05-12,371.043
2004-05-13,372.444
2004-05-14,371.165
2004-05-17,371.171
2004-05-18,370.739
2004-05-19,381.466
2004-05-20,375.757
2004-05-21,380.305
2004-05-24,379.927
2004-05-25,382.52
2004-05-26,386.315
2004-05-27,392.305
2004-05-28,389.869
2004-05-31,391.285
2004-06-01,387.757
2004-06-02,391.071
2004-06-03,390.822
2004-06-04,395.498
2004-06-07,399.999
2004-06-08,398.53
2004-06-09,393.444
2004-06-10,393.357
2004-06-11,389.365
2004-06-14,388.233
2004-06-15,389.469
2004-06-16,388.652
2004-06-17,391.667
2004-06-18,396.633
2004-06-21,394.72
2004-06-22,393.892
2004-06-23,395.939
2004-06-24,400.799
2004-06-25,399.405
2004-06-28,405.5
2004-06-29,403.541
2004-06-30,406.855
2004-07-01,404.489
2004-07-02,407.415
2004-07-05,405.346
2004-07-06,401.906
2004-07-07,406.008
2004-07-08,405.85
2004-07-09,406.053
2004-07-12,406.569
2004-07-13,403.618
2004-07-14,406.374
2004-07-15,402.47
2004-07-16,406.805
2004-07-19,406.125
2004-07-20,404.706
2004-07-21,403.646
2004-07-22,401.851
2004-07-23,396.116
2004-07-26,395.269
2004-07-27,394.763
2004-07-28,395.265
2004-07-29,398.759
2004-07-30,397.724
2004-08-02,396.823
2004-08-03,401.082
2004-08-04,397.381
2004-08-05,398.632
2004-08-06,397.67
2004-08-09,393.633
2004-08-10,397.086
2004-08-11,390.17
2004-08-12,390.498
2004-08-13,395.173
2004-08-16,397.687
2004-08-17,400.056
2004-08-18,399.637
2004-08-19,402.342
2004-08-20,400.543
2004-08-23,401.915
2004-08-24,399.741
2004-08-25,398.566
2004-08-26,400.559
2004-08-27,400.815
2004-08-30,399.875
2004-08-31,401.142
2004-09-01,403.469
2004-09-02,404.307
2004-09-03,401.533
2004-09-06,404.242
2004-09-07,406.218
2004-09-08,407.21
2004-09-09,404.804
2004-09-10,410.494
2004-09-13,413.277
2004-09-14,414.237
2004-09-15,407.921
2004-09-16,406.424
2004-09-17,409.465
2004-09-20,407.925
2004-09-21,414.187
2004-09-22,410.951
2004-09-23,409.361
2004-09-24,409.058
2004-09-27,408.238
2004-09-28,409.939
2004-09-29,412.887
2004-09-30,415.309
2004-10-01,421.705
2004-10-04,421.261
2004-10-05,421.308
2004-10-06,420.553
2004-10-07,418.919
2004-10-08,422.686
2004-10-11,420.259
2004-10-12,413.555
2004-10-13,412.97
2004-10-14,416.335
2004-10-15,421.028
2004-10-18,420.479
2004-10-19,422.065
2004-10-20,421.289
2004-10-21,422.457
2004-10-22,424.205
2004-10-25,423.722
2004-10-26,425.735
2004-10-27,431.269
2004-10-28,431.544
2004-10-29,431.302
2004-11-01,434.592
2004-11-02,436.118
2004-11-03,439.923
2004-11-04,441.753
2004-11-05,444.984
2004-11-08,448.207
2004-11-09,448.134
2004-11-10,451.689
2004-11-11,456.156
2004-11-12,458.584
2004-11-15,454.821
2004-11-16,451.744
2004-11-17,458.873
2004-11-18,459.236
2004-11-19,460.09
2004-11-22,458.139
2004-11-23,460.731
2004-11-24,464.004
2004-11-25,470.959
2004-11-26,472.498
2004-11-29,472.792
2004-11-30,470.776
2004-12-01,474.82
2004-12-02,476.011
2004-12-03,478.252
2004-12-06,479.131
2004-12-07,481.251
2004-12-08,475.98
2004-12-09,472.592
2004-12-10,472.692
2004-12-13,478.279
2004-12-14,480.817
2004-12-15,488.464
2004-12-16,487.092
2004-12-17,485.621
2004-12-20,491.972
2004-12-21,489.434
2004-12-22,492.326
2004-12-23,498.206
2004-12-24,499.221
2004-12-27,501.867
2004-12-28,501.386
2004-12-29,501.018
2004-12-30,503.729
2004-12-31,501.79
2005-01-03,501.561
2005-01-04,494.762
2005-01-05,490.17
2005-01-06,490.333
2005-01-07,488.082
2005-01-10,490.901
2005-01-11,490.887
2005-01-12,495.424
2005-01-13,495.372
2005-01-14,493.387
2005-01-17,494.911
2005-01-18,495.238
2005-01-19,496.868
2005-01-20,491.789
2005-01-21,496.235
2005-01-24,495.398
2005-01-25,496.732
2005-01-26,503.14
2005-01-27,504.588
2005-01-28,504.95
2005-01-31,509.793
2005-02-01,510.803
2005-02-02,514.875
2005-02-03,513.046
2005-02-04,518.319
2005-02-07,518.926
2005-02-08,517.067
2005-02-09,517.018
2005-02-10,519.693
2005-02-11,523.615
2005-02-14,527.191
2005-02-15,530.37
2005-02-16,530.241
2005-02-17,534.592
2005-02-18,534.787
2005-02-21,529.574
2005-02-22,531.427
2005-02-23,527.935
2005-02-24,530.426
2005-02-25,535.721
2005-02-28,539.357
2005-03-01,537.453
2005-03-02,533.483
2005-03-03,533.557
2005-03-04,542.219
2005-03-07,541.951
2005-03-08,547.259
2005-03-09,548.848
2005-03-10,548.511
2005-03-11,549.787
2005-03-14,546.047
2005-03-15,542.333
2005-03-16,542.744
2005-03-17,538.659
2005-03-18,534.831
2005-03-21,530.273
2005-03-22,531.534
2005-03-23,523.988
2005-03-24,529.012
2005-03-25,529.012
2005-03-28,525.299
2005-03-29,524.648
2005-03-30,524.739
2005-03-31,527.75
2005-04-01,528.693
2005-04-04,521.284
2005-04-05,524.655
2005-04-06,529.776
2005-04-07,532.446
2005-04-08,531.349
2005-04-11,535.745
2005-04-12,531.923
2005-04-13,535.009
2005-04-14,529.222
2005-04-15,526.111
2005-04-18,519.387
2005-04-19,522.261
2005-04-20,524.496
2005-04-21,526.075
2005-04-22,527.658
2005-04-25,523.26
2005-04-26,521.198
2005-04-27,514.251
2005-04-28,513.314
2005-04-29,514.86
2005-05-02,515.287
2005-05-03,519.552
2005-05-04,522.543
2005-05-05,525.29
2005-05-06,521.317
2005-05-09,518.964
2005-05-10,520.653
2005-05-11,518.268
2005-05-12,515.948
2005-05-13,515.457
2005-05-16,513.681
2005-05-17,516.292
2005-05-18,522.739
2005-05-19,526.545
2005-05-20,525.657
2005-05-23,529.677
2005-05-24,528.369
2005-05-25,530.342
2005-05-26,530.624
2005-05-27,529.597
2005-05-30,529.291
2005-05-31,527.579
2005-06-01,530.386
2005-06-02,530.789
2005-06-03,530.229
2005-06-06,530.821
2005-06-07,535.049
2005-06-08,539.498
2005-06-09,531.989
2005-06-10,530.99
2005-06-13,531.367
2005-06-14,531.124
2005-06-15,531.551
2005-06-16,531.641
2005-06-17,540.177
2005-06-20,532.536
2005-06-21,533.616
2005-06-22,535.418
2005-06-23,532.97
2005-06-24,530.152
2005-06-27,528.596
2005-06-28,528.389
2005-06-29,534.279
2005-06-30,536.391
2005-07-01,534.512
2005-07-04,531.307
2005-07-05,529.197
2005-07-06,531.972
2005-07-07,525.257
2005-07-08,531.297
2005-07-11,540.857
2005-07-12,546.229
2005-07-13,543.422
2005-07-14,544.956
2005-07-15,539.534
2005-07-18,539.195
2005-07-19,539.842
2005-07-20,539.623
2005-07-21,545.547
2005-07-22,546.936
2005-07-25,544.304
2005-07-26,542.931
2005-07-27,545.285
2005-07-28,549.831
2005-07-29,551.621
2005-08-01,556.321
2005-08-02,560.036
2005-08-03,565.989
2005-08-04,567.292
2005-08-05,565.025
2005-08-08,570.578
2005-08-09,572.269
2005-08-10,575.484
2005-08-11,573.566
2005-08-12,569.842
2005-08-15,566.188
2005-08-16,564.583
2005-08-17,561.323
2005-08-18,553.904
2005-08-19,553.139
2005-08-22,560.106
2005-08-23,556.01
2005-08-24,559.112
2005-08-25,555.765
2005-08-26,555.754
2005-08-29,551.646
2005-08-30,549.515
2005-08-31,559.547
2005-09-01,570.536
2005-09-02,571.145
2005-09-05,572.06
2005-09-06,574.072
2005-09-07,574.237
2005-09-08,572.99
2005-09-09,577.072
2005-09-12,572.93
2005-09-13,569.4
2005-09-14,571.35
2005-09-15,570.695
2005-09-16,575.092
2005-09-19,569.49
2005-09-20,572.216
2005-09-21,568.082
2005-09-22,559.095
2005-09-23,557.825
2005-09-26,562.255
2005-09-27,561.34
2005-09-28,567.072
2005-09-29,567.718
2005-09-30,572.005
2005-10-03,569.074
2005-10-04,573.856
2005-10-05,567.523
2005-10-06,568.638
2005-10-07,570.191
2005-10-10,567.619
2005-10-11,563.832
2005-10-12,561.768
2005-10-13,549.513
2005-10-14,557.849
2005-10-17,556.892
2005-10-18,551.642
2005-10-19,540.015
2005-10-20,542.489
2005-10-21,542.578
2005-10-24,547.979
2005-10-25,549.854
2005-10-26,548.627
2005-10-27,546.424
2005-10-28,540.406
2005-10-31,545.816
2005-11-01,549.879
2005-11-02,550.573
2005-11-03,554.014
2005-11-04,546.089
2005-11-07,546.4
2005-11-08,543.326
