Date,FRANCE SMID VALUE SMID (Small+Mid Cap)
2013-10-31,982.616
2013-11-29,985.821
2013-12-31,1009.666
2014-01-31,985.176
2014-02-28,1082.818
2014-03-31,1082.911
2014-04-30,1097.402
2014-05-30,1110.105
2014-06-30,1088.807
2014-07-31,1028.933
2014-08-29,1013.51
2014-09-30,955.575
2014-10-31,911.452
2014-11-28,961.951
2014-12-31,926.156
2015-01-30,951.002
2015-02-27,1001.348
2015-03-31,991.377
2015-04-30,1037.221
2015-05-29,1024.9
2015-06-30,993.502
2015-07-31,1024.245
2015-08-31,963.192
2015-09-30,913.528
2015-10-30,968.642
2015-11-30,963.725
2015-12-31,954.037
2016-01-29,910.068
2016-02-29,889.546
2016-03-31,989.128
2016-04-29,1029.182
2016-05-31,974.148
2016-06-30,907.797
2016-07-29,996.907
2016-08-31,996.273
2016-09-30,1034.694
2016-10-31,1026.654
2016-11-30,998.922
2016-12-30,1067.686
2017-01-31,1074.437
2017-02-28,1084.095
2017-03-31,1161.564
2017-04-28,1208.218
2017-05-31,1295.318
2017-06-30,1298.671
2017-07-31,1329.3
2017-08-31,1333.618
2017-09-29,1377.772
2017-10-31,1328.059
2017-11-30,1357.777
2017-12-29,1372.914
2018-01-31,1441.879
2018-02-28,1386.608
2018-03-30,1333.167
2018-04-30,1374.724
2018-05-31,1311.682
2018-06-29,1285.869
2018-07-31,1344.514
2018-08-31,1336.733
2018-09-28,1356.451
2018-10-31,1250.513
2018-11-30,1215.791
2018-12-31,1129.528
2019-01-31,1218.22
2019-02-28,1242.441
2019-03-29,1201.28
2019-04-30,1281.847
2019-05-31,1177.782
2019-06-28,1275.697
2019-07-31,1266.29
2019-08-30,1223.518
2019-09-30,1282.279
2019-10-31,1350.891
2019-11-29,1327.883
2019-12-31,1375.899
2020-01-31,1334.597
2020-02-28,1229.977
2020-03-31,878.049
2020-04-30,956.823
2020-05-29,977.452
2020-06-30,1032.24
2020-07-31,1049.242
2020-08-31,1114.481
2020-09-30,1052.88
2020-10-30,976.217
2020-11-30,1278.859
2020-12-31,1365.174
2021-01-29,1348.607
2021-02-26,1417.455
2021-03-31,1447.562
2021-04-30,1542.071
2021-05-31,1587.174
2021-06-30,1519.527
2021-07-30,1519.412
2021-08-31,1557.712
2021-09-30,1488.638
2021-10-29,1525.407
2021-11-30,1415.091
2021-12-31,1507.609
2022-01-31,1484.231
2022-02-28,1440.095
2022-03-31,1386.353
2022-04-29,1302.963
2022-05-31,1330.107
2022-06-30,1114.665
2022-07-29,1161.871
2022-08-31,1085.13
2022-09-30,946.603
2022-10-31,1065.592
2022-11-30,1169.83
2022-12-30,1193.033
2023-01-31,1340.287
2023-02-28,1369.55
2023-03-31,1336.964
2023-04-28,1379.166
2023-05-31,1271.986
2023-06-30,1355.701
2023-07-31,1401.936
2023-08-31,1345.933
2023-09-29,1269.802
2023-10-31,1187.243
2023-11-30,1321.741
2023-12-29,1414.783
2024-01-31,1399.814
2024-02-29,1388.112
2024-03-29,1456.419
2024-04-30,1434.169
2024-05-31,1534.082
2024-06-28,1365.479
2024-07-31,1427.185
2024-08-30,1462.259
2024-09-30,1464.537
2024-10-31,1408.759
2024-11-29,1351.321
2024-12-31,1330.937
2025-01-31,1379.906
2025-02-28,1387.351
2025-03-31,1415.59
2025-04-30,1514.572
2025-05-30,1590.419
2025-06-30,1614.179
2025-07-31,1540.825
2025-08-29,1555.649
2025-09-30,1586.323
2025-10-31,1550.096
2025-11-28,1579.668
2025-12-31,1638.595
