Date,FRANCE SMID VALUE SMID (Small+Mid Cap)
2001-11-30,256.704
2001-12-31,260.516
2002-01-31,258.298
2002-02-28,266.869
2002-03-29,283.875
2002-04-30,294.078
2002-05-31,305.066
2002-06-28,299.152
2002-07-31,270.687
2002-08-30,265.467
2002-09-30,230.088
2002-10-31,249.928
2002-11-29,268.913
2002-12-31,259.779
2003-01-31,252.914
2003-02-28,239.381
2003-03-31,228.053
2003-04-30,264.965
2003-05-30,290.314
2003-06-30,296.465
2003-07-31,311.131
2003-08-29,315.632
2003-09-30,324.962
2003-10-31,345.691
2003-11-28,364.596
2003-12-31,379.893
2004-01-30,394.04
2004-02-27,406.506
2004-03-31,393.623
2004-04-30,389.782
2004-05-31,391.285
2004-06-30,406.855
2004-07-30,397.724
2004-08-31,401.142
2004-09-30,415.309
2004-10-29,431.302
2004-11-30,470.776
2004-12-31,501.79
2005-01-31,509.793
2005-02-28,539.357
2005-03-31,527.75
2005-04-29,514.86
2005-05-31,527.579
2005-06-30,536.391
2005-07-29,551.621
2005-08-31,559.547
2005-09-30,572.005
2005-10-31,545.816
2005-11-30,561.478
2005-12-30,589.318
2006-01-31,639.635
2006-02-28,650.985
2006-03-31,687.625
2006-04-28,724.455
2006-05-31,688.831
2006-06-30,671.749
2006-07-31,666.867
2006-08-31,697.981
2006-09-29,716.616
2006-10-31,759.565
2006-11-30,815.364
2006-12-29,846.772
2007-01-31,858.778
2007-02-28,870.677
2007-03-30,919.729
2007-04-30,965.816
2007-05-31,1000.0
2007-06-29,996.588
2007-07-31,965.73
2007-08-31,943.193
2007-09-28,985.408
2007-10-31,1019.001
2007-11-30,955.692
2007-12-31,907.067
2008-01-31,807.805
2008-02-29,840.483
2008-03-31,858.85
2008-04-30,872.651
2008-05-30,875.827
2008-06-30,771.77
2008-07-31,754.474
2008-08-29,762.144
2008-09-30,643.13
2008-10-31,475.435
2008-11-28,450.763
2008-12-31,492.434
2009-01-30,453.415
2009-02-27,403.967
2009-03-31,425.561
2009-04-30,512.244
2009-05-29,574.661
2009-06-30,555.835
2009-07-31,623.724
2009-08-31,696.013
2009-09-30,765.029
2009-10-30,729.694
2009-11-30,734.551
2009-12-31,749.372
2010-01-29,731.231
2010-02-26,714.735
2010-03-31,775.916
2010-04-30,776.286
2010-05-31,675.426
2010-06-30,676.084
2010-07-30,754.735
2010-08-31,711.329
2010-09-30,826.168
2010-10-29,884.046
2010-11-30,793.232
2010-12-31,875.438
2011-01-31,924.305
2011-02-28,948.063
2011-03-31,956.775
2011-04-29,1034.592
2011-05-31,1005.056
2011-06-30,997.119
2011-07-29,909.976
2011-08-31,795.673
2011-09-30,648.791
2011-10-31,713.661
2011-11-30,655.039
2011-12-30,626.873
2012-01-31,702.295
2012-02-29,762.649
2012-03-30,772.834
2012-04-30,696.652
2012-05-31,601.489
2012-06-29,639.047
2012-07-31,630.937
2012-08-31,655.223
2012-09-28,681.542
2012-10-31,686.249
2012-11-30,717.48
2012-12-31,751.227
2013-01-31,808.379
2013-02-28,802.488
2013-03-29,782.535
2013-04-30,817.511
2013-05-31,855.261
2013-06-28,830.098
2013-07-31,922.39
2013-08-30,914.476
2013-09-30,998.045
2013-10-31,1045.659
2013-11-29,1049.07
2013-12-31,1074.554
2014-01-31,1048.51
2014-02-28,1152.716
2014-03-31,1152.864
2014-04-30,1170.041
2014-05-30,1192.565
2014-06-30,1171.51
2014-07-31,1107.25
2014-08-29,1090.935
2014-09-30,1028.618
2014-10-31,981.189
2014-11-28,1035.573
2014-12-31,997.175
2015-01-30,1024.226
2015-02-27,1078.639
2015-03-31,1067.99
2015-04-30,1117.71
2015-05-29,1109.219
2015-06-30,1077.361
2015-07-31,1111.021
2015-08-31,1045.014
2015-09-30,991.222
2015-10-30,1051.045
2015-11-30,1046.304
2015-12-31,1036.041
2016-01-29,988.316
2016-02-29,966.124
2016-03-31,1074.598
2016-04-29,1119.853
2016-05-31,1065.685
2016-06-30,994.449
2016-07-29,1092.951
2016-08-31,1092.35
2016-09-30,1134.567
2016-10-31,1125.812
2016-11-30,1096.184
2016-12-30,1171.643
2017-01-31,1179.071
2017-02-28,1189.792
2017-03-31,1275.284
2017-04-28,1328.382
2017-05-31,1430.734
2017-06-30,1436.134
2017-07-31,1471.037
2017-08-31,1476.003
2017-09-29,1525.025
2017-10-31,1470.111
2017-11-30,1504.281
2017-12-29,1521.54
2018-01-31,1597.97
2018-02-28,1536.881
2018-03-30,1478.384
2018-04-30,1527.356
2018-05-31,1463.509
2018-06-29,1436.778
2018-07-31,1503.003
2018-08-31,1494.515
2018-09-28,1516.671
2018-10-31,1398.356
2018-11-30,1360.85
2018-12-31,1264.662
2019-01-31,1363.964
2019-02-28,1391.143
2019-03-29,1346.986
2019-04-30,1438.258
2019-05-31,1330.502
2019-06-28,1442.064
2019-07-31,1433.773
2019-08-30,1385.473
2019-09-30,1452.114
2019-10-31,1529.91
2019-11-29,1504.871
2019-12-31,1559.32
2020-01-31,1512.537
2020-02-28,1394.012
2020-03-31,996.269
2020-04-30,1087.092
2020-05-29,1113.441
2020-06-30,1176.98
2020-07-31,1197.384
2020-08-31,1271.86
2020-09-30,1202.129
2020-10-30,1114.605
2020-11-30,1460.521
2020-12-31,1559.139
2021-01-29,1540.235
2021-02-26,1618.865
2021-03-31,1653.75
2021-04-30,1763.563
2021-05-31,1818.919
2021-06-30,1743.214
2021-07-30,1744.886
2021-08-31,1788.941
2021-09-30,1709.712
2021-10-29,1751.941
2021-11-30,1625.637
2021-12-31,1731.941
2022-01-31,1705.096
2022-02-28,1654.59
2022-03-31,1593.131
2022-04-29,1498.451
2022-05-31,1534.803
2022-06-30,1287.585
2022-07-29,1344.359
2022-08-31,1255.68
2022-09-30,1095.439
2022-10-31,1233.145
2022-11-30,1354.196
2022-12-30,1381.081
2023-01-31,1551.576
2023-02-28,1585.696
2023-03-31,1548.205
2023-04-28,1598.413
2023-05-31,1481.126
2023-06-30,1579.82
2023-07-31,1636.276
2023-08-31,1570.998
2023-09-29,1482.215
2023-10-31,1386.023
2023-11-30,1543.083
2023-12-29,1651.716
2024-01-31,1634.266
2024-02-29,1620.672
2024-03-29,1701.412
2024-04-30,1677.612
2024-05-31,1802.086
2024-06-28,1605.699
2024-07-31,1681.216
2024-08-30,1723.862
2024-09-30,1726.684
2024-10-31,1661.055
2024-11-29,1593.507
2024-12-31,1576.942
2025-01-31,1634.963
2025-02-28,1643.842
2025-03-31,1678.398
2025-04-30,1796.46
2025-05-30,1896.672
