Date,JAPAN SMALL GROWTH Small Cap
2001-06-27,755.907
2001-06-28,746.169
2001-06-29,755.716
2001-07-02,749.309
2001-07-03,751.2
2001-07-04,742.367
2001-07-05,734.393
2001-07-06,725.732
2001-07-09,713.62
2001-07-10,715.653
2001-07-11,714.593
2001-07-12,725.205
2001-07-13,722.354
2001-07-16,717.754
2001-07-17,711.105
2001-07-18,705.13
2001-07-19,707.19
2001-07-20,709.46
2001-07-23,685.331
2001-07-24,690.593
2001-07-25,696.42
2001-07-26,698.441
2001-07-27,700.667
2001-07-30,679.028
2001-07-31,688.445
2001-08-01,696.822
2001-08-02,714.309
2001-08-03,710.977
2001-08-06,708.724
2001-08-07,711.181
2001-08-08,711.889
2001-08-09,700.172
2001-08-10,707.442
2001-08-13,698.249
2001-08-14,708.41
2001-08-15,721.386
2001-08-16,716.055
2001-08-17,717.176
2001-08-20,705.76
2001-08-21,711.801
2001-08-22,713.038
2001-08-23,706.92
2001-08-24,705.111
2001-08-27,707.441
2001-08-28,699.667
2001-08-29,697.445
2001-08-30,687.703
2001-08-31,684.054
2001-09-03,667.66
2001-09-04,668.84
2001-09-05,652.665
2001-09-06,651.221
2001-09-07,651.176
2001-09-10,635.132
2001-09-11,644.739
2001-09-12,595.478
2001-09-13,602.738
2001-09-14,629.685
2001-09-17,600.711
2001-09-18,616.666
2001-09-19,627.061
2001-09-20,626.903
2001-09-21,617.079
2001-09-24,612.519
2001-09-25,621.752
2001-09-26,620.2
2001-09-27,612.68
2001-09-28,627.177
2001-10-01,633.469
2001-10-02,639.753
2001-10-03,639.931
2001-10-04,648.002
2001-10-05,648.128
2001-10-08,650.356
2001-10-09,641.277
2001-10-10,637.683
2001-10-11,642.835
2001-10-12,648.001
2001-10-15,648.498
2001-10-16,650.61
2001-10-17,659.005
2001-10-18,650.877
2001-10-19,652.129
2001-10-22,652.013
2001-10-23,654.624
2001-10-24,658.592
2001-10-25,668.95
2001-10-26,666.684
2001-10-29,665.289
2001-10-30,657.626
2001-10-31,654.338
2001-11-01,649.735
2001-11-02,648.745
2001-11-05,649.838
2001-11-06,655.056
2001-11-07,651.258
2001-11-08,649.881
2001-11-09,643.605
2001-11-12,638.649
2001-11-13,626.735
2001-11-14,627.107
2001-11-15,629.432
2001-11-16,629.019
2001-11-19,626.796
2001-11-20,628.394
2001-11-21,625.739
2001-11-22,623.337
2001-11-23,620.417
2001-11-26,631.317
2001-11-27,632.497
2001-11-28,626.347
2001-11-29,618.525
2001-11-30,620.46
2001-12-03,608.972
2001-12-04,604.399
2001-12-05,607.72
2001-12-06,610.809
2001-12-07,598.171
2001-12-10,588.253
2001-12-11,581.459
2001-12-12,589.96
2001-12-13,586.289
2001-12-14,569.746
2001-12-17,555.142
2001-12-18,548.886
2001-12-19,540.714
2001-12-20,548.356
2001-12-21,544.394
2001-12-24,542.695
2001-12-25,542.359
2001-12-26,537.815
2001-12-27,540.935
2001-12-28,552.522
2001-12-31,552.794
2002-01-01,552.794
2002-01-02,548.359
2002-01-03,550.129
2002-01-04,554.947
2002-01-07,554.708
2002-01-08,542.214
2002-01-09,545.035
2002-01-10,539.427
2002-01-11,537.917
2002-01-14,539.555
2002-01-15,533.698
2002-01-16,532.175
2002-01-17,528.872
2002-01-18,538.843
2002-01-21,545.509
2002-01-22,530.537
2002-01-23,526.383
2002-01-24,525.16
2002-01-25,524.811
2002-01-28,530.735
2002-01-29,526.622
2002-01-30,525.973
2002-01-31,522.925
2002-02-01,517.533
2002-02-04,513.8
2002-02-05,501.804
2002-02-06,500.647
2002-02-07,503.432
2002-02-08,502.446
2002-02-11,506.92
2002-02-12,520.935
2002-02-13,524.741
2002-02-14,528.597
2002-02-15,527.043
2002-02-18,527.097
2002-02-19,514.401
2002-02-20,514.613
2002-02-21,522.179
2002-02-22,525.768
2002-02-25,525.305
2002-02-26,524.062
2002-02-27,534.377
2002-02-28,540.148
2002-03-01,546.925
2002-03-04,565.011
2002-03-05,562.501
2002-03-06,566.414
2002-03-07,591.372
2002-03-08,592.638
2002-03-11,606.786
2002-03-12,598.06
2002-03-13,582.72
2002-03-14,584.611
2002-03-15,590.794
2002-03-18,581.092
2002-03-19,586.799
2002-03-20,584.599
2002-03-21,582.228
2002-03-22,573.385
2002-03-25,568.265
2002-03-26,570.443
2002-03-27,577.941
2002-03-28,574.758
2002-03-29,568.187
2002-04-01,561.264
2002-04-02,565.531
2002-04-03,574.345
2002-04-04,583.435
2002-04-05,587.963
2002-04-08,592.11
2002-04-09,586.448
2002-04-10,592.498
2002-04-11,584.258
2002-04-12,578.539
2002-04-15,581.529
2002-04-16,588.82
2002-04-17,593.608
2002-04-18,599.403
2002-04-19,597.389
2002-04-22,606.201
2002-04-23,607.341
2002-04-24,608.311
2002-04-25,614.698
2002-04-26,612.137
2002-04-29,610.97
2002-04-30,604.296
2002-05-01,612.746
2002-05-02,611.516
2002-05-03,616.188
2002-05-06,614.409
2002-05-07,605.509
2002-05-08,604.111
2002-05-09,608.139
2002-05-10,611.629
2002-05-13,607.788
2002-05-14,601.547
2002-05-15,608.979
2002-05-16,617.588
2002-05-17,628.505
2002-05-20,636.068
2002-05-21,648.932
2002-05-22,655.248
2002-05-23,655.496
2002-05-24,659.581
2002-05-27,659.16
2002-05-28,662.716
2002-05-29,660.461
2002-05-30,666.008
2002-05-31,660.389
2002-06-03,666.326
2002-06-04,659.251
2002-06-05,657.918
2002-06-06,653.721
2002-06-07,650.169
2002-06-10,647.205
2002-06-11,643.644
2002-06-12,637.849
2002-06-13,630.21
2002-06-14,625.465
2002-06-17,607.26
2002-06-18,614.363
2002-06-19,603.337
2002-06-20,612.386
2002-06-21,613.484
2002-06-24,616.776
2002-06-25,617.662
2002-06-26,617.202
2002-06-27,614.209
2002-06-28,627.35
2002-07-01,630.656
2002-07-02,630.52
2002-07-03,643.281
2002-07-04,637.72
2002-07-05,641.579
2002-07-08,646.555
2002-07-09,659.11
2002-07-10,654.369
2002-07-11,651.005
2002-07-12,650.81
2002-07-15,646.301
2002-07-16,638.219
2002-07-17,633.799
2002-07-18,644.808
2002-07-19,637.711
2002-07-22,628.816
2002-07-23,624.93
2002-07-24,625.802
2002-07-25,621.725
2002-07-26,597.282
2002-07-29,591.504
2002-07-30,599.993
2002-07-31,597.458
2002-08-01,591.772
2002-08-02,587.935
2002-08-05,586.993
2002-08-06,566.079
2002-08-07,578.636
2002-08-08,575.936
2002-08-09,590.889
2002-08-12,583.612
2002-08-13,580.424
2002-08-14,594.075
2002-08-15,595.642
2002-08-16,595.866
2002-08-19,583.044
2002-08-20,581.514
2002-08-21,581.778
2002-08-22,583.03
2002-08-23,585.145
2002-08-26,593.719
2002-08-27,592.951
2002-08-28,587.997
2002-08-29,576.812
2002-08-30,579.362
2002-09-02,573.349
2002-09-03,563.46
2002-09-04,548.386
2002-09-05,553.062
2002-09-06,544.436
2002-09-09,550.833
2002-09-10,548.153
2002-09-11,547.69
2002-09-12,550.667
2002-09-13,542.019
2002-09-16,536.894
2002-09-17,549.664
2002-09-18,550.243
2002-09-19,558.186
2002-09-20,543.615
2002-09-23,541.353
2002-09-24,538.852
2002-09-25,535.754
2002-09-26,540.083
2002-09-27,546.48
2002-09-30,545.953
2002-10-01,530.854
2002-10-02,522.344
2002-10-03,516.464
2002-10-04,512.467
2002-10-07,487.718
2002-10-08,486.821
2002-10-09,479.508
2002-10-10,475.649
2002-10-11,481.685
2002-10-14,481.375
2002-10-15,493.773
2002-10-16,496.521
2002-10-17,497.616
2002-10-18,500.29
2002-10-21,504.758
2002-10-22,489.964
2002-10-23,492.078
2002-10-24,484.356
2002-10-25,492.397
2002-10-28,493.012
2002-10-29,495.42
2002-10-30,496.256
2002-10-31,492.045
2002-11-01,492.203
2002-11-04,491.319
2002-11-05,504.678
2002-11-06,504.08
2002-11-07,508.485
2002-11-08,506.765
2002-11-11,494.757
2002-11-12,495.067
2002-11-13,488.554
2002-11-14,474.49
2002-11-15,478.901
2002-11-18,465.305
2002-11-19,455.972
2002-11-20,460.815
2002-11-21,470.232
2002-11-22,477.576
2002-11-25,490.12
2002-11-26,487.595
2002-11-27,490.945
2002-11-28,497.344
2002-11-29,502.29
2002-12-02,493.879
2002-12-03,493.693
2002-12-04,484.438
2002-12-05,480.288
2002-12-06,480.649
2002-12-09,477.957
2002-12-10,478.869
2002-12-11,476.576
2002-12-12,475.455
2002-12-13,478.999
2002-12-16,467.01
2002-12-17,469.85
2002-12-18,458.255
2002-12-19,465.1
2002-12-20,465.339
2002-12-23,466.725
2002-12-24,467.894
2002-12-25,468.571
2002-12-26,478.735
2002-12-27,485.944
2002-12-30,489.399
2002-12-31,488.761
2003-01-01,488.761
2003-01-02,484.172
2003-01-03,484.232
2003-01-06,497.622
2003-01-07,488.465
2003-01-08,482.616
2003-01-09,484.841
2003-01-10,483.151
2003-01-13,485.568
2003-01-14,493.908
2003-01-15,498.949
2003-01-16,499.367
2003-01-17,501.699
2003-01-20,501.371
2003-01-21,504.902
2003-01-22,499.906
2003-01-23,507.503
2003-01-24,507.482
2003-01-27,499.001
2003-01-28,495.131
2003-01-29,487.628
2003-01-30,482.472
2003-01-31,478.301
2003-02-03,484.888
2003-02-04,493.195
2003-02-05,495.963
2003-02-06,494.619
2003-02-07,492.45
2003-02-10,490.552
2003-02-11,489.037
2003-02-12,497.154
2003-02-13,498.209
2003-02-14,499.806
2003-02-17,503.231
2003-02-18,509.018
2003-02-19,507.95
2003-02-20,507.219
2003-02-21,500.037
2003-02-24,502.691
2003-02-25,494.58
2003-02-26,495.745
2003-02-27,493.79
2003-02-28,493.282
2003-03-03,499.235
2003-03-04,501.445
2003-03-05,501.626
2003-03-06,499.283
2003-03-07,490.754
2003-03-10,480.984
2003-03-11,475.574
2003-03-12,477.434
2003-03-13,474.262
2003-03-14,473.852
2003-03-17,466.783
2003-03-18,469.973
2003-03-19,467.054
2003-03-20,474.919
2003-03-21,469.856
2003-03-24,488.058
2003-03-25,486.314
2003-03-26,494.385
2003-03-27,497.769
2003-03-28,495.139
2003-03-31,489.164
2003-04-01,490.363
2003-04-02,493.231
2003-04-03,489.057
2003-04-04,490.098
2003-04-07,495.086
2003-04-08,494.244
2003-04-09,493.55
2003-04-10,494.669
2003-04-11,490.71
2003-04-14,490.119
2003-04-15,495.81
2003-04-16,499.012
2003-04-17,503.472
2003-04-18,505.01
2003-04-21,506.853
2003-04-22,503.428
2003-04-23,501.278
2003-04-24,501.978
2003-04-25,496.169
2003-04-28,493.458
2003-04-29,494.159
2003-04-30,504.649
2003-05-01,513.027
2003-05-02,512.878
2003-05-05,514.089
2003-05-06,522.229
2003-05-07,529.49
2003-05-08,525.569
2003-05-09,528.89
2003-05-12,532.987
2003-05-13,535.792
2003-05-14,538.024
2003-05-15,534.802
2003-05-16,537.83
2003-05-19,528.789
2003-05-20,529.939
2003-05-21,527.167
2003-05-22,528.602
2003-05-23,535.045
2003-05-26,535.529
2003-05-27,528.682
2003-05-28,526.072
2003-05-29,532.484
2003-05-30,527.101
2003-06-02,534.832
2003-06-03,534.023
2003-06-04,533.543
2003-06-05,543.356
2003-06-06,541.894
2003-06-09,546.145
2003-06-10,546.926
2003-06-11,548.353
2003-06-12,547.183
2003-06-13,551.688
2003-06-16,550.411
2003-06-17,549.819
2003-06-18,551.604
2003-06-19,551.168
2003-06-20,555.325
2003-06-23,562.215
2003-06-24,553.053
2003-06-25,560.826
2003-06-26,553.973
2003-06-27,562.847
2003-06-30,563.261
2003-07-01,573.338
2003-07-02,584.966
2003-07-03,581.98
2003-07-04,583.997
2003-07-07,591.818
2003-07-08,593.728
2003-07-09,597.991
2003-07-10,597.699
2003-07-11,585.551
2003-07-14,591.812
2003-07-15,594.26
2003-07-16,585.728
2003-07-17,572.574
2003-07-18,573.873
2003-07-21,575.956
2003-07-22,570.226
2003-07-23,582.616
2003-07-24,583.404
2003-07-25,583.265
2003-07-28,588.165
2003-07-29,588.277
2003-07-30,581.62
2003-07-31,577.11
2003-08-01,584.395
2003-08-04,578.521
2003-08-05,571.703
2003-08-06,567.01
2003-08-07,571.775
2003-08-08,569.904
2003-08-11,578.788
2003-08-12,583.065
2003-08-13,588.709
2003-08-14,595.459
2003-08-15,595.653
2003-08-18,603.991
2003-08-19,610.141
2003-08-20,621.198
2003-08-21,626.911
2003-08-22,624.81
2003-08-25,626.009
2003-08-26,628.067
2003-08-27,624.415
2003-08-28,622.308
2003-08-29,633.469
2003-09-01,647.868
2003-09-02,648.16
2003-09-03,651.084
2003-09-04,645.788
2003-09-05,643.677
2003-09-08,646.844
2003-09-09,657.369
2003-09-10,652.344
2003-09-11,643.552
2003-09-12,651.078
2003-09-15,650.413
2003-09-16,661.429
2003-09-17,665.627
2003-09-18,675.567
2003-09-19,686.085
2003-09-22,687.559
2003-09-23,690.365
2003-09-24,682.677
2003-09-25,674.979
2003-09-26,676.184
2003-09-29,677.244
2003-09-30,682.007
2003-10-01,692.575
2003-10-02,705.202
2003-10-03,710.558
2003-10-06,709.488
2003-10-07,719.802
2003-10-08,714.311
2003-10-09,719.548
2003-10-10,732.826
2003-10-13,730.305
2003-10-14,736.944
2003-10-15,738.031
2003-10-16,754.052
2003-10-17,761.382
2003-10-20,764.954
2003-10-21,756.484
2003-10-22,750.543
2003-10-23,708.334
2003-10-24,720.266
2003-10-27,735.952
2003-10-28,743.274
2003-10-29,757.423
2003-10-30,760.445
2003-10-31,748.014
2003-11-03,739.438
2003-11-04,767.227
2003-11-05,754.694
2003-11-06,736.503
2003-11-07,740.01
2003-11-10,746.709
2003-11-11,720.76
2003-11-12,709.807
2003-11-13,718.857
2003-11-14,708.589
2003-11-17,669.518
2003-11-18,670.021
2003-11-19,655.812
2003-11-20,667.574
2003-11-21,670.657
2003-11-24,668.11
2003-11-25,679.106
2003-11-26,694.366
2003-11-27,694.094
2003-11-28,685.818
2003-12-01,696.654
2003-12-02,703.309
2003-12-03,705.858
2003-12-04,704.92
2003-12-05,703.529
2003-12-08,690.388
2003-12-09,688.14
2003-12-10,672.228
2003-12-11,675.356
2003-12-12,683.932
2003-12-15,699.713
2003-12-16,690.781
2003-12-17,683.963
2003-12-18,679.626
2003-12-19,683.906
2003-12-22,689.615
2003-12-23,689.968
2003-12-24,694.287
2003-12-25,698.968
2003-12-26,705.822
2003-12-29,717.247
2003-12-30,727.436
2003-12-31,725.841
2004-01-01,725.841
2004-01-02,726.858
2004-01-05,742.546
2004-01-06,739.502
2004-01-07,742.62
2004-01-08,750.281
2004-01-09,753.765
2004-01-12,753.34
2004-01-13,750.867
2004-01-14,756.088
2004-01-15,750.33
2004-01-16,752.116
2004-01-19,757.647
2004-01-20,761.286
2004-01-21,763.359
2004-01-22,765.911
2004-01-23,767.793
2004-01-26,762.174
2004-01-27,762.402
2004-01-28,755.782
2004-01-29,742.815
2004-01-30,748.315
2004-02-02,756.903
2004-02-03,750.675
2004-02-04,732.06
2004-02-05,732.474
2004-02-06,737.527
2004-02-09,734.041
2004-02-10,733.234
2004-02-11,733.234
2004-02-12,738.362
2004-02-13,741.744
2004-02-16,745.962
2004-02-17,749.412
2004-02-18,743.488
2004-02-19,736.656
2004-02-20,724.249
2004-02-23,734.133
2004-02-24,725.636
2004-02-25,720.559
2004-02-26,722.056
2004-02-27,739.172
2004-03-01,755.669
2004-03-02,752.19
2004-03-03,755.038
2004-03-04,758.461
2004-03-05,758.654
2004-03-08,753.129
2004-03-09,762.721
2004-03-10,762.606
2004-03-11,765.319
2004-03-12,757.853
2004-03-15,770.793
2004-03-16,782.122
2004-03-17,801.273
2004-03-18,810.407
2004-03-19,807.527
2004-03-22,811.042
2004-03-23,810.392
2004-03-24,821.922
2004-03-25,834.325
2004-03-26,847.494
2004-03-29,857.502
2004-03-30,856.695
2004-03-31,882.801
2004-04-01,896.64
2004-04-02,900.828
2004-04-05,900.781
2004-04-06,893.941
2004-04-07,900.367
2004-04-08,898.541
2004-04-09,882.674
2004-04-12,905.293
2004-04-13,907.33
2004-04-14,899.02
2004-04-15,879.446
2004-04-16,886.911
2004-04-19,867.911
2004-04-20,883.116
2004-04-21,880.106
2004-04-22,877.755
2004-04-23,886.012
2004-04-26,891.212
2004-04-27,879.545
2004-04-28,881.751
2004-04-29,879.867
2004-04-30,867.946
2004-05-03,867.635
2004-05-04,871.94
2004-05-05,881.651
2004-05-06,859.652
2004-05-07,828.937
2004-05-10,755.349
2004-05-11,755.979
2004-05-12,785.488
2004-05-13,760.547
2004-05-14,748.473
2004-05-17,711.931
2004-05-18,728.562
2004-05-19,768.648
2004-05-20,765.387
2004-05-21,788.375
2004-05-24,788.163
2004-05-25,785.214
2004-05-26,799.101
2004-05-27,799.832
2004-05-28,814.166
2004-05-31,811.885
2004-06-01,825.204
2004-06-02,818.929
2004-06-03,801.518
2004-06-04,803.031
2004-06-07,828.473
2004-06-08,832.91
2004-06-09,839.607
2004-06-10,847.013
2004-06-11,843.892
2004-06-14,843.905
2004-06-15,845.399
2004-06-16,857.329
2004-06-17,867.509
2004-06-18,863.792
2004-06-21,873.042
2004-06-22,863.209
2004-06-23,863.694
2004-06-24,883.991
2004-06-25,883.283
2004-06-28,896.147
2004-06-29,897.318
2004-06-30,899.579
2004-07-01,907.423
2004-07-02,899.797
2004-07-05,882.047
2004-07-06,867.086
2004-07-07,869.184
2004-07-08,860.293
2004-07-09,876.359
2004-07-12,890.456
2004-07-13,883.569
2004-07-14,866.607
2004-07-15,853.387
2004-07-16,868.5
2004-07-19,871.831
2004-07-20,862.151
2004-07-21,858.785
2004-07-22,852.702
2004-07-23,842.693
2004-07-26,828.282
2004-07-27,802.071
2004-07-28,809.644
2004-07-29,793.545
2004-07-30,810.733
2004-08-02,809.979
2004-08-03,799.872
2004-08-04,786.654
2004-08-05,791.269
2004-08-06,796.527
2004-08-09,789.75
2004-08-10,797.02
2004-08-11,801.589
2004-08-12,803.801
2004-08-13,791.632
2004-08-16,781.851
2004-08-17,784.755
2004-08-18,787.054
2004-08-19,799.434
2004-08-20,805.346
2004-08-23,807.93
2004-08-24,804.598
2004-08-25,808.567
2004-08-26,816.319
2004-08-27,821.602
2004-08-30,819.765
2004-08-31,818.712
2004-09-01,827.551
2004-09-02,831.937
2004-09-03,817.453
2004-09-06,827.325
2004-09-07,831.018
2004-09-08,830.799
2004-09-09,819.895
2004-09-10,818.003
2004-09-13,820.076
2004-09-14,825.637
2004-09-15,808.24
2004-09-16,806.866
2004-09-17,799.679
2004-09-20,801.207
2004-09-21,793.458
2004-09-22,786.917
2004-09-23,789.092
2004-09-24,779.987
2004-09-27,773.33
2004-09-28,765.83
2004-09-29,768.874
2004-09-30,785.121
2004-10-01,794.135
2004-10-04,802.724
2004-10-05,801.903
2004-10-06,808.074
2004-10-07,807.477
2004-10-08,816.404
2004-10-11,820.329
2004-10-12,808.94
2004-10-13,804.006
2004-10-14,792.766
2004-10-15,795.755
2004-10-18,789.879
2004-10-19,800.425
2004-10-20,790.646
2004-10-21,788.316
2004-10-22,793.385
2004-10-25,787.939
2004-10-26,785.542
2004-10-27,788.605
2004-10-28,799.822
2004-10-29,795.593
2004-11-01,786.934
2004-11-02,798.29
2004-11-03,798.908
2004-11-04,805.504
2004-11-05,815.487
2004-11-08,810.131
2004-11-09,810.336
2004-11-10,804.063
2004-11-11,799.322
2004-11-12,816.269
2004-11-15,832.027
2004-11-16,829.964
2004-11-17,836.287
2004-11-18,832.366
2004-11-19,839.863
2004-11-22,823.44
2004-11-23,820.935
2004-11-24,829.643
2004-11-25,833.168
2004-11-26,829.636
2004-11-29,838.824
2004-11-30,834.582
2004-12-01,826.225
2004-12-02,832.836
2004-12-03,838.966
2004-12-06,837.054
2004-12-07,830.263
2004-12-08,812.537
2004-12-09,801.128
2004-12-10,795.416
2004-12-13,796.575
2004-12-14,795.661
2004-12-15,807.633
2004-12-16,807.089
2004-12-17,814.194
2004-12-20,822.47
2004-12-21,822.38
2004-12-22,830.641
2004-12-23,834.409
2004-12-24,841.298
2004-12-27,845.781
2004-12-28,851.437
2004-12-29,848.279
2004-12-30,865.088
2004-12-31,869.858
2005-01-03,866.433
2005-01-04,858.924
2005-01-05,860.318
2005-01-06,855.309
2005-01-07,860.714
2005-01-10,863.803
2005-01-11,877.979
2005-01-12,886.033
2005-01-13,883.358
2005-01-14,887.321
2005-01-17,902.12
2005-01-18,893.851
2005-01-19,896.514
2005-01-20,882.562
2005-01-21,882.719
2005-01-24,893.236
2005-01-25,883.184
2005-01-26,897.887
2005-01-27,894.945
2005-01-28,889.797
2005-01-31,899.219
2005-02-01,894.234
2005-02-02,903.45
2005-02-03,895.972
2005-02-04,899.571
2005-02-07,898.173
2005-02-08,886.172
2005-02-09,885.684
2005-02-10,887.86
2005-02-11,887.104
2005-02-14,894.194
2005-02-15,895.21
2005-02-16,880.934
2005-02-17,876.943
2005-02-18,876.219
2005-02-21,882.373
2005-02-22,890.139
2005-02-23,879.494
2005-02-24,881.915
2005-02-25,891.115
2005-02-28,909.162
2005-03-01,912.532
2005-03-02,913.03
2005-03-03,912.483
2005-03-04,919.443
2005-03-07,915.422
2005-03-08,918.872
2005-03-09,926.513
2005-03-10,921.631
2005-03-11,929.829
2005-03-14,922.823
2005-03-15,924.472
2005-03-16,929.996
2005-03-17,923.418
2005-03-18,929.506
2005-03-21,928.002
2005-03-22,931.799
2005-03-23,916.848
2005-03-24,910.944
2005-03-25,910.969
2005-03-28,909.764
2005-03-29,892.919
2005-03-30,884.49
2005-03-31,901.402
2005-04-01,902.37
2005-04-04,892.266
2005-04-05,895.794
2005-04-06,895.749
2005-04-07,899.236
2005-04-08,902.002
2005-04-11,899.58
2005-04-12,887.208
2005-04-13,894.552
2005-04-14,880.848
2005-04-15,873.376
2005-04-18,838.815
2005-04-19,860.827
2005-04-20,868.273
2005-04-21,859.363
2005-04-22,883.099
2005-04-25,886.531
2005-04-26,882.635
2005-04-27,883.669
2005-04-28,883.205
2005-04-29,892.128
2005-05-02,892.647
2005-05-03,892.519
2005-05-04,899.925
2005-05-05,898.546
2005-05-06,907.693
2005-05-09,905.684
2005-05-10,904.192
2005-05-11,900.292
2005-05-12,889.584
2005-05-13,880.666
2005-05-16,867.022
2005-05-17,849.646
2005-05-18,851.361
2005-05-19,863.543
2005-05-20,858.454
2005-05-23,869.21
2005-05-24,866.305
2005-05-25,850.082
2005-05-26,845.101
2005-05-27,852.525
2005-05-30,862.542
2005-05-31,872.404
2005-06-01,870.66
2005-06-02,870.344
2005-06-03,879.122
2005-06-06,884.975
2005-06-07,884.534
2005-06-08,886.961
2005-06-09,872.99
2005-06-10,875.375
2005-06-13,867.144
2005-06-14,866.275
2005-06-15,871.757
2005-06-16,877.179
2005-06-17,885.818
2005-06-20,885.685
2005-06-21,892.26
2005-06-22,892.671
2005-06-23,893.396
2005-06-24,891.008
2005-06-27,885.489
2005-06-28,892.274
2005-06-29,891.743
2005-06-30,886.122
2005-07-01,882.759
2005-07-04,889.394
2005-07-05,884.455
2005-07-06,883.995
2005-07-07,882.019
2005-07-08,878.505
2005-07-11,887.286
2005-07-12,896.348
2005-07-13,888.593
2005-07-14,891.027
2005-07-15,890.438
2005-07-18,894.422
2005-07-19,885.273
2005-07-20,882.114
2005-07-21,905.351
2005-07-22,898.781
2005-07-25,899.161
2005-07-26,893.689
2005-07-27,898.399
2005-07-28,899.036
2005-07-29,904.28
2005-08-01,906.37
2005-08-02,906.823
2005-08-03,903.035
2005-08-04,892.879
2005-08-05,873.291
2005-08-08,877.852
2005-08-09,892.285
2005-08-10,915.157
2005-08-11,926.381
2005-08-12,927.8
2005-08-15,931.287
2005-08-16,938.843
2005-08-17,936.323
2005-08-18,932.938
2005-08-19,927.946
2005-08-22,944.403
2005-08-23,942.935
2005-08-24,940.622
2005-08-25,938.746
2005-08-26,946.595
2005-08-29,932.616
2005-08-30,930.445
2005-08-31,933.992
2005-09-01,948.606
2005-09-02,954.7
2005-09-05,963.825
2005-09-06,953.881
2005-09-07,948.118
2005-09-08,937.223
2005-09-09,953.463
2005-09-12,961.151
2005-09-13,958.331
2005-09-14,966.997
2005-09-15,974.851
2005-09-16,968.155
2005-09-19,968.764
2005-09-20,977.463
2005-09-21,976.965
2005-09-22,972.846
2005-09-23,967.381
2005-09-26,983.367
2005-09-27,970.044
2005-09-28,980.623
2005-09-29,988.863
2005-09-30,983.589
2005-10-03,979.351
2005-10-04,989.039
2005-10-05,984.803
2005-10-06,967.625
2005-10-07,964.418
2005-10-10,960.537
2005-10-11,977.922
2005-10-12,983.318
2005-10-13,978.606
2005-10-14,982.659
2005-10-17,977.638
2005-10-18,964.847
2005-10-19,960.8
2005-10-20,967.847
2005-10-21,967.816
2005-10-24,969.706
2005-10-25,985.693
2005-10-26,986.597
2005-10-27,1003.839
2005-10-28,1002.037
2005-10-31,1011.689
2005-11-01,1025.669
2005-11-02,1025.221
2005-11-03,1022.596
2005-11-04,1023.206
2005-11-07,1030.342
2005-11-08,1031.367
