Date,ISRAEL LARGE GROWTH Large Cap
2022-05-31,1086.844
2022-06-30,1013.436
2022-07-29,1050.595
2022-08-31,1081.074
2022-09-30,963.617
2022-10-31,1042.611
2022-11-30,1032.924
2022-12-30,999.792
2023-01-31,1046.425
2023-02-28,1023.14
2023-03-31,1069.361
2023-04-28,1006.997
2023-05-31,976.661
2023-06-30,987.299
2023-07-31,1044.784
2023-08-31,1006.376
2023-09-29,996.58
2023-10-31,1003.833
2023-11-30,1091.692
2023-12-29,1142.463
2024-01-31,1188.374
2024-02-29,1199.515
2024-03-29,1226.359
2024-04-30,1117.265
2024-05-31,1125.34
2024-06-28,1233.762
2024-07-31,1371.719
2024-08-30,1439.388
2024-09-30,1441.706
2024-10-31,1295.151
2024-11-29,1360.876
2024-12-31,1396.02
2025-01-31,1630.21
2025-02-28,1646.959
2025-03-31,1704.236
2025-04-30,1641.725
2025-05-30,1711.414
2025-06-30,1654.362
2025-07-31,1392.281
2025-08-29,1444.174
2025-09-30,1547.137
2025-10-31,1463.166
2025-11-28,1396.543
2025-12-31,1387.496
