Date,ITALY MID GROWTH Mid Cap
2004-10-19,461.622
2004-10-20,460.161
2004-10-21,462.089
2004-10-22,463.365
2004-10-25,460.925
2004-10-26,464.286
2004-10-27,467.957
2004-10-28,467.71
2004-10-29,466.648
2004-11-01,470.614
2004-11-02,471.812
2004-11-03,476.348
2004-11-04,477.949
2004-11-05,481.536
2004-11-08,483.983
2004-11-09,483.001
2004-11-10,483.502
2004-11-11,488.248
2004-11-12,490.039
2004-11-15,489.21
2004-11-16,488.759
2004-11-17,497.922
2004-11-18,497.111
2004-11-19,496.764
2004-11-22,496.832
2004-11-23,498.689
2004-11-24,502.666
2004-11-25,509.109
2004-11-26,508.577
2004-11-29,509.338
2004-11-30,508.035
2004-12-01,510.573
2004-12-02,511.587
2004-12-03,516.31
2004-12-06,519.682
2004-12-07,522.932
2004-12-08,515.99
2004-12-09,512.242
2004-12-10,512.89
2004-12-13,519.544
2004-12-14,519.023
2004-12-15,526.017
2004-12-16,521.749
2004-12-17,519.946
2004-12-20,532.21
2004-12-21,533.014
2004-12-22,536.068
2004-12-23,543.266
2004-12-24,544.674
2004-12-27,547.771
2004-12-28,548.506
2004-12-29,549.008
2004-12-30,551.255
2004-12-31,549.738
2005-01-03,545.338
2005-01-04,542.061
2005-01-05,540.187
2005-01-06,540.381
2005-01-07,536.045
2005-01-10,538.078
2005-01-11,530.11
2005-01-12,533.182
2005-01-13,533.12
2005-01-14,534.543
2005-01-17,535.848
2005-01-18,531.459
2005-01-19,533.825
2005-01-20,529.067
2005-01-21,531.745
2005-01-24,532.369
2005-01-25,533.976
2005-01-26,537.372
2005-01-27,533.98
2005-01-28,533.019
2005-01-31,540.877
2005-02-01,542.626
2005-02-02,543.114
2005-02-03,539.009
2005-02-04,542.702
2005-02-07,540.983
2005-02-08,542.888
2005-02-09,543.011
2005-02-10,547.477
2005-02-11,549.199
2005-02-14,555.113
2005-02-15,555.275
2005-02-16,550.192
2005-02-17,553.736
2005-02-18,553.766
2005-02-21,550.172
2005-02-22,551.63
2005-02-23,547.723
2005-02-24,548.855
2005-02-25,556.585
2005-02-28,562.637
2005-03-01,562.965
2005-03-02,558.119
2005-03-03,560.036
2005-03-04,570.379
2005-03-07,568.819
2005-03-08,570.524
2005-03-09,568.077
2005-03-10,564.993
2005-03-11,564.866
2005-03-14,562.351
2005-03-15,560.109
2005-03-16,557.509
2005-03-17,554.418
2005-03-18,558.938
2005-03-21,558.34
2005-03-22,558.094
2005-03-23,549.534
2005-03-24,549.476
2005-03-25,549.476
2005-03-28,545.62
2005-03-29,549.55
2005-03-30,556.097
2005-03-31,559.196
2005-04-01,561.539
2005-04-04,556.243
2005-04-05,556.048
2005-04-06,559.347
2005-04-07,568.26
2005-04-08,563.582
2005-04-11,568.866
2005-04-12,562.74
2005-04-13,566.809
2005-04-14,563.854
2005-04-15,557.256
2005-04-18,550.964
2005-04-19,554.374
2005-04-20,551.706
2005-04-21,559.459
2005-04-22,563.248
2005-04-25,559.671
2005-04-26,554.092
2005-04-27,549.67
2005-04-28,544.929
2005-04-29,545.103
2005-05-02,548.419
2005-05-03,550.733
2005-05-04,554.742
2005-05-05,558.265
2005-05-06,554.093
2005-05-09,553.058
2005-05-10,547.941
2005-05-11,551.619
2005-05-12,550.214
2005-05-13,550.177
2005-05-16,551.169
2005-05-17,545.462
2005-05-18,554.153
2005-05-19,554.666
2005-05-20,550.29
2005-05-23,553.362
2005-05-24,551.797
2005-05-25,553.843
2005-05-26,554.67
2005-05-27,554.546
2005-05-30,553.981
2005-05-31,545.875
2005-06-01,545.394
2005-06-02,549.807
2005-06-03,547.017
2005-06-06,546.808
2005-06-07,548.382
2005-06-08,550.337
2005-06-09,548.617
2005-06-10,545.668
2005-06-13,544.27
2005-06-14,544.422
2005-06-15,547.604
2005-06-16,550.669
2005-06-17,559.849
2005-06-20,553.642
2005-06-21,554.456
2005-06-22,552.654
2005-06-23,548.188
2005-06-24,545.023
2005-06-27,545.515
2005-06-28,545.337
2005-06-29,547.507
2005-06-30,551.698
2005-07-01,547.373
2005-07-04,544.426
2005-07-05,543.611
2005-07-06,544.49
2005-07-07,535.398
2005-07-08,543.375
2005-07-11,551.291
2005-07-12,558.238
2005-07-13,556.149
2005-07-14,558.067
2005-07-15,554.108
2005-07-18,558.15
2005-07-19,561.14
2005-07-20,563.491
2005-07-21,568.618
2005-07-22,569.559
2005-07-25,565.535
2005-07-26,562.348
2005-07-27,564.127
2005-07-28,566.863
2005-07-29,566.008
2005-08-01,572.445
2005-08-02,578.102
2005-08-03,581.639
2005-08-04,578.545
2005-08-05,575.801
2005-08-08,580.96
2005-08-09,582.065
2005-08-10,585.352
2005-08-11,585.789
2005-08-12,582.765
2005-08-15,579.648
2005-08-16,575.1
2005-08-17,570.672
2005-08-18,561.109
2005-08-19,564.473
2005-08-22,570.155
2005-08-23,565.883
2005-08-24,571.075
2005-08-25,570.785
2005-08-26,566.594
2005-08-29,563.587
2005-08-30,559.34
2005-08-31,569.01
2005-09-01,578.711
2005-09-02,583.949
2005-09-05,587.143
2005-09-06,587.551
2005-09-07,587.404
2005-09-08,585.886
2005-09-09,588.379
2005-09-12,583.474
2005-09-13,581.978
2005-09-14,586.018
2005-09-15,581.042
2005-09-16,584.529
2005-09-19,579.158
2005-09-20,584.049
2005-09-21,586.38
2005-09-22,580.59
2005-09-23,576.339
2005-09-26,581.046
2005-09-27,581.984
2005-09-28,589.458
2005-09-29,590.048
2005-09-30,591.672
2005-10-03,588.394
2005-10-04,595.217
2005-10-05,590.231
2005-10-06,592.19
2005-10-07,586.504
2005-10-10,582.318
2005-10-11,576.434
2005-10-12,572.88
2005-10-13,564.173
2005-10-14,573.423
2005-10-17,571.065
2005-10-18,561.536
2005-10-19,554.537
2005-10-20,553.133
2005-10-21,558.014
2005-10-24,560.34
2005-10-25,565.564
2005-10-26,564.271
2005-10-27,558.895
2005-10-28,557.984
2005-10-31,561.428
2005-11-01,566.437
2005-11-02,573.693
2005-11-03,576.853
2005-11-04,563.76
2005-11-07,567.529
2005-11-08,563.557
2005-11-09,566.096
