Date,ITALY MID GROWTH Mid Cap
2010-05-31,448.445
2010-06-30,442.844
2010-07-30,517.803
2010-08-31,461.062
2010-09-30,529.379
2010-10-29,568.145
2010-11-30,489.763
2010-12-31,542.884
2011-01-31,568.846
2011-02-28,574.625
2011-03-31,599.795
2011-04-29,673.144
2011-05-31,637.123
2011-06-30,612.865
2011-07-29,551.034
2011-08-31,487.804
2011-09-30,438.736
2011-10-31,479.102
2011-11-30,448.691
2011-12-30,416.442
2012-01-31,461.456
2012-02-29,478.315
2012-03-30,482.531
2012-04-30,440.052
2012-05-31,381.246
2012-06-29,408.62
2012-07-31,403.798
2012-08-31,436.649
2012-09-28,448.605
2012-10-31,462.389
2012-11-30,452.936
2012-12-31,468.572
2013-01-31,530.369
2013-02-28,497.833
2013-03-29,472.189
2013-04-30,494.926
2013-05-31,596.312
2013-06-28,536.243
2013-07-31,596.047
2013-08-30,591.361
2013-09-30,637.926
2013-10-31,650.43
2013-11-29,673.822
2013-12-31,680.772
2014-01-31,701.511
2014-02-28,758.125
2014-03-31,802.515
2014-04-30,829.046
2014-05-30,786.896
2014-06-30,728.619
2014-07-31,683.676
2014-08-29,660.256
2014-09-30,628.061
2014-10-31,579.247
2014-11-28,601.532
2014-12-31,543.245
2015-01-30,560.47
2015-02-27,648.803
2015-03-31,663.069
2015-04-30,666.473
2015-05-29,677.653
2015-06-30,655.215
2015-07-31,685.504
2015-08-31,656.172
2015-09-30,610.634
2015-10-30,647.497
2015-11-30,620.898
2015-12-31,600.902
2016-01-29,446.532
2016-02-29,417.581
2016-03-31,459.823
2016-04-29,485.207
2016-05-31,457.695
2016-06-30,418.083
2016-07-29,445.256
2016-08-31,459.449
2016-09-30,457.258
2016-10-31,482.992
2016-11-30,497.986
2016-12-30,537.483
2017-01-31,556.591
2017-02-28,574.723
2017-03-31,608.901
2017-04-28,654.378
2017-05-31,689.529
2017-06-30,690.998
2017-07-31,762.78
2017-08-31,813.417
2017-09-29,879.569
2017-10-31,891.352
2017-11-30,844.554
2017-12-29,839.266
2018-01-31,912.395
2018-02-28,854.397
2018-03-30,830.686
2018-04-30,838.798
2018-05-31,818.745
2018-06-29,806.498
2018-07-31,823.464
2018-08-31,819.88
2018-09-28,820.772
2018-10-31,707.905
2018-11-30,679.448
2018-12-31,650.467
2019-01-31,738.379
2019-02-28,767.779
2019-03-29,778.564
2019-04-30,806.843
2019-05-31,755.99
2019-06-28,852.818
2019-07-31,839.428
2019-08-30,835.161
2019-09-30,823.962
2019-10-31,864.751
2019-11-29,896.891
2019-12-31,903.394
2020-01-31,890.688
2020-02-28,821.412
2020-03-31,687.491
2020-04-30,750.143
2020-05-29,779.074
2020-06-30,822.778
2020-07-31,864.485
2020-08-31,880.123
2020-09-30,898.837
2020-10-30,860.576
2020-11-30,1004.325
2020-12-31,1080.669
2021-01-29,1024.924
2021-02-26,1082.08
2021-03-31,1053.578
2021-04-30,1091.494
2021-05-31,1187.873
2021-06-30,1197.947
2021-07-30,1215.22
2021-08-31,1224.793
2021-09-30,1182.063
2021-10-29,1242.974
2021-11-30,1195.629
2021-12-31,1256.296
2022-01-31,1107.625
2022-02-28,1067.119
2022-03-31,1089.025
2022-04-29,1032.259
2022-05-31,1024.159
2022-06-30,896.188
2022-07-29,966.636
2022-08-31,896.068
2022-09-30,843.862
2022-10-31,899.976
2022-11-30,1009.812
2022-12-30,1034.461
2023-01-31,1118.647
2023-02-28,1086.183
2023-03-31,1097.792
2023-04-28,1115.557
2023-05-31,1033.941
2023-06-30,1094.471
2023-07-31,1132.489
2023-08-31,1072.058
2023-09-29,977.52
2023-10-31,912.309
2023-11-30,996.563
2023-12-29,1090.851
2024-01-31,1066.103
2024-02-29,1128.923
2024-03-29,1152.859
2024-04-30,1131.698
2024-05-31,1210.744
2024-06-28,1146.962
2024-07-31,1178.081
2024-08-30,1211.943
2024-09-30,1221.794
2024-10-31,1134.081
2024-11-29,1068.934
2024-12-31,1069.403
2025-01-31,1197.828
2025-02-28,1214.475
2025-03-31,1205.723
2025-04-30,1265.643
2025-05-30,1404.392
