Date,ITALY VALUE Standard (Large+Mid Cap)
1985-01-31,125.444
1985-02-28,123.21
1985-03-29,128.709
1985-04-30,131.32
1985-05-31,143.245
1985-06-28,165.792
1985-07-31,183.055
1985-08-30,194.119
1985-09-30,215.628
1985-10-31,222.713
1985-11-29,241.353
1985-12-31,260.814
1986-01-31,280.633
1986-02-28,374.754
1986-03-31,436.776
1986-04-30,468.2
1986-05-30,439.199
1986-06-30,403.923
1986-07-31,461.347
1986-08-29,510.053
1986-09-30,458.91
1986-10-31,447.95
1986-11-28,443.267
1986-12-31,453.119
1987-01-30,456.311
1987-02-27,445.478
1987-03-31,466.561
1987-04-30,507.061
1987-05-29,441.095
1987-06-30,427.006
1987-07-31,423.909
1987-08-31,403.236
1987-09-30,408.305
1987-10-30,353.293
1987-11-30,358.846
1987-12-31,337.982
1988-01-29,311.948
1988-02-29,337.797
1988-03-31,353.147
1988-04-29,350.396
1988-05-31,313.632
1988-06-30,330.296
1988-07-29,344.008
1988-08-31,326.569
1988-09-30,345.629
1988-10-31,391.839
1988-11-30,392.069
1988-12-30,394.627
1989-01-31,390.004
1989-02-28,382.445
1989-03-31,387.158
1989-04-28,397.518
1989-05-31,384.221
1989-06-30,427.283
1989-07-31,472.838
1989-08-31,485.927
1989-09-29,474.192
1989-10-31,432.649
1989-11-30,457.47
1989-12-29,492.609
1990-01-31,499.257
1990-02-28,481.28
1990-03-30,503.713
1990-04-30,513.113
1990-05-31,538.924
1990-06-29,540.844
1990-07-31,540.199
1990-08-31,448.223
1990-09-28,388.069
1990-10-31,403.009
1990-11-30,368.108
1990-12-31,381.945
1991-01-31,361.121
1991-02-28,417.29
1991-03-29,375.968
1991-04-30,360.856
1991-05-31,390.686
1991-06-28,366.784
1991-07-31,374.721
1991-08-30,366.424
1991-09-30,362.709
1991-10-31,354.199
1991-11-29,362.099
1991-12-31,370.804
1992-01-31,380.004
1992-02-28,374.232
1992-03-31,359.514
1992-04-30,364.456
1992-05-29,373.721
1992-06-30,363.304
1992-07-31,317.736
1992-08-31,320.095
1992-09-30,261.412
1992-10-30,310.631
1992-11-30,294.046
1992-12-31,289.415
1993-01-29,310.957
1993-02-26,322.757
1993-03-31,296.337
1993-04-30,362.6
1993-05-31,367.366
1993-06-30,365.156
1993-07-30,374.979
1993-08-31,435.841
1993-09-30,398.383
1993-10-29,386.996
1993-11-30,359.56
1993-12-31,407.738
1994-01-31,450.227
1994-02-28,456.878
1994-03-31,533.794
1994-04-29,608.502
1994-05-31,560.849
1994-06-30,531.936
1994-07-29,554.317
1994-08-31,532.04
1994-09-30,529.063
1994-10-31,495.095
1994-11-30,459.666
1994-12-30,469.886
1995-01-31,513.848
1995-02-28,469.124
1995-03-31,436.277
1995-04-28,480.238
1995-05-31,480.801
1995-06-30,454.036
1995-07-31,493.712
1995-08-31,473.893
1995-09-29,472.118
1995-10-31,434.412
1995-11-30,399.907
1995-12-29,444.257
1996-01-31,468.665
1996-02-29,461.374
1996-03-29,446.293
1996-04-30,512.344
1996-05-31,517.845
1996-06-28,518.028
1996-07-31,478.194
1996-08-30,486.963
1996-09-30,501.926
1996-10-31,478.727
1996-11-29,509.683
1996-12-31,523.071
1997-01-31,586.788
1997-02-28,534.912
1997-03-31,547.007
1997-04-30,551.551
1997-05-30,552.886
1997-06-30,606.137
1997-07-31,640.605
1997-08-29,627.964
1997-09-30,725.958
1997-10-31,685.017
1997-11-28,696.273
1997-12-31,750.911
1998-01-30,841.888
1998-02-27,897.834
1998-03-31,1120.25
1998-04-30,1081.079
1998-05-29,1152.14
1998-06-30,1066.636
1998-07-31,1174.558
1998-08-31,978.164
1998-09-30,960.058
1998-10-30,1014.547
1998-11-30,1124.634
1998-12-31,1196.443
1999-01-29,1082.322
1999-02-26,1074.372
1999-03-31,1156.513
1999-04-30,1136.107
1999-05-31,1067.614
1999-06-30,1035.838
1999-07-30,1013.554
1999-08-31,1028.994
1999-09-30,1074.045
1999-10-29,1027.798
1999-11-30,970.867
1999-12-31,991.742
2000-01-31,877.315
2000-02-29,931.456
2000-03-31,934.659
2000-04-28,929.113
2000-05-31,980.095
2000-06-30,1078.919
2000-07-31,1042.692
2000-08-31,1061.807
2000-09-29,998.901
2000-10-31,1011.19
2000-11-30,1059.759
2000-12-29,1118.206
2001-01-31,1131.937
2001-02-28,1066.024
2001-03-30,992.186
2001-04-30,1037.663
2001-05-31,1000.475
2001-06-29,967.53
2001-07-31,979.041
2001-08-31,1012.209
2001-09-28,879.939
2001-10-31,882.574
2001-11-30,885.115
2001-12-31,907.586
2002-01-31,910.818
2002-02-28,911.905
2002-03-29,991.543
2002-04-30,1026.178
2002-05-31,1007.495
2002-06-28,1041.908
2002-07-31,904.415
2002-08-30,926.72
2002-09-30,806.583
2002-10-31,828.661
2002-11-29,903.999
2002-12-31,916.025
2003-01-31,898.736
2003-02-28,914.735
2003-03-31,853.045
2003-04-30,956.655
2003-05-30,1080.229
2003-06-30,1059.484
2003-07-31,1054.888
2003-08-29,1042.754
2003-09-30,1079.242
2003-10-31,1125.303
2003-11-28,1215.16
2003-12-31,1280.682
2004-01-30,1304.157
2004-02-27,1347.96
2004-03-31,1344.598
2004-04-30,1365.773
2004-05-31,1375.251
2004-06-30,1420.257
2004-07-30,1404.733
2004-08-31,1402.209
2004-09-30,1492.78
2004-10-29,1565.407
2004-11-30,1705.668
2004-12-31,1814.3
2005-01-31,1763.167
2005-02-28,1831.205
2005-03-31,1835.847
2005-04-29,1759.26
2005-05-31,1748.63
2005-06-30,1782.936
2005-07-29,1872.031
2005-08-31,1917.919
2005-09-30,1944.848
2005-10-31,1813.245
2005-11-30,1873.067
2005-12-30,1954.788
2006-01-31,2063.922
2006-02-28,2036.227
2006-03-31,2083.393
2006-04-28,2183.275
2006-05-31,2213.806
2006-06-30,2234.921
2006-07-31,2256.136
2006-08-31,2297.552
2006-09-29,2299.375
2006-10-31,2413.491
2006-11-30,2562.428
2006-12-29,2596.663
2007-01-31,2585.36
2007-02-28,2547.816
2007-03-30,2605.302
2007-04-30,2777.798
2007-05-31,2782.161
2007-06-29,2771.123
2007-07-31,2674.496
2007-08-31,2654.928
2007-09-28,2754.633
2007-10-31,2827.599
2007-11-30,2813.832
2007-12-31,2773.657
2008-01-31,2506.879
2008-02-29,2500.597
2008-03-31,2401.449
2008-04-30,2596.943
2008-05-30,2653.315
2008-06-30,2373.274
2008-07-31,2262.981
2008-08-29,2158.987
2008-09-30,1796.278
2008-10-31,1414.034
2008-11-28,1353.036
2008-12-31,1436.92
2009-01-30,1249.993
2009-02-27,1090.097
2009-03-31,1153.503
2009-04-30,1376.967
2009-05-29,1559.669
2009-06-30,1501.17
2009-07-31,1624.738
2009-08-31,1795.749
2009-09-30,1925.4
2009-10-30,1814.523
2009-11-30,1831.901
2009-12-31,1838.609
2010-01-29,1673.714
2010-02-26,1582.019
2010-03-31,1694.422
2010-04-30,1579.04
2010-05-31,1341.577
2010-06-30,1338.755
2010-07-30,1553.674
2010-08-31,1446.459
2010-09-30,1606.652
2010-10-29,1698.923
2010-11-30,1409.246
2010-12-31,1509.253
2011-01-31,1692.938
2011-02-28,1746.593
2011-03-31,1730.643
2011-04-29,1884.198
2011-05-31,1749.478
2011-06-30,1710.782
2011-07-29,1532.533
2011-08-31,1317.941
2011-09-30,1200.957
2011-10-31,1361.33
2011-11-30,1248.679
2011-12-30,1200.973
2012-01-31,1269.644
2012-02-29,1331.377
2012-03-30,1291.716
2012-04-30,1171.055
2012-05-31,996.145
2012-06-29,1164.734
2012-07-31,1079.853
2012-08-31,1215.472
2012-09-28,1252.047
2012-10-31,1299.626
2012-11-30,1330.395
2012-12-31,1390.152
2013-01-31,1541.212
2013-02-28,1321.252
2013-03-29,1230.448
2013-04-30,1399.89
2013-05-31,1415.662
2013-06-28,1261.045
2013-07-31,1371.982
2013-08-30,1394.402
2013-09-30,1504.597
2013-10-31,1711.805
2013-11-29,1682.687
2013-12-31,1693.634
2014-01-31,1693.085
2014-02-28,1824.632
2014-03-31,1919.754
2014-04-30,1960.619
2014-05-30,1955.063
2014-06-30,2010.438
2014-07-31,1907.238
2014-08-29,1855.704
2014-09-30,1827.642
2014-10-31,1733.951
2014-11-28,1709.925
2014-12-31,1562.695
2015-01-30,1563.278
2015-02-27,1657.211
2015-03-31,1602.306
2015-04-30,1691.792
2015-05-29,1691.185
2015-06-30,1638.22
2015-07-31,1687.08
2015-08-31,1603.384
2015-09-30,1565.936
2015-10-30,1637.571
2015-11-30,1599.085
2015-12-31,1533.175
2016-01-29,1380.788
2016-02-29,1331.648
2016-03-31,1441.249
2016-04-29,1488.49
2016-05-31,1442.07
2016-06-30,1355.614
2016-07-29,1392.056
2016-08-31,1381.7
2016-09-30,1350.892
2016-10-31,1354.074
2016-11-30,1287.431
2016-12-30,1470.119
2017-01-31,1420.991
2017-02-28,1413.425
2017-03-31,1556.472
2017-04-28,1587.075
2017-05-31,1682.885
2017-06-30,1711.953
2017-07-31,1838.821
2017-08-31,1854.325
2017-09-29,1917.712
2017-10-31,1870.533
2017-11-30,1905.804
2017-12-29,1865.347
2018-01-31,2087.222
2018-02-28,1970.69
2018-03-30,1989.999
2018-04-30,2115.0
2018-05-31,1828.539
2018-06-29,1845.435
2018-07-31,1934.769
2018-08-31,1705.963
2018-09-28,1759.82
2018-10-31,1626.194
2018-11-30,1666.106
2018-12-31,1624.915
2019-01-31,1736.706
2019-02-28,1817.27
2019-03-29,1857.739
2019-04-30,1885.78
2019-05-31,1733.341
2019-06-28,1890.884
2019-07-31,1870.299
2019-08-30,1850.241
2019-09-30,1931.885
2019-10-31,2010.879
2019-11-29,2007.585
2019-12-31,2074.911
2020-01-31,2024.861
2020-02-28,1894.096
2020-03-31,1420.323
2020-04-30,1430.386
2020-05-29,1518.326
2020-06-30,1655.9
2020-07-31,1713.372
2020-08-31,1772.298
2020-09-30,1646.469
2020-10-30,1516.928
2020-11-30,1972.291
2020-12-31,2005.684
2021-01-29,1953.048
2021-02-26,2080.569
2021-03-31,2210.411
2021-04-30,2202.032
2021-05-31,2334.532
2021-06-30,2236.155
2021-07-30,2248.199
2021-08-31,2270.68
2021-09-30,2193.768
2021-10-29,2310.523
2021-11-30,2131.227
2021-12-31,2314.385
2022-01-31,2367.323
2022-02-28,2256.465
2022-03-31,2146.535
2022-04-29,1979.682
2022-05-31,2107.116
2022-06-30,1778.819
2022-07-29,1779.051
2022-08-31,1716.305
2022-09-30,1597.576
2022-10-31,1812.326
2022-11-30,2076.056
2022-12-30,2063.72
2023-01-31,2365.808
2023-02-28,2395.106
2023-03-31,2403.141
2023-04-28,2545.584
2023-05-31,2359.826
2023-06-30,2638.347
2023-07-31,2853.005
2023-08-31,2740.111
2023-09-29,2669.214
2023-10-31,2653.943
2023-11-30,2923.887
2023-12-29,3032.115
2024-01-31,3028.305
2024-02-29,3130.315
2024-03-29,3394.278
2024-04-30,3299.471
2024-05-31,3483.118
2024-06-28,3293.617
2024-07-31,3411.852
2024-08-30,3518.87
2024-09-30,3525.733
2024-10-31,3446.489
2024-11-29,3343.339
2024-12-31,3366.983
2025-01-31,3647.373
2025-02-28,3885.474
2025-03-31,4079.628
2025-04-30,4258.198
2025-05-30,4599.279
2025-06-30,4738.849
2025-07-31,4840.113
