Date,ITALY VALUE Standard (Large+Mid Cap)
2002-02-04,906.704
2002-02-05,895.058
2002-02-06,886.925
2002-02-07,885.427
2002-02-08,892.715
2002-02-11,893.987
2002-02-12,891.55
2002-02-13,900.182
2002-02-14,907.183
2002-02-15,902.624
2002-02-18,894.462
2002-02-19,881.918
2002-02-20,881.073
2002-02-21,887.471
2002-02-22,884.265
2002-02-25,886.722
2002-02-26,888.962
2002-02-27,911.66
2002-02-28,911.905
2002-03-01,914.886
2002-03-04,934.107
2002-03-05,931.22
2002-03-06,942.249
2002-03-07,941.49
2002-03-08,954.022
2002-03-11,958.649
2002-03-12,951.358
2002-03-13,964.964
2002-03-14,974.642
2002-03-15,985.316
2002-03-18,971.444
2002-03-19,980.876
2002-03-20,974.771
2002-03-21,972.591
2002-03-22,974.607
2002-03-25,958.299
2002-03-26,962.757
2002-03-27,966.662
2002-03-28,991.543
2002-03-29,991.543
2002-04-01,999.669
2002-04-02,1005.661
2002-04-03,1008.939
2002-04-04,994.733
2002-04-05,992.398
2002-04-08,972.055
2002-04-09,982.471
2002-04-10,992.726
2002-04-11,992.267
2002-04-12,994.143
2002-04-15,1000.669
2002-04-16,1018.313
2002-04-17,1013.775
2002-04-18,1023.16
2002-04-19,1030.963
2002-04-22,1031.527
2002-04-23,1030.342
2002-04-24,1034.529
2002-04-25,1026.011
2002-04-26,1020.137
2002-04-29,1023.819
2002-04-30,1026.178
2002-05-01,1031.986
2002-05-02,1014.203
2002-05-03,1026.06
2002-05-06,1024.739
2002-05-07,1014.934
2002-05-08,1016.259
2002-05-09,1000.351
2002-05-10,995.389
2002-05-13,1006.786
2002-05-14,1012.581
2002-05-15,1015.742
2002-05-16,1018.049
2002-05-17,1027.468
2002-05-20,1022.213
2002-05-21,1020.808
2002-05-22,1026.737
2002-05-23,1023.974
2002-05-24,1016.276
2002-05-27,1011.49
2002-05-28,1022.762
2002-05-29,1023.505
2002-05-30,1019.352
2002-05-31,1007.495
2002-06-03,1006.44
2002-06-04,989.853
2002-06-05,984.706
2002-06-06,992.036
2002-06-07,986.957
2002-06-10,993.397
2002-06-11,1017.172
2002-06-12,1010.908
2002-06-13,995.525
2002-06-14,979.751
2002-06-17,1002.77
2002-06-18,1010.783
2002-06-19,1010.672
2002-06-20,998.461
2002-06-21,998.685
2002-06-24,995.509
2002-06-25,1006.085
2002-06-26,1023.659
2002-06-27,1006.876
2002-06-28,1041.908
2002-07-01,1050.246
2002-07-02,1022.928
2002-07-03,997.014
2002-07-04,994.352
2002-07-05,1025.853
2002-07-08,1034.69
2002-07-09,1039.033
2002-07-10,1009.026
2002-07-11,978.096
2002-07-12,962.116
2002-07-15,927.215
2002-07-16,923.175
2002-07-17,924.553
2002-07-18,948.681
2002-07-19,914.032
2002-07-22,864.912
2002-07-23,840.907
2002-07-24,838.2
2002-07-25,860.573
2002-07-26,852.421
2002-07-29,889.326
2002-07-30,901.426
2002-07-31,904.415
2002-08-01,876.256
2002-08-02,875.935
2002-08-05,867.255
2002-08-06,880.351
2002-08-07,878.94
2002-08-08,906.907
2002-08-09,922.266
2002-08-12,911.113
2002-08-13,922.454
2002-08-14,904.585
2002-08-15,897.847
2002-08-16,930.437
2002-08-19,948.831
2002-08-20,934.066
2002-08-21,942.965
2002-08-22,942.524
2002-08-23,936.839
2002-08-26,937.702
2002-08-27,971.892
2002-08-28,935.465
2002-08-29,915.379
2002-08-30,926.72
2002-09-02,918.349
2002-09-03,894.284
2002-09-04,907.525
2002-09-05,904.75
2002-09-06,923.324
2002-09-09,907.646
2002-09-10,928.234
2002-09-11,937.557
2002-09-12,912.985
2002-09-13,903.89
2002-09-16,898.733
2002-09-17,885.959
2002-09-18,870.202
2002-09-19,857.33
2002-09-20,840.962
2002-09-23,797.387
2002-09-24,796.576
2002-09-25,807.589
2002-09-26,832.533
2002-09-27,828.964
2002-09-30,806.583
2002-10-01,810.795
2002-10-02,823.893
2002-10-03,821.22
2002-10-04,792.187
2002-10-07,790.359
2002-10-08,768.651
2002-10-09,762.652
2002-10-10,778.028
2002-10-11,803.011
2002-10-14,792.747
2002-10-15,838.388
2002-10-16,829.251
2002-10-17,835.349
2002-10-18,825.54
2002-10-21,829.702
2002-10-22,817.61
2002-10-23,793.758
2002-10-24,807.255
2002-10-25,798.856
2002-10-28,803.944
2002-10-29,785.242
2002-10-30,810.086
2002-10-31,828.661
2002-11-01,821.108
2002-11-04,847.581
2002-11-05,851.451
2002-11-06,837.406
2002-11-07,819.633
2002-11-08,826.291
2002-11-11,824.603
2002-11-12,831.99
2002-11-13,827.258
2002-11-14,843.16
2002-11-15,839.71
2002-11-18,856.721
2002-11-19,859.611
2002-11-20,850.045
2002-11-21,871.471
2002-11-22,875.198
2002-11-25,876.908
2002-11-26,868.798
2002-11-27,889.278
2002-11-28,900.623
2002-11-29,903.999
2002-12-02,898.786
2002-12-03,874.712
2002-12-04,878.643
2002-12-05,866.944
2002-12-06,874.22
2002-12-09,857.93
2002-12-10,870.506
2002-12-11,878.823
2002-12-12,872.15
2002-12-13,863.91
2002-12-16,899.276
2002-12-17,902.853
2002-12-18,884.133
2002-12-19,880.681
2002-12-20,898.414
2002-12-23,907.178
2002-12-24,910.933
2002-12-25,910.933
2002-12-26,913.23
2002-12-27,896.607
2002-12-30,912.446
2002-12-31,916.025
2003-01-01,916.025
2003-01-02,945.516
2003-01-03,948.303
2003-01-06,962.387
2003-01-07,942.301
2003-01-08,923.223
2003-01-09,946.782
2003-01-10,947.57
2003-01-13,946.318
2003-01-14,948.602
2003-01-15,944.758
2003-01-16,948.341
2003-01-17,929.086
2003-01-20,915.713
2003-01-21,904.568
2003-01-22,895.418
2003-01-23,899.758
2003-01-24,892.783
2003-01-27,870.945
2003-01-28,875.369
2003-01-29,889.903
2003-01-30,895.055
2003-01-31,898.736
2003-02-03,903.739
2003-02-04,892.417
2003-02-05,902.316
2003-02-06,888.93
2003-02-07,883.861
2003-02-10,877.336
2003-02-11,890.322
2003-02-12,880.95
2003-02-13,889.163
2003-02-14,901.789
2003-02-17,905.369
2003-02-18,908.02
2003-02-19,897.165
2003-02-20,903.896
2003-02-21,917.697
2003-02-24,909.654
2003-02-25,893.982
2003-02-26,893.781
2003-02-27,909.537
2003-02-28,914.735
2003-03-03,896.562
2003-03-04,895.493
2003-03-05,897.38
2003-03-06,876.634
2003-03-07,866.955
2003-03-10,845.951
2003-03-11,844.07
2003-03-12,815.135
2003-03-13,837.159
2003-03-14,852.487
2003-03-17,869.413
2003-03-18,855.316
2003-03-19,866.476
2003-03-20,853.872
2003-03-21,871.235
2003-03-24,850.417
2003-03-25,870.88
2003-03-26,861.971
2003-03-27,854.549
2003-03-28,864.932
2003-03-31,853.045
2003-04-01,864.129
2003-04-02,880.034
2003-04-03,887.42
2003-04-04,893.074
2003-04-07,910.177
2003-04-08,911.396
2003-04-09,909.004
2003-04-10,903.848
2003-04-11,906.329
2003-04-14,914.065
2003-04-15,919.668
2003-04-16,917.121
2003-04-17,928.058
2003-04-18,928.058
2003-04-21,924.058
2003-04-22,937.972
2003-04-23,944.115
2003-04-24,944.179
2003-04-25,924.532
2003-04-28,945.027
2003-04-29,942.461
2003-04-30,956.655
2003-05-01,965.441
2003-05-02,966.058
2003-05-05,983.829
2003-05-06,1005.058
2003-05-07,1007.74
2003-05-08,999.852
2003-05-09,1006.529
2003-05-12,1004.492
2003-05-13,999.259
2003-05-14,1003.871
2003-05-15,1018.144
2003-05-16,1029.175
2003-05-19,1018.203
2003-05-20,1016.7
2003-05-21,1011.929
2003-05-22,1031.603
2003-05-23,1044.646
2003-05-26,1050.187
2003-05-27,1059.906
2003-05-28,1064.728
2003-05-29,1080.547
2003-05-30,1080.229
2003-06-02,1083.666
2003-06-03,1077.386
2003-06-04,1078.205
2003-06-05,1087.171
2003-06-06,1082.697
2003-06-09,1074.984
2003-06-10,1071.099
2003-06-11,1089.488
2003-06-12,1097.326
2003-06-13,1097.721
2003-06-16,1115.24
2003-06-17,1110.48
2003-06-18,1104.075
2003-06-19,1093.03
2003-06-20,1095.467
2003-06-23,1077.189
2003-06-24,1082.72
2003-06-25,1089.597
2003-06-26,1074.508
2003-06-27,1067.657
2003-06-30,1059.484
2003-07-01,1050.013
2003-07-02,1047.886
2003-07-03,1045.164
2003-07-04,1050.585
2003-07-07,1058.677
2003-07-08,1055.821
2003-07-09,1052.147
2003-07-10,1044.68
2003-07-11,1054.095
2003-07-14,1059.32
2003-07-15,1048.072
2003-07-16,1038.537
2003-07-17,1036.804
2003-07-18,1046.311
2003-07-21,1051.05
2003-07-22,1060.011
2003-07-23,1062.576
2003-07-24,1078.767
2003-07-25,1077.871
2003-07-28,1081.18
2003-07-29,1071.911
2003-07-30,1061.478
2003-07-31,1054.888
2003-08-01,1045.884
2003-08-04,1048.04
2003-08-05,1055.253
2003-08-06,1048.269
2003-08-07,1057.657
2003-08-08,1064.857
2003-08-11,1079.011
2003-08-12,1077.212
2003-08-13,1075.233
2003-08-14,1087.912
2003-08-15,1087.139
2003-08-18,1085.826
2003-08-19,1079.311
2003-08-20,1073.3
2003-08-21,1057.432
2003-08-22,1050.739
2003-08-25,1047.645
2003-08-26,1036.773
2003-08-27,1041.181
2003-08-28,1047.841
2003-08-29,1042.754
2003-09-01,1050.814
2003-09-02,1039.056
2003-09-03,1042.981
2003-09-04,1053.118
2003-09-05,1062.692
2003-09-08,1075.406
2003-09-09,1075.55
2003-09-10,1072.252
2003-09-11,1074.87
2003-09-12,1081.651
2003-09-15,1077.701
2003-09-16,1075.588
2003-09-17,1081.432
2003-09-18,1095.335
2003-09-19,1104.026
2003-09-22,1093.686
2003-09-23,1094.535
2003-09-24,1097.848
2003-09-25,1094.941
2003-09-26,1080.502
2003-09-29,1086.032
2003-09-30,1079.242
2003-10-01,1107.484
2003-10-02,1103.473
2003-10-03,1111.488
2003-10-06,1109.058
2003-10-07,1117.016
2003-10-08,1122.894
2003-10-09,1127.977
2003-10-10,1132.226
2003-10-13,1129.254
2003-10-14,1130.198
2003-10-15,1135.311
2003-10-16,1139.186
2003-10-17,1128.839
2003-10-20,1132.857
2003-10-21,1134.741
2003-10-22,1130.141
2003-10-23,1121.148
2003-10-24,1124.322
2003-10-27,1129.937
2003-10-28,1127.397
2003-10-29,1126.826
2003-10-30,1131.511
2003-10-31,1125.303
2003-11-03,1125.084
2003-11-04,1127.393
2003-11-05,1120.255
2003-11-06,1121.815
2003-11-07,1137.523
2003-11-10,1136.212
2003-11-11,1130.39
2003-11-12,1144.292
2003-11-13,1153.599
2003-11-14,1170.972
2003-11-17,1155.979
2003-11-18,1172.319
2003-11-19,1171.035
2003-11-20,1171.227
2003-11-21,1171.597
2003-11-24,1176.995
2003-11-25,1183.267
2003-11-26,1196.882
2003-11-27,1204.309
2003-11-28,1215.16
2003-12-01,1225.729
2003-12-02,1235.388
2003-12-03,1242.649
2003-12-04,1241.122
2003-12-05,1245.68
2003-12-08,1246.916
2003-12-09,1253.577
2003-12-10,1250.917
2003-12-11,1247.522
2003-12-12,1256.488
2003-12-15,1263.325
2003-12-16,1269.702
2003-12-17,1279.348
2003-12-18,1282.599
2003-12-19,1277.129
2003-12-22,1267.677
2003-12-23,1262.535
2003-12-24,1266.093
2003-12-25,1266.093
2003-12-26,1265.585
2003-12-29,1277.081
2003-12-30,1272.255
2003-12-31,1280.682
2004-01-01,1280.682
2004-01-02,1308.011
2004-01-05,1326.688
2004-01-06,1344.064
2004-01-07,1317.014
2004-01-08,1332.469
2004-01-09,1333.953
2004-01-12,1333.961
2004-01-13,1338.588
2004-01-14,1332.68
2004-01-15,1330.082
2004-01-16,1305.683
2004-01-19,1315.445
2004-01-20,1336.312
2004-01-21,1346.625
2004-01-22,1349.55
2004-01-23,1348.037
2004-01-26,1331.948
2004-01-27,1340.019
2004-01-28,1343.623
2004-01-29,1309.898
2004-01-30,1304.157
2004-02-02,1309.764
2004-02-03,1319.28
2004-02-04,1316.188
2004-02-05,1320.907
2004-02-06,1337.604
2004-02-09,1349.377
2004-02-10,1350.972
2004-02-11,1354.668
2004-02-12,1367.955
2004-02-13,1352.802
2004-02-16,1355.462
2004-02-17,1370.388
2004-02-18,1375.499
2004-02-19,1371.749
2004-02-20,1355.618
2004-02-23,1362.38
2004-02-24,1367.363
2004-02-25,1354.819
2004-02-26,1347.172
2004-02-27,1347.96
2004-03-01,1372.059
2004-03-02,1360.98
2004-03-03,1339.897
2004-03-04,1346.779
2004-03-05,1371.206
2004-03-08,1370.744
2004-03-09,1380.503
2004-03-10,1365.071
2004-03-11,1336.296
2004-03-12,1318.567
2004-03-15,1300.075
2004-03-16,1314.157
2004-03-17,1306.966
2004-03-18,1315.218
2004-03-19,1320.151
2004-03-22,1305.22
2004-03-23,1293.114
2004-03-24,1291.311
2004-03-25,1299.994
2004-03-26,1300.492
2004-03-29,1327.356
2004-03-30,1330.684
2004-03-31,1344.598
2004-04-01,1362.832
2004-04-02,1359.898
2004-04-05,1350.056
2004-04-06,1355.05
2004-04-07,1350.937
2004-04-08,1355.523
2004-04-09,1355.523
2004-04-12,1351.716
2004-04-13,1360.613
2004-04-14,1352.143
2004-04-15,1360.408
2004-04-16,1385.403
2004-04-19,1385.166
2004-04-20,1379.447
2004-04-21,1363.545
2004-04-22,1369.096
2004-04-23,1367.204
2004-04-26,1370.813
2004-04-27,1375.674
2004-04-28,1359.411
2004-04-29,1363.342
2004-04-30,1365.773
2004-05-03,1373.551
2004-05-04,1388.331
2004-05-05,1402.144
2004-05-06,1368.21
2004-05-07,1339.171
2004-05-10,1302.098
2004-05-11,1311.354
2004-05-12,1306.511
2004-05-13,1313.455
2004-05-14,1313.159
2004-05-17,1315.561
2004-05-18,1312.51
2004-05-19,1338.923
2004-05-20,1321.921
2004-05-21,1326.4
2004-05-24,1332.121
2004-05-25,1346.52
2004-05-26,1357.699
2004-05-27,1381.418
2004-05-28,1374.323
2004-05-31,1375.251
2004-06-01,1374.575
2004-06-02,1390.853
2004-06-03,1390.429
2004-06-04,1399.503
2004-06-07,1420.29
2004-06-08,1419.305
2004-06-09,1393.138
2004-06-10,1399.934
2004-06-11,1389.248
2004-06-14,1388.868
2004-06-15,1408.456
2004-06-16,1407.858
2004-06-17,1419.569
2004-06-18,1433.576
2004-06-21,1432.459
2004-06-22,1421.691
2004-06-23,1423.1
2004-06-24,1437.368
2004-06-25,1432.344
2004-06-28,1443.542
2004-06-29,1428.044
2004-06-30,1420.257
2004-07-01,1414.537
2004-07-02,1432.246
2004-07-05,1433.499
2004-07-06,1433.459
2004-07-07,1440.63
2004-07-08,1453.713
2004-07-09,1457.045
2004-07-12,1445.397
2004-07-13,1435.565
2004-07-14,1439.214
2004-07-15,1425.922
2004-07-16,1435.93
2004-07-19,1427.705
2004-07-20,1426.573
2004-07-21,1412.648
2004-07-22,1401.191
2004-07-23,1384.958
2004-07-26,1378.613
2004-07-27,1379.568
2004-07-28,1375.093
2004-07-29,1397.164
2004-07-30,1404.733
2004-08-02,1400.299
2004-08-03,1409.351
2004-08-04,1399.489
2004-08-05,1393.42
2004-08-06,1395.194
2004-08-09,1383.534
2004-08-10,1400.597
2004-08-11,1372.988
2004-08-12,1377.265
2004-08-13,1386.947
2004-08-16,1398.401
2004-08-17,1393.614
2004-08-18,1392.817
2004-08-19,1401.667
2004-08-20,1394.769
2004-08-23,1395.62
2004-08-24,1384.721
2004-08-25,1385.55
2004-08-26,1389.532
2004-08-27,1395.759
2004-08-30,1392.756
2004-08-31,1402.209
2004-09-01,1419.698
2004-09-02,1431.091
2004-09-03,1435.757
2004-09-06,1435.002
2004-09-07,1436.493
2004-09-08,1439.63
2004-09-09,1433.141
2004-09-10,1454.029
2004-09-13,1460.017
2004-09-14,1462.367
2004-09-15,1445.166
2004-09-16,1445.404
2004-09-17,1460.333
2004-09-20,1456.543
2004-09-21,1482.709
2004-09-22,1475.386
2004-09-23,1479.901
2004-09-24,1485.111
2004-09-27,1485.392
2004-09-28,1498.186
2004-09-29,1496.757
2004-09-30,1492.78
2004-10-01,1523.103
2004-10-04,1514.646
2004-10-05,1528.626
2004-10-06,1527.051
2004-10-07,1528.817
2004-10-08,1535.296
2004-10-11,1531.225
2004-10-12,1509.06
2004-10-13,1500.679
2004-10-14,1514.503
2004-10-15,1528.084
2004-10-18,1530.72
2004-10-19,1540.671
2004-10-20,1540.14
2004-10-21,1551.829
2004-10-22,1558.924
2004-10-25,1553.355
2004-10-26,1554.419
2004-10-27,1572.243
2004-10-28,1577.873
2004-10-29,1565.407
2004-11-01,1584.511
2004-11-02,1588.463
2004-11-03,1605.396
2004-11-04,1623.58
2004-11-05,1635.823
2004-11-08,1642.387
2004-11-09,1636.735
2004-11-10,1637.042
2004-11-11,1658.721
2004-11-12,1664.05
2004-11-15,1652.864
2004-11-16,1641.241
2004-11-17,1675.071
2004-11-18,1677.309
2004-11-19,1673.399
2004-11-22,1670.745
2004-11-23,1673.54
2004-11-24,1691.135
2004-11-25,1716.524
2004-11-26,1712.929
2004-11-29,1710.399
2004-11-30,1705.668
2004-12-01,1726.04
2004-12-02,1717.471
2004-12-03,1723.041
2004-12-06,1733.517
2004-12-07,1735.759
2004-12-08,1723.381
2004-12-09,1711.286
2004-12-10,1718.052
2004-12-13,1736.089
2004-12-14,1739.733
2004-12-15,1759.306
2004-12-16,1742.149
2004-12-17,1727.554
2004-12-20,1759.155
2004-12-21,1756.099
2004-12-22,1775.257
2004-12-23,1800.453
2004-12-24,1805.12
2004-12-27,1814.586
2004-12-28,1818.467
2004-12-29,1813.799
2004-12-30,1819.305
2004-12-31,1814.3
2005-01-03,1801.619
2005-01-04,1783.567
2005-01-05,1769.01
2005-01-06,1761.186
2005-01-07,1748.887
2005-01-10,1753.717
2005-01-11,1741.796
2005-01-12,1753.551
2005-01-13,1763.832
2005-01-14,1759.695
2005-01-17,1759.409
2005-01-18,1751.728
2005-01-19,1753.132
2005-01-20,1742.565
2005-01-21,1759.132
2005-01-24,1755.494
2005-01-25,1753.817
2005-01-26,1762.52
2005-01-27,1754.201
2005-01-28,1739.636
2005-01-31,1763.167
2005-02-01,1771.978
2005-02-02,1774.1
2005-02-03,1760.917
2005-02-04,1778.517
2005-02-07,1770.678
2005-02-08,1761.293
2005-02-09,1756.629
2005-02-10,1777.336
2005-02-11,1786.263
2005-02-14,1799.614
2005-02-15,1810.006
2005-02-16,1798.07
2005-02-17,1811.951
2005-02-18,1806.455
2005-02-21,1789.4
2005-02-22,1794.678
2005-02-23,1782.84
2005-02-24,1798.191
2005-02-25,1814.978
2005-02-28,1831.205
2005-03-01,1822.276
2005-03-02,1818.593
2005-03-03,1823.265
2005-03-04,1851.504
2005-03-07,1846.192
2005-03-08,1862.901
2005-03-09,1858.804
2005-03-10,1845.237
2005-03-11,1848.55
2005-03-14,1837.858
2005-03-15,1850.925
2005-03-16,1845.189
2005-03-17,1841.337
2005-03-18,1839.438
2005-03-21,1834.317
2005-03-22,1838.617
2005-03-23,1810.156
2005-03-24,1812.096
2005-03-25,1812.096
2005-03-28,1799.379
2005-03-29,1815.122
2005-03-30,1822.067
2005-03-31,1835.847
2005-04-01,1846.384
2005-04-04,1825.546
2005-04-05,1839.891
2005-04-06,1840.929
2005-04-07,1875.479
2005-04-08,1854.254
2005-04-11,1868.272
2005-04-12,1847.92
2005-04-13,1847.254
2005-04-14,1824.041
2005-04-15,1798.353
2005-04-18,1775.207
2005-04-19,1777.674
2005-04-20,1778.626
2005-04-21,1793.395
2005-04-22,1798.244
2005-04-25,1785.217
2005-04-26,1779.813
2005-04-27,1764.29
2005-04-28,1753.382
2005-04-29,1759.26
2005-05-02,1761.742
2005-05-03,1773.319
2005-05-04,1782.804
2005-05-05,1791.005
2005-05-06,1782.325
2005-05-09,1775.613
2005-05-10,1767.183
2005-05-11,1764.336
2005-05-12,1765.373
2005-05-13,1753.434
2005-05-16,1742.772
2005-05-17,1727.729
2005-05-18,1761.442
2005-05-19,1767.748
2005-05-20,1763.094
2005-05-23,1787.326
2005-05-24,1789.975
2005-05-25,1787.822
2005-05-26,1781.524
2005-05-27,1777.179
2005-05-30,1777.308
2005-05-31,1748.63
2005-06-01,1757.519
2005-06-02,1759.73
2005-06-03,1746.863
2005-06-06,1747.236
2005-06-07,1763.695
2005-06-08,1774.309
2005-06-09,1753.123
2005-06-10,1745.97
2005-06-13,1751.647
2005-06-14,1758.396
2005-06-15,1766.566
2005-06-16,1766.117
2005-06-17,1788.953
2005-06-20,1779.317
2005-06-21,1782.769
2005-06-22,1781.073
2005-06-23,1774.132
2005-06-24,1764.648
2005-06-27,1759.013
2005-06-28,1768.433
2005-06-29,1769.445
2005-06-30,1782.936
2005-07-01,1771.748
2005-07-04,1778.218
2005-07-05,1772.701
2005-07-06,1789.5
2005-07-07,1772.055
2005-07-08,1805.566
2005-07-11,1831.379
2005-07-12,1840.208
2005-07-13,1839.636
2005-07-14,1845.723
2005-07-15,1826.935
2005-07-18,1833.062
2005-07-19,1839.277
2005-07-20,1829.443
2005-07-21,1844.465
2005-07-22,1844.661
2005-07-25,1848.857
2005-07-26,1843.426
2005-07-27,1850.165
2005-07-28,1864.368
2005-07-29,1872.031
2005-08-01,1874.327
2005-08-02,1894.875
2005-08-03,1914.235
2005-08-04,1900.707
