Date,EUROPE LARGE GROWTH Large Cap
2003-07-31,445.987
2003-08-29,442.811
2003-09-30,456.515
2003-10-31,481.457
2003-11-28,503.699
2003-12-31,539.436
2004-01-30,549.339
2004-02-27,565.382
2004-03-31,543.005
2004-04-30,534.119
2004-05-31,540.873
2004-06-30,542.905
2004-07-30,527.367
2004-08-31,525.675
2004-09-30,543.532
2004-10-29,561.558
2004-11-30,598.843
2004-12-31,621.515
2005-01-31,603.388
2005-02-28,629.308
2005-03-31,617.259
2005-04-29,614.184
2005-05-31,616.848
2005-06-30,620.571
2005-07-29,644.019
2005-08-31,654.174
2005-09-30,674.741
2005-10-31,656.036
2005-11-30,661.248
2005-12-30,682.902
2006-01-31,725.037
2006-02-28,716.476
2006-03-31,746.485
2006-04-28,786.974
2006-05-31,766.988
2006-06-30,771.2
2006-07-31,782.269
2006-08-31,803.914
2006-09-29,802.194
2006-10-31,829.536
2006-11-30,856.731
2006-12-29,875.992
2007-01-31,887.595
2007-02-28,888.099
2007-03-30,923.43
2007-04-30,982.273
2007-05-31,1000.0
2007-06-29,1003.639
2007-07-31,991.934
2007-08-31,996.169
2007-09-28,1060.071
2007-10-31,1109.188
2007-11-30,1108.678
2007-12-31,1089.947
2008-01-31,986.101
2008-02-29,1013.943
2008-03-31,1013.079
2008-04-30,1048.309
2008-05-30,1070.458
2008-06-30,998.538
2008-07-31,980.691
2008-08-29,930.236
2008-09-30,799.968
2008-10-31,654.242
2008-11-28,602.439
2008-12-31,636.005
2009-01-30,579.905
2009-02-27,530.949
2009-03-31,562.779
2009-04-30,607.357
2009-05-29,682.425
2009-06-30,675.574
2009-07-31,741.905
2009-08-31,762.324
2009-09-30,795.851
2009-10-30,806.951
2009-11-30,831.281
2009-12-31,845.764
2010-01-29,800.053
2010-02-26,792.092
2010-03-31,844.024
2010-04-30,822.702
2010-05-31,734.374
2010-06-30,742.217
2010-07-30,808.876
2010-08-31,793.108
2010-09-30,876.587
2010-10-29,908.168
2010-11-30,860.065
2010-12-31,926.34
2011-01-31,933.569
2011-02-28,964.743
2011-03-31,963.554
2011-04-29,1046.786
2011-05-31,1024.012
2011-06-30,1006.201
2011-07-29,988.36
2011-08-31,902.287
2011-09-30,794.597
2011-10-31,892.154
2011-11-30,860.75
2011-12-30,847.489
2012-01-31,888.888
2012-02-29,948.004
2012-03-30,950.846
2012-04-30,948.999
2012-05-31,837.79
2012-06-29,890.487
2012-07-31,913.729
2012-08-31,937.294
2012-09-28,956.779
2012-10-31,965.105
2012-11-30,998.232
2012-12-31,1017.726
2013-01-31,1075.787
2013-02-28,1066.185
2013-03-29,1075.421
2013-04-30,1112.978
2013-05-31,1108.969
2013-06-28,1062.36
2013-07-31,1124.761
2013-08-30,1107.903
2013-09-30,1179.848
2013-10-31,1211.411
2013-11-29,1225.946
2013-12-31,1250.304
2014-01-31,1187.021
2014-02-28,1270.829
2014-03-31,1263.308
2014-04-30,1289.563
2014-05-30,1311.044
2014-06-30,1311.343
2014-07-31,1254.006
2014-08-29,1268.239
2014-09-30,1231.33
2014-10-31,1207.096
2014-11-28,1255.645
2014-12-31,1194.883
2015-01-30,1211.989
2015-02-27,1288.343
2015-03-31,1264.234
2015-04-30,1314.112
2015-05-29,1314.591
2015-06-30,1274.451
2015-07-31,1326.987
2015-08-31,1228.848
2015-09-30,1195.413
2015-10-30,1287.308
2015-11-30,1268.184
2015-12-31,1241.855
2016-01-29,1178.563
2016-02-29,1150.468
2016-03-31,1218.699
2016-04-29,1232.178
2016-05-31,1234.558
2016-06-30,1210.177
2016-07-29,1259.461
2016-08-31,1244.701
2016-09-30,1256.109
2016-10-31,1180.421
2016-11-30,1140.026
2016-12-30,1186.113
2017-01-31,1210.597
2017-02-28,1245.934
2017-03-31,1292.37
2017-04-28,1342.89
2017-05-31,1424.526
2017-06-30,1400.814
2017-07-31,1425.635
2017-08-31,1434.512
2017-09-29,1468.305
2017-10-31,1485.636
2017-11-30,1486.195
2017-12-29,1510.488
2018-01-31,1574.714
2018-02-28,1478.093
2018-03-30,1476.507
2018-04-30,1508.842
2018-05-31,1494.128
2018-06-29,1489.357
2018-07-31,1536.532
2018-08-31,1522.604
2018-09-28,1509.094
2018-10-31,1389.445
2018-11-30,1395.967
2018-12-31,1336.746
2019-01-31,1419.642
2019-02-28,1476.961
2019-03-29,1518.071
2019-04-30,1576.713
2019-05-31,1525.872
2019-06-28,1638.233
2019-07-31,1623.12
2019-08-30,1614.81
2019-09-30,1623.547
2019-10-31,1668.132
2019-11-29,1697.318
2019-12-31,1752.502
2020-01-31,1741.126
2020-02-28,1591.162
2020-03-31,1463.621
2020-04-30,1560.378
2020-05-29,1635.714
2020-06-30,1686.009
2020-07-31,1788.189
2020-08-31,1843.373
2020-09-30,1818.593
2020-10-30,1710.801
2020-11-30,1907.067
2020-12-31,2006.258
2021-01-29,1978.787
2021-02-26,1992.466
2021-03-31,2038.89
2021-04-30,2164.405
2021-05-31,2263.031
2021-06-30,2270.775
2021-07-30,2336.137
2021-08-31,2377.803
2021-09-30,2246.947
2021-10-29,2377.739
2021-11-30,2285.106
2021-12-31,2426.23
2022-01-31,2192.678
2022-02-28,2132.678
2022-03-31,2141.562
2022-04-29,1997.641
2022-05-31,1956.748
2022-06-30,1800.438
2022-07-29,1955.76
2022-08-31,1810.34
2022-09-30,1660.116
2022-10-31,1746.292
2022-11-30,1951.217
2022-12-30,1929.972
2023-01-31,2096.982
2023-02-28,2066.602
2023-03-31,2199.505
2023-04-28,2284.165
2023-05-31,2190.379
2023-06-30,2284.938
2023-07-31,2316.646
2023-08-31,2211.039
2023-09-29,2074.467
2023-10-31,2013.038
2023-11-30,2229.397
2023-12-29,2339.47
2024-01-31,2383.585
2024-02-29,2469.543
2024-03-29,2540.584
2024-04-30,2458.35
2024-05-31,2572.711
2024-06-28,2552.572
2024-07-31,2541.146
2024-08-30,2655.48
2024-09-30,2634.424
2024-10-31,2444.903
2024-11-29,2400.316
2024-12-31,2330.596
2025-01-31,2499.606
2025-02-28,2544.036
2025-03-31,2434.358
2025-04-30,2542.339
2025-05-30,2658.903
2025-06-30,2709.046
2025-07-31,2603.979
2025-08-29,2670.243
2025-09-30,2760.674
2025-10-31,2776.073
