Date,BELGIUM LARGE GROWTH Large Cap
2001-08-09,338.4
2001-08-10,339.609
2001-08-13,339.879
2001-08-14,347.714
2001-08-15,353.198
2001-08-16,350.749
2001-08-17,351.418
2001-08-20,341.248
2001-08-21,342.263
2001-08-22,345.783
2001-08-23,347.935
2001-08-24,347.806
2001-08-27,347.868
2001-08-28,345.201
2001-08-29,346.199
2001-08-30,345.928
2001-08-31,344.807
2001-09-03,357.37
2001-09-04,353.602
2001-09-05,362.39
2001-09-06,363.737
2001-09-07,352.218
2001-09-10,347.822
2001-09-11,373.823
2001-09-12,362.543
2001-09-13,361.27
2001-09-14,370.385
2001-09-17,365.192
2001-09-18,374.868
2001-09-19,390.058
2001-09-20,385.38
2001-09-21,349.119
2001-09-24,349.089
2001-09-25,349.031
2001-09-26,344.961
2001-09-27,347.09
2001-09-28,343.608
2001-10-01,346.084
2001-10-02,347.414
2001-10-03,347.907
2001-10-04,345.242
2001-10-05,347.754
2001-10-08,350.946
2001-10-09,353.359
2001-10-10,352.717
2001-10-11,346.621
2001-10-12,348.852
2001-10-15,340.008
2001-10-16,340.881
2001-10-17,358.334
2001-10-18,356.58
2001-10-19,355.505
2001-10-22,353.574
2001-10-23,352.435
2001-10-24,336.79
2001-10-25,336.471
2001-10-26,336.423
2001-10-29,344.75
2001-10-30,343.672
2001-10-31,345.478
2001-11-01,341.675
2001-11-02,364.447
2001-11-05,366.37
2001-11-06,365.677
2001-11-07,365.568
2001-11-08,345.472
2001-11-09,347.643
2001-11-12,342.851
2001-11-13,372.961
2001-11-14,380.645
2001-11-15,380.092
2001-11-16,401.707
2001-11-19,396.698
2001-11-20,377.302
2001-11-21,374.946
2001-11-22,377.284
2001-11-23,376.644
2001-11-26,376.07
2001-11-27,379.913
2001-11-28,375.208
2001-11-29,376.889
2001-11-30,385.795
2001-12-03,381.114
2001-12-04,378.239
2001-12-05,373.425
2001-12-06,374.378
2001-12-07,371.321
2001-12-10,371.566
2001-12-11,370.446
2001-12-12,374.903
2001-12-13,376.219
2001-12-14,379.033
2001-12-17,379.932
2001-12-18,358.862
2001-12-19,358.233
2001-12-20,362.392
2001-12-21,361.884
2001-12-24,359.831
2001-12-25,359.831
2001-12-26,360.139
2001-12-27,381.073
2001-12-28,379.794
2001-12-31,383.498
2002-01-01,383.498
2002-01-02,392.999
2002-01-03,388.064
2002-01-04,384.228
2002-01-07,381.855
2002-01-08,381.786
2002-01-09,380.777
2002-01-10,387.285
2002-01-11,381.965
2002-01-14,383.594
2002-01-15,384.199
2002-01-16,378.267
2002-01-17,379.456
2002-01-18,379.944
2002-01-21,379.444
2002-01-22,371.343
2002-01-23,374.346
2002-01-24,373.207
2002-01-25,387.56
2002-01-28,389.507
2002-01-29,388.71
2002-01-30,366.431
2002-01-31,365.964
2002-02-01,371.553
2002-02-04,366.818
2002-02-05,364.005
2002-02-06,360.47
2002-02-07,363.01
2002-02-08,368.17
2002-02-11,375.35
2002-02-12,379.48
2002-02-13,381.532
2002-02-14,380.078
2002-02-15,373.756
2002-02-18,373.06
2002-02-19,373.207
2002-02-20,374.743
2002-02-21,365.011
2002-02-22,360.479
2002-02-25,367.522
2002-02-26,370.516
2002-02-27,369.213
2002-02-28,365.525
2002-03-01,359.947
2002-03-04,363.249
2002-03-05,359.68
2002-03-06,354.94
2002-03-07,362.016
2002-03-08,365.518
2002-03-11,368.522
2002-03-12,367.594
2002-03-13,371.865
2002-03-14,369.936
2002-03-15,364.444
2002-03-18,368.242
2002-03-19,376.671
2002-03-20,378.788
2002-03-21,377.522
2002-03-22,380.442
2002-03-25,377.625
2002-03-26,376.256
2002-03-27,371.042
2002-03-28,374.55
2002-03-29,374.55
2002-04-01,377.62
2002-04-02,382.564
2002-04-03,381.091
2002-04-04,390.462
2002-04-05,383.987
2002-04-08,382.152
2002-04-09,386.512
2002-04-10,388.103
2002-04-11,393.436
2002-04-12,400.309
2002-04-15,393.328
2002-04-16,395.176
2002-04-17,393.483
2002-04-18,397.44
2002-04-19,397.283
2002-04-22,397.216
2002-04-23,407.729
2002-04-24,404.677
2002-04-25,405.727
2002-04-26,403.076
2002-04-29,403.478
2002-04-30,402.469
2002-05-01,404.747
2002-05-02,402.121
2002-05-03,411.941
2002-05-06,416.434
2002-05-07,417.847
2002-05-08,419.849
2002-05-09,420.251
2002-05-10,422.434
2002-05-13,422.198
2002-05-14,417.181
2002-05-15,407.999
2002-05-16,410.158
2002-05-17,414.069
2002-05-20,406.931
2002-05-21,402.437
2002-05-22,398.659
2002-05-23,401.287
2002-05-24,390.657
2002-05-27,391.098
2002-05-28,391.996
2002-05-29,405.908
2002-05-30,407.559
2002-05-31,412.673
2002-06-03,420.075
2002-06-04,412.95
2002-06-05,423.109
2002-06-06,417.399
2002-06-07,414.271
2002-06-10,425.339
2002-06-11,422.113
2002-06-12,412.264
2002-06-13,408.097
2002-06-14,402.506
2002-06-17,413.42
2002-06-18,411.112
2002-06-19,397.997
2002-06-20,399.321
2002-06-21,405.356
2002-06-24,399.259
2002-06-25,389.461
2002-06-26,390.905
2002-06-27,387.669
2002-06-28,390.8
2002-07-01,400.492
2002-07-02,402.649
2002-07-03,389.671
2002-07-04,393.514
2002-07-05,400.53
2002-07-08,409.754
2002-07-09,409.645
2002-07-10,405.929
2002-07-11,404.131
2002-07-12,396.449
2002-07-15,391.703
2002-07-16,385.751
2002-07-17,381.924
2002-07-18,388.444
2002-07-19,359.067
2002-07-22,353.685
2002-07-23,346.882
2002-07-24,329.17
2002-07-25,354.412
2002-07-26,355.454
2002-07-29,372.642
2002-07-30,380.179
2002-07-31,382.879
2002-08-01,370.384
2002-08-02,362.187
2002-08-05,358.35
2002-08-06,344.301
2002-08-07,350.25
2002-08-08,352.729
2002-08-09,350.767
2002-08-12,351.402
2002-08-13,351.197
2002-08-14,350.606
2002-08-15,362.661
2002-08-16,367.237
2002-08-19,380.082
2002-08-20,369.85
2002-08-21,375.826
2002-08-22,376.578
2002-08-23,375.484
2002-08-26,375.9
2002-08-27,379.883
2002-08-28,374.014
2002-08-29,362.873
2002-08-30,363.239
2002-09-02,362.198
2002-09-03,359.515
2002-09-04,350.893
2002-09-05,353.715
2002-09-06,353.953
2002-09-09,350.077
2002-09-10,346.271
2002-09-11,359.792
2002-09-12,361.742
2002-09-13,358.314
2002-09-16,344.007
2002-09-17,343.131
2002-09-18,339.284
2002-09-19,334.435
2002-09-20,333.334
2002-09-23,312.68
2002-09-24,293.703
2002-09-25,303.636
2002-09-26,295.739
2002-09-27,308.745
2002-09-30,322.585
2002-10-01,321.645
2002-10-02,328.363
2002-10-03,327.363
2002-10-04,320.91
2002-10-07,310.811
2002-10-08,307.963
2002-10-09,295.485
2002-10-10,303.335
2002-10-11,301.925
2002-10-14,302.293
2002-10-15,320.858
2002-10-16,311.283
2002-10-17,303.264
2002-10-18,310.834
2002-10-21,316.759
2002-10-22,316.934
2002-10-23,320.23
2002-10-24,316.21
2002-10-25,323.9
2002-10-28,317.558
2002-10-29,302.19
2002-10-30,300.597
2002-10-31,306.674
2002-11-01,301.118
2002-11-04,289.061
2002-11-05,288.027
2002-11-06,304.226
2002-11-07,301.545
2002-11-08,296.408
2002-11-11,305.99
2002-11-12,309.368
2002-11-13,300.533
2002-11-14,292.539
2002-11-15,298.538
2002-11-18,305.506
2002-11-19,309.827
2002-11-20,310.854
2002-11-21,317.339
2002-11-22,305.999
2002-11-25,297.162
2002-11-26,294.339
2002-11-27,301.757
2002-11-28,296.602
2002-11-29,284.355
2002-12-02,280.273
2002-12-03,291.193
2002-12-04,298.788
2002-12-05,286.149
2002-12-06,273.434
2002-12-09,264.673
2002-12-10,276.301
2002-12-11,281.478
2002-12-12,280.666
2002-12-13,279.862
2002-12-16,287.337
2002-12-17,284.465
2002-12-18,276.013
2002-12-19,276.926
2002-12-20,300.814
2002-12-23,308.892
2002-12-24,310.732
2002-12-25,310.732
2002-12-26,311.515
2002-12-27,303.128
2002-12-30,308.766
2002-12-31,321.404
2003-01-01,321.404
2003-01-02,312.02
2003-01-03,315.202
2003-01-06,314.571
2003-01-07,312.188
2003-01-08,301.94
2003-01-09,305.254
2003-01-10,305.78
2003-01-13,307.41
2003-01-14,308.92
2003-01-15,299.219
2003-01-16,293.396
2003-01-17,292.161
2003-01-20,294.579
2003-01-21,293.491
2003-01-22,288.509
2003-01-23,293.159
2003-01-24,289.975
2003-01-27,282.808
2003-01-28,280.266
2003-01-29,274.373
2003-01-30,274.753
2003-01-31,271.358
2003-02-03,262.298
2003-02-04,266.719
2003-02-05,269.054
2003-02-06,261.743
2003-02-07,250.406
2003-02-10,241.907
2003-02-11,243.801
2003-02-12,236.726
2003-02-13,228.922
2003-02-14,239.044
2003-02-17,241.863
2003-02-18,244.698
2003-02-19,248.262
2003-02-20,247.131
2003-02-21,239.862
2003-02-24,238.784
2003-02-25,228.465
2003-02-26,228.57
2003-02-27,226.75
2003-02-28,233.713
2003-03-03,234.744
2003-03-04,239.012
2003-03-05,242.084
2003-03-06,236.128
2003-03-07,233.844
2003-03-10,237.935
2003-03-11,240.805
2003-03-12,225.061
2003-03-13,231.852
2003-03-14,243.361
2003-03-17,252.054
2003-03-18,258.358
2003-03-19,259.043
2003-03-20,263.907
2003-03-21,263.06
2003-03-24,265.544
2003-03-25,264.146
2003-03-26,271.623
2003-03-27,278.408
2003-03-28,274.594
2003-03-31,275.683
2003-04-01,276.754
2003-04-02,282.749
2003-04-03,284.695
2003-04-04,290.573
2003-04-07,303.084
2003-04-08,303.223
2003-04-09,299.102
2003-04-10,300.367
2003-04-11,303.896
2003-04-14,301.815
2003-04-15,304.018
2003-04-16,310.921
2003-04-17,306.637
2003-04-18,306.637
2003-04-21,305.315
2003-04-22,307.317
2003-04-23,307.748
2003-04-24,313.771
2003-04-25,306.857
2003-04-28,312.111
2003-04-29,309.913
2003-04-30,308.837
2003-05-01,311.674
2003-05-02,310.201
2003-05-05,312.429
2003-05-06,322.534
2003-05-07,324.589
2003-05-08,310.566
2003-05-09,318.246
2003-05-12,316.018
2003-05-13,305.955
2003-05-14,302.176
2003-05-15,299.523
2003-05-16,300.524
2003-05-19,307.237
2003-05-20,303.118
2003-05-21,302.671
2003-05-22,299.037
2003-05-23,302.514
2003-05-26,303.469
2003-05-27,303.749
2003-05-28,298.422
2003-05-29,297.852
2003-05-30,291.633
2003-06-02,303.999
2003-06-03,309.594
2003-06-04,305.385
2003-06-05,315.883
2003-06-06,307.487
2003-06-09,307.692
2003-06-10,305.192
2003-06-11,311.003
2003-06-12,310.017
2003-06-13,304.481
2003-06-16,305.157
2003-06-17,310.288
2003-06-18,307.368
2003-06-19,309.623
2003-06-20,319.706
2003-06-23,306.141
2003-06-24,286.857
2003-06-25,299.32
2003-06-26,303.316
2003-06-27,305.091
2003-06-30,307.461
2003-07-01,310.955
2003-07-02,310.735
2003-07-03,302.939
2003-07-04,297.211
2003-07-07,294.296
2003-07-08,292.308
2003-07-09,294.9
2003-07-10,295.093
2003-07-11,301.091
2003-07-14,299.19
2003-07-15,299.387
2003-07-16,302.573
2003-07-17,303.298
2003-07-18,306.722
2003-07-21,309.091
2003-07-22,311.378
2003-07-23,316.049
2003-07-24,318.626
2003-07-25,319.367
2003-07-28,316.325
2003-07-29,318.025
2003-07-30,314.832
2003-07-31,308.677
2003-08-01,305.196
2003-08-04,303.095
2003-08-05,305.377
2003-08-06,304.084
2003-08-07,311.727
2003-08-08,316.523
2003-08-11,315.939
2003-08-12,321.823
2003-08-13,324.893
2003-08-14,326.946
2003-08-15,326.091
2003-08-18,326.301
2003-08-19,330.472
2003-08-20,332.701
2003-08-21,339.033
2003-08-22,326.802
2003-08-25,324.597
2003-08-26,322.992
2003-08-27,336.93
2003-08-28,343.338
2003-08-29,341.503
2003-09-01,346.934
2003-09-02,341.866
2003-09-03,342.436
2003-09-04,331.022
2003-09-05,331.338
2003-09-08,339.569
2003-09-09,326.848
2003-09-10,321.869
2003-09-11,321.784
2003-09-12,324.78
2003-09-15,326.995
2003-09-16,319.127
2003-09-17,329.937
2003-09-18,331.762
2003-09-19,344.502
2003-09-22,343.366
2003-09-23,339.732
2003-09-24,341.683
2003-09-25,343.84
2003-09-26,341.312
2003-09-29,342.881
2003-09-30,344.51
2003-10-01,344.444
2003-10-02,337.224
2003-10-03,335.464
2003-10-06,341.492
2003-10-07,340.227
2003-10-08,340.239
2003-10-09,341.002
2003-10-10,336.636
2003-10-13,340.271
2003-10-14,339.926
2003-10-15,341.682
2003-10-16,336.398
2003-10-17,336.603
2003-10-20,340.538
2003-10-21,338.093
2003-10-22,340.882
2003-10-23,337.797
2003-10-24,337.833
2003-10-27,339.336
2003-10-28,338.46
2003-10-29,334.722
2003-10-30,330.698
2003-10-31,323.957
2003-11-03,320.011
2003-11-04,324.639
2003-11-05,320.865
2003-11-06,326.675
2003-11-07,332.609
2003-11-10,329.542
2003-11-11,334.378
2003-11-12,338.901
2003-11-13,335.609
2003-11-14,340.198
2003-11-17,341.059
2003-11-18,341.643
2003-11-19,348.939
2003-11-20,347.595
2003-11-21,344.22
2003-11-24,341.143
2003-11-25,342.701
2003-11-26,345.61
2003-11-27,343.268
2003-11-28,341.675
2003-12-01,344.287
2003-12-02,343.647
2003-12-03,346.617
2003-12-04,347.122
2003-12-05,350.264
2003-12-08,345.709
2003-12-09,344.624
2003-12-10,342.07
2003-12-11,338.098
2003-12-12,336.449
2003-12-15,342.559
2003-12-16,344.356
2003-12-17,342.969
2003-12-18,340.707
2003-12-19,341.51
2003-12-22,349.062
2003-12-23,353.144
2003-12-24,357.585
2003-12-25,357.585
2003-12-26,357.442
2003-12-29,364.464
2003-12-30,367.743
2003-12-31,369.306
2004-01-01,369.306
2004-01-02,371.84
2004-01-05,375.037
2004-01-06,375.17
2004-01-07,367.96
2004-01-08,367.378
2004-01-09,367.02
2004-01-12,364.891
2004-01-13,365.143
2004-01-14,361.528
2004-01-15,362.721
2004-01-16,361.336
2004-01-19,363.864
2004-01-20,371.67
2004-01-21,377.329
2004-01-22,379.589
2004-01-23,380.467
2004-01-26,376.996
2004-01-27,376.866
2004-01-28,377.269
2004-01-29,371.978
2004-01-30,370.776
2004-02-02,388.356
2004-02-03,390.919
2004-02-04,397.845
2004-02-05,394.063
2004-02-06,401.068
2004-02-09,398.194
2004-02-10,405.339
2004-02-11,401.958
2004-02-12,410.749
2004-02-13,413.392
2004-02-16,408.615
2004-02-17,413.378
2004-02-18,416.717
2004-02-19,413.965
2004-02-20,409.998
2004-02-23,410.997
2004-02-24,412.159
2004-02-25,409.242
2004-02-26,405.557
2004-02-27,416.052
2004-03-01,403.806
2004-03-02,391.395
2004-03-03,396.201
2004-03-04,388.658
2004-03-05,408.184
2004-03-08,410.289
2004-03-09,400.578
2004-03-10,391.9
2004-03-11,382.224
2004-03-12,384.247
2004-03-15,376.354
2004-03-16,380.856
2004-03-17,380.508
2004-03-18,383.104
2004-03-19,383.946
2004-03-22,377.22
2004-03-23,382.98
2004-03-24,381.899
2004-03-25,377.173
2004-03-26,376.66
2004-03-29,376.797
2004-03-30,377.053
2004-03-31,380.72
2004-04-01,387.026
2004-04-02,393.475
2004-04-05,385.783
2004-04-06,389.119
2004-04-07,391.196
2004-04-08,391.836
2004-04-09,391.836
2004-04-12,390.736
2004-04-13,387.382
2004-04-14,384.006
2004-04-15,385.09
2004-04-16,390.426
2004-04-19,390.582
2004-04-20,385.823
2004-04-21,384.678
2004-04-22,388.068
2004-04-23,384.748
2004-04-26,384.884
2004-04-27,394.001
2004-04-28,391.487
2004-04-29,394.629
2004-04-30,397.823
2004-05-03,395.064
2004-05-04,402.362
2004-05-05,406.745
2004-05-06,400.872
2004-05-07,393.897
2004-05-10,380.805
2004-05-11,383.483
2004-05-12,383.638
2004-05-13,391.658
2004-05-14,388.635
2004-05-17,391.871
2004-05-18,392.036
2004-05-19,395.074
2004-05-20,392.731
2004-05-21,397.039
2004-05-24,397.124
2004-05-25,399.067
2004-05-26,394.536
2004-05-27,401.869
2004-05-28,400.387
2004-05-31,400.939
2004-06-01,394.59
2004-06-02,397.487
2004-06-03,406.612
2004-06-04,410.196
2004-06-07,413.692
2004-06-08,414.117
2004-06-09,403.561
2004-06-10,400.171
2004-06-11,397.421
2004-06-14,396.711
2004-06-15,399.791
2004-06-16,397.618
2004-06-17,399.228
2004-06-18,408.239
2004-06-21,404.588
2004-06-22,404.592
2004-06-23,403.073
2004-06-24,415.396
2004-06-25,405.853
2004-06-28,409.154
2004-06-29,411.43
2004-06-30,410.115
2004-07-01,411.151
2004-07-02,414.867
2004-07-05,414.261
2004-07-06,416.359
2004-07-07,421.021
2004-07-08,420.66
2004-07-09,420.503
2004-07-12,419.769
2004-07-13,414.434
2004-07-14,417.424
2004-07-15,417.658
2004-07-16,419.915
2004-07-19,417.19
2004-07-20,413.992
2004-07-21,407.454
2004-07-22,407.588
2004-07-23,402.473
2004-07-26,403.484
2004-07-27,401.959
2004-07-28,400.608
2004-07-29,405.353
2004-07-30,401.941
2004-08-02,403.181
2004-08-03,405.859
2004-08-04,407.584
2004-08-05,411.422
2004-08-06,414.77
2004-08-09,409.502
2004-08-10,420.111
2004-08-11,420.118
2004-08-12,422.489
2004-08-13,422.023
2004-08-16,423.186
2004-08-17,426.122
2004-08-18,427.294
2004-08-19,430.329
2004-08-20,428.602
2004-08-23,427.436
2004-08-24,420.645
2004-08-25,419.301
2004-08-26,416.919
2004-08-27,420.639
2004-08-30,423.541
2004-08-31,431.484
2004-09-01,436.439
2004-09-02,435.867
2004-09-03,436.469
2004-09-06,444.232
2004-09-07,440.201
2004-09-08,438.034
2004-09-09,438.47
2004-09-10,442.977
2004-09-13,446.413
2004-09-14,449.573
2004-09-15,443.747
2004-09-16,445.862
2004-09-17,444.536
2004-09-20,439.859
2004-09-21,444.176
2004-09-22,441.79
2004-09-23,438.753
2004-09-24,442.98
2004-09-27,438.85
2004-09-28,444.452
2004-09-29,447.119
2004-09-30,455.906
2004-10-01,455.95
2004-10-04,453.756
2004-10-05,454.294
2004-10-06,458.647
2004-10-07,457.96
2004-10-08,459.57
2004-10-11,454.529
2004-10-12,449.191
2004-10-13,443.329
2004-10-14,448.546
2004-10-15,448.607
2004-10-18,457.335
2004-10-19,464.436
2004-10-20,468.715
2004-10-21,468.482
2004-10-22,469.848
2004-10-25,471.652
2004-10-26,472.413
2004-10-27,474.217
2004-10-28,472.165
2004-10-29,475.546
2004-11-01,480.317
2004-11-02,483.016
2004-11-03,484.764
2004-11-04,487.018
2004-11-05,488.115
2004-11-08,482.576
2004-11-09,480.802
2004-11-10,483.778
2004-11-11,486.873
2004-11-12,487.362
2004-11-15,485.413
2004-11-16,482.622
2004-11-17,489.805
2004-11-18,489.493
2004-11-19,492.405
2004-11-22,491.802
2004-11-23,497.606
2004-11-24,503.857
2004-11-25,507.75
2004-11-26,508.352
2004-11-29,508.358
2004-11-30,504.715
2004-12-01,508.183
2004-12-02,510.538
2004-12-03,512.231
2004-12-06,517.172
2004-12-07,518.63
2004-12-08,509.048
2004-12-09,508.558
2004-12-10,508.539
2004-12-13,516.461
2004-12-14,515.322
2004-12-15,519.344
2004-12-16,513.293
2004-12-17,514.306
2004-12-20,524.094
2004-12-21,529.137
2004-12-22,538.461
2004-12-23,541.405
2004-12-24,539.721
2004-12-27,550.967
2004-12-28,549.471
2004-12-29,545.082
2004-12-30,544.221
2004-12-31,540.35
2005-01-03,548.972
2005-01-04,543.463
2005-01-05,537.464
2005-01-06,532.575
2005-01-07,524.883
2005-01-10,527.276
2005-01-11,528.313
2005-01-12,532.276
2005-01-13,529.781
2005-01-14,512.245
2005-01-17,516.247
2005-01-18,509.717
2005-01-19,507.707
2005-01-20,496.904
2005-01-21,497.78
2005-01-24,494.414
2005-01-25,503.136
2005-01-26,515.607
2005-01-27,511.992
2005-01-28,506.981
2005-01-31,516.492
2005-02-01,517.246
2005-02-02,513.474
2005-02-03,506.69
2005-02-04,512.879
2005-02-07,515.345
2005-02-08,514.103
2005-02-09,515.28
2005-02-10,520.438
2005-02-11,527.266
2005-02-14,525.706
2005-02-15,531.492
2005-02-16,528.287
2005-02-17,523.081
2005-02-18,523.432
2005-02-21,518.287
2005-02-22,525.463
2005-02-23,521.152
2005-02-24,517.493
2005-02-25,523.222
2005-02-28,530.23
2005-03-01,524.827
2005-03-02,506.603
2005-03-03,512.334
2005-03-04,516.264
2005-03-07,519.698
2005-03-08,522.669
2005-03-09,515.784
2005-03-10,512.866
2005-03-11,513.738
2005-03-14,504.601
2005-03-15,504.241
2005-03-16,508.226
2005-03-17,507.592
2005-03-18,508.959
2005-03-21,500.731
2005-03-22,503.968
2005-03-23,496.603
2005-03-24,502.087
2005-03-25,502.087
2005-03-28,498.563
2005-03-29,499.27
2005-03-30,502.355
2005-03-31,503.804
2005-04-01,511.13
2005-04-04,508.977
2005-04-05,512.881
2005-04-06,511.072
2005-04-07,513.355
2005-04-08,509.403
2005-04-11,517.056
2005-04-12,516.54
2005-04-13,516.587
2005-04-14,509.687
2005-04-15,505.8
2005-04-18,498.521
2005-04-19,506.569
2005-04-20,503.964
2005-04-21,508.449
2005-04-22,504.929
2005-04-25,497.475
2005-04-26,490.814
2005-04-27,486.498
2005-04-28,483.211
2005-04-29,479.881
2005-05-02,476.484
2005-05-03,481.273
2005-05-04,485.146
2005-05-05,488.488
2005-05-06,491.642
2005-05-09,484.538
2005-05-10,485.559
2005-05-11,486.685
2005-05-12,491.616
2005-05-13,487.057
2005-05-16,482.886
2005-05-17,481.716
2005-05-18,480.487
2005-05-19,481.023
2005-05-20,478.354
2005-05-23,485.461
2005-05-24,483.437
2005-05-25,488.488
2005-05-26,467.791
2005-05-27,465.254
2005-05-30,468.138
2005-05-31,463.677
2005-06-01,463.249
2005-06-02,465.246
2005-06-03,463.474
2005-06-06,459.861
2005-06-07,469.198
2005-06-08,472.968
2005-06-09,469.286
2005-06-10,474.902
2005-06-13,467.53
2005-06-14,480.312
2005-06-15,475.749
2005-06-16,488.462
2005-06-17,494.534
2005-06-20,482.942
2005-06-21,489.803
2005-06-22,484.121
2005-06-23,477.517
2005-06-24,472.705
2005-06-27,469.114
2005-06-28,472.88
2005-06-29,474.138
2005-06-30,473.767
2005-07-01,468.83
2005-07-04,472.771
2005-07-05,475.143
2005-07-06,481.949
2005-07-07,482.751
2005-07-08,494.379
2005-07-11,505.375
2005-07-12,500.62
2005-07-13,500.628
2005-07-14,519.88
2005-07-15,516.923
2005-07-18,520.31
2005-07-19,520.395
2005-07-20,525.427
2005-07-21,531.929
2005-07-22,530.184
2005-07-25,527.533
2005-07-26,518.756
2005-07-27,519.278
2005-07-28,522.064
2005-07-29,520.878
2005-08-01,522.853
2005-08-02,527.294
2005-08-03,527.478
2005-08-04,524.556
2005-08-05,528.205
2005-08-08,534.594
2005-08-09,539.819
2005-08-10,545.746
2005-08-11,551.413
2005-08-12,552.276
2005-08-15,544.651
2005-08-16,539.462
2005-08-17,529.547
2005-08-18,519.523
2005-08-19,517.521
2005-08-22,526.277
2005-08-23,525.883
2005-08-24,533.181
2005-08-25,534.704
2005-08-26,540.198
2005-08-29,533.019
2005-08-30,527.072
2005-08-31,544.431
2005-09-01,547.682
2005-09-02,562.651
2005-09-05,565.464
2005-09-06,559.692
2005-09-07,558.167
2005-09-08,545.309
2005-09-09,542.535
2005-09-12,535.389
2005-09-13,539.55
2005-09-14,551.755
2005-09-15,548.708
2005-09-16,552.936
2005-09-19,558.311
2005-09-20,557.076
2005-09-21,554.244
2005-09-22,551.762
2005-09-23,561.12
2005-09-26,567.12
2005-09-27,561.144
2005-09-28,560.491
2005-09-29,554.245
2005-09-30,555.141
2005-10-03,549.205
2005-10-04,553.336
2005-10-05,564.327
2005-10-06,573.625
2005-10-07,566.164
2005-10-10,564.868
2005-10-11,570.626
2005-10-12,564.286
2005-10-13,550.456
2005-10-14,558.004
2005-10-17,549.522
2005-10-18,552.919
2005-10-19,548.304
2005-10-20,555.497
2005-10-21,553.926
2005-10-24,550.59
2005-10-25,561.184
2005-10-26,561.393
2005-10-27,560.259
2005-10-28,554.966
2005-10-31,558.877
2005-11-01,560.155
2005-11-02,560.62
2005-11-03,553.441
2005-11-04,541.638
2005-11-07,555.289
2005-11-08,554.745
2005-11-09,549.954
