Date,AUSTRALIA SMALL CAP Small Cap
2001-08-23,96.819
2001-08-24,97.192
2001-08-27,98.123
2001-08-28,98.179
2001-08-29,98.161
2001-08-30,98.835
2001-08-31,97.166
2001-09-03,97.545
2001-09-04,97.509
2001-09-05,96.295
2001-09-06,96.214
2001-09-07,96.255
2001-09-10,95.033
2001-09-11,96.226
2001-09-12,93.597
2001-09-13,93.107
2001-09-14,92.048
2001-09-17,87.396
2001-09-18,87.361
2001-09-19,88.187
2001-09-20,87.94
2001-09-21,84.935
2001-09-24,84.57
2001-09-25,85.83
2001-09-26,85.102
2001-09-27,85.304
2001-09-28,87.84
2001-10-01,88.597
2001-10-02,90.149
2001-10-03,90.842
2001-10-04,90.955
2001-10-05,92.888
2001-10-08,93.539
2001-10-09,93.205
2001-10-10,93.05
2001-10-11,92.354
2001-10-12,92.662
2001-10-15,95.159
2001-10-16,95.833
2001-10-17,97.2
2001-10-18,95.412
2001-10-19,94.139
2001-10-22,94.46
2001-10-23,94.729
2001-10-24,94.722
2001-10-25,95.242
2001-10-26,94.69
2001-10-29,95.229
2001-10-30,95.359
2001-10-31,94.426
2001-11-01,95.623
2001-11-02,95.845
2001-11-05,95.077
2001-11-06,96.726
2001-11-07,96.878
2001-11-08,97.121
2001-11-09,97.059
2001-11-12,98.339
2001-11-13,98.434
2001-11-14,98.897
2001-11-15,98.18
2001-11-16,98.488
2001-11-19,99.068
2001-11-20,98.194
2001-11-21,97.659
2001-11-22,97.524
2001-11-23,97.306
2001-11-26,97.382
2001-11-27,98.375
2001-11-28,98.707
2001-11-29,98.193
2001-11-30,98.892
2001-12-03,97.729
2001-12-04,96.617
2001-12-05,97.16
2001-12-06,97.252
2001-12-07,97.873
2001-12-10,97.596
2001-12-11,97.97
2001-12-12,97.709
2001-12-13,97.734
2001-12-14,97.179
2001-12-17,96.814
2001-12-18,97.416
2001-12-19,96.801
2001-12-20,95.664
2001-12-21,96.691
2001-12-24,97.195
2001-12-25,97.195
2001-12-26,97.128
2001-12-27,98.164
2001-12-28,98.859
2001-12-31,99.118
2002-01-01,99.118
2002-01-02,100.097
2002-01-03,99.391
2002-01-04,100.174
2002-01-07,100.357
2002-01-08,101.078
2002-01-09,101.237
2002-01-10,102.447
2002-01-11,102.771
2002-01-14,101.764
2002-01-15,101.632
2002-01-16,101.87
2002-01-17,100.429
2002-01-18,100.499
2002-01-21,101.277
2002-01-22,102.539
2002-01-23,103.118
2002-01-24,102.25
2002-01-25,101.997
2002-01-28,101.71
2002-01-29,102.33
2002-01-30,100.788
2002-01-31,102.165
2002-02-01,102.61
2002-02-04,103.373
2002-02-05,103.488
2002-02-06,104.255
2002-02-07,103.546
2002-02-08,104.409
2002-02-11,105.674
2002-02-12,104.816
2002-02-13,105.17
2002-02-14,106.843
2002-02-15,106.668
2002-02-18,106.338
2002-02-19,105.971
2002-02-20,105.626
2002-02-21,105.435
2002-02-22,105.579
2002-02-25,104.972
2002-02-26,105.305
2002-02-27,103.94
2002-02-28,103.904
2002-03-01,104.294
2002-03-04,104.822
2002-03-05,104.917
2002-03-06,105.264
2002-03-07,106.532
2002-03-08,106.032
2002-03-11,105.366
2002-03-12,105.406
2002-03-13,105.505
2002-03-14,106.554
2002-03-15,106.05
2002-03-18,106.682
2002-03-19,106.784
2002-03-20,109.056
2002-03-21,109.405
2002-03-22,109.33
2002-03-25,109.197
2002-03-26,107.347
2002-03-27,107.869
2002-03-28,109.571
2002-03-29,109.571
2002-04-01,109.766
2002-04-02,108.428
2002-04-03,107.637
2002-04-04,107.659
2002-04-05,107.774
2002-04-08,106.928
2002-04-09,106.407
2002-04-10,107.219
2002-04-11,107.973
2002-04-12,107.584
2002-04-15,107.074
2002-04-16,107.367
2002-04-17,109.058
2002-04-18,109.323
2002-04-19,109.892
2002-04-22,109.611
2002-04-23,109.271
2002-04-24,107.517
2002-04-25,107.974
2002-04-26,109.004
2002-04-29,108.027
2002-04-30,107.229
2002-05-01,107.938
2002-05-02,108.043
2002-05-03,108.129
2002-05-06,108.598
2002-05-07,108.308
2002-05-08,108.803
2002-05-09,108.541
2002-05-10,108.601
2002-05-13,108.379
2002-05-14,108.931
2002-05-15,110.147
2002-05-16,110.982
2002-05-17,112.522
2002-05-20,112.507
2002-05-21,112.913
2002-05-22,114.121
2002-05-23,114.088
2002-05-24,114.68
2002-05-27,116.033
2002-05-28,116.932
2002-05-29,117.735
2002-05-30,118.087
2002-05-31,119.227
2002-06-03,120.543
2002-06-04,119.64
2002-06-05,119.671
2002-06-06,121.071
2002-06-07,120.872
2002-06-10,120.071
2002-06-11,119.325
2002-06-12,119.262
2002-06-13,118.181
2002-06-14,115.907
2002-06-17,115.552
2002-06-18,116.818
2002-06-19,116.976
2002-06-20,117.612
2002-06-21,118.421
2002-06-24,118.57
2002-06-25,116.532
2002-06-26,113.985
2002-06-27,114.233
2002-06-28,114.276
2002-07-01,114.034
2002-07-02,114.345
2002-07-03,112.878
2002-07-04,112.636
2002-07-05,113.546
2002-07-08,115.527
2002-07-09,116.572
2002-07-10,115.805
2002-07-11,113.297
2002-07-12,113.903
2002-07-15,113.996
2002-07-16,112.949
2002-07-17,110.162
2002-07-18,110.812
2002-07-19,110.602
2002-07-22,109.622
2002-07-23,107.479
2002-07-24,104.245
2002-07-25,106.166
2002-07-26,104.668
2002-07-29,105.669
2002-07-30,107.5
2002-07-31,107.456
2002-08-01,105.846
2002-08-02,105.44
2002-08-05,103.246
2002-08-06,101.672
2002-08-07,104.25
2002-08-08,104.879
2002-08-09,105.934
2002-08-12,107.398
2002-08-13,107.349
2002-08-14,107.784
2002-08-15,109.102
2002-08-16,110.205
2002-08-19,109.19
2002-08-20,110.134
2002-08-21,109.363
2002-08-22,109.759
2002-08-23,109.869
2002-08-26,110.47
2002-08-27,112.775
2002-08-28,112.857
2002-08-29,112.469
2002-08-30,113.118
2002-09-02,113.492
2002-09-03,112.264
2002-09-04,110.334
2002-09-05,110.336
2002-09-06,110.783
2002-09-09,111.883
2002-09-10,111.433
2002-09-11,111.498
2002-09-12,112.213
2002-09-13,112.094
2002-09-16,111.547
2002-09-17,112.32
2002-09-18,111.774
2002-09-19,111.779
2002-09-20,110.861
2002-09-23,109.529
2002-09-24,109.044
2002-09-25,108.122
2002-09-26,107.948
2002-09-27,108.247
2002-09-30,108.401
2002-10-01,107.42
2002-10-02,107.908
2002-10-03,108.16
2002-10-04,107.446
2002-10-07,107.064
2002-10-08,106.664
2002-10-09,106.095
2002-10-10,105.797
2002-10-11,106.316
2002-10-14,106.092
2002-10-15,107.139
2002-10-16,107.859
2002-10-17,108.262
2002-10-18,107.438
2002-10-21,107.407
2002-10-22,108.247
2002-10-23,108.733
2002-10-24,109.045
2002-10-25,108.75
2002-10-28,110.355
2002-10-29,109.875
2002-10-30,108.569
2002-10-31,109.058
2002-11-01,109.589
2002-11-04,111.191
2002-11-05,111.196
2002-11-06,110.871
2002-11-07,111.785
2002-11-08,111.144
2002-11-11,109.416
2002-11-12,109.53
2002-11-13,108.433
2002-11-14,108.859
2002-11-15,109.108
2002-11-18,109.539
2002-11-19,108.45
2002-11-20,108.288
2002-11-21,111.19
2002-11-22,111.068
2002-11-25,109.883
2002-11-26,109.709
2002-11-27,108.984
2002-11-28,110.159
2002-11-29,111.045
2002-12-02,111.517
2002-12-03,110.874
2002-12-04,109.861
2002-12-05,110.484
2002-12-06,110.553
2002-12-09,111.446
2002-12-10,110.354
2002-12-11,109.82
2002-12-12,110.53
2002-12-13,112.239
2002-12-16,112.165
2002-12-17,112.833
2002-12-18,112.369
2002-12-19,113.263
2002-12-20,112.797
2002-12-23,113.331
2002-12-24,113.557
2002-12-25,113.557
2002-12-26,113.557
2002-12-27,113.306
2002-12-30,113.8
2002-12-31,114.274
2003-01-01,114.274
2003-01-02,114.761
2003-01-03,115.873
2003-01-06,119.123
2003-01-07,119.161
2003-01-08,118.579
2003-01-09,118.912
2003-01-10,119.436
2003-01-13,119.718
2003-01-14,120.489
2003-01-15,120.247
2003-01-16,120.577
2003-01-17,121.472
2003-01-20,121.993
2003-01-21,120.967
2003-01-22,119.359
2003-01-23,120.901
2003-01-24,121.57
2003-01-27,121.129
2003-01-28,119.141
2003-01-29,119.596
2003-01-30,118.726
2003-01-31,118.875
2003-02-03,117.266
2003-02-04,118.702
2003-02-05,117.599
2003-02-06,117.244
2003-02-07,116.735
2003-02-10,116.32
2003-02-11,115.034
2003-02-12,115.796
2003-02-13,115.446
2003-02-14,115.224
2003-02-17,115.311
2003-02-18,115.398
2003-02-19,115.968
2003-02-20,115.575
2003-02-21,115.574
2003-02-24,117.287
2003-02-25,115.603
2003-02-26,116.901
2003-02-27,115.603
2003-02-28,116.259
2003-03-03,117.842
2003-03-04,118.262
2003-03-05,117.713
2003-03-06,117.242
2003-03-07,116.568
2003-03-10,116.733
2003-03-11,113.978
2003-03-12,111.151
2003-03-13,110.229
2003-03-14,111.287
2003-03-17,110.788
2003-03-18,113.242
2003-03-19,113.392
2003-03-20,114.304
2003-03-21,114.111
2003-03-24,114.674
2003-03-25,115.764
2003-03-26,116.797
2003-03-27,117.495
2003-03-28,117.938
2003-03-31,118.977
2003-04-01,118.246
2003-04-02,116.806
2003-04-03,117.155
2003-04-04,118.912
2003-04-07,120.169
2003-04-08,120.837
2003-04-09,120.916
2003-04-10,123.008
2003-04-11,123.177
2003-04-14,122.674
2003-04-15,122.783
2003-04-16,124.355
2003-04-17,124.495
2003-04-18,124.495
2003-04-21,124.202
2003-04-22,126.532
2003-04-23,126.35
2003-04-24,126.172
2003-04-25,125.642
2003-04-28,126.209
2003-04-29,127.427
2003-04-30,129.248
2003-05-01,130.912
2003-05-02,130.101
2003-05-05,131.423
2003-05-06,132.079
2003-05-07,132.542
2003-05-08,134.01
2003-05-09,134.978
2003-05-12,136.508
2003-05-13,136.744
2003-05-14,135.165
2003-05-15,133.91
2003-05-16,134.795
2003-05-19,136.357
2003-05-20,135.848
2003-05-21,135.95
2003-05-22,136.979
2003-05-23,137.006
2003-05-26,138.447
2003-05-27,137.628
2003-05-28,135.749
2003-05-29,135.117
2003-05-30,135.945
2003-06-02,137.536
2003-06-03,137.874
2003-06-04,139.227
2003-06-05,140.326
2003-06-06,139.33
2003-06-09,138.803
2003-06-10,139.04
2003-06-11,140.438
2003-06-12,141.373
2003-06-13,142.59
2003-06-16,143.636
2003-06-17,145.399
2003-06-18,145.702
2003-06-19,145.177
2003-06-20,145.201
2003-06-23,144.082
2003-06-24,143.418
2003-06-25,144.442
2003-06-26,142.088
2003-06-27,143.026
2003-06-30,143.109
2003-07-01,145.005
2003-07-02,145.729
2003-07-03,147.311
2003-07-04,146.507
2003-07-07,146.388
2003-07-08,143.191
2003-07-09,141.268
2003-07-10,141.934
2003-07-11,142.268
2003-07-14,143.96
2003-07-15,142.387
2003-07-16,144.036
2003-07-17,143.143
2003-07-18,141.27
2003-07-21,143.051
2003-07-22,142.197
2003-07-23,143.896
2003-07-24,146.027
2003-07-25,146.312
2003-07-28,147.276
2003-07-29,147.183
2003-07-30,144.146
2003-07-31,143.694
2003-08-01,145.475
2003-08-04,144.671
2003-08-05,143.742
2003-08-06,144.237
2003-08-07,145.422
2003-08-08,146.583
2003-08-11,147.335
2003-08-12,147.863
2003-08-13,148.677
2003-08-14,148.246
2003-08-15,148.751
2003-08-18,148.819
2003-08-19,148.455
2003-08-20,149.994
2003-08-21,148.675
2003-08-22,147.257
2003-08-25,147.604
2003-08-26,145.509
2003-08-27,144.575
2003-08-28,145.646
2003-08-29,147.61
2003-09-01,147.439
2003-09-02,147.651
2003-09-03,147.758
2003-09-04,148.184
2003-09-05,149.553
2003-09-08,151.034
2003-09-09,153.803
2003-09-10,154.73
2003-09-11,154.161
2003-09-12,154.604
2003-09-15,155.377
2003-09-16,155.57
2003-09-17,156.288
2003-09-18,157.222
2003-09-19,160.792
2003-09-22,162.088
2003-09-23,160.419
2003-09-24,161.376
2003-09-25,161.238
2003-09-26,159.165
2003-09-29,157.404
2003-09-30,159.333
2003-10-01,160.707
2003-10-02,162.408
2003-10-03,162.573
2003-10-06,162.315
2003-10-07,164.689
2003-10-08,166.692
2003-10-09,168.061
2003-10-10,168.919
2003-10-13,169.664
2003-10-14,169.474
2003-10-15,169.451
2003-10-16,169.756
2003-10-17,169.598
2003-10-20,169.523
2003-10-21,172.725
2003-10-22,173.86
2003-10-23,171.709
2003-10-24,171.774
2003-10-27,173.257
2003-10-28,173.102
2003-10-29,173.3
2003-10-30,174.821
2003-10-31,175.53
2003-11-03,173.438
2003-11-04,171.882
2003-11-05,172.95
2003-11-06,174.307
2003-11-07,174.431
2003-11-10,175.686
2003-11-11,174.436
2003-11-12,173.064
2003-11-13,174.611
2003-11-14,174.791
2003-11-17,172.185
2003-11-18,172.326
2003-11-19,173.158
2003-11-20,173.643
2003-11-21,173.385
2003-11-24,172.034
2003-11-25,171.976
2003-11-26,173.738
2003-11-27,174.155
2003-11-28,174.757
2003-12-01,174.948
2003-12-02,177.065
2003-12-03,179.379
2003-12-04,179.133
2003-12-05,180.087
2003-12-08,181.209
2003-12-09,179.886
2003-12-10,180.216
2003-12-11,176.994
2003-12-12,179.398
2003-12-15,181.195
2003-12-16,179.852
2003-12-17,179.791
2003-12-18,178.449
2003-12-19,178.644
2003-12-22,178.909
2003-12-23,180.031
2003-12-24,182.687
2003-12-25,182.687
2003-12-26,182.319
2003-12-29,183.315
2003-12-30,185.377
2003-12-31,186.959
2004-01-01,186.959
2004-01-02,187.74
2004-01-05,189.633
2004-01-06,192.146
2004-01-07,190.958
2004-01-08,191.895
2004-01-09,193.441
2004-01-12,192.7
2004-01-13,193.31
2004-01-14,193.117
2004-01-15,192.211
2004-01-16,191.448
2004-01-19,187.924
2004-01-20,192.363
2004-01-21,194.209
2004-01-22,196.701
2004-01-23,196.699
2004-01-26,196.091
2004-01-27,195.918
2004-01-28,193.571
2004-01-29,188.128
2004-01-30,188.444
2004-02-02,187.675
2004-02-03,188.978
2004-02-04,187.28
2004-02-05,187.345
2004-02-06,190.157
2004-02-09,192.691
2004-02-10,193.668
2004-02-11,194.511
2004-02-12,197.7
2004-02-13,198.393
2004-02-16,198.896
2004-02-17,201.041
2004-02-18,202.313
2004-02-19,201.07
2004-02-20,197.044
2004-02-23,195.691
2004-02-24,197.248
2004-02-25,196.722
2004-02-26,194.893
2004-02-27,196.811
2004-03-01,199.078
2004-03-02,198.229
2004-03-03,192.137
2004-03-04,194.119
2004-03-05,197.411
2004-03-08,196.709
2004-03-09,199.206
2004-03-10,194.079
2004-03-11,190.318
2004-03-12,187.733
2004-03-15,188.918
2004-03-16,191.867
2004-03-17,190.711
2004-03-18,193.894
2004-03-19,194.385
2004-03-22,194.408
2004-03-23,193.993
2004-03-24,192.715
2004-03-25,191.392
2004-03-26,193.337
2004-03-29,193.973
2004-03-30,196.111
2004-03-31,198.005
2004-04-01,201.356
2004-04-02,199.606
2004-04-05,198.409
2004-04-06,200.578
2004-04-07,201.347
2004-04-08,200.275
2004-04-09,200.275
2004-04-12,201.3
2004-04-13,197.895
2004-04-14,191.301
2004-04-15,192.748
2004-04-16,195.921
2004-04-19,196.759
2004-04-20,194.621
2004-04-21,193.01
2004-04-22,191.111
2004-04-23,192.405
2004-04-26,192.126
2004-04-27,191.704
2004-04-28,190.002
2004-04-29,185.671
2004-04-30,186.045
2004-05-03,183.648
2004-05-04,185.71
2004-05-05,186.718
2004-05-06,184.331
2004-05-07,178.332
2004-05-10,173.196
2004-05-11,174.104
2004-05-12,177.063
2004-05-13,174.805
2004-05-14,174.008
2004-05-17,174.415
2004-05-18,173.335
2004-05-19,177.055
2004-05-20,174.721
2004-05-21,178.301
2004-05-24,177.732
2004-05-25,179.428
2004-05-26,181.191
2004-05-27,185.223
2004-05-28,184.614
2004-05-31,185.211
2004-06-01,183.844
2004-06-02,182.153
2004-06-03,179.627
2004-06-04,180.637
2004-06-07,184.282
2004-06-08,183.339
2004-06-09,180.457
2004-06-10,182.64
2004-06-11,181.662
2004-06-14,181.57
2004-06-15,180.056
2004-06-16,180.873
2004-06-17,180.922
2004-06-18,183.211
2004-06-21,183.689
2004-06-22,182.139
2004-06-23,182.916
2004-06-24,185.968
2004-06-25,185.084
2004-06-28,184.467
2004-06-29,181.926
2004-06-30,184.572
2004-07-01,187.344
2004-07-02,190.003
2004-07-05,191.028
2004-07-06,192.758
2004-07-07,195.799
2004-07-08,196.063
2004-07-09,194.979
2004-07-12,196.281
2004-07-13,195.805
2004-07-14,194.871
2004-07-15,195.349
2004-07-16,197.588
2004-07-19,198.294
2004-07-20,196.247
2004-07-21,193.818
2004-07-22,194.362
2004-07-23,191.953
2004-07-26,191.392
2004-07-27,190.817
2004-07-28,190.141
2004-07-29,189.464
2004-07-30,192.48
2004-08-02,194.389
2004-08-03,193.803
2004-08-04,193.735
2004-08-05,193.689
2004-08-06,196.641
2004-08-09,196.154
2004-08-10,196.05
2004-08-11,195.678
2004-08-12,195.385
2004-08-13,195.29
2004-08-16,196.387
2004-08-17,195.282
2004-08-18,194.441
2004-08-19,199.284
2004-08-20,200.288
2004-08-23,199.444
2004-08-24,196.975
2004-08-25,198.379
2004-08-26,198.365
2004-08-27,200.291
2004-08-30,198.999
2004-08-31,200.914
2004-09-01,202.079
2004-09-02,199.851
2004-09-03,197.926
2004-09-06,198.264
2004-09-07,199.061
2004-09-08,199.743
2004-09-09,198.094
2004-09-10,201.798
2004-09-13,201.613
2004-09-14,205.365
2004-09-15,202.246
2004-09-16,203.618
2004-09-17,202.708
2004-09-20,204.009
2004-09-21,205.662
2004-09-22,207.729
2004-09-23,210.325
2004-09-24,209.005
2004-09-27,210.129
2004-09-28,212.186
2004-09-29,212.64
2004-09-30,216.06
2004-10-01,215.589
2004-10-04,215.475
2004-10-05,217.654
2004-10-06,218.697
2004-10-07,219.0
2004-10-08,220.636
2004-10-11,221.246
2004-10-12,221.801
2004-10-13,220.337
2004-10-14,222.035
2004-10-15,222.548
2004-10-18,221.573
2004-10-19,223.02
2004-10-20,225.489
2004-10-21,227.743
2004-10-22,229.073
2004-10-25,230.752
2004-10-26,230.467
2004-10-27,235.193
2004-10-28,235.628
2004-10-29,237.459
2004-11-01,237.807
2004-11-02,237.038
2004-11-03,241.546
2004-11-04,243.663
2004-11-05,245.481
2004-11-08,244.799
2004-11-09,245.751
2004-11-10,245.726
2004-11-11,247.172
2004-11-12,248.549
2004-11-15,248.792
2004-11-16,249.032
2004-11-17,251.767
2004-11-18,250.197
2004-11-19,251.192
2004-11-22,249.677
2004-11-23,251.777
2004-11-24,254.022
2004-11-25,256.049
2004-11-26,254.765
2004-11-29,254.562
2004-11-30,251.126
2004-12-01,249.915
2004-12-02,252.356
2004-12-03,252.001
2004-12-06,256.146
2004-12-07,256.101
2004-12-08,246.116
2004-12-09,244.642
2004-12-10,243.715
2004-12-13,245.607
2004-12-14,246.019
2004-12-15,248.381
2004-12-16,247.428
2004-12-17,249.117
2004-12-20,252.195
2004-12-21,252.765
2004-12-22,254.766
2004-12-23,255.157
2004-12-24,258.133
2004-12-27,259.89
2004-12-28,260.024
2004-12-29,259.469
2004-12-30,261.743
2004-12-31,264.205
2005-01-03,261.829
2005-01-04,260.505
2005-01-05,259.135
2005-01-06,257.793
2005-01-07,258.668
2005-01-10,259.841
2005-01-11,261.022
2005-01-12,262.844
2005-01-13,263.289
2005-01-14,260.751
2005-01-17,262.377
2005-01-18,260.037
2005-01-19,260.596
2005-01-20,259.594
2005-01-21,261.914
2005-01-24,262.397
2005-01-25,261.274
2005-01-26,264.623
2005-01-27,267.88
2005-01-28,266.539
2005-01-31,268.877
2005-02-01,269.761
2005-02-02,271.264
2005-02-03,269.553
2005-02-04,269.732
2005-02-07,271.377
2005-02-08,268.612
2005-02-09,268.466
2005-02-10,271.189
2005-02-11,272.738
2005-02-14,274.656
2005-02-15,272.388
2005-02-16,270.262
2005-02-17,272.227
2005-02-18,271.208
2005-02-21,273.409
2005-02-22,273.93
2005-02-23,267.563
2005-02-24,265.782
2005-02-25,265.951
2005-02-28,271.614
2005-03-01,271.054
2005-03-02,270.329
2005-03-03,271.222
2005-03-04,275.077
2005-03-07,276.328
2005-03-08,281.323
2005-03-09,277.625
2005-03-10,275.605
2005-03-11,277.593
2005-03-14,276.295
2005-03-15,276.903
2005-03-16,279.667
2005-03-17,278.372
2005-03-18,278.991
2005-03-21,278.432
2005-03-22,277.594
2005-03-23,269.34
2005-03-24,266.422
2005-03-25,266.422
2005-03-28,265.472
2005-03-29,263.419
2005-03-30,263.021
2005-03-31,265.88
2005-04-01,267.436
2005-04-04,263.893
2005-04-05,263.823
2005-04-06,262.69
2005-04-07,264.709
2005-04-08,266.573
2005-04-11,266.072
2005-04-12,268.045
2005-04-13,269.764
2005-04-14,264.437
2005-04-15,258.522
2005-04-18,252.896
2005-04-19,257.955
2005-04-20,260.156
2005-04-21,259.192
2005-04-22,262.51
2005-04-25,261.152
2005-04-26,261.079
2005-04-27,259.287
2005-04-28,258.073
2005-04-29,255.936
2005-05-02,256.058
2005-05-03,252.775
2005-05-04,252.427
2005-05-05,253.954
2005-05-06,253.385
2005-05-09,252.419
2005-05-10,254.016
2005-05-11,254.626
2005-05-12,253.056
2005-05-13,250.89
2005-05-16,246.853
2005-05-17,246.519
2005-05-18,249.558
2005-05-19,252.995
2005-05-20,252.481
2005-05-23,256.635
2005-05-24,259.427
2005-05-25,259.059
2005-05-26,258.824
2005-05-27,260.495
2005-05-30,260.646
2005-05-31,259.13
2005-06-01,258.037
2005-06-02,261.726
2005-06-03,264.156
2005-06-06,267.948
2005-06-07,268.743
2005-06-08,271.283
2005-06-09,270.04
2005-06-10,269.538
2005-06-13,269.272
2005-06-14,271.559
2005-06-15,273.404
2005-06-16,277.243
2005-06-17,282.435
2005-06-20,283.35
2005-06-21,283.25
2005-06-22,281.744
2005-06-23,278.735
2005-06-24,275.955
2005-06-27,276.178
2005-06-28,277.426
2005-06-29,275.393
2005-06-30,276.284
2005-07-01,271.88
2005-07-04,271.834
2005-07-05,269.805
2005-07-06,269.666
2005-07-07,266.379
2005-07-08,267.44
2005-07-11,270.743
2005-07-12,274.934
2005-07-13,273.066
2005-07-14,276.29
2005-07-15,274.062
2005-07-18,275.429
2005-07-19,273.604
2005-07-20,276.264
2005-07-21,282.901
2005-07-22,287.733
2005-07-25,290.222
2005-07-26,288.737
2005-07-27,287.331
2005-07-28,286.826
2005-07-29,290.28
2005-08-01,289.613
2005-08-02,292.109
2005-08-03,294.084
2005-08-04,292.886
2005-08-05,291.277
2005-08-08,292.222
2005-08-09,290.979
2005-08-10,294.51
2005-08-11,299.367
2005-08-12,299.38
2005-08-15,299.376
2005-08-16,301.699
2005-08-17,298.066
2005-08-18,293.319
2005-08-19,292.267
2005-08-22,298.311
2005-08-23,298.872
2005-08-24,298.132
2005-08-25,298.869
2005-08-26,300.151
2005-08-29,294.252
2005-08-30,294.183
2005-08-31,295.774
2005-09-01,304.42
2005-09-02,303.657
2005-09-05,305.995
2005-09-06,306.544
2005-09-07,308.202
2005-09-08,309.106
2005-09-09,309.186
2005-09-12,308.566
2005-09-13,309.198
2005-09-14,311.115
2005-09-15,309.287
2005-09-16,312.879
2005-09-19,312.53
2005-09-20,315.462
2005-09-21,315.811
2005-09-22,311.441
2005-09-23,310.472
2005-09-26,313.56
2005-09-27,311.897
2005-09-28,312.574
2005-09-29,315.943
2005-09-30,316.493
2005-10-03,317.789
2005-10-04,318.812
2005-10-05,309.765
2005-10-06,300.602
2005-10-07,300.995
2005-10-10,304.453
2005-10-11,301.008
2005-10-12,303.675
2005-10-13,299.381
2005-10-14,299.37
2005-10-17,300.491
2005-10-18,298.652
2005-10-19,295.298
2005-10-20,297.2
2005-10-21,294.318
2005-10-24,293.283
2005-10-25,297.528
2005-10-26,300.59
2005-10-27,300.291
2005-10-28,293.995
2005-10-31,298.284
2005-11-01,297.172
2005-11-02,295.102
2005-11-03,297.118
2005-11-04,295.913
2005-11-07,295.67
2005-11-08,298.057
2005-11-09,296.539
