Date,CANADA SMALL GROWTH Small Cap
2011-07-29,1121.52
2011-08-31,1085.434
2011-09-30,874.318
2011-10-31,996.215
2011-11-30,969.529
2011-12-30,920.55
2012-01-31,1012.222
2012-02-29,1028.35
2012-03-30,944.166
2012-04-30,927.793
2012-05-31,816.965
2012-06-29,801.854
2012-07-31,820.979
2012-08-31,865.311
2012-09-28,923.223
2012-10-31,911.629
2012-11-30,879.57
2012-12-31,884.273
2013-01-31,887.342
2013-02-28,840.609
2013-03-29,870.824
2013-04-30,827.89
2013-05-31,801.649
2013-06-28,751.127
2013-07-31,816.354
2013-08-30,811.248
2013-09-30,843.184
2013-10-31,869.336
2013-11-29,860.428
2013-12-31,883.913
2014-01-31,856.911
2014-02-28,926.373
2014-03-31,936.895
2014-04-30,969.315
2014-05-30,968.61
2014-06-30,1062.696
2014-07-31,1009.312
2014-08-29,1050.486
2014-09-30,939.251
2014-10-31,873.794
2014-11-28,854.931
2014-12-31,833.398
2015-01-30,761.182
2015-02-27,803.757
2015-03-31,771.349
2015-04-30,836.437
2015-05-29,818.481
2015-06-30,803.598
2015-07-31,735.045
2015-08-31,691.912
2015-09-30,652.984
2015-10-30,689.664
2015-11-30,688.7
2015-12-31,640.984
2016-01-29,612.406
2016-02-29,654.098
2016-03-31,726.984
2016-04-29,820.169
2016-05-31,799.55
2016-06-30,835.498
2016-07-29,881.059
2016-08-31,860.44
2016-09-30,869.954
2016-10-31,835.861
2016-11-30,826.787
2016-12-30,830.096
2017-01-31,869.204
2017-02-28,871.757
2017-03-31,888.086
2017-04-28,868.009
2017-05-31,862.929
2017-06-30,898.055
2017-07-31,920.275
2017-08-31,927.921
2017-09-29,943.119
2017-10-31,936.797
2017-11-30,938.104
2017-12-29,996.074
2018-01-31,997.545
2018-02-28,926.518
2018-03-30,926.22
2018-04-30,945.226
2018-05-31,972.24
2018-06-29,984.86
2018-07-31,970.13
2018-08-31,984.731
2018-09-28,980.55
2018-10-31,881.074
2018-11-30,848.215
2018-12-31,803.478
2019-01-31,926.42
2019-02-28,962.712
2019-03-29,934.084
2019-04-30,933.235
2019-05-31,889.634
2019-06-28,966.704
2019-07-31,1001.329
2019-08-30,999.391
2019-09-30,976.829
2019-10-31,978.514
2019-11-29,1011.105
2019-12-31,1066.799
2020-01-31,1050.402
2020-02-28,956.324
2020-03-31,723.862
2020-04-30,930.292
2020-05-29,994.285
2020-06-30,1075.081
2020-07-31,1180.212
2020-08-31,1235.967
2020-09-30,1182.127
2020-10-30,1161.474
2020-11-30,1280.927
2020-12-31,1366.57
2021-01-29,1394.216
2021-02-26,1459.127
2021-03-31,1479.492
2021-04-30,1542.497
2021-05-31,1587.079
2021-06-30,1562.892
2021-07-30,1565.831
2021-08-31,1595.501
2021-09-30,1527.984
2021-10-29,1628.9
2021-11-30,1549.039
2021-12-31,1560.785
2022-01-31,1485.066
2022-02-28,1493.383
2022-03-31,1567.423
2022-04-29,1400.85
2022-05-31,1363.865
2022-06-30,1191.713
2022-07-29,1305.867
2022-08-31,1262.504
2022-09-30,1138.184
2022-10-31,1205.412
2022-11-30,1290.907
2022-12-30,1239.13
2023-01-31,1357.229
2023-02-28,1298.021
2023-03-31,1320.578
2023-04-28,1308.68
2023-05-31,1253.382
2023-06-30,1312.098
2023-07-31,1360.395
2023-08-31,1316.179
2023-09-29,1243.233
2023-10-31,1162.893
2023-11-30,1267.675
2023-12-29,1327.383
2024-01-31,1289.927
2024-02-29,1298.576
2024-03-29,1407.673
2024-04-30,1385.255
2024-05-31,1462.307
2024-06-28,1449.557
2024-07-31,1499.341
2024-08-30,1502.121
2024-09-30,1559.387
2024-10-31,1585.926
2024-11-29,1645.614
2024-12-31,1571.145
2025-01-31,1610.586
2025-02-28,1556.997
2025-03-31,1564.989
2025-04-30,1633.414
2025-05-30,1789.087
2025-06-30,1931.026
