Date,CANADA SMALL GROWTH Small Cap
2001-05-31,313.157
2001-06-01,317.857
2001-06-04,319.008
2001-06-05,318.127
2001-06-06,316.214
2001-06-07,317.285
2001-06-08,316.126
2001-06-11,316.317
2001-06-12,316.253
2001-06-13,316.619
2001-06-14,314.447
2001-06-15,313.421
2001-06-18,309.886
2001-06-19,307.491
2001-06-20,305.405
2001-06-21,302.613
2001-06-22,301.641
2001-06-25,301.141
2001-06-26,301.11
2001-06-27,295.599
2001-06-28,295.478
2001-06-29,299.278
2001-07-02,299.656
2001-07-03,301.193
2001-07-04,300.122
2001-07-05,301.364
2001-07-06,297.621
2001-07-09,292.918
2001-07-10,290.887
2001-07-11,288.522
2001-07-12,288.811
2001-07-13,288.2
2001-07-16,285.353
2001-07-17,283.683
2001-07-18,283.674
2001-07-19,283.712
2001-07-20,284.628
2001-07-23,283.088
2001-07-24,283.095
2001-07-25,282.796
2001-07-26,282.339
2001-07-27,282.668
2001-07-30,283.445
2001-07-31,284.592
2001-08-01,284.383
2001-08-02,284.617
2001-08-03,284.749
2001-08-06,286.062
2001-08-07,282.249
2001-08-08,281.934
2001-08-09,279.802
2001-08-10,278.857
2001-08-13,278.314
2001-08-14,276.885
2001-08-15,279.496
2001-08-16,278.191
2001-08-17,275.0
2001-08-20,273.941
2001-08-21,274.333
2001-08-22,274.193
2001-08-23,273.756
2001-08-24,274.846
2001-08-27,273.207
2001-08-28,271.096
2001-08-29,268.863
2001-08-30,266.043
2001-08-31,265.568
2001-09-03,265.372
2001-09-04,265.743
2001-09-05,265.538
2001-09-06,264.493
2001-09-07,263.19
2001-09-10,258.766
2001-09-11,251.887
2001-09-12,254.345
2001-09-13,253.306
2001-09-14,247.623
2001-09-17,250.958
2001-09-18,250.038
2001-09-19,241.388
2001-09-20,235.491
2001-09-21,235.778
2001-09-24,235.79
2001-09-25,235.67
2001-09-26,234.52
2001-09-27,233.438
2001-09-28,237.775
2001-10-01,237.307
2001-10-02,237.519
2001-10-03,239.1
2001-10-04,243.14
2001-10-05,243.565
2001-10-08,243.982
2001-10-09,248.958
2001-10-10,248.289
2001-10-11,251.677
2001-10-12,251.856
2001-10-15,251.373
2001-10-16,254.233
2001-10-17,254.02
2001-10-18,250.228
2001-10-19,250.591
2001-10-22,249.818
2001-10-23,251.252
2001-10-24,252.584
2001-10-25,251.905
2001-10-26,254.26
2001-10-29,254.353
2001-10-30,251.962
2001-10-31,252.506
2001-11-01,254.18
2001-11-02,253.785
2001-11-05,252.689
2001-11-06,251.538
2001-11-07,253.672
2001-11-08,252.862
2001-11-09,252.757
2001-11-12,254.116
2001-11-13,255.582
2001-11-14,255.54
2001-11-15,252.136
2001-11-16,252.849
2001-11-19,256.326
2001-11-20,255.574
2001-11-21,255.422
2001-11-22,256.673
2001-11-23,256.944
2001-11-26,256.683
2001-11-27,257.116
2001-11-28,256.72
2001-11-29,259.796
2001-11-30,263.013
2001-12-03,263.668
2001-12-04,265.084
2001-12-05,271.007
2001-12-06,270.761
2001-12-07,272.24
2001-12-10,271.186
2001-12-11,270.2
2001-12-12,273.309
2001-12-13,271.764
2001-12-14,271.839
2001-12-17,273.986
2001-12-18,272.65
2001-12-19,271.798
2001-12-20,273.336
2001-12-21,274.723
2001-12-24,274.099
2001-12-25,274.099
2001-12-26,274.027
2001-12-27,276.955
2001-12-28,278.296
2001-12-31,279.449
2002-01-01,279.449
2002-01-02,278.456
2002-01-03,279.473
2002-01-04,281.609
2002-01-07,282.81
2002-01-08,281.757
2002-01-09,285.185
2002-01-10,285.115
2002-01-11,284.837
2002-01-14,284.349
2002-01-15,284.61
2002-01-16,284.363
2002-01-17,281.597
2002-01-18,279.592
2002-01-21,279.607
2002-01-22,281.245
2002-01-23,281.032
2002-01-24,283.074
2002-01-25,282.259
2002-01-28,281.821
2002-01-29,287.205
2002-01-30,286.147
2002-01-31,287.715
2002-02-01,289.885
2002-02-04,288.99
2002-02-05,287.146
2002-02-06,283.759
2002-02-07,285.333
2002-02-08,287.629
2002-02-11,288.827
2002-02-12,290.09
2002-02-13,292.011
2002-02-14,294.025
2002-02-15,292.127
2002-02-18,293.06
2002-02-19,294.549
2002-02-20,290.336
2002-02-21,289.941
2002-02-22,288.414
2002-02-25,287.113
2002-02-26,286.724
2002-02-27,286.939
2002-02-28,289.248
2002-03-01,290.996
2002-03-04,293.877
2002-03-05,295.196
2002-03-06,298.052
2002-03-07,301.238
2002-03-08,299.47
2002-03-11,302.147
2002-03-12,301.152
2002-03-13,300.947
2002-03-14,299.165
2002-03-15,300.742
2002-03-18,302.582
2002-03-19,305.621
2002-03-20,306.624
2002-03-21,305.044
2002-03-22,308.566
2002-03-25,307.514
2002-03-26,303.783
2002-03-27,306.81
2002-03-28,306.5
2002-03-29,306.5
2002-04-01,308.956
2002-04-02,308.787
2002-04-03,308.5
2002-04-04,309.899
2002-04-05,309.562
2002-04-08,308.856
2002-04-09,306.89
2002-04-10,308.714
2002-04-11,307.562
2002-04-12,307.593
2002-04-15,306.258
2002-04-16,308.916
2002-04-17,314.933
2002-04-18,316.081
2002-04-19,317.336
2002-04-22,316.403
2002-04-23,315.988
2002-04-24,316.3
2002-04-25,315.328
2002-04-26,317.117
2002-04-29,313.288
2002-04-30,312.694
2002-05-01,312.783
2002-05-02,316.345
2002-05-03,318.199
2002-05-06,316.263
2002-05-07,314.847
2002-05-08,315.977
2002-05-09,317.646
2002-05-10,319.67
2002-05-13,323.82
2002-05-14,323.039
2002-05-15,321.889
2002-05-16,323.584
2002-05-17,326.321
2002-05-20,326.711
2002-05-21,332.458
2002-05-22,331.455
2002-05-23,333.715
2002-05-24,333.424
2002-05-27,333.26
2002-05-28,334.767
2002-05-29,335.436
2002-05-30,330.958
2002-05-31,334.463
2002-06-03,334.927
2002-06-04,334.68
2002-06-05,330.143
2002-06-06,329.15
2002-06-07,325.195
2002-06-10,320.028
2002-06-11,320.516
2002-06-12,317.541
2002-06-13,311.838
2002-06-14,308.92
2002-06-17,309.54
2002-06-18,310.971
2002-06-19,309.956
2002-06-20,312.608
2002-06-21,314.846
2002-06-24,318.002
2002-06-25,311.9
2002-06-26,310.362
2002-06-27,310.971
2002-06-28,310.309
2002-07-01,310.856
2002-07-02,303.344
2002-07-03,302.441
2002-07-04,302.471
2002-07-05,305.353
2002-07-08,309.778
2002-07-09,312.34
2002-07-10,309.111
2002-07-11,303.893
2002-07-12,303.59
2002-07-15,297.25
2002-07-16,296.615
2002-07-17,295.399
2002-07-18,292.431
2002-07-19,288.352
2002-07-22,278.584
2002-07-23,265.673
2002-07-24,265.117
2002-07-25,261.12
2002-07-26,256.755
2002-07-29,267.83
2002-07-30,273.997
2002-07-31,274.187
2002-08-01,273.775
2002-08-02,275.059
2002-08-05,274.079
2002-08-06,272.683
2002-08-07,272.887
2002-08-08,274.023
2002-08-09,277.731
2002-08-12,276.656
2002-08-13,276.622
2002-08-14,274.4
2002-08-15,276.17
2002-08-16,276.555
2002-08-19,275.501
2002-08-20,275.015
2002-08-21,276.835
2002-08-22,281.956
2002-08-23,279.064
2002-08-26,281.326
2002-08-27,283.47
2002-08-28,280.583
2002-08-29,282.887
2002-08-30,282.257
2002-09-02,283.082
2002-09-03,279.72
2002-09-04,278.506
2002-09-05,278.162
2002-09-06,277.954
2002-09-09,280.381
2002-09-10,277.611
2002-09-11,280.375
2002-09-12,278.339
2002-09-13,276.109
2002-09-16,276.725
2002-09-17,274.723
2002-09-18,271.157
2002-09-19,269.545
2002-09-20,267.879
2002-09-23,261.56
2002-09-24,261.521
2002-09-25,263.444
2002-09-26,264.022
2002-09-27,265.145
2002-09-30,264.71
2002-10-01,264.622
2002-10-02,263.209
2002-10-03,260.971
2002-10-04,257.9
2002-10-07,250.876
2002-10-08,246.934
2002-10-09,240.934
2002-10-10,244.327
2002-10-11,251.281
2002-10-14,251.784
2002-10-15,257.638
2002-10-16,256.551
2002-10-17,262.417
2002-10-18,264.293
2002-10-21,267.839
2002-10-22,268.27
2002-10-23,271.065
2002-10-24,270.944
2002-10-25,272.602
2002-10-28,275.615
2002-10-29,273.94
2002-10-30,274.693
2002-10-31,274.584
2002-11-01,277.802
2002-11-04,280.059
2002-11-05,278.22
2002-11-06,280.067
2002-11-07,280.053
2002-11-08,280.221
2002-11-11,276.132
2002-11-12,274.047
2002-11-13,271.701
2002-11-14,272.83
2002-11-15,273.892
2002-11-18,273.837
2002-11-19,270.416
2002-11-20,271.389
2002-11-21,270.805
2002-11-22,269.649
2002-11-25,271.075
2002-11-26,270.724
2002-11-27,272.946
2002-11-28,274.847
2002-11-29,277.317
2002-12-02,278.292
2002-12-03,278.456
2002-12-04,278.604
2002-12-05,278.023
2002-12-06,278.006
2002-12-09,275.854
2002-12-10,278.188
2002-12-11,277.526
2002-12-12,280.47
2002-12-13,281.323
2002-12-16,283.119
2002-12-17,282.296
2002-12-18,281.165
2002-12-19,282.665
2002-12-20,284.345
2002-12-23,287.77
2002-12-24,287.35
2002-12-25,287.35
2002-12-26,286.748
2002-12-27,287.094
2002-12-30,283.923
2002-12-31,286.107
2003-01-01,286.107
2003-01-02,289.411
2003-01-03,291.977
2003-01-06,292.822
2003-01-07,291.636
2003-01-08,291.271
2003-01-09,293.785
2003-01-10,296.629
2003-01-13,297.178
2003-01-14,296.576
2003-01-15,298.144
2003-01-16,299.911
2003-01-17,298.661
2003-01-20,297.354
2003-01-21,298.424
2003-01-22,299.147
2003-01-23,303.166
2003-01-24,302.403
2003-01-27,298.556
2003-01-28,295.832
2003-01-29,296.02
2003-01-30,295.808
2003-01-31,295.362
2003-02-03,296.973
2003-02-04,299.429
2003-02-05,297.21
2003-02-06,295.8
2003-02-07,293.104
2003-02-10,289.886
2003-02-11,291.184
2003-02-12,289.944
2003-02-13,291.833
2003-02-14,291.527
2003-02-17,292.363
2003-02-18,293.466
2003-02-19,294.752
2003-02-20,297.336
2003-02-21,297.058
2003-02-24,299.45
2003-02-25,297.009
2003-02-26,296.154
2003-02-27,297.257
2003-02-28,297.384
2003-03-03,294.125
2003-03-04,292.639
2003-03-05,291.601
2003-03-06,286.288
2003-03-07,285.768
2003-03-10,282.584
2003-03-11,280.513
2003-03-12,278.064
2003-03-13,280.442
2003-03-14,282.454
2003-03-17,286.378
2003-03-18,289.255
2003-03-19,288.227
2003-03-20,288.218
2003-03-21,286.133
2003-03-24,281.432
2003-03-25,284.073
2003-03-26,286.256
2003-03-27,284.931
2003-03-28,287.31
2003-03-31,286.395
2003-04-01,282.782
2003-04-02,283.779
2003-04-03,283.75
2003-04-04,283.4
2003-04-07,282.364
2003-04-08,285.082
2003-04-09,286.364
2003-04-10,288.629
2003-04-11,289.147
2003-04-14,289.423
2003-04-15,291.881
2003-04-16,294.237
2003-04-17,296.459
2003-04-18,296.459
2003-04-21,298.993
2003-04-22,302.974
2003-04-23,302.633
2003-04-24,299.093
2003-04-25,297.293
2003-04-28,300.515
2003-04-29,300.185
2003-04-30,306.015
2003-05-01,311.234
2003-05-02,314.478
2003-05-05,317.986
2003-05-06,320.493
2003-05-07,320.078
2003-05-08,320.98
2003-05-09,323.256
2003-05-12,326.876
2003-05-13,323.394
2003-05-14,327.894
2003-05-15,329.164
2003-05-16,329.966
2003-05-19,331.805
2003-05-20,331.731
2003-05-21,333.167
2003-05-22,332.121
2003-05-23,330.869
2003-05-26,329.887
2003-05-27,336.399
2003-05-28,333.523
2003-05-29,338.27
2003-05-30,342.811
2003-06-02,344.421
2003-06-03,341.132
2003-06-04,349.86
2003-06-05,357.627
2003-06-06,356.959
2003-06-09,352.689
2003-06-10,349.642
2003-06-11,358.4
2003-06-12,360.29
2003-06-13,362.097
2003-06-16,364.593
2003-06-17,364.784
2003-06-18,366.057
2003-06-19,361.592
2003-06-20,362.861
2003-06-23,357.671
2003-06-24,354.023
2003-06-25,359.043
2003-06-26,358.262
2003-06-27,357.422
2003-06-30,354.386
2003-07-01,356.692
2003-07-02,363.414
2003-07-03,365.569
2003-07-04,364.661
2003-07-07,366.944
2003-07-08,364.25
2003-07-09,362.197
2003-07-10,357.402
2003-07-11,358.516
2003-07-14,360.04
2003-07-15,351.889
2003-07-16,349.798
2003-07-17,345.591
2003-07-18,342.825
2003-07-21,347.403
2003-07-22,349.279
2003-07-23,356.665
2003-07-24,364.327
2003-07-25,367.638
2003-07-28,368.573
2003-07-29,364.95
2003-07-30,361.926
2003-07-31,364.444
2003-08-01,368.468
2003-08-04,366.186
2003-08-05,366.164
2003-08-06,365.495
2003-08-07,368.539
2003-08-08,372.528
2003-08-11,376.388
2003-08-12,378.248
2003-08-13,378.707
2003-08-14,379.455
2003-08-15,379.771
2003-08-18,378.797
2003-08-19,380.311
2003-08-20,382.664
2003-08-21,382.928
2003-08-22,381.654
2003-08-25,381.768
2003-08-26,381.08
2003-08-27,383.579
2003-08-28,386.898
2003-08-29,389.889
2003-09-01,391.484
2003-09-02,389.229
2003-09-03,390.828
2003-09-04,393.802
2003-09-05,396.03
2003-09-08,398.052
2003-09-09,407.845
2003-09-10,401.688
2003-09-11,402.557
2003-09-12,403.025
2003-09-15,405.24
2003-09-16,407.87
2003-09-17,410.564
2003-09-18,412.334
2003-09-19,418.148
2003-09-22,419.593
2003-09-23,420.796
2003-09-24,415.641
2003-09-25,414.49
2003-09-26,406.037
2003-09-29,405.874
2003-09-30,407.543
2003-10-01,408.996
2003-10-02,413.59
2003-10-03,413.772
2003-10-06,416.799
2003-10-07,421.852
2003-10-08,423.727
2003-10-09,424.889
2003-10-10,429.019
2003-10-13,429.587
2003-10-14,434.519
2003-10-15,432.325
2003-10-16,439.288
2003-10-17,435.319
2003-10-20,433.408
2003-10-21,440.321
2003-10-22,441.204
2003-10-23,435.723
2003-10-24,438.375
2003-10-27,442.217
2003-10-28,443.884
2003-10-29,449.156
2003-10-30,444.12
2003-10-31,444.925
2003-11-03,444.058
2003-11-04,444.753
2003-11-05,446.481
2003-11-06,444.223
2003-11-07,447.485
2003-11-10,447.731
2003-11-11,445.588
2003-11-12,455.021
2003-11-13,455.943
2003-11-14,455.614
2003-11-17,454.714
2003-11-18,456.028
2003-11-19,457.753
2003-11-20,455.443
2003-11-21,452.572
2003-11-24,450.197
2003-11-25,451.585
2003-11-26,460.532
2003-11-27,460.852
2003-11-28,466.88
2003-12-01,469.561
2003-12-02,474.282
2003-12-03,470.858
2003-12-04,465.179
2003-12-05,469.874
2003-12-08,468.232
2003-12-09,459.468
2003-12-10,450.677
2003-12-11,451.239
2003-12-12,458.037
2003-12-15,458.286
2003-12-16,457.032
2003-12-17,457.983
2003-12-18,458.395
2003-12-19,452.714
2003-12-22,454.524
2003-12-23,458.303
2003-12-24,463.327
2003-12-25,463.327
2003-12-26,466.383
2003-12-29,476.311
2003-12-30,476.627
2003-12-31,481.841
2004-01-01,481.841
2004-01-02,483.934
2004-01-05,497.694
2004-01-06,498.951
2004-01-07,493.328
2004-01-08,495.12
2004-01-09,499.356
2004-01-12,494.169
2004-01-13,494.393
2004-01-14,482.753
2004-01-15,476.038
2004-01-16,481.205
2004-01-19,483.2
2004-01-20,494.664
2004-01-21,487.582
2004-01-22,485.997
2004-01-23,484.596
2004-01-26,479.882
2004-01-27,484.938
2004-01-28,474.157
2004-01-29,467.751
2004-01-30,472.376
2004-02-02,471.402
2004-02-03,477.408
2004-02-04,471.546
2004-02-05,473.497
2004-02-06,486.46
2004-02-09,492.866
2004-02-10,493.201
2004-02-11,496.377
2004-02-12,500.36
2004-02-13,503.003
2004-02-16,505.568
2004-02-17,510.592
2004-02-18,504.709
2004-02-19,497.34
2004-02-20,489.279
2004-02-23,485.15
2004-02-24,487.913
2004-02-25,487.159
2004-02-26,489.372
2004-02-27,492.345
2004-03-01,501.27
2004-03-02,498.144
2004-03-03,496.924
2004-03-04,503.32
2004-03-05,517.302
2004-03-08,516.266
2004-03-09,512.587
2004-03-10,496.182
2004-03-11,494.478
2004-03-12,493.818
2004-03-15,489.165
2004-03-16,488.771
2004-03-17,489.563
2004-03-18,497.133
2004-03-19,498.944
2004-03-22,493.806
2004-03-23,492.361
2004-03-24,487.561
2004-03-25,496.504
2004-03-26,497.487
2004-03-29,502.789
2004-03-30,508.814
2004-03-31,507.42
2004-04-01,514.167
2004-04-02,517.712
2004-04-05,519.558
2004-04-06,520.255
2004-04-07,517.669
2004-04-08,513.414
2004-04-09,513.414
2004-04-12,512.941
2004-04-13,500.357
2004-04-14,489.957
2004-04-15,492.29
2004-04-16,500.382
2004-04-19,498.835
2004-04-20,488.549
2004-04-21,483.551
2004-04-22,488.461
2004-04-23,484.283
2004-04-26,487.41
2004-04-27,481.824
2004-04-28,461.78
2004-04-29,459.145
2004-04-30,459.875
2004-05-03,458.715
2004-05-04,469.905
2004-05-05,469.155
2004-05-06,462.127
2004-05-07,450.267
2004-05-10,437.462
2004-05-11,441.85
2004-05-12,442.527
2004-05-13,439.756
2004-05-14,445.324
2004-05-17,446.702
2004-05-18,445.646
2004-05-19,455.418
2004-05-20,456.337
2004-05-21,459.959
2004-05-24,461.408
2004-05-25,467.733
2004-05-26,470.016
2004-05-27,474.986
2004-05-28,473.076
2004-05-31,476.935
2004-06-01,474.849
2004-06-02,475.01
2004-06-03,470.178
2004-06-04,474.302
2004-06-07,476.055
2004-06-08,473.562
2004-06-09,464.737
2004-06-10,465.16
2004-06-11,463.649
2004-06-14,455.985
2004-06-15,457.573
2004-06-16,457.623
2004-06-17,460.197
2004-06-18,466.4
2004-06-21,465.628
2004-06-22,468.203
2004-06-23,466.968
2004-06-24,474.996
2004-06-25,471.729
2004-06-28,471.787
2004-06-29,468.723
2004-06-30,475.83
2004-07-01,478.866
2004-07-02,477.721
2004-07-05,475.924
2004-07-06,476.296
2004-07-07,479.781
2004-07-08,479.88
2004-07-09,479.441
2004-07-12,476.598
2004-07-13,471.76
2004-07-14,475.554
2004-07-15,470.459
2004-07-16,475.669
2004-07-19,471.443
2004-07-20,468.255
2004-07-21,462.003
2004-07-22,459.734
2004-07-23,453.9
2004-07-26,444.462
2004-07-27,443.544
2004-07-28,449.595
2004-07-29,452.59
2004-07-30,454.448
2004-08-02,453.254
2004-08-03,455.46
2004-08-04,449.344
2004-08-05,441.595
2004-08-06,440.438
2004-08-09,434.4
2004-08-10,438.233
2004-08-11,431.234
2004-08-12,427.844
2004-08-13,435.847
2004-08-16,442.778
2004-08-17,441.264
2004-08-18,443.122
2004-08-19,452.27
2004-08-20,454.635
2004-08-23,450.531
2004-08-24,445.859
2004-08-25,449.621
2004-08-26,446.874
2004-08-27,447.355
2004-08-30,442.606
2004-08-31,447.623
2004-09-01,449.287
2004-09-02,450.045
2004-09-03,446.591
2004-09-06,447.795
2004-09-07,447.999
2004-09-08,446.154
2004-09-09,450.786
2004-09-10,451.619
2004-09-13,452.532
2004-09-14,456.084
2004-09-15,452.554
2004-09-16,457.504
2004-09-17,452.369
2004-09-20,453.302
2004-09-21,461.28
2004-09-22,462.733
2004-09-23,468.576
2004-09-24,470.931
2004-09-27,470.51
2004-09-28,479.535
2004-09-29,482.798
2004-09-30,490.483
2004-10-01,496.41
2004-10-04,492.253
2004-10-05,498.944
2004-10-06,502.431
2004-10-07,502.203
2004-10-08,506.396
2004-10-11,504.761
2004-10-12,495.391
2004-10-13,485.092
2004-10-14,489.442
2004-10-15,491.961
2004-10-18,489.057
2004-10-19,487.01
2004-10-20,495.206
2004-10-21,496.609
2004-10-22,495.788
2004-10-25,506.195
2004-10-26,504.273
2004-10-27,504.215
2004-10-28,502.343
2004-10-29,505.096
2004-11-01,503.149
2004-11-02,497.973
2004-11-03,510.502
2004-11-04,516.261
2004-11-05,523.117
2004-11-08,522.752
2004-11-09,522.245
2004-11-10,522.065
2004-11-11,528.827
2004-11-12,535.624
2004-11-15,529.762
2004-11-16,537.259
2004-11-17,540.887
2004-11-18,531.334
2004-11-19,534.287
2004-11-22,540.533
2004-11-23,539.791
2004-11-24,542.346
2004-11-25,547.804
2004-11-26,551.357
2004-11-29,552.74
2004-11-30,546.6
2004-12-01,545.49
2004-12-02,532.229
2004-12-03,530.827
2004-12-06,530.654
2004-12-07,519.328
2004-12-08,510.094
2004-12-09,514.101
2004-12-10,513.168
2004-12-13,518.01
2004-12-14,515.305
2004-12-15,525.514
2004-12-16,520.948
2004-12-17,522.214
2004-12-20,525.877
2004-12-21,529.052
2004-12-22,527.895
2004-12-23,530.359
2004-12-24,535.361
2004-12-27,538.568
2004-12-28,538.414
2004-12-29,536.71
2004-12-30,542.258
2004-12-31,545.717
2005-01-03,539.541
2005-01-04,523.248
2005-01-05,518.42
2005-01-06,516.252
2005-01-07,516.947
2005-01-10,524.589
2005-01-11,528.791
2005-01-12,533.827
2005-01-13,531.506
2005-01-14,528.47
2005-01-17,532.462
2005-01-18,532.905
2005-01-19,531.559
2005-01-20,529.452
2005-01-21,534.662
2005-01-24,535.143
2005-01-25,526.223
2005-01-26,533.786
2005-01-27,532.661
2005-01-28,529.348
2005-01-31,533.165
2005-02-01,535.677
2005-02-02,541.388
2005-02-03,540.416
2005-02-04,542.24
2005-02-07,537.842
2005-02-08,538.943
2005-02-09,541.409
2005-02-10,550.015
2005-02-11,552.966
2005-02-14,556.858
2005-02-15,555.758
2005-02-16,555.248
2005-02-17,562.49
2005-02-18,561.759
2005-02-21,564.169
2005-02-22,566.126
2005-02-23,558.826
2005-02-24,556.891
2005-02-25,567.171
2005-02-28,569.913
2005-03-01,565.891
2005-03-02,569.227
2005-03-03,568.245
2005-03-04,581.85
2005-03-07,578.074
2005-03-08,583.419
2005-03-09,582.234
2005-03-10,575.785
2005-03-11,580.829
2005-03-14,578.597
2005-03-15,578.704
2005-03-16,580.363
2005-03-17,581.39
2005-03-18,577.715
2005-03-21,569.395
2005-03-22,568.862
2005-03-23,554.093
2005-03-24,551.899
2005-03-25,551.748
2005-03-28,543.636
2005-03-29,541.247
2005-03-30,543.534
2005-03-31,555.24
2005-04-01,556.283
2005-04-04,553.052
2005-04-05,552.031
2005-04-06,545.119
2005-04-07,546.78
2005-04-08,539.845
2005-04-11,538.475
2005-04-12,530.453
2005-04-13,524.366
2005-04-14,513.418
2005-04-15,508.537
2005-04-18,507.129
2005-04-19,518.521
2005-04-20,515.41
2005-04-21,513.26
2005-04-22,515.542
2005-04-25,517.799
2005-04-26,515.623
2005-04-27,506.723
2005-04-28,498.327
2005-04-29,499.978
2005-05-02,498.24
2005-05-03,500.88
2005-05-04,507.532
2005-05-05,511.241
2005-05-06,509.837
2005-05-09,513.786
2005-05-10,510.293
2005-05-11,503.216
2005-05-12,494.115
2005-05-13,484.957
2005-05-16,479.785
2005-05-17,482.992
2005-05-18,492.002
2005-05-19,491.208
2005-05-20,492.587
2005-05-23,495.159
2005-05-24,498.864
2005-05-25,497.373
2005-05-26,502.399
2005-05-27,509.473
2005-05-30,514.393
2005-05-31,515.133
2005-06-01,521.64
2005-06-02,518.685
2005-06-03,522.434
2005-06-06,521.532
2005-06-07,517.421
2005-06-08,520.081
2005-06-09,517.092
2005-06-10,523.68
2005-06-13,524.332
2005-06-14,524.822
2005-06-15,534.856
2005-06-16,541.686
2005-06-17,542.835
2005-06-20,542.219
2005-06-21,540.009
2005-06-22,539.097
2005-06-23,538.386
2005-06-24,536.769
2005-06-27,537.079
2005-06-28,535.859
2005-06-29,539.661
2005-06-30,539.033
2005-07-01,531.86
2005-07-04,535.845
2005-07-05,539.044
2005-07-06,545.783
2005-07-07,547.002
2005-07-08,553.277
2005-07-11,557.254
2005-07-12,560.33
2005-07-13,560.653
2005-07-14,556.972
2005-07-15,554.59
2005-07-18,556.95
2005-07-19,558.665
2005-07-20,560.653
2005-07-21,565.679
2005-07-22,569.083
2005-07-25,564.864
2005-07-26,557.454
2005-07-27,559.365
2005-07-28,564.51
2005-07-29,569.784
2005-08-01,575.671
2005-08-02,586.288
2005-08-03,589.325
2005-08-04,591.65
2005-08-05,586.961
2005-08-08,588.469
2005-08-09,584.926
2005-08-10,587.984
2005-08-11,594.865
2005-08-12,595.669
2005-08-15,589.464
2005-08-16,582.993
2005-08-17,577.373
2005-08-18,567.652
2005-08-19,574.572
2005-08-22,582.209
2005-08-23,588.781
2005-08-24,586.802
2005-08-25,589.086
2005-08-26,589.581
2005-08-29,588.505
2005-08-30,585.54
2005-08-31,592.079
2005-09-01,600.493
2005-09-02,597.901
2005-09-05,597.173
2005-09-06,604.559
2005-09-07,606.918
2005-09-08,611.818
2005-09-09,619.687
2005-09-12,613.454
2005-09-13,612.801
2005-09-14,618.64
2005-09-15,618.371
2005-09-16,624.76
2005-09-19,628.663
2005-09-20,617.61
2005-09-21,622.327
2005-09-22,613.835
2005-09-23,609.643
2005-09-26,615.553
2005-09-27,611.583
2005-09-28,616.993
2005-09-29,627.251
2005-09-30,630.373
2005-10-03,630.868
2005-10-04,620.399
2005-10-05,606.058
2005-10-06,594.342
2005-10-07,606.162
2005-10-10,606.162
2005-10-11,603.713
2005-10-12,597.861
2005-10-13,584.725
2005-10-14,583.943
2005-10-17,592.742
2005-10-18,579.409
2005-10-19,578.166
2005-10-20,565.234
2005-10-21,566.62
2005-10-24,566.778
2005-10-25,575.837
2005-10-26,576.743
2005-10-27,573.478
2005-10-28,574.81
2005-10-31,575.882
2005-11-01,577.191
2005-11-02,588.118
2005-11-03,591.627
2005-11-04,593.915
2005-11-07,584.383
2005-11-08,579.635
2005-11-09,582.343
