Date,FRANCE SMID GROWTH SMID (Small+Mid Cap)
2003-01-23,293.09
2003-01-24,294.432
2003-01-27,286.05
2003-01-28,288.635
2003-01-29,289.643
2003-01-30,292.438
2003-01-31,290.333
2003-02-03,292.787
2003-02-04,289.497
2003-02-05,288.239
2003-02-06,286.873
2003-02-07,283.45
2003-02-10,277.243
2003-02-11,280.506
2003-02-12,275.294
2003-02-13,277.045
2003-02-14,278.421
2003-02-17,281.206
2003-02-18,283.295
2003-02-19,280.333
2003-02-20,279.127
2003-02-21,277.735
2003-02-24,273.344
2003-02-25,265.212
2003-02-26,262.267
2003-02-27,262.421
2003-02-28,271.034
2003-03-03,271.3
2003-03-04,264.628
2003-03-05,262.376
2003-03-06,261.544
2003-03-07,256.902
2003-03-10,251.831
2003-03-11,251.142
2003-03-12,243.516
2003-03-13,252.257
2003-03-14,265.937
2003-03-17,268.357
2003-03-18,267.666
2003-03-19,271.146
2003-03-20,268.068
2003-03-21,274.011
2003-03-24,262.724
2003-03-25,266.746
2003-03-26,265.995
2003-03-27,262.05
2003-03-28,262.118
2003-03-31,259.148
2003-04-01,259.62
2003-04-02,266.052
2003-04-03,267.575
2003-04-04,270.311
2003-04-07,278.683
2003-04-08,277.125
2003-04-09,275.978
2003-04-10,275.64
2003-04-11,275.96
2003-04-14,276.626
2003-04-15,282.84
2003-04-16,286.698
2003-04-17,286.431
2003-04-18,286.431
2003-04-21,285.196
2003-04-22,289.302
2003-04-23,293.952
2003-04-24,292.442
2003-04-25,292.819
2003-04-28,297.784
2003-04-29,300.863
2003-04-30,305.568
2003-05-01,308.374
2003-05-02,308.502
2003-05-05,315.702
2003-05-06,323.793
2003-05-07,327.19
2003-05-08,323.207
2003-05-09,321.322
2003-05-12,321.026
2003-05-13,322.19
2003-05-14,325.079
2003-05-15,326.446
2003-05-16,329.17
2003-05-19,323.739
2003-05-20,320.664
2003-05-21,319.774
2003-05-22,326.366
2003-05-23,329.245
2003-05-26,331.074
2003-05-27,331.011
2003-05-28,334.109
2003-05-29,338.144
2003-05-30,340.954
2003-06-02,344.629
2003-06-03,342.799
2003-06-04,347.237
2003-06-05,351.838
2003-06-06,355.85
2003-06-09,355.762
2003-06-10,352.848
2003-06-11,357.951
2003-06-12,359.074
2003-06-13,356.437
2003-06-16,362.993
2003-06-17,367.149
2003-06-18,360.379
2003-06-19,355.207
2003-06-20,353.044
2003-06-23,345.797
2003-06-24,340.256
2003-06-25,343.469
2003-06-26,340.246
2003-06-27,343.995
2003-06-30,343.999
2003-07-01,340.809
2003-07-02,344.847
2003-07-03,345.277
2003-07-04,344.019
2003-07-07,347.862
2003-07-08,347.107
2003-07-09,343.848
2003-07-10,341.424
2003-07-11,341.447
2003-07-14,343.679
2003-07-15,342.703
2003-07-16,341.719
2003-07-17,337.369
2003-07-18,339.329
2003-07-21,340.391
2003-07-22,342.339
2003-07-23,348.035
2003-07-24,351.177
2003-07-25,352.596
2003-07-28,355.369
2003-07-29,354.394
2003-07-30,351.681
2003-07-31,351.079
2003-08-01,351.921
2003-08-04,351.697
2003-08-05,355.133
2003-08-06,349.287
2003-08-07,347.523
2003-08-08,347.719
2003-08-11,348.903
2003-08-12,350.207
2003-08-13,351.502
2003-08-14,352.63
2003-08-15,353.395
2003-08-18,351.231
2003-08-19,352.007
2003-08-20,352.123
2003-08-21,350.735
2003-08-22,349.783
2003-08-25,348.321
2003-08-26,345.863
2003-08-27,348.297
2003-08-28,352.589
2003-08-29,357.035
2003-09-01,362.335
2003-09-02,361.019
2003-09-03,367.907
2003-09-04,368.407
2003-09-05,371.533
2003-09-08,374.72
2003-09-09,373.503
2003-09-10,369.074
2003-09-11,367.948
2003-09-12,371.773
2003-09-15,373.124
2003-09-16,373.77
2003-09-17,376.699
2003-09-18,378.309
2003-09-19,378.454
2003-09-22,376.576
2003-09-23,374.86
2003-09-24,375.032
2003-09-25,373.513
2003-09-26,369.521
2003-09-29,368.783
2003-09-30,368.054
2003-10-01,371.8
2003-10-02,374.083
2003-10-03,381.379
2003-10-06,383.109
2003-10-07,383.058
2003-10-08,386.164
2003-10-09,388.693
2003-10-10,389.993
2003-10-13,389.146
2003-10-14,388.227
2003-10-15,390.885
2003-10-16,390.81
2003-10-17,388.763
2003-10-20,387.846
2003-10-21,390.494
2003-10-22,390.186
2003-10-23,386.682
2003-10-24,390.523
2003-10-27,390.896
2003-10-28,393.219
2003-10-29,396.437
2003-10-30,397.641
2003-10-31,394.648
2003-11-03,395.837
2003-11-04,396.751
2003-11-05,394.127
2003-11-06,391.388
2003-11-07,397.199
2003-11-10,397.19
2003-11-11,396.1
2003-11-12,401.353
2003-11-13,404.383
2003-11-14,406.698
2003-11-17,399.053
2003-11-18,402.069
2003-11-19,399.99
2003-11-20,400.4
2003-11-21,403.418
2003-11-24,404.363
2003-11-25,407.668
2003-11-26,412.253
2003-11-27,412.674
2003-11-28,413.855
2003-12-01,419.512
2003-12-02,424.591
2003-12-03,425.348
2003-12-04,422.848
2003-12-05,422.96
2003-12-08,423.448
2003-12-09,423.964
2003-12-10,420.764
2003-12-11,417.554
2003-12-12,421.892
2003-12-15,424.283
2003-12-16,419.488
2003-12-17,419.7
2003-12-18,420.891
2003-12-19,419.67
2003-12-22,421.588
2003-12-23,421.008
2003-12-24,422.606
2003-12-25,422.606
2003-12-26,422.436
2003-12-29,424.238
2003-12-30,428.444
2003-12-31,433.467
2004-01-01,433.467
2004-01-02,438.25
2004-01-05,444.911
2004-01-06,447.917
2004-01-07,445.796
2004-01-08,452.327
2004-01-09,454.596
2004-01-12,451.691
2004-01-13,451.143
2004-01-14,451.824
2004-01-15,451.323
2004-01-16,448.768
2004-01-19,451.706
2004-01-20,456.562
2004-01-21,458.41
2004-01-22,459.305
2004-01-23,459.275
2004-01-26,453.671
2004-01-27,460.262
2004-01-28,457.305
2004-01-29,446.139
2004-01-30,446.921
2004-02-02,450.147
2004-02-03,451.526
2004-02-04,445.725
2004-02-05,451.045
2004-02-06,456.795
2004-02-09,461.354
2004-02-10,463.309
2004-02-11,463.81
2004-02-12,469.488
2004-02-13,468.598
2004-02-16,468.766
2004-02-17,472.288
2004-02-18,473.404
2004-02-19,472.295
2004-02-20,465.043
2004-02-23,465.04
2004-02-24,464.428
2004-02-25,461.411
2004-02-26,456.098
2004-02-27,457.85
2004-03-01,461.629
2004-03-02,460.538
2004-03-03,453.563
2004-03-04,457.014
2004-03-05,465.979
2004-03-08,464.938
2004-03-09,462.89
2004-03-10,452.279
2004-03-11,441.863
2004-03-12,439.223
2004-03-15,429.777
2004-03-16,435.501
2004-03-17,438.097
2004-03-18,440.681
2004-03-19,439.909
2004-03-22,432.161
2004-03-23,430.549
2004-03-24,427.165
2004-03-25,433.572
2004-03-26,432.517
2004-03-29,440.207
2004-03-30,440.167
2004-03-31,447.104
2004-04-01,454.062
2004-04-02,451.622
2004-04-05,449.918
2004-04-06,445.468
2004-04-07,449.193
2004-04-08,448.959
2004-04-09,448.959
2004-04-12,447.698
2004-04-13,442.17
2004-04-14,438.752
2004-04-15,436.751
2004-04-16,441.044
2004-04-19,442.229
2004-04-20,441.795
2004-04-21,435.694
2004-04-22,436.561
2004-04-23,439.267
2004-04-26,441.737
2004-04-27,444.085
2004-04-28,438.137
2004-04-29,439.142
2004-04-30,435.033
2004-05-03,435.765
2004-05-04,440.952
2004-05-05,443.311
2004-05-06,434.892
2004-05-07,427.457
2004-05-10,414.997
2004-05-11,419.284
2004-05-12,417.006
2004-05-13,418.4
2004-05-14,416.272
2004-05-17,415.533
2004-05-18,419.288
2004-05-19,429.605
2004-05-20,423.468
2004-05-21,427.886
2004-05-24,429.061
2004-05-25,431.439
2004-05-26,436.01
2004-05-27,443.858
2004-05-28,440.844
2004-05-31,442.365
2004-06-01,439.62
2004-06-02,441.966
2004-06-03,442.668
2004-06-04,446.333
2004-06-07,451.27
2004-06-08,449.407
2004-06-09,443.395
2004-06-10,442.427
2004-06-11,437.086
2004-06-14,435.898
2004-06-15,439.385
2004-06-16,438.407
2004-06-17,441.23
2004-06-18,444.801
2004-06-21,445.382
2004-06-22,444.165
2004-06-23,446.698
2004-06-24,453.94
2004-06-25,452.366
2004-06-28,457.967
2004-06-29,455.405
2004-06-30,457.112
2004-07-01,456.073
2004-07-02,457.282
2004-07-05,454.808
2004-07-06,450.088
2004-07-07,450.817
2004-07-08,449.728
2004-07-09,448.619
2004-07-12,447.137
2004-07-13,443.597
2004-07-14,444.785
2004-07-15,440.149
2004-07-16,444.865
2004-07-19,441.724
2004-07-20,439.022
2004-07-21,438.846
2004-07-22,434.362
2004-07-23,428.833
2004-07-26,424.065
2004-07-27,423.652
2004-07-28,424.272
2004-07-29,428.133
2004-07-30,427.464
2004-08-02,424.413
2004-08-03,424.867
2004-08-04,418.092
2004-08-05,417.301
2004-08-06,415.269
2004-08-09,410.488
2004-08-10,417.28
2004-08-11,409.823
2004-08-12,406.15
2004-08-13,412.632
2004-08-16,414.444
2004-08-17,418.71
2004-08-18,418.792
2004-08-19,423.705
2004-08-20,420.105
2004-08-23,420.956
2004-08-24,418.531
2004-08-25,417.008
2004-08-26,421.07
2004-08-27,421.447
2004-08-30,419.905
2004-08-31,420.122
2004-09-01,421.307
2004-09-02,422.18
2004-09-03,418.406
2004-09-06,421.212
2004-09-07,422.47
2004-09-08,424.932
2004-09-09,421.537
2004-09-10,430.612
2004-09-13,435.326
2004-09-14,435.974
2004-09-15,430.828
2004-09-16,429.955
2004-09-17,430.932
2004-09-20,429.128
2004-09-21,434.207
2004-09-22,430.324
2004-09-23,430.388
2004-09-24,432.057
2004-09-27,430.562
2004-09-28,430.277
2004-09-29,433.858
2004-09-30,437.315
2004-10-01,439.153
2004-10-04,442.12
2004-10-05,443.153
2004-10-06,443.212
2004-10-07,443.559
2004-10-08,446.287
2004-10-11,443.152
2004-10-12,436.128
2004-10-13,435.627
2004-10-14,439.586
2004-10-15,443.122
2004-10-18,442.417
2004-10-19,445.702
2004-10-20,445.598
2004-10-21,449.665
2004-10-22,451.353
2004-10-25,447.965
2004-10-26,450.815
2004-10-27,453.893
2004-10-28,456.344
2004-10-29,455.83
2004-11-01,458.901
2004-11-02,459.842
2004-11-03,465.324
2004-11-04,466.342
2004-11-05,468.518
2004-11-08,471.648
2004-11-09,470.67
2004-11-10,473.501
2004-11-11,474.646
2004-11-12,477.932
2004-11-15,474.945
2004-11-16,471.762
2004-11-17,479.12
2004-11-18,477.6
2004-11-19,479.17
2004-11-22,476.062
2004-11-23,478.155
2004-11-24,480.523
2004-11-25,486.694
2004-11-26,487.189
2004-11-29,489.416
2004-11-30,487.378
2004-12-01,489.715
2004-12-02,490.648
2004-12-03,493.586
2004-12-06,495.12
2004-12-07,497.634
2004-12-08,491.023
2004-12-09,487.846
2004-12-10,489.173
2004-12-13,494.465
2004-12-14,492.533
2004-12-15,498.829
2004-12-16,496.325
2004-12-17,494.21
2004-12-20,500.44
2004-12-21,500.653
2004-12-22,503.149
2004-12-23,508.848
2004-12-24,510.62
2004-12-27,514.516
2004-12-28,515.191
2004-12-29,515.283
2004-12-30,518.125
2004-12-31,518.73
2005-01-03,516.714
2005-01-04,508.799
2005-01-05,505.626
2005-01-06,504.075
2005-01-07,501.672
2005-01-10,506.248
2005-01-11,505.103
2005-01-12,508.162
2005-01-13,505.977
2005-01-14,502.03
2005-01-17,506.03
2005-01-18,504.52
2005-01-19,506.949
2005-01-20,501.834
2005-01-21,502.725
2005-01-24,503.24
2005-01-25,502.944
2005-01-26,509.964
2005-01-27,511.206
2005-01-28,512.093
2005-01-31,518.223
2005-02-01,517.272
2005-02-02,519.447
2005-02-03,512.775
2005-02-04,515.785
2005-02-07,515.213
2005-02-08,513.327
2005-02-09,515.058
2005-02-10,519.788
2005-02-11,521.001
2005-02-14,526.523
2005-02-15,530.411
2005-02-16,529.667
2005-02-17,534.22
2005-02-18,535.985
2005-02-21,532.184
2005-02-22,535.151
2005-02-23,532.905
2005-02-24,535.023
2005-02-25,539.163
2005-02-28,540.57
2005-03-01,539.199
2005-03-02,534.834
2005-03-03,536.053
2005-03-04,541.823
2005-03-07,540.427
2005-03-08,545.119
2005-03-09,545.229
2005-03-10,543.386
2005-03-11,547.767
2005-03-14,543.936
2005-03-15,545.099
2005-03-16,543.215
2005-03-17,541.226
2005-03-18,538.6
2005-03-21,533.623
2005-03-22,533.795
2005-03-23,522.651
2005-03-24,525.937
2005-03-25,525.937
2005-03-28,522.245
2005-03-29,522.977
2005-03-30,525.066
2005-03-31,527.729
2005-04-01,530.168
2005-04-04,521.82
2005-04-05,524.908
2005-04-06,527.224
2005-04-07,531.548
2005-04-08,531.85
2005-04-11,535.233
2005-04-12,530.703
2005-04-13,533.036
2005-04-14,526.91
2005-04-15,523.753
2005-04-18,514.99
2005-04-19,518.798
2005-04-20,520.625
2005-04-21,523.507
2005-04-22,525.479
2005-04-25,520.807
2005-04-26,518.352
2005-04-27,509.237
2005-04-28,501.432
2005-04-29,503.17
2005-05-02,504.525
2005-05-03,507.843
2005-05-04,513.725
2005-05-05,515.602
2005-05-06,513.034
2005-05-09,512.661
2005-05-10,512.547
2005-05-11,509.709
2005-05-12,508.607
2005-05-13,506.571
2005-05-16,506.742
2005-05-17,507.424
2005-05-18,512.292
2005-05-19,514.455
2005-05-20,513.638
2005-05-23,516.02
2005-05-24,513.688
2005-05-25,515.831
2005-05-26,517.608
2005-05-27,515.828
2005-05-30,513.682
2005-05-31,510.699
2005-06-01,512.1
2005-06-02,513.379
2005-06-03,512.814
2005-06-06,511.997
2005-06-07,516.982
2005-06-08,522.899
2005-06-09,516.191
2005-06-10,516.255
2005-06-13,516.08
2005-06-14,516.099
2005-06-15,517.838
2005-06-16,518.802
2005-06-17,527.765
2005-06-20,520.634
2005-06-21,521.923
2005-06-22,523.104
2005-06-23,520.253
2005-06-24,518.662
2005-06-27,518.135
2005-06-28,517.86
2005-06-29,521.201
2005-06-30,522.384
2005-07-01,520.117
2005-07-04,519.927
2005-07-05,520.773
2005-07-06,524.477
2005-07-07,520.827
2005-07-08,527.194
2005-07-11,537.775
2005-07-12,541.65
2005-07-13,539.312
2005-07-14,541.292
2005-07-15,537.405
2005-07-18,535.838
2005-07-19,535.303
2005-07-20,536.245
2005-07-21,544.847
2005-07-22,546.21
2005-07-25,542.298
2005-07-26,544.326
2005-07-27,549.839
2005-07-28,556.306
2005-07-29,559.827
2005-08-01,565.529
2005-08-02,568.487
2005-08-03,572.167
2005-08-04,573.73
2005-08-05,571.654
2005-08-08,574.525
2005-08-09,575.514
2005-08-10,580.371
2005-08-11,579.554
2005-08-12,576.327
2005-08-15,573.323
2005-08-16,570.074
2005-08-17,566.348
2005-08-18,558.62
2005-08-19,559.717
2005-08-22,566.471
2005-08-23,564.868
2005-08-24,566.184
2005-08-25,563.296
2005-08-26,565.543
2005-08-29,563.243
2005-08-30,562.592
2005-08-31,574.178
2005-09-01,585.151
2005-09-02,586.285
2005-09-05,586.904
2005-09-06,588.432
2005-09-07,588.847
2005-09-08,585.92
2005-09-09,591.569
2005-09-12,586.36
2005-09-13,583.684
2005-09-14,588.61
2005-09-15,587.011
2005-09-16,592.13
2005-09-19,590.233
2005-09-20,592.785
2005-09-21,590.602
2005-09-22,582.957
2005-09-23,581.802
2005-09-26,584.819
2005-09-27,582.698
2005-09-28,585.676
2005-09-29,586.824
2005-09-30,592.862
2005-10-03,589.951
2005-10-04,593.564
2005-10-05,590.385
2005-10-06,590.741
2005-10-07,589.179
2005-10-10,588.222
2005-10-11,588.76
2005-10-12,585.391
2005-10-13,570.337
2005-10-14,575.695
2005-10-17,575.636
2005-10-18,566.945
2005-10-19,552.759
2005-10-20,558.858
2005-10-21,555.978
2005-10-24,562.372
2005-10-25,568.676
2005-10-26,566.818
2005-10-27,559.555
2005-10-28,555.793
2005-10-31,561.304
2005-11-01,562.011
2005-11-02,563.099
2005-11-03,570.818
2005-11-04,562.407
2005-11-07,562.072
2005-11-08,559.002
