Date,USA SMALL VALUE Small Cap
2016-11-30,1980.901
2016-12-30,2047.99
2017-01-31,2066.307
2017-02-28,2115.05
2017-03-31,2092.398
2017-04-28,2100.227
2017-05-31,2045.669
2017-06-30,2099.49
2017-07-31,2125.68
2017-08-31,2096.597
2017-09-29,2207.856
2017-10-31,2219.138
2017-11-30,2279.358
2017-12-29,2283.802
2018-01-31,2312.721
2018-02-28,2198.185
2018-03-30,2222.902
2018-04-30,2241.548
2018-05-31,2355.445
2018-06-29,2370.043
2018-07-31,2411.732
2018-08-31,2468.967
2018-09-28,2411.688
2018-10-31,2194.278
2018-11-30,2238.289
2018-12-31,1978.929
2019-01-31,2214.899
2019-02-28,2291.704
2019-03-29,2253.944
2019-04-30,2327.928
2019-05-31,2138.622
2019-06-28,2258.702
2019-07-31,2276.178
2019-08-30,2159.871
2019-09-30,2253.616
2019-10-31,2300.056
2019-11-29,2353.028
2019-12-31,2432.428
2020-01-31,2328.066
2020-02-28,2085.084
2020-03-31,1528.168
2020-04-30,1739.829
2020-05-29,1809.126
2020-06-30,1860.876
2020-07-31,1897.795
2020-08-31,1993.8
2020-09-30,1916.216
2020-10-30,1982.229
2020-11-30,2353.704
2020-12-31,2526.052
2021-01-29,2600.426
2021-02-26,2822.177
2021-03-31,2959.526
2021-04-30,3066.215
2021-05-31,3119.909
2021-06-30,3104.885
2021-07-30,3038.806
2021-08-31,3102.911
2021-09-30,3038.468
2021-10-29,3178.605
2021-11-30,3073.327
2021-12-31,3225.686
2022-01-31,3086.753
2022-02-28,3128.52
2022-03-31,3185.692
2022-04-29,2970.003
2022-05-31,3038.228
2022-06-30,2742.492
2022-07-29,3007.192
2022-08-31,2929.846
2022-09-30,2645.961
2022-10-31,2957.606
2022-11-30,3103.22
2022-12-30,2913.241
2023-01-31,3192.235
2023-02-28,3130.906
2023-03-31,2916.466
2023-04-28,2858.974
2023-05-31,2774.497
2023-06-30,3012.708
2023-07-31,3197.218
2023-08-31,3059.106
2023-09-29,2897.66
2023-10-31,2738.264
2023-11-30,2978.393
2023-12-29,3329.262
2024-01-31,3212.382
2024-02-29,3296.601
2024-03-29,3461.963
2024-04-30,3244.539
2024-05-31,3384.722
2024-06-28,3317.774
2024-07-31,3647.185
2024-08-30,3636.937
2024-09-30,3678.606
2024-10-31,3653.969
2024-11-29,3989.851
2024-12-31,3685.883
2025-01-31,3806.322
2025-02-28,3672.099
2025-03-31,3469.472
2025-04-30,3315.455
2025-05-30,3483.19
2025-06-30,3634.154
2025-07-31,3686.187
2025-08-29,3948.527
2025-09-30,3961.142
2025-10-31,3919.521
2025-11-28,4051.223
2025-12-31,4085.079
2026-01-30,4305.138
