Date,USA SMALL VALUE Small Cap
2006-11-30,910.974
2006-12-29,915.981
2007-01-31,934.24
2007-02-28,934.288
2007-03-30,940.663
2007-04-30,962.273
2007-05-31,1000.0
2007-06-29,972.901
2007-07-31,904.268
2007-08-31,912.665
2007-09-28,920.704
2007-10-31,931.069
2007-11-30,872.574
2007-12-31,857.863
2008-01-31,826.557
2008-02-29,792.434
2008-03-31,791.882
2008-04-30,827.454
2008-05-30,857.387
2008-06-30,761.543
2008-07-31,788.244
2008-08-29,820.346
2008-09-30,768.477
2008-10-31,611.589
2008-11-28,551.593
2008-12-31,583.348
2009-01-30,516.697
2009-02-27,446.2
2009-03-31,489.272
2009-04-30,583.439
2009-05-29,604.857
2009-06-30,607.456
2009-07-31,672.774
2009-08-31,718.634
2009-09-30,758.091
2009-10-30,708.736
2009-11-30,737.745
2009-12-31,790.447
2010-01-29,768.806
2010-02-26,805.29
2010-03-31,868.772
2010-04-30,917.402
2010-05-31,844.862
2010-06-30,779.983
2010-07-30,838.152
2010-08-31,785.591
2010-09-30,866.525
2010-10-29,896.723
2010-11-30,911.725
2010-12-31,983.284
2011-01-31,994.035
2011-02-28,1036.576
2011-03-31,1049.604
2011-04-29,1074.393
2011-05-31,1056.743
2011-06-30,1033.217
2011-07-29,996.902
2011-08-31,914.301
2011-09-30,817.414
2011-10-31,933.192
2011-11-30,931.906
2011-12-30,944.209
2012-01-31,1005.955
2012-02-29,1037.566
2012-03-30,1062.235
2012-04-30,1056.612
2012-05-31,990.656
2012-06-29,1028.935
2012-07-31,1023.177
2012-08-31,1055.936
2012-09-28,1083.474
2012-10-31,1077.848
2012-11-30,1087.421
2012-12-31,1120.52
2013-01-31,1195.614
2013-02-28,1217.778
2013-03-29,1271.888
2013-04-30,1272.983
2013-05-31,1303.532
2013-06-28,1289.495
2013-07-31,1367.565
2013-08-30,1305.169
2013-09-30,1371.171
2013-10-31,1424.116
2013-11-29,1456.341
2013-12-31,1486.814
2014-01-31,1452.957
2014-02-28,1518.56
2014-03-31,1537.675
2014-04-30,1516.321
2014-05-30,1535.708
2014-06-30,1599.267
2014-07-31,1528.339
2014-08-29,1602.267
2014-09-30,1509.824
2014-10-31,1590.628
2014-11-28,1595.457
2014-12-31,1619.104
2015-01-30,1578.558
2015-02-27,1651.409
2015-03-31,1668.375
2015-04-30,1639.807
2015-05-29,1661.077
2015-06-30,1638.44
2015-07-31,1618.37
2015-08-31,1536.503
2015-09-30,1479.523
2015-10-30,1568.238
2015-11-30,1599.106
2015-12-31,1524.702
2016-01-29,1423.888
2016-02-29,1438.618
2016-03-31,1569.11
2016-04-29,1596.873
2016-05-31,1623.304
2016-06-30,1627.481
2016-07-29,1705.153
2016-08-31,1718.107
2016-09-30,1728.445
2016-10-31,1671.976
2016-11-30,1841.786
2016-12-30,1902.316
2017-01-31,1918.632
2017-02-28,1962.917
2017-03-31,1940.077
2017-04-28,1946.864
2017-05-31,1895.155
2017-06-30,1943.19
2017-07-31,1966.735
2017-08-31,1938.635
2017-09-29,2039.835
2017-10-31,2049.612
2017-11-30,2103.646
2017-12-29,2105.758
2018-01-31,2131.768
2018-02-28,2025.14
2018-03-30,2045.86
2018-04-30,2062.319
2018-05-31,2165.875
2018-06-29,2177.355
2018-07-31,2214.936
2018-08-31,2266.145
2018-09-28,2211.69
2018-10-31,2011.474
2018-11-30,2050.462
2018-12-31,1810.734
2019-01-31,2025.867
2019-02-28,2094.91
2019-03-29,2058.238
2019-04-30,2124.977
2019-05-31,1950.758
2019-06-28,2058.299
2019-07-31,2073.399
2019-08-30,1966.043
2019-09-30,2049.312
2019-10-31,2090.402
2019-11-29,2137.091
2019-12-31,2206.908
2020-01-31,2111.406
2020-02-28,1889.77
2020-03-31,1383.24
2020-04-30,1574.106
2020-05-29,1635.567
2020-06-30,1681.137
2020-07-31,1713.942
2020-08-31,1799.439
2020-09-30,1727.952
2020-10-30,1786.913
2020-11-30,2120.147
2020-12-31,2273.546
2021-01-29,2339.741
2021-02-26,2538.028
2021-03-31,2659.722
2021-04-30,2755.025
2021-05-31,2801.825
2021-06-30,2786.611
2021-07-30,2726.577
2021-08-31,2782.296
2021-09-30,2722.579
2021-10-29,2847.218
2021-11-30,2750.981
2021-12-31,2885.046
2022-01-31,2760.097
2022-02-28,2796.018
2022-03-31,2844.88
2022-04-29,2651.427
2022-05-31,2710.508
2022-06-30,2444.667
2022-07-29,2679.38
2022-08-31,2608.641
2022-09-30,2353.89
2022-10-31,2630.117
2022-11-30,2757.368
2022-12-30,2586.162
2023-01-31,2832.916
2023-02-28,2776.629
2023-03-31,2583.837
2023-04-28,2531.862
2023-05-31,2455.042
2023-06-30,2663.462
2023-07-31,2825.565
2023-08-31,2701.441
2023-09-29,2556.701
2023-10-31,2415.064
2023-11-30,2624.574
2023-12-29,2931.26
2024-01-31,2827.535
2024-02-29,2899.627
2024-03-29,3042.447
2024-04-30,2850.312
2024-05-31,2971.447
2024-06-28,2910.22
2024-07-31,3198.082
2024-08-30,3186.964
2024-09-30,3221.116
2024-10-31,3198.527
2024-11-29,3490.367
2024-12-31,3221.677
2025-01-31,3325.824
2025-02-28,3206.69
2025-03-31,3026.958
2025-04-30,2891.448
2025-05-30,3035.559
2025-06-30,3164.417
2025-07-31,3208.552
2025-08-29,3434.356
2025-09-30,3442.76
2025-10-31,3405.229
2025-11-28,3517.363
2025-12-31,3543.839
