Date,USA SMALL VALUE Small Cap
2001-09-19,392.575
2001-09-20,379.003
2001-09-21,370.537
2001-09-24,381.628
2001-09-25,383.999
2001-09-26,380.369
2001-09-27,384.598
2001-09-28,393.957
2001-10-01,389.247
2001-10-02,392.439
2001-10-03,399.832
2001-10-04,402.497
2001-10-05,400.863
2001-10-08,397.838
2001-10-09,395.924
2001-10-10,405.683
2001-10-11,411.321
2001-10-12,408.701
2001-10-15,410.203
2001-10-16,413.37
2001-10-17,406.182
2001-10-18,403.431
2001-10-19,406.31
2001-10-22,409.479
2001-10-23,406.998
2001-10-24,406.265
2001-10-25,411.815
2001-10-26,414.142
2001-10-29,407.926
2001-10-30,403.532
2001-10-31,407.432
2001-11-01,412.163
2001-11-02,410.8
2001-11-05,413.776
2001-11-06,418.468
2001-11-07,416.873
2001-11-08,416.165
2001-11-09,415.801
2001-11-12,416.848
2001-11-13,423.084
2001-11-14,426.274
2001-11-15,424.738
2001-11-16,426.63
2001-11-19,431.249
2001-11-20,428.649
2001-11-21,427.7
2001-11-22,427.7
2001-11-23,432.845
2001-11-26,433.83
2001-11-27,433.34
2001-11-28,428.807
2001-11-29,435.493
2001-11-30,433.766
2001-12-03,431.147
2001-12-04,438.845
2001-12-05,446.208
2001-12-06,448.15
2001-12-07,448.018
2001-12-10,442.96
2001-12-11,443.026
2001-12-12,442.818
2001-12-13,438.075
2001-12-14,441.183
2001-12-17,446.705
2001-12-18,450.847
2001-12-19,449.38
2001-12-20,445.136
2001-12-21,451.993
2001-12-24,453.737
2001-12-25,453.737
2001-12-26,457.318
2001-12-27,459.951
2001-12-28,461.071
2001-12-31,458.719
2002-01-01,458.699
2002-01-02,457.106
2002-01-03,461.792
2002-01-04,465.544
2002-01-07,461.517
2002-01-08,464.299
2002-01-09,462.407
2002-01-10,462.297
2002-01-11,458.749
2002-01-14,453.434
2002-01-15,455.494
2002-01-16,449.941
2002-01-17,453.976
2002-01-18,449.118
2002-01-21,449.118
2002-01-22,445.824
2002-01-23,451.408
2002-01-24,453.029
2002-01-25,453.862
2002-01-28,455.708
2002-01-29,449.933
2002-01-30,454.293
2002-01-31,457.1
2002-02-01,454.984
2002-02-04,448.47
2002-02-05,447.578
2002-02-06,443.522
2002-02-07,440.828
2002-02-08,447.85
2002-02-11,451.649
2002-02-12,451.911
2002-02-13,455.669
2002-02-14,452.607
2002-02-15,452.789
2002-02-18,452.79
2002-02-19,447.291
2002-02-20,453.33
2002-02-21,447.417
2002-02-22,453.645
2002-02-25,456.018
2002-02-26,458.581
2002-02-27,460.444
2002-02-28,459.263
2002-03-01,465.816
2002-03-04,473.081
2002-03-05,473.122
2002-03-06,480.221
2002-03-07,480.834
2002-03-08,483.643
2002-03-11,484.756
2002-03-12,484.109
2002-03-13,481.983
2002-03-14,484.17
2002-03-15,486.519
2002-03-18,489.442
2002-03-19,491.243
2002-03-20,487.392
2002-03-21,491.719
2002-03-22,489.553
2002-03-25,484.914
2002-03-26,490.197
2002-03-27,495.322
2002-03-28,495.823
2002-03-29,495.823
2002-04-01,494.509
2002-04-02,492.877
2002-04-03,489.676
2002-04-04,491.308
2002-04-05,491.768
2002-04-08,496.974
2002-04-09,498.078
2002-04-10,506.47
2002-04-11,501.666
2002-04-12,509.941
2002-04-15,507.365
2002-04-16,514.778
2002-04-17,511.896
2002-04-18,510.99
2002-04-19,510.541
2002-04-22,505.566
2002-04-23,504.999
2002-04-24,503.241
2002-04-25,504.878
2002-04-26,499.988
2002-04-29,499.726
2002-04-30,507.994
2002-05-01,509.018
2002-05-02,512.636
2002-05-03,512.989
2002-05-06,505.517
2002-05-07,503.056
2002-05-08,508.932
2002-05-09,502.678
2002-05-10,496.152
2002-05-13,500.753
2002-05-14,509.63
2002-05-15,510.301
2002-05-16,505.792
2002-05-17,507.169
2002-05-20,502.872
2002-05-21,497.378
2002-05-22,496.542
2002-05-23,502.921
2002-05-24,498.389
2002-05-27,498.389
2002-05-28,496.603
2002-05-29,493.856
2002-05-30,493.898
2002-05-31,494.442
2002-06-03,483.978
2002-06-04,482.352
2002-06-05,483.318
2002-06-06,475.268
2002-06-07,478.502
2002-06-10,477.676
2002-06-11,471.373
2002-06-12,471.372
2002-06-13,466.253
2002-06-14,468.028
2002-06-17,478.311
2002-06-18,478.082
2002-06-19,472.151
2002-06-20,469.587
2002-06-21,470.255
2002-06-24,468.43
2002-06-25,463.677
2002-06-26,461.891
2002-06-27,466.871
2002-06-28,472.525
2002-07-01,464.518
2002-07-02,452.74
2002-07-03,447.697
2002-07-04,447.697
2002-07-05,459.073
2002-07-08,453.069
2002-07-09,447.11
2002-07-10,437.533
2002-07-11,433.843
2002-07-12,429.674
2002-07-15,426.035
2002-07-16,423.04
2002-07-17,423.133
2002-07-18,412.421
2002-07-19,401.663
2002-07-22,391.904
2002-07-23,376.609
2002-07-24,391.208
2002-07-25,395.022
2002-07-26,399.946
2002-07-29,420.294
2002-07-30,422.169
2002-07-31,419.996
2002-08-01,415.418
2002-08-02,403.224
2002-08-05,394.545
2002-08-06,405.847
2002-08-07,410.353
2002-08-08,416.448
2002-08-09,416.9
2002-08-12,417.184
2002-08-13,407.797
2002-08-14,418.438
2002-08-15,420.84
2002-08-16,423.251
2002-08-19,428.04
2002-08-20,425.263
2002-08-21,432.437
2002-08-22,436.22
2002-08-23,428.517
2002-08-26,435.382
2002-08-27,429.348
2002-08-28,423.03
2002-08-29,425.086
2002-08-30,423.717
2002-09-02,423.717
2002-09-03,413.33
2002-09-04,421.317
2002-09-05,414.543
2002-09-06,422.697
2002-09-09,423.585
2002-09-10,423.811
2002-09-11,423.681
2002-09-12,416.293
2002-09-13,419.161
2002-09-16,416.556
2002-09-17,409.59
2002-09-18,407.164
2002-09-19,397.19
2002-09-20,398.844
2002-09-23,391.673
2002-09-24,386.811
2002-09-25,394.237
2002-09-26,401.44
2002-09-27,392.08
2002-09-30,391.16
2002-10-01,398.514
2002-10-02,388.075
2002-10-03,384.499
2002-10-04,375.268
2002-10-07,365.211
2002-10-08,367.295
2002-10-09,352.476
2002-10-10,364.47
2002-10-11,374.537
2002-10-14,375.514
2002-10-15,389.813
2002-10-16,379.736
2002-10-17,390.014
2002-10-18,390.177
2002-10-21,395.591
2002-10-22,389.477
2002-10-23,394.536
2002-10-24,391.064
2002-10-25,397.792
2002-10-28,394.279
2002-10-29,392.039
2002-10-30,396.079
2002-10-31,396.883
2002-11-01,404.982
2002-11-04,406.834
2002-11-05,406.906
2002-11-06,412.134
2002-11-07,403.504
2002-11-08,399.041
2002-11-11,391.264
2002-11-12,394.828
2002-11-13,395.307
2002-11-14,404.109
2002-11-15,405.677
2002-11-18,402.359
2002-11-19,399.858
2002-11-20,406.546
2002-11-21,415.251
2002-11-22,417.347
2002-11-25,421.539
2002-11-26,416.053
2002-11-27,425.923
2002-11-28,425.94
2002-11-29,423.717
2002-12-02,425.851
2002-12-03,419.957
2002-12-04,417.241
2002-12-05,414.638
2002-12-06,416.472
2002-12-09,409.045
2002-12-10,414.709
2002-12-11,415.354
2002-12-12,416.761
2002-12-13,411.915
2002-12-16,419.347
2002-12-17,416.397
2002-12-18,410.954
2002-12-19,409.729
2002-12-20,412.703
2002-12-23,414.48
2002-12-24,413.335
2002-12-25,413.335
2002-12-26,414.976
2002-12-27,410.392
2002-12-30,410.715
2002-12-31,413.079
2003-01-01,413.079
2003-01-02,422.371
2003-01-03,421.004
2003-01-06,428.245
2003-01-07,424.193
2003-01-08,419.769
2003-01-09,425.611
2003-01-10,425.735
2003-01-13,425.443
2003-01-14,426.876
2003-01-15,424.148
2003-01-16,422.877
2003-01-17,417.459
2003-01-20,417.441
2003-01-21,412.124
2003-01-22,408.43
2003-01-23,411.82
2003-01-24,403.448
2003-01-27,396.924
2003-01-28,400.758
2003-01-29,402.104
2003-01-30,396.156
2003-01-31,401.164
2003-02-03,400.642
2003-02-04,398.179
2003-02-05,396.264
2003-02-06,393.811
2003-02-07,388.534
2003-02-10,391.603
2003-02-11,389.172
2003-02-12,384.535
2003-02-13,384.494
2003-02-14,386.988
2003-02-17,386.988
2003-02-18,393.614
2003-02-19,390.428
2003-02-20,389.474
2003-02-21,394.781
2003-02-24,388.283
2003-02-25,391.045
2003-02-26,387.576
2003-02-27,391.344
2003-02-28,391.524
2003-03-03,390.316
2003-03-04,386.272
2003-03-05,386.472
2003-03-06,383.774
2003-03-07,384.877
2003-03-10,377.727
2003-03-11,374.904
2003-03-12,373.445
2003-03-13,382.505
2003-03-14,381.929
2003-03-17,392.761
2003-03-18,395.023
2003-03-19,396.129
2003-03-20,398.973
2003-03-21,406.981
2003-03-24,396.138
2003-03-25,400.112
2003-03-26,395.873
2003-03-27,396.531
2003-03-28,396.611
2003-03-31,393.264
2003-04-01,398.231
2003-04-02,405.43
2003-04-03,403.592
2003-04-04,403.112
2003-04-07,405.987
2003-04-08,404.026
2003-04-09,402.079
2003-04-10,402.943
2003-04-11,401.824
2003-04-14,408.435
2003-04-15,410.995
2003-04-16,408.827
2003-04-17,413.594
2003-04-18,413.594
2003-04-21,415.472
2003-04-22,422.45
2003-04-23,425.629
2003-04-24,423.247
2003-04-25,419.583
2003-04-28,426.306
2003-04-29,427.625
2003-04-30,428.98
2003-05-01,428.393
2003-05-02,435.807
2003-05-05,437.865
2003-05-06,440.647
2003-05-07,439.525
2003-05-08,437.106
2003-05-09,442.752
2003-05-12,447.503
2003-05-13,448.116
2003-05-14,448.501
2003-05-15,451.397
2003-05-16,450.027
2003-05-19,442.425
2003-05-20,443.052
2003-05-21,444.703
2003-05-22,448.241
2003-05-23,452.472
2003-05-26,452.472
2003-05-27,459.862
2003-05-28,460.762
2003-05-29,460.262
2003-05-30,468.989
2003-06-02,471.544
2003-06-03,471.407
2003-06-04,479.062
2003-06-05,482.724
2003-06-06,481.181
2003-06-09,473.246
2003-06-10,478.233
2003-06-11,483.576
2003-06-12,484.769
2003-06-13,478.483
2003-06-16,486.859
2003-06-17,486.489
2003-06-18,484.889
2003-06-19,479.964
2003-06-20,479.633
2003-06-23,470.882
2003-06-24,472.388
2003-06-25,473.335
2003-06-26,478.03
2003-06-27,476.932
2003-06-30,476.428
2003-07-01,478.865
2003-07-02,487.304
2003-07-03,485.386
2003-07-04,485.386
2003-07-07,493.12
2003-07-08,498.006
2003-07-09,498.948
2003-07-10,491.438
2003-07-11,495.659
2003-07-14,499.959
2003-07-15,497.62
2003-07-16,494.705
2003-07-17,485.412
2003-07-18,489.928
2003-07-21,483.336
2003-07-22,488.198
2003-07-23,488.487
2003-07-24,488.254
2003-07-25,492.021
2003-07-28,494.187
2003-07-29,493.578
2003-07-30,494.805
2003-07-31,496.157
2003-08-01,489.593
2003-08-04,487.095
2003-08-05,481.252
2003-08-06,479.897
2003-08-07,480.922
2003-08-08,482.105
2003-08-11,484.718
2003-08-12,490.337
2003-08-13,489.735
2003-08-14,493.044
2003-08-15,494.034
2003-08-18,500.223
2003-08-19,505.797
2003-08-20,507.201
2003-08-21,511.773
2003-08-22,504.679
2003-08-25,503.033
2003-08-26,505.122
2003-08-27,508.197
2003-08-28,511.99
2003-08-29,514.512
2003-09-01,514.512
2003-09-02,522.546
2003-09-03,525.684
2003-09-04,526.425
2003-09-05,522.941
2003-09-08,528.873
2003-09-09,525.343
2003-09-10,515.22
2003-09-11,519.448
2003-09-12,521.275
2003-09-15,520.513
2003-09-16,526.677
2003-09-17,525.154
2003-09-18,530.012
2003-09-19,531.345
2003-09-22,525.896
2003-09-23,529.852
2003-09-24,521.429
2003-09-25,513.773
2003-09-26,507.974
2003-09-29,514.447
2003-09-30,510.862
2003-10-01,522.324
2003-10-02,525.138
2003-10-03,532.177
2003-10-06,535.416
2003-10-07,537.84
2003-10-08,535.484
2003-10-09,539.668
2003-10-10,538.579
2003-10-13,544.601
2003-10-14,547.395
2003-10-15,544.395
2003-10-16,545.728
2003-10-17,539.268
2003-10-20,540.066
2003-10-21,542.372
2003-10-22,532.856
2003-10-23,531.902
2003-10-24,529.391
2003-10-27,536.195
2003-10-28,542.556
2003-10-29,546.788
2003-10-30,547.451
2003-10-31,547.385
2003-11-03,555.177
2003-11-04,555.976
2003-11-05,556.58
2003-11-06,560.75
2003-11-07,561.189
2003-11-10,554.303
2003-11-11,551.598
2003-11-12,561.206
2003-11-13,562.589
2003-11-14,557.265
2003-11-17,552.115
2003-11-18,548.091
2003-11-19,550.87
2003-11-20,547.895
2003-11-21,550.428
2003-11-24,561.347
2003-11-25,565.635
2003-11-26,568.556
2003-11-27,568.556
2003-11-28,569.089
2003-12-01,576.86
2003-12-02,576.262
2003-12-03,572.498
2003-12-04,572.566
2003-12-05,569.374
2003-12-08,574.872
2003-12-09,569.044
2003-12-10,565.115
2003-12-11,575.349
2003-12-12,578.875
2003-12-15,571.283
2003-12-16,573.719
2003-12-17,574.765
2003-12-18,581.856
2003-12-19,582.621
2003-12-22,585.98
2003-12-23,589.512
2003-12-24,588.355
2003-12-25,588.355
2003-12-26,590.199
2003-12-29,597.49
2003-12-30,598.822
2003-12-31,592.972
2004-01-01,592.972
2004-01-02,594.921
2004-01-05,599.765
2004-01-06,599.764
2004-01-07,602.128
2004-01-08,605.758
2004-01-09,603.171
2004-01-12,607.664
2004-01-13,606.797
2004-01-14,611.753
2004-01-15,612.656
2004-01-16,615.491
2004-01-19,615.491
2004-01-20,620.731
2004-01-21,622.74
2004-01-22,620.401
2004-01-23,623.348
2004-01-26,627.703
2004-01-27,624.099
2004-01-28,614.784
2004-01-29,612.192
2004-01-30,613.437
2004-02-02,613.967
2004-02-03,613.103
2004-02-04,601.638
2004-02-05,605.427
2004-02-06,616.826
2004-02-09,618.485
2004-02-10,624.148
2004-02-11,629.142
2004-02-12,626.596
2004-02-13,622.079
2004-02-16,622.079
2004-02-17,629.367
2004-02-18,626.568
2004-02-19,621.447
2004-02-20,618.69
2004-02-23,612.889
2004-02-24,613.987
2004-02-25,619.362
2004-02-26,623.126
2004-02-27,626.06
2004-03-01,634.364
2004-03-02,632.745
2004-03-03,632.882
2004-03-04,637.327
2004-03-05,639.553
2004-03-08,634.355
2004-03-09,629.639
2004-03-10,619.352
2004-03-11,612.375
2004-03-12,623.598
2004-03-15,611.744
2004-03-16,612.466
2004-03-17,622.503
2004-03-18,620.1
2004-03-19,617.21
2004-03-22,607.423
2004-03-23,608.819
2004-03-24,604.387
2004-03-25,614.328
2004-03-26,615.354
2004-03-29,624.462
2004-03-30,629.512
2004-03-31,632.273
2004-04-01,637.373
2004-04-02,640.999
2004-04-05,639.843
2004-04-06,633.885
2004-04-07,635.097
2004-04-08,630.877
2004-04-09,630.877
2004-04-12,628.158
2004-04-13,616.724
2004-04-14,611.267
2004-04-15,612.987
2004-04-16,618.48
2004-04-19,619.648
2004-04-20,609.495
2004-04-21,614.431
2004-04-22,624.47
2004-04-23,621.519
2004-04-26,620.041
2004-04-27,621.582
2004-04-28,611.033
2004-04-29,601.19
2004-04-30,596.566
2004-05-03,601.278
2004-05-04,604.54
2004-05-05,604.975
2004-05-06,598.975
2004-05-07,583.579
2004-05-10,573.588
2004-05-11,581.588
2004-05-12,581.902
2004-05-13,581.894
2004-05-14,581.249
2004-05-17,574.548
2004-05-18,581.398
2004-05-19,579.159
2004-05-20,581.063
2004-05-21,584.08
2004-05-24,589.858
2004-05-25,601.708
2004-05-26,605.197
2004-05-27,607.11
2004-05-28,608.985
2004-05-31,608.985
2004-06-01,610.27
2004-06-02,611.968
2004-06-03,603.656
2004-06-04,607.757
2004-06-07,617.743
2004-06-08,617.344
2004-06-09,610.501
2004-06-10,611.899
2004-06-11,611.899
2004-06-14,602.157
2004-06-15,611.076
2004-06-16,612.929
2004-06-17,614.693
2004-06-18,616.25
2004-06-21,616.47
2004-06-22,619.123
2004-06-23,625.79
2004-06-24,623.944
2004-06-25,628.935
2004-06-28,627.078
2004-06-29,628.558
2004-06-30,633.696
2004-07-01,626.203
2004-07-02,628.237
2004-07-05,628.237
2004-07-06,620.645
2004-07-07,622.19
2004-07-08,613.433
2004-07-09,615.942
2004-07-12,615.7
2004-07-13,615.981
2004-07-14,614.693
2004-07-15,617.871
2004-07-16,614.567
2004-07-19,615.496
2004-07-20,621.457
2004-07-21,609.391
2004-07-22,604.028
2004-07-23,598.372
2004-07-26,593.872
2004-07-27,600.495
2004-07-28,600.005
2004-07-29,606.961
2004-07-30,608.076
2004-08-02,611.138
2004-08-03,605.966
2004-08-04,605.987
2004-08-05,595.72
2004-08-06,586.718
2004-08-09,586.829
2004-08-10,596.744
2004-08-11,594.091
2004-08-12,586.067
2004-08-13,585.829
2004-08-16,596.279
2004-08-17,598.727
2004-08-18,607.989
2004-08-19,603.197
2004-08-20,612.395
2004-08-23,608.484
2004-08-24,611.531
2004-08-25,615.008
2004-08-26,614.684
2004-08-27,617.793
2004-08-30,612.827
2004-08-31,616.776
2004-09-01,620.11
2004-09-02,626.477
2004-09-03,624.449
2004-09-06,624.449
2004-09-07,631.011
2004-09-08,626.356
2004-09-09,630.87
2004-09-10,632.584
2004-09-13,633.791
2004-09-14,630.928
2004-09-15,629.196
2004-09-16,635.519
2004-09-17,634.965
2004-09-20,631.912
2004-09-21,637.337
2004-09-22,628.865
2004-09-23,627.119
2004-09-24,628.066
2004-09-27,622.929
2004-09-28,628.573
2004-09-29,632.117
2004-09-30,636.212
2004-10-01,646.93
2004-10-04,649.569
2004-10-05,648.638
2004-10-06,653.891
2004-10-07,645.024
2004-10-08,641.308
2004-10-11,641.469
2004-10-12,641.537
2004-10-13,633.456
2004-10-14,629.999
2004-10-15,634.905
2004-10-18,636.07
2004-10-19,630.434
2004-10-20,631.876
2004-10-21,637.767
2004-10-22,631.169
2004-10-25,634.092
2004-10-26,642.067
2004-10-27,649.419
2004-10-28,647.829
2004-10-29,647.817
2004-11-01,650.967
2004-11-02,648.825
2004-11-03,658.71
2004-11-04,667.945
2004-11-05,667.201
2004-11-08,665.893
2004-11-09,669.279
2004-11-10,671.868
2004-11-11,678.21
2004-11-12,685.733
2004-11-15,686.489
2004-11-16,681.613
2004-11-17,684.416
2004-11-18,684.003
2004-11-19,676.644
2004-11-22,684.297
2004-11-23,687.629
2004-11-24,693.36
2004-11-25,693.36
2004-11-26,694.545
2004-11-29,695.614
2004-11-30,695.491
2004-12-01,705.62
2004-12-02,702.091
2004-12-03,704.005
2004-12-06,701.856
2004-12-07,690.171
2004-12-08,693.372
2004-12-09,693.477
2004-12-10,696.308
2004-12-13,701.533
2004-12-14,705.871
2004-12-15,711.802
2004-12-16,706.949
2004-12-17,707.506
2004-12-20,704.773
2004-12-21,712.427
2004-12-22,714.65
2004-12-23,714.251
2004-12-24,714.251
2004-12-27,709.458
2004-12-28,717.354
2004-12-29,717.746
2004-12-30,718.783
2004-12-31,718.136
2005-01-03,706.908
2005-01-04,695.758
2005-01-05,684.2
2005-01-06,687.337
2005-01-07,682.716
2005-01-10,685.901
2005-01-11,679.903
2005-01-12,681.136
2005-01-13,679.662
2005-01-14,686.531
2005-01-17,686.531
2005-01-18,693.593
2005-01-19,688.321
2005-01-20,683.598
2005-01-21,682.484
2005-01-24,677.197
2005-01-25,676.736
2005-01-26,684.151
2005-01-27,685.225
2005-01-28,683.063
2005-01-31,693.085
2005-02-01,698.13
2005-02-02,701.527
2005-02-03,699.803
2005-02-04,708.931
2005-02-07,708.203
2005-02-08,710.636
2005-02-09,701.695
2005-02-10,703.713
2005-02-11,710.417
2005-02-14,711.124
2005-02-15,712.31
2005-02-16,715.908
2005-02-17,709.813
2005-02-18,708.41
2005-02-21,708.41
2005-02-22,694.801
2005-02-23,696.914
2005-02-24,702.875
2005-02-25,713.585
2005-02-28,709.955
2005-03-01,716.286
2005-03-02,714.265
2005-03-03,715.642
2005-03-04,724.77
2005-03-07,726.867
2005-03-08,721.561
2005-03-09,713.002
2005-03-10,711.563
2005-03-11,710.289
2005-03-14,715.547
2005-03-15,711.876
2005-03-16,706.166
2005-03-17,709.131
2005-03-18,705.886
2005-03-21,703.748
2005-03-22,698.962
2005-03-23,692.548
2005-03-24,694.84
2005-03-25,694.84
2005-03-28,694.21
2005-03-29,685.41
2005-03-30,695.084
2005-03-31,697.368
2005-04-01,695.384
2005-04-04,696.636
2005-04-05,697.055
2005-04-06,698.845
2005-04-07,702.552
2005-04-08,694.698
2005-04-11,691.846
2005-04-12,698.159
2005-04-13,688.168
2005-04-14,678.057
2005-04-15,666.398
2005-04-18,670.659
2005-04-19,679.495
2005-04-20,669.224
2005-04-21,680.281
2005-04-22,674.316
2005-04-25,683.06
2005-04-26,675.867
2005-04-27,676.653
2005-04-28,667.425
2005-04-29,673.345
2005-05-02,678.173
2005-05-03,675.48
2005-05-04,685.938
2005-05-05,686.156
2005-05-06,687.18
2005-05-09,693.221
2005-05-10,687.132
2005-05-11,688.92
2005-05-12,678.847
2005-05-13,673.258
2005-05-16,683.352
2005-05-17,688.303
2005-05-18,700.247
2005-05-19,702.545
2005-05-20,702.586
2005-05-23,705.782
2005-05-24,704.456
2005-05-25,698.692
2005-05-26,705.206
2005-05-27,707.999
2005-05-30,707.999
2005-05-31,709.506
2005-06-01,716.975
2005-06-02,718.443
2005-06-03,714.084
2005-06-06,717.067
2005-06-07,718.667
2005-06-08,717.391
2005-06-09,721.398
2005-06-10,722.212
2005-06-13,725.899
2005-06-14,730.934
2005-06-15,733.49
2005-06-16,738.976
2005-06-17,740.981
2005-06-20,738.495
2005-06-21,737.211
2005-06-22,739.049
2005-06-23,731.413
2005-06-24,725.3
2005-06-27,724.852
2005-06-28,736.032
2005-06-29,737.62
2005-06-30,735.408
2005-07-01,740.664
2005-07-04,740.664
2005-07-05,748.853
2005-07-06,743.76
2005-07-07,745.176
2005-07-08,757.024
2005-07-11,765.089
2005-07-12,765.13
2005-07-13,763.27
2005-07-14,758.633
2005-07-15,759.23
2005-07-18,755.999
2005-07-19,765.265
2005-07-20,773.005
2005-07-21,763.897
2005-07-22,772.845
2005-07-25,767.392
2005-07-26,770.914
2005-07-27,771.761
2005-07-28,779.021
2005-07-29,776.564
2005-08-01,777.93
2005-08-02,784.456
2005-08-03,781.5
2005-08-04,770.634
2005-08-05,759.193
2005-08-08,752.564
2005-08-09,754.817
2005-08-10,754.566
2005-08-11,760.673
2005-08-12,756.39
2005-08-15,761.256
2005-08-16,752.221
2005-08-17,751.386
2005-08-18,747.976
2005-08-19,749.604
2005-08-22,753.978
2005-08-23,752.247
2005-08-24,751.556
2005-08-25,755.41
2005-08-26,746.732
2005-08-29,751.589
2005-08-30,749.889
2005-08-31,763.192
2005-09-01,765.639
2005-09-02,761.518
2005-09-05,761.518
2005-09-06,771.795
2005-09-07,772.993
2005-09-08,769.292
2005-09-09,775.025
2005-09-12,776.916
2005-09-13,769.955
2005-09-14,764.876
2005-09-15,764.52
2005-09-16,769.152
2005-09-19,763.018
2005-09-20,755.45
2005-09-21,744.106
2005-09-22,744.933
2005-09-23,748.737
2005-09-26,752.471
2005-09-27,751.405
2005-09-28,748.724
2005-09-29,758.897
2005-09-30,762.802
2005-10-03,765.69
2005-10-04,757.295
2005-10-05,738.05
2005-10-06,732.216
2005-10-07,735.567
2005-10-10,727.341
2005-10-11,720.626
2005-10-12,711.822
2005-10-13,711.118
2005-10-14,721.568
2005-10-17,722.928
2005-10-18,714.844
2005-10-19,725.681
2005-10-20,715.536
2005-10-21,721.146
2005-10-24,735.673
2005-10-25,731.877
2005-10-26,727.13
2005-10-27,714.521
2005-10-28,728.033
2005-10-31,739.591
2005-11-01,735.228
2005-11-02,747.41
2005-11-03,746.951
2005-11-04,746.634
2005-11-07,750.146
2005-11-08,744.231
2005-11-09,748.866
2005-11-10,754.221
