Date,JAPAN LARGE VALUE Large Cap
2012-06-29,778.367
2012-07-31,758.881
2012-08-31,743.679
2012-09-28,766.197
2012-10-31,751.953
2012-11-30,767.825
2012-12-31,815.947
2013-01-31,862.053
2013-02-28,875.246
2013-03-29,901.967
2013-04-30,965.965
2013-05-31,900.229
2013-06-28,914.224
2013-07-31,919.259
2013-08-30,898.84
2013-09-30,968.569
2013-10-31,959.731
2013-11-29,970.256
2013-12-31,974.304
2014-01-31,938.225
2014-02-28,935.8
2014-03-31,921.785
2014-04-30,905.434
2014-05-30,939.695
2014-06-30,991.912
2014-07-31,989.826
2014-08-29,962.286
2014-09-30,952.181
2014-10-31,931.374
2014-11-28,928.684
2014-12-31,911.077
2015-01-30,925.179
2015-02-27,1000.974
2015-03-31,1011.32
2015-04-30,1069.004
2015-05-29,1090.395
2015-06-30,1065.025
2015-07-31,1075.517
2015-08-31,1012.8
2015-09-30,939.968
2015-10-30,1030.077
2015-11-30,1010.243
2015-12-31,1017.483
2016-01-29,921.993
2016-02-29,884.819
2016-03-31,930.787
2016-04-29,969.742
2016-05-31,959.223
2016-06-30,913.102
2016-07-29,988.858
2016-08-31,1020.654
2016-09-30,1018.496
2016-10-31,1048.832
2016-11-30,1054.543
2016-12-30,1069.49
2017-01-31,1107.856
2017-02-28,1115.144
2017-03-31,1104.93
2017-04-28,1111.095
2017-05-31,1113.484
2017-06-30,1131.973
2017-07-31,1150.406
2017-08-31,1147.025
2017-09-29,1181.419
2017-10-31,1225.926
2017-11-30,1254.984
2017-12-29,1268.909
2018-01-31,1321.819
2018-02-28,1298.476
2018-03-30,1267.071
2018-04-30,1292.076
2018-05-31,1253.471
2018-06-29,1226.172
2018-07-31,1242.191
2018-08-31,1230.868
2018-09-28,1280.097
2018-10-31,1204.5
2018-11-30,1182.772
2018-12-31,1115.148
2019-01-31,1195.151
2019-02-28,1170.654
2019-03-29,1170.896
2019-04-30,1177.093
2019-05-31,1134.576
2019-06-28,1176.173
2019-07-31,1169.438
2019-08-30,1152.827
2019-09-30,1209.834
2019-10-31,1269.012
2019-11-29,1276.71
2019-12-31,1306.404
2020-01-31,1279.848
2020-02-28,1177.592
2020-03-31,1051.974
2020-04-30,1104.338
2020-05-29,1147.126
2020-06-30,1127.476
2020-07-31,1088.939
2020-08-31,1192.608
2020-09-30,1171.453
2020-10-30,1156.893
2020-11-30,1262.528
2020-12-31,1333.608
2021-01-29,1328.467
2021-02-26,1403.097
2021-03-31,1442.445
2021-04-30,1419.181
2021-05-31,1463.526
2021-06-30,1463.579
2021-07-30,1442.069
2021-08-31,1461.727
2021-09-30,1526.04
2021-10-29,1463.111
2021-11-30,1413.336
2021-12-31,1436.853
2022-01-31,1473.587
2022-02-28,1463.607
2022-03-31,1462.897
2022-04-29,1376.396
2022-05-31,1384.335
2022-06-30,1300.374
2022-07-29,1344.406
2022-08-31,1314.354
2022-09-30,1189.569
2022-10-31,1225.635
2022-11-30,1343.756
2022-12-30,1375.578
2023-01-31,1449.314
2023-02-28,1405.721
2023-03-31,1435.914
2023-04-28,1446.204
2023-05-31,1471.912
2023-06-30,1577.8
2023-07-31,1641.395
2023-08-31,1625.289
2023-09-29,1657.844
2023-10-31,1578.3
2023-11-30,1687.824
2023-12-29,1732.639
2024-01-31,1849.407
2024-02-29,1927.897
2024-03-29,2009.989
2024-04-30,1951.154
2024-05-31,1976.052
2024-06-28,1953.54
2024-07-31,2087.192
2024-08-30,2051.659
2024-09-30,2033.609
2024-10-31,1970.732
2024-11-29,2008.042
2024-12-31,2040.933
2025-01-31,2088.172
2025-02-28,2093.648
2025-03-31,2127.284
2025-04-30,2228.974
2025-05-30,2313.274
2025-06-30,2272.146
