Date,ACWI SMID VALUE SMID (Small+Mid Cap)
2014-08-29,1415.278
2014-09-30,1342.04
2014-10-31,1359.45
2014-11-28,1368.354
2014-12-31,1364.735
2015-01-30,1351.298
2015-02-27,1418.299
2015-03-31,1408.057
2015-04-30,1441.489
2015-05-29,1446.399
2015-06-30,1409.211
2015-07-31,1391.718
2015-08-31,1311.463
2015-09-30,1270.136
2015-10-30,1349.996
2015-11-30,1342.529
2015-12-31,1307.701
2016-01-29,1219.912
2016-02-29,1230.123
2016-03-31,1343.073
2016-04-29,1382.049
2016-05-31,1374.711
2016-06-30,1356.959
2016-07-29,1431.145
2016-08-31,1439.504
2016-09-30,1458.311
2016-10-31,1428.223
2016-11-30,1476.716
2016-12-30,1516.178
2017-01-31,1556.592
2017-02-28,1595.108
2017-03-31,1602.425
2017-04-28,1625.238
2017-05-31,1634.831
2017-06-30,1659.522
2017-07-31,1704.203
2017-08-31,1698.497
2017-09-29,1746.351
2017-10-31,1764.049
2017-11-30,1800.987
2017-12-29,1836.852
2018-01-31,1899.115
2018-02-28,1812.467
2018-03-30,1803.766
2018-04-30,1831.782
2018-05-31,1832.139
2018-06-29,1811.18
2018-07-31,1844.924
2018-08-31,1846.885
2018-09-28,1830.808
2018-10-31,1687.638
2018-11-30,1708.963
2018-12-31,1574.064
2019-01-31,1725.645
2019-02-28,1765.452
2019-03-29,1756.498
2019-04-30,1802.894
2019-05-31,1685.385
2019-06-28,1776.965
2019-07-31,1774.211
2019-08-30,1706.244
2019-09-30,1777.695
2019-10-31,1824.54
2019-11-29,1854.788
2019-12-31,1924.679
2020-01-31,1856.985
2020-02-28,1672.711
2020-03-31,1278.709
2020-04-30,1427.661
2020-05-29,1479.56
2020-06-30,1518.764
2020-07-31,1567.937
2020-08-31,1650.679
2020-09-30,1606.35
2020-10-30,1600.405
2020-11-30,1862.24
2020-12-31,1972.657
2021-01-29,1985.724
2021-02-26,2107.074
2021-03-31,2196.737
2021-04-30,2286.972
2021-05-31,2342.935
2021-06-30,2311.101
2021-07-30,2304.277
2021-08-31,2358.734
2021-09-30,2291.605
2021-10-29,2364.145
2021-11-30,2270.315
2021-12-31,2391.91
2022-01-31,2309.101
2022-02-28,2308.505
2022-03-31,2338.312
2022-04-29,2206.051
2022-05-31,2228.856
2022-06-30,1998.195
2022-07-29,2131.116
2022-08-31,2080.061
2022-09-30,1865.37
2022-10-31,2008.257
2022-11-30,2156.833
2022-12-30,2101.177
2023-01-31,2271.373
2023-02-28,2213.738
2023-03-31,2142.224
2023-04-28,2158.216
2023-05-31,2073.002
2023-06-30,2203.609
2023-07-31,2323.907
2023-08-31,2241.527
2023-09-29,2156.574
2023-10-31,2053.19
2023-11-30,2235.941
2023-12-29,2410.766
2024-01-31,2364.71
2024-02-29,2415.008
2024-03-29,2524.338
2024-04-30,2440.944
2024-05-31,2525.211
2024-06-28,2476.603
2024-07-31,2626.984
2024-08-30,2675.163
2024-09-30,2737.307
2024-10-31,2658.001
2024-11-29,2775.051
2024-12-31,2624.759
2025-01-31,2703.211
2025-02-28,2673.113
2025-03-31,2620.461
2025-04-30,2619.503
2025-05-30,2745.596
2025-06-30,2847.775
2025-07-31,2878.062
2025-08-29,3005.115
2025-09-30,3040.732
2025-10-31,3029.325
