Date,ACWI SMID VALUE SMID (Small+Mid Cap)
2015-10-30,1281.436
2015-11-30,1273.658
2015-12-31,1239.752
2016-01-29,1156.208
2016-02-29,1165.384
2016-03-31,1271.306
2016-04-29,1307.503
2016-05-31,1299.442
2016-06-30,1281.752
2016-07-29,1351.387
2016-08-31,1358.577
2016-09-30,1375.369
2016-10-31,1346.721
2016-11-30,1391.846
2016-12-30,1428.096
2017-01-31,1465.841
2017-02-28,1501.603
2017-03-31,1507.248
2017-04-28,1528.081
2017-05-31,1535.85
2017-06-30,1557.969
2017-07-31,1599.382
2017-08-31,1593.362
2017-09-29,1637.204
2017-10-31,1653.437
2017-11-30,1687.367
2017-12-29,1719.866
2018-01-31,1777.771
2018-02-28,1696.115
2018-03-30,1686.514
2018-04-30,1711.768
2018-05-31,1710.835
2018-06-29,1690.033
2018-07-31,1720.877
2018-08-31,1721.858
2018-09-28,1705.684
2018-10-31,1571.867
2018-11-30,1590.946
2018-12-31,1464.189
2019-01-31,1604.772
2019-02-28,1641.156
2019-03-29,1631.291
2019-04-30,1673.53
2019-05-31,1562.92
2019-06-28,1646.632
2019-07-31,1643.409
2019-08-30,1579.603
2019-09-30,1644.5
2019-10-31,1687.294
2019-11-29,1714.351
2019-12-31,1777.701
2020-01-31,1714.715
2020-02-28,1543.959
2020-03-31,1178.961
2020-04-30,1315.556
2020-05-29,1362.5
2020-06-30,1397.635
2020-07-31,1442.288
2020-08-31,1517.713
2020-09-30,1475.977
2020-10-30,1470.133
2020-11-30,1709.943
2020-12-31,1810.218
2021-01-29,1821.88
2021-02-26,1932.616
2021-03-31,2013.354
2021-04-30,2095.229
2021-05-31,2145.316
2021-06-30,2114.892
2021-07-30,2107.999
2021-08-31,2156.76
2021-09-30,2094.0
2021-10-29,2159.72
2021-11-30,2072.993
2021-12-31,2182.702
2022-01-31,2106.738
2022-02-28,2105.403
2022-03-31,2130.668
2022-04-29,2009.067
2022-05-31,2028.229
2022-06-30,1816.874
2022-07-29,1936.88
2022-08-31,1889.359
2022-09-30,1692.787
2022-10-31,1821.969
2022-11-30,1955.679
2022-12-30,1903.818
2023-01-31,2057.583
2023-02-28,2004.546
2023-03-31,1937.722
2023-04-28,1951.047
2023-05-31,1872.209
2023-06-30,1988.588
2023-07-31,2096.209
2023-08-31,2020.743
2023-09-29,1942.696
2023-10-31,1849.027
2023-11-30,2012.469
2023-12-29,2168.464
2024-01-31,2126.565
2024-02-29,2170.831
2024-03-29,2267.12
2024-04-30,2191.068
2024-05-31,2264.8
2024-06-28,2219.516
2024-07-31,2353.419
2024-08-30,2395.298
2024-09-30,2449.256
2024-10-31,2377.696
2024-11-29,2481.306
2024-12-31,2345.262
2025-01-31,2414.701
2025-02-28,2386.931
2025-03-31,2337.635
2025-04-30,2335.576
2025-05-30,2445.77
2025-06-30,2534.886
2025-07-31,2560.856
2025-08-29,2672.604
2025-09-30,2702.421
2025-10-31,2691.591
