Date,FRANCE GROWTH Standard (Large+Mid Cap)
1986-01-31,300.054
1986-02-28,347.15
1986-03-31,369.344
1986-04-30,413.9
1986-05-30,361.678
1986-06-30,379.161
1986-07-31,428.972
1986-08-29,461.403
1986-09-30,431.653
1986-10-31,436.221
1986-11-28,476.673
1986-12-31,472.867
1987-01-30,510.085
1987-02-27,516.89
1987-03-31,544.66
1987-04-30,549.855
1987-05-29,514.638
1987-06-30,488.597
1987-07-31,501.973
1987-08-31,529.256
1987-09-30,494.978
1987-10-30,397.392
1987-11-30,397.253
1987-12-31,393.393
1988-01-29,329.194
1988-02-29,397.628
1988-03-31,374.778
1988-04-29,403.382
1988-05-31,433.488
1988-06-30,437.666
1988-07-29,426.447
1988-08-31,423.724
1988-09-30,466.052
1988-10-31,514.498
1988-11-30,521.861
1988-12-30,545.024
1989-01-31,557.609
1989-02-28,542.181
1989-03-31,544.173
1989-04-28,569.833
1989-05-31,554.892
1989-06-30,561.636
1989-07-31,629.476
1989-08-31,620.471
1989-09-29,661.447
1989-10-31,625.231
1989-11-30,676.12
1989-12-29,754.04
1990-01-31,696.268
1990-02-28,671.295
1990-03-30,712.885
1990-04-30,762.845
1990-05-31,786.237
1990-06-29,774.278
1990-07-31,785.683
1990-08-31,690.349
1990-09-28,611.896
1990-10-31,703.42
1990-11-30,681.336
1990-12-31,659.533
1991-01-31,682.818
1991-02-28,743.809
1991-03-29,682.585
1991-04-30,664.226
1991-05-31,688.134
1991-06-28,620.249
1991-07-31,643.866
1991-08-30,679.107
1991-09-30,720.674
1991-10-31,710.891
1991-11-29,692.171
1991-12-31,767.067
1992-01-31,757.275
1992-02-28,786.796
1992-03-31,790.234
1992-04-30,815.328
1992-05-29,848.062
1992-06-30,854.922
1992-07-31,825.948
1992-08-31,858.745
1992-09-30,875.917
1992-10-30,794.867
1992-11-30,782.755
1992-12-31,793.174
1993-01-29,754.263
1993-02-26,809.349
1993-03-31,852.837
1993-04-30,837.294
1993-05-31,812.208
1993-06-30,791.62
1993-07-30,782.344
1993-08-31,862.281
1993-09-30,863.824
1993-10-29,869.222
1993-11-30,851.518
1993-12-31,924.596
1994-01-31,943.745
1994-02-28,917.171
1994-03-31,889.566
1994-04-29,922.013
1994-05-31,869.225
1994-06-30,839.177
1994-07-29,931.324
1994-08-31,938.337
1994-09-30,882.216
1994-10-31,906.785
1994-11-30,895.273
1994-12-30,870.025
1995-01-31,850.672
1995-02-28,880.889
1995-03-31,1019.984
1995-04-28,1023.067
1995-05-31,1025.774
1995-06-30,1016.241
1995-07-31,1068.588
1995-08-31,1014.541
1995-09-29,1028.671
1995-10-31,1031.133
1995-11-30,1007.513
1995-12-29,1054.566
1996-01-31,1126.142
1996-02-29,1150.004
1996-03-29,1221.248
1996-04-30,1256.608
1996-05-31,1250.101
1996-06-28,1290.31
1996-07-31,1247.733
1996-08-30,1207.682
1996-09-30,1277.841
1996-10-31,1319.91
1996-11-29,1381.948
1996-12-31,1419.354
1997-01-31,1398.754
1997-02-28,1397.753
1997-03-31,1439.65
1997-04-30,1404.887
1997-05-30,1377.323
1997-06-30,1519.419
1997-07-31,1508.932
1997-08-29,1364.185
1997-09-30,1460.12
1997-10-31,1322.318
1997-11-28,1389.484
1997-12-31,1422.912
1998-01-30,1478.574
1998-02-27,1597.76
1998-03-31,1738.473
1998-04-30,1773.837
1998-05-29,1883.431
1998-06-30,1973.657
1998-07-31,1976.722
1998-08-31,1861.403
1998-09-30,1642.53
1998-10-30,1875.23
1998-11-30,1966.314
1998-12-31,2167.363
1999-01-29,2246.023
1999-02-26,2088.51
1999-03-31,2008.321
1999-04-30,2004.15
1999-05-31,1958.069
1999-06-30,2016.5
1999-07-30,1957.904
1999-08-31,2081.524
1999-09-30,2126.427
1999-10-29,2264.151
1999-11-30,2425.595
1999-12-31,2840.066
2000-01-31,2700.17
2000-02-29,3105.433
2000-03-31,3046.181
2000-04-28,2836.791
2000-05-31,2821.708
2000-06-30,2848.397
2000-07-31,2699.893
2000-08-31,2605.592
2000-09-29,2403.066
2000-10-31,2312.943
2000-11-30,2080.326
2000-12-29,2228.637
2001-01-31,2239.238
2001-02-28,1807.963
2001-03-30,1658.889
2001-04-30,1829.554
2001-05-31,1631.614
2001-06-29,1545.933
2001-07-31,1539.339
2001-08-31,1408.226
2001-09-28,1282.208
2001-10-31,1379.928
2001-11-30,1451.153
2001-12-31,1524.795
2002-01-31,1452.474
2002-02-28,1478.494
2002-03-29,1533.921
2002-04-30,1511.253
2002-05-31,1507.733
2002-06-28,1544.17
2002-07-31,1372.102
2002-08-30,1348.264
2002-09-30,1224.179
2002-10-31,1342.304
2002-11-29,1332.007
2002-12-31,1361.788
2003-01-31,1262.52
2003-02-28,1211.539
2003-03-31,1174.484
2003-04-30,1309.854
2003-05-30,1414.886
2003-06-30,1423.412
2003-07-31,1396.459
2003-08-29,1425.79
2003-09-30,1460.666
2003-10-31,1537.016
2003-11-28,1614.494
2003-12-31,1749.404
2004-01-30,1776.897
2004-02-27,1808.634
2004-03-31,1736.908
2004-04-30,1695.826
2004-05-31,1754.98
2004-06-30,1775.881
2004-07-30,1718.32
2004-08-31,1697.194
2004-09-30,1747.243
2004-10-29,1813.678
2004-11-30,1930.237
2004-12-31,2006.726
2005-01-31,1947.891
2005-02-28,2031.704
2005-03-31,2024.959
2005-04-29,1953.455
2005-05-31,1987.511
2005-06-30,1994.289
2005-07-29,2106.176
2005-08-31,2111.831
2005-09-30,2134.82
2005-10-31,2026.741
2005-11-30,2033.719
2005-12-30,2111.939
2006-01-31,2233.347
2006-02-28,2173.861
2006-03-31,2330.644
2006-04-28,2393.871
2006-05-31,2340.162
2006-06-30,2378.689
2006-07-31,2382.857
2006-08-31,2428.361
2006-09-29,2432.478
2006-10-31,2468.224
2006-11-30,2604.479
2006-12-29,2696.93
2007-01-31,2662.416
2007-02-28,2718.643
2007-03-30,2862.498
2007-04-30,3038.432
2007-05-31,3087.3
2007-06-29,3035.856
2007-07-31,2948.551
2007-08-31,2946.753
2007-09-28,3084.491
2007-10-31,3241.81
2007-11-30,3201.934
2007-12-31,3191.831
2008-01-31,2792.603
2008-02-29,2930.613
2008-03-31,3046.366
2008-04-30,3136.161
2008-05-30,3278.978
2008-06-30,2921.391
2008-07-31,2823.244
2008-08-29,2716.511
2008-09-30,2296.618
2008-10-31,1719.195
2008-11-28,1651.992
2008-12-31,1809.658
2009-01-30,1542.848
2009-02-27,1445.41
2009-03-31,1528.106
2009-04-30,1658.295
2009-05-29,1840.227
2009-06-30,1784.634
2009-07-31,1955.952
2009-08-31,2053.898
2009-09-30,2164.985
2009-10-30,2129.807
2009-11-30,2198.042
2009-12-31,2226.611
2010-01-29,2103.153
2010-02-26,2076.652
2010-03-31,2203.459
2010-04-30,2125.293
2010-05-31,1861.121
2010-06-30,1868.38
2010-07-30,2079.795
2010-08-31,1969.775
2010-09-30,2269.972
2010-10-29,2369.797
2010-11-30,2143.911
2010-12-31,2303.198
2011-01-31,2381.321
2011-02-28,2480.083
2011-03-31,2513.899
2011-04-29,2741.482
2011-05-31,2658.333
2011-06-30,2689.911
2011-07-29,2517.388
2011-08-31,2314.87
2011-09-30,1958.461
2011-10-31,2220.417
2011-11-30,2096.849
2011-12-30,2007.901
2012-01-31,2146.263
2012-02-29,2317.348
2012-03-30,2358.343
2012-04-30,2287.968
2012-05-31,2052.61
2012-06-29,2171.409
2012-07-31,2165.297
2012-08-31,2268.208
2012-09-28,2274.186
2012-10-31,2315.244
2012-11-30,2446.884
2012-12-31,2521.417
2013-01-31,2660.097
2013-02-28,2647.406
2013-03-29,2629.506
2013-04-30,2750.313
2013-05-31,2783.406
2013-06-28,2639.611
2013-07-31,2847.848
2013-08-30,2763.176
2013-09-30,2960.401
2013-10-31,2968.56
2013-11-29,2970.088
2013-12-31,3012.444
2014-01-31,2849.24
2014-02-28,3078.138
2014-03-31,3048.378
2014-04-30,3137.805
2014-05-30,3187.455
2014-06-30,3126.916
2014-07-31,2896.182
2014-08-29,2917.381
2014-09-30,2763.62
2014-10-31,2735.333
2014-11-28,2878.571
2014-12-31,2756.698
2015-01-30,2825.124
2015-02-27,3016.809
2015-03-31,2952.842
2015-04-30,3111.6
2015-05-29,3086.25
2015-06-30,2976.301
2015-07-31,3111.49
2015-08-31,2880.647
2015-09-30,2810.966
2015-10-30,3048.348
2015-11-30,2967.655
2015-12-31,2871.954
2016-01-29,2780.814
2016-02-29,2752.249
2016-03-31,2935.48
2016-04-29,2929.488
2016-05-31,2925.225
2016-06-30,2813.44
2016-07-29,2981.16
2016-08-31,2974.848
2016-09-30,3019.958
2016-10-31,2916.436
2016-11-30,2838.822
2016-12-30,2962.905
2017-01-31,3019.854
2017-02-28,3079.316
2017-03-31,3251.801
2017-04-28,3486.398
2017-05-31,3679.672
2017-06-30,3642.227
2017-07-31,3711.413
2017-08-31,3783.312
2017-09-29,3967.582
2017-10-31,4122.32
2017-11-30,4141.202
2017-12-29,4161.491
2018-01-31,4451.312
2018-02-28,4244.08
2018-03-30,4236.291
2018-04-30,4461.635
2018-05-31,4407.602
2018-06-29,4360.212
2018-07-31,4453.384
2018-08-31,4434.933
2018-09-28,4439.42
2018-10-31,3970.751
2018-11-30,3898.785
2018-12-31,3795.888
2019-01-31,4038.054
2019-02-28,4274.661
2019-03-29,4347.648
2019-04-30,4572.002
2019-05-31,4326.73
2019-06-28,4754.822
2019-07-31,4672.063
2019-08-30,4615.168
2019-09-30,4613.273
2019-10-31,4815.552
2019-11-29,4929.394
2019-12-31,5032.327
2020-01-31,4948.869
2020-02-28,4492.042
2020-03-31,3795.544
2020-04-30,4003.02
2020-05-29,4198.639
2020-06-30,4444.631
2020-07-31,4666.702
2020-08-31,4894.01
2020-09-30,4747.402
2020-10-30,4612.491
2020-11-30,5486.623
2020-12-31,5708.209
2021-01-29,5491.56
2021-02-26,5641.503
2021-03-31,5796.338
2021-04-30,6278.837
2021-05-31,6605.55
2021-06-30,6557.781
2021-07-30,6748.357
2021-08-31,6663.435
2021-09-30,6293.57
2021-10-29,6631.442
2021-11-30,6519.886
2021-12-31,6921.99
2022-01-31,6328.873
2022-02-28,6095.57
2022-03-31,6094.006
2022-04-29,5556.572
2022-05-31,5456.072
2022-06-30,4942.148
2022-07-29,5452.873
2022-08-31,5059.241
2022-09-30,4620.662
2022-10-31,4985.643
2022-11-30,5610.719
2022-12-30,5507.103
2023-01-31,6270.801
2023-02-28,6219.949
2023-03-31,6589.355
2023-04-28,6862.429
2023-05-31,6376.737
2023-06-30,6842.449
2023-07-31,6916.275
2023-08-31,6539.986
2023-09-29,6014.581
2023-10-31,5816.093
2023-11-30,6456.374
2023-12-29,6768.623
2024-01-31,6791.047
2024-02-29,7206.551
2024-03-29,7299.207
2024-04-30,6923.343
2024-05-31,7052.25
2024-06-28,6611.387
2024-07-31,6592.285
2024-08-30,6815.294
2024-09-30,6952.506
2024-10-31,6389.034
2024-11-29,6223.466
2024-12-31,6294.131
2025-01-31,6845.705
2025-02-28,6866.086
2025-03-31,6603.808
2025-04-30,6766.609
2025-05-30,7045.495
2025-06-30,7214.805
2025-07-31,7156.255
2025-08-29,7263.613
2025-09-30,7587.461
2025-10-31,7807.429
2025-11-28,7698.407
