Date,FRANCE GROWTH Standard (Large+Mid Cap)
1996-04-30,1422.911
1996-05-31,1415.989
1996-06-28,1461.966
1996-07-31,1414.213
1996-08-30,1369.284
1996-09-30,1449.214
1996-10-31,1497.336
1996-11-29,1568.096
1996-12-31,1610.945
1997-01-31,1587.958
1997-02-28,1587.208
1997-03-31,1635.189
1997-04-30,1596.101
1997-05-30,1565.19
1997-06-30,1727.066
1997-07-31,1715.523
1997-08-29,1551.344
1997-09-30,1660.828
1997-10-31,1504.483
1997-11-28,1581.291
1997-12-31,1619.719
1998-01-30,1683.466
1998-02-27,1819.564
1998-03-31,1980.31
1998-04-30,2021.111
1998-05-29,2146.503
1998-06-30,2249.836
1998-07-31,2253.84
1998-08-31,2122.872
1998-09-30,1873.768
1998-10-30,2139.748
1998-11-30,2244.19
1998-12-31,2474.171
1999-01-29,2564.468
1999-02-26,2385.107
1999-03-31,2294.012
1999-04-30,2289.726
1999-05-31,2237.562
1999-06-30,2304.812
1999-07-30,2238.335
1999-08-31,2380.148
1999-09-30,2431.983
1999-10-29,2589.958
1999-11-30,2775.077
1999-12-31,3249.669
2000-01-31,3089.992
2000-02-29,3554.156
2000-03-31,3486.734
2000-04-28,3247.417
2000-05-31,3230.52
2000-06-30,3261.468
2000-07-31,3091.808
2000-08-31,2984.422
2000-09-29,2752.817
2000-10-31,2649.929
2000-11-30,2383.784
2000-12-29,2554.123
2001-01-31,2566.272
2001-02-28,2072.011
2001-03-30,1901.238
2001-04-30,2096.837
2001-05-31,1871.489
2001-06-29,1775.404
2001-07-31,1767.886
2001-08-31,1617.307
2001-09-28,1472.579
2001-10-31,1584.807
2001-11-30,1666.608
2001-12-31,1751.183
2002-01-31,1668.125
2002-02-28,1698.008
2002-03-29,1761.747
2002-04-30,1736.258
2002-05-31,1735.976
2002-06-28,1779.18
2002-07-31,1580.968
2002-08-30,1553.502
2002-09-30,1410.528
2002-10-31,1546.635
2002-11-29,1534.769
2002-12-31,1569.168
2003-01-31,1454.783
2003-02-28,1396.039
2003-03-31,1353.341
2003-04-30,1510.995
2003-05-30,1638.426
2003-06-30,1649.247
2003-07-31,1618.058
2003-08-29,1652.043
2003-09-30,1692.453
2003-10-31,1780.919
2003-11-28,1870.692
2003-12-31,2027.148
2004-01-30,2059.006
2004-02-27,2095.782
2004-03-31,2012.716
2004-04-30,1966.123
2004-05-31,2040.314
2004-06-30,2065.789
2004-07-30,1998.878
2004-08-31,1974.302
2004-09-30,2032.613
2004-10-29,2109.924
2004-11-30,2246.877
2004-12-31,2336.121
2005-01-31,2267.653
2005-02-28,2365.225
2005-03-31,2357.404
2005-04-29,2275.128
2005-05-31,2320.425
2005-06-30,2331.82
2005-07-29,2463.388
2005-08-31,2470.001
2005-09-30,2496.89
2005-10-31,2370.547
2005-11-30,2379.754
2005-12-30,2471.378
2006-01-31,2613.563
2006-02-28,2543.951
2006-03-31,2727.542
2006-04-28,2801.711
2006-05-31,2748.824
2006-06-30,2796.899
2006-07-31,2802.855
2006-08-31,2856.38
2006-09-29,2861.499
2006-10-31,2903.744
2006-11-30,3066.37
2006-12-29,3175.821
2007-01-31,3135.31
2007-02-28,3201.669
2007-03-30,3371.084
2007-04-30,3578.62
2007-05-31,3651.528
2007-06-29,3594.388
2007-07-31,3492.633
2007-08-31,3490.745
2007-09-28,3653.91
2007-10-31,3840.504
2007-11-30,3793.475
2007-12-31,3781.982
2008-01-31,3309.21
2008-02-29,3472.75
2008-03-31,3610.537
2008-04-30,3722.376
2008-05-30,3901.651
2008-06-30,3478.05
2008-07-31,3361.611
2008-08-29,3234.638
2008-09-30,2734.832
2008-10-31,2047.232
2008-11-28,1968.884
2008-12-31,2157.161
2009-01-30,1839.431
2009-02-27,1723.332
2009-03-31,1821.928
2009-04-30,1979.647
2009-05-29,2208.38
2009-06-30,2142.923
2009-07-31,2349.287
2009-08-31,2466.949
2009-09-30,2600.376
2009-10-30,2558.123
2009-11-30,2644.903
2009-12-31,2679.404
2010-01-29,2530.839
2010-02-26,2499.234
2010-03-31,2651.846
2010-04-30,2559.034
2010-05-31,2248.925
2010-06-30,2259.567
2010-07-30,2515.933
2010-08-31,2382.87
2010-09-30,2746.023
2010-10-29,2866.783
2010-11-30,2594.491
2010-12-31,2787.59
2011-01-31,2882.142
2011-02-28,3002.009
2011-03-31,3042.941
2011-04-29,3322.484
2011-05-31,3228.738
2011-06-30,3269.675
2011-07-29,3066.123
2011-08-31,2819.461
2011-09-30,2385.362
2011-10-31,2704.419
2011-11-30,2555.086
2011-12-30,2446.799
2012-01-31,2615.404
2012-02-29,2824.279
2012-03-30,2874.242
2012-04-30,2791.754
2012-05-31,2515.341
2012-06-29,2663.635
2012-07-31,2656.538
2012-08-31,2782.932
2012-09-28,2790.267
2012-10-31,2840.642
2012-11-30,3003.983
2012-12-31,3095.689
2013-01-31,3266.654
2013-02-28,3251.105
2013-03-29,3229.122
2013-04-30,3379.736
2013-05-31,3434.743
2013-06-28,3259.712
2013-07-31,3518.149
2013-08-30,3413.548
2013-09-30,3657.325
2013-10-31,3667.405
2013-11-29,3671.225
2013-12-31,3723.976
2014-01-31,3522.861
2014-02-28,3805.875
2014-03-31,3769.109
2014-04-30,3883.921
2014-05-30,3960.548
2014-06-30,3887.796
2014-07-31,3601.752
2014-08-29,3628.194
2014-09-30,3437.022
2014-10-31,3401.842
2014-11-28,3580.774
2014-12-31,3440.113
2015-01-30,3526.12
2015-02-27,3765.368
2015-03-31,3685.617
2015-04-30,3886.211
2015-05-29,3865.263
2015-06-30,3731.901
2015-07-31,3901.822
2015-08-31,3612.419
2015-09-30,3525.075
2015-10-30,3822.763
2015-11-30,3722.016
2015-12-31,3605.141
2016-01-29,3490.995
2016-02-29,3455.751
2016-03-31,3685.862
2016-04-29,3683.396
2016-05-31,3689.539
2016-06-30,3549.921
2016-07-29,3762.08
2016-08-31,3754.206
2016-09-30,3811.179
2016-10-31,3680.535
2016-11-30,3584.052
2016-12-30,3741.683
2017-01-31,3814.015
2017-02-28,3889.736
2017-03-31,4107.658
2017-04-28,4409.901
2017-05-31,4666.668
2017-06-30,4621.994
2017-07-31,4710.606
2017-08-31,4801.949
2017-09-29,5035.887
2017-10-31,5232.289
2017-11-30,5256.801
2017-12-29,5283.776
2018-01-31,5652.123
2018-02-28,5389.673
2018-03-30,5379.818
2018-04-30,5673.719
2018-05-31,5625.464
2018-06-29,5569.69
2018-07-31,5689.57
2018-08-31,5665.997
2018-09-28,5671.784
2018-10-31,5073.015
2018-11-30,4981.707
2018-12-31,4851.641
2019-01-31,5162.368
2019-02-28,5464.962
2019-03-29,5558.349
2019-04-30,5854.234
2019-05-31,5556.374
2019-06-28,6108.1
2019-07-31,6004.342
2019-08-30,5931.223
2019-09-30,5928.981
2019-10-31,6188.95
2019-11-29,6336.188
2019-12-31,6470.26
2020-01-31,6364.106
2020-02-28,5776.64
2020-03-31,4881.1
2020-04-30,5149.277
2020-05-29,5404.604
2020-06-30,5723.275
2020-07-31,6017.08
2020-08-31,6310.163
2020-09-30,6121.165
2020-10-30,5947.214
2020-11-30,7074.295
2020-12-31,7362.742
2021-01-29,7083.865
2021-02-26,7277.284
2021-03-31,7477.242
2021-04-30,8106.32
2021-05-31,8536.957
2021-06-30,8476.979
2021-07-30,8724.837
2021-08-31,8615.222
2021-09-30,8137.178
2021-10-29,8574.024
2021-11-30,8430.977
2021-12-31,8951.433
2022-01-31,8184.985
2022-02-28,7883.437
2022-03-31,7881.542
2022-04-29,7195.526
2022-05-31,7074.771
2022-06-30,6410.335
2022-07-29,7075.375
2022-08-31,6564.618
2022-09-30,5995.579
2022-10-31,6469.164
2022-11-30,7282.157
2022-12-30,7150.792
2023-01-31,8143.102
2023-02-28,8077.278
2023-03-31,8557.12
2023-04-28,8924.166
2023-05-31,8304.87
2023-06-30,8913.846
2023-07-31,9011.534
2023-08-31,8521.249
2023-09-29,7836.861
2023-10-31,7578.235
2023-11-30,8413.64
2023-12-29,8824.836
2024-01-31,8854.837
2024-02-29,9396.865
2024-03-29,9517.731
2024-04-30,9037.707
2024-05-31,9224.233
2024-06-28,8648.891
2024-07-31,8624.477
2024-08-30,8916.231
2024-09-30,9095.823
2024-10-31,8358.644
2024-11-29,8142.034
2024-12-31,8238.181
2025-01-31,8960.119
2025-02-28,8987.039
2025-03-31,8643.818
2025-04-30,8864.949
2025-05-30,9252.898
2025-06-30,9477.047
2025-07-31,9400.807
