Date,NEW ZEALAND Standard (Large+Mid Cap)
2012-03-30,304.08
2012-04-30,305.913
2012-05-31,277.634
2012-06-29,279.857
2012-07-31,299.965
2012-08-31,301.073
2012-09-28,322.847
2012-10-31,326.882
2012-11-30,331.458
2012-12-31,337.828
2013-01-31,371.606
2013-02-28,365.759
2013-03-29,373.143
2013-04-30,397.029
2013-05-31,345.805
2013-06-28,334.406
2013-07-31,344.231
2013-08-30,338.468
2013-09-30,391.948
2013-10-31,398.825
2013-11-29,377.48
2013-12-31,375.907
2014-01-31,381.895
2014-02-28,410.628
2014-03-31,437.42
2014-04-30,455.635
2014-05-30,427.067
2014-06-30,432.2
2014-07-31,424.99
2014-08-29,420.328
2014-09-30,393.635
2014-10-31,391.6
2014-11-28,391.504
2014-12-31,403.513
2015-01-30,392.728
2015-02-27,409.778
2015-03-31,396.296
2015-04-30,401.32
2015-05-29,373.816
2015-06-30,344.464
2015-07-31,350.153
2015-08-31,330.114
2015-09-30,320.143
2015-10-30,368.483
2015-11-30,357.376
2015-12-31,378.258
2016-01-29,347.171
2016-02-29,366.553
2016-03-31,422.131
2016-04-29,432.659
2016-05-31,431.714
2016-06-30,446.807
2016-07-29,493.71
2016-08-31,504.281
2016-09-30,502.405
2016-10-31,473.628
2016-11-30,460.034
2016-12-30,447.74
2017-01-31,487.253
2017-02-28,486.71
2017-03-31,456.468
2017-04-28,460.48
2017-05-31,468.561
2017-06-30,493.22
2017-07-31,507.788
2017-08-31,495.347
2017-09-29,492.512
2017-10-31,461.527
2017-11-30,463.255
2017-12-29,500.077
2018-01-31,518.615
2018-02-28,481.956
2018-03-30,474.525
2018-04-30,473.197
2018-05-31,491.549
2018-06-29,501.804
2018-07-31,499.5
2018-08-31,524.918
2018-09-28,513.947
2018-10-31,471.496
2018-11-30,489.282
2018-12-31,480.244
2019-01-31,508.137
2019-02-28,528.617
2019-03-29,560.221
2019-04-30,564.009
2019-05-31,553.117
2019-06-28,582.294
2019-07-31,605.431
2019-08-30,564.166
2019-09-30,565.2
2019-10-31,576.373
2019-11-29,631.205
2019-12-31,663.709
2020-01-31,659.157
2020-02-28,625.265
2020-03-31,554.7
2020-04-30,612.679
2020-05-29,631.828
2020-06-30,710.336
2020-07-31,750.346
2020-08-31,757.327
2020-09-30,703.088
2020-10-30,706.52
2020-11-30,797.075
2020-12-31,795.625
2021-01-29,805.983
2021-02-26,719.658
2021-03-31,711.069
2021-04-30,738.314
2021-05-31,677.837
2021-06-30,674.682
2021-07-30,671.174
2021-08-31,700.622
2021-09-30,687.018
2021-10-29,700.798
2021-11-30,659.278
2021-12-31,659.767
2022-01-31,561.722
2022-02-28,592.292
2022-03-31,602.711
2022-04-29,545.659
2022-05-31,535.936
2022-06-30,500.899
2022-07-29,534.361
2022-08-31,518.656
2022-09-30,457.692
2022-10-31,489.991
2022-11-30,557.217
2022-12-30,569.88
2023-01-31,615.107
2023-02-28,596.064
2023-03-31,615.608
2023-04-28,619.165
2023-05-31,567.819
2023-06-30,578.633
2023-07-31,592.534
2023-08-31,537.245
2023-09-29,527.336
2023-10-31,496.67
2023-11-30,570.308
2023-12-29,604.723
2024-01-31,590.586
2024-02-29,585.452
2024-03-29,581.373
2024-04-30,584.476
2024-05-31,610.707
2024-06-28,599.853
2024-07-31,607.931
2024-08-30,641.24
2024-09-30,633.439
2024-10-31,597.182
2024-11-29,622.49
2024-12-31,595.645
2025-01-31,585.795
2025-02-28,547.102
2025-03-31,542.823
2025-04-30,558.292
2025-05-30,579.214
2025-06-30,596.66
2025-07-31,588.617
2025-08-29,586.29
2025-09-30,595.428
2025-10-31,597.604
