Date,GERMANY VALUE Standard (Large+Mid Cap)
2001-09-25,1816.271
2001-09-26,1849.779
2001-09-27,1874.31
2001-09-28,1910.769
2001-10-01,1888.981
2001-10-02,1920.941
2001-10-03,1972.428
2001-10-04,2009.075
2001-10-05,2013.532
2001-10-08,2019.19
2001-10-09,2007.428
2001-10-10,2045.657
2001-10-11,2049.514
2001-10-12,2043.534
2001-10-15,2003.325
2001-10-16,2038.599
2001-10-17,2038.847
2001-10-18,2007.852
2001-10-19,1964.859
2001-10-22,1985.57
2001-10-23,2027.026
2001-10-24,2071.791
2001-10-25,2033.352
2001-10-26,2061.829
2001-10-29,2030.12
2001-10-30,1988.246
2001-10-31,1979.353
2001-11-01,2023.331
2001-11-02,1995.09
2001-11-05,2039.119
2001-11-06,2016.458
2001-11-07,2094.598
2001-11-08,2129.766
2001-11-09,2107.799
2001-11-12,2075.921
2001-11-13,2109.237
2001-11-14,2124.403
2001-11-15,2148.349
2001-11-16,2201.815
2001-11-19,2248.399
2001-11-20,2219.85
2001-11-21,2203.141
2001-11-22,2213.067
2001-11-23,2227.959
2001-11-26,2218.16
2001-11-27,2200.633
2001-11-28,2152.498
2001-11-29,2147.145
2001-11-30,2189.654
2001-12-03,2176.029
2001-12-04,2186.023
2001-12-05,2292.375
2001-12-06,2318.846
2001-12-07,2275.78
2001-12-10,2235.263
2001-12-11,2250.587
2001-12-12,2221.72
2001-12-13,2186.672
2001-12-14,2174.765
2001-12-17,2260.457
2001-12-18,2243.397
2001-12-19,2204.405
2001-12-20,2179.669
2001-12-21,2202.334
2001-12-24,2180.359
2001-12-25,2180.359
2001-12-26,2182.221
2001-12-27,2259.266
2001-12-28,2266.586
2001-12-31,2288.692
2002-01-01,2288.692
2002-01-02,2324.468
2002-01-03,2371.189
2002-01-04,2390.299
2002-01-07,2337.147
2002-01-08,2341.365
2002-01-09,2340.629
2002-01-10,2314.749
2002-01-11,2297.783
2002-01-14,2237.62
2002-01-15,2228.773
2002-01-16,2160.646
2002-01-17,2229.664
2002-01-18,2234.927
2002-01-21,2207.211
2002-01-22,2189.728
2002-01-23,2239.006
2002-01-24,2222.841
2002-01-25,2185.685
2002-01-28,2180.377
2002-01-29,2140.918
2002-01-30,2134.999
2002-01-31,2148.634
2002-02-01,2147.332
2002-02-04,2106.421
2002-02-05,2085.731
2002-02-06,2029.119
2002-02-07,2043.552
2002-02-08,2032.637
2002-02-11,2092.325
2002-02-12,2059.234
2002-02-13,2071.848
2002-02-14,2080.712
2002-02-15,2036.496
2002-02-18,2041.32
2002-02-19,1997.371
2002-02-20,1998.371
2002-02-21,2040.881
2002-02-22,2008.748
2002-02-25,2050.465
2002-02-26,2067.33
2002-02-27,2087.445
2002-02-28,2116.936
2002-03-01,2151.252
2002-03-04,2236.39
2002-03-05,2223.653
2002-03-06,2260.455
2002-03-07,2280.099
2002-03-08,2309.352
2002-03-11,2297.312
2002-03-12,2256.664
2002-03-13,2254.676
2002-03-14,2283.291
2002-03-15,2335.405
2002-03-18,2337.505
2002-03-19,2357.852
2002-03-20,2319.811
2002-03-21,2300.662
2002-03-22,2323.719
2002-03-25,2294.798
2002-03-26,2327.109
2002-03-27,2297.886
2002-03-28,2318.43
2002-03-29,2318.43
2002-04-01,2337.431
2002-04-02,2303.795
2002-04-03,2290.086
2002-04-04,2279.224
2002-04-05,2266.093
2002-04-08,2217.54
2002-04-09,2213.131
2002-04-10,2262.48
2002-04-11,2226.983
2002-04-12,2227.115
2002-04-15,2261.505
2002-04-16,2329.766
2002-04-17,2327.557
2002-04-18,2312.314
2002-04-19,2306.727
2002-04-22,2265.755
2002-04-23,2260.096
2002-04-24,2251.28
2002-04-25,2233.148
2002-04-26,2216.047
2002-04-29,2225.364
2002-04-30,2248.036
2002-05-01,2260.76
2002-05-02,2232.471
2002-05-03,2221.061
2002-05-06,2219.823
2002-05-07,2212.077
2002-05-08,2279.111
2002-05-09,2256.933
2002-05-10,2215.486
2002-05-13,2258.947
2002-05-14,2277.865
2002-05-15,2305.328
2002-05-16,2300.408
2002-05-17,2334.256
2002-05-20,2317.181
2002-05-21,2308.085
2002-05-22,2310.853
2002-05-23,2284.589
2002-05-24,2287.553
2002-05-27,2315.476
2002-05-28,2320.491
2002-05-29,2316.236
2002-05-30,2263.165
2002-05-31,2277.5
2002-06-03,2260.565
2002-06-04,2205.374
2002-06-05,2190.746
2002-06-06,2230.92
2002-06-07,2198.763
2002-06-10,2177.109
2002-06-11,2192.661
2002-06-12,2171.839
2002-06-13,2142.172
2002-06-14,2069.185
2002-06-17,2146.828
2002-06-18,2155.587
2002-06-19,2120.721
2002-06-20,2105.502
2002-06-21,2115.697
2002-06-24,2093.083
2002-06-25,2110.393
2002-06-26,2112.962
2002-06-27,2168.227
2002-06-28,2229.473
2002-07-01,2236.646
2002-07-02,2156.553
2002-07-03,2115.741
2002-07-04,2165.308
2002-07-05,2241.348
2002-07-08,2251.377
2002-07-09,2247.468
2002-07-10,2163.97
2002-07-11,2146.112
2002-07-12,2152.976
2002-07-15,2069.827
2002-07-16,2103.879
2002-07-17,2156.256
2002-07-18,2190.183
2002-07-19,2093.195
2002-07-22,1977.032
2002-07-23,1851.342
2002-07-24,1919.652
2002-07-25,1882.537
2002-07-26,1884.504
2002-07-29,2002.874
2002-07-30,2037.231
2002-07-31,1939.911
2002-08-01,1900.832
2002-08-02,1885.097
2002-08-05,1792.298
2002-08-06,1872.137
2002-08-07,1826.009
2002-08-08,1932.617
2002-08-09,1989.205
2002-08-12,1943.378
2002-08-13,1954.756
2002-08-14,1923.475
2002-08-15,1954.092
2002-08-16,1971.763
2002-08-19,2035.035
2002-08-20,2001.521
2002-08-21,2040.479
2002-08-22,2037.791
2002-08-23,2003.253
2002-08-26,1990.163
2002-08-27,2038.341
2002-08-28,1958.595
2002-08-29,1963.04
2002-08-30,1990.685
2002-09-02,1946.662
2002-09-03,1849.184
2002-09-04,1875.761
2002-09-05,1835.148
2002-09-06,1902.369
2002-09-09,1859.875
2002-09-10,1893.12
2002-09-11,1935.218
2002-09-12,1862.991
2002-09-13,1851.319
2002-09-16,1830.428
2002-09-17,1822.741
2002-09-18,1748.712
2002-09-19,1691.211
2002-09-20,1719.335
2002-09-23,1627.354
2002-09-24,1586.695
2002-09-25,1640.787
2002-09-26,1685.58
2002-09-27,1634.856
2002-09-30,1569.973
2002-10-01,1629.022
2002-10-02,1665.575
2002-10-03,1603.078
2002-10-04,1542.405
2002-10-07,1515.694
2002-10-08,1468.645
2002-10-09,1453.148
2002-10-10,1518.374
2002-10-11,1620.223
2002-10-14,1563.81
2002-10-15,1655.164
2002-10-16,1632.137
2002-10-17,1681.649
2002-10-18,1673.253
2002-10-21,1741.682
2002-10-22,1679.013
2002-10-23,1604.944
2002-10-24,1629.488
2002-10-25,1629.429
2002-10-28,1681.08
2002-10-29,1587.922
2002-10-30,1627.951
2002-10-31,1649.375
2002-11-01,1655.628
2002-11-04,1741.233
2002-11-05,1769.028
2002-11-06,1736.358
2002-11-07,1679.882
2002-11-08,1655.707
2002-11-11,1651.068
2002-11-12,1693.853
2002-11-13,1670.237
2002-11-14,1717.089
2002-11-15,1716.745
2002-11-18,1740.964
2002-11-19,1742.396
2002-11-20,1724.525
2002-11-21,1755.774
2002-11-22,1757.824
2002-11-25,1728.779
2002-11-26,1673.705
2002-11-27,1752.97
2002-11-28,1784.572
2002-11-29,1769.167
2002-12-02,1797.058
2002-12-03,1745.415
2002-12-04,1776.795
2002-12-05,1733.014
2002-12-06,1734.005
2002-12-09,1654.943
2002-12-10,1718.735
2002-12-11,1736.133
2002-12-12,1696.194
2002-12-13,1681.913
2002-12-16,1750.022
2002-12-17,1728.721
2002-12-18,1662.194
2002-12-19,1620.774
2002-12-20,1669.888
2002-12-23,1654.557
2002-12-24,1661.406
2002-12-25,1661.406
2002-12-26,1665.595
2002-12-27,1584.418
2002-12-30,1630.12
2002-12-31,1636.514
2003-01-01,1636.514
2003-01-02,1735.101
2003-01-03,1731.247
2003-01-06,1777.218
2003-01-07,1742.243
2003-01-08,1666.322
2003-01-09,1695.108
2003-01-10,1702.847
2003-01-13,1724.064
2003-01-14,1754.05
2003-01-15,1721.923
2003-01-16,1733.623
2003-01-17,1666.556
2003-01-20,1648.643
2003-01-21,1633.137
2003-01-22,1595.598
2003-01-23,1597.831
2003-01-24,1558.796
2003-01-27,1513.547
2003-01-28,1522.168
2003-01-29,1552.244
2003-01-30,1519.844
2003-01-31,1550.127
2003-02-03,1557.19
2003-02-04,1506.758
2003-02-05,1566.474
2003-02-06,1523.839
2003-02-07,1479.845
2003-02-10,1480.485
2003-02-11,1508.683
2003-02-12,1481.051
2003-02-13,1484.119
2003-02-14,1556.696
2003-02-17,1573.734
2003-02-18,1573.682
2003-02-19,1505.495
2003-02-20,1490.123
2003-02-21,1518.11
2003-02-24,1458.966
2003-02-25,1404.882
2003-02-26,1386.255
2003-02-27,1417.905
2003-02-28,1440.99
2003-03-03,1446.386
2003-03-04,1420.366
2003-03-05,1434.669
2003-03-06,1396.371
2003-03-07,1401.139
2003-03-10,1338.387
2003-03-11,1317.318
2003-03-12,1251.823
2003-03-13,1327.827
2003-03-14,1331.207
2003-03-17,1372.146
2003-03-18,1441.33
2003-03-19,1449.577
2003-03-20,1444.162
2003-03-21,1496.491
2003-03-24,1416.821
2003-03-25,1467.654
2003-03-26,1435.324
2003-03-27,1441.715
2003-03-28,1406.296
2003-03-31,1372.642
2003-04-01,1379.477
2003-04-02,1438.615
2003-04-03,1424.962
2003-04-04,1484.859
2003-04-07,1557.922
2003-04-08,1531.852
2003-04-09,1525.42
2003-04-10,1524.441
2003-04-11,1530.084
2003-04-14,1566.554
2003-04-15,1589.94
2003-04-16,1592.742
2003-04-17,1645.741
2003-04-18,1645.741
2003-04-21,1638.647
2003-04-22,1700.193
2003-04-23,1717.413
2003-04-24,1668.875
2003-04-25,1632.527
2003-04-28,1689.421
2003-04-29,1664.249
2003-04-30,1703.006
2003-05-01,1718.648
2003-05-02,1727.884
2003-05-05,1748.13
2003-05-06,1789.788
2003-05-07,1751.194
2003-05-08,1692.604
2003-05-09,1742.038
2003-05-12,1737.724
2003-05-13,1716.845
2003-05-14,1728.567
2003-05-15,1763.496
2003-05-16,1773.914
2003-05-19,1703.348
2003-05-20,1695.698
2003-05-21,1697.098
2003-05-22,1722.558
2003-05-23,1705.613
2003-05-26,1719.607
2003-05-27,1741.199
2003-05-28,1754.929
2003-05-29,1760.19
2003-05-30,1798.918
2003-06-02,1839.236
2003-06-03,1813.546
2003-06-04,1839.521
2003-06-05,1836.678
2003-06-06,1859.698
2003-06-09,1849.561
2003-06-10,1867.588
2003-06-11,1913.863
2003-06-12,1946.176
2003-06-13,1924.453
2003-06-16,1991.08
2003-06-17,2006.296
2003-06-18,1998.081
2003-06-19,1959.312
2003-06-20,1945.086
2003-06-23,1896.653
2003-06-24,1906.462
2003-06-25,1906.464
2003-06-26,1912.387
2003-06-27,1903.529
2003-06-30,1912.054
2003-07-01,1889.404
2003-07-02,1925.982
2003-07-03,1932.171
2003-07-04,1923.554
2003-07-07,1958.408
2003-07-08,1967.658
2003-07-09,1956.985
2003-07-10,1928.65
2003-07-11,1961.728
2003-07-14,2005.342
2003-07-15,1981.922
2003-07-16,1976.428
2003-07-17,1949.031
2003-07-18,1976.442
2003-07-21,1943.475
2003-07-22,1964.297
2003-07-23,1969.568
2003-07-24,2023.594
2003-07-25,2016.854
2003-07-28,2041.817
2003-07-29,2050.028
2003-07-30,2039.001
2003-07-31,2066.562
2003-08-01,2041.904
2003-08-04,2036.88
2003-08-05,2057.918
2003-08-06,2021.587
2003-08-07,1999.166
2003-08-08,1985.489
2003-08-11,1989.791
2003-08-12,2010.137
2003-08-13,2010.968
2003-08-14,2041.272
2003-08-15,2045.872
2003-08-18,2069.316
2003-08-19,2048.246
2003-08-20,2056.375
2003-08-21,2059.917
2003-08-22,2027.854
2003-08-25,2010.557
2003-08-26,1985.917
2003-08-27,2006.45
2003-08-28,2002.289
2003-08-29,2007.557
2003-09-01,2056.492
2003-09-02,2035.852
2003-09-03,2061.743
2003-09-04,2085.272
2003-09-05,2075.868
2003-09-08,2101.64
2003-09-09,2082.566
2003-09-10,2056.9
2003-09-11,2069.883
2003-09-12,2056.705
2003-09-15,2063.357
2003-09-16,2068.3
2003-09-17,2070.49
2003-09-18,2097.227
2003-09-19,2098.07
2003-09-22,2049.081
2003-09-23,2013.453
2003-09-24,1942.811
2003-09-25,1967.408
2003-09-26,1959.009
2003-09-29,1971.139
2003-09-30,1948.689
2003-10-01,2006.541
2003-10-02,1953.532
2003-10-03,2027.731
2003-10-06,2028.271
2003-10-07,2010.283
2003-10-08,2019.744
2003-10-09,2074.575
2003-10-10,2073.778
2003-10-13,2096.45
2003-10-14,2101.248
2003-10-15,2122.039
2003-10-16,2141.83
2003-10-17,2094.782
2003-10-20,2130.798
2003-10-21,2137.129
2003-10-22,2101.342
2003-10-23,2112.598
2003-10-24,2092.096
2003-10-27,2120.086
2003-10-28,2147.687
2003-10-29,2163.804
2003-10-30,2190.406
2003-10-31,2191.973
2003-11-03,2214.493
2003-11-04,2222.338
2003-11-05,2205.062
2003-11-06,2194.902
2003-11-07,2242.531
2003-11-10,2232.695
2003-11-11,2223.924
2003-11-12,2254.948
2003-11-13,2277.709
2003-11-14,2306.448
2003-11-17,2233.795
2003-11-18,2253.611
2003-11-19,2254.739
2003-11-20,2242.968
2003-11-21,2252.499
2003-11-24,2278.97
2003-11-25,2266.416
2003-11-26,2283.849
2003-11-27,2297.823
2003-11-28,2313.964
2003-12-01,2349.247
2003-12-02,2367.573
2003-12-03,2407.968
2003-12-04,2411.376
2003-12-05,2412.546
2003-12-08,2404.699
2003-12-09,2421.618
2003-12-10,2413.09
2003-12-11,2418.495
2003-12-12,2452.964
2003-12-15,2470.904
2003-12-16,2482.52
2003-12-17,2492.474
2003-12-18,2515.691
2003-12-19,2527.81
2003-12-22,2534.608
2003-12-23,2551.417
2003-12-24,2558.607
2003-12-25,2558.607
2003-12-26,2557.58
2003-12-29,2595.121
2003-12-30,2609.178
2003-12-31,2626.461
2004-01-01,2626.461
2004-01-02,2649.788
2004-01-05,2673.942
2004-01-06,2677.285
2004-01-07,2636.223
2004-01-08,2638.519
2004-01-09,2649.465
2004-01-12,2634.337
2004-01-13,2643.626
2004-01-14,2667.163
2004-01-15,2662.221
2004-01-16,2663.962
2004-01-19,2679.522
2004-01-20,2692.409
2004-01-21,2737.312
2004-01-22,2750.797
2004-01-23,2757.651
2004-01-26,2706.777
2004-01-27,2716.162
2004-01-28,2727.62
2004-01-29,2643.914
2004-01-30,2634.648
2004-02-02,2650.921
2004-02-03,2653.292
2004-02-04,2634.643
2004-02-05,2640.629
2004-02-06,2674.661
2004-02-09,2698.67
2004-02-10,2702.402
2004-02-11,2698.796
2004-02-12,2730.831
2004-02-13,2679.575
2004-02-16,2684.379
2004-02-17,2708.007
2004-02-18,2710.722
2004-02-19,2706.707
2004-02-20,2640.187
2004-02-23,2649.329
2004-02-24,2624.565
2004-02-25,2591.266
2004-02-26,2584.11
2004-02-27,2610.359
2004-03-01,2632.977
2004-03-02,2631.175
2004-03-03,2572.256
2004-03-04,2618.084
2004-03-05,2668.461
2004-03-08,2676.81
2004-03-09,2650.511
2004-03-10,2592.547
2004-03-11,2501.146
2004-03-12,2489.546
2004-03-15,2426.623
2004-03-16,2458.628
2004-03-17,2478.977
2004-03-18,2465.465
2004-03-19,2453.305
2004-03-22,2403.102
2004-03-23,2396.769
2004-03-24,2372.356
2004-03-25,2419.412
2004-03-26,2417.699
2004-03-29,2457.78
2004-03-30,2459.256
2004-03-31,2466.225
2004-04-01,2527.182
2004-04-02,2538.402
2004-04-05,2532.611
2004-04-06,2530.511
2004-04-07,2539.264
2004-04-08,2527.26
2004-04-09,2527.26
2004-04-12,2520.162
2004-04-13,2525.528
2004-04-14,2496.293
2004-04-15,2507.829
2004-04-16,2550.504
2004-04-19,2539.474
2004-04-20,2538.573
2004-04-21,2512.816
2004-04-22,2533.923
2004-04-23,2560.234
2004-04-26,2580.867
2004-04-27,2596.11
2004-04-28,2543.877
2004-04-29,2529.524
2004-04-30,2527.725
2004-05-03,2527.958
2004-05-04,2541.391
2004-05-05,2577.001
2004-05-06,2501.438
2004-05-07,2453.224
2004-05-10,2365.661
2004-05-11,2396.262
2004-05-12,2376.71
2004-05-13,2402.49
2004-05-14,2398.699
2004-05-17,2395.488
2004-05-18,2405.985
2004-05-19,2469.862
2004-05-20,2422.104
2004-05-21,2439.996
2004-05-24,2449.891
2004-05-25,2459.507
2004-05-26,2486.111
2004-05-27,2552.956
2004-05-28,2536.056
2004-05-31,2546.397
2004-06-01,2511.208
2004-06-02,2535.676
2004-06-03,2551.026
2004-06-04,2582.366
2004-06-07,2629.649
2004-06-08,2612.783
2004-06-09,2565.326
2004-06-10,2584.841
2004-06-11,2563.393
2004-06-14,2534.965
2004-06-15,2562.849
2004-06-16,2570.261
2004-06-17,2561.668
2004-06-18,2593.861
2004-06-21,2579.478
2004-06-22,2550.334
2004-06-23,2556.157
2004-06-24,2613.896
2004-06-25,2606.1
2004-06-28,2654.442
2004-06-29,2637.076
2004-06-30,2637.996
2004-07-01,2625.696
2004-07-02,2636.819
2004-07-05,2624.026
2004-07-06,2598.798
2004-07-07,2615.291
2004-07-08,2638.078
2004-07-09,2627.012
2004-07-12,2609.477
2004-07-13,2596.317
2004-07-14,2603.454
2004-07-15,2567.653
2004-07-16,2584.922
2004-07-19,2563.451
2004-07-20,2567.207
2004-07-21,2559.255
2004-07-22,2523.798
2004-07-23,2483.623
2004-07-26,2465.053
2004-07-27,2486.885
2004-07-28,2474.841
2004-07-29,2519.228
2004-07-30,2518.683
2004-08-02,2499.47
2004-08-03,2510.307
2004-08-04,2478.438
2004-08-05,2486.01
2004-08-06,2461.713
2004-08-09,2435.742
2004-08-10,2455.813
2004-08-11,2408.968
2004-08-12,2414.091
2004-08-13,2429.422
2004-08-16,2453.266
2004-08-17,2455.19
2004-08-18,2456.293
2004-08-19,2462.898
2004-08-20,2451.867
2004-08-23,2460.546
2004-08-24,2446.609
2004-08-25,2457.253
2004-08-26,2482.57
2004-08-27,2483.296
2004-08-30,2476.439
2004-08-31,2468.498
2004-09-01,2490.864
2004-09-02,2494.02
2004-09-03,2499.267
2004-09-06,2512.645
2004-09-07,2510.124
2004-09-08,2513.604
2004-09-09,2498.509
2004-09-10,2540.85
2004-09-13,2574.221
2004-09-14,2579.523
2004-09-15,2552.329
2004-09-16,2566.701
2004-09-17,2587.139
2004-09-20,2571.314
2004-09-21,2598.398
2004-09-22,2557.312
2004-09-23,2544.282
2004-09-24,2539.741
2004-09-27,2524.164
2004-09-28,2539.279
2004-09-29,2568.859
2004-09-30,2574.899
2004-10-01,2633.459
2004-10-04,2626.361
2004-10-05,2654.349
2004-10-06,2661.437
2004-10-07,2654.49
2004-10-08,2671.159
2004-10-11,2670.484
2004-10-12,2616.684
2004-10-13,2621.525
2004-10-14,2625.046
2004-10-15,2621.57
2004-10-18,2620.963
2004-10-19,2652.809
2004-10-20,2639.651
2004-10-21,2651.916
2004-10-22,2660.372
2004-10-25,2636.625
2004-10-26,2645.054
2004-10-27,2690.858
2004-10-28,2708.034
2004-10-29,2707.848
2004-11-01,2754.9
2004-11-02,2762.507
2004-11-03,2785.27
2004-11-04,2810.515
2004-11-05,2826.877
2004-11-08,2845.445
2004-11-09,2837.003
2004-11-10,2853.134
2004-11-11,2869.954
2004-11-12,2884.624
2004-11-15,2878.608
2004-11-16,2872.635
2004-11-17,2928.584
2004-11-18,2918.982
2004-11-19,2906.345
2004-11-22,2895.819
2004-11-23,2900.008
2004-11-24,2924.682
2004-11-25,2970.713
2004-11-26,2970.41
2004-11-29,2968.703
2004-11-30,2954.839
2004-12-01,2996.379
2004-12-02,3007.675
2004-12-03,3025.473
2004-12-06,3027.495
2004-12-07,3040.553
2004-12-08,3004.101
2004-12-09,2962.324
2004-12-10,2978.174
2004-12-13,3031.676
2004-12-14,3039.459
2004-12-15,3059.785
2004-12-16,3045.428
2004-12-17,2996.613
2004-12-20,3060.12
2004-12-21,3051.637
2004-12-22,3082.45
2004-12-23,3115.423
2004-12-24,3123.498
2004-12-27,3125.132
2004-12-28,3137.375
2004-12-29,3123.261
2004-12-30,3137.434
2004-12-31,3128.802
2005-01-03,3120.853
2005-01-04,3087.034
2005-01-05,3063.252
2005-01-06,3078.738
2005-01-07,3064.455
2005-01-10,3077.022
2005-01-11,3059.871
2005-01-12,3054.719
2005-01-13,3035.034
2005-01-14,3040.636
2005-01-17,3047.814
2005-01-18,3037.328
2005-01-19,3030.708
2005-01-20,2991.971
2005-01-21,3004.081
2005-01-24,3000.754
2005-01-25,3002.454
2005-01-26,3003.507
2005-01-27,2986.755
2005-01-28,2979.484
2005-01-31,3035.981
2005-02-01,3053.237
2005-02-02,3083.814
2005-02-03,3059.326
2005-02-04,3103.114
2005-02-07,3091.058
2005-02-08,3080.707
2005-02-09,3066.838
2005-02-10,3087.801
2005-02-11,3121.356
2005-02-14,3138.215
2005-02-15,3158.343
2005-02-16,3132.075
2005-02-17,3161.633
2005-02-18,3151.507
2005-02-21,3131.898
2005-02-22,3153.052
2005-02-23,3135.195
2005-02-24,3133.889
2005-02-25,3163.473
2005-02-28,3190.004
2005-03-01,3188.581
2005-03-02,3166.311
2005-03-03,3153.114
2005-03-04,3219.699
2005-03-07,3211.818
2005-03-08,3218.823
2005-03-09,3199.689
2005-03-10,3180.102
2005-03-11,3216.621
2005-03-14,3200.913
2005-03-15,3205.786
2005-03-16,3168.989
2005-03-17,3159.712
2005-03-18,3148.235
2005-03-21,3104.594
2005-03-22,3125.86
2005-03-23,3073.733
2005-03-24,3083.411
2005-03-25,3083.411
2005-03-28,3061.771
2005-03-29,3088.163
2005-03-30,3094.987
2005-03-31,3102.168
2005-04-01,3109.727
2005-04-04,3049.087
2005-04-05,3069.902
2005-04-06,3088.984
2005-04-07,3105.992
2005-04-08,3092.518
2005-04-11,3115.855
2005-04-12,3079.103
2005-04-13,3115.248
2005-04-14,3089.654
2005-04-15,3049.66
2005-04-18,2979.828
2005-04-19,2987.482
2005-04-20,2971.524
2005-04-21,2989.112
2005-04-22,3000.338
2005-04-25,2999.081
2005-04-26,2992.834
2005-04-27,2966.104
2005-04-28,2953.361
2005-04-29,2958.963
2005-05-02,2969.21
2005-05-03,2993.689
2005-05-04,3033.124
2005-05-05,3051.278
2005-05-06,3033.309
2005-05-09,3016.352
2005-05-10,2994.023
2005-05-11,2973.96
2005-05-12,2962.71
2005-05-13,2943.458
2005-05-16,2927.315
2005-05-17,2931.444
2005-05-18,2982.476
2005-05-19,3006.553
2005-05-20,2986.104
2005-05-23,3029.325
2005-05-24,3019.284
2005-05-25,3010.453
2005-05-26,3042.298
2005-05-27,3056.945
2005-05-30,3070.904
2005-05-31,3024.741
2005-06-01,3048.424
2005-06-02,3056.045
2005-06-03,3029.945
2005-06-06,3025.936
2005-06-07,3072.089
2005-06-08,3081.936
2005-06-09,3050.618
2005-06-10,3050.508
2005-06-13,3049.35
2005-06-14,3049.76
