Date,SWITZERLAND SMALL GROWTH Small Cap
2001-06-07,343.058
2001-06-08,344.26
2001-06-11,341.621
2001-06-12,339.982
2001-06-13,342.211
2001-06-14,343.682
2001-06-15,342.205
2001-06-18,336.593
2001-06-19,332.752
2001-06-20,324.326
2001-06-21,326.419
2001-06-22,325.786
2001-06-25,329.634
2001-06-26,324.493
2001-06-27,324.999
2001-06-28,322.299
2001-06-29,321.855
2001-07-02,322.314
2001-07-03,321.423
2001-07-04,320.668
2001-07-05,314.643
2001-07-06,313.382
2001-07-09,310.343
2001-07-10,308.926
2001-07-11,308.744
2001-07-12,308.72
2001-07-13,307.183
2001-07-16,309.333
2001-07-17,303.437
2001-07-18,310.161
2001-07-19,311.715
2001-07-20,311.508
2001-07-23,308.912
2001-07-24,307.114
2001-07-25,306.905
2001-07-26,302.086
2001-07-27,303.858
2001-07-30,302.471
2001-07-31,305.572
2001-08-01,309.761
2001-08-02,311.914
2001-08-03,313.665
2001-08-06,309.967
2001-08-07,306.642
2001-08-08,304.949
2001-08-09,305.002
2001-08-10,306.685
2001-08-13,306.863
2001-08-14,306.361
2001-08-15,310.763
2001-08-16,308.078
2001-08-17,305.558
2001-08-20,301.672
2001-08-21,298.436
2001-08-22,298.696
2001-08-23,296.259
2001-08-24,298.608
2001-08-27,299.813
2001-08-28,299.479
2001-08-29,297.502
2001-08-30,294.474
2001-08-31,290.489
2001-09-03,285.254
2001-09-04,280.426
2001-09-05,277.884
2001-09-06,273.067
2001-09-07,273.992
2001-09-10,267.626
2001-09-11,259.876
2001-09-12,258.009
2001-09-13,254.38
2001-09-14,251.76
2001-09-17,254.792
2001-09-18,252.457
2001-09-19,254.745
2001-09-20,241.271
2001-09-21,233.137
2001-09-24,237.932
2001-09-25,243.269
2001-09-26,239.677
2001-09-27,236.484
2001-09-28,236.667
2001-10-01,240.388
2001-10-02,240.416
2001-10-03,233.42
2001-10-04,238.649
2001-10-05,239.217
2001-10-08,240.875
2001-10-09,242.128
2001-10-10,240.53
2001-10-11,242.471
2001-10-12,243.922
2001-10-15,247.26
2001-10-16,249.436
2001-10-17,253.035
2001-10-18,250.158
2001-10-19,247.973
2001-10-22,246.19
2001-10-23,248.582
2001-10-24,251.589
2001-10-25,253.332
2001-10-26,252.859
2001-10-29,254.451
2001-10-30,253.873
2001-10-31,256.444
2001-11-01,255.902
2001-11-02,254.395
2001-11-05,255.304
2001-11-06,256.593
2001-11-07,258.055
2001-11-08,259.325
2001-11-09,260.35
2001-11-12,259.077
2001-11-13,260.09
2001-11-14,263.783
2001-11-15,266.831
2001-11-16,270.266
2001-11-19,274.19
2001-11-20,274.938
2001-11-21,272.811
2001-11-22,273.199
2001-11-23,270.406
2001-11-26,270.559
2001-11-27,271.009
2001-11-28,270.841
2001-11-29,266.94
2001-11-30,269.919
2001-12-03,267.354
2001-12-04,269.227
2001-12-05,271.755
2001-12-06,277.034
2001-12-07,278.72
2001-12-10,275.8
2001-12-11,277.229
2001-12-12,279.99
2001-12-13,276.922
2001-12-14,276.36
2001-12-17,279.044
2001-12-18,279.281
2001-12-19,278.197
2001-12-20,278.674
2001-12-21,276.31
2001-12-24,270.377
2001-12-25,270.377
2001-12-26,270.321
2001-12-27,277.865
2001-12-28,278.332
2001-12-31,281.433
2002-01-01,281.433
2002-01-02,286.052
2002-01-03,287.435
2002-01-04,290.661
2002-01-07,290.393
2002-01-08,287.296
2002-01-09,288.927
2002-01-10,288.547
2002-01-11,288.805
2002-01-14,284.318
2002-01-15,282.816
2002-01-16,279.615
2002-01-17,279.475
2002-01-18,278.245
2002-01-21,277.349
2002-01-22,275.394
2002-01-23,277.033
2002-01-24,277.957
2002-01-25,271.878
2002-01-28,270.447
2002-01-29,267.056
2002-01-30,264.985
2002-01-31,267.178
2002-02-01,265.64
2002-02-04,264.662
2002-02-05,262.473
2002-02-06,259.738
2002-02-07,260.868
2002-02-08,260.876
2002-02-11,263.618
2002-02-12,264.414
2002-02-13,260.668
2002-02-14,261.09
2002-02-15,264.223
2002-02-18,261.742
2002-02-19,258.489
2002-02-20,255.425
2002-02-21,258.997
2002-02-22,258.756
2002-02-25,258.78
2002-02-26,260.502
2002-02-27,261.262
2002-02-28,262.896
2002-03-01,263.802
2002-03-04,268.139
2002-03-05,267.709
2002-03-06,270.884
2002-03-07,276.008
2002-03-08,278.596
2002-03-11,278.259
2002-03-12,274.635
2002-03-13,274.882
2002-03-14,279.431
2002-03-15,280.194
2002-03-18,279.946
2002-03-19,280.633
2002-03-20,281.91
2002-03-21,282.112
2002-03-22,284.212
2002-03-25,283.445
2002-03-26,283.144
2002-03-27,283.883
2002-03-28,285.411
2002-03-29,285.411
2002-04-01,288.716
2002-04-02,288.473
2002-04-03,289.965
2002-04-04,289.739
2002-04-05,290.592
2002-04-08,287.34
2002-04-09,287.455
2002-04-10,287.586
2002-04-11,289.178
2002-04-12,284.798
2002-04-15,283.416
2002-04-16,286.749
2002-04-17,292.738
2002-04-18,292.325
2002-04-19,292.573
2002-04-22,289.846
2002-04-23,290.983
2002-04-24,292.767
2002-04-25,294.125
2002-04-26,293.59
2002-04-29,293.872
2002-04-30,292.883
2002-05-01,295.676
2002-05-02,294.354
2002-05-03,296.142
2002-05-06,294.844
2002-05-07,291.52
2002-05-08,293.427
2002-05-09,294.689
2002-05-10,295.753
2002-05-13,293.883
2002-05-14,292.809
2002-05-15,296.334
2002-05-16,302.032
2002-05-17,307.979
2002-05-20,308.8
2002-05-21,307.181
2002-05-22,308.294
2002-05-23,304.927
2002-05-24,304.688
2002-05-27,304.1
2002-05-28,306.433
2002-05-29,305.845
2002-05-30,306.48
2002-05-31,306.235
2002-06-03,304.423
2002-06-04,301.681
2002-06-05,302.28
2002-06-06,303.242
2002-06-07,299.992
2002-06-10,299.333
2002-06-11,299.921
2002-06-12,294.056
2002-06-13,290.599
2002-06-14,285.254
2002-06-17,287.132
2002-06-18,286.19
2002-06-19,287.717
2002-06-20,284.06
2002-06-21,284.555
2002-06-24,283.24
2002-06-25,285.806
2002-06-26,284.457
2002-06-27,286.508
2002-06-28,292.51
2002-07-01,291.153
2002-07-02,283.88
2002-07-03,277.209
2002-07-04,280.122
2002-07-05,284.275
2002-07-08,288.377
2002-07-09,288.181
2002-07-10,282.757
2002-07-11,276.117
2002-07-12,277.64
2002-07-15,275.218
2002-07-16,273.598
2002-07-17,278.318
2002-07-18,279.066
2002-07-19,273.097
2002-07-22,260.26
2002-07-23,250.497
2002-07-24,242.416
2002-07-25,251.462
2002-07-26,251.631
2002-07-29,255.945
2002-07-30,261.299
2002-07-31,260.754
2002-08-01,259.809
2002-08-02,255.775
2002-08-05,245.968
2002-08-06,243.741
2002-08-07,242.405
2002-08-08,241.245
2002-08-09,242.332
2002-08-12,239.965
2002-08-13,240.918
2002-08-14,243.238
2002-08-15,247.23
2002-08-16,251.138
2002-08-19,255.336
2002-08-20,252.74
2002-08-21,256.943
2002-08-22,257.619
2002-08-23,256.531
2002-08-26,256.641
2002-08-27,258.718
2002-08-28,251.542
2002-08-29,248.363
2002-08-30,243.927
2002-09-02,242.81
2002-09-03,241.753
2002-09-04,240.202
2002-09-05,237.537
2002-09-06,239.078
2002-09-09,238.143
2002-09-10,237.279
2002-09-11,238.6
2002-09-12,234.183
2002-09-13,227.863
2002-09-16,227.803
2002-09-17,224.564
2002-09-18,222.301
2002-09-19,217.677
2002-09-20,217.261
2002-09-23,210.503
2002-09-24,205.183
2002-09-25,211.019
2002-09-26,215.755
2002-09-27,216.221
2002-09-30,216.434
2002-10-01,213.331
2002-10-02,211.373
2002-10-03,209.274
2002-10-04,205.451
2002-10-07,202.914
2002-10-08,198.685
2002-10-09,198.596
2002-10-10,197.02
2002-10-11,205.899
2002-10-14,204.643
2002-10-15,211.838
2002-10-16,210.496
2002-10-17,215.444
2002-10-18,216.634
2002-10-21,216.656
2002-10-22,216.393
2002-10-23,215.657
2002-10-24,216.719
2002-10-25,217.161
2002-10-28,220.792
2002-10-29,215.357
2002-10-30,220.007
2002-10-31,224.087
2002-11-01,225.307
2002-11-04,232.335
2002-11-05,235.389
2002-11-06,234.084
2002-11-07,233.23
2002-11-08,232.127
2002-11-11,228.227
2002-11-12,230.157
2002-11-13,228.916
2002-11-14,231.441
2002-11-15,235.048
2002-11-18,236.115
2002-11-19,234.683
2002-11-20,232.35
2002-11-21,236.41
2002-11-22,236.983
2002-11-25,236.239
2002-11-26,234.214
2002-11-27,236.624
2002-11-28,240.161
2002-11-29,239.438
2002-12-02,244.205
2002-12-03,238.943
2002-12-04,234.679
2002-12-05,232.663
2002-12-06,231.869
2002-12-09,229.837
2002-12-10,230.634
2002-12-11,234.107
2002-12-12,235.043
2002-12-13,234.066
2002-12-16,233.248
2002-12-17,234.81
2002-12-18,232.547
2002-12-19,229.86
2002-12-20,231.15
2002-12-23,231.354
2002-12-24,232.94
2002-12-25,232.94
2002-12-26,233.312
2002-12-27,232.389
2002-12-30,234.072
2002-12-31,235.715
2003-01-01,235.715
2003-01-02,232.665
2003-01-03,237.799
2003-01-06,240.876
2003-01-07,240.476
2003-01-08,237.661
2003-01-09,239.17
2003-01-10,240.196
2003-01-13,242.401
2003-01-14,242.183
2003-01-15,238.42
2003-01-16,238.487
2003-01-17,238.54
2003-01-20,236.347
2003-01-21,236.441
2003-01-22,234.111
2003-01-23,231.914
2003-01-24,231.862
2003-01-27,225.765
2003-01-28,222.779
2003-01-29,222.006
2003-01-30,223.198
2003-01-31,223.145
2003-02-03,226.267
2003-02-04,226.485
2003-02-05,225.071
2003-02-06,222.648
2003-02-07,220.652
2003-02-10,220.052
2003-02-11,220.801
2003-02-12,219.978
2003-02-13,221.267
2003-02-14,221.561
2003-02-17,221.884
2003-02-18,222.907
2003-02-19,224.059
2003-02-20,226.745
2003-02-21,226.184
2003-02-24,224.035
2003-02-25,221.065
2003-02-26,220.409
2003-02-27,214.61
2003-02-28,218.483
2003-03-03,221.174
2003-03-04,217.397
2003-03-05,216.192
2003-03-06,214.402
2003-03-07,213.058
2003-03-10,208.547
2003-03-11,208.746
2003-03-12,205.152
2003-03-13,206.819
2003-03-14,208.715
2003-03-17,212.299
2003-03-18,211.225
2003-03-19,214.866
2003-03-20,216.703
2003-03-21,218.736
2003-03-24,215.938
2003-03-25,216.021
2003-03-26,217.21
2003-03-27,215.594
2003-03-28,217.688
2003-03-31,218.978
2003-04-01,219.602
2003-04-02,222.47
2003-04-03,223.413
2003-04-04,223.619
2003-04-07,229.153
2003-04-08,227.609
2003-04-09,230.566
2003-04-10,229.579
2003-04-11,229.954
2003-04-14,231.231
2003-04-15,233.196
2003-04-16,236.498
2003-04-17,239.069
2003-04-18,239.069
2003-04-21,236.738
2003-04-22,240.57
2003-04-23,244.774
2003-04-24,244.349
2003-04-25,242.4
2003-04-28,244.572
2003-04-29,243.992
2003-04-30,247.184
2003-05-01,250.088
2003-05-02,248.963
2003-05-05,253.498
2003-05-06,256.655
2003-05-07,255.525
2003-05-08,253.611
2003-05-09,253.4
2003-05-12,252.81
2003-05-13,254.883
2003-05-14,254.541
2003-05-15,255.152
2003-05-16,257.712
2003-05-19,255.414
2003-05-20,255.805
2003-05-21,253.421
2003-05-22,256.754
2003-05-23,259.729
2003-05-26,260.709
2003-05-27,261.045
2003-05-28,262.228
2003-05-29,263.801
2003-05-30,265.436
2003-06-02,270.31
2003-06-03,265.351
2003-06-04,267.103
2003-06-05,270.68
2003-06-06,269.916
2003-06-09,272.635
2003-06-10,269.087
2003-06-11,274.621
2003-06-12,271.179
2003-06-13,269.075
2003-06-16,272.981
2003-06-17,272.235
2003-06-18,268.849
2003-06-19,265.264
2003-06-20,264.054
2003-06-23,262.728
2003-06-24,260.202
2003-06-25,261.528
2003-06-26,259.371
2003-06-27,259.496
2003-06-30,258.073
2003-07-01,256.994
2003-07-02,259.292
2003-07-03,260.11
2003-07-04,259.726
2003-07-07,260.906
2003-07-08,261.65
2003-07-09,257.341
2003-07-10,256.855
2003-07-11,256.633
2003-07-14,260.105
2003-07-15,260.234
2003-07-16,262.461
2003-07-17,261.974
2003-07-18,261.994
2003-07-21,263.145
2003-07-22,262.677
2003-07-23,264.974
2003-07-24,267.76
2003-07-25,269.834
2003-07-28,270.889
2003-07-29,272.168
2003-07-30,268.372
2003-07-31,268.557
2003-08-01,270.548
2003-08-04,272.924
2003-08-05,274.844
2003-08-06,272.213
2003-08-07,272.064
2003-08-08,271.619
2003-08-11,270.687
2003-08-12,271.754
2003-08-13,272.699
2003-08-14,272.584
2003-08-15,274.692
2003-08-18,273.418
2003-08-19,276.15
2003-08-20,277.225
2003-08-21,276.289
2003-08-22,276.459
2003-08-25,275.416
2003-08-26,272.641
2003-08-27,275.05
2003-08-28,277.841
2003-08-29,281.814
2003-09-01,284.693
2003-09-02,283.942
2003-09-03,288.601
2003-09-04,289.063
2003-09-05,292.701
2003-09-08,295.675
2003-09-09,295.331
2003-09-10,296.437
2003-09-11,296.854
2003-09-12,298.488
2003-09-15,299.567
2003-09-16,299.364
2003-09-17,302.078
2003-09-18,303.285
2003-09-19,303.389
2003-09-22,302.747
2003-09-23,300.546
2003-09-24,302.108
2003-09-25,299.669
2003-09-26,298.785
2003-09-29,302.18
2003-09-30,305.48
2003-10-01,305.84
2003-10-02,309.819
2003-10-03,312.743
2003-10-06,315.081
2003-10-07,316.999
2003-10-08,320.27
2003-10-09,322.325
2003-10-10,324.949
2003-10-13,324.356
2003-10-14,325.911
2003-10-15,327.213
2003-10-16,329.465
2003-10-17,326.333
2003-10-20,328.28
2003-10-21,328.926
2003-10-22,332.772
2003-10-23,331.512
2003-10-24,334.597
2003-10-27,335.456
2003-10-28,335.486
2003-10-29,338.262
2003-10-30,341.4
2003-10-31,339.991
2003-11-03,339.661
2003-11-04,338.367
2003-11-05,334.652
2003-11-06,334.918
2003-11-07,341.663
2003-11-10,339.391
2003-11-11,339.051
2003-11-12,341.305
2003-11-13,342.479
2003-11-14,346.222
2003-11-17,339.733
2003-11-18,342.694
2003-11-19,341.662
2003-11-20,340.463
2003-11-21,342.793
2003-11-24,340.765
2003-11-25,344.396
2003-11-26,351.508
2003-11-27,351.764
2003-11-28,356.687
2003-12-01,358.956
2003-12-02,362.198
2003-12-03,363.455
2003-12-04,364.311
2003-12-05,364.532
2003-12-08,363.85
2003-12-09,361.965
2003-12-10,359.495
2003-12-11,358.992
2003-12-12,364.397
2003-12-15,365.992
2003-12-16,366.024
2003-12-17,364.285
2003-12-18,369.442
2003-12-19,366.309
2003-12-22,368.327
2003-12-23,368.167
2003-12-24,370.586
2003-12-25,370.586
2003-12-26,369.875
2003-12-29,372.346
2003-12-30,375.755
2003-12-31,378.201
2004-01-01,378.201
2004-01-02,377.407
2004-01-05,386.981
2004-01-06,390.671
2004-01-07,388.482
2004-01-08,395.898
2004-01-09,398.711
2004-01-12,396.413
2004-01-13,399.112
2004-01-14,400.592
2004-01-15,400.14
2004-01-16,398.275
2004-01-19,401.453
2004-01-20,406.099
2004-01-21,406.683
2004-01-22,411.34
2004-01-23,413.485
2004-01-26,409.874
2004-01-27,412.454
2004-01-28,414.92
2004-01-29,403.844
2004-01-30,405.658
2004-02-02,407.842
2004-02-03,409.63
2004-02-04,406.691
2004-02-05,410.131
2004-02-06,418.613
2004-02-09,421.715
2004-02-10,423.082
2004-02-11,423.602
2004-02-12,430.676
2004-02-13,429.676
2004-02-16,432.449
2004-02-17,435.867
2004-02-18,434.938
2004-02-19,433.415
2004-02-20,426.012
2004-02-23,425.083
2004-02-24,421.324
2004-02-25,415.013
2004-02-26,412.454
2004-02-27,413.157
2004-03-01,417.638
2004-03-02,413.488
2004-03-03,408.888
2004-03-04,413.491
2004-03-05,419.921
2004-03-08,417.487
2004-03-09,414.889
2004-03-10,403.398
2004-03-11,394.53
2004-03-12,393.343
2004-03-15,386.479
2004-03-16,389.831
2004-03-17,388.182
2004-03-18,393.068
2004-03-19,390.889
2004-03-22,384.79
2004-03-23,386.555
2004-03-24,382.026
2004-03-25,385.695
2004-03-26,385.777
2004-03-29,385.917
2004-03-30,386.73
2004-03-31,391.925
2004-04-01,397.534
2004-04-02,393.049
2004-04-05,389.141
2004-04-06,392.287
2004-04-07,399.374
2004-04-08,400.373
2004-04-09,400.373
2004-04-12,399.828
2004-04-13,395.297
2004-04-14,394.171
2004-04-15,391.648
2004-04-16,396.688
2004-04-19,398.62
2004-04-20,397.222
2004-04-21,392.297
2004-04-22,394.213
2004-04-23,396.324
2004-04-26,399.16
2004-04-27,404.218
2004-04-28,399.955
2004-04-29,399.553
2004-04-30,396.646
2004-05-03,397.533
2004-05-04,402.649
2004-05-05,406.154
2004-05-06,400.499
2004-05-07,396.166
2004-05-10,384.244
2004-05-11,384.899
2004-05-12,389.649
2004-05-13,388.419
2004-05-14,387.934
2004-05-17,387.701
2004-05-18,388.761
2004-05-19,398.0
2004-05-20,394.139
2004-05-21,397.678
2004-05-24,398.493
2004-05-25,401.891
2004-05-26,404.028
2004-05-27,414.292
2004-05-28,410.028
2004-05-31,410.028
2004-06-01,410.924
2004-06-02,415.564
2004-06-03,417.672
2004-06-04,421.564
2004-06-07,427.665
2004-06-08,426.754
2004-06-09,423.358
2004-06-10,424.638
2004-06-11,419.593
2004-06-14,419.948
2004-06-15,419.161
2004-06-16,416.781
2004-06-17,420.328
2004-06-18,424.651
2004-06-21,424.241
2004-06-22,421.38
2004-06-23,421.214
2004-06-24,426.071
2004-06-25,422.194
2004-06-28,424.185
2004-06-29,418.927
2004-06-30,421.819
2004-07-01,422.508
2004-07-02,429.155
2004-07-05,424.639
2004-07-06,421.994
2004-07-07,425.359
2004-07-08,426.794
2004-07-09,425.186
2004-07-12,424.254
2004-07-13,419.444
2004-07-14,418.787
2004-07-15,414.299
2004-07-16,419.066
2004-07-19,414.617
2004-07-20,407.173
2004-07-21,404.849
2004-07-22,402.826
2004-07-23,399.331
2004-07-26,398.311
2004-07-27,394.87
2004-07-28,393.77
2004-07-29,397.863
2004-07-30,394.127
2004-08-02,394.33
2004-08-03,397.282
2004-08-04,393.877
2004-08-05,395.525
2004-08-06,395.259
2004-08-09,390.558
2004-08-10,393.63
2004-08-11,384.345
2004-08-12,384.268
2004-08-13,391.196
2004-08-16,392.778
2004-08-17,394.767
2004-08-18,394.981
2004-08-19,399.419
2004-08-20,395.399
2004-08-23,396.48
2004-08-24,395.242
2004-08-25,394.057
2004-08-26,394.89
2004-08-27,393.605
2004-08-30,396.18
2004-08-31,396.624
2004-09-01,401.797
2004-09-02,400.722
2004-09-03,398.818
2004-09-06,398.388
2004-09-07,400.205
2004-09-08,400.676
2004-09-09,399.958
2004-09-10,407.209
2004-09-13,408.949
2004-09-14,409.212
2004-09-15,403.765
2004-09-16,404.532
2004-09-17,406.803
2004-09-20,405.594
2004-09-21,408.934
2004-09-22,405.223
2004-09-23,402.396
2004-09-24,402.547
2004-09-27,401.388
2004-09-28,404.848
2004-09-29,406.896
2004-09-30,413.496
2004-10-01,414.302
2004-10-04,414.357
2004-10-05,414.571
2004-10-06,416.274
2004-10-07,414.241
2004-10-08,418.662
2004-10-11,414.572
2004-10-12,410.119
2004-10-13,409.344
2004-10-14,411.552
2004-10-15,414.363
2004-10-18,415.035
2004-10-19,417.697
2004-10-20,419.064
2004-10-21,418.267
2004-10-22,419.37
2004-10-25,422.673
2004-10-26,422.425
2004-10-27,426.331
2004-10-28,424.934
2004-10-29,423.327
2004-11-01,425.556
2004-11-02,426.518
2004-11-03,435.937
2004-11-04,439.367
2004-11-05,443.104
2004-11-08,436.466
2004-11-09,436.114
2004-11-10,439.021
2004-11-11,442.307
2004-11-12,446.626
2004-11-15,445.672
2004-11-16,445.308
2004-11-17,451.142
2004-11-18,448.695
2004-11-19,452.561
2004-11-22,447.827
2004-11-23,450.745
2004-11-24,455.534
2004-11-25,461.479
2004-11-26,461.756
2004-11-29,462.523
2004-11-30,460.869
2004-12-01,461.445
2004-12-02,460.432
2004-12-03,465.033
2004-12-06,462.917
2004-12-07,462.886
2004-12-08,454.07
2004-12-09,454.551
2004-12-10,453.597
2004-12-13,456.378
2004-12-14,457.263
2004-12-15,461.818
2004-12-16,456.909
2004-12-17,457.21
2004-12-20,463.32
2004-12-21,462.499
2004-12-22,468.631
2004-12-23,473.313
2004-12-24,473.997
2004-12-27,476.584
2004-12-28,476.017
2004-12-29,477.126
2004-12-30,478.213
2004-12-31,476.637
2005-01-03,478.513
2005-01-04,471.287
2005-01-05,466.632
2005-01-06,461.874
2005-01-07,456.423
2005-01-10,458.665
2005-01-11,460.778
2005-01-12,463.184
2005-01-13,464.774
2005-01-14,465.173
2005-01-17,469.688
2005-01-18,467.168
2005-01-19,471.224
2005-01-20,468.087
2005-01-21,466.535
2005-01-24,466.865
2005-01-25,464.611
2005-01-26,472.047
2005-01-27,473.915
2005-01-28,472.512
2005-01-31,476.642
2005-02-01,474.217
2005-02-02,477.648
2005-02-03,477.25
2005-02-04,478.945
2005-02-07,475.814
2005-02-08,475.293
2005-02-09,475.442
2005-02-10,479.597
2005-02-11,479.624
2005-02-14,486.144
2005-02-15,485.027
2005-02-16,482.824
2005-02-17,485.545
2005-02-18,488.684
2005-02-21,491.913
2005-02-22,496.468
2005-02-23,491.519
2005-02-24,489.396
2005-02-25,494.942
2005-02-28,500.6
2005-03-01,496.809
2005-03-02,492.77
2005-03-03,491.74
2005-03-04,496.163
2005-03-07,491.579
2005-03-08,497.008
2005-03-09,493.049
2005-03-10,493.791
2005-03-11,496.828
2005-03-14,492.072
2005-03-15,492.03
2005-03-16,495.114
2005-03-17,493.589
2005-03-18,488.698
2005-03-21,483.338
2005-03-22,480.68
2005-03-23,469.293
2005-03-24,468.187
2005-03-25,468.187
2005-03-28,465.411
2005-03-29,463.838
2005-03-30,468.565
2005-03-31,472.172
2005-04-01,471.685
2005-04-04,465.383
2005-04-05,469.912
2005-04-06,471.92
2005-04-07,474.5
2005-04-08,476.998
2005-04-11,480.735
2005-04-12,475.981
2005-04-13,480.301
2005-04-14,475.952
2005-04-15,477.147
2005-04-18,471.238
2005-04-19,472.609
2005-04-20,474.663
2005-04-21,476.957
2005-04-22,478.753
2005-04-25,473.572
2005-04-26,471.394
2005-04-27,465.922
2005-04-28,462.512
2005-04-29,463.889
2005-05-02,464.148
2005-05-03,465.432
2005-05-04,468.397
2005-05-05,465.872
2005-05-06,467.149
2005-05-09,469.7
2005-05-10,471.274
2005-05-11,469.33
2005-05-12,466.734
2005-05-13,465.128
2005-05-16,464.291
2005-05-17,465.425
2005-05-18,466.587
2005-05-19,465.466
2005-05-20,461.723
2005-05-23,463.568
2005-05-24,466.461
2005-05-25,468.579
2005-05-26,467.348
2005-05-27,466.681
2005-05-30,466.617
2005-05-31,464.073
2005-06-01,465.227
2005-06-02,466.118
2005-06-03,465.787
2005-06-06,467.446
2005-06-07,468.532
2005-06-08,471.107
2005-06-09,467.254
2005-06-10,466.145
2005-06-13,468.435
2005-06-14,469.774
2005-06-15,469.945
2005-06-16,471.434
2005-06-17,472.284
2005-06-20,467.943
2005-06-21,470.216
2005-06-22,470.348
2005-06-23,469.469
2005-06-24,469.803
2005-06-27,469.195
2005-06-28,468.583
2005-06-29,470.395
2005-06-30,470.629
2005-07-01,467.063
2005-07-04,466.012
2005-07-05,468.079
2005-07-06,472.23
2005-07-07,469.326
2005-07-08,474.836
2005-07-11,485.898
2005-07-12,490.703
2005-07-13,491.386
2005-07-14,492.471
2005-07-15,488.951
2005-07-18,489.226
2005-07-19,483.678
2005-07-20,484.916
2005-07-21,491.949
2005-07-22,493.432
2005-07-25,489.503
2005-07-26,491.581
2005-07-27,495.046
2005-07-28,496.87
2005-07-29,500.956
2005-08-01,505.405
2005-08-02,508.327
2005-08-03,514.366
2005-08-04,515.226
2005-08-05,511.132
2005-08-08,513.549
2005-08-09,514.332
2005-08-10,518.582
2005-08-11,520.747
2005-08-12,521.805
2005-08-15,519.656
2005-08-16,522.281
2005-08-17,521.57
2005-08-18,514.98
2005-08-19,518.096
2005-08-22,521.968
2005-08-23,518.372
2005-08-24,517.906
2005-08-25,518.821
2005-08-26,522.842
2005-08-29,519.496
2005-08-30,513.276
2005-08-31,523.477
2005-09-01,534.813
2005-09-02,540.227
2005-09-05,536.879
2005-09-06,540.929
2005-09-07,543.615
2005-09-08,540.803
2005-09-09,545.044
2005-09-12,543.323
2005-09-13,538.574
2005-09-14,543.556
2005-09-15,538.689
2005-09-16,539.131
2005-09-19,534.984
2005-09-20,537.455
2005-09-21,536.677
2005-09-22,529.045
2005-09-23,526.827
2005-09-26,527.635
2005-09-27,523.988
2005-09-28,527.1
2005-09-29,526.415
2005-09-30,536.465
2005-10-03,536.417
2005-10-04,537.357
2005-10-05,535.671
2005-10-06,536.846
2005-10-07,528.975
2005-10-10,527.021
2005-10-11,527.466
2005-10-12,524.154
2005-10-13,511.854
2005-10-14,516.634
2005-10-17,517.818
2005-10-18,511.363
2005-10-19,503.445
2005-10-20,506.862
2005-10-21,505.037
2005-10-24,510.694
2005-10-25,513.204
2005-10-26,512.72
2005-10-27,509.519
2005-10-28,506.951
2005-10-31,509.004
2005-11-01,511.767
2005-11-02,520.082
2005-11-03,525.192
2005-11-04,516.418
2005-11-07,517.763
2005-11-08,514.714
2005-11-09,513.089
