Date,SPAIN IMI GROWTH IMI (Large+Mid+Small Cap)
2015-06-30,1201.894
2015-07-31,1253.386
2015-08-31,1190.627
2015-09-30,1152.249
2015-10-30,1223.902
2015-11-30,1179.092
2015-12-31,1152.34
2016-01-29,1071.098
2016-02-29,1046.955
2016-03-31,1128.817
2016-04-29,1158.534
2016-05-31,1147.666
2016-06-30,1065.136
2016-07-29,1136.489
2016-08-31,1137.741
2016-09-30,1173.469
2016-10-31,1129.72
2016-11-30,1070.669
2016-12-30,1095.335
2017-01-31,1118.574
2017-02-28,1118.923
2017-03-31,1210.465
2017-04-28,1295.328
2017-05-31,1392.932
2017-06-30,1362.812
2017-07-31,1392.539
2017-08-31,1380.698
2017-09-29,1373.016
2017-10-31,1383.534
2017-11-30,1388.114
2017-12-29,1393.533
2018-01-31,1488.895
2018-02-28,1359.049
2018-03-30,1365.335
2018-04-30,1387.675
2018-05-31,1380.817
2018-06-29,1400.33
2018-07-31,1430.684
2018-08-31,1407.591
2018-09-28,1394.549
2018-10-31,1289.654
2018-11-30,1299.434
2018-12-31,1204.981
2019-01-31,1289.626
2019-02-28,1324.231
2019-03-29,1341.323
2019-04-30,1379.202
2019-05-31,1308.899
2019-06-28,1407.941
2019-07-31,1400.968
2019-08-30,1384.605
2019-09-30,1373.312
2019-10-31,1430.389
2019-11-29,1467.241
2019-12-31,1545.903
2020-01-31,1521.103
2020-02-28,1390.865
2020-03-31,1115.496
2020-04-30,1166.385
2020-05-29,1246.619
2020-06-30,1243.646
2020-07-31,1251.495
2020-08-31,1321.527
2020-09-30,1293.262
2020-10-30,1201.863
2020-11-30,1497.334
2020-12-31,1522.446
2021-01-29,1422.799
2021-02-26,1476.249
2021-03-31,1498.624
2021-04-30,1557.134
2021-05-31,1634.439
2021-06-30,1581.334
2021-07-30,1541.216
2021-08-31,1554.623
2021-09-30,1557.954
2021-10-29,1565.371
2021-11-30,1423.032
2021-12-31,1483.798
2022-01-31,1347.829
2022-02-28,1319.354
2022-03-31,1272.13
2022-04-29,1219.071
2022-05-31,1244.661
2022-06-30,1124.437
2022-07-29,1174.456
2022-08-31,1086.373
2022-09-30,965.489
2022-10-31,1046.592
2022-11-30,1124.632
2022-12-30,1134.261
2023-01-31,1320.778
2023-02-28,1307.842
2023-03-31,1368.969
2023-04-28,1419.302
2023-05-31,1381.242
2023-06-30,1485.033
2023-07-31,1486.338
2023-08-31,1440.577
2023-09-29,1345.519
2023-10-31,1249.265
2023-11-30,1504.733
2023-12-29,1584.129
2024-01-31,1553.928
2024-02-29,1479.716
2024-03-29,1601.473
2024-04-30,1519.581
2024-05-31,1640.997
2024-06-28,1614.319
2024-07-31,1616.243
2024-08-30,1734.084
2024-09-30,1852.074
2024-10-31,1788.892
2024-11-29,1748.663
2024-12-31,1677.877
2025-01-31,1768.52
2025-02-28,1798.114
2025-03-31,1753.817
2025-04-30,1911.31
2025-05-30,1977.216
2025-06-30,2003.298
2025-07-31,1965.58
2025-08-29,2070.435
2025-09-30,2150.213
