Date,SPAIN IMI GROWTH IMI (Large+Mid+Small Cap)
2002-06-28,296.471
2002-07-31,272.319
2002-08-30,279.929
2002-09-30,235.882
2002-10-31,276.705
2002-11-29,301.454
2002-12-31,283.158
2003-01-31,286.302
2003-02-28,289.315
2003-03-31,285.344
2003-04-30,328.964
2003-05-30,342.752
2003-06-30,350.192
2003-07-31,354.448
2003-08-29,351.279
2003-09-30,354.654
2003-10-31,375.564
2003-11-28,391.469
2003-12-31,436.05
2004-01-30,448.741
2004-02-27,470.576
2004-03-31,448.924
2004-04-30,442.128
2004-05-31,444.188
2004-06-30,450.478
2004-07-30,447.699
2004-08-31,445.78
2004-09-30,468.195
2004-10-29,508.59
2004-11-30,547.514
2004-12-31,588.965
2005-01-31,578.446
2005-02-28,594.785
2005-03-31,569.391
2005-04-29,554.113
2005-05-31,561.695
2005-06-30,570.088
2005-07-29,595.9
2005-08-31,597.062
2005-09-30,615.387
2005-10-31,593.805
2005-11-30,579.931
2005-12-30,588.154
2006-01-31,627.287
2006-02-28,644.933
2006-03-31,669.688
2006-04-28,701.996
2006-05-31,690.901
2006-06-30,698.372
2006-07-31,718.058
2006-08-31,744.62
2006-09-29,777.142
2006-10-31,825.592
2006-11-30,859.65
2006-12-29,877.696
2007-01-31,900.547
2007-02-28,902.522
2007-03-30,944.175
2007-04-30,958.25
2007-05-31,1000.0
2007-06-29,966.921
2007-07-31,979.985
2007-08-31,961.943
2007-09-28,1012.258
2007-10-31,1129.744
2007-11-30,1143.149
2007-12-31,1083.577
2008-01-31,977.734
2008-02-29,992.0
2008-03-31,1020.638
2008-04-30,1019.72
2008-05-30,1017.391
2008-06-30,926.205
2008-07-31,906.413
2008-08-29,860.872
2008-09-30,762.063
2008-10-31,587.284
2008-11-28,618.801
2008-12-31,696.251
2009-01-30,597.622
2009-02-27,580.337
2009-03-31,610.338
2009-04-30,640.902
2009-05-29,723.436
2009-06-30,739.506
2009-07-31,800.096
2009-08-31,822.456
2009-09-30,883.411
2009-10-30,870.888
2009-11-30,908.857
2009-12-31,894.493
2010-01-29,804.004
2010-02-26,769.433
2010-03-31,792.356
2010-04-30,747.629
2010-05-31,643.539
2010-06-30,635.504
2010-07-30,746.982
2010-08-31,726.078
2010-09-30,828.406
2010-10-29,880.269
2010-11-30,752.437
2010-12-31,813.956
2011-01-31,870.61
2011-02-28,865.896
2011-03-31,916.488
2011-04-29,995.539
2011-05-31,963.071
2011-06-30,959.753
2011-07-29,918.917
2011-08-31,857.866
2011-09-30,801.431
2011-10-31,878.688
2011-11-30,828.823
2011-12-30,807.287
2012-01-31,814.347
2012-02-29,834.721
2012-03-30,817.513
2012-04-30,739.138
2012-05-31,619.992
2012-06-29,724.738
2012-07-31,732.243
2012-08-31,771.289
2012-09-28,836.989
2012-10-31,867.967
2012-11-30,883.118
2012-12-31,919.375
2013-01-31,951.597
2013-02-28,943.338
2013-03-29,930.765
2013-04-30,975.387
2013-05-31,940.42
2013-06-28,919.258
2013-07-31,1003.4
2013-08-30,986.127
2013-09-30,1123.89
2013-10-31,1200.998
2013-11-29,1199.266
2013-12-31,1229.881
2014-01-31,1190.634
2014-02-28,1229.662
2014-03-31,1249.978
2014-04-30,1285.828
2014-05-30,1317.192
2014-06-30,1320.344
2014-07-31,1245.55
2014-08-29,1230.847
2014-09-30,1192.502
2014-10-31,1165.616
2014-11-28,1186.297
2014-12-31,1110.895
2015-01-30,1050.491
2015-02-27,1154.231
2015-03-31,1172.564
2015-04-30,1191.672
2015-05-29,1172.007
2015-06-30,1141.617
2015-07-31,1189.589
2015-08-31,1129.996
2015-09-30,1093.573
2015-10-30,1161.466
2015-11-30,1118.446
2015-12-31,1092.731
2016-01-29,1015.066
2016-02-29,992.186
2016-03-31,1069.683
2016-04-29,1097.055
2016-05-31,1086.666
2016-06-30,1007.876
2016-07-29,1074.821
2016-08-31,1075.99
2016-09-30,1109.668
2016-10-31,1067.309
2016-11-30,1011.493
2016-12-30,1034.468
2017-01-31,1056.054
2017-02-28,1056.382
2017-03-31,1142.762
2017-04-28,1221.169
2017-05-31,1312.402
2017-06-30,1283.444
2017-07-31,1310.862
2017-08-31,1299.694
2017-09-29,1292.463
2017-10-31,1301.259
2017-11-30,1305.446
2017-12-29,1310.206
2018-01-31,1399.367
2018-02-28,1277.329
2018-03-30,1283.099
2018-04-30,1301.835
2018-05-31,1295.402
2018-06-29,1311.972
2018-07-31,1340.286
2018-08-31,1318.652
2018-09-28,1306.359
2018-10-31,1207.247
2018-11-30,1216.005
2018-12-31,1127.5
2019-01-31,1206.201
2019-02-28,1238.555
2019-03-29,1254.411
2019-04-30,1287.461
2019-05-31,1221.805
2019-06-28,1314.012
2019-07-31,1306.777
2019-08-30,1291.514
2019-09-30,1280.957
2019-10-31,1333.018
2019-11-29,1367.361
2019-12-31,1440.498
2020-01-31,1416.91
2020-02-28,1295.593
2020-03-31,1039.046
2020-04-30,1086.443
2020-05-29,1161.178
2020-06-30,1158.344
2020-07-31,1165.577
2020-08-31,1230.795
2020-09-30,1204.471
2020-10-30,1118.285
2020-11-30,1393.151
2020-12-31,1416.516
2021-01-29,1323.765
2021-02-26,1373.432
2021-03-31,1394.248
2021-04-30,1447.842
2021-05-31,1519.72
2021-06-30,1470.065
2021-07-30,1432.466
2021-08-31,1444.927
2021-09-30,1448.023
2021-10-29,1453.985
2021-11-30,1321.735
2021-12-31,1378.144
2022-01-31,1251.841
2022-02-28,1225.393
2022-03-31,1181.508
2022-04-29,1131.274
2022-05-31,1155.015
2022-06-30,1043.428
2022-07-29,1089.084
2022-08-31,1007.388
2022-09-30,895.268
2022-10-31,969.542
2022-11-30,1041.744
2022-12-30,1050.55
2023-01-31,1223.303
2023-02-28,1211.283
2023-03-31,1267.855
2023-04-28,1313.036
2023-05-31,1277.286
2023-06-30,1373.107
2023-07-31,1372.932
2023-08-31,1330.663
2023-09-29,1242.858
2023-10-31,1152.441
2023-11-30,1388.109
2023-12-29,1461.158
2024-01-31,1432.878
2024-02-29,1364.403
2024-03-29,1476.672
2024-04-30,1399.376
2024-05-31,1510.348
2024-06-28,1485.794
2024-07-31,1486.423
2024-08-30,1594.798
2024-09-30,1703.311
2024-10-31,1643.556
2024-11-29,1606.18
2024-12-31,1541.128
2025-01-31,1623.927
2025-02-28,1651.055
2025-03-31,1610.379
2025-04-30,1751.452
2025-05-30,1811.592
