Date,NORWAY Standard (Large+Mid Cap)
1978-08-31,199.514
1978-09-29,210.749
1978-10-31,197.487
1978-11-30,187.952
1978-12-29,190.435
1979-01-31,202.206
1979-02-28,228.411
1979-03-30,235.418
1979-04-30,269.369
1979-05-31,304.008
1979-06-29,362.007
1979-07-31,360.136
1979-08-31,367.493
1979-09-28,429.64
1979-10-31,462.08
1979-11-30,551.048
1979-12-31,540.57
1980-01-31,551.375
1980-02-29,516.603
1980-03-31,374.484
1980-04-30,436.684
1980-05-30,499.166
1980-06-30,495.005
1980-07-31,477.907
1980-08-29,458.236
1980-09-30,507.242
1980-10-31,494.816
1980-11-28,476.806
1980-12-31,440.056
1981-01-30,415.008
1981-02-27,395.603
1981-03-31,382.933
1981-04-30,366.029
1981-05-29,318.605
1981-06-30,309.84
1981-07-31,354.717
1981-08-31,363.772
1981-09-30,340.318
1981-10-30,374.512
1981-11-30,399.487
1981-12-31,369.961
1982-01-29,369.814
1982-02-26,335.557
1982-03-31,295.781
1982-04-30,321.757
1982-05-31,327.894
1982-06-30,289.311
1982-07-30,281.392
1982-08-31,286.356
1982-09-30,258.669
1982-10-29,262.25
1982-11-30,253.461
1982-12-31,265.638
1983-01-31,296.306
1983-02-28,325.126
1983-03-31,337.496
1983-04-29,412.241
1983-05-31,409.795
1983-06-30,422.031
1983-07-29,465.141
1983-08-31,465.856
1983-09-30,483.758
1983-10-31,456.751
1983-11-30,469.356
1983-12-30,484.047
1984-01-31,540.932
1984-02-29,566.806
1984-03-30,592.69
1984-04-30,627.914
1984-05-31,605.758
1984-06-29,510.804
1984-07-31,498.794
1984-08-31,556.402
1984-09-28,511.729
1984-10-31,523.005
1984-11-30,493.516
1984-12-31,488.402
1985-01-31,555.848
1985-02-28,517.16
1985-03-29,523.786
1985-04-30,565.769
1985-05-31,579.408
1985-06-28,550.432
1985-07-31,634.075
1985-08-30,637.46
1985-09-30,693.694
1985-10-31,804.086
1985-11-29,848.567
1985-12-31,830.501
1986-01-31,810.676
1986-02-28,831.047
1986-03-31,788.155
1986-04-30,780.106
1986-05-30,747.283
1986-06-30,817.678
1986-07-31,739.613
1986-08-29,841.244
1986-09-30,825.2
1986-10-31,825.939
1986-11-28,846.623
1986-12-31,817.138
1987-01-30,884.641
1987-02-27,941.341
1987-03-31,1026.937
1987-04-30,1100.383
1987-05-29,1096.038
1987-06-30,1128.402
1987-07-31,1260.333
1987-08-31,1399.056
1987-09-30,1424.969
1987-10-30,1028.116
1987-11-30,855.475
1987-12-31,869.044
1988-01-29,857.491
1988-02-29,929.535
1988-03-31,1053.041
1988-04-29,1092.163
1988-05-31,1037.078
1988-06-30,1052.316
1988-07-29,1046.737
1988-08-31,938.888
1988-09-30,984.097
1988-10-31,1053.635
1988-11-30,1131.117
1988-12-30,1245.199
1989-01-31,1405.816
1989-02-28,1448.972
1989-03-31,1553.072
1989-04-28,1683.822
1989-05-31,1597.25
1989-06-30,1606.362
1989-07-31,1665.136
1989-08-31,1665.941
1989-09-29,1696.409
1989-10-31,1497.273
1989-11-30,1621.016
1989-12-29,1819.507
1990-01-31,2007.669
1990-02-28,2154.805
1990-03-30,2178.01
1990-04-30,2043.241
1990-05-31,2237.485
1990-06-29,2173.514
1990-07-31,2425.344
1990-08-31,2285.817
1990-09-28,2079.369
1990-10-31,1992.88
1990-11-30,1985.612
1990-12-31,1840.057
1991-01-31,1735.395
1991-02-28,1894.344
1991-03-29,1777.599
1991-04-30,1664.883
1991-05-31,1824.992
1991-06-28,1635.488
1991-07-31,1732.742
1991-08-30,1792.141
1991-09-30,1752.432
1991-10-31,1620.91
1991-11-29,1369.024
1991-12-31,1562.654
1992-01-31,1595.222
1992-02-28,1442.893
1992-03-31,1537.136
1992-04-30,1620.747
1992-05-29,1717.398
1992-06-30,1589.707
1992-07-31,1545.297
1992-08-31,1361.222
1992-09-30,1308.248
1992-10-30,1235.406
1992-11-30,1236.497
1992-12-31,1220.419
1993-01-29,1271.311
1993-02-26,1265.375
1993-03-31,1409.199
1993-04-30,1479.944
1993-05-31,1462.451
1993-06-30,1401.596
1993-07-30,1458.794
1993-08-31,1598.38
1993-09-30,1568.24
1993-10-29,1746.517
1993-11-30,1621.758
1993-12-31,1740.694
1994-01-31,1969.022
1994-02-28,2030.277
1994-03-31,1881.783
1994-04-29,1890.827
1994-05-31,1915.4
1994-06-30,1826.717
1994-07-29,2053.744
1994-08-31,2056.566
1994-09-30,1932.392
1994-10-31,2042.428
1994-11-30,2008.203
1994-12-30,2159.654
1995-01-31,2179.976
1995-02-28,2101.258
1995-03-31,2071.951
1995-04-28,2246.184
1995-05-31,2211.996
1995-06-30,2319.529
1995-07-31,2425.1
1995-08-31,2285.915
1995-09-29,2368.415
1995-10-31,2254.017
1995-11-30,2242.183
1995-12-29,2300.198
1996-01-31,2258.198
1996-02-29,2331.818
1996-03-29,2376.659
1996-04-30,2520.503
1996-05-31,2550.574
1996-06-28,2556.595
1996-07-31,2438.379
1996-08-30,2504.13
1996-09-30,2519.39
1996-10-31,2614.389
1996-11-29,2805.445
1996-12-31,2972.982
1997-01-31,3130.22
1997-02-28,2987.071
1997-03-31,3077.539
1997-04-30,2939.001
1997-05-30,3061.43
1997-06-30,3146.419
1997-07-31,3192.676
1997-08-29,3208.128
1997-09-30,3560.322
1997-10-31,3453.576
1997-11-28,3219.115
1997-12-31,3173.362
1998-01-30,2927.742
1998-02-27,3002.461
1998-03-31,3254.872
1998-04-30,3433.224
1998-05-29,3160.178
1998-06-30,3052.772
1998-07-31,3100.898
1998-08-31,2240.689
1998-09-30,2153.338
1998-10-30,2516.474
1998-11-30,2346.778
1998-12-31,2231.919
1999-01-29,2464.519
1999-02-26,2240.507
1999-03-31,2461.692
1999-04-30,2659.612
1999-05-31,2512.687
1999-06-30,2470.434
1999-07-30,2578.048
1999-08-31,2682.635
1999-09-30,2742.028
1999-10-29,2609.814
1999-11-30,2676.041
1999-12-31,2955.724
2000-01-31,2720.651
2000-02-29,2725.615
2000-03-31,2748.818
2000-04-28,2587.789
2000-05-31,2695.626
2000-06-30,2919.953
2000-07-31,2890.689
2000-08-31,3065.242
2000-09-29,3003.371
2000-10-31,2924.197
2000-11-30,2819.17
2000-12-29,2944.554
2001-01-31,2996.611
2001-02-28,2947.352
2001-03-30,2714.256
2001-04-30,2923.479
2001-05-31,2909.669
2001-06-29,2808.24
2001-07-31,2781.224
2001-08-31,2740.915
2001-09-28,2334.946
2001-10-31,2366.961
2001-11-30,2481.351
2001-12-31,2600.205
2002-01-31,2500.85
2002-02-28,2596.226
2002-03-29,2817.958
2002-04-30,2840.056
2002-05-31,2919.84
2002-06-28,2836.506
2002-07-31,2550.163
2002-08-30,2503.25
2002-09-30,2180.681
2002-10-31,2290.016
2002-11-29,2483.514
2002-12-31,2426.841
2003-01-31,2289.087
2003-02-28,2062.766
2003-03-31,2075.102
2003-04-30,2410.568
2003-05-30,2675.071
2003-06-30,2674.468
2003-07-31,2843.268
2003-08-29,2893.559
2003-09-30,2866.831
2003-10-31,3230.402
2003-11-28,3378.808
2003-12-31,3629.456
2004-01-30,3657.6
2004-02-27,4033.415
2004-03-31,3992.336
2004-04-30,3879.245
2004-05-31,4109.611
2004-06-30,4263.116
2004-07-30,4178.306
2004-08-31,4281.751
2004-09-30,4776.248
2004-10-29,4892.573
2004-11-30,5566.701
2004-12-31,5607.398
2005-01-31,5435.394
2005-02-28,6070.227
2005-03-31,5874.132
2005-04-29,5644.172
2005-05-31,5875.985
2005-06-30,6380.492
2005-07-29,6793.262
2005-08-31,7267.965
2005-09-30,7375.666
2005-10-31,6813.028
2005-11-30,6809.311
2005-12-30,7048.88
2006-01-31,7791.556
2006-02-28,7843.615
2006-03-31,8702.374
2006-04-28,9501.561
2006-05-31,9052.882
2006-06-30,8711.667
2006-07-31,8969.95
2006-08-31,8796.528
2006-09-29,8173.212
2006-10-31,8873.527
2006-11-30,9692.775
2006-12-29,10314.442
2007-01-31,10743.729
2007-02-28,10498.7
2007-03-30,11057.755
2007-04-30,11736.387
2007-05-31,12062.884
2007-06-29,12763.784
2007-07-31,12669.437
2007-08-31,12087.057
2007-09-28,13732.583
2007-10-31,14289.343
2007-11-30,13452.372
2007-12-31,13660.671
2008-01-31,10783.016
2008-02-29,12319.568
2008-03-31,12235.088
2008-04-30,13829.341
2008-05-30,14953.904
2008-06-30,13995.719
2008-07-31,12571.759
2008-08-29,11922.657
2008-09-30,8310.837
2008-10-31,5538.325
2008-11-28,4700.853
2008-12-31,4930.414
2009-01-30,5052.325
2009-02-27,4657.335
2009-03-31,5090.727
2009-04-30,5743.909
2009-05-29,6977.091
2009-06-30,6394.883
2009-07-31,7080.222
2009-08-31,7269.843
2009-09-30,8091.047
2009-10-30,8374.919
2009-11-30,8860.703
2009-12-31,9299.148
2010-01-29,8613.898
2010-02-26,8176.222
2010-03-31,8704.543
2010-04-30,8857.274
2010-05-31,7408.322
2010-06-30,7183.788
2010-07-30,8463.531
2010-08-31,8033.282
2010-09-30,9297.129
2010-10-29,9649.225
2010-11-30,8832.319
2010-12-31,10398.72
2011-01-31,10206.928
2011-02-28,10987.606
2011-03-31,11107.3
2011-04-29,11870.161
2011-05-31,11401.916
2011-06-30,10990.455
2011-07-29,10915.795
2011-08-31,10135.336
2011-09-30,8621.175
2011-10-31,10132.78
2011-11-30,9651.961
2011-12-30,9448.513
2012-01-31,9775.684
2012-02-29,11289.051
2012-03-30,10870.872
2012-04-30,10634.308
2012-05-31,9083.78
2012-06-29,9848.2
2012-07-31,10214.096
2012-08-31,10915.03
2012-09-28,11190.769
2012-10-31,11064.33
2012-11-30,11134.335
2012-12-31,11309.549
2013-01-31,12059.611
2013-02-28,11569.791
2013-03-29,11360.808
2013-04-30,11787.658
2013-05-31,11762.629
2013-06-28,10798.478
2013-07-31,11704.825
2013-08-30,11500.162
2013-09-30,11789.414
2013-10-31,12618.127
2013-11-29,12290.306
2013-12-31,12484.715
2014-01-31,11681.957
2014-02-28,12563.13
2014-03-31,12757.101
2014-04-30,13387.995
2014-05-30,14108.569
2014-06-30,14137.536
2014-07-31,13603.589
2014-08-29,13865.445
2014-09-30,13097.968
2014-10-31,11812.318
2014-11-28,10535.43
2014-12-31,9835.588
2015-01-30,9955.071
2015-02-27,10625.177
2015-03-31,10067.079
2015-04-30,11251.288
2015-05-29,10884.539
2015-06-30,10458.235
2015-07-31,10145.062
2015-08-31,8969.078
2015-09-30,8464.77
2015-10-30,9060.302
2015-11-30,8981.022
2015-12-31,8436.56
2016-01-29,7985.447
2016-02-29,8128.038
2016-03-31,8590.211
2016-04-29,9266.893
2016-05-31,9038.44
2016-06-30,8858.407
2016-07-29,8816.548
2016-08-31,9030.265
2016-09-30,9421.773
2016-10-31,9355.425
2016-11-30,9350.394
2016-12-30,9668.534
2017-01-31,10306.752
2017-02-28,10048.154
2017-03-31,9813.843
2017-04-28,9835.551
2017-05-31,10366.68
2017-06-30,10282.324
2017-07-31,11513.708
2017-08-31,11794.578
2017-09-29,12264.383
2017-10-31,12385.925
2017-11-30,12167.697
2017-12-29,12531.544
2018-01-31,13278.105
2018-02-28,13039.297
2018-03-30,12827.13
2018-04-30,13177.787
2018-05-31,13014.9
2018-06-29,13208.19
2018-07-31,13321.522
2018-08-31,13212.252
2018-09-28,14113.783
2018-10-31,13013.24
2018-11-30,12341.563
2018-12-31,11577.387
2019-01-31,12322.489
2019-02-28,12625.885
2019-03-29,12408.199
2019-04-30,12666.582
2019-05-31,12173.133
2019-06-28,12782.374
2019-07-31,12370.648
2019-08-30,11932.333
2019-09-30,12358.96
2019-10-31,12293.948
2019-11-29,12091.164
2019-12-31,12919.749
2020-01-31,12077.949
2020-02-28,10732.172
2020-03-31,8621.415
2020-04-30,9541.066
2020-05-29,10067.031
2020-06-30,9918.872
2020-07-31,10867.023
2020-08-31,11682.104
2020-09-30,10748.416
2020-10-30,9983.569
2020-11-30,12124.754
2020-12-31,12807.604
2021-01-29,12817.444
2021-02-26,13384.494
2021-03-31,14257.189
2021-04-30,14791.889
2021-05-31,15313.552
2021-06-30,15002.799
2021-07-30,14727.072
2021-08-31,15171.534
2021-09-30,15805.827
2021-10-29,16371.168
2021-11-30,14992.728
2021-12-31,15810.405
2022-01-31,15803.025
2022-02-28,16470.617
2022-03-31,17433.1
2022-04-29,16260.499
2022-05-31,16978.343
2022-06-30,14977.55
2022-07-29,15881.073
2022-08-31,15687.921
2022-09-30,12708.958
2022-10-31,14179.24
2022-11-30,15135.158
2022-12-30,14906.446
2023-01-31,14569.748
2023-02-28,14555.48
2023-03-31,13877.64
2023-04-28,14100.926
2023-05-31,13051.775
2023-06-30,13893.757
2023-07-31,15109.053
2023-08-31,14814.302
2023-09-29,15544.855
2023-10-31,14757.344
2023-11-30,15409.971
2023-12-29,16097.689
2024-01-31,15175.43
2024-02-29,14714.994
2024-03-29,15023.185
2024-04-30,15137.931
2024-05-31,16530.381
2024-06-28,16152.112
2024-07-31,16149.14
2024-08-30,16578.287
2024-09-30,16533.466
2024-10-31,16143.421
2024-11-29,16508.052
2024-12-31,15681.797
2025-01-31,16940.108
2025-02-28,17095.881
2025-03-31,18975.462
2025-04-30,18850.501
2025-05-30,19991.659
