Date,JAPAN SMID VALUE SMID (Small+Mid Cap)
2001-08-13,461.202
2001-08-14,470.006
2001-08-15,479.179
2001-08-16,475.821
2001-08-17,474.548
2001-08-20,468.146
2001-08-21,473.846
2001-08-22,477.423
2001-08-23,474.27
2001-08-24,473.0
2001-08-27,473.472
2001-08-28,470.687
2001-08-29,468.034
2001-08-30,461.353
2001-08-31,460.423
2001-09-03,450.477
2001-09-04,454.285
2001-09-05,444.027
2001-09-06,442.15
2001-09-07,441.162
2001-09-10,428.792
2001-09-11,435.551
2001-09-12,405.701
2001-09-13,413.757
2001-09-14,431.099
2001-09-17,413.298
2001-09-18,419.964
2001-09-19,426.031
2001-09-20,425.802
2001-09-21,418.9
2001-09-24,415.793
2001-09-25,421.612
2001-09-26,421.009
2001-09-27,415.965
2001-09-28,427.707
2001-10-01,432.53
2001-10-02,435.759
2001-10-03,434.165
2001-10-04,440.165
2001-10-05,437.19
2001-10-08,438.695
2001-10-09,430.173
2001-10-10,426.505
2001-10-11,430.044
2001-10-12,434.032
2001-10-15,433.825
2001-10-16,433.935
2001-10-17,435.178
2001-10-18,428.753
2001-10-19,428.296
2001-10-22,427.672
2001-10-23,430.988
2001-10-24,433.458
2001-10-25,439.639
2001-10-26,437.058
2001-10-29,433.166
2001-10-30,431.41
2001-10-31,428.085
2001-11-01,425.142
2001-11-02,423.485
2001-11-05,425.676
2001-11-06,429.346
2001-11-07,424.652
2001-11-08,426.001
2001-11-09,420.905
2001-11-12,418.37
2001-11-13,411.545
2001-11-14,409.59
2001-11-15,413.157
2001-11-16,411.09
2001-11-19,410.667
2001-11-20,411.042
2001-11-21,411.105
2001-11-22,409.706
2001-11-23,407.849
2001-11-26,415.899
2001-11-27,414.27
2001-11-28,409.477
2001-11-29,406.93
2001-11-30,408.38
2001-12-03,399.342
2001-12-04,398.072
2001-12-05,400.786
2001-12-06,401.966
2001-12-07,394.461
2001-12-10,388.298
2001-12-11,383.213
2001-12-12,388.912
2001-12-13,383.982
2001-12-14,377.273
2001-12-17,370.063
2001-12-18,368.911
2001-12-19,365.703
2001-12-20,372.034
2001-12-21,370.219
2001-12-24,369.066
2001-12-25,368.995
2001-12-26,364.122
2001-12-27,367.381
2001-12-28,373.718
2001-12-31,374.106
2002-01-01,374.106
2002-01-02,371.104
2002-01-03,372.302
2002-01-04,375.574
2002-01-07,375.201
2002-01-08,364.151
2002-01-09,362.082
2002-01-10,357.332
2002-01-11,355.67
2002-01-14,356.696
2002-01-15,353.317
2002-01-16,353.787
2002-01-17,353.101
2002-01-18,360.689
2002-01-21,364.494
2002-01-22,354.85
2002-01-23,353.761
2002-01-24,353.101
2002-01-25,353.205
2002-01-28,358.673
2002-01-29,355.516
2002-01-30,355.295
2002-01-31,353.983
2002-02-01,350.565
2002-02-04,349.232
2002-02-05,342.597
2002-02-06,341.939
2002-02-07,345.061
2002-02-08,344.873
2002-02-11,347.932
2002-02-12,358.284
2002-02-13,361.386
2002-02-14,363.873
2002-02-15,362.45
2002-02-18,363.818
2002-02-19,353.965
2002-02-20,353.087
2002-02-21,360.069
2002-02-22,362.326
2002-02-25,361.039
2002-02-26,359.418
2002-02-27,368.968
2002-02-28,374.15
2002-03-01,379.734
2002-03-04,395.853
2002-03-05,392.14
2002-03-06,393.618
2002-03-07,409.149
2002-03-08,408.432
2002-03-11,414.659
2002-03-12,407.027
2002-03-13,397.532
2002-03-14,400.045
2002-03-15,404.38
2002-03-18,396.544
2002-03-19,401.882
2002-03-20,399.838
2002-03-21,398.195
2002-03-22,390.328
2002-03-25,389.413
2002-03-26,390.045
2002-03-27,395.22
2002-03-28,393.733
2002-03-29,387.862
2002-04-01,382.914
2002-04-02,384.923
2002-04-03,392.627
2002-04-04,398.339
2002-04-05,400.88
2002-04-08,402.091
2002-04-09,396.672
2002-04-10,401.953
2002-04-11,395.306
2002-04-12,390.887
2002-04-15,393.422
2002-04-16,398.401
2002-04-17,402.478
2002-04-18,407.078
2002-04-19,406.385
2002-04-22,411.128
2002-04-23,410.952
2002-04-24,409.814
2002-04-25,414.394
2002-04-26,410.994
2002-04-29,410.251
2002-04-30,407.429
2002-05-01,412.483
2002-05-02,411.924
2002-05-03,415.101
2002-05-06,413.797
2002-05-07,407.858
2002-05-08,408.497
2002-05-09,410.796
2002-05-10,412.351
2002-05-13,409.784
2002-05-14,405.644
2002-05-15,412.204
2002-05-16,418.047
2002-05-17,425.224
2002-05-20,429.158
2002-05-21,436.861
2002-05-22,442.48
2002-05-23,444.16
2002-05-24,447.402
2002-05-27,448.582
2002-05-28,450.17
2002-05-29,448.327
2002-05-30,450.826
2002-05-31,447.828
2002-06-03,452.944
2002-06-04,448.148
2002-06-05,447.503
2002-06-06,443.152
2002-06-07,441.412
2002-06-10,440.056
2002-06-11,439.77
2002-06-12,436.079
2002-06-13,430.41
2002-06-14,427.695
2002-06-17,415.721
2002-06-18,419.656
2002-06-19,412.102
2002-06-20,418.631
2002-06-21,420.197
2002-06-24,423.934
2002-06-25,422.884
2002-06-26,423.148
2002-06-27,421.718
2002-06-28,431.77
2002-07-01,434.755
2002-07-02,435.603
2002-07-03,445.98
2002-07-04,442.181
2002-07-05,445.118
2002-07-08,448.257
2002-07-09,457.821
2002-07-10,453.59
2002-07-11,451.102
2002-07-12,452.414
2002-07-15,447.688
2002-07-16,442.371
2002-07-17,441.413
2002-07-18,446.244
2002-07-19,443.411
2002-07-22,441.441
2002-07-23,438.93
2002-07-24,441.688
2002-07-25,436.88
2002-07-26,419.661
2002-07-29,416.193
2002-07-30,420.144
2002-07-31,419.213
2002-08-01,417.234
2002-08-02,417.086
2002-08-05,417.253
2002-08-06,403.504
2002-08-07,411.332
2002-08-08,411.384
2002-08-09,421.41
2002-08-12,415.922
2002-08-13,414.068
2002-08-14,425.188
2002-08-15,426.043
2002-08-16,425.901
2002-08-19,416.166
2002-08-20,413.871
2002-08-21,414.816
2002-08-22,415.4
2002-08-23,414.631
2002-08-26,422.571
2002-08-27,421.008
2002-08-28,418.429
2002-08-29,412.783
2002-08-30,415.417
2002-09-02,412.673
2002-09-03,405.769
2002-09-04,395.944
2002-09-05,400.373
2002-09-06,396.165
2002-09-09,400.223
2002-09-10,399.087
2002-09-11,397.474
2002-09-12,399.669
2002-09-13,394.856
2002-09-16,391.122
2002-09-17,399.972
2002-09-18,401.121
2002-09-19,408.808
2002-09-20,399.007
2002-09-23,397.346
2002-09-24,397.498
2002-09-25,393.929
2002-09-26,399.398
2002-09-27,405.513
2002-09-30,405.899
2002-10-01,395.678
2002-10-02,389.36
2002-10-03,387.211
2002-10-04,387.135
2002-10-07,370.298
2002-10-08,370.645
2002-10-09,364.403
2002-10-10,362.276
2002-10-11,366.279
2002-10-14,366.031
2002-10-15,372.691
2002-10-16,374.569
2002-10-17,374.878
2002-10-18,375.282
2002-10-21,377.572
2002-10-22,366.724
2002-10-23,369.344
2002-10-24,365.462
2002-10-25,371.909
2002-10-28,372.435
2002-10-29,374.763
2002-10-30,377.656
2002-10-31,375.823
2002-11-01,376.314
2002-11-04,375.638
2002-11-05,383.434
2002-11-06,382.379
2002-11-07,384.194
2002-11-08,383.497
2002-11-11,375.575
2002-11-12,376.088
2002-11-13,370.645
2002-11-14,363.401
2002-11-15,365.684
2002-11-18,357.755
2002-11-19,349.409
2002-11-20,353.469
2002-11-21,357.946
2002-11-22,362.009
2002-11-25,370.107
2002-11-26,367.334
2002-11-27,370.757
2002-11-28,375.245
2002-11-29,377.467
2002-12-02,369.574
2002-12-03,368.968
2002-12-04,364.087
2002-12-05,360.51
2002-12-06,361.332
2002-12-09,360.272
2002-12-10,362.69
2002-12-11,360.931
2002-12-12,360.578
2002-12-13,362.789
2002-12-16,357.2
2002-12-17,359.617
2002-12-18,352.108
2002-12-19,356.993
2002-12-20,358.436
2002-12-23,359.51
2002-12-24,361.724
2002-12-25,361.626
2002-12-26,369.304
2002-12-27,375.622
2002-12-30,379.081
2002-12-31,378.618
2003-01-01,378.618
2003-01-02,375.062
2003-01-03,375.109
2003-01-06,385.612
2003-01-07,377.441
2003-01-08,372.877
2003-01-09,374.535
2003-01-10,374.56
2003-01-13,376.434
2003-01-14,383.328
2003-01-15,387.669
2003-01-16,389.076
2003-01-17,391.544
2003-01-20,389.032
2003-01-21,391.903
2003-01-22,388.423
2003-01-23,394.936
2003-01-24,394.767
2003-01-27,388.221
2003-01-28,386.006
2003-01-29,380.08
2003-01-30,377.013
2003-01-31,373.671
2003-02-03,379.572
2003-02-04,385.26
2003-02-05,386.787
2003-02-06,385.875
2003-02-07,384.674
2003-02-10,384.11
2003-02-11,382.924
2003-02-12,389.644
2003-02-13,388.781
2003-02-14,392.177
2003-02-17,395.453
2003-02-18,399.904
2003-02-19,399.905
2003-02-20,398.925
2003-02-21,393.582
2003-02-24,396.002
2003-02-25,388.833
2003-02-26,389.534
2003-02-27,388.471
2003-02-28,389.302
2003-03-03,393.41
2003-03-04,395.226
2003-03-05,395.434
2003-03-06,394.076
2003-03-07,387.003
2003-03-10,381.114
2003-03-11,376.158
2003-03-12,376.996
2003-03-13,374.155
2003-03-14,372.909
2003-03-17,368.895
2003-03-18,370.651
2003-03-19,369.994
2003-03-20,376.104
2003-03-21,372.094
2003-03-24,386.16
2003-03-25,383.507
2003-03-26,388.817
2003-03-27,392.607
2003-03-28,390.685
2003-03-31,384.994
2003-04-01,386.559
2003-04-02,389.152
2003-04-03,385.587
2003-04-04,386.182
2003-04-07,390.596
2003-04-08,388.678
2003-04-09,387.993
2003-04-10,388.94
2003-04-11,383.956
2003-04-14,382.444
2003-04-15,387.274
2003-04-16,388.261
2003-04-17,390.068
2003-04-18,391.078
2003-04-21,392.965
2003-04-22,389.656
2003-04-23,387.753
2003-04-24,389.203
2003-04-25,385.349
2003-04-28,383.336
2003-04-29,383.862
2003-04-30,395.3
2003-05-01,400.829
2003-05-02,400.631
2003-05-05,401.577
2003-05-06,407.953
2003-05-07,413.351
2003-05-08,410.075
2003-05-09,413.846
2003-05-12,417.529
2003-05-13,417.47
2003-05-14,420.484
2003-05-15,417.042
2003-05-16,417.212
2003-05-19,409.955
2003-05-20,410.778
2003-05-21,407.782
2003-05-22,409.939
2003-05-23,415.483
2003-05-26,416.405
2003-05-27,410.632
2003-05-28,408.433
2003-05-29,412.403
2003-05-30,408.973
2003-06-02,414.64
2003-06-03,414.009
2003-06-04,413.879
2003-06-05,422.786
2003-06-06,422.162
2003-06-09,426.72
2003-06-10,428.652
2003-06-11,431.645
2003-06-12,430.52
2003-06-13,434.269
2003-06-16,432.046
2003-06-17,432.137
2003-06-18,432.723
2003-06-19,431.355
2003-06-20,435.234
2003-06-23,442.233
2003-06-24,435.163
2003-06-25,440.278
2003-06-26,435.598
2003-06-27,440.789
2003-06-30,440.304
2003-07-01,447.505
2003-07-02,456.653
2003-07-03,456.156
2003-07-04,456.119
2003-07-07,460.118
2003-07-08,457.991
2003-07-09,464.132
2003-07-10,465.638
2003-07-11,457.949
2003-07-14,461.799
2003-07-15,460.144
2003-07-16,453.171
2003-07-17,443.559
2003-07-18,445.419
2003-07-21,447.035
2003-07-22,442.447
2003-07-23,451.184
2003-07-24,452.504
2003-07-25,451.726
2003-07-28,457.146
2003-07-29,456.808
2003-07-30,450.527
2003-07-31,448.116
2003-08-01,453.426
2003-08-04,450.187
2003-08-05,446.287
2003-08-06,442.393
2003-08-07,446.602
2003-08-08,446.457
2003-08-11,452.353
2003-08-12,455.016
2003-08-13,458.903
2003-08-14,465.574
2003-08-15,464.905
2003-08-18,471.047
2003-08-19,475.495
2003-08-20,485.465
2003-08-21,489.571
2003-08-22,488.601
2003-08-25,488.619
2003-08-26,490.178
2003-08-27,488.436
2003-08-28,486.627
2003-08-29,493.868
2003-09-01,505.148
2003-09-02,504.826
2003-09-03,507.151
2003-09-04,503.28
2003-09-05,501.959
2003-09-08,504.766
2003-09-09,513.548
2003-09-10,510.109
2003-09-11,503.117
2003-09-12,510.177
2003-09-15,509.656
2003-09-16,521.5
2003-09-17,524.49
2003-09-18,530.827
2003-09-19,538.111
2003-09-22,540.723
2003-09-23,542.93
2003-09-24,541.599
2003-09-25,533.644
2003-09-26,531.936
2003-09-29,532.039
2003-09-30,535.494
2003-10-01,545.792
2003-10-02,559.302
2003-10-03,563.636
2003-10-06,561.901
2003-10-07,568.338
2003-10-08,563.464
2003-10-09,565.864
2003-10-10,575.471
2003-10-13,573.474
2003-10-14,574.108
2003-10-15,571.709
2003-10-16,578.359
2003-10-17,578.927
2003-10-20,580.787
2003-10-21,578.724
2003-10-22,573.813
2003-10-23,543.389
2003-10-24,548.474
2003-10-27,558.603
2003-10-28,564.147
2003-10-29,572.22
2003-10-30,573.511
2003-10-31,560.865
2003-11-03,554.435
2003-11-04,574.619
2003-11-05,571.778
2003-11-06,559.57
2003-11-07,564.417
2003-11-10,567.773
2003-11-11,550.5
2003-11-12,545.811
2003-11-13,553.576
2003-11-14,549.825
2003-11-17,523.163
2003-11-18,525.5
2003-11-19,518.09
2003-11-20,525.561
2003-11-21,528.545
2003-11-24,526.537
2003-11-25,533.574
2003-11-26,542.986
2003-11-27,542.583
2003-11-28,535.549
2003-12-01,544.037
2003-12-02,548.643
2003-12-03,550.889
2003-12-04,553.322
2003-12-05,554.785
2003-12-08,548.599
2003-12-09,549.929
2003-12-10,541.796
2003-12-11,545.525
2003-12-12,552.378
2003-12-15,560.718
2003-12-16,556.792
2003-12-17,552.678
2003-12-18,552.499
2003-12-19,556.494
2003-12-22,561.172
2003-12-23,561.459
2003-12-24,561.819
2003-12-25,562.172
2003-12-26,565.556
2003-12-29,570.621
2003-12-30,578.252
2003-12-31,576.984
2004-01-01,576.984
2004-01-02,577.792
2004-01-05,590.966
2004-01-06,590.308
2004-01-07,590.46
2004-01-08,592.295
2004-01-09,592.752
2004-01-12,592.418
2004-01-13,592.642
2004-01-14,594.644
2004-01-15,588.585
2004-01-16,588.292
2004-01-19,591.598
2004-01-20,592.903
2004-01-21,594.042
2004-01-22,599.168
2004-01-23,602.219
2004-01-26,600.915
2004-01-27,600.762
2004-01-28,597.937
2004-01-29,588.672
2004-01-30,592.314
2004-02-02,599.59
2004-02-03,596.91
2004-02-04,587.758
2004-02-05,587.962
2004-02-06,589.77
2004-02-09,586.427
2004-02-10,587.786
2004-02-11,587.786
2004-02-12,592.464
2004-02-13,596.317
2004-02-16,600.196
2004-02-17,600.663
2004-02-18,597.692
2004-02-19,593.006
2004-02-20,584.094
2004-02-23,591.577
2004-02-24,585.578
2004-02-25,584.442
2004-02-26,585.518
2004-02-27,599.803
2004-03-01,614.66
2004-03-02,610.798
2004-03-03,611.342
2004-03-04,610.858
2004-03-05,613.004
2004-03-08,610.018
2004-03-09,618.077
2004-03-10,619.862
2004-03-11,618.891
2004-03-12,613.679
2004-03-15,625.603
2004-03-16,635.69
2004-03-17,653.202
2004-03-18,663.816
2004-03-19,659.009
2004-03-22,657.331
2004-03-23,658.026
2004-03-24,672.989
2004-03-25,683.811
2004-03-26,691.465
2004-03-29,693.889
2004-03-30,691.178
2004-03-31,707.727
2004-04-01,710.685
2004-04-02,710.014
2004-04-05,707.428
2004-04-06,703.142
2004-04-07,710.666
2004-04-08,709.446
2004-04-09,700.946
2004-04-12,711.977
2004-04-13,714.025
2004-04-14,706.632
2004-04-15,691.948
2004-04-16,696.783
2004-04-19,683.278
2004-04-20,695.34
2004-04-21,691.039
2004-04-22,689.365
2004-04-23,693.229
2004-04-26,697.681
2004-04-27,688.756
2004-04-28,689.059
2004-04-29,687.586
2004-04-30,673.609
2004-05-03,673.392
2004-05-04,676.733
2004-05-05,684.27
2004-05-06,665.414
2004-05-07,642.696
2004-05-10,595.189
2004-05-11,600.594
2004-05-12,621.438
2004-05-13,601.391
2004-05-14,599.537
2004-05-17,578.073
2004-05-18,589.011
2004-05-19,616.867
2004-05-20,618.075
2004-05-21,633.885
2004-05-24,634.714
2004-05-25,631.009
2004-05-26,641.75
2004-05-27,642.939
2004-05-28,654.414
2004-05-31,654.617
2004-06-01,661.65
2004-06-02,657.326
2004-06-03,642.334
2004-06-04,645.954
2004-06-07,667.857
2004-06-08,671.937
2004-06-09,677.182
2004-06-10,684.026
2004-06-11,678.558
2004-06-14,675.416
2004-06-15,675.281
2004-06-16,685.351
2004-06-17,689.78
2004-06-18,684.897
2004-06-21,696.421
2004-06-22,693.893
2004-06-23,694.678
2004-06-24,709.513
2004-06-25,705.896
2004-06-28,714.737
2004-06-29,713.301
2004-06-30,711.24
2004-07-01,716.9
2004-07-02,708.159
2004-07-05,692.122
2004-07-06,686.864
2004-07-07,686.393
2004-07-08,683.116
2004-07-09,695.374
2004-07-12,704.829
2004-07-13,701.067
2004-07-14,690.976
2004-07-15,686.959
2004-07-16,695.35
2004-07-19,698.017
2004-07-20,692.307
2004-07-21,689.968
2004-07-22,685.588
2004-07-23,679.102
2004-07-26,673.37
2004-07-27,659.155
2004-07-28,662.091
2004-07-29,655.624
2004-07-30,669.879
2004-08-02,672.16
2004-08-03,668.423
2004-08-04,657.01
2004-08-05,658.242
2004-08-06,661.932
2004-08-09,655.205
2004-08-10,656.178
2004-08-11,661.844
2004-08-12,661.044
2004-08-13,651.962
2004-08-16,645.011
2004-08-17,649.929
2004-08-18,653.455
2004-08-19,663.203
2004-08-20,664.995
2004-08-23,666.442
2004-08-24,665.095
2004-08-25,669.636
2004-08-26,674.271
2004-08-27,679.552
2004-08-30,676.768
2004-08-31,674.791
2004-09-01,681.278
2004-09-02,683.127
2004-09-03,671.727
2004-09-06,684.005
2004-09-07,687.946
2004-09-08,690.133
2004-09-09,679.781
2004-09-10,679.296
2004-09-13,680.505
2004-09-14,685.302
2004-09-15,674.476
2004-09-16,674.482
2004-09-17,670.415
2004-09-20,671.695
2004-09-21,669.082
2004-09-22,664.057
2004-09-23,665.892
2004-09-24,658.745
2004-09-27,655.378
2004-09-28,651.993
2004-09-29,657.15
2004-09-30,665.727
2004-10-01,673.82
2004-10-04,679.575
2004-10-05,680.317
2004-10-06,683.139
2004-10-07,682.257
2004-10-08,690.576
2004-10-11,693.896
2004-10-12,684.816
2004-10-13,681.724
2004-10-14,672.376
2004-10-15,672.358
2004-10-18,670.004
2004-10-19,680.731
2004-10-20,673.466
2004-10-21,673.94
2004-10-22,676.77
2004-10-25,672.414
2004-10-26,669.567
2004-10-27,670.457
2004-10-28,678.973
2004-10-29,677.62
2004-11-01,674.977
2004-11-02,684.544
2004-11-03,685.125
2004-11-04,689.893
2004-11-05,698.647
2004-11-08,693.552
2004-11-09,691.643
2004-11-10,684.746
2004-11-11,679.689
2004-11-12,691.556
2004-11-15,703.011
2004-11-16,703.036
2004-11-17,706.836
2004-11-18,704.66
2004-11-19,712.69
2004-11-22,698.204
2004-11-23,696.047
2004-11-24,703.004
2004-11-25,707.418
2004-11-26,703.774
2004-11-29,712.423
2004-11-30,709.585
2004-12-01,702.423
2004-12-02,710.619
2004-12-03,715.957
2004-12-06,711.828
2004-12-07,706.147
2004-12-08,694.478
2004-12-09,685.885
2004-12-10,681.772
2004-12-13,688.161
2004-12-14,690.964
2004-12-15,702.293
2004-12-16,699.282
2004-12-17,704.808
2004-12-20,709.56
2004-12-21,710.249
2004-12-22,717.511
2004-12-23,720.765
2004-12-24,728.877
2004-12-27,732.511
2004-12-28,734.273
2004-12-29,728.464
2004-12-30,741.99
2004-12-31,746.082
2005-01-03,743.144
2005-01-04,737.355
2005-01-05,735.426
2005-01-06,731.277
2005-01-07,733.455
2005-01-10,736.087
2005-01-11,748.916
2005-01-12,755.479
2005-01-13,751.726
2005-01-14,754.99
2005-01-17,764.048
2005-01-18,756.664
2005-01-19,758.748
2005-01-20,747.178
2005-01-21,748.01
2005-01-24,757.537
2005-01-25,749.412
2005-01-26,763.351
2005-01-27,760.842
2005-01-28,757.362
2005-01-31,764.137
2005-02-01,759.817
2005-02-02,768.502
2005-02-03,761.52
2005-02-04,766.212
2005-02-07,766.647
2005-02-08,755.217
2005-02-09,756.039
2005-02-10,758.302
2005-02-11,757.656
2005-02-14,765.806
2005-02-15,768.384
2005-02-16,758.669
2005-02-17,758.408
2005-02-18,759.407
2005-02-21,762.961
2005-02-22,768.197
2005-02-23,758.411
2005-02-24,761.4
2005-02-25,769.235
2005-02-28,784.075
2005-03-01,788.109
2005-03-02,788.289
2005-03-03,789.306
2005-03-04,794.659
2005-03-07,793.881
2005-03-08,797.146
2005-03-09,804.918
2005-03-10,801.966
2005-03-11,809.827
2005-03-14,801.63
2005-03-15,804.528
2005-03-16,808.634
2005-03-17,803.054
2005-03-18,807.935
2005-03-21,806.628
2005-03-22,810.637
2005-03-23,798.498
2005-03-24,792.566
2005-03-25,794.221
2005-03-28,792.983
2005-03-29,776.544
2005-03-30,770.489
2005-03-31,786.195
2005-04-01,785.862
2005-04-04,775.98
2005-04-05,778.495
2005-04-06,779.804
2005-04-07,781.556
2005-04-08,782.884
2005-04-11,781.981
2005-04-12,773.068
2005-04-13,779.056
2005-04-14,766.35
2005-04-15,759.787
2005-04-18,732.191
2005-04-19,749.322
2005-04-20,753.641
2005-04-21,744.421
2005-04-22,764.168
2005-04-25,766.685
2005-04-26,765.341
2005-04-27,766.333
2005-04-28,767.057
2005-04-29,774.807
2005-05-02,775.66
2005-05-03,775.55
2005-05-04,782.014
2005-05-05,780.816
2005-05-06,788.918
2005-05-09,785.776
2005-05-10,784.502
2005-05-11,782.559
2005-05-12,771.991
2005-05-13,763.57
2005-05-16,753.314
2005-05-17,742.392
2005-05-18,742.229
2005-05-19,751.639
2005-05-20,745.806
2005-05-23,754.641
2005-05-24,752.462
2005-05-25,741.201
2005-05-26,739.034
2005-05-27,743.745
2005-05-30,751.666
2005-05-31,758.867
2005-06-01,759.732
2005-06-02,758.369
2005-06-03,764.367
2005-06-06,768.917
2005-06-07,767.347
2005-06-08,770.558
2005-06-09,760.169
2005-06-10,761.56
2005-06-13,753.547
2005-06-14,755.46
2005-06-15,760.025
2005-06-16,763.977
2005-06-17,772.827
2005-06-20,771.754
2005-06-21,776.951
2005-06-22,775.674
2005-06-23,775.435
2005-06-24,772.021
2005-06-27,765.36
2005-06-28,770.458
2005-06-29,769.286
2005-06-30,765.228
2005-07-01,762.914
2005-07-04,766.593
2005-07-05,763.212
2005-07-06,762.259
2005-07-07,758.875
2005-07-08,756.961
2005-07-11,762.143
2005-07-12,768.275
2005-07-13,760.269
2005-07-14,762.199
2005-07-15,762.063
2005-07-18,765.472
2005-07-19,756.911
2005-07-20,757.784
2005-07-21,777.999
2005-07-22,770.76
2005-07-25,770.468
2005-07-26,765.834
2005-07-27,771.17
2005-07-28,772.323
2005-07-29,775.76
2005-08-01,777.977
2005-08-02,781.089
2005-08-03,783.09
2005-08-04,776.035
2005-08-05,759.829
2005-08-08,763.359
2005-08-09,772.637
2005-08-10,796.663
2005-08-11,809.186
2005-08-12,811.003
2005-08-15,813.878
2005-08-16,819.52
2005-08-17,815.061
2005-08-18,807.792
2005-08-19,804.037
2005-08-22,820.796
2005-08-23,820.473
2005-08-24,819.66
2005-08-25,818.409
2005-08-26,823.997
2005-08-29,810.091
2005-08-30,809.297
2005-08-31,811.029
2005-09-01,823.302
2005-09-02,828.279
2005-09-05,835.468
2005-09-06,826.96
2005-09-07,821.82
2005-09-08,813.147
2005-09-09,830.054
2005-09-12,836.113
2005-09-13,832.743
2005-09-14,836.687
2005-09-15,842.015
2005-09-16,836.461
2005-09-19,836.987
2005-09-20,851.678
2005-09-21,855.409
2005-09-22,855.308
2005-09-23,850.504
2005-09-26,867.776
2005-09-27,859.647
2005-09-28,871.33
2005-09-29,885.868
2005-09-30,872.179
2005-10-03,861.08
2005-10-04,865.625
2005-10-05,859.223
2005-10-06,843.783
2005-10-07,841.985
2005-10-10,838.596
2005-10-11,856.104
2005-10-12,860.352
2005-10-13,854.729
2005-10-14,855.675
2005-10-17,849.24
2005-10-18,840.088
2005-10-19,836.724
2005-10-20,842.399
2005-10-21,842.512
2005-10-24,842.356
2005-10-25,857.184
2005-10-26,859.577
2005-10-27,876.875
2005-10-28,875.236
2005-10-31,884.949
2005-11-01,894.7
2005-11-02,891.936
2005-11-03,889.651
2005-11-04,888.774
2005-11-07,892.89
2005-11-08,893.637
