Date,IRELAND IMI IMI (Large+Mid+Small Cap)
2005-04-29,547.261
2005-05-31,558.987
2005-06-30,580.798
2005-07-29,603.691
2005-08-31,599.554
2005-09-30,600.001
2005-10-31,574.243
2005-11-30,592.113
2005-12-30,632.707
2006-01-31,673.233
2006-02-28,696.065
2006-03-31,725.553
2006-04-28,748.433
2006-05-31,733.051
2006-06-30,722.784
2006-07-31,713.507
2006-08-31,778.292
2006-09-29,782.914
2006-10-31,821.294
2006-11-30,856.488
2006-12-29,926.849
2007-01-31,886.548
2007-02-28,919.765
2007-03-30,926.879
2007-04-30,957.991
2007-05-31,1000.0
2007-06-29,950.694
2007-07-31,875.856
2007-08-31,859.264
2007-09-28,840.224
2007-10-31,849.575
2007-11-30,790.444
2007-12-31,759.27
2008-01-31,746.108
2008-02-29,743.191
2008-03-31,754.813
2008-04-30,761.061
2008-05-30,736.573
2008-06-30,629.862
2008-07-31,525.359
2008-08-29,513.33
2008-09-30,387.046
2008-10-31,289.451
2008-11-28,237.185
2008-12-31,236.471
2009-01-30,215.605
2009-02-27,185.615
2009-03-31,212.527
2009-04-30,253.848
2009-05-29,279.926
2009-06-30,273.857
2009-07-31,289.391
2009-08-31,329.501
2009-09-30,367.09
2009-10-30,309.403
2009-11-30,310.751
2009-12-31,314.018
2010-01-29,300.125
2010-02-26,279.644
2010-03-31,312.489
2010-04-30,335.886
2010-05-31,265.133
2010-06-30,250.281
2010-07-30,271.065
2010-08-31,235.888
2010-09-30,253.263
2010-10-29,258.951
2010-11-30,235.242
2010-12-31,267.143
2011-01-31,271.284
2011-02-28,289.226
2011-03-31,286.839
2011-04-29,315.04
2011-05-31,299.812
2011-06-30,303.458
2011-07-29,282.348
2011-08-31,262.232
2011-09-30,239.235
2011-10-31,270.267
2011-11-30,265.201
2011-12-30,271.673
2012-01-31,282.852
2012-02-29,310.413
2012-03-30,315.485
2012-04-30,310.052
2012-05-31,276.149
2012-06-29,292.74
2012-07-31,282.668
2012-08-31,287.482
2012-09-28,307.62
2012-10-31,306.624
2012-11-30,313.596
2012-12-31,332.654
2013-01-31,355.01
2013-02-28,362.578
2013-03-29,382.119
2013-04-30,382.665
2013-05-31,388.832
2013-06-28,383.01
2013-07-31,410.235
2013-08-30,424.953
2013-09-30,445.009
2013-10-31,473.212
2013-11-29,488.324
2013-12-31,492.005
2014-01-31,497.493
2014-02-28,581.898
2014-03-31,542.66
2014-04-30,538.848
2014-05-30,525.049
2014-06-30,495.911
2014-07-31,481.026
2014-08-29,493.097
2014-09-30,480.089
2014-10-31,466.765
2014-11-28,501.689
2014-12-31,493.626
2015-01-30,481.41
2015-02-27,539.768
2015-03-31,522.83
2015-04-30,555.532
2015-05-29,558.769
2015-06-30,561.907
2015-07-31,590.458
2015-08-31,586.799
2015-09-30,555.939
2015-10-30,577.997
2015-11-30,591.08
2015-12-31,592.745
2016-01-29,556.337
2016-02-29,555.427
2016-03-31,587.043
2016-04-29,584.217
2016-05-31,597.606
2016-06-30,524.764
2016-07-29,547.724
2016-08-31,577.81
2016-09-30,564.844
2016-10-31,532.347
2016-11-30,540.499
2016-12-30,561.347
2017-01-31,572.989
2017-02-28,577.459
2017-03-31,594.592
2017-04-28,618.844
2017-05-31,633.248
2017-06-30,627.98
2017-07-31,629.554
2017-08-31,631.556
2017-09-29,670.233
2017-10-31,668.51
2017-11-30,664.908
2017-12-29,694.33
2018-01-31,713.818
2018-02-28,669.431
2018-03-30,672.867
2018-04-30,692.934
2018-05-31,707.309
2018-06-29,692.661
2018-07-31,685.668
2018-08-31,678.766
2018-09-28,655.724
2018-10-31,605.781
2018-11-30,575.746
2018-12-31,548.026
2019-01-31,579.604
2019-02-28,610.006
2019-03-29,610.656
2019-04-30,644.0
2019-05-31,609.106
2019-06-28,632.652
2019-07-31,617.664
2019-08-30,601.078
2019-09-30,623.589
2019-10-31,662.998
2019-11-29,698.029
2019-12-31,726.47
2020-01-31,695.632
2020-02-28,644.95
2020-03-31,539.14
2020-04-30,585.285
2020-05-29,626.524
2020-06-30,645.197
2020-07-31,699.747
2020-08-31,741.752
2020-09-30,727.975
2020-10-30,725.88
2020-11-30,809.763
2020-12-31,844.744
2021-01-29,812.0
2021-02-26,824.177
2021-03-31,900.379
2021-04-30,917.66
2021-05-31,947.691
2021-06-30,925.702
2021-07-30,940.242
2021-08-31,1000.156
2021-09-30,930.851
2021-10-29,943.292
2021-11-30,853.91
2021-12-31,931.469
2022-01-31,879.11
2022-02-28,839.837
2022-03-31,769.142
2022-04-29,739.239
2022-05-31,749.04
2022-06-30,632.573
2022-07-29,668.631
2022-08-31,683.167
2022-09-30,603.072
2022-10-31,669.662
2022-11-30,725.879
2022-12-30,732.43
2023-01-31,825.045
2023-02-28,839.912
2023-03-31,886.943
2023-04-28,913.988
2023-05-31,876.109
2023-06-30,926.195
2023-07-31,989.133
2023-08-31,955.133
2023-09-29,859.337
2023-10-31,806.224
2023-11-30,861.415
2023-12-29,916.842
2024-01-31,964.826
2024-02-29,993.277
2024-03-29,1053.661
2024-04-30,1059.727
2024-05-31,1131.389
2024-06-28,1045.963
2024-07-31,1149.266
2024-08-30,1159.927
2024-09-30,1178.646
2024-10-31,1093.434
2024-11-29,1035.555
2024-12-31,1035.693
2025-01-31,1084.965
2025-02-28,1192.557
2025-03-31,1174.964
2025-04-30,1232.728
2025-05-30,1350.639
2025-06-30,1392.82
2025-07-31,1348.417
2025-08-29,1371.009
