Date,IRELAND IMI IMI (Large+Mid+Small Cap)
2002-04-26,321.62
2002-04-29,323.903
2002-04-30,323.728
2002-05-01,324.658
2002-05-02,326.131
2002-05-03,332.455
2002-05-06,333.566
2002-05-07,328.551
2002-05-08,330.561
2002-05-09,332.902
2002-05-10,334.589
2002-05-13,335.332
2002-05-14,332.664
2002-05-15,336.163
2002-05-16,333.641
2002-05-17,338.786
2002-05-20,339.997
2002-05-21,334.771
2002-05-22,339.094
2002-05-23,338.333
2002-05-24,336.719
2002-05-27,338.095
2002-05-28,339.918
2002-05-29,343.042
2002-05-30,343.064
2002-05-31,342.829
2002-06-03,344.205
2002-06-04,343.424
2002-06-05,342.128
2002-06-06,345.328
2002-06-07,339.991
2002-06-10,341.404
2002-06-11,340.366
2002-06-12,336.252
2002-06-13,335.18
2002-06-14,327.334
2002-06-17,325.687
2002-06-18,327.039
2002-06-19,327.733
2002-06-20,324.764
2002-06-21,327.478
2002-06-24,328.883
2002-06-25,328.91
2002-06-26,324.394
2002-06-27,320.737
2002-06-28,326.028
2002-07-01,321.631
2002-07-02,313.085
2002-07-03,298.637
2002-07-04,301.392
2002-07-05,304.29
2002-07-08,307.519
2002-07-09,312.54
2002-07-10,306.531
2002-07-11,299.835
2002-07-12,304.12
2002-07-15,302.651
2002-07-16,302.523
2002-07-17,305.777
2002-07-18,308.628
2002-07-19,305.971
2002-07-22,297.646
2002-07-23,286.85
2002-07-24,270.836
2002-07-25,280.502
2002-07-26,277.638
2002-07-29,280.386
2002-07-30,281.487
2002-07-31,287.881
2002-08-01,289.722
2002-08-02,290.266
2002-08-05,286.342
2002-08-06,283.971
2002-08-07,288.473
2002-08-08,288.69
2002-08-09,290.751
2002-08-12,293.424
2002-08-13,300.675
2002-08-14,304.671
2002-08-15,309.383
2002-08-16,309.479
2002-08-19,305.937
2002-08-20,302.195
2002-08-21,305.397
2002-08-22,304.601
2002-08-23,302.634
2002-08-26,303.96
2002-08-27,305.517
2002-08-28,302.177
2002-08-29,299.405
2002-08-30,301.018
2002-09-02,298.32
2002-09-03,292.202
2002-09-04,289.006
2002-09-05,285.794
2002-09-06,287.044
2002-09-09,288.071
2002-09-10,290.042
2002-09-11,294.826
2002-09-12,289.526
2002-09-13,285.747
2002-09-16,285.368
2002-09-17,289.088
2002-09-18,282.087
2002-09-19,279.509
2002-09-20,280.091
2002-09-23,273.12
2002-09-24,265.922
2002-09-25,265.38
2002-09-26,272.961
2002-09-27,269.995
2002-09-30,261.514
2002-10-01,262.196
2002-10-02,266.865
2002-10-03,264.196
2002-10-04,260.383
2002-10-07,253.7
2002-10-08,251.376
2002-10-09,245.397
2002-10-10,247.377
2002-10-11,261.204
2002-10-14,260.1
2002-10-15,269.197
2002-10-16,265.596
2002-10-17,268.879
2002-10-18,273.375
2002-10-21,274.563
2002-10-22,277.039
2002-10-23,274.215
2002-10-24,279.557
2002-10-25,278.847
2002-10-28,284.082
2002-10-29,279.529
2002-10-30,278.725
2002-10-31,291.649
2002-11-01,295.316
2002-11-04,306.033
2002-11-05,301.994
2002-11-06,297.209
2002-11-07,298.851
2002-11-08,297.45
2002-11-11,296.76
2002-11-12,301.465
2002-11-13,301.117
2002-11-14,298.061
2002-11-15,300.181
2002-11-18,303.55
2002-11-19,303.458
2002-11-20,297.73
2002-11-21,300.39
2002-11-22,295.662
2002-11-25,295.593
2002-11-26,294.013
2002-11-27,295.99
2002-11-28,299.769
2002-11-29,303.691
2002-12-02,304.805
2002-12-03,299.756
2002-12-04,301.327
2002-12-05,294.742
2002-12-06,294.314
2002-12-09,288.526
2002-12-10,290.636
2002-12-11,295.688
2002-12-12,289.709
2002-12-13,283.761
2002-12-16,284.428
2002-12-17,286.241
2002-12-18,280.564
2002-12-19,281.472
2002-12-20,284.41
2002-12-23,283.273
2002-12-24,284.313
2002-12-25,284.313
2002-12-26,285.03
2002-12-27,286.003
2002-12-30,288.62
2002-12-31,288.142
2003-01-01,288.142
2003-01-02,293.763
2003-01-03,298.838
2003-01-06,302.975
2003-01-07,301.69
2003-01-08,298.987
2003-01-09,301.53
2003-01-10,305.684
2003-01-13,305.077
2003-01-14,305.777
2003-01-15,300.631
2003-01-16,300.262
2003-01-17,299.815
2003-01-20,301.65
2003-01-21,301.386
2003-01-22,299.691
2003-01-23,298.288
2003-01-24,298.582
2003-01-27,291.244
2003-01-28,290.21
2003-01-29,287.886
2003-01-30,295.188
2003-01-31,296.116
2003-02-03,303.601
2003-02-04,297.555
2003-02-05,293.979
2003-02-06,289.782
2003-02-07,286.141
2003-02-10,286.134
2003-02-11,287.648
2003-02-12,285.849
2003-02-13,291.447
2003-02-14,292.518
2003-02-17,292.424
2003-02-18,293.638
2003-02-19,293.58
2003-02-20,298.206
2003-02-21,296.008
2003-02-24,291.961
2003-02-25,283.317
2003-02-26,282.93
2003-02-27,281.22
2003-02-28,286.661
2003-03-03,289.581
2003-03-04,293.922
2003-03-05,293.161
2003-03-06,294.176
2003-03-07,297.708
2003-03-10,299.512
2003-03-11,296.167
2003-03-12,293.468
2003-03-13,295.511
2003-03-14,296.144
2003-03-17,294.2
2003-03-18,296.941
2003-03-19,298.514
2003-03-20,298.092
2003-03-21,303.212
2003-03-24,303.005
2003-03-25,299.936
2003-03-26,304.295
2003-03-27,303.331
2003-03-28,300.283
2003-03-31,301.733
2003-04-01,304.405
2003-04-02,300.707
2003-04-03,301.345
2003-04-04,302.711
2003-04-07,303.604
2003-04-08,302.973
2003-04-09,305.087
2003-04-10,305.611
2003-04-11,305.258
2003-04-14,307.761
2003-04-15,311.985
2003-04-16,318.087
2003-04-17,318.45
2003-04-18,318.468
2003-04-21,317.095
2003-04-22,319.872
2003-04-23,326.069
2003-04-24,327.192
2003-04-25,325.262
2003-04-28,327.071
2003-04-29,329.404
2003-04-30,333.388
2003-05-01,334.809
2003-05-02,339.68
2003-05-05,341.435
2003-05-06,350.421
2003-05-07,350.215
2003-05-08,349.256
2003-05-09,350.154
2003-05-12,352.931
2003-05-13,350.289
2003-05-14,346.99
2003-05-15,349.591
2003-05-16,353.289
2003-05-19,348.91
2003-05-20,348.166
2003-05-21,348.31
2003-05-22,353.305
2003-05-23,356.641
2003-05-26,359.433
2003-05-27,357.039
2003-05-28,350.387
2003-05-29,350.552
2003-05-30,349.117
2003-06-02,347.811
2003-06-03,359.201
2003-06-04,359.701
2003-06-05,365.394
2003-06-06,360.209
2003-06-09,359.864
2003-06-10,351.276
2003-06-11,351.849
2003-06-12,355.057
2003-06-13,358.779
2003-06-16,364.048
2003-06-17,370.04
2003-06-18,363.961
2003-06-19,357.768
2003-06-20,357.861
2003-06-23,351.557
2003-06-24,351.384
2003-06-25,355.843
2003-06-26,344.6
2003-06-27,342.431
2003-06-30,345.861
2003-07-01,347.725
2003-07-02,346.648
2003-07-03,347.594
2003-07-04,346.164
2003-07-07,345.685
2003-07-08,342.178
2003-07-09,342.737
2003-07-10,348.132
2003-07-11,348.537
2003-07-14,350.747
2003-07-15,350.397
2003-07-16,345.109
2003-07-17,345.624
2003-07-18,348.998
2003-07-21,351.467
2003-07-22,352.708
2003-07-23,353.178
2003-07-24,351.25
2003-07-25,350.426
2003-07-28,351.16
2003-07-29,349.487
2003-07-30,349.595
2003-07-31,347.903
2003-08-01,348.772
2003-08-04,350.72
2003-08-05,347.178
2003-08-06,345.872
2003-08-07,352.083
2003-08-08,348.114
2003-08-11,349.38
2003-08-12,348.042
2003-08-13,349.575
2003-08-14,349.754
2003-08-15,349.801
2003-08-18,348.104
2003-08-19,349.246
2003-08-20,349.738
2003-08-21,347.44
2003-08-22,343.172
2003-08-25,347.646
2003-08-26,344.125
2003-08-27,347.431
2003-08-28,349.398
2003-08-29,355.584
2003-09-01,356.687
2003-09-02,348.406
2003-09-03,348.568
2003-09-04,350.518
2003-09-05,358.276
2003-09-08,362.731
2003-09-09,363.872
2003-09-10,361.725
2003-09-11,358.626
2003-09-12,362.394
2003-09-15,364.591
2003-09-16,365.022
2003-09-17,374.239
2003-09-18,375.395
2003-09-19,374.277
2003-09-22,381.104
2003-09-23,376.571
2003-09-24,373.992
2003-09-25,369.569
2003-09-26,367.763
2003-09-29,367.193
2003-09-30,367.79
2003-10-01,370.214
2003-10-02,368.197
2003-10-03,369.934
2003-10-06,373.509
2003-10-07,377.711
2003-10-08,379.527
2003-10-09,381.679
2003-10-10,382.091
2003-10-13,379.606
2003-10-14,383.175
2003-10-15,385.279
2003-10-16,384.083
2003-10-17,381.54
2003-10-20,381.819
2003-10-21,383.81
2003-10-22,385.388
2003-10-23,382.54
2003-10-24,383.381
2003-10-27,382.284
2003-10-28,381.948
2003-10-29,386.108
2003-10-30,387.088
2003-10-31,382.957
2003-11-03,378.675
2003-11-04,379.277
2003-11-05,375.487
2003-11-06,374.365
2003-11-07,380.04
2003-11-10,379.652
2003-11-11,380.844
2003-11-12,384.418
2003-11-13,386.83
2003-11-14,389.105
2003-11-17,384.589
2003-11-18,386.631
2003-11-19,386.02
2003-11-20,382.872
2003-11-21,382.739
2003-11-24,378.796
2003-11-25,382.234
2003-11-26,388.532
2003-11-27,390.309
2003-11-28,393.854
2003-12-01,399.299
2003-12-02,403.866
2003-12-03,405.475
2003-12-04,405.229
2003-12-05,406.109
2003-12-08,411.262
2003-12-09,412.816
2003-12-10,408.865
2003-12-11,406.158
2003-12-12,411.127
2003-12-15,414.986
2003-12-16,412.318
2003-12-17,415.742
2003-12-18,418.951
2003-12-19,421.354
2003-12-22,423.974
2003-12-23,425.876
2003-12-24,427.076
2003-12-25,427.076
2003-12-26,426.905
2003-12-29,429.867
2003-12-30,433.534
2003-12-31,436.479
2004-01-01,436.479
2004-01-02,440.57
2004-01-05,446.867
2004-01-06,447.968
2004-01-07,447.946
2004-01-08,454.594
2004-01-09,461.531
2004-01-12,463.095
2004-01-13,463.134
2004-01-14,470.278
2004-01-15,469.749
2004-01-16,459.756
2004-01-19,459.708
2004-01-20,466.521
2004-01-21,469.025
2004-01-22,477.619
2004-01-23,474.488
2004-01-26,468.109
2004-01-27,467.642
2004-01-28,460.514
2004-01-29,454.431
2004-01-30,453.346
2004-02-02,451.224
2004-02-03,455.227
2004-02-04,454.153
2004-02-05,455.78
2004-02-06,461.971
2004-02-09,466.348
2004-02-10,461.262
2004-02-11,459.318
2004-02-12,461.194
2004-02-13,459.11
2004-02-16,459.057
2004-02-17,460.823
2004-02-18,469.839
2004-02-19,471.621
2004-02-20,460.938
2004-02-23,465.808
2004-02-24,456.784
2004-02-25,453.743
2004-02-26,448.872
2004-02-27,450.988
2004-03-01,459.872
2004-03-02,458.981
2004-03-03,454.161
2004-03-04,456.846
2004-03-05,464.837
2004-03-08,463.516
2004-03-09,465.559
2004-03-10,455.214
2004-03-11,449.18
2004-03-12,446.861
2004-03-15,445.577
2004-03-16,449.762
2004-03-17,449.994
2004-03-18,458.635
2004-03-19,460.439
2004-03-22,453.488
2004-03-23,454.613
2004-03-24,450.558
2004-03-25,457.569
2004-03-26,452.811
2004-03-29,454.1
2004-03-30,455.409
2004-03-31,459.48
2004-04-01,466.613
2004-04-02,468.162
2004-04-05,463.483
2004-04-06,469.91
2004-04-07,474.857
2004-04-08,469.326
2004-04-09,469.326
2004-04-12,467.801
2004-04-13,464.981
2004-04-14,462.439
2004-04-15,460.435
2004-04-16,462.872
2004-04-19,465.835
2004-04-20,467.171
2004-04-21,463.257
2004-04-22,468.604
2004-04-23,473.876
2004-04-26,474.063
2004-04-27,475.321
2004-04-28,467.727
2004-04-29,471.477
2004-04-30,464.399
2004-05-03,463.121
2004-05-04,466.67
2004-05-05,464.581
2004-05-06,461.383
2004-05-07,458.727
2004-05-10,441.026
2004-05-11,447.4
2004-05-12,444.527
2004-05-13,448.815
2004-05-14,446.528
2004-05-17,450.098
2004-05-18,451.639
2004-05-19,460.179
2004-05-20,449.389
2004-05-21,454.059
2004-05-24,451.979
2004-05-25,455.429
2004-05-26,462.383
2004-05-27,469.646
2004-05-28,463.275
2004-05-31,467.051
2004-06-01,467.662
2004-06-02,471.019
2004-06-03,472.275
2004-06-04,475.634
2004-06-07,478.468
2004-06-08,479.33
2004-06-09,471.529
2004-06-10,471.26
2004-06-11,469.052
2004-06-14,467.408
2004-06-15,469.462
2004-06-16,468.981
2004-06-17,471.241
2004-06-18,475.945
2004-06-21,473.401
2004-06-22,476.539
2004-06-23,476.299
2004-06-24,480.641
2004-06-25,479.383
2004-06-28,489.048
2004-06-29,486.206
2004-06-30,489.921
2004-07-01,486.448
2004-07-02,492.74
2004-07-05,488.593
2004-07-06,487.739
2004-07-07,493.911
2004-07-08,498.093
2004-07-09,498.41
2004-07-12,498.282
2004-07-13,492.154
2004-07-14,494.927
2004-07-15,492.289
2004-07-16,496.064
2004-07-19,495.107
2004-07-20,490.455
2004-07-21,489.815
2004-07-22,480.343
2004-07-23,477.295
2004-07-26,479.901
2004-07-27,468.123
2004-07-28,473.566
2004-07-29,476.776
2004-07-30,477.767
2004-08-02,478.592
2004-08-03,480.686
2004-08-04,478.345
2004-08-05,479.286
2004-08-06,476.902
2004-08-09,474.025
2004-08-10,474.288
2004-08-11,477.248
2004-08-12,484.86
2004-08-13,487.208
2004-08-16,491.714
2004-08-17,495.618
2004-08-18,489.729
2004-08-19,494.408
2004-08-20,493.112
2004-08-23,491.251
2004-08-24,488.555
2004-08-25,486.833
2004-08-26,491.496
2004-08-27,491.572
2004-08-30,491.291
2004-08-31,494.828
2004-09-01,505.66
2004-09-02,504.13
2004-09-03,501.761
2004-09-06,503.078
2004-09-07,506.84
2004-09-08,509.673
2004-09-09,509.463
2004-09-10,513.91
2004-09-13,513.504
2004-09-14,519.139
2004-09-15,514.436
2004-09-16,514.075
2004-09-17,517.848
2004-09-20,517.762
2004-09-21,524.013
2004-09-22,521.196
2004-09-23,519.713
2004-09-24,517.761
2004-09-27,518.141
2004-09-28,518.718
2004-09-29,522.102
2004-09-30,521.071
2004-10-01,522.73
2004-10-04,522.785
2004-10-05,526.105
2004-10-06,523.921
2004-10-07,521.697
2004-10-08,523.18
2004-10-11,523.84
2004-10-12,519.2
2004-10-13,515.414
2004-10-14,518.296
2004-10-15,521.384
2004-10-18,523.458
2004-10-19,527.256
2004-10-20,527.293
2004-10-21,528.986
2004-10-22,536.618
2004-10-25,538.599
2004-10-26,538.322
2004-10-27,542.052
2004-10-28,545.991
2004-10-29,539.151
2004-11-01,544.795
2004-11-02,544.503
2004-11-03,554.231
2004-11-04,555.306
2004-11-05,564.727
2004-11-08,569.51
2004-11-09,569.852
2004-11-10,573.451
2004-11-11,572.959
2004-11-12,580.506
2004-11-15,590.815
2004-11-16,584.839
2004-11-17,587.807
2004-11-18,585.849
2004-11-19,582.831
2004-11-22,582.004
2004-11-23,583.531
2004-11-24,587.68
2004-11-25,590.351
2004-11-26,590.359
2004-11-29,595.782
2004-11-30,588.02
2004-12-01,595.083
2004-12-02,598.768
2004-12-03,605.931
2004-12-06,606.788
2004-12-07,603.148
2004-12-08,597.8
2004-12-09,600.361
2004-12-10,601.366
2004-12-13,605.889
2004-12-14,608.04
2004-12-15,616.077
2004-12-16,611.739
2004-12-17,609.358
2004-12-20,614.532
2004-12-21,611.026
2004-12-22,614.298
2004-12-23,618.109
2004-12-24,619.711
2004-12-27,623.58
2004-12-28,622.687
2004-12-29,627.088
2004-12-30,629.802
2004-12-31,628.879
2005-01-03,622.795
2005-01-04,624.728
2005-01-05,620.011
2005-01-06,618.643
2005-01-07,618.529
2005-01-10,624.912
2005-01-11,625.069
2005-01-12,633.045
2005-01-13,631.619
2005-01-14,625.176
2005-01-17,631.6
2005-01-18,628.724
2005-01-19,632.857
2005-01-20,627.525
2005-01-21,625.885
2005-01-24,623.722
2005-01-25,622.597
2005-01-26,625.834
2005-01-27,627.023
2005-01-28,621.266
2005-01-31,614.731
2005-02-01,622.583
2005-02-02,623.696
2005-02-03,623.728
2005-02-04,627.762
2005-02-07,623.761
2005-02-08,618.692
2005-02-09,624.487
2005-02-10,632.002
2005-02-11,639.033
2005-02-14,645.388
2005-02-15,649.225
2005-02-16,648.665
2005-02-17,655.826
2005-02-18,654.786
2005-02-21,653.898
2005-02-22,660.906
2005-02-23,650.14
2005-02-24,647.584
2005-02-25,649.136
2005-02-28,607.751
2005-03-01,610.624
2005-03-02,604.62
2005-03-03,604.807
2005-03-04,608.814
2005-03-07,602.586
2005-03-08,608.967
2005-03-09,604.798
2005-03-10,601.123
2005-03-11,601.879
2005-03-14,594.904
2005-03-15,596.424
2005-03-16,594.88
2005-03-17,597.517
2005-03-18,595.013
2005-03-21,591.057
2005-03-22,591.383
2005-03-23,581.949
2005-03-24,583.283
2005-03-25,583.283
2005-03-28,579.19
2005-03-29,577.531
2005-03-30,575.012
2005-03-31,568.14
2005-04-01,570.587
2005-04-04,565.854
2005-04-05,569.74
2005-04-06,576.105
2005-04-07,577.345
2005-04-08,577.065
2005-04-11,581.523
2005-04-12,577.266
2005-04-13,583.761
2005-04-14,577.36
2005-04-15,576.463
2005-04-18,570.933
2005-04-19,574.431
2005-04-20,575.967
2005-04-21,575.982
2005-04-22,573.305
2005-04-25,566.269
2005-04-26,563.594
2005-04-27,555.794
2005-04-28,548.815
2005-04-29,552.206
2005-05-02,549.168
2005-05-03,557.605
2005-05-04,570.841
2005-05-05,579.404
2005-05-06,573.225
2005-05-09,569.816
2005-05-10,571.501
2005-05-11,566.32
2005-05-12,565.751
2005-05-13,560.945
2005-05-16,560.282
2005-05-17,563.403
2005-05-18,572.435
2005-05-19,573.139
2005-05-20,568.791
2005-05-23,575.957
2005-05-24,576.409
2005-05-25,577.058
2005-05-26,575.763
2005-05-27,577.05
2005-05-30,576.584
2005-05-31,564.037
2005-06-01,568.088
2005-06-02,566.464
2005-06-03,566.951
2005-06-06,567.366
2005-06-07,570.979
2005-06-08,571.866
2005-06-09,563.914
2005-06-10,564.299
2005-06-13,564.044
2005-06-14,566.038
2005-06-15,569.398
2005-06-16,569.486
2005-06-17,581.934
2005-06-20,574.073
2005-06-21,575.264
2005-06-22,576.734
2005-06-23,576.271
2005-06-24,578.665
2005-06-27,580.787
2005-06-28,578.969
2005-06-29,580.537
2005-06-30,586.045
2005-07-01,580.919
2005-07-04,577.24
2005-07-05,574.23
2005-07-06,576.972
2005-07-07,573.108
2005-07-08,575.965
2005-07-11,586.771
2005-07-12,592.436
2005-07-13,588.821
2005-07-14,590.037
2005-07-15,587.031
2005-07-18,590.767
2005-07-19,597.24
2005-07-20,595.983
2005-07-21,607.23
2005-07-22,610.749
2005-07-25,606.227
2005-07-26,602.624
2005-07-27,605.986
2005-07-28,607.317
2005-07-29,609.09
2005-08-01,615.642
2005-08-02,615.246
2005-08-03,617.594
2005-08-04,613.93
2005-08-05,613.847
2005-08-08,616.244
2005-08-09,616.647
2005-08-10,623.061
2005-08-11,624.497
2005-08-12,620.481
2005-08-15,612.953
2005-08-16,612.577
2005-08-17,609.122
2005-08-18,600.172
2005-08-19,597.937
2005-08-22,602.36
2005-08-23,601.237
2005-08-24,601.084
2005-08-25,600.898
2005-08-26,603.54
2005-08-29,603.032
2005-08-30,596.3
2005-08-31,604.584
2005-09-01,614.845
2005-09-02,623.797
2005-09-05,621.931
2005-09-06,628.78
2005-09-07,626.008
2005-09-08,624.809
2005-09-09,623.098
2005-09-12,611.16
2005-09-13,605.791
2005-09-14,607.861
2005-09-15,602.212
2005-09-16,597.322
2005-09-19,595.683
2005-09-20,599.763
2005-09-21,596.686
2005-09-22,587.665
2005-09-23,589.811
2005-09-26,594.435
2005-09-27,592.652
2005-09-28,597.971
2005-09-29,597.705
2005-09-30,604.862
2005-10-03,597.924
2005-10-04,604.822
2005-10-05,606.569
2005-10-06,610.237
2005-10-07,609.018
2005-10-10,602.282
2005-10-11,599.118
2005-10-12,596.49
2005-10-13,584.828
2005-10-14,588.989
2005-10-17,587.274
2005-10-18,579.398
2005-10-19,570.386
2005-10-20,571.477
2005-10-21,563.227
2005-10-24,570.244
2005-10-25,580.592
2005-10-26,580.73
2005-10-27,575.439
2005-10-28,574.62
2005-10-31,578.751
2005-11-01,585.312
2005-11-02,592.034
2005-11-03,593.932
2005-11-04,578.506
2005-11-07,582.251
2005-11-08,581.92
