Date,EM (EMERGING MARKETS) IMI GROWTH IMI (Large+Mid+Small Cap)
2002-02-28,318.441
2002-03-29,338.318
2002-04-30,336.037
2002-05-31,327.062
2002-06-28,298.268
2002-07-31,274.112
2002-08-30,278.854
2002-09-30,248.171
2002-10-31,266.373
2002-11-29,284.378
2002-12-31,271.587
2003-01-31,269.448
2003-02-28,261.453
2003-03-31,253.504
2003-04-30,273.744
2003-05-30,293.925
2003-06-30,311.75
2003-07-31,331.707
2003-08-29,353.433
2003-09-30,356.095
2003-10-31,380.903
2003-11-28,385.029
2003-12-31,406.909
2004-01-30,422.363
2004-02-27,439.411
2004-03-31,442.089
2004-04-30,406.171
2004-05-31,400.409
2004-06-30,396.702
2004-07-30,383.415
2004-08-31,400.771
2004-09-30,422.412
2004-10-29,431.51
2004-11-30,471.629
2004-12-31,495.498
2005-01-31,497.681
2005-02-28,537.219
2005-03-31,503.706
2005-04-29,487.668
2005-05-31,508.78
2005-06-30,523.632
2005-07-29,560.087
2005-08-31,563.998
2005-09-30,613.604
2005-10-31,577.352
2005-11-30,628.963
2005-12-30,671.128
2006-01-31,742.111
2006-02-28,740.504
2006-03-31,746.142
2006-04-28,797.166
2006-05-31,714.061
2006-06-30,705.003
2006-07-31,715.983
2006-08-31,743.632
2006-09-29,751.239
2006-10-31,784.236
2006-11-30,842.233
2006-12-29,882.858
2007-01-31,876.564
2007-02-28,874.242
2007-03-30,906.504
2007-04-30,958.068
2007-05-31,1000.0
2007-06-29,1044.571
2007-07-31,1104.267
2007-08-31,1070.94
2007-09-28,1186.15
2007-10-31,1311.205
2007-11-30,1212.017
2007-12-31,1211.346
2008-01-31,1031.303
2008-02-29,1121.204
2008-03-31,1054.542
2008-04-30,1131.214
2008-05-30,1153.328
2008-06-30,1028.369
2008-07-31,989.74
2008-08-29,904.354
2008-09-30,736.655
2008-10-31,530.199
2008-11-28,483.599
2008-12-31,522.541
2009-01-30,492.759
2009-02-27,470.883
2009-03-31,535.679
2009-04-30,624.824
2009-05-29,731.031
2009-06-30,720.832
2009-07-31,802.03
2009-08-31,799.408
2009-09-30,870.197
2009-10-30,870.192
2009-11-30,912.1
2009-12-31,951.945
2010-01-29,897.028
2010-02-26,900.744
2010-03-31,977.836
2010-04-30,990.107
2010-05-31,900.773
2010-06-30,894.079
2010-07-30,969.967
2010-08-31,957.09
2010-09-30,1068.351
2010-10-29,1101.594
2010-11-30,1075.457
2010-12-31,1143.438
2011-01-31,1106.793
2011-02-28,1087.717
2011-03-31,1152.195
2011-04-29,1197.435
2011-05-31,1168.056
2011-06-30,1148.871
2011-07-29,1150.471
2011-08-31,1041.998
2011-09-30,880.815
2011-10-31,997.96
2011-11-30,928.216
2011-12-30,916.571
2012-01-31,1002.842
2012-02-29,1069.514
2012-03-30,1045.041
2012-04-30,1043.055
2012-05-31,929.29
2012-06-29,962.078
2012-07-31,984.289
2012-08-31,986.827
2012-09-28,1044.011
2012-10-31,1039.78
2012-11-30,1063.758
2012-12-31,1109.249
2013-01-31,1123.024
2013-02-28,1121.724
2013-03-29,1107.879
2013-04-30,1124.899
2013-05-31,1107.34
2013-06-28,1036.345
2013-07-31,1039.789
2013-08-30,1015.923
2013-09-30,1081.875
2013-10-31,1139.805
2013-11-29,1127.935
2013-12-31,1113.164
2014-01-31,1048.078
2014-02-28,1096.305
2014-03-31,1119.275
2014-04-30,1119.926
2014-05-30,1159.01
2014-06-30,1187.084
2014-07-31,1199.098
2014-08-29,1226.338
2014-09-30,1149.574
2014-10-31,1166.002
2014-11-28,1159.882
2014-12-31,1114.326
2015-01-30,1134.477
2015-02-27,1166.536
2015-03-31,1160.333
2015-04-30,1235.173
2015-05-29,1198.397
2015-06-30,1165.5
2015-07-31,1088.127
2015-08-31,994.324
2015-09-30,971.952
2015-10-30,1040.362
2015-11-30,1015.468
2015-12-31,999.555
2016-01-29,933.296
2016-02-29,923.884
2016-03-31,1029.393
2016-04-29,1028.396
2016-05-31,1009.941
2016-06-30,1045.117
2016-07-29,1092.494
2016-08-31,1123.811
2016-09-30,1143.615
2016-10-31,1129.943
2016-11-30,1063.992
2016-12-30,1060.467
2017-01-31,1124.426
2017-02-28,1155.35
2017-03-31,1193.905
2017-04-28,1233.537
2017-05-31,1274.603
2017-06-30,1297.157
2017-07-31,1377.028
2017-08-31,1408.363
2017-09-29,1421.209
2017-10-31,1473.83
2017-11-30,1491.815
2017-12-29,1537.821
2018-01-31,1654.947
2018-02-28,1581.802
2018-03-30,1556.87
2018-04-30,1531.344
2018-05-31,1498.393
2018-06-29,1446.533
2018-07-31,1453.82
2018-08-31,1408.445
2018-09-28,1369.882
2018-10-31,1228.274
2018-11-30,1295.617
2018-12-31,1257.641
2019-01-31,1370.306
2019-02-28,1382.3
2019-03-29,1402.621
2019-04-30,1440.945
2019-05-31,1315.254
2019-06-28,1405.132
2019-07-31,1407.178
2019-08-30,1352.262
2019-09-30,1375.428
2019-10-31,1443.064
2019-11-29,1446.701
2019-12-31,1558.606
2020-01-31,1516.847
2020-02-28,1448.842
2020-03-31,1241.997
2020-04-30,1368.951
2020-05-29,1394.399
2020-06-30,1525.484
2020-07-31,1699.39
2020-08-31,1760.61
2020-09-30,1741.729
2020-10-30,1793.843
2020-11-30,1918.431
2020-12-31,2041.813
2021-01-29,2140.849
2021-02-26,2132.809
2021-03-31,2069.291
2021-04-30,2131.255
2021-05-31,2151.961
2021-06-30,2177.412
2021-07-30,2008.956
2021-08-31,2055.12
2021-09-30,1961.6
2021-10-29,1991.972
2021-11-30,1917.147
2021-12-31,1933.682
2022-01-31,1867.97
2022-02-28,1791.562
2022-03-31,1743.934
2022-04-29,1646.369
2022-05-31,1643.514
2022-06-30,1521.476
2022-07-29,1531.993
2022-08-31,1546.824
2022-09-30,1350.153
2022-10-31,1297.251
2022-11-30,1496.137
2022-12-30,1476.308
2023-01-31,1599.221
2023-02-28,1490.111
2023-03-31,1540.057
2023-04-28,1505.176
2023-05-31,1488.247
2023-06-30,1544.746
2023-07-31,1637.873
2023-08-31,1544.588
2023-09-29,1484.159
2023-10-31,1423.855
2023-11-30,1556.82
2023-12-29,1599.604
2024-01-31,1516.374
2024-02-29,1594.823
2024-03-29,1647.948
2024-04-30,1654.611
2024-05-31,1658.152
2024-06-28,1731.627
2024-07-31,1729.566
2024-08-30,1759.659
2024-09-30,1882.758
2024-10-31,1813.493
2024-11-29,1748.538
2024-12-31,1754.721
2025-01-31,1778.217
2025-02-28,1767.991
2025-03-31,1762.279
2025-04-30,1798.797
2025-05-30,1889.895
2025-06-30,2022.445
2025-07-31,2065.077
