Date,ACWI IMI GROWTH IMI (Large+Mid+Small Cap)
2011-06-30,1007.293
2011-07-29,1000.072
2011-08-31,927.026
2011-09-30,829.291
2011-10-31,924.835
2011-11-30,899.548
2011-12-30,888.641
2012-01-31,946.783
2012-02-29,996.941
2012-03-30,1006.856
2012-04-30,1002.064
2012-05-31,912.285
2012-06-29,947.389
2012-07-31,960.973
2012-08-31,985.689
2012-09-28,1014.7
2012-10-31,1000.786
2012-11-30,1020.732
2012-12-31,1036.888
2013-01-31,1078.621
2013-02-28,1084.168
2013-03-29,1108.455
2013-04-30,1131.333
2013-05-31,1132.247
2013-06-28,1098.228
2013-07-31,1152.489
2013-08-30,1133.476
2013-09-30,1198.514
2013-10-31,1240.766
2013-11-29,1261.806
2013-12-31,1286.876
2014-01-31,1239.034
2014-02-28,1304.915
2014-03-31,1295.581
2014-04-30,1295.376
2014-05-30,1328.427
2014-06-30,1356.521
2014-07-31,1333.968
2014-08-29,1370.64
2014-09-30,1325.619
2014-10-31,1341.889
2014-11-28,1371.844
2014-12-31,1349.148
2015-01-30,1340.68
2015-02-27,1420.863
2015-03-31,1410.002
2015-04-30,1438.575
2015-05-29,1446.452
2015-06-30,1421.144
2015-07-31,1441.563
2015-08-31,1343.408
2015-09-30,1294.743
2015-10-30,1395.007
2015-11-30,1392.875
2015-12-31,1370.205
2016-01-29,1280.402
2016-02-29,1271.771
2016-03-31,1365.015
2016-04-29,1375.482
2016-05-31,1386.27
2016-06-30,1376.856
2016-07-29,1442.658
2016-08-31,1438.347
2016-09-30,1452.963
2016-10-31,1408.273
2016-11-30,1405.227
2016-12-30,1421.281
2017-01-31,1473.905
2017-02-28,1518.969
2017-03-31,1546.417
2017-04-28,1585.668
2017-05-31,1635.637
2017-06-30,1634.238
2017-07-31,1681.675
2017-08-31,1700.887
2017-09-29,1729.816
2017-10-31,1778.556
2017-11-30,1816.363
2017-12-29,1844.062
2018-01-31,1959.027
2018-02-28,1892.54
2018-03-30,1857.827
2018-04-30,1868.779
2018-05-31,1908.07
2018-06-29,1900.655
2018-07-31,1941.773
2018-08-31,1987.811
2018-09-28,1981.492
2018-10-31,1791.459
2018-11-30,1812.239
2018-12-31,1682.904
2019-01-31,1828.864
2019-02-28,1889.431
2019-03-29,1927.396
2019-04-30,2003.085
2019-05-31,1888.123
2019-06-28,2017.333
2019-07-31,2038.001
2019-08-30,2006.129
2019-09-30,2017.696
2019-10-31,2081.62
2019-11-29,2148.704
2019-12-31,2224.057
2020-01-31,2241.77
2020-02-28,2082.449
2020-03-31,1847.491
2020-04-30,2081.162
2020-05-29,2211.626
2020-06-30,2320.406
2020-07-31,2489.344
2020-08-31,2678.135
2020-09-30,2594.839
2020-10-30,2536.572
2020-11-30,2805.633
2020-12-31,2957.784
2021-01-29,2963.063
2021-02-26,2980.531
2021-03-31,2986.316
2021-04-30,3153.956
2021-05-31,3151.697
2021-06-30,3268.995
2021-07-30,3307.59
2021-08-31,3410.785
2021-09-30,3241.451
2021-10-29,3429.655
2021-11-30,3376.488
2021-12-31,3442.487
2022-01-31,3137.96
2022-02-28,3036.05
2022-03-31,3104.256
2022-04-29,2764.779
2022-05-31,2710.068
2022-06-30,2480.248
2022-07-29,2730.129
2022-08-31,2610.343
2022-09-30,2337.689
2022-10-31,2426.947
2022-11-30,2608.874
2022-12-30,2470.245
2023-01-31,2705.504
2023-02-28,2638.504
2023-03-31,2790.047
2023-04-28,2818.463
2023-05-31,2863.817
2023-06-30,3031.97
2023-07-31,3133.508
2023-08-31,3051.887
2023-09-29,2883.622
2023-10-31,2796.754
2023-11-30,3102.019
2023-12-29,3248.043
2024-01-31,3275.167
2024-02-29,3466.813
2024-03-29,3539.373
2024-04-30,3408.226
2024-05-31,3579.625
2024-06-28,3730.559
2024-07-31,3718.42
2024-08-30,3800.616
2024-09-30,3895.761
2024-10-31,3813.883
2024-11-29,3984.906
2024-12-31,3976.401
2025-01-31,4080.214
2025-02-28,3967.304
2025-03-31,3708.482
2025-04-30,3818.515
2025-05-30,4128.361
2025-06-30,4341.211
2025-07-31,4428.948
2025-08-29,4517.018
2025-09-30,4726.743
2025-10-31,4912.187
