Date,ACWI IMI GROWTH IMI (Large+Mid+Small Cap)
2002-09-30,416.811
2002-10-31,448.902
2002-11-29,473.669
2002-12-31,447.135
2003-01-31,434.495
2003-02-28,428.42
2003-03-31,430.786
2003-04-30,465.826
2003-05-30,493.84
2003-06-30,502.95
2003-07-31,517.251
2003-08-29,532.671
2003-09-30,535.769
2003-10-31,570.676
2003-11-28,579.506
2003-12-31,604.288
2004-01-30,619.592
2004-02-27,629.544
2004-03-31,627.215
2004-04-30,611.017
2004-05-31,616.266
2004-06-30,625.91
2004-07-30,594.678
2004-08-31,593.911
2004-09-30,607.92
2004-10-29,623.152
2004-11-30,657.195
2004-12-31,685.043
2005-01-31,669.366
2005-02-28,687.82
2005-03-31,672.885
2005-04-29,655.718
2005-05-31,675.559
2005-06-30,682.178
2005-07-29,712.621
2005-08-31,718.863
2005-09-30,738.269
2005-10-31,720.239
2005-11-30,748.633
2005-12-30,768.408
2006-01-31,810.2
2006-02-28,802.378
2006-03-31,823.626
2006-04-28,845.596
2006-05-31,806.52
2006-06-30,803.402
2006-07-31,796.22
2006-08-31,819.295
2006-09-29,827.418
2006-10-31,858.265
2006-11-30,884.506
2006-12-29,897.046
2007-01-31,910.431
2007-02-28,907.177
2007-03-30,927.095
2007-04-30,968.54
2007-05-31,1000.0
2007-06-29,1000.667
2007-07-31,995.596
2007-08-31,993.336
2007-09-28,1051.908
2007-10-31,1102.845
2007-11-30,1058.132
2007-12-31,1049.993
2008-01-31,951.774
2008-02-29,969.64
2008-03-31,951.928
2008-04-30,1006.431
2008-05-30,1040.382
2008-06-30,968.483
2008-07-31,937.653
2008-08-29,914.815
2008-09-30,782.759
2008-10-31,621.047
2008-11-28,572.227
2008-12-31,596.194
2009-01-30,559.326
2009-02-27,514.987
2009-03-31,555.349
2009-04-30,612.82
2009-05-29,671.938
2009-06-30,673.096
2009-07-31,728.442
2009-08-31,744.086
2009-09-30,783.31
2009-10-30,775.272
2009-11-30,807.637
2009-12-31,832.521
2010-01-29,793.535
2010-02-26,808.557
2010-03-31,862.607
2010-04-30,869.343
2010-05-31,787.792
2010-06-30,764.214
2010-07-30,823.943
2010-08-31,796.42
2010-09-30,883.307
2010-10-29,919.614
2010-11-30,911.359
2010-12-31,975.281
2011-01-31,979.827
2011-02-28,1005.779
2011-03-31,1012.113
2011-04-29,1055.893
2011-05-31,1038.041
2011-06-30,1020.945
2011-07-29,1013.864
2011-08-31,940.081
2011-09-30,841.173
2011-10-31,938.188
2011-11-30,912.813
2011-12-30,901.958
2012-01-31,961.11
2012-02-29,1012.264
2012-03-30,1022.802
2012-04-30,1018.408
2012-05-31,927.74
2012-06-29,963.721
2012-07-31,977.701
2012-08-31,1003.19
2012-09-28,1032.976
2012-10-31,1018.957
2012-11-30,1039.624
2012-12-31,1056.562
2013-01-31,1099.19
2013-02-28,1105.1
2013-03-29,1130.336
2013-04-30,1154.32
2013-05-31,1155.848
2013-06-28,1121.428
2013-07-31,1177.066
2013-08-30,1157.95
2013-09-30,1224.701
2013-10-31,1268.008
2013-11-29,1289.842
2013-12-31,1315.754
2014-01-31,1267.037
2014-02-28,1334.774
2014-03-31,1325.808
2014-04-30,1326.141
2014-05-30,1360.739
2014-06-30,1389.893
2014-07-31,1367.035
2014-08-29,1404.978
2014-09-30,1359.134
2014-10-31,1375.975
2014-11-28,1407.077
2014-12-31,1384.222
2015-01-30,1375.714
2015-02-27,1458.382
2015-03-31,1447.96
2015-04-30,1477.848
2015-05-29,1486.648
2015-06-30,1461.058
2015-07-31,1482.271
2015-08-31,1381.678
2015-09-30,1331.978
2015-10-30,1435.336
2015-11-30,1433.49
2015-12-31,1410.591
2016-01-29,1318.301
2016-02-29,1309.876
2016-03-31,1406.62
2016-04-29,1417.963
2016-05-31,1429.874
2016-06-30,1420.61
2016-07-29,1488.743
2016-08-31,1484.728
2016-09-30,1500.177
2016-10-31,1454.262
2016-11-30,1451.569
2016-12-30,1468.539
2017-01-31,1523.079
2017-02-28,1570.047
2017-03-31,1599.175
2017-04-28,1640.38
2017-05-31,1693.056
2017-06-30,1692.08
2017-07-31,1741.513
2017-08-31,1761.955
2017-09-29,1792.335
2017-10-31,1843.054
2017-11-30,1882.767
2017-12-29,1911.821
2018-01-31,2031.222
2018-02-28,1962.723
2018-03-30,1927.452
2018-04-30,1939.646
2018-05-31,1981.531
2018-06-29,1974.359
2018-07-31,2017.355
2018-08-31,2065.715
2018-09-28,2059.606
2018-10-31,1862.326
2018-11-30,1884.439
2018-12-31,1750.338
2019-01-31,1902.391
2019-02-28,1965.899
2019-03-29,2006.226
2019-04-30,2085.793
2019-05-31,1967.139
2019-06-28,2102.301
2019-07-31,2124.11
2019-08-30,2091.483
2019-09-30,2104.049
2019-10-31,2170.936
2019-11-29,2241.421
2019-12-31,2320.565
2020-01-31,2339.279
2020-02-28,2173.512
2020-03-31,1929.196
2020-04-30,2173.812
2020-05-29,2310.818
2020-06-30,2424.881
2020-07-31,2601.746
2020-08-31,2799.602
2020-09-30,2712.992
2020-10-30,2652.309
2020-11-30,2934.185
2020-12-31,3093.784
2021-01-29,3099.486
2021-02-26,3118.185
2021-03-31,3125.097
2021-04-30,3301.343
2021-05-31,3299.984
2021-06-30,3423.256
2021-07-30,3463.878
2021-08-31,3572.504
2021-09-30,3395.607
2021-10-29,3593.015
2021-11-30,3537.864
2021-12-31,3607.381
2022-01-31,3288.409
2022-02-28,3182.045
2022-03-31,3254.512
2022-04-29,2899.303
2022-05-31,2842.93
2022-06-30,2602.425
2022-07-29,2864.915
2022-08-31,2739.844
2022-09-30,2454.157
2022-10-31,2548.064
2022-11-30,2739.71
2022-12-30,2594.573
2023-01-31,2841.846
2023-02-28,2771.96
2023-03-31,2932.27
2023-04-28,2962.914
2023-05-31,3011.672
2023-06-30,3188.992
2023-07-31,3296.03
2023-08-31,3210.858
2023-09-29,3034.314
2023-10-31,2943.093
2023-11-30,3265.025
2023-12-29,3419.383
2024-01-31,3448.067
2024-02-29,3650.45
2024-03-29,3727.697
2024-04-30,3590.535
2024-05-31,3772.265
2024-06-28,3931.883
2024-07-31,3919.336
2024-08-30,4006.621
2024-09-30,4107.714
2024-10-31,4021.683
2024-11-29,4202.604
2024-12-31,4194.264
2025-01-31,4303.911
2025-02-28,4185.365
2025-03-31,3913.476
2025-04-30,4030.286
2025-05-30,4358.7
2025-06-30,4584.58
