Date,NORWAY SMID GROWTH SMID (Small+Mid Cap)
2001-10-19,302.546
2001-10-22,306.65
2001-10-23,308.621
2001-10-24,315.439
2001-10-25,309.521
2001-10-26,315.068
2001-10-29,317.248
2001-10-30,311.213
2001-10-31,309.809
2001-11-01,306.068
2001-11-02,302.203
2001-11-05,307.437
2001-11-06,305.572
2001-11-07,311.283
2001-11-08,313.692
2001-11-09,317.507
2001-11-12,308.387
2001-11-13,318.137
2001-11-14,322.588
2001-11-15,319.064
2001-11-16,319.441
2001-11-19,314.891
2001-11-20,320.087
2001-11-21,315.653
2001-11-22,323.096
2001-11-23,322.005
2001-11-26,323.711
2001-11-27,323.63
2001-11-28,323.096
2001-11-29,320.75
2001-11-30,321.397
2001-12-03,313.338
2001-12-04,316.12
2001-12-05,319.617
2001-12-06,318.912
2001-12-07,317.443
2001-12-10,314.749
2001-12-11,315.302
2001-12-12,318.595
2001-12-13,313.987
2001-12-14,318.428
2001-12-17,314.274
2001-12-18,309.972
2001-12-19,306.028
2001-12-20,308.201
2001-12-21,312.574
2001-12-24,308.583
2001-12-25,308.583
2001-12-26,309.002
2001-12-27,321.028
2001-12-28,322.16
2001-12-31,324.498
2002-01-01,324.498
2002-01-02,332.89
2002-01-03,338.422
2002-01-04,336.183
2002-01-07,334.98
2002-01-08,331.928
2002-01-09,333.847
2002-01-10,331.531
2002-01-11,335.024
2002-01-14,337.051
2002-01-15,322.246
2002-01-16,312.237
2002-01-17,318.167
2002-01-18,310.877
2002-01-21,309.982
2002-01-22,310.234
2002-01-23,310.193
2002-01-24,312.251
2002-01-25,307.853
2002-01-28,312.201
2002-01-29,312.63
2002-01-30,310.91
2002-01-31,310.682
2002-02-01,311.47
2002-02-04,311.682
2002-02-05,307.256
2002-02-06,310.432
2002-02-07,313.779
2002-02-08,312.838
2002-02-11,317.382
2002-02-12,315.81
2002-02-13,317.013
2002-02-14,315.604
2002-02-15,316.075
2002-02-18,314.894
2002-02-19,311.84
2002-02-20,311.587
2002-02-21,311.364
2002-02-22,318.013
2002-02-25,313.417
2002-02-26,315.737
2002-02-27,318.359
2002-02-28,316.426
2002-03-01,320.587
2002-03-04,323.375
2002-03-05,327.159
2002-03-06,327.713
2002-03-07,340.316
2002-03-08,342.865
2002-03-11,342.725
2002-03-12,340.385
2002-03-13,342.219
2002-03-14,343.699
2002-03-15,344.752
2002-03-18,348.317
2002-03-19,351.134
2002-03-20,349.521
2002-03-21,350.34
2002-03-22,349.385
2002-03-25,348.273
2002-03-26,347.614
2002-03-27,349.05
2002-03-28,349.226
2002-03-29,349.226
2002-04-01,351.861
2002-04-02,354.056
2002-04-03,352.643
2002-04-04,344.415
2002-04-05,349.621
2002-04-08,342.875
2002-04-09,347.938
2002-04-10,345.393
2002-04-11,349.149
2002-04-12,346.378
2002-04-15,345.755
2002-04-16,348.043
2002-04-17,349.194
2002-04-18,352.873
2002-04-19,352.03
2002-04-22,348.608
2002-04-23,347.566
2002-04-24,345.755
2002-04-25,340.082
2002-04-26,340.788
2002-04-29,337.903
2002-04-30,334.486
2002-05-01,336.548
2002-05-02,340.899
2002-05-03,344.725
2002-05-06,343.266
2002-05-07,337.444
2002-05-08,344.076
2002-05-09,344.684
2002-05-10,345.983
2002-05-13,342.496
2002-05-14,347.263
2002-05-15,348.097
2002-05-16,349.52
2002-05-17,353.256
2002-05-20,354.296
2002-05-21,352.077
2002-05-22,352.208
2002-05-23,349.303
2002-05-24,345.186
2002-05-27,344.26
2002-05-28,343.25
2002-05-29,334.959
2002-05-30,329.822
2002-05-31,331.898
2002-06-03,333.296
2002-06-04,323.897
2002-06-05,326.286
2002-06-06,329.521
2002-06-07,320.027
2002-06-10,320.126
2002-06-11,327.307
2002-06-12,324.077
2002-06-13,326.208
2002-06-14,318.902
2002-06-17,325.813
2002-06-18,331.108
2002-06-19,329.058
2002-06-20,318.726
2002-06-21,316.185
2002-06-24,307.477
2002-06-25,311.124
2002-06-26,298.863
2002-06-27,314.475
2002-06-28,313.386
2002-07-01,319.107
2002-07-02,319.32
2002-07-03,312.37
2002-07-04,313.046
2002-07-05,319.601
2002-07-08,330.634
2002-07-09,333.861
2002-07-10,327.522
2002-07-11,326.659
2002-07-12,326.296
2002-07-15,327.446
2002-07-16,325.666
2002-07-17,333.173
2002-07-18,330.142
2002-07-19,321.273
2002-07-22,307.077
2002-07-23,292.667
2002-07-24,276.601
2002-07-25,288.44
2002-07-26,288.372
2002-07-29,290.137
2002-07-30,297.178
2002-07-31,297.737
2002-08-01,293.784
2002-08-02,293.897
2002-08-05,286.074
2002-08-06,276.685
2002-08-07,282.809
2002-08-08,284.397
2002-08-09,286.976
2002-08-12,281.548
2002-08-13,283.26
2002-08-14,281.776
2002-08-15,284.311
2002-08-16,284.587
2002-08-19,279.751
2002-08-20,286.081
2002-08-21,285.138
2002-08-22,286.396
2002-08-23,283.669
2002-08-26,282.491
2002-08-27,284.828
2002-08-28,280.544
2002-08-29,278.237
2002-08-30,275.199
2002-09-02,268.817
2002-09-03,262.027
2002-09-04,255.414
2002-09-05,249.289
2002-09-06,252.806
2002-09-09,246.804
2002-09-10,246.066
2002-09-11,248.958
2002-09-12,247.19
2002-09-13,242.821
2002-09-16,238.752
2002-09-17,239.185
2002-09-18,235.873
2002-09-19,229.735
2002-09-20,231.828
2002-09-23,227.363
2002-09-24,221.374
2002-09-25,221.967
2002-09-26,228.268
2002-09-27,222.867
2002-09-30,221.626
2002-10-01,225.319
2002-10-02,228.057
2002-10-03,228.984
2002-10-04,228.086
2002-10-07,222.199
2002-10-08,222.205
2002-10-09,224.063
2002-10-10,224.517
2002-10-11,236.369
2002-10-14,238.035
2002-10-15,250.34
2002-10-16,247.183
2002-10-17,245.506
2002-10-18,237.583
2002-10-21,241.545
2002-10-22,239.775
2002-10-23,240.476
2002-10-24,239.558
2002-10-25,238.292
2002-10-28,238.543
2002-10-29,233.297
2002-10-30,234.576
2002-10-31,241.885
2002-11-01,242.408
2002-11-04,252.33
2002-11-05,252.026
2002-11-06,251.432
2002-11-07,250.855
2002-11-08,249.599
2002-11-11,248.14
2002-11-12,245.687
2002-11-13,247.627
2002-11-14,246.531
2002-11-15,249.108
2002-11-18,253.673
2002-11-19,250.523
2002-11-20,247.591
2002-11-21,254.633
2002-11-22,257.812
2002-11-25,253.539
2002-11-26,258.427
2002-11-27,258.411
2002-11-28,265.869
2002-11-29,275.708
2002-12-02,274.71
2002-12-03,264.372
2002-12-04,262.026
2002-12-05,249.108
2002-12-06,204.818
2002-12-09,205.86
2002-12-10,208.112
2002-12-11,211.879
2002-12-12,209.299
2002-12-13,206.233
2002-12-16,202.734
2002-12-17,205.353
2002-12-18,201.04
2002-12-19,201.154
2002-12-20,199.719
2002-12-23,196.249
2002-12-24,197.148
2002-12-25,197.148
2002-12-26,197.361
2002-12-27,192.196
2002-12-30,192.439
2002-12-31,193.326
2003-01-01,193.326
2003-01-02,196.771
2003-01-03,197.418
2003-01-06,191.971
2003-01-07,199.695
2003-01-08,196.453
2003-01-09,203.742
2003-01-10,205.957
2003-01-13,214.213
2003-01-14,218.677
2003-01-15,219.943
2003-01-16,221.968
2003-01-17,219.377
2003-01-20,217.841
2003-01-21,214.603
2003-01-22,210.962
2003-01-23,214.273
2003-01-24,218.078
2003-01-27,182.626
2003-01-28,181.193
2003-01-29,177.039
2003-01-30,179.176
2003-01-31,180.466
2003-02-03,180.852
2003-02-04,177.626
2003-02-05,177.133
2003-02-06,173.812
2003-02-07,171.894
2003-02-10,169.167
2003-02-11,170.423
2003-02-12,169.224
2003-02-13,165.02
2003-02-14,165.202
2003-02-17,171.008
2003-02-18,172.018
2003-02-19,166.801
2003-02-20,165.259
2003-02-21,165.277
2003-02-24,160.605
2003-02-25,151.993
2003-02-26,151.418
2003-02-27,147.859
2003-02-28,153.562
2003-03-03,158.852
2003-03-04,156.152
2003-03-05,156.513
2003-03-06,151.625
2003-03-07,146.207
2003-03-10,146.226
2003-03-11,148.377
2003-03-12,149.389
2003-03-13,149.543
2003-03-14,150.765
2003-03-17,146.863
2003-03-18,151.181
2003-03-19,154.823
2003-03-20,155.416
2003-03-21,158.952
2003-03-24,142.045
2003-03-25,143.603
2003-03-26,142.857
2003-03-27,142.027
2003-03-28,141.162
2003-03-31,142.914
2003-04-01,143.412
2003-04-02,149.531
2003-04-03,148.854
2003-04-04,150.308
2003-04-07,156.691
2003-04-08,157.956
2003-04-09,158.081
2003-04-10,157.795
2003-04-11,158.413
2003-04-14,160.438
2003-04-15,161.846
2003-04-16,167.767
2003-04-17,168.101
2003-04-18,168.101
2003-04-21,168.071
2003-04-22,167.032
2003-04-23,169.338
2003-04-24,169.262
2003-04-25,170.973
2003-04-28,172.53
2003-04-29,177.639
2003-04-30,175.143
2003-05-01,176.245
2003-05-02,173.83
2003-05-05,177.38
2003-05-06,181.449
2003-05-07,181.761
2003-05-08,182.667
2003-05-09,187.028
2003-05-12,186.941
2003-05-13,188.016
2003-05-14,191.678
2003-05-15,194.646
2003-05-16,197.602
2003-05-19,192.353
2003-05-20,191.618
2003-05-21,189.17
2003-05-22,189.868
2003-05-23,194.562
2003-05-26,194.31
2003-05-27,189.642
2003-05-28,189.34
2003-05-29,190.688
2003-05-30,189.547
2003-06-02,193.739
2003-06-03,190.482
2003-06-04,187.798
2003-06-05,189.569
2003-06-06,192.498
2003-06-09,192.857
2003-06-10,190.563
2003-06-11,190.647
2003-06-12,191.747
2003-06-13,191.462
2003-06-16,192.354
2003-06-17,194.492
2003-06-18,191.3
2003-06-19,192.992
2003-06-20,189.656
2003-06-23,187.845
2003-06-24,186.461
2003-06-25,184.996
2003-06-26,183.558
2003-06-27,186.754
2003-06-30,185.11
2003-07-01,185.591
2003-07-02,186.872
2003-07-03,187.014
2003-07-04,187.29
2003-07-07,186.195
2003-07-08,186.187
2003-07-09,185.819
2003-07-10,185.71
2003-07-11,189.276
2003-07-14,191.779
2003-07-15,190.31
2003-07-16,190.221
2003-07-17,188.742
2003-07-18,189.336
2003-07-21,191.451
2003-07-22,190.684
2003-07-23,195.202
2003-07-24,198.846
2003-07-25,202.544
2003-07-28,204.302
2003-07-29,203.865
2003-07-30,203.117
2003-07-31,203.118
2003-08-01,205.276
2003-08-04,206.001
2003-08-05,206.396
2003-08-06,206.372
2003-08-07,205.889
2003-08-08,209.563
2003-08-11,208.512
2003-08-12,207.508
2003-08-13,208.434
2003-08-14,207.933
2003-08-15,209.789
2003-08-18,208.397
2003-08-19,207.218
2003-08-20,206.188
2003-08-21,206.641
2003-08-22,206.846
2003-08-25,203.27
2003-08-26,200.164
2003-08-27,200.105
2003-08-28,204.107
2003-08-29,213.036
2003-09-01,219.76
2003-09-02,215.873
2003-09-03,218.397
2003-09-04,220.105
2003-09-05,220.357
2003-09-08,221.186
2003-09-09,221.88
2003-09-10,218.163
2003-09-11,216.977
2003-09-12,217.905
2003-09-15,218.033
2003-09-16,218.116
2003-09-17,222.243
2003-09-18,220.025
2003-09-19,219.849
2003-09-22,215.665
2003-09-23,219.006
2003-09-24,220.389
2003-09-25,215.448
2003-09-26,209.105
2003-09-29,213.531
2003-09-30,207.919
2003-10-01,213.91
2003-10-02,215.129
2003-10-03,218.952
2003-10-06,220.623
2003-10-07,220.083
2003-10-08,225.886
2003-10-09,227.382
2003-10-10,229.298
2003-10-13,229.5
2003-10-14,227.229
2003-10-15,230.128
2003-10-16,230.99
2003-10-17,230.051
2003-10-20,228.649
2003-10-21,230.107
2003-10-22,230.869
2003-10-23,228.674
2003-10-24,232.02
2003-10-27,235.093
2003-10-28,236.125
2003-10-29,238.292
2003-10-30,244.383
2003-10-31,240.673
2003-11-03,238.687
2003-11-04,238.195
2003-11-05,236.196
2003-11-06,240.602
2003-11-07,244.862
2003-11-10,243.355
2003-11-11,241.929
2003-11-12,246.906
2003-11-13,248.344
2003-11-14,250.86
2003-11-17,244.788
2003-11-18,246.577
2003-11-19,245.267
2003-11-20,245.513
2003-11-21,247.82
2003-11-24,248.534
2003-11-25,249.224
2003-11-26,252.49
2003-11-27,253.024
2003-11-28,254.298
2003-12-01,257.336
2003-12-02,261.416
2003-12-03,264.405
2003-12-04,263.994
2003-12-05,265.297
2003-12-08,266.586
2003-12-09,271.571
2003-12-10,269.156
2003-12-11,267.47
2003-12-12,267.409
2003-12-15,267.755
2003-12-16,265.325
2003-12-17,264.925
2003-12-18,264.411
2003-12-19,264.545
2003-12-22,264.644
2003-12-23,265.323
2003-12-24,264.608
2003-12-25,264.608
2003-12-26,264.235
2003-12-29,267.529
2003-12-30,269.457
2003-12-31,272.108
2004-01-01,272.108
2004-01-02,274.373
2004-01-05,279.929
2004-01-06,279.887
2004-01-07,278.269
2004-01-08,281.602
2004-01-09,286.474
2004-01-12,290.707
2004-01-13,296.655
2004-01-14,299.471
2004-01-15,294.102
2004-01-16,293.815
2004-01-19,295.013
2004-01-20,300.611
2004-01-21,302.66
2004-01-22,309.791
2004-01-23,301.946
2004-01-26,303.923
2004-01-27,305.89
2004-01-28,297.928
2004-01-29,291.38
2004-01-30,295.309
2004-02-02,295.775
2004-02-03,295.352
2004-02-04,294.189
2004-02-05,295.487
2004-02-06,297.132
2004-02-09,306.257
2004-02-10,299.692
2004-02-11,297.98
2004-02-12,304.899
2004-02-13,298.835
2004-02-16,296.055
2004-02-17,304.284
2004-02-18,307.655
2004-02-19,305.854
2004-02-20,301.61
2004-02-23,302.436
2004-02-24,298.553
2004-02-25,298.291
2004-02-26,297.171
2004-02-27,303.152
2004-03-01,309.907
2004-03-02,309.333
2004-03-03,304.035
2004-03-04,303.34
2004-03-05,309.646
2004-03-08,312.189
2004-03-09,311.846
2004-03-10,300.129
2004-03-11,291.156
2004-03-12,293.382
2004-03-15,285.973
2004-03-16,290.495
2004-03-17,288.506
2004-03-18,290.389
2004-03-19,293.261
2004-03-22,285.491
2004-03-23,287.48
2004-03-24,285.234
2004-03-25,286.598
2004-03-26,287.238
2004-03-29,292.936
2004-03-30,283.309
2004-03-31,289.739
2004-04-01,291.047
2004-04-02,289.792
2004-04-05,290.328
2004-04-06,289.227
2004-04-07,294.729
2004-04-08,293.491
2004-04-09,293.491
2004-04-12,290.982
2004-04-13,289.918
2004-04-14,286.332
2004-04-15,288.242
2004-04-16,288.376
2004-04-19,285.432
2004-04-20,284.599
2004-04-21,282.187
2004-04-22,283.208
2004-04-23,281.06
2004-04-26,279.57
2004-04-27,280.62
2004-04-28,273.825
2004-04-29,270.972
2004-04-30,271.025
2004-05-03,268.593
2004-05-04,270.625
2004-05-05,275.706
2004-05-06,273.965
2004-05-07,268.365
2004-05-10,256.339
2004-05-11,255.473
2004-05-12,256.382
2004-05-13,257.535
2004-05-14,256.824
2004-05-17,257.903
2004-05-18,259.716
2004-05-19,269.617
2004-05-20,267.886
2004-05-21,267.809
2004-05-24,269.712
2004-05-25,271.944
2004-05-26,276.382
2004-05-27,279.685
2004-05-28,280.172
2004-05-31,280.172
2004-06-01,283.23
2004-06-02,285.156
2004-06-03,284.264
2004-06-04,283.328
2004-06-07,287.502
2004-06-08,286.575
2004-06-09,284.117
2004-06-10,280.223
2004-06-11,278.827
2004-06-14,279.951
2004-06-15,283.171
2004-06-16,286.481
2004-06-17,289.59
2004-06-18,294.607
2004-06-21,293.822
2004-06-22,291.855
2004-06-23,291.669
2004-06-24,297.089
2004-06-25,300.847
2004-06-28,301.489
2004-06-29,300.809
2004-06-30,301.384
2004-07-01,302.991
2004-07-02,300.21
2004-07-05,300.256
2004-07-06,303.342
2004-07-07,302.855
2004-07-08,298.065
2004-07-09,297.176
2004-07-12,295.874
2004-07-13,293.464
2004-07-14,289.454
2004-07-15,287.984
2004-07-16,290.846
2004-07-19,288.301
2004-07-20,287.453
2004-07-21,290.535
2004-07-22,285.97
2004-07-23,281.446
2004-07-26,279.396
2004-07-27,279.219
2004-07-28,281.498
2004-07-29,283.984
2004-07-30,283.363
2004-08-02,284.237
2004-08-03,286.432
2004-08-04,287.32
2004-08-05,285.243
2004-08-06,282.712
2004-08-09,280.107
2004-08-10,281.64
2004-08-11,274.766
2004-08-12,275.583
2004-08-13,282.877
2004-08-16,288.383
2004-08-17,288.485
2004-08-18,286.972
2004-08-19,292.535
2004-08-20,292.1
2004-08-23,292.604
2004-08-24,291.288
2004-08-25,289.73
2004-08-26,291.079
2004-08-27,290.087
2004-08-30,291.166
2004-08-31,289.962
2004-09-01,294.441
2004-09-02,300.326
2004-09-03,298.331
2004-09-06,297.626
2004-09-07,296.316
2004-09-08,296.71
2004-09-09,299.471
2004-09-10,302.526
2004-09-13,301.965
2004-09-14,302.622
2004-09-15,301.869
2004-09-16,305.578
2004-09-17,306.52
2004-09-20,305.707
2004-09-21,309.969
2004-09-22,309.14
2004-09-23,311.491
2004-09-24,314.031
2004-09-27,316.734
2004-09-28,317.377
2004-09-29,319.176
2004-09-30,322.621
2004-10-01,326.742
2004-10-04,330.873
2004-10-05,329.554
2004-10-06,329.315
2004-10-07,337.97
2004-10-08,338.171
2004-10-11,334.018
2004-10-12,327.531
2004-10-13,328.603
2004-10-14,320.609
2004-10-15,324.655
2004-10-18,325.885
2004-10-19,324.67
2004-10-20,322.04
2004-10-21,330.018
2004-10-22,335.884
2004-10-25,331.111
2004-10-26,327.515
2004-10-27,329.354
2004-10-28,326.974
2004-10-29,328.455
2004-11-01,337.061
2004-11-02,335.078
2004-11-03,342.473
2004-11-04,341.248
2004-11-05,348.287
2004-11-08,349.942
2004-11-09,347.126
2004-11-10,347.56
2004-11-11,350.083
2004-11-12,353.691
2004-11-15,354.928
2004-11-16,355.934
2004-11-17,357.044
2004-11-18,357.852
2004-11-19,369.384
2004-11-22,368.125
2004-11-23,372.395
2004-11-24,374.257
2004-11-25,383.716
2004-11-26,384.728
2004-11-29,387.486
2004-11-30,387.578
2004-12-01,394.772
2004-12-02,385.113
2004-12-03,382.692
2004-12-06,389.336
2004-12-07,390.737
2004-12-08,381.235
2004-12-09,377.882
2004-12-10,378.332
2004-12-13,378.739
2004-12-14,385.749
2004-12-15,391.199
2004-12-16,388.698
2004-12-17,384.415
2004-12-20,389.39
2004-12-21,391.93
2004-12-22,392.948
2004-12-23,397.124
2004-12-24,397.912
2004-12-27,399.361
2004-12-28,397.015
2004-12-29,397.755
2004-12-30,400.622
2004-12-31,400.598
2005-01-03,403.105
2005-01-04,392.971
2005-01-05,387.705
2005-01-06,385.437
2005-01-07,385.689
2005-01-10,389.004
2005-01-11,390.083
2005-01-12,391.523
2005-01-13,395.624
2005-01-14,396.587
2005-01-17,402.01
2005-01-18,402.269
2005-01-19,402.638
2005-01-20,389.9
2005-01-21,392.139
2005-01-24,391.642
2005-01-25,393.86
2005-01-26,397.418
2005-01-27,397.978
2005-01-28,399.435
2005-01-31,397.966
2005-02-01,405.002
2005-02-02,408.122
2005-02-03,409.658
2005-02-04,416.397
2005-02-07,414.7
2005-02-08,404.914
2005-02-09,407.232
2005-02-10,409.462
2005-02-11,407.403
2005-02-14,415.552
2005-02-15,420.918
2005-02-16,415.15
2005-02-17,416.295
2005-02-18,415.186
2005-02-21,418.315
2005-02-22,418.448
2005-02-23,420.259
2005-02-24,427.291
2005-02-25,429.241
2005-02-28,430.171
2005-03-01,428.647
2005-03-02,425.326
2005-03-03,428.892
2005-03-04,435.9
2005-03-07,437.663
2005-03-08,440.451
2005-03-09,438.082
2005-03-10,436.114
2005-03-11,439.153
2005-03-14,433.859
2005-03-15,434.408
2005-03-16,432.213
2005-03-17,434.503
2005-03-18,435.482
2005-03-21,429.62
2005-03-22,428.245
2005-03-23,416.004
2005-03-24,413.281
2005-03-25,413.281
2005-03-28,410.059
2005-03-29,408.617
2005-03-30,407.782
2005-03-31,415.966
2005-04-01,418.578
2005-04-04,418.764
2005-04-05,420.01
2005-04-06,420.658
2005-04-07,429.311
2005-04-08,426.14
2005-04-11,426.801
2005-04-12,427.305
2005-04-13,426.815
2005-04-14,417.403
2005-04-15,411.186
2005-04-18,397.977
2005-04-19,403.928
2005-04-20,406.662
2005-04-21,408.904
2005-04-22,411.933
2005-04-25,409.281
2005-04-26,405.817
2005-04-27,393.598
2005-04-28,385.291
2005-04-29,384.81
2005-05-02,386.081
2005-05-03,390.4
2005-05-04,388.131
2005-05-05,387.722
2005-05-06,396.352
2005-05-09,400.226
2005-05-10,399.043
2005-05-11,399.325
2005-05-12,395.488
2005-05-13,387.564
2005-05-16,386.548
2005-05-17,386.705
2005-05-18,391.207
2005-05-19,396.032
2005-05-20,396.289
2005-05-23,396.7
2005-05-24,402.231
2005-05-25,404.109
2005-05-26,413.643
2005-05-27,415.399
2005-05-30,414.336
2005-05-31,413.359
2005-06-01,418.636
2005-06-02,420.662
2005-06-03,420.811
2005-06-06,423.905
2005-06-07,426.409
2005-06-08,432.555
2005-06-09,428.244
2005-06-10,433.01
2005-06-13,427.413
2005-06-14,430.17
2005-06-15,432.484
2005-06-16,436.908
2005-06-17,443.665
2005-06-20,445.989
2005-06-21,446.635
2005-06-22,446.763
2005-06-23,442.332
2005-06-24,444.256
2005-06-27,440.134
2005-06-28,444.405
2005-06-29,444.017
2005-06-30,446.307
2005-07-01,444.797
2005-07-04,450.631
2005-07-05,451.895
2005-07-06,461.327
2005-07-07,454.99
2005-07-08,466.068
2005-07-11,472.018
2005-07-12,470.697
2005-07-13,471.868
2005-07-14,473.562
2005-07-15,462.552
2005-07-18,462.021
2005-07-19,456.743
2005-07-20,461.865
2005-07-21,465.757
2005-07-22,472.191
2005-07-25,480.301
2005-07-26,480.62
2005-07-27,483.237
2005-07-28,488.526
2005-07-29,505.463
2005-08-01,512.308
2005-08-02,523.718
2005-08-03,525.931
2005-08-04,523.159
2005-08-05,519.487
2005-08-08,525.267
2005-08-09,531.533
2005-08-10,536.955
2005-08-11,549.127
2005-08-12,551.38
2005-08-15,543.227
2005-08-16,531.094
2005-08-17,521.738
2005-08-18,513.384
2005-08-19,518.427
2005-08-22,529.656
2005-08-23,528.814
2005-08-24,525.986
2005-08-25,529.89
2005-08-26,538.677
2005-08-29,543.119
2005-08-30,545.827
2005-08-31,556.981
2005-09-01,576.548
2005-09-02,579.293
2005-09-05,567.557
2005-09-06,571.239
2005-09-07,568.476
2005-09-08,560.913
2005-09-09,561.494
2005-09-12,556.365
2005-09-13,551.514
2005-09-14,555.679
2005-09-15,563.336
2005-09-16,567.967
2005-09-19,571.956
2005-09-20,582.467
2005-09-21,584.281
2005-09-22,579.901
2005-09-23,567.875
2005-09-26,563.031
2005-09-27,562.095
2005-09-28,564.53
2005-09-29,573.903
2005-09-30,578.602
2005-10-03,576.236
2005-10-04,577.349
2005-10-05,566.68
2005-10-06,540.05
2005-10-07,540.295
2005-10-10,539.001
2005-10-11,540.658
2005-10-12,539.415
2005-10-13,501.391
2005-10-14,499.161
2005-10-17,508.577
2005-10-18,481.026
2005-10-19,462.715
2005-10-20,480.935
2005-10-21,478.162
2005-10-24,493.683
2005-10-25,506.429
2005-10-26,515.874
2005-10-27,502.692
2005-10-28,492.749
2005-10-31,506.995
2005-11-01,499.135
2005-11-02,506.212
2005-11-03,519.922
2005-11-04,515.611
2005-11-07,511.066
2005-11-08,501.236
