Date,NORWAY SMID GROWTH SMID (Small+Mid Cap)
2007-02-28,855.756
2007-03-30,927.422
2007-04-30,978.824
2007-05-31,1000.0
2007-06-29,1049.122
2007-07-31,1046.717
2007-08-31,996.589
2007-09-28,1140.817
2007-10-31,1173.446
2007-11-30,1053.586
2007-12-31,1090.797
2008-01-31,886.964
2008-02-29,1025.913
2008-03-31,1027.074
2008-04-30,1168.605
2008-05-30,1237.548
2008-06-30,1116.41
2008-07-31,1052.848
2008-08-29,1015.109
2008-09-30,662.09
2008-10-31,401.318
2008-11-28,361.774
2008-12-31,354.488
2009-01-30,352.431
2009-02-27,329.15
2009-03-31,381.096
2009-04-30,425.759
2009-05-29,543.377
2009-06-30,528.114
2009-07-31,570.39
2009-08-31,580.349
2009-09-30,655.902
2009-10-30,662.984
2009-11-30,697.919
2009-12-31,762.018
2010-01-29,732.693
2010-02-26,708.575
2010-03-31,767.936
2010-04-30,788.363
2010-05-31,622.478
2010-06-30,566.443
2010-07-30,655.181
2010-08-31,624.383
2010-09-30,754.9
2010-10-29,800.328
2010-11-30,762.637
2010-12-31,932.56
2011-01-31,938.342
2011-02-28,1004.701
2011-03-31,1017.378
2011-04-29,1062.21
2011-05-31,1016.931
2011-06-30,962.769
2011-07-29,961.052
2011-08-31,845.665
2011-09-30,660.199
2011-10-31,776.394
2011-11-30,719.293
2011-12-30,694.589
2012-01-31,786.085
2012-02-29,934.41
2012-03-30,942.097
2012-04-30,943.357
2012-05-31,768.043
2012-06-29,833.345
2012-07-31,857.996
2012-08-31,932.649
2012-09-28,980.203
2012-10-31,958.789
2012-11-30,966.966
2012-12-31,1007.155
2013-01-31,1054.81
2013-02-28,1067.362
2013-03-29,1041.67
2013-04-30,1003.165
2013-05-31,1025.492
2013-06-28,928.798
2013-07-31,1010.952
2013-08-30,986.5
2013-09-30,1026.288
2013-10-31,1096.392
2013-11-29,1115.614
2013-12-31,1135.508
2014-01-31,1064.897
2014-02-28,1183.9
2014-03-31,1161.77
2014-04-30,1177.404
2014-05-30,1208.922
2014-06-30,1180.043
2014-07-31,1156.791
2014-08-29,1171.196
2014-09-30,1117.29
2014-10-31,1027.732
2014-11-28,1063.529
2014-12-31,1022.373
2015-01-30,1032.918
2015-02-27,980.073
2015-03-31,911.667
2015-04-30,969.82
2015-05-29,951.413
2015-06-30,920.674
2015-07-31,912.601
2015-08-31,848.377
2015-09-30,827.53
2015-10-30,837.95
2015-11-30,879.607
2015-12-31,855.632
2016-01-29,791.76
2016-02-29,822.515
2016-03-31,885.65
2016-04-29,933.947
2016-05-31,941.936
2016-06-30,915.249
2016-07-29,946.236
2016-08-31,924.286
2016-09-30,980.68
2016-10-31,946.032
2016-11-30,919.562
2016-12-30,935.988
2017-01-31,967.889
2017-02-28,952.377
2017-03-31,876.269
2017-04-28,927.105
2017-05-31,938.394
2017-06-30,933.262
2017-07-31,1009.748
2017-08-31,1045.628
2017-09-29,1074.285
2017-10-31,1098.291
2017-11-30,1048.882
2017-12-29,1107.721
2018-01-31,1128.677
2018-02-28,1105.754
2018-03-30,1058.742
2018-04-30,1089.256
2018-05-31,1077.907
2018-06-29,1070.054
2018-07-31,1091.735
2018-08-31,1077.283
2018-09-28,1142.206
2018-10-31,1037.866
2018-11-30,972.194
2018-12-31,882.235
2019-01-31,950.783
2019-02-28,969.244
2019-03-29,964.499
2019-04-30,977.677
2019-05-31,972.81
2019-06-28,1007.929
2019-07-31,994.655
2019-08-30,971.328
2019-09-30,971.955
2019-10-31,986.085
2019-11-29,997.28
2019-12-31,1083.558
2020-01-31,1009.111
2020-02-28,909.972
2020-03-31,729.657
2020-04-30,815.998
2020-05-29,890.621
2020-06-30,906.65
2020-07-31,1023.782
2020-08-31,1146.423
2020-09-30,1085.273
2020-10-30,1004.093
2020-11-30,1171.494
2020-12-31,1302.521
2021-01-29,1254.554
2021-02-26,1222.282
2021-03-31,1273.719
2021-04-30,1394.402
2021-05-31,1405.562
2021-06-30,1365.306
2021-07-30,1375.711
2021-08-31,1416.671
2021-09-30,1312.032
2021-10-29,1427.198
2021-11-30,1294.736
2021-12-31,1296.609
2022-01-31,1145.145
2022-02-28,1162.456
2022-03-31,1192.538
2022-04-29,1116.823
2022-05-31,1091.971
2022-06-30,944.946
2022-07-29,1052.244
2022-08-31,983.245
2022-09-30,720.061
2022-10-31,794.652
2022-11-30,878.813
2022-12-30,883.467
2023-01-31,930.091
2023-02-28,928.428
2023-03-31,921.013
2023-04-28,917.396
2023-05-31,873.861
2023-06-30,901.711
2023-07-31,954.869
2023-08-31,876.65
2023-09-29,869.321
2023-10-31,787.062
2023-11-30,861.608
2023-12-29,946.579
2024-01-31,914.011
2024-02-29,947.26
2024-03-29,993.978
2024-04-30,989.414
2024-05-31,1128.151
2024-06-28,1090.813
2024-07-31,1128.424
2024-08-30,1133.084
2024-09-30,1099.827
2024-10-31,1075.891
2024-11-29,1083.059
2024-12-31,1021.997
2025-01-31,1107.59
2025-02-28,1081.09
2025-03-31,1127.616
2025-04-30,1158.489
2025-05-30,1249.422
2025-06-30,1308.985
2025-07-31,1252.975
2025-08-29,1315.205
2025-09-30,1332.195
2025-10-31,1253.583
