Date,WORLD SMALL VALUE Small Cap
2001-09-04,368.384
2001-09-05,365.782
2001-09-06,362.016
2001-09-07,358.913
2001-09-10,353.924
2001-09-11,352.692
2001-09-12,347.019
2001-09-13,348.321
2001-09-14,349.123
2001-09-17,336.48
2001-09-18,335.434
2001-09-19,333.001
2001-09-20,323.94
2001-09-21,315.598
2001-09-24,321.648
2001-09-25,324.971
2001-09-26,324.307
2001-09-27,325.181
2001-09-28,331.178
2001-10-01,330.173
2001-10-02,331.886
2001-10-03,335.398
2001-10-04,337.851
2001-10-05,337.709
2001-10-08,335.965
2001-10-09,334.714
2001-10-10,338.204
2001-10-11,341.616
2001-10-12,341.282
2001-10-15,341.959
2001-10-16,344.131
2001-10-17,341.975
2001-10-18,339.056
2001-10-19,339.391
2001-10-22,340.398
2001-10-23,339.908
2001-10-24,340.467
2001-10-25,344.114
2001-10-26,344.961
2001-10-29,343.21
2001-10-30,340.255
2001-10-31,341.177
2001-11-01,343.699
2001-11-02,342.746
2001-11-05,344.225
2001-11-06,347.03
2001-11-07,346.649
2001-11-08,346.515
2001-11-09,346.062
2001-11-12,345.903
2001-11-13,347.622
2001-11-14,349.719
2001-11-15,349.521
2001-11-16,350.869
2001-11-19,353.244
2001-11-20,352.466
2001-11-21,351.212
2001-11-22,351.629
2001-11-23,353.52
2001-11-26,355.41
2001-11-27,355.111
2001-11-28,352.862
2001-11-29,355.236
2001-11-30,355.706
2001-12-03,352.657
2001-12-04,356.131
2001-12-05,360.297
2001-12-06,362.095
2001-12-07,361.484
2001-12-10,358.356
2001-12-11,357.607
2001-12-12,358.66
2001-12-13,355.768
2001-12-14,356.255
2001-12-17,358.087
2001-12-18,359.261
2001-12-19,357.603
2001-12-20,356.055
2001-12-21,358.091
2001-12-24,358.156
2001-12-25,358.321
2001-12-26,359.317
2001-12-27,362.096
2001-12-28,363.734
2001-12-31,364.029
2002-01-01,364.019
2002-01-02,364.326
2002-01-03,366.974
2002-01-04,369.21
2002-01-07,367.743
2002-01-08,367.652
2002-01-09,366.503
2002-01-10,365.99
2002-01-11,364.4
2002-01-14,361.955
2002-01-15,361.998
2002-01-16,358.335
2002-01-17,359.68
2002-01-18,358.646
2002-01-21,359.377
2002-01-22,357.071
2002-01-23,359.271
2002-01-24,359.796
2002-01-25,358.883
2002-01-28,360.078
2002-01-29,357.588
2002-01-30,358.684
2002-01-31,360.137
2002-02-01,359.308
2002-02-04,356.907
2002-02-05,355.393
2002-02-06,353.519
2002-02-07,352.494
2002-02-08,356.056
2002-02-11,359.136
2002-02-12,360.514
2002-02-13,362.473
2002-02-14,361.939
2002-02-15,362.406
2002-02-18,362.261
2002-02-19,358.978
2002-02-20,361.015
2002-02-21,359.205
2002-02-22,362.238
2002-02-25,362.869
2002-02-26,364.051
2002-02-27,365.821
2002-02-28,366.243
2002-03-01,370.321
2002-03-04,376.623
2002-03-05,376.545
2002-03-06,380.531
2002-03-07,384.11
2002-03-08,384.97
2002-03-11,386.532
2002-03-12,384.813
2002-03-13,383.165
2002-03-14,385.056
2002-03-15,386.846
2002-03-18,387.584
2002-03-19,389.37
2002-03-20,388.099
2002-03-21,389.541
2002-03-22,388.295
2002-03-25,385.785
2002-03-26,387.533
2002-03-27,390.458
2002-03-28,390.783
2002-03-29,390.086
2002-04-01,389.902
2002-04-02,389.613
2002-04-03,388.911
2002-04-04,390.48
2002-04-05,391.103
2002-04-08,392.821
2002-04-09,393.047
2002-04-10,397.805
2002-04-11,395.593
2002-04-12,398.397
2002-04-15,397.58
2002-04-16,402.029
2002-04-17,402.414
2002-04-18,403.0
2002-04-19,403.116
2002-04-22,401.43
2002-04-23,401.235
2002-04-24,400.925
2002-04-25,402.423
2002-04-26,400.249
2002-04-29,400.06
2002-04-30,403.215
2002-05-01,405.051
2002-05-02,406.732
2002-05-03,408.358
2002-05-06,405.218
2002-05-07,402.537
2002-05-08,405.375
2002-05-09,402.998
2002-05-10,400.955
2002-05-13,402.713
2002-05-14,405.545
2002-05-15,407.669
2002-05-16,406.804
2002-05-17,409.901
2002-05-20,408.749
2002-05-21,407.234
2002-05-22,408.107
2002-05-23,409.993
2002-05-24,408.931
2002-05-27,409.004
2002-05-28,409.401
2002-05-29,407.897
2002-05-30,408.372
2002-05-31,408.351
2002-06-03,404.148
2002-06-04,402.517
2002-06-05,402.215
2002-06-06,398.691
2002-06-07,399.229
2002-06-10,398.837
2002-06-11,396.001
2002-06-12,395.207
2002-06-13,391.234
2002-06-14,389.369
2002-06-17,393.697
2002-06-18,394.334
2002-06-19,390.271
2002-06-20,389.231
2002-06-21,390.18
2002-06-24,389.222
2002-06-25,386.572
2002-06-26,385.456
2002-06-27,388.211
2002-06-28,392.913
2002-07-01,389.83
2002-07-02,382.592
2002-07-03,379.002
2002-07-04,378.87
2002-07-05,385.355
2002-07-08,384.425
2002-07-09,382.626
2002-07-10,375.889
2002-07-11,371.535
2002-07-12,369.27
2002-07-15,366.186
2002-07-16,363.257
2002-07-17,363.431
2002-07-18,359.858
2002-07-19,353.653
2002-07-22,345.637
2002-07-23,334.976
2002-07-24,339.532
2002-07-25,342.877
2002-07-26,342.703
2002-07-29,353.659
2002-07-30,356.321
2002-07-31,354.912
2002-08-01,351.534
2002-08-02,345.404
2002-08-05,339.22
2002-08-06,341.285
2002-08-07,345.129
2002-08-08,348.794
2002-08-09,350.75
2002-08-12,350.534
2002-08-13,346.212
2002-08-14,352.834
2002-08-15,354.146
2002-08-16,356.122
2002-08-19,357.931
2002-08-20,356.529
2002-08-21,361.29
2002-08-22,363.552
2002-08-23,359.47
2002-08-26,363.409
2002-08-27,361.852
2002-08-28,357.483
2002-08-29,357.299
2002-08-30,356.764
2002-09-02,356.523
2002-09-03,350.638
2002-09-04,352.721
2002-09-05,348.681
2002-09-06,352.384
2002-09-09,352.551
2002-09-10,352.899
2002-09-11,353.263
2002-09-12,349.33
2002-09-13,349.432
2002-09-16,346.775
2002-09-17,343.714
2002-09-18,341.266
2002-09-19,336.489
2002-09-20,336.407
2002-09-23,330.709
2002-09-24,326.221
2002-09-25,330.075
2002-09-26,334.954
2002-09-27,330.944
2002-09-30,329.364
2002-10-01,331.709
2002-10-02,326.479
2002-10-03,324.065
2002-10-04,318.259
2002-10-07,310.686
2002-10-08,310.729
2002-10-09,302.544
2002-10-10,307.88
2002-10-11,315.586
2002-10-14,315.654
2002-10-15,325.627
2002-10-16,320.844
2002-10-17,326.779
2002-10-18,326.938
2002-10-21,330.362
2002-10-22,326.768
2002-10-23,329.162
2002-10-24,327.434
2002-10-25,331.392
2002-10-28,330.769
2002-10-29,328.731
2002-10-30,331.329
2002-10-31,333.097
2002-11-01,337.407
2002-11-04,339.501
2002-11-05,340.578
2002-11-06,342.923
2002-11-07,339.688
2002-11-08,337.596
2002-11-11,332.013
2002-11-12,334.076
2002-11-13,333.158
2002-11-14,336.91
2002-11-15,338.295
2002-11-18,336.631
2002-11-19,334.508
2002-11-20,337.241
2002-11-21,343.319
2002-11-22,344.971
2002-11-25,346.936
2002-11-26,343.441
2002-11-27,348.899
2002-11-28,350.933
2002-11-29,350.735
2002-12-02,351.681
2002-12-03,347.931
2002-12-04,345.983
2002-12-05,344.234
2002-12-06,345.211
2002-12-09,340.738
2002-12-10,343.559
2002-12-11,344.159
2002-12-12,344.483
2002-12-13,342.209
2002-12-16,345.441
2002-12-17,344.637
2002-12-18,340.478
2002-12-19,340.156
2002-12-20,342.23
2002-12-23,343.055
2002-12-24,342.964
2002-12-25,343.076
2002-12-26,344.673
2002-12-27,342.828
2002-12-30,343.994
2002-12-31,345.698
2003-01-01,345.697
2003-01-02,350.319
2003-01-03,350.894
2003-01-06,356.043
2003-01-07,352.678
2003-01-08,348.913
2003-01-09,352.779
2003-01-10,353.724
2003-01-13,354.05
2003-01-14,355.782
2003-01-15,354.471
2003-01-16,354.015
2003-01-17,351.282
2003-01-20,350.878
2003-01-21,348.219
2003-01-22,345.405
2003-01-23,347.752
2003-01-24,343.715
2003-01-27,337.852
2003-01-28,338.741
2003-01-29,338.345
2003-01-30,335.086
2003-01-31,337.188
2003-02-03,338.133
2003-02-04,337.739
2003-02-05,336.951
2003-02-06,334.876
2003-02-07,331.806
2003-02-10,332.514
2003-02-11,331.265
2003-02-12,328.839
2003-02-13,329.009
2003-02-14,330.11
2003-02-17,330.878
2003-02-18,334.305
2003-02-19,333.033
2003-02-20,332.614
2003-02-21,334.678
2003-02-24,331.348
2003-02-25,330.26
2003-02-26,328.622
2003-02-27,330.204
2003-02-28,331.278
2003-03-03,332.054
2003-03-04,329.835
2003-03-05,330.036
2003-03-06,328.092
2003-03-07,327.207
2003-03-10,322.214
2003-03-11,319.623
2003-03-12,317.7
2003-03-13,322.473
2003-03-14,322.643
2003-03-17,327.861
2003-03-18,330.052
2003-03-19,330.916
2003-03-20,333.187
2003-03-21,337.532
2003-03-24,332.921
2003-03-25,334.718
2003-03-26,333.354
2003-03-27,333.483
2003-03-28,333.389
2003-03-31,331.29
2003-04-01,333.822
2003-04-02,338.197
2003-04-03,337.076
2003-04-04,337.425
2003-04-07,340.654
2003-04-08,339.389
2003-04-09,338.751
2003-04-10,340.625
2003-04-11,339.758
2003-04-14,343.339
2003-04-15,345.839
2003-04-16,345.758
2003-04-17,349.052
2003-04-18,349.186
2003-04-21,349.784
2003-04-22,354.469
2003-04-23,357.231
2003-04-24,356.374
2003-04-25,353.681
2003-04-28,357.598
2003-04-29,359.166
2003-04-30,362.435
2003-05-01,363.775
2003-05-02,367.66
2003-05-05,370.18
2003-05-06,374.034
2003-05-07,374.398
2003-05-08,372.593
2003-05-09,376.167
2003-05-12,380.044
2003-05-13,380.673
2003-05-14,382.032
2003-05-15,383.789
2003-05-16,384.686
2003-05-19,379.799
2003-05-20,380.104
2003-05-21,379.994
2003-05-22,382.484
2003-05-23,385.674
2003-05-26,386.222
2003-05-27,389.445
2003-05-28,390.178
2003-05-29,391.714
2003-05-30,395.978
2003-06-02,399.08
2003-06-03,398.589
2003-06-04,403.557
2003-06-05,408.587
2003-06-06,408.939
2003-06-09,404.901
2003-06-10,406.647
2003-06-11,411.374
2003-06-12,412.545
2003-06-13,409.822
2003-06-16,414.904
2003-06-17,415.704
2003-06-18,414.132
2003-06-19,410.706
2003-06-20,410.219
2003-06-23,405.286
2003-06-24,404.161
2003-06-25,406.284
2003-06-26,406.624
2003-06-27,406.813
2003-06-30,406.859
2003-07-01,409.121
2003-07-02,414.876
2003-07-03,414.583
2003-07-04,414.488
2003-07-07,418.95
2003-07-08,420.921
2003-07-09,421.557
2003-07-10,417.907
2003-07-11,419.397
2003-07-14,423.329
2003-07-15,421.272
2003-07-16,418.88
2003-07-17,412.385
2003-07-18,415.024
2003-07-21,412.975
2003-07-22,415.025
2003-07-23,417.238
2003-07-24,418.508
2003-07-25,421.213
2003-07-28,423.316
2003-07-29,423.18
2003-07-30,422.444
2003-07-31,422.291
2003-08-01,420.488
2003-08-04,419.369
2003-08-05,416.011
2003-08-06,414.333
2003-08-07,415.804
2003-08-08,416.177
2003-08-11,418.249
2003-08-12,421.692
2003-08-13,422.884
2003-08-14,425.26
2003-08-15,426.222
2003-08-18,429.943
2003-08-19,433.159
2003-08-20,435.147
2003-08-21,437.795
2003-08-22,433.804
2003-08-25,433.088
2003-08-26,433.238
2003-08-27,434.871
2003-08-28,437.006
2003-08-29,440.225
2003-09-01,441.991
2003-09-02,445.742
2003-09-03,448.792
2003-09-04,448.991
2003-09-05,448.306
2003-09-08,452.32
2003-09-09,451.473
2003-09-10,445.189
2003-09-11,446.949
2003-09-12,449.564
2003-09-15,449.465
2003-09-16,453.093
2003-09-17,453.805
2003-09-18,457.444
2003-09-19,460.192
2003-09-22,457.803
2003-09-23,459.671
2003-09-24,455.314
2003-09-25,450.463
2003-09-26,446.343
2003-09-29,450.115
2003-09-30,448.644
2003-10-01,456.321
2003-10-02,459.644
2003-10-03,464.716
2003-10-06,467.431
2003-10-07,469.706
2003-10-08,468.923
2003-10-09,471.853
2003-10-10,473.257
2003-10-13,476.131
2003-10-14,477.975
2003-10-15,477.365
2003-10-16,479.436
2003-10-17,475.892
2003-10-20,476.587
2003-10-21,478.527
2003-10-22,472.789
2003-10-23,467.748
2003-10-24,467.674
2003-10-27,472.077
2003-10-28,475.904
2003-10-29,479.478
2003-10-30,480.301
2003-10-31,479.011
2003-11-03,481.703
2003-11-04,484.231
2003-11-05,483.906
2003-11-06,484.479
2003-11-07,486.568
2003-11-10,483.736
2003-11-11,479.492
2003-11-12,485.365
2003-11-13,487.756
2003-11-14,485.309
2003-11-17,478.478
2003-11-18,477.601
2003-11-19,477.805
2003-11-20,476.405
2003-11-21,478.147
2003-11-24,482.876
2003-11-25,486.6
2003-11-26,490.723
2003-11-27,490.992
2003-11-28,491.778
2003-12-01,497.293
2003-12-02,498.793
2003-12-03,497.844
2003-12-04,497.591
2003-12-05,496.582
2003-12-08,499.271
2003-12-09,496.821
2003-12-10,493.508
2003-12-11,497.541
2003-12-12,501.208
2003-12-15,498.83
2003-12-16,499.119
2003-12-17,499.736
2003-12-18,503.58
2003-12-19,503.893
2003-12-22,506.362
2003-12-23,509.004
2003-12-24,509.453
2003-12-25,509.611
2003-12-26,510.948
2003-12-29,515.966
2003-12-30,518.715
2003-12-31,516.99
2004-01-01,516.994
2004-01-02,519.001
2004-01-05,525.058
2004-01-06,526.038
2004-01-07,526.814
2004-01-08,530.43
2004-01-09,531.099
2004-01-12,533.082
2004-01-13,533.199
2004-01-14,535.557
2004-01-15,534.581
2004-01-16,535.005
2004-01-19,535.212
2004-01-20,540.717
2004-01-21,543.101
2004-01-22,543.407
2004-01-23,544.42
2004-01-26,545.105
2004-01-27,544.501
2004-01-28,539.15
2004-01-29,533.405
2004-01-30,535.814
2004-02-02,536.91
2004-02-03,537.621
2004-02-04,529.889
2004-02-05,533.052
2004-02-06,541.07
2004-02-09,542.908
2004-02-10,546.212
2004-02-11,549.09
2004-02-12,550.918
2004-02-13,549.176
2004-02-16,550.063
2004-02-17,555.127
2004-02-18,554.246
2004-02-19,549.942
2004-02-20,545.827
2004-02-23,543.805
2004-02-24,544.537
2004-02-25,545.59
2004-02-26,546.188
2004-02-27,549.91
2004-03-01,557.242
2004-03-02,554.765
2004-03-03,552.342
2004-03-04,555.573
2004-03-05,559.868
2004-03-08,557.11
2004-03-09,555.094
2004-03-10,546.231
2004-03-11,539.886
2004-03-12,544.659
2004-03-15,538.524
2004-03-16,541.518
2004-03-17,548.56
2004-03-18,549.944
2004-03-19,548.547
2004-03-22,541.969
2004-03-23,542.58
2004-03-24,540.685
2004-03-25,547.228
2004-03-26,548.4
2004-03-29,554.853
2004-03-30,558.166
2004-03-31,562.99
2004-04-01,568.084
2004-04-02,568.501
2004-04-05,566.554
2004-04-06,564.098
2004-04-07,567.012
2004-04-08,564.378
2004-04-09,563.433
2004-04-12,563.26
2004-04-13,556.257
2004-04-14,549.443
2004-04-15,548.646
2004-04-16,553.678
2004-04-19,553.577
2004-04-20,549.103
2004-04-21,549.071
2004-04-22,553.962
2004-04-23,553.691
2004-04-26,554.543
2004-04-27,554.753
2004-04-28,547.122
2004-04-29,541.173
2004-04-30,537.071
2004-05-03,539.244
2004-05-04,543.272
2004-05-05,544.518
2004-05-06,537.846
2004-05-07,525.246
2004-05-10,509.821
2004-05-11,514.438
2004-05-12,517.454
2004-05-13,514.871
2004-05-14,513.629
2004-05-17,507.159
2004-05-18,512.102
2004-05-19,517.741
2004-05-20,516.962
2004-05-21,522.093
2004-05-24,525.148
2004-05-25,532.144
2004-05-26,536.222
2004-05-27,539.939
2004-05-28,541.944
2004-05-31,542.15
2004-06-01,543.23
2004-06-02,544.564
2004-06-03,538.439
2004-06-04,541.791
2004-06-07,550.524
2004-06-08,550.635
2004-06-09,546.221
2004-06-10,547.751
2004-06-11,546.266
2004-06-14,540.237
2004-06-15,544.759
2004-06-16,547.058
2004-06-17,549.161
2004-06-18,550.645
2004-06-21,551.879
2004-06-22,552.344
2004-06-23,555.961
2004-06-24,557.868
2004-06-25,560.047
2004-06-28,561.529
2004-06-29,561.074
2004-06-30,564.767
2004-07-01,561.859
2004-07-02,563.155
2004-07-05,561.082
2004-07-06,556.672
2004-07-07,558.738
2004-07-08,554.077
2004-07-09,556.224
2004-07-12,557.288
2004-07-13,556.03
2004-07-14,554.311
2004-07-15,554.589
2004-07-16,555.853
2004-07-19,556.191
2004-07-20,557.289
2004-07-21,549.781
2004-07-22,546.284
2004-07-23,541.149
2004-07-26,537.744
2004-07-27,538.731
2004-07-28,539.093
2004-07-29,542.822
2004-07-30,544.976
2004-08-02,547.049
2004-08-03,544.807
2004-08-04,542.483
2004-08-05,537.466
2004-08-06,534.042
2004-08-09,531.427
2004-08-10,537.606
2004-08-11,535.08
2004-08-12,531.046
2004-08-13,531.59
2004-08-16,536.628
2004-08-17,538.194
2004-08-18,542.84
2004-08-19,543.325
2004-08-20,547.788
2004-08-23,545.993
2004-08-24,546.294
2004-08-25,548.416
2004-08-26,549.009
2004-08-27,551.145
2004-08-30,548.262
2004-08-31,551.022
2004-09-01,554.278
2004-09-02,557.928
2004-09-03,554.852
2004-09-06,556.85
2004-09-07,560.579
2004-09-08,559.217
2004-09-09,560.471
2004-09-10,563.59
2004-09-13,564.346
2004-09-14,563.959
2004-09-15,560.076
2004-09-16,564.038
2004-09-17,563.728
2004-09-20,561.917
2004-09-21,566.092
2004-09-22,561.389
2004-09-23,560.797
2004-09-24,560.563
2004-09-27,557.719
2004-09-28,560.92
2004-09-29,563.804
2004-09-30,568.267
2004-10-01,575.04
2004-10-04,576.583
2004-10-05,577.11
2004-10-06,579.99
2004-10-07,575.731
2004-10-08,576.084
2004-10-11,576.145
2004-10-12,573.62
2004-10-13,568.325
2004-10-14,566.47
2004-10-15,570.12
2004-10-18,570.175
2004-10-19,569.041
2004-10-20,569.318
2004-10-21,573.289
2004-10-22,570.764
2004-10-25,572.45
2004-10-26,576.509
2004-10-27,581.302
2004-10-28,581.044
2004-10-29,581.068
2004-11-01,583.122
2004-11-02,583.479
2004-11-03,590.999
2004-11-04,597.084
2004-11-05,599.354
2004-11-08,598.666
2004-11-09,600.086
2004-11-10,601.184
2004-11-11,604.608
2004-11-12,611.067
2004-11-15,612.723
2004-11-16,610.167
2004-11-17,613.878
2004-11-18,613.074
2004-11-19,611.126
2004-11-22,613.007
2004-11-23,616.113
2004-11-24,621.098
2004-11-25,623.214
2004-11-26,623.77
2004-11-29,625.501
2004-11-30,625.464
2004-12-01,631.066
2004-12-02,630.308
2004-12-03,633.426
2004-12-06,632.378
2004-12-07,626.372
2004-12-08,623.664
2004-12-09,622.021
2004-12-10,622.963
2004-12-13,627.916
2004-12-14,630.327
2004-12-15,637.418
2004-12-16,633.775
2004-12-17,634.179
2004-12-20,636.144
2004-12-21,639.548
2004-12-22,641.82
2004-12-23,643.57
2004-12-24,645.177
2004-12-27,644.362
2004-12-28,648.45
2004-12-29,648.074
2004-12-30,651.376
2004-12-31,651.73
2005-01-03,644.665
2005-01-04,636.867
2005-01-05,629.425
2005-01-06,629.297
2005-01-07,627.34
2005-01-10,630.201
2005-01-11,628.887
2005-01-12,632.504
2005-01-13,631.484
2005-01-14,634.35
2005-01-17,635.977
2005-01-18,638.637
2005-01-19,637.343
2005-01-20,632.892
2005-01-21,633.213
2005-01-24,631.752
2005-01-25,630.21
2005-01-26,637.404
2005-01-27,637.697
2005-01-28,635.769
2005-01-31,643.147
2005-02-01,646.015
2005-02-02,650.265
2005-02-03,648.332
2005-02-04,654.657
2005-02-07,653.7
2005-02-08,653.402
2005-02-09,649.465
2005-02-10,652.248
2005-02-11,656.426
2005-02-14,659.398
2005-02-15,660.12
2005-02-16,660.232
2005-02-17,659.075
2005-02-18,658.577
2005-02-21,658.149
2005-02-22,652.106
2005-02-23,650.703
2005-02-24,654.389
2005-02-25,662.444
2005-02-28,664.24
2005-03-01,667.325
2005-03-02,665.344
2005-03-03,666.242
2005-03-04,674.482
2005-03-07,674.774
2005-03-08,674.376
2005-03-09,670.491
2005-03-10,668.691
2005-03-11,670.24
2005-03-14,670.435
2005-03-15,669.012
2005-03-16,667.142
2005-03-17,667.113
2005-03-18,665.188
2005-03-21,661.944
2005-03-22,659.947
2005-03-23,650.713
2005-03-24,651.383
2005-03-25,651.536
2005-03-28,649.636
2005-03-29,643.528
2005-03-30,648.107
2005-03-31,652.882
2005-04-01,652.5
2005-04-04,649.36
2005-04-05,650.984
2005-04-06,653.05
2005-04-07,656.317
2005-04-08,652.673
2005-04-11,652.416
2005-04-12,653.34
2005-04-13,650.095
2005-04-14,640.442
2005-04-15,632.489
2005-04-18,628.714
2005-04-19,637.467
2005-04-20,633.429
2005-04-21,637.733
2005-04-22,637.841
2005-04-25,641.556
2005-04-26,636.723
2005-04-27,634.769
2005-04-28,628.238
2005-04-29,632.239
2005-05-02,634.084
2005-05-03,633.133
2005-05-04,639.827
2005-05-05,640.604
2005-05-06,641.339
2005-05-09,643.923
2005-05-10,640.626
2005-05-11,640.417
2005-05-12,633.598
2005-05-13,628.528
2005-05-16,631.44
2005-05-17,633.048
2005-05-18,640.519
2005-05-19,643.85
2005-05-20,642.525
2005-05-23,646.806
2005-05-24,646.259
2005-05-25,642.413
2005-05-26,645.877
2005-05-27,648.5
2005-05-30,649.613
2005-05-31,650.484
2005-06-01,654.676
2005-06-02,655.996
2005-06-03,655.294
2005-06-06,657.495
2005-06-07,659.331
2005-06-08,660.141
2005-06-09,658.679
2005-06-10,659.516
2005-06-13,660.256
2005-06-14,663.494
2005-06-15,666.548
2005-06-16,670.801
2005-06-17,674.713
2005-06-20,672.19
2005-06-21,672.031
2005-06-22,673.172
2005-06-23,668.931
2005-06-24,664.751
2005-06-27,663.343
2005-06-28,669.253
2005-06-29,669.849
2005-06-30,668.857
2005-07-01,669.839
2005-07-04,669.619
2005-07-05,672.901
2005-07-06,672.117
2005-07-07,669.999
2005-07-08,677.763
2005-07-11,685.8
2005-07-12,688.588
2005-07-13,685.512
2005-07-14,683.533
2005-07-15,682.442
2005-07-18,681.284
2005-07-19,684.39
2005-07-20,688.669
2005-07-21,688.901
2005-07-22,693.486
2005-07-25,690.245
2005-07-26,690.931
2005-07-27,693.348
2005-07-28,698.206
2005-07-29,699.018
2005-08-01,701.554
2005-08-02,706.199
2005-08-03,706.728
2005-08-04,701.018
2005-08-05,692.18
2005-08-08,690.281
2005-08-09,692.299
2005-08-10,696.707
2005-08-11,701.746
2005-08-12,699.645
2005-08-15,701.329
2005-08-16,697.267
2005-08-17,695.167
2005-08-18,689.567
2005-08-19,690.632
2005-08-22,696.884
2005-08-23,695.696
2005-08-24,695.187
2005-08-25,697.054
2005-08-26,693.734
2005-08-29,693.417
2005-08-30,691.724
2005-08-31,701.597
2005-09-01,709.034
2005-09-02,708.755
2005-09-05,709.596
2005-09-06,714.43
2005-09-07,715.313
2005-09-08,711.929
2005-09-09,717.69
2005-09-12,717.853
2005-09-13,713.064
2005-09-14,712.328
2005-09-15,710.997
2005-09-16,713.697
2005-09-19,710.484
2005-09-20,708.479
2005-09-21,702.784
2005-09-22,700.519
2005-09-23,700.872
2005-09-26,705.174
2005-09-27,702.948
2005-09-28,703.627
2005-09-29,710.421
2005-09-30,713.474
2005-10-03,712.787
2005-10-04,709.789
2005-10-05,697.45
2005-10-06,691.688
2005-10-07,692.252
2005-10-10,687.493
2005-10-11,685.182
2005-10-12,680.848
2005-10-13,675.133
2005-10-14,682.441
2005-10-17,681.841
2005-10-18,674.482
2005-10-19,676.186
2005-10-20,672.667
2005-10-21,674.236
2005-10-24,683.116
2005-10-25,685.285
2005-10-26,683.97
2005-10-27,677.423
2005-10-28,682.672
2005-10-31,691.82
2005-11-01,691.42
2005-11-02,699.512
2005-11-03,700.49
2005-11-04,697.302
2005-11-07,699.723
2005-11-08,696.52
2005-11-09,697.846
