Date,SPAIN Standard (Large+Mid Cap)
2005-10-31,2314.484
2005-11-30,2301.175
2005-12-30,2339.233
2006-01-31,2492.488
2006-02-28,2586.167
2006-03-31,2637.72
2006-04-28,2757.533
2006-05-31,2688.89
2006-06-30,2724.803
2006-07-31,2808.875
2006-08-31,2902.419
2006-09-29,3057.354
2006-10-31,3283.306
2006-11-30,3437.161
2006-12-29,3493.784
2007-01-31,3561.817
2007-02-28,3542.061
2007-03-30,3648.89
2007-04-30,3694.734
2007-05-31,3903.877
2007-06-29,3808.387
2007-07-31,3878.464
2007-08-31,3800.088
2007-09-28,4000.606
2007-10-31,4463.854
2007-11-30,4477.696
2007-12-31,4330.715
2008-01-31,3811.188
2008-02-29,3884.049
2008-03-31,4086.634
2008-04-30,4213.978
2008-05-30,4173.965
2008-06-30,3738.79
2008-07-31,3701.72
2008-08-29,3441.787
2008-09-30,3097.49
2008-10-31,2313.418
2008-11-28,2274.508
2008-12-31,2572.613
2009-01-30,2184.158
2009-02-27,1951.468
2009-03-31,2096.431
2009-04-30,2440.703
2009-05-29,2752.439
2009-06-30,2863.586
2009-07-31,3265.704
2009-08-31,3466.388
2009-09-30,3644.199
2009-10-30,3614.338
2009-11-30,3771.751
2009-12-31,3691.284
2010-01-29,3257.995
2010-02-26,3020.758
2010-03-31,3126.75
2010-04-30,2976.192
2010-05-31,2481.467
2010-06-30,2476.847
2010-07-30,3020.891
2010-08-31,2854.503
2010-09-30,3156.665
2010-10-29,3303.843
2010-11-30,2628.665
2010-12-31,2881.002
2011-01-31,3272.463
2011-02-28,3300.324
2011-03-31,3273.397
2011-04-29,3534.082
2011-05-31,3337.102
2011-06-30,3327.465
2011-07-29,3082.138
2011-08-31,2815.474
2011-09-30,2584.985
2011-10-31,2811.291
2011-11-30,2577.633
2011-12-30,2527.272
2012-01-31,2554.927
2012-02-29,2600.405
2012-03-30,2443.588
2012-04-30,2138.803
2012-05-31,1767.395
2012-06-29,2137.636
2012-07-31,1985.398
2012-08-31,2247.223
2012-09-28,2375.44
2012-10-31,2444.701
2012-11-30,2489.569
2012-12-31,2603.166
2013-01-31,2776.196
2013-02-28,2613.351
2013-03-29,2457.972
2013-04-30,2711.427
2013-05-31,2633.285
2013-06-28,2442.342
2013-07-31,2753.462
2013-08-30,2684.473
2013-09-30,3068.888
2013-10-31,3352.008
2013-11-29,3341.815
2013-12-31,3418.395
2014-01-31,3350.163
2014-02-28,3499.399
2014-03-31,3581.717
2014-04-30,3687.816
2014-05-30,3775.996
2014-06-30,3838.582
2014-07-31,3715.46
2014-08-29,3665.639
2014-09-30,3551.323
2014-10-31,3411.767
2014-11-28,3513.366
2014-12-31,3259.425
2015-01-30,3049.808
2015-02-27,3267.834
2015-03-31,3240.769
2015-04-30,3354.004
2015-05-29,3243.736
2015-06-30,3174.446
2015-07-31,3291.094
2015-08-31,3053.191
2015-09-30,2821.495
2015-10-30,3022.982
2015-11-30,2914.57
2015-12-31,2749.505
2016-01-29,2534.317
2016-02-29,2442.185
2016-03-31,2637.014
2016-04-29,2773.404
2016-05-31,2702.735
2016-06-30,2434.775
2016-07-29,2590.668
2016-08-31,2624.676
2016-09-30,2661.7
2016-10-31,2747.996
2016-11-30,2514.91
2016-12-30,2721.413
2017-01-31,2794.923
2017-02-28,2809.409
2017-03-31,3123.188
2017-04-28,3265.181
2017-05-31,3417.3
2017-06-30,3369.496
2017-07-31,3526.907
2017-08-31,3484.158
2017-09-29,3513.449
2017-10-31,3516.852
2017-11-30,3495.445
2017-12-29,3457.48
2018-01-31,3766.255
2018-02-28,3464.469
2018-03-30,3397.915
2018-04-30,3492.058
2018-05-31,3168.011
2018-06-29,3249.817
2018-07-31,3373.134
2018-08-31,3173.714
2018-09-28,3172.724
2018-10-31,2957.066
2018-11-30,3011.993
2018-12-31,2897.789
2019-01-31,3087.659
2019-02-28,3151.503
2019-03-29,3100.516
2019-04-30,3231.338
2019-05-31,3035.784
2019-06-28,3182.068
2019-07-31,3047.579
2019-08-30,2941.677
2019-09-30,3061.485
2019-10-31,3129.223
2019-11-29,3115.691
2019-12-31,3245.197
2020-01-31,3156.321
2020-02-28,2925.325
2020-03-31,2279.428
2020-04-30,2311.806
2020-05-29,2410.972
2020-06-30,2514.106
2020-07-31,2520.119
2020-08-31,2561.569
2020-09-30,2419.225
2020-10-30,2321.561
2020-11-30,3007.011
2020-12-31,3089.967
2021-01-29,2949.511
2021-02-26,3103.679
2021-03-31,3119.581
2021-04-30,3289.175
2021-05-31,3474.676
2021-06-30,3285.174
2021-07-30,3225.823
2021-08-31,3277.589
2021-09-30,3177.936
2021-10-29,3300.598
2021-11-30,2946.204
2021-12-31,3133.055
2022-01-31,3083.877
2022-02-28,3035.747
2022-03-31,3003.22
2022-04-29,2924.502
2022-05-31,3066.301
2022-06-30,2750.402
2022-07-29,2708.005
2022-08-31,2593.833
2022-09-30,2363.646
2022-10-31,2590.167
2022-11-30,2836.998
2022-12-30,2904.902
2023-01-31,3230.773
2023-02-28,3317.09
2023-03-31,3359.889
2023-04-28,3455.031
2023-05-31,3259.09
2023-06-30,3547.115
2023-07-31,3621.717
2023-08-31,3514.52
2023-09-29,3410.467
2023-10-31,3270.833
2023-11-30,3762.308
2023-12-29,3832.839
2024-01-31,3776.938
2024-02-29,3728.027
2024-03-29,4146.291
2024-04-30,4041.618
2024-05-31,4278.295
2024-06-28,4078.087
2024-07-31,4199.842
2024-08-30,4406.797
2024-09-30,4635.189
2024-10-31,4450.255
2024-11-29,4293.466
2024-12-31,4208.475
2025-01-31,4545.009
2025-02-28,4981.087
2025-03-31,5150.274
2025-04-30,5532.344
2025-05-30,5877.331
2025-06-30,6017.841
2025-07-31,6102.543
2025-08-29,6513.93
2025-09-30,6793.492
2025-10-31,6919.857
2025-11-28,7166.512
2025-12-31,7676.153
2026-01-30,8076.372
