Date,SPAIN Standard (Large+Mid Cap)
1981-01-30,97.355
1981-02-27,96.899
1981-03-31,101.085
1981-04-30,101.215
1981-05-29,103.461
1981-06-30,116.598
1981-07-31,108.505
1981-08-31,117.92
1981-09-30,115.231
1981-10-30,109.726
1981-11-30,116.49
1981-12-31,110.364
1982-01-29,108.844
1982-02-26,105.744
1982-03-31,100.329
1982-04-30,106.443
1982-05-31,103.761
1982-06-30,95.348
1982-07-30,93.323
1982-08-31,88.077
1982-09-30,79.438
1982-10-29,81.536
1982-11-30,85.036
1982-12-31,78.419
1983-01-31,75.235
1983-02-28,75.257
1983-03-31,80.844
1983-04-29,80.742
1983-05-31,86.095
1983-06-30,81.99
1983-07-29,79.987
1983-08-31,74.667
1983-09-30,77.841
1983-10-31,82.746
1983-11-30,82.653
1983-12-30,74.736
1984-01-31,82.025
1984-02-29,95.284
1984-03-30,98.753
1984-04-30,95.399
1984-05-31,97.741
1984-06-29,99.865
1984-07-31,104.997
1984-08-31,107.21
1984-09-28,111.461
1984-10-31,107.396
1984-11-30,107.988
1984-12-31,105.893
1985-01-31,125.432
1985-02-28,116.497
1985-03-29,126.028
1985-04-30,123.033
1985-05-31,124.013
1985-06-28,121.72
1985-07-31,132.907
1985-08-30,132.132
1985-09-30,134.865
1985-10-31,148.259
1985-11-29,160.804
1985-12-31,166.292
1986-01-31,184.219
1986-02-28,233.441
1986-03-31,281.552
1986-04-30,321.654
1986-05-30,305.941
1986-06-30,302.518
1986-07-31,313.455
1986-08-29,355.41
1986-09-30,359.744
1986-10-31,321.472
1986-11-28,345.936
1986-12-31,371.073
1987-01-30,419.636
1987-02-27,428.36
1987-03-31,396.335
1987-04-30,393.693
1987-05-29,403.163
1987-06-30,434.877
1987-07-31,506.126
1987-08-31,565.883
1987-09-30,567.998
1987-10-30,451.15
1987-11-30,481.829
1987-12-31,511.545
1988-01-29,529.972
1988-02-29,536.623
1988-03-31,586.627
1988-04-29,586.128
1988-05-31,594.396
1988-06-30,593.473
1988-07-29,574.687
1988-08-31,547.316
1988-09-30,546.605
1988-10-31,591.446
1988-11-30,596.088
1988-12-30,584.555
1989-01-31,582.448
1989-02-28,566.289
1989-03-31,574.673
1989-04-28,601.823
1989-05-31,577.506
1989-06-30,583.857
1989-07-31,612.971
1989-08-31,626.323
1989-09-29,654.934
1989-10-31,625.025
1989-11-30,622.984
1989-12-29,646.656
1990-01-31,609.296
1990-02-28,593.048
1990-03-30,543.443
1990-04-30,602.682
1990-05-31,633.869
1990-06-29,683.172
1990-07-31,713.286
1990-08-31,627.437
1990-09-28,511.72
1990-10-31,585.895
1990-11-30,575.347
1990-12-31,564.232
1991-01-31,604.003
1991-02-28,680.535
1991-03-29,667.055
1991-04-30,635.578
1991-05-31,668.487
1991-06-28,605.225
1991-07-31,612.864
1991-08-30,633.287
1991-09-30,672.627
1991-10-31,654.394
1991-11-29,617.908
1991-12-31,660.205
1992-01-31,657.656
1992-02-28,682.802
1992-03-31,651.903
1992-04-30,638.485
1992-05-29,702.535
1992-06-30,658.982
1992-07-31,609.675
1992-08-31,590.41
1992-09-30,517.843
1992-10-30,487.863
1992-11-30,518.638
1992-12-31,522.591
1993-01-29,568.322
1993-02-26,564.164
1993-03-31,600.098
1993-04-30,604.315
1993-05-31,592.613
1993-06-30,590.733
1993-07-30,554.596
1993-08-31,675.284
1993-09-30,657.114
1993-10-29,698.2
1993-11-30,633.701
1993-12-31,685.496
1994-01-31,770.334
1994-02-28,734.122
1994-03-31,701.256
1994-04-29,718.569
1994-05-31,718.23
1994-06-30,679.082
1994-07-29,720.356
1994-08-31,712.856
1994-09-30,692.788
1994-10-31,713.698
1994-11-30,701.943
1994-12-30,658.589
1995-01-31,653.314
1995-02-28,670.108
1995-03-31,656.97
1995-04-28,712.027
1995-05-31,746.26
1995-06-30,757.969
1995-07-31,814.188
1995-08-31,787.587
1995-09-29,789.588
1995-10-31,765.547
1995-11-30,824.62
1995-12-29,863.742
1996-01-31,871.665
1996-02-29,930.487
1996-03-29,917.819
1996-04-30,953.965
1996-05-31,947.289
1996-06-28,987.833
1996-07-31,943.424
1996-08-30,964.369
1996-09-30,988.829
1996-10-31,1020.501
1996-11-29,1107.239
1996-12-31,1220.225
1997-01-31,1200.443
1997-02-28,1158.649
1997-03-31,1206.302
1997-04-30,1277.308
1997-05-30,1376.603
1997-06-30,1477.932
1997-07-31,1396.092
1997-08-29,1368.133
1997-09-30,1565.127
1997-10-31,1415.531
1997-11-28,1500.712
1997-12-31,1539.804
1998-01-30,1663.92
1998-02-27,1878.025
1998-03-31,2128.765
1998-04-30,2193.455
1998-05-29,2211.255
1998-06-30,2220.697
1998-07-31,2347.969
1998-08-31,1840.624
1998-09-30,1804.882
1998-10-30,2097.399
1998-11-30,2245.225
1998-12-31,2318.636
1999-01-29,2279.981
1999-02-26,2237.09
1999-03-31,2154.957
1999-04-30,2165.877
1999-05-31,2158.907
1999-06-30,2170.289
1999-07-30,2076.072
1999-08-31,2128.489
1999-09-30,2098.865
1999-10-29,2124.003
1999-11-30,2307.691
1999-12-31,2440.925
2000-01-31,2251.987
2000-02-29,2477.687
2000-03-31,2473.983
2000-04-28,2296.045
2000-05-31,2228.305
2000-06-30,2290.766
2000-07-31,2231.304
2000-08-31,2188.08
2000-09-29,2210.627
2000-10-31,2048.843
2000-11-30,1900.813
2000-12-29,2061.685
2001-01-31,2259.843
2001-02-28,2131.849
2001-03-30,2013.156
2001-04-30,2112.748
2001-05-31,1970.445
2001-06-29,1831.187
2001-07-31,1826.662
2001-08-31,1858.235
2001-09-28,1646.731
2001-10-31,1722.36
2001-11-30,1837.37
2001-12-31,1834.739
2002-01-31,1697.943
2002-02-28,1722.046
2002-03-29,1758.147
2002-04-30,1807.514
2002-05-31,1815.727
2002-06-28,1649.614
2002-07-31,1476.909
2002-08-30,1543.224
2002-09-30,1293.435
2002-10-31,1485.34
2002-11-29,1636.203
2002-12-31,1560.783
2003-01-31,1579.736
2003-02-28,1601.893
2003-03-31,1589.655
2003-04-30,1814.162
2003-05-30,1901.163
2003-06-30,1962.393
2003-07-31,2000.62
2003-08-29,1970.769
2003-09-30,1963.18
2003-10-31,2098.865
2003-11-28,2204.353
2003-12-31,2484.887
2004-01-30,2512.615
2004-02-27,2612.578
2004-03-31,2503.214
2004-04-30,2476.437
2004-05-31,2489.682
2004-06-30,2521.71
2004-07-30,2465.305
2004-08-31,2469.379
2004-09-30,2566.786
2004-10-29,2787.069
2004-11-30,3017.231
2004-12-31,3219.4
2005-01-31,3141.21
2005-02-28,3255.045
2005-03-31,3145.29
2005-04-29,3046.354
2005-05-31,3061.546
2005-06-30,3115.595
2005-07-29,3261.541
2005-08-31,3262.177
2005-09-30,3463.033
2005-10-31,3339.128
2005-11-30,3322.783
2005-12-30,3377.748
2006-01-31,3601.793
2006-02-28,3738.092
2006-03-31,3812.824
2006-04-28,3987.383
2006-05-31,3891.765
2006-06-30,3944.204
2006-07-31,4072.659
2006-08-31,4209.472
2006-09-29,4434.179
2006-10-31,4763.052
2006-11-30,4990.028
2006-12-29,5072.244
2007-01-31,5175.449
2007-02-28,5148.19
2007-03-30,5303.8
2007-04-30,5372.9
2007-05-31,5683.483
2007-06-29,5544.722
2007-07-31,5653.782
2007-08-31,5541.828
2007-09-28,5834.302
2007-10-31,6512.293
2007-11-30,6539.074
2007-12-31,6324.477
2008-01-31,5570.646
2008-02-29,5679.353
2008-03-31,5975.681
2008-04-30,6166.124
2008-05-30,6119.838
2008-06-30,5480.946
2008-07-31,5434.024
2008-08-29,5055.807
2008-09-30,4550.156
2008-10-31,3400.401
2008-11-28,3350.971
2008-12-31,3790.651
2009-01-30,3223.118
2009-02-27,2882.034
2009-03-31,3096.21
2009-04-30,3605.613
2009-05-29,4079.674
2009-06-30,4244.668
2009-07-31,4847.522
2009-08-31,5148.836
2009-09-30,5413.213
2009-10-30,5373.303
2009-11-30,5614.221
2009-12-31,5499.093
2010-01-29,4854.573
2010-02-26,4503.938
2010-03-31,4662.122
2010-04-30,4439.296
2010-05-31,3713.558
2010-06-30,3709.299
2010-07-30,4528.796
2010-08-31,4282.405
2010-09-30,4735.937
2010-10-29,4961.457
2010-11-30,3955.092
2010-12-31,4337.338
2011-01-31,4933.829
2011-02-28,4976.232
2011-03-31,4935.854
2011-04-29,5331.549
2011-05-31,5052.301
2011-06-30,5038.755
2011-07-29,4675.283
2011-08-31,4274.398
2011-09-30,3926.247
2011-10-31,4273.986
2011-11-30,3929.445
2011-12-30,3853.255
2012-01-31,3905.074
2012-02-29,3975.016
2012-03-30,3735.657
2012-04-30,3278.387
2012-05-31,2720.729
2012-06-29,3292.968
2012-07-31,3068.932
2012-08-31,3473.648
2012-09-28,3672.058
2012-10-31,3785.736
2012-11-30,3856.317
2012-12-31,4035.579
2013-01-31,4314.121
2013-02-28,4061.064
2013-03-29,3819.814
2013-04-30,4222.305
2013-05-31,4101.75
2013-06-28,3804.702
2013-07-31,4294.402
2013-08-30,4186.805
2013-09-30,4786.353
2013-10-31,5227.969
2013-11-29,5218.248
2013-12-31,5338.949
2014-01-31,5233.539
2014-02-28,5466.672
2014-03-31,5595.268
2014-04-30,5761.625
2014-05-30,5906.143
2014-06-30,6007.292
2014-07-31,5819.238
2014-08-29,5741.208
2014-09-30,5562.164
2014-10-31,5343.638
2014-11-28,5504.071
2014-12-31,5106.834
2015-01-30,4779.409
2015-02-27,5121.081
2015-03-31,5078.792
2015-04-30,5256.599
2015-05-29,5088.712
2015-06-30,4980.651
2015-07-31,5167.657
2015-08-31,4795.656
2015-09-30,4431.73
2015-10-30,4748.328
2015-11-30,4579.028
2015-12-31,4320.722
2016-01-29,3984.886
2016-02-29,3841.606
2016-03-31,4148.454
2016-04-29,4365.965
2016-05-31,4259.371
2016-06-30,3839.978
2016-07-29,4090.251
2016-08-31,4143.944
2016-09-30,4202.944
2016-10-31,4340.547
2016-11-30,3972.38
2016-12-30,4300.163
2017-01-31,4420.032
2017-02-28,4442.94
2017-03-31,4939.567
2017-04-28,5168.382
2017-05-31,5409.891
2017-06-30,5339.128
2017-07-31,5589.858
2017-08-31,5524.463
2017-09-29,5571.306
2017-10-31,5580.469
2017-11-30,5546.701
2017-12-29,5490.328
2018-01-31,5984.132
2018-02-28,5504.631
2018-03-30,5399.776
2018-04-30,5558.721
2018-05-31,5042.898
2018-06-29,5178.326
2018-07-31,5379.019
2018-08-31,5061.01
2018-09-28,5059.541
2018-10-31,4718.333
2018-11-30,4807.418
2018-12-31,4629.03
2019-01-31,4936.001
2019-02-28,5038.064
2019-03-29,4957.236
2019-04-30,5175.951
2019-05-31,4862.713
2019-06-28,5101.41
2019-07-31,4887.285
2019-08-30,4717.455
2019-09-30,4909.696
2019-10-31,5025.637
2019-11-29,5004.267
2019-12-31,5216.124
2020-01-31,5074.192
2020-02-28,4702.837
2020-03-31,3665.504
2020-04-30,3721.233
2020-05-29,3880.858
2020-06-30,4048.707
2020-07-31,4059.425
2020-08-31,4126.194
2020-09-30,3896.905
2020-10-30,3740.792
2020-11-30,4845.74
2020-12-31,4980.6
2021-01-29,4754.54
2021-02-26,5003.056
2021-03-31,5029.214
2021-04-30,5305.119
2021-05-31,5604.666
2021-06-30,5301.391
2021-07-30,5207.569
2021-08-31,5291.39
2021-09-30,5130.509
2021-10-29,5333.533
2021-11-30,4761.054
2021-12-31,5063.954
2022-01-31,4986.0
2022-02-28,4908.183
2022-03-31,4855.864
2022-04-29,4738.114
2022-05-31,4967.849
2022-06-30,4457.652
2022-07-29,4391.115
2022-08-31,4206.113
2022-09-30,3832.846
2022-10-31,4206.055
2022-11-30,4607.029
2022-12-30,4719.88
2023-01-31,5251.091
2023-02-28,5391.384
2023-03-31,5461.153
2023-04-28,5629.009
2023-05-31,5310.773
2023-06-30,5784.983
2023-07-31,5910.532
2023-08-31,5735.78
2023-09-29,5565.962
2023-10-31,5346.941
2023-11-30,6150.575
2023-12-29,6269.113
2024-01-31,6180.146
2024-02-29,6100.114
2024-03-29,6789.034
2024-04-30,6631.685
2024-05-31,7022.41
2024-06-28,6697.317
2024-07-31,6900.721
2024-08-30,7240.766
2024-09-30,7617.448
2024-10-31,7326.455
2024-11-29,7070.575
2024-12-31,6932.485
2025-01-31,7490.195
2025-02-28,8208.854
2025-03-31,8489.844
2025-04-30,9144.22
2025-05-30,9714.949
2025-06-30,9950.724
