Date,ITALY SMID VALUE SMID (Small+Mid Cap)
2020-11-30,621.626
2020-12-31,640.62
2021-01-29,613.292
2021-02-26,672.272
2021-03-31,715.389
2021-04-30,726.71
2021-05-31,781.116
2021-06-30,752.868
2021-07-30,758.133
2021-08-31,774.716
2021-09-30,749.401
2021-10-29,762.099
2021-11-30,733.425
2021-12-31,773.672
2022-01-31,757.926
2022-02-28,738.149
2022-03-31,739.067
2022-04-29,713.339
2022-05-31,753.319
2022-06-30,644.869
2022-07-29,639.116
2022-08-31,596.99
2022-09-30,561.844
2022-10-31,628.091
2022-11-30,704.827
2022-12-30,713.468
2023-01-31,813.086
2023-02-28,821.828
2023-03-31,806.037
2023-04-28,839.7
2023-05-31,799.225
2023-06-30,871.01
2023-07-31,922.129
2023-08-31,902.592
2023-09-29,853.56
2023-10-31,827.096
2023-11-30,895.666
2023-12-29,933.619
2024-01-31,950.561
2024-02-29,980.339
2024-03-29,1058.536
2024-04-30,1048.422
2024-05-31,1117.885
2024-06-28,1047.405
2024-07-31,1122.843
2024-08-30,1151.794
2024-09-30,1159.034
2024-10-31,1131.672
2024-11-29,1164.256
2024-12-31,1176.138
2025-01-31,1241.831
2025-02-28,1312.483
2025-03-31,1378.853
2025-04-30,1474.655
2025-05-30,1615.864
2025-06-30,1666.634
2025-07-31,1665.739
2025-08-29,1764.897
