Date,NETHERLANDS SMID CAP SMID (Small+Mid Cap)
2005-06-01,571.755
2005-06-02,575.712
2005-06-03,576.242
2005-06-06,574.26
2005-06-07,579.696
2005-06-08,583.061
2005-06-09,577.095
2005-06-10,580.004
2005-06-13,579.453
2005-06-14,581.095
2005-06-15,578.653
2005-06-16,581.715
2005-06-17,590.018
2005-06-20,583.449
2005-06-21,586.657
2005-06-22,590.07
2005-06-23,586.071
2005-06-24,581.469
2005-06-27,580.64
2005-06-28,581.206
2005-06-29,582.014
2005-06-30,583.792
2005-07-01,584.075
2005-07-04,582.807
2005-07-05,582.622
2005-07-06,585.104
2005-07-07,579.31
2005-07-08,584.474
2005-07-11,595.656
2005-07-12,600.678
2005-07-13,598.714
2005-07-14,602.055
2005-07-15,595.736
2005-07-18,596.791
2005-07-19,598.777
2005-07-20,600.938
2005-07-21,608.138
2005-07-22,608.543
2005-07-25,607.299
2005-07-26,605.459
2005-07-27,610.3
2005-07-28,611.53
2005-07-29,613.381
2005-08-01,618.701
2005-08-02,620.599
2005-08-03,624.575
2005-08-04,624.563
2005-08-05,616.649
2005-08-08,619.916
2005-08-09,623.45
2005-08-10,631.136
2005-08-11,633.712
2005-08-12,631.556
2005-08-15,628.653
2005-08-16,625.0
2005-08-17,622.86
2005-08-18,613.872
2005-08-19,614.063
2005-08-22,620.174
2005-08-23,616.479
2005-08-24,614.922
2005-08-25,613.995
2005-08-26,616.538
2005-08-29,615.285
2005-08-30,611.356
2005-08-31,617.452
2005-09-01,627.427
2005-09-02,633.9
2005-09-05,635.535
2005-09-06,636.854
2005-09-07,640.635
2005-09-08,639.566
2005-09-09,644.023
2005-09-12,638.95
2005-09-13,636.394
2005-09-14,638.335
2005-09-15,633.117
2005-09-16,635.753
2005-09-19,632.121
2005-09-20,634.563
2005-09-21,631.861
2005-09-22,622.688
2005-09-23,621.247
2005-09-26,621.83
2005-09-27,618.815
2005-09-28,621.764
2005-09-29,621.39
2005-09-30,630.315
2005-10-03,628.483
2005-10-04,631.943
2005-10-05,628.763
2005-10-06,630.385
2005-10-07,626.517
2005-10-10,624.565
2005-10-11,620.447
2005-10-12,617.496
2005-10-13,603.94
2005-10-14,611.42
2005-10-17,606.224
2005-10-18,598.788
2005-10-19,589.348
2005-10-20,594.546
2005-10-21,594.067
2005-10-24,598.669
2005-10-25,605.83
2005-10-26,605.471
2005-10-27,599.675
2005-10-28,594.83
2005-10-31,597.687
2005-11-01,600.138
2005-11-02,606.653
2005-11-03,612.285
2005-11-04,600.932
2005-11-07,602.781
