Date,BELGIUM MID VALUE Mid Cap
2002-12-30,301.723
2002-12-31,306.278
2003-01-01,306.278
2003-01-02,310.09
2003-01-03,306.272
2003-01-06,309.304
2003-01-07,306.301
2003-01-08,298.573
2003-01-09,305.066
2003-01-10,301.625
2003-01-13,302.376
2003-01-14,305.272
2003-01-15,310.916
2003-01-16,307.725
2003-01-17,308.61
2003-01-20,306.268
2003-01-21,306.277
2003-01-22,305.794
2003-01-23,302.727
2003-01-24,303.257
2003-01-27,294.964
2003-01-28,294.773
2003-01-29,290.88
2003-01-30,288.854
2003-01-31,295.545
2003-02-03,294.999
2003-02-04,295.27
2003-02-05,296.069
2003-02-06,291.264
2003-02-07,286.546
2003-02-10,283.323
2003-02-11,286.734
2003-02-12,283.906
2003-02-13,282.455
2003-02-14,285.564
2003-02-17,285.581
2003-02-18,292.826
2003-02-19,292.86
2003-02-20,290.501
2003-02-21,287.912
2003-02-24,283.657
2003-02-25,275.361
2003-02-26,265.792
2003-02-27,268.351
2003-02-28,276.897
2003-03-03,268.958
2003-03-04,268.115
2003-03-05,267.576
2003-03-06,264.784
2003-03-07,258.083
2003-03-10,253.651
2003-03-11,253.801
2003-03-12,243.164
2003-03-13,257.096
2003-03-14,272.24
2003-03-17,276.76
2003-03-18,274.48
2003-03-19,279.062
2003-03-20,273.964
2003-03-21,279.55
2003-03-24,272.51
2003-03-25,272.773
2003-03-26,273.044
2003-03-27,268.114
2003-03-28,273.971
2003-03-31,275.777
2003-04-01,275.313
2003-04-02,278.855
2003-04-03,282.265
2003-04-04,289.496
2003-04-07,298.104
2003-04-08,294.865
2003-04-09,296.507
2003-04-10,297.242
2003-04-11,293.701
2003-04-14,301.593
2003-04-15,305.462
2003-04-16,305.877
2003-04-17,306.591
2003-04-18,306.591
2003-04-21,305.27
2003-04-22,307.41
2003-04-23,312.569
2003-04-24,311.79
2003-04-25,305.47
2003-04-28,309.043
2003-04-29,316.355
2003-04-30,319.187
2003-05-01,322.119
2003-05-02,322.067
2003-05-05,324.525
2003-05-06,333.935
2003-05-07,335.953
2003-05-08,324.988
2003-05-09,334.94
2003-05-12,333.019
2003-05-13,331.113
2003-05-14,334.703
2003-05-15,336.777
2003-05-16,344.682
2003-05-19,339.761
2003-05-20,347.259
2003-05-21,343.941
2003-05-22,344.309
2003-05-23,350.006
2003-05-26,349.32
2003-05-27,349.43
2003-05-28,349.213
2003-05-29,354.533
2003-05-30,360.358
2003-06-02,355.743
2003-06-03,361.476
2003-06-04,361.512
2003-06-05,367.504
2003-06-06,366.927
2003-06-09,363.991
2003-06-10,367.595
2003-06-11,365.12
2003-06-12,366.565
2003-06-13,364.574
2003-06-16,362.646
2003-06-17,361.077
2003-06-18,355.317
2003-06-19,351.118
2003-06-20,349.901
2003-06-23,343.858
2003-06-24,336.817
2003-06-25,339.638
2003-06-26,333.815
2003-06-27,331.031
2003-06-30,331.894
2003-07-01,328.058
2003-07-02,326.662
2003-07-03,325.252
2003-07-04,325.831
2003-07-07,331.394
2003-07-08,329.414
2003-07-09,328.874
2003-07-10,328.813
2003-07-11,329.337
2003-07-14,332.671
2003-07-15,329.118
2003-07-16,320.354
2003-07-17,323.306
2003-07-18,322.613
2003-07-21,322.638
2003-07-22,324.241
2003-07-23,326.993
2003-07-24,330.019
2003-07-25,330.792
2003-07-28,331.872
2003-07-29,331.066
2003-07-30,329.738
2003-07-31,328.674
2003-08-01,323.908
2003-08-04,327.653
2003-08-05,333.552
2003-08-06,331.334
2003-08-07,330.241
2003-08-08,329.223
2003-08-11,331.118
2003-08-12,330.78
2003-08-13,327.304
2003-08-14,329.089
2003-08-15,332.175
2003-08-18,328.599
2003-08-19,329.188
2003-08-20,327.1
2003-08-21,324.374
2003-08-22,322.511
2003-08-25,323.463
2003-08-26,321.553
2003-08-27,321.564
2003-08-28,323.056
2003-08-29,324.163
2003-09-01,324.439
2003-09-02,319.953
2003-09-03,328.442
2003-09-04,333.301
2003-09-05,337.463
2003-09-08,342.782
2003-09-09,341.634
2003-09-10,339.899
2003-09-11,336.928
2003-09-12,342.322
2003-09-15,344.62
2003-09-16,343.514
2003-09-17,343.321
2003-09-18,345.485
2003-09-19,346.059
2003-09-22,348.69
2003-09-23,345.623
2003-09-24,345.182
2003-09-25,344.248
2003-09-26,339.191
2003-09-29,341.522
2003-09-30,341.677
2003-10-01,348.947
2003-10-02,348.065
2003-10-03,347.418
2003-10-06,347.622
2003-10-07,347.713
2003-10-08,349.159
2003-10-09,348.602
2003-10-10,352.193
2003-10-13,352.216
2003-10-14,350.9
2003-10-15,354.884
2003-10-16,358.357
2003-10-17,353.883
2003-10-20,357.656
2003-10-21,358.952
2003-10-22,361.338
2003-10-23,356.57
2003-10-24,354.693
2003-10-27,360.755
2003-10-28,356.399
2003-10-29,357.767
2003-10-30,362.033
2003-10-31,365.738
2003-11-03,358.99
2003-11-04,361.714
2003-11-05,361.41
2003-11-06,360.811
2003-11-07,367.648
2003-11-10,367.164
2003-11-11,367.972
2003-11-12,367.229
2003-11-13,370.111
2003-11-14,372.525
2003-11-17,369.101
2003-11-18,371.142
2003-11-19,370.911
2003-11-20,371.23
2003-11-21,372.582
2003-11-24,370.48
2003-11-25,368.802
2003-11-26,376.099
2003-11-27,376.18
2003-11-28,377.955
2003-12-01,380.441
2003-12-02,387.178
2003-12-03,392.442
2003-12-04,389.757
2003-12-05,393.128
2003-12-08,394.286
2003-12-09,395.637
2003-12-10,395.425
2003-12-11,392.456
2003-12-12,392.816
2003-12-15,392.808
2003-12-16,393.574
2003-12-17,394.786
2003-12-18,398.124
2003-12-19,399.694
2003-12-22,402.52
2003-12-23,406.791
2003-12-24,408.529
2003-12-25,408.529
2003-12-26,408.365
2003-12-29,412.448
2003-12-30,415.984
2003-12-31,417.292
2004-01-01,417.292
2004-01-02,420.335
2004-01-05,422.191
2004-01-06,425.871
2004-01-07,430.673
2004-01-08,434.495
2004-01-09,439.289
2004-01-12,434.534
2004-01-13,434.124
2004-01-14,431.85
2004-01-15,430.054
2004-01-16,427.17
2004-01-19,428.663
2004-01-20,432.477
2004-01-21,435.171
2004-01-22,439.299
2004-01-23,437.843
2004-01-26,431.012
2004-01-27,434.478
2004-01-28,433.826
2004-01-29,424.866
2004-01-30,427.458
2004-02-02,434.229
2004-02-03,436.027
2004-02-04,433.707
2004-02-05,434.466
2004-02-06,439.372
2004-02-09,441.616
2004-02-10,442.342
2004-02-11,443.176
2004-02-12,446.846
2004-02-13,445.992
2004-02-16,445.963
2004-02-17,453.095
2004-02-18,459.094
2004-02-19,455.097
2004-02-20,449.559
2004-02-23,450.495
2004-02-24,453.709
2004-02-25,444.851
2004-02-26,443.31
2004-02-27,444.513
2004-03-01,448.564
2004-03-02,446.525
2004-03-03,439.079
2004-03-04,442.939
2004-03-05,450.831
2004-03-08,450.622
2004-03-09,446.422
2004-03-10,436.432
2004-03-11,428.159
2004-03-12,421.143
2004-03-15,416.55
2004-03-16,418.688
2004-03-17,419.699
2004-03-18,423.236
2004-03-19,420.263
2004-03-22,417.661
2004-03-23,412.902
2004-03-24,411.705
2004-03-25,414.564
2004-03-26,413.014
2004-03-29,413.956
2004-03-30,415.669
2004-03-31,423.469
2004-04-01,433.174
2004-04-02,426.959
2004-04-05,426.665
2004-04-06,429.282
2004-04-07,438.276
2004-04-08,436.725
2004-04-09,436.725
2004-04-12,435.499
2004-04-13,432.542
2004-04-14,431.929
2004-04-15,429.894
2004-04-16,437.282
2004-04-19,434.805
2004-04-20,433.988
2004-04-21,432.74
2004-04-22,435.855
2004-04-23,440.564
2004-04-26,439.607
2004-04-27,439.123
2004-04-28,431.311
2004-04-29,429.558
2004-04-30,430.001
2004-05-03,429.813
2004-05-04,434.576
2004-05-05,438.874
2004-05-06,431.589
2004-05-07,424.484
2004-05-10,413.506
2004-05-11,416.257
2004-05-12,418.331
2004-05-13,418.348
2004-05-14,422.336
2004-05-17,418.098
2004-05-18,419.333
2004-05-19,426.53
2004-05-20,424.307
2004-05-21,424.078
2004-05-24,422.425
2004-05-25,425.587
2004-05-26,426.677
2004-05-27,436.855
2004-05-28,431.437
2004-05-31,433.311
2004-06-01,432.005
2004-06-02,435.681
2004-06-03,442.714
2004-06-04,448.856
2004-06-07,452.616
2004-06-08,453.097
2004-06-09,445.56
2004-06-10,446.799
2004-06-11,440.288
2004-06-14,438.278
2004-06-15,440.852
2004-06-16,440.131
2004-06-17,438.671
2004-06-18,448.341
2004-06-21,447.815
2004-06-22,443.63
2004-06-23,445.575
2004-06-24,450.186
2004-06-25,450.821
2004-06-28,455.007
2004-06-29,452.496
2004-06-30,459.264
2004-07-01,457.271
2004-07-02,462.781
2004-07-05,460.775
2004-07-06,458.542
2004-07-07,461.533
2004-07-08,460.144
2004-07-09,458.684
2004-07-12,460.978
2004-07-13,464.817
2004-07-14,464.13
2004-07-15,461.139
2004-07-16,460.562
2004-07-19,462.629
2004-07-20,462.417
2004-07-21,458.047
2004-07-22,453.543
2004-07-23,444.419
2004-07-26,444.358
2004-07-27,446.602
2004-07-28,443.571
2004-07-29,451.794
2004-07-30,453.983
2004-08-02,453.936
2004-08-03,461.766
2004-08-04,459.364
2004-08-05,476.733
2004-08-06,482.514
2004-08-09,475.047
2004-08-10,477.703
2004-08-11,469.82
2004-08-12,472.985
2004-08-13,477.011
2004-08-16,480.4
2004-08-17,479.241
2004-08-18,477.809
2004-08-19,481.495
2004-08-20,480.375
2004-08-23,478.024
2004-08-24,473.563
2004-08-25,475.648
2004-08-26,480.663
2004-08-27,481.169
2004-08-30,482.211
2004-08-31,485.766
2004-09-01,491.036
2004-09-02,490.431
2004-09-03,491.573
2004-09-06,490.141
2004-09-07,493.107
2004-09-08,497.248
2004-09-09,498.58
2004-09-10,505.811
2004-09-13,506.863
2004-09-14,506.652
2004-09-15,504.954
2004-09-16,504.636
2004-09-17,507.033
2004-09-20,507.366
2004-09-21,513.406
2004-09-22,517.309
2004-09-23,515.438
2004-09-24,519.124
2004-09-27,518.141
2004-09-28,523.225
2004-09-29,530.828
2004-09-30,540.802
2004-10-01,547.596
2004-10-04,539.77
2004-10-05,543.639
2004-10-06,542.131
2004-10-07,543.551
2004-10-08,544.983
2004-10-11,548.066
2004-10-12,535.762
2004-10-13,536.154
2004-10-14,539.045
2004-10-15,542.467
2004-10-18,543.418
2004-10-19,553.058
2004-10-20,556.138
2004-10-21,561.308
2004-10-22,562.715
2004-10-25,562.187
2004-10-26,565.809
2004-10-27,569.608
2004-10-28,574.71
2004-10-29,569.943
2004-11-01,575.076
2004-11-02,579.367
2004-11-03,588.506
2004-11-04,589.208
2004-11-05,591.673
2004-11-08,596.251
2004-11-09,606.104
2004-11-10,619.59
2004-11-11,626.861
2004-11-12,627.501
2004-11-15,626.985
2004-11-16,627.654
2004-11-17,634.178
2004-11-18,635.772
2004-11-19,634.501
2004-11-22,635.203
2004-11-23,636.831
2004-11-24,646.025
2004-11-25,650.479
2004-11-26,655.787
2004-11-29,650.417
2004-11-30,648.69
2004-12-01,649.124
2004-12-02,652.505
2004-12-03,656.01
2004-12-06,659.096
2004-12-07,663.473
2004-12-08,649.471
2004-12-09,634.425
2004-12-10,633.342
2004-12-13,637.534
2004-12-14,640.89
2004-12-15,651.052
2004-12-16,639.062
2004-12-17,613.353
2004-12-20,640.931
2004-12-21,637.343
2004-12-22,638.107
2004-12-23,645.742
2004-12-24,645.671
2004-12-27,647.334
2004-12-28,646.637
2004-12-29,646.247
2004-12-30,649.854
2004-12-31,645.702
2005-01-03,650.784
2005-01-04,649.832
2005-01-05,648.3
2005-01-06,641.938
2005-01-07,632.979
2005-01-10,634.096
2005-01-11,636.352
2005-01-12,645.456
2005-01-13,631.201
2005-01-14,621.409
2005-01-17,626.327
2005-01-18,627.282
2005-01-19,625.189
2005-01-20,618.861
2005-01-21,624.027
2005-01-24,622.355
2005-01-25,616.303
2005-01-26,629.266
2005-01-27,627.086
2005-01-28,626.979
2005-01-31,632.505
2005-02-01,635.032
2005-02-02,646.67
2005-02-03,644.62
2005-02-04,651.599
2005-02-07,641.841
2005-02-08,641.231
2005-02-09,647.009
2005-02-10,643.327
2005-02-11,643.875
2005-02-14,651.612
2005-02-15,655.832
2005-02-16,659.44
2005-02-17,664.465
2005-02-18,663.594
2005-02-21,661.754
2005-02-22,672.189
2005-02-23,660.057
2005-02-24,662.506
2005-02-25,666.203
2005-02-28,684.729
2005-03-01,683.24
2005-03-02,668.799
2005-03-03,672.463
2005-03-04,684.314
2005-03-07,684.667
2005-03-08,692.061
2005-03-09,687.364
2005-03-10,671.228
2005-03-11,672.651
2005-03-14,666.679
2005-03-15,664.197
2005-03-16,668.043
2005-03-17,661.745
2005-03-18,660.94
2005-03-21,656.362
2005-03-22,652.725
2005-03-23,638.096
2005-03-24,670.688
2005-03-25,670.688
2005-03-28,665.981
2005-03-29,659.106
2005-03-30,670.194
2005-03-31,666.924
2005-04-01,672.353
2005-04-04,662.737
2005-04-05,661.777
2005-04-06,676.38
2005-04-07,676.487
2005-04-08,672.546
2005-04-11,677.732
2005-04-12,671.231
2005-04-13,668.209
2005-04-14,650.162
2005-04-15,656.35
2005-04-18,641.754
2005-04-19,644.894
2005-04-20,653.458
2005-04-21,648.868
2005-04-22,659.555
2005-04-25,657.118
2005-04-26,651.788
2005-04-27,636.569
2005-04-28,632.913
2005-04-29,636.786
2005-05-02,632.95
2005-05-03,634.928
2005-05-04,642.954
2005-05-05,645.319
2005-05-06,641.939
2005-05-09,633.187
2005-05-10,634.932
2005-05-11,635.025
2005-05-12,616.619
2005-05-13,607.251
2005-05-16,601.575
2005-05-17,598.784
2005-05-18,614.158
2005-05-19,615.104
2005-05-20,613.071
2005-05-23,615.088
2005-05-24,614.234
2005-05-25,617.652
2005-05-26,613.379
2005-05-27,613.281
2005-05-30,606.091
2005-05-31,600.576
2005-06-01,604.1
2005-06-02,609.911
2005-06-03,607.063
2005-06-06,603.32
2005-06-07,599.934
2005-06-08,599.722
2005-06-09,591.354
2005-06-10,593.926
2005-06-13,589.085
2005-06-14,590.107
2005-06-15,595.729
2005-06-16,595.296
2005-06-17,595.283
2005-06-20,589.157
2005-06-21,596.559
2005-06-22,604.641
2005-06-23,595.723
2005-06-24,592.796
2005-06-27,592.889
2005-06-28,590.53
2005-06-29,596.143
2005-06-30,591.428
2005-07-01,587.096
2005-07-04,581.773
2005-07-05,582.214
2005-07-06,580.373
2005-07-07,573.805
2005-07-08,575.438
2005-07-11,583.281
2005-07-12,586.539
2005-07-13,590.252
2005-07-14,595.245
2005-07-15,599.176
2005-07-18,597.285
2005-07-19,604.07
2005-07-20,604.438
2005-07-21,608.433
2005-07-22,606.749
2005-07-25,600.414
2005-07-26,599.206
2005-07-27,602.663
2005-07-28,614.352
2005-07-29,615.719
2005-08-01,616.308
2005-08-02,620.235
2005-08-03,635.507
2005-08-04,636.636
2005-08-05,628.869
2005-08-08,631.686
2005-08-09,629.041
2005-08-10,630.612
2005-08-11,626.936
2005-08-12,622.437
2005-08-15,622.726
2005-08-16,623.245
2005-08-17,623.253
2005-08-18,609.968
2005-08-19,611.474
2005-08-22,615.671
2005-08-23,605.698
2005-08-24,608.56
2005-08-25,608.988
2005-08-26,607.846
2005-08-29,599.465
2005-08-30,599.386
2005-08-31,601.478
2005-09-01,617.064
2005-09-02,625.063
2005-09-05,622.545
2005-09-06,624.964
2005-09-07,624.708
2005-09-08,617.321
2005-09-09,619.178
2005-09-12,611.908
2005-09-13,612.846
2005-09-14,623.154
2005-09-15,618.819
2005-09-16,613.984
2005-09-19,615.321
2005-09-20,619.318
2005-09-21,625.761
2005-09-22,622.554
2005-09-23,616.107
2005-09-26,626.367
2005-09-27,628.731
2005-09-28,640.314
2005-09-29,630.05
2005-09-30,636.825
2005-10-03,629.407
2005-10-04,648.739
2005-10-05,649.611
2005-10-06,649.209
2005-10-07,648.903
2005-10-10,646.453
2005-10-11,640.315
2005-10-12,639.841
2005-10-13,628.358
2005-10-14,636.235
2005-10-17,633.347
2005-10-18,629.947
2005-10-19,620.088
2005-10-20,629.35
2005-10-21,630.445
2005-10-24,638.257
2005-10-25,638.51
2005-10-26,640.395
2005-10-27,632.413
2005-10-28,624.632
2005-10-31,630.304
2005-11-01,632.261
2005-11-02,631.216
2005-11-03,633.003
2005-11-04,645.7
2005-11-07,648.685
2005-11-08,652.588
2005-11-09,651.339
