Date,BELGIUM MID VALUE Mid Cap
2012-06-29,740.879
2012-07-31,745.045
2012-08-31,796.422
2012-09-28,838.613
2012-10-31,856.564
2012-11-30,924.656
2012-12-31,999.192
2013-01-31,1120.204
2013-02-28,1091.276
2013-03-29,1093.95
2013-04-30,1206.877
2013-05-31,1224.521
2013-06-28,1172.839
2013-07-31,1296.663
2013-08-30,1267.981
2013-09-30,1286.816
2013-10-31,1333.698
2013-11-29,1280.902
2013-12-31,1324.11
2014-01-31,1372.357
2014-02-28,1494.176
2014-03-31,1478.919
2014-04-30,1458.155
2014-05-30,1470.549
2014-06-30,1395.591
2014-07-31,1296.776
2014-08-29,1293.312
2014-09-30,1281.917
2014-10-31,1273.792
2014-11-28,1362.825
2014-12-31,1358.527
2015-01-30,1415.275
2015-02-27,1508.928
2015-03-31,1497.685
2015-04-30,1458.389
2015-05-29,1554.478
2015-06-30,1525.794
2015-07-31,1623.37
2015-08-31,1585.517
2015-09-30,1571.895
2015-10-30,1688.242
2015-11-30,1727.896
2015-12-31,1745.876
2016-01-29,1622.058
2016-02-29,1617.941
2016-03-31,1713.476
2016-04-29,1713.283
2016-05-31,1780.174
2016-06-30,1655.817
2016-07-29,1800.581
2016-08-31,1871.397
2016-09-30,1980.015
2016-10-31,1959.031
2016-11-30,1969.383
2016-12-30,2034.722
2017-01-31,2106.628
2017-02-28,1990.741
2017-03-31,2077.706
2017-04-28,2162.198
2017-05-31,2281.334
2017-06-30,2312.972
2017-07-31,2506.543
2017-08-31,2556.958
2017-09-29,2621.552
2017-10-31,2640.657
2017-11-30,2565.896
2017-12-29,2530.982
2018-01-31,2686.235
2018-02-28,2598.446
2018-03-30,2572.041
2018-04-30,2633.915
2018-05-31,2532.48
2018-06-29,2406.327
2018-07-31,2573.386
2018-08-31,2471.467
2018-09-28,2561.782
2018-10-31,2480.914
2018-11-30,2479.295
2018-12-31,2396.899
2019-01-31,2448.22
2019-02-28,2523.267
2019-03-29,2563.013
2019-04-30,2700.778
2019-05-31,2661.384
2019-06-28,2852.567
2019-07-31,2884.788
2019-08-30,2866.056
2019-09-30,2936.845
2019-10-31,3059.309
2019-11-29,3161.982
2019-12-31,3135.334
2020-01-31,2936.676
2020-02-28,2513.838
2020-03-31,2248.658
2020-04-30,2182.31
2020-05-29,2139.652
2020-06-30,2183.262
2020-07-31,2235.987
2020-08-31,2422.474
2020-09-30,2426.635
2020-10-30,2357.449
2020-11-30,2955.765
2020-12-31,3076.874
2021-01-29,3040.853
2021-02-26,3209.594
2021-03-31,3373.645
2021-04-30,3405.979
2021-05-31,3606.91
2021-06-30,3439.244
2021-07-30,3470.874
2021-08-31,3456.726
2021-09-30,3285.803
2021-10-29,3202.134
2021-11-30,3109.417
2021-12-31,3406.033
2022-01-31,3082.057
2022-02-28,3103.979
2022-03-31,3129.088
2022-04-29,2941.315
2022-05-31,3047.2
2022-06-30,2898.385
2022-07-29,2910.626
2022-08-31,2796.425
2022-09-30,2601.042
2022-10-31,2779.798
2022-11-30,2971.567
2022-12-30,3181.959
2023-01-31,3516.425
2023-02-28,3361.548
2023-03-31,3285.874
2023-04-28,3379.005
2023-05-31,3053.461
2023-06-30,3123.443
2023-07-31,3364.174
2023-08-31,3176.256
2023-09-29,2978.819
2023-10-31,2886.983
2023-11-30,3226.851
2023-12-29,3413.66
2024-01-31,3171.594
2024-02-29,3030.165
2024-03-29,3160.085
2024-04-30,3152.94
2024-05-31,3298.688
2024-06-28,3018.084
2024-07-31,3065.898
2024-08-30,3095.074
2024-09-30,3250.524
2024-10-31,2943.798
2024-11-29,2826.133
2024-12-31,2728.593
2025-01-31,2901.974
2025-02-28,2909.459
2025-03-31,2999.945
2025-04-30,3217.818
2025-05-30,3410.755
2025-06-30,3624.644
2025-07-31,3633.818
2025-08-29,3748.852
2025-09-30,3673.487
