Date,NETHERLANDS LARGE CAP Large Cap
2023-10-31,2114.27
2023-11-30,2385.753
2023-12-29,2560.986
2024-01-31,2752.726
2024-02-29,2896.094
2024-03-29,3008.807
2024-04-30,2882.631
2024-05-31,3057.743
2024-06-28,3172.592
2024-07-31,2994.973
2024-08-30,3047.529
2024-09-30,2988.407
2024-10-31,2618.221
2024-11-29,2603.459
2024-12-31,2598.832
2025-01-31,2750.905
2025-02-28,2726.637
2025-03-31,2624.53
2025-04-30,2739.376
2025-05-30,2985.963
2025-06-30,3099.354
2025-07-31,2899.968
2025-08-29,2970.631
2025-09-30,3441.746
