Date,NETHERLANDS LARGE CAP Large Cap
2003-11-10,440.147
2003-11-11,437.675
2003-11-12,440.572
2003-11-13,444.368
2003-11-14,446.88
2003-11-17,435.698
2003-11-18,438.035
2003-11-19,437.759
2003-11-20,436.88
2003-11-21,435.809
2003-11-24,440.039
2003-11-25,440.496
2003-11-26,443.431
2003-11-27,445.457
2003-11-28,445.94
2003-12-01,452.854
2003-12-02,456.925
2003-12-03,459.664
2003-12-04,457.411
2003-12-05,457.312
2003-12-08,456.701
2003-12-09,458.762
2003-12-10,455.339
2003-12-11,455.458
2003-12-12,459.284
2003-12-15,461.198
2003-12-16,461.289
2003-12-17,462.643
2003-12-18,467.233
2003-12-19,471.936
2003-12-22,472.458
2003-12-23,472.617
2003-12-24,475.143
2003-12-25,475.143
2003-12-26,474.952
2003-12-29,480.008
2003-12-30,485.134
2003-12-31,490.23
2004-01-01,490.23
2004-01-02,495.109
2004-01-05,499.399
2004-01-06,501.399
2004-01-07,494.701
2004-01-08,501.128
2004-01-09,493.13
2004-01-12,488.471
2004-01-13,488.375
2004-01-14,488.438
2004-01-15,490.568
2004-01-16,487.85
2004-01-19,488.257
2004-01-20,492.646
2004-01-21,499.113
2004-01-22,502.072
2004-01-23,500.484
2004-01-26,493.202
2004-01-27,497.169
2004-01-28,499.002
2004-01-29,485.395
2004-01-30,484.973
2004-02-02,488.016
2004-02-03,488.181
2004-02-04,484.485
2004-02-05,486.479
2004-02-06,490.513
2004-02-09,494.178
2004-02-10,497.366
2004-02-11,498.148
2004-02-12,506.457
2004-02-13,501.554
2004-02-16,504.133
2004-02-17,509.415
2004-02-18,509.934
2004-02-19,507.698
2004-02-20,501.83
2004-02-23,498.652
2004-02-24,495.952
2004-02-25,492.702
2004-02-26,491.046
2004-02-27,492.456
2004-03-01,498.034
2004-03-02,495.929
2004-03-03,488.884
2004-03-04,490.953
2004-03-05,495.739
2004-03-08,496.677
2004-03-09,492.997
2004-03-10,486.527
2004-03-11,473.86
2004-03-12,472.33
2004-03-15,463.78
2004-03-16,468.422
2004-03-17,471.224
2004-03-18,465.17
2004-03-19,464.28
2004-03-22,456.065
2004-03-23,453.072
2004-03-24,447.24
2004-03-25,455.051
2004-03-26,454.988
2004-03-29,463.853
2004-03-30,465.037
2004-03-31,466.928
2004-04-01,473.072
2004-04-02,475.877
2004-04-05,473.627
2004-04-06,473.253
2004-04-07,477.873
2004-04-08,475.97
2004-04-09,475.97
2004-04-12,474.633
2004-04-13,471.663
2004-04-14,468.299
2004-04-15,471.08
2004-04-16,478.805
2004-04-19,478.598
2004-04-20,477.964
2004-04-21,474.685
2004-04-22,477.208
2004-04-23,477.407
2004-04-26,477.609
2004-04-27,479.856
2004-04-28,467.913
2004-04-29,469.574
2004-04-30,468.236
2004-05-03,471.669
2004-05-04,478.515
2004-05-05,483.574
2004-05-06,474.169
2004-05-07,466.901
2004-05-10,454.439
2004-05-11,456.812
2004-05-12,452.315
2004-05-13,455.709
2004-05-14,453.456
2004-05-17,452.242
2004-05-18,453.207
2004-05-19,463.736
2004-05-20,456.726
2004-05-21,459.397
2004-05-24,462.134
2004-05-25,465.705
2004-05-26,468.973
2004-05-27,477.788
2004-05-28,475.145
2004-05-31,476.519
2004-06-01,470.263
2004-06-02,475.799
2004-06-03,476.552
2004-06-04,479.069
2004-06-07,486.773
2004-06-08,485.818
2004-06-09,477.011
2004-06-10,478.542
2004-06-11,475.081
2004-06-14,472.539
2004-06-15,475.14
2004-06-16,478.111
2004-06-17,480.635
2004-06-18,486.326
2004-06-21,485.104
2004-06-22,477.941
2004-06-23,478.931
2004-06-24,487.457
2004-06-25,486.279
2004-06-28,492.796
2004-06-29,487.808
2004-06-30,486.323
2004-07-01,487.075
2004-07-02,487.514
2004-07-05,484.188
2004-07-06,480.029
2004-07-07,482.008
2004-07-08,484.617
2004-07-09,485.341
2004-07-12,482.569
2004-07-13,478.871
2004-07-14,480.568
2004-07-15,475.52
2004-07-16,478.473
2004-07-19,475.181
2004-07-20,474.652
2004-07-21,472.082
2004-07-22,465.28
2004-07-23,459.715
2004-07-26,455.483
2004-07-27,458.456
2004-07-28,456.873
2004-07-29,467.244
2004-07-30,465.848
2004-08-02,460.112
2004-08-03,465.823
2004-08-04,461.821
2004-08-05,463.253
2004-08-06,457.892
2004-08-09,455.68
2004-08-10,461.866
2004-08-11,453.388
2004-08-12,453.777
2004-08-13,456.366
2004-08-16,462.803
2004-08-17,463.213
2004-08-18,462.609
2004-08-19,466.076
2004-08-20,464.802
2004-08-23,467.78
2004-08-24,463.004
2004-08-25,462.468
2004-08-26,465.435
2004-08-27,466.4
2004-08-30,465.222
2004-08-31,466.024
2004-09-01,469.816
2004-09-02,472.093
2004-09-03,471.325
2004-09-06,474.438
2004-09-07,475.267
2004-09-08,476.233
2004-09-09,473.606
2004-09-10,480.532
2004-09-13,483.735
2004-09-14,483.052
2004-09-15,476.833
2004-09-16,476.093
2004-09-17,481.447
2004-09-20,477.561
2004-09-21,485.372
2004-09-22,475.325
2004-09-23,472.366
2004-09-24,470.182
2004-09-27,469.19
2004-09-28,471.04
2004-09-29,471.918
2004-09-30,474.477
2004-10-01,483.407
2004-10-04,482.97
2004-10-05,486.102
2004-10-06,487.873
2004-10-07,488.319
2004-10-08,490.155
2004-10-11,488.757
2004-10-12,480.302
2004-10-13,479.207
2004-10-14,481.205
2004-10-15,482.697
2004-10-18,482.917
2004-10-19,487.069
2004-10-20,483.437
2004-10-21,485.588
2004-10-22,486.525
2004-10-25,483.595
2004-10-26,485.7
2004-10-27,494.059
2004-10-28,498.008
2004-10-29,496.127
2004-11-01,497.771
2004-11-02,499.626
2004-11-03,505.155
2004-11-04,506.363
2004-11-05,510.711
2004-11-08,512.731
2004-11-09,510.816
2004-11-10,513.251
2004-11-11,517.976
2004-11-12,520.275
2004-11-15,518.798
2004-11-16,515.982
2004-11-17,522.091
2004-11-18,520.227
2004-11-19,520.386
2004-11-22,516.461
2004-11-23,517.939
2004-11-24,520.263
2004-11-25,529.639
2004-11-26,530.794
2004-11-29,530.508
2004-11-30,527.502
2004-12-01,534.595
2004-12-02,534.651
2004-12-03,537.251
2004-12-06,537.051
2004-12-07,538.633
2004-12-08,532.47
2004-12-09,527.898
2004-12-10,528.85
2004-12-13,537.289
2004-12-14,538.057
2004-12-15,541.05
2004-12-16,538.42
2004-12-17,532.55
2004-12-20,538.618
2004-12-21,537.707
2004-12-22,542.388
2004-12-23,549.5
2004-12-24,550.563
2004-12-27,553.169
2004-12-28,553.628
2004-12-29,550.806
2004-12-30,552.708
2004-12-31,553.146
2005-01-03,552.001
2005-01-04,545.417
2005-01-05,541.14
2005-01-06,542.177
2005-01-07,538.913
2005-01-10,540.889
2005-01-11,539.894
2005-01-12,540.824
2005-01-13,540.122
2005-01-14,536.829
2005-01-17,538.805
2005-01-18,536.852
2005-01-19,537.413
2005-01-20,532.349
2005-01-21,537.242
2005-01-24,540.824
2005-01-25,539.802
2005-01-26,545.911
2005-01-27,546.842
2005-01-28,544.761
2005-01-31,551.166
2005-02-01,559.233
2005-02-02,562.409
2005-02-03,556.361
2005-02-04,563.356
2005-02-07,560.455
2005-02-08,557.805
2005-02-09,555.496
2005-02-10,558.769
2005-02-11,563.544
2005-02-14,567.499
2005-02-15,570.843
2005-02-16,570.881
2005-02-17,575.862
2005-02-18,578.481
2005-02-21,581.206
2005-02-22,583.457
2005-02-23,576.741
2005-02-24,576.42
2005-02-25,584.294
2005-02-28,588.41
2005-03-01,588.211
2005-03-02,586.52
2005-03-03,588.135
2005-03-04,597.812
2005-03-07,595.558
2005-03-08,598.716
2005-03-09,596.069
2005-03-10,591.021
2005-03-11,593.304
2005-03-14,589.346
2005-03-15,589.903
2005-03-16,585.455
2005-03-17,582.618
2005-03-18,581.78
2005-03-21,574.968
2005-03-22,577.174
2005-03-23,566.795
2005-03-24,568.128
2005-03-25,568.128
2005-03-28,564.141
2005-03-29,566.264
2005-03-30,564.622
2005-03-31,566.26
2005-04-01,563.799
2005-04-04,557.697
2005-04-05,562.229
2005-04-06,564.731
2005-04-07,570.88
2005-04-08,568.613
2005-04-11,571.286
2005-04-12,565.576
2005-04-13,566.472
2005-04-14,560.774
2005-04-15,559.049
2005-04-18,550.037
2005-04-19,553.006
2005-04-20,548.957
2005-04-21,548.983
2005-04-22,553.359
2005-04-25,552.102
2005-04-26,550.067
2005-04-27,541.755
2005-04-28,536.849
2005-04-29,539.756
2005-05-02,538.62
2005-05-03,541.693
2005-05-04,547.024
2005-05-05,552.298
2005-05-06,552.01
2005-05-09,549.481
2005-05-10,548.354
2005-05-11,542.458
2005-05-12,542.142
2005-05-13,539.108
2005-05-16,536.088
2005-05-17,537.636
2005-05-18,547.179
2005-05-19,550.848
2005-05-20,548.39
2005-05-23,553.594
2005-05-24,552.979
2005-05-25,554.302
2005-05-26,554.971
2005-05-27,555.885
2005-05-30,555.211
2005-05-31,543.448
2005-06-01,551.075
2005-06-02,553.461
2005-06-03,551.016
2005-06-06,547.658
2005-06-07,552.656
2005-06-08,555.513
2005-06-09,549.766
2005-06-10,551.27
2005-06-13,550.39
2005-06-14,552.038
2005-06-15,552.417
2005-06-16,556.384
2005-06-17,565.92
2005-06-20,561.711
2005-06-21,563.993
2005-06-22,564.263
2005-06-23,563.213
2005-06-24,562.168
2005-06-27,563.462
2005-06-28,569.431
2005-06-29,568.829
2005-06-30,570.844
2005-07-01,571.311
2005-07-04,572.805
2005-07-05,571.853
2005-07-06,575.536
2005-07-07,565.456
2005-07-08,571.39
2005-07-11,577.615
2005-07-12,580.622
2005-07-13,579.405
2005-07-14,582.297
2005-07-15,578.535
2005-07-18,576.946
2005-07-19,575.664
2005-07-20,574.638
2005-07-21,579.472
2005-07-22,577.394
2005-07-25,573.842
2005-07-26,573.949
2005-07-27,574.055
2005-07-28,577.597
2005-07-29,579.606
2005-08-01,582.741
2005-08-02,585.181
2005-08-03,588.486
2005-08-04,588.66
2005-08-05,581.664
2005-08-08,581.507
2005-08-09,586.455
2005-08-10,596.521
2005-08-11,595.483
2005-08-12,590.198
2005-08-15,587.023
2005-08-16,584.766
2005-08-17,582.055
2005-08-18,574.423
2005-08-19,576.881
2005-08-22,582.7
2005-08-23,576.899
2005-08-24,577.725
2005-08-25,572.974
2005-08-26,572.807
2005-08-29,571.128
2005-08-30,567.747
2005-08-31,577.817
2005-09-01,584.654
2005-09-02,588.261
2005-09-05,590.003
2005-09-06,593.802
2005-09-07,592.052
2005-09-08,590.947
2005-09-09,591.899
2005-09-12,586.056
2005-09-13,582.131
2005-09-14,584.163
2005-09-15,580.305
2005-09-16,584.852
2005-09-19,581.783
2005-09-20,587.024
2005-09-21,581.248
2005-09-22,572.083
2005-09-23,571.212
2005-09-26,579.226
2005-09-27,576.038
2005-09-28,582.292
2005-09-29,579.162
2005-09-30,584.507
2005-10-03,585.301
2005-10-04,590.761
2005-10-05,586.992
2005-10-06,589.265
2005-10-07,586.685
2005-10-10,582.56
2005-10-11,579.541
2005-10-12,574.444
2005-10-13,567.158
2005-10-14,579.769
2005-10-17,577.808
2005-10-18,573.04
2005-10-19,566.492
2005-10-20,569.812
2005-10-21,566.619
2005-10-24,569.711
2005-10-25,573.388
2005-10-26,574.66
2005-10-27,569.159
2005-10-28,567.015
2005-10-31,574.575
2005-11-01,576.113
2005-11-02,584.92
2005-11-03,583.432
2005-11-04,574.197
2005-11-07,576.321
2005-11-08,577.31
2005-11-09,578.093
