Date,FINLAND IMI VALUE IMI (Large+Mid+Small Cap)
2002-02-11,256.608
2002-02-12,260.95
2002-02-13,263.2
2002-02-14,263.236
2002-02-15,266.53
2002-02-18,263.51
2002-02-19,263.4
2002-02-20,261.173
2002-02-21,262.665
2002-02-22,263.594
2002-02-25,262.281
2002-02-26,261.961
2002-02-27,261.651
2002-02-28,260.738
2002-03-01,263.377
2002-03-04,268.146
2002-03-05,267.656
2002-03-06,270.548
2002-03-07,273.978
2002-03-08,273.762
2002-03-11,273.898
2002-03-12,273.097
2002-03-13,273.294
2002-03-14,272.891
2002-03-15,273.351
2002-03-18,275.494
2002-03-19,273.966
2002-03-20,272.121
2002-03-21,271.906
2002-03-22,271.412
2002-03-25,269.9
2002-03-26,269.005
2002-03-27,268.75
2002-03-28,268.643
2002-03-29,268.643
2002-04-01,270.844
2002-04-02,276.183
2002-04-03,276.978
2002-04-04,276.26
2002-04-05,277.01
2002-04-08,273.707
2002-04-09,276.414
2002-04-10,275.849
2002-04-11,276.947
2002-04-12,275.243
2002-04-15,275.829
2002-04-16,279.999
2002-04-17,282.783
2002-04-18,282.021
2002-04-19,279.842
2002-04-22,276.751
2002-04-23,274.442
2002-04-24,274.725
2002-04-25,273.669
2002-04-26,277.667
2002-04-29,277.96
2002-04-30,276.118
2002-05-01,277.681
2002-05-02,283.953
2002-05-03,288.547
2002-05-06,288.954
2002-05-07,287.914
2002-05-08,289.699
2002-05-09,289.636
2002-05-10,293.567
2002-05-13,294.081
2002-05-14,293.923
2002-05-15,294.366
2002-05-16,293.653
2002-05-17,297.95
2002-05-20,297.615
2002-05-21,294.685
2002-05-22,295.476
2002-05-23,294.422
2002-05-24,296.213
2002-05-27,293.264
2002-05-28,298.805
2002-05-29,299.037
2002-05-30,298.589
2002-05-31,299.77
2002-06-03,299.109
2002-06-04,296.598
2002-06-05,297.324
2002-06-06,301.166
2002-06-07,298.454
2002-06-10,299.984
2002-06-11,301.33
2002-06-12,298.051
2002-06-13,297.568
2002-06-14,293.801
2002-06-17,294.756
2002-06-18,297.97
2002-06-19,298.628
2002-06-20,295.838
2002-06-21,297.28
2002-06-24,295.778
2002-06-25,292.373
2002-06-26,290.857
2002-06-27,292.952
2002-06-28,298.403
2002-07-01,298.651
2002-07-02,298.752
2002-07-03,292.443
2002-07-04,293.686
2002-07-05,289.951
2002-07-08,294.448
2002-07-09,297.227
2002-07-10,294.361
2002-07-11,292.478
2002-07-12,288.384
2002-07-15,288.062
2002-07-16,282.428
2002-07-17,284.431
2002-07-18,283.229
2002-07-19,276.957
2002-07-22,270.35
2002-07-23,258.467
2002-07-24,244.399
2002-07-25,251.377
2002-07-26,247.494
2002-07-29,254.937
2002-07-30,261.663
2002-07-31,259.052
2002-08-01,256.359
2002-08-02,247.948
2002-08-05,238.666
2002-08-06,239.696
2002-08-07,240.72
2002-08-08,241.955
2002-08-09,245.709
2002-08-12,245.653
2002-08-13,241.388
2002-08-14,242.734
2002-08-15,245.369
2002-08-16,244.341
2002-08-19,246.129
2002-08-20,247.008
2002-08-21,256.055
2002-08-22,261.776
2002-08-23,261.107
2002-08-26,257.613
2002-08-27,261.848
2002-08-28,259.189
2002-08-29,255.757
2002-08-30,253.953
2002-09-02,256.991
2002-09-03,248.129
2002-09-04,247.498
2002-09-05,247.414
2002-09-06,246.025
2002-09-09,245.81
2002-09-10,248.371
2002-09-11,250.819
2002-09-12,250.188
2002-09-13,249.13
2002-09-16,247.683
2002-09-17,247.369
2002-09-18,242.327
2002-09-19,240.785
2002-09-20,237.613
2002-09-23,233.944
2002-09-24,226.49
2002-09-25,224.634
2002-09-26,228.936
2002-09-27,229.734
2002-09-30,225.268
2002-10-01,221.62
2002-10-02,219.779
2002-10-03,217.755
2002-10-04,218.73
2002-10-07,212.618
2002-10-08,207.161
2002-10-09,209.35
2002-10-10,211.756
2002-10-11,224.151
2002-10-14,225.875
2002-10-15,234.954
2002-10-16,232.515
2002-10-17,238.435
2002-10-18,243.004
2002-10-21,236.638
2002-10-22,242.213
2002-10-23,237.929
2002-10-24,245.989
2002-10-25,238.392
2002-10-28,241.812
2002-10-29,234.903
2002-10-30,235.249
2002-10-31,241.642
2002-11-01,238.713
2002-11-04,244.931
2002-11-05,244.86
2002-11-06,245.148
2002-11-07,248.765
2002-11-08,247.968
2002-11-11,239.57
2002-11-12,238.469
2002-11-13,238.915
2002-11-14,241.327
2002-11-15,240.028
2002-11-18,242.52
2002-11-19,243.912
2002-11-20,242.327
2002-11-21,248.93
2002-11-22,248.887
2002-11-25,253.264
2002-11-26,251.182
2002-11-27,258.359
2002-11-28,265.867
2002-11-29,269.374
2002-12-02,271.055
2002-12-03,263.096
2002-12-04,258.653
2002-12-05,259.846
2002-12-06,261.755
2002-12-09,257.238
2002-12-10,256.784
2002-12-11,258.805
2002-12-12,258.082
2002-12-13,256.982
2002-12-16,258.576
2002-12-17,260.913
2002-12-18,260.544
2002-12-19,255.432
2002-12-20,253.919
2002-12-23,251.829
2002-12-24,252.871
2002-12-25,252.871
2002-12-26,253.509
2002-12-27,252.892
2002-12-30,257.796
2002-12-31,258.807
2003-01-01,258.807
2003-01-02,266.575
2003-01-03,268.082
2003-01-06,269.729
2003-01-07,264.685
2003-01-08,260.225
2003-01-09,261.772
2003-01-10,263.228
2003-01-13,269.415
2003-01-14,272.959
2003-01-15,271.204
2003-01-16,275.158
2003-01-17,274.419
2003-01-20,277.454
2003-01-21,273.665
2003-01-22,271.335
2003-01-23,271.407
2003-01-24,271.304
2003-01-27,265.095
2003-01-28,261.74
2003-01-29,259.142
2003-01-30,246.229
2003-01-31,244.101
2003-02-03,247.84
2003-02-04,251.541
2003-02-05,249.359
2003-02-06,249.421
2003-02-07,249.632
2003-02-10,248.843
2003-02-11,248.013
2003-02-12,246.331
2003-02-13,245.468
2003-02-14,244.666
2003-02-17,247.17
2003-02-18,244.54
2003-02-19,246.513
2003-02-20,244.702
2003-02-21,242.599
2003-02-24,244.096
2003-02-25,239.327
2003-02-26,239.014
2003-02-27,236.275
2003-02-28,240.116
2003-03-03,240.995
2003-03-04,240.655
2003-03-05,238.999
2003-03-06,236.686
2003-03-07,234.254
2003-03-10,235.088
2003-03-11,237.965
2003-03-12,235.794
2003-03-13,233.379
2003-03-14,237.169
2003-03-17,239.704
2003-03-18,246.127
2003-03-19,245.847
2003-03-20,243.074
2003-03-21,245.413
2003-03-24,244.049
2003-03-25,243.201
2003-03-26,241.771
2003-03-27,241.766
2003-03-28,239.819
2003-03-31,235.347
2003-04-01,238.248
2003-04-02,242.356
2003-04-03,241.891
2003-04-04,234.482
2003-04-07,239.603
2003-04-08,237.358
2003-04-09,237.371
2003-04-10,240.502
2003-04-11,241.254
2003-04-14,240.036
2003-04-15,242.479
2003-04-16,245.925
2003-04-17,249.696
2003-04-18,249.696
2003-04-21,248.62
2003-04-22,249.707
2003-04-23,256.395
2003-04-24,257.388
2003-04-25,255.653
2003-04-28,258.942
2003-04-29,261.473
2003-04-30,264.164
2003-05-01,266.59
2003-05-02,267.396
2003-05-05,270.639
2003-05-06,275.959
2003-05-07,274.866
2003-05-08,271.521
2003-05-09,270.868
2003-05-12,269.912
2003-05-13,268.023
2003-05-14,265.668
2003-05-15,267.264
2003-05-16,267.353
2003-05-19,271.764
2003-05-20,267.115
2003-05-21,266.148
2003-05-22,266.798
2003-05-23,267.904
2003-05-26,269.903
2003-05-27,267.223
2003-05-28,267.921
2003-05-29,269.907
2003-05-30,267.042
2003-06-02,271.696
2003-06-03,271.869
2003-06-04,272.259
2003-06-05,276.995
2003-06-06,278.966
2003-06-09,278.923
2003-06-10,278.668
2003-06-11,282.88
2003-06-12,279.987
2003-06-13,281.259
2003-06-16,281.577
2003-06-17,285.042
2003-06-18,282.101
2003-06-19,281.306
2003-06-20,279.801
2003-06-23,277.09
2003-06-24,267.551
2003-06-25,269.377
2003-06-26,267.22
2003-06-27,272.218
2003-06-30,273.142
2003-07-01,271.319
2003-07-02,272.668
2003-07-03,275.248
2003-07-04,282.02
2003-07-07,291.344
2003-07-08,291.618
2003-07-09,290.314
2003-07-10,286.896
2003-07-11,287.624
2003-07-14,292.321
2003-07-15,290.533
2003-07-16,291.556
2003-07-17,290.745
2003-07-18,296.859
2003-07-21,299.022
2003-07-22,293.366
2003-07-23,294.75
2003-07-24,297.904
2003-07-25,300.948
2003-07-28,299.118
2003-07-29,297.871
2003-07-30,294.75
2003-07-31,293.343
2003-08-01,294.189
2003-08-04,294.143
2003-08-05,295.514
2003-08-06,291.986
2003-08-07,289.345
2003-08-08,290.615
2003-08-11,292.212
2003-08-12,293.804
2003-08-13,293.883
2003-08-14,297.552
2003-08-15,298.643
2003-08-18,299.743
2003-08-19,303.686
2003-08-20,305.418
2003-08-21,308.773
2003-08-22,306.221
2003-08-25,304.403
2003-08-26,296.822
2003-08-27,301.403
2003-08-28,301.533
2003-08-29,307.208
2003-09-01,311.242
2003-09-02,308.66
2003-09-03,313.299
2003-09-04,312.307
2003-09-05,313.512
2003-09-08,320.902
2003-09-09,317.254
2003-09-10,309.637
2003-09-11,313.541
2003-09-12,318.214
2003-09-15,316.802
2003-09-16,316.459
2003-09-17,317.136
2003-09-18,312.196
2003-09-19,312.466
2003-09-22,309.542
2003-09-23,312.303
2003-09-24,314.001
2003-09-25,307.802
2003-09-26,306.994
2003-09-29,311.972
2003-09-30,310.487
2003-10-01,310.812
2003-10-02,310.651
2003-10-03,315.526
2003-10-06,316.574
2003-10-07,316.932
2003-10-08,320.595
2003-10-09,324.364
2003-10-10,324.796
2003-10-13,325.575
2003-10-14,325.441
2003-10-15,330.116
2003-10-16,328.412
2003-10-17,328.765
2003-10-20,328.392
2003-10-21,330.201
2003-10-22,329.333
2003-10-23,334.135
2003-10-24,333.494
2003-10-27,332.367
2003-10-28,334.495
2003-10-29,339.029
2003-10-30,342.886
2003-10-31,341.699
2003-11-03,342.637
2003-11-04,341.903
2003-11-05,338.072
2003-11-06,338.704
2003-11-07,342.14
2003-11-10,345.19
2003-11-11,342.601
2003-11-12,349.05
2003-11-13,353.604
2003-11-14,356.945
2003-11-17,351.303
2003-11-18,352.047
2003-11-19,350.081
2003-11-20,351.492
2003-11-21,354.131
2003-11-24,353.721
2003-11-25,353.072
2003-11-26,355.805
2003-11-27,357.729
2003-11-28,358.369
2003-12-01,358.492
2003-12-02,362.538
2003-12-03,362.913
2003-12-04,362.122
2003-12-05,367.695
2003-12-08,372.45
2003-12-09,372.116
2003-12-10,369.761
2003-12-11,363.782
2003-12-12,368.173
2003-12-15,367.77
2003-12-16,361.386
2003-12-17,357.334
2003-12-18,356.173
2003-12-19,354.633
2003-12-22,354.46
2003-12-23,360.144
2003-12-24,361.159
2003-12-25,361.159
2003-12-26,361.014
2003-12-29,362.487
2003-12-30,365.832
2003-12-31,368.255
2004-01-01,368.255
2004-01-02,375.996
2004-01-05,382.37
2004-01-06,384.663
2004-01-07,381.347
2004-01-08,379.183
2004-01-09,379.527
2004-01-12,380.377
2004-01-13,376.879
2004-01-14,374.701
2004-01-15,375.552
2004-01-16,372.244
2004-01-19,373.831
2004-01-20,369.581
2004-01-21,366.219
2004-01-22,373.414
2004-01-23,372.273
2004-01-26,369.632
2004-01-27,373.915
2004-01-28,371.271
2004-01-29,365.186
2004-01-30,366.297
2004-02-02,364.429
2004-02-03,366.356
2004-02-04,366.378
2004-02-05,369.579
2004-02-06,371.714
2004-02-09,375.476
2004-02-10,378.659
2004-02-11,378.83
2004-02-12,386.861
2004-02-13,383.964
2004-02-16,384.052
2004-02-17,386.373
2004-02-18,388.495
2004-02-19,393.115
2004-02-20,389.366
2004-02-23,392.431
2004-02-24,394.347
2004-02-25,390.096
2004-02-26,385.603
2004-02-27,386.657
2004-03-01,391.069
2004-03-02,390.24
2004-03-03,388.622
2004-03-04,389.786
2004-03-05,395.045
2004-03-08,396.321
2004-03-09,395.236
2004-03-10,385.713
2004-03-11,379.728
2004-03-12,377.353
2004-03-15,374.366
2004-03-16,375.933
2004-03-17,373.892
2004-03-18,376.469
2004-03-19,375.064
2004-03-22,373.067
2004-03-23,374.625
2004-03-24,376.359
2004-03-25,375.814
2004-03-26,371.623
2004-03-29,375.889
2004-03-30,376.438
2004-03-31,380.531
2004-04-01,386.019
2004-04-02,387.445
2004-04-05,382.322
2004-04-06,385.018
2004-04-07,388.916
2004-04-08,385.705
2004-04-09,385.705
2004-04-12,384.621
2004-04-13,382.384
2004-04-14,380.456
2004-04-15,377.815
2004-04-16,379.975
2004-04-19,381.044
2004-04-20,383.913
2004-04-21,379.785
2004-04-22,390.775
2004-04-23,389.358
2004-04-26,393.416
2004-04-27,397.958
2004-04-28,391.456
2004-04-29,391.379
2004-04-30,387.749
2004-05-03,388.755
2004-05-04,390.418
2004-05-05,393.442
2004-05-06,386.508
2004-05-07,382.715
2004-05-10,371.771
2004-05-11,378.395
2004-05-12,376.034
2004-05-13,371.721
2004-05-14,370.444
2004-05-17,369.534
2004-05-18,370.764
2004-05-19,376.508
2004-05-20,373.16
2004-05-21,376.362
2004-05-24,379.26
2004-05-25,376.905
2004-05-26,377.292
2004-05-27,384.226
2004-05-28,385.06
2004-05-31,382.659
2004-06-01,381.448
2004-06-02,383.77
2004-06-03,383.741
2004-06-04,388.355
2004-06-07,396.503
2004-06-08,395.38
2004-06-09,391.538
2004-06-10,390.617
2004-06-11,390.887
2004-06-14,387.681
2004-06-15,388.655
2004-06-16,384.172
2004-06-17,383.983
2004-06-18,390.276
2004-06-21,391.174
2004-06-22,389.24
2004-06-23,391.645
2004-06-24,397.298
2004-06-25,395.993
2004-06-28,398.594
2004-06-29,395.923
2004-06-30,400.223
2004-07-01,400.956
2004-07-02,400.943
2004-07-05,399.696
2004-07-06,397.316
2004-07-07,398.902
2004-07-08,403.5
2004-07-09,402.867
2004-07-12,400.973
2004-07-13,396.826
2004-07-14,395.706
2004-07-15,377.165
2004-07-16,378.501
2004-07-19,373.652
2004-07-20,375.785
2004-07-21,374.849
2004-07-22,369.68
2004-07-23,364.789
2004-07-26,367.526
2004-07-27,368.41
2004-07-28,366.2
2004-07-29,371.921
2004-07-30,373.549
2004-08-02,372.743
2004-08-03,377.101
2004-08-04,373.477
2004-08-05,374.011
2004-08-06,370.934
2004-08-09,367.772
2004-08-10,372.685
2004-08-11,368.696
2004-08-12,367.153
2004-08-13,371.685
2004-08-16,373.748
2004-08-17,377.322
2004-08-18,376.441
2004-08-19,380.006
2004-08-20,377.51
2004-08-23,378.954
2004-08-24,376.72
2004-08-25,374.317
2004-08-26,377.23
2004-08-27,375.847
2004-08-30,375.815
2004-08-31,376.094
2004-09-01,377.677
2004-09-02,379.639
2004-09-03,379.606
2004-09-06,382.454
2004-09-07,382.704
2004-09-08,384.414
2004-09-09,394.037
2004-09-10,399.306
2004-09-13,398.754
2004-09-14,399.15
2004-09-15,392.832
2004-09-16,394.818
2004-09-17,397.207
2004-09-20,398.052
2004-09-21,401.486
2004-09-22,398.566
2004-09-23,396.712
2004-09-24,396.875
2004-09-27,395.713
2004-09-28,395.138
2004-09-29,399.803
2004-09-30,403.033
2004-10-01,411.481
2004-10-04,410.651
2004-10-05,410.919
2004-10-06,410.159
2004-10-07,411.38
2004-10-08,413.588
2004-10-11,413.498
2004-10-12,407.207
2004-10-13,410.843
2004-10-14,414.646
2004-10-15,420.732
2004-10-18,419.925
2004-10-19,428.636
2004-10-20,423.804
2004-10-21,426.077
2004-10-22,430.388
2004-10-25,428.948
2004-10-26,428.09
2004-10-27,432.55
2004-10-28,431.452
2004-10-29,433.007
2004-11-01,438.366
2004-11-02,438.463
2004-11-03,442.221
2004-11-04,444.266
2004-11-05,447.864
2004-11-08,446.851
2004-11-09,448.705
2004-11-10,455.562
2004-11-11,459.377
2004-11-12,460.493
2004-11-15,460.372
2004-11-16,457.426
2004-11-17,465.508
2004-11-18,464.476
2004-11-19,463.708
2004-11-22,460.714
2004-11-23,462.363
2004-11-24,466.249
2004-11-25,474.54
2004-11-26,476.306
2004-11-29,476.847
2004-11-30,475.684
2004-12-01,474.595
2004-12-02,471.946
2004-12-03,475.14
2004-12-06,477.13
2004-12-07,480.886
2004-12-08,468.773
2004-12-09,467.408
2004-12-10,468.147
2004-12-13,466.652
2004-12-14,465.997
2004-12-15,467.513
2004-12-16,463.481
2004-12-17,460.523
2004-12-20,471.851
2004-12-21,474.061
2004-12-22,477.204
2004-12-23,480.473
2004-12-24,481.718
2004-12-27,484.17
2004-12-28,480.333
2004-12-29,478.357
2004-12-30,482.511
2004-12-31,481.184
2005-01-03,478.965
2005-01-04,474.056
2005-01-05,471.139
2005-01-06,467.431
2005-01-07,465.05
2005-01-10,466.93
2005-01-11,467.857
2005-01-12,468.1
2005-01-13,468.924
2005-01-14,466.95
2005-01-17,471.019
2005-01-18,469.823
2005-01-19,469.841
2005-01-20,461.378
2005-01-21,465.227
2005-01-24,465.619
2005-01-25,462.133
2005-01-26,464.566
2005-01-27,465.389
2005-01-28,460.906
2005-01-31,466.687
2005-02-01,469.885
2005-02-02,475.892
2005-02-03,477.312
2005-02-04,475.081
2005-02-07,476.816
2005-02-08,476.565
2005-02-09,479.754
2005-02-10,478.397
2005-02-11,482.775
2005-02-14,484.788
2005-02-15,489.053
2005-02-16,491.844
2005-02-17,496.612
2005-02-18,499.706
2005-02-21,496.765
2005-02-22,500.604
2005-02-23,495.199
2005-02-24,497.432
2005-02-25,498.157
2005-02-28,501.992
2005-03-01,501.034
2005-03-02,500.506
2005-03-03,507.757
2005-03-04,519.241
2005-03-07,518.49
2005-03-08,519.088
2005-03-09,520.398
2005-03-10,518.386
2005-03-11,523.841
2005-03-14,518.334
2005-03-15,519.719
2005-03-16,519.251
2005-03-17,517.358
2005-03-18,514.705
2005-03-21,509.217
2005-03-22,506.753
2005-03-23,496.828
2005-03-24,498.255
2005-03-25,498.255
2005-03-28,494.759
2005-03-29,496.939
2005-03-30,496.178
2005-03-31,499.306
2005-04-01,497.709
2005-04-04,487.653
2005-04-05,492.153
2005-04-06,498.731
2005-04-07,506.213
2005-04-08,506.895
2005-04-11,507.987
2005-04-12,505.481
2005-04-13,506.76
2005-04-14,499.188
2005-04-15,494.311
2005-04-18,489.951
2005-04-19,491.961
2005-04-20,495.201
2005-04-21,491.278
2005-04-22,493.669
2005-04-25,491.145
2005-04-26,493.285
2005-04-27,486.296
2005-04-28,484.377
2005-04-29,482.844
2005-05-02,483.069
2005-05-03,483.356
2005-05-04,481.975
2005-05-05,481.399
2005-05-06,486.869
2005-05-09,486.821
2005-05-10,485.66
2005-05-11,484.279
2005-05-12,480.124
2005-05-13,478.29
2005-05-16,478.387
2005-05-17,479.132
2005-05-18,489.028
2005-05-19,490.643
2005-05-20,487.183
2005-05-23,492.271
2005-05-24,492.687
2005-05-25,491.674
2005-05-26,490.903
2005-05-27,495.408
2005-05-30,492.351
2005-05-31,488.281
2005-06-01,491.186
2005-06-02,492.092
2005-06-03,490.152
2005-06-06,489.775
2005-06-07,493.363
2005-06-08,494.517
2005-06-09,487.66
2005-06-10,489.271
2005-06-13,487.934
2005-06-14,492.856
2005-06-15,492.502
2005-06-16,495.129
2005-06-17,503.532
2005-06-20,498.259
2005-06-21,497.953
2005-06-22,499.893
2005-06-23,496.067
2005-06-24,497.57
2005-06-27,492.868
2005-06-28,494.267
2005-06-29,497.859
2005-06-30,500.095
2005-07-01,498.353
2005-07-04,498.473
2005-07-05,495.397
2005-07-06,498.29
2005-07-07,493.997
2005-07-08,498.785
2005-07-11,503.067
2005-07-12,507.275
2005-07-13,502.787
2005-07-14,498.089
2005-07-15,500.388
2005-07-18,499.77
2005-07-19,505.305
2005-07-20,507.148
2005-07-21,514.226
2005-07-22,513.455
2005-07-25,513.845
2005-07-26,509.262
2005-07-27,517.558
2005-07-28,522.748
2005-07-29,524.984
2005-08-01,527.512
2005-08-02,528.89
2005-08-03,535.709
2005-08-04,537.2
2005-08-05,533.968
2005-08-08,537.205
2005-08-09,536.481
2005-08-10,543.692
2005-08-11,542.762
2005-08-12,542.476
2005-08-15,537.924
2005-08-16,533.311
2005-08-17,528.654
2005-08-18,523.206
2005-08-19,530.479
2005-08-22,536.43
2005-08-23,533.738
2005-08-24,531.1
2005-08-25,529.302
2005-08-26,528.715
2005-08-29,524.464
2005-08-30,526.125
2005-08-31,537.625
2005-09-01,548.145
2005-09-02,551.969
2005-09-05,551.216
2005-09-06,552.381
2005-09-07,553.025
2005-09-08,550.351
2005-09-09,553.611
2005-09-12,551.323
2005-09-13,555.917
2005-09-14,557.098
2005-09-15,552.415
2005-09-16,556.444
2005-09-19,557.176
2005-09-20,559.776
2005-09-21,557.579
2005-09-22,554.219
2005-09-23,550.033
2005-09-26,549.028
2005-09-27,547.387
2005-09-28,546.791
2005-09-29,546.765
2005-09-30,551.525
2005-10-03,544.861
2005-10-04,543.748
2005-10-05,538.627
2005-10-06,538.459
2005-10-07,535.345
2005-10-10,538.014
2005-10-11,534.053
2005-10-12,531.879
2005-10-13,515.952
2005-10-14,520.586
2005-10-17,518.288
2005-10-18,514.429
2005-10-19,504.308
2005-10-20,503.342
2005-10-21,495.914
2005-10-24,503.57
2005-10-25,509.028
2005-10-26,512.834
2005-10-27,509.437
2005-10-28,507.845
2005-10-31,513.971
2005-11-01,513.989
2005-11-02,515.905
2005-11-03,517.313
2005-11-04,511.78
2005-11-07,508.383
