Date,FRANCE LARGE VALUE Large Cap
2002-01-03,422.283
2002-01-04,421.577
2002-01-07,413.032
2002-01-08,410.357
2002-01-09,407.871
2002-01-10,403.888
2002-01-11,405.528
2002-01-14,397.314
2002-01-15,399.401
2002-01-16,386.765
2002-01-17,390.479
2002-01-18,387.823
2002-01-21,384.783
2002-01-22,385.918
2002-01-23,386.252
2002-01-24,389.473
2002-01-25,381.351
2002-01-28,385.555
2002-01-29,379.518
2002-01-30,371.484
2002-01-31,375.251
2002-02-01,374.362
2002-02-04,369.193
2002-02-05,361.615
2002-02-06,357.49
2002-02-07,361.803
2002-02-08,365.488
2002-02-11,373.172
2002-02-12,371.127
2002-02-13,370.269
2002-02-14,375.126
2002-02-15,369.744
2002-02-18,366.087
2002-02-19,357.633
2002-02-20,354.264
2002-02-21,360.092
2002-02-22,358.574
2002-02-25,362.282
2002-02-26,366.265
2002-02-27,370.745
2002-02-28,375.111
2002-03-01,377.093
2002-03-04,391.392
2002-03-05,389.769
2002-03-06,394.476
2002-03-07,399.44
2002-03-08,398.989
2002-03-11,393.923
2002-03-12,387.862
2002-03-13,386.373
2002-03-14,390.808
2002-03-15,395.32
2002-03-18,398.964
2002-03-19,402.382
2002-03-20,400.42
2002-03-21,398.34
2002-03-22,400.067
2002-03-25,397.842
2002-03-26,400.559
2002-03-27,399.418
2002-03-28,405.192
2002-03-29,405.192
2002-04-01,408.513
2002-04-02,403.826
2002-04-03,403.467
2002-04-04,395.5
2002-04-05,391.128
2002-04-08,381.087
2002-04-09,385.208
2002-04-10,391.341
2002-04-11,385.269
2002-04-12,386.184
2002-04-15,391.224
2002-04-16,401.674
2002-04-17,403.988
2002-04-18,406.167
2002-04-19,407.655
2002-04-22,402.698
2002-04-23,402.112
2002-04-24,398.284
2002-04-25,394.445
2002-04-26,395.101
2002-04-29,393.746
2002-04-30,395.216
2002-05-01,397.453
2002-05-02,392.355
2002-05-03,390.423
2002-05-06,391.638
2002-05-07,383.766
2002-05-08,393.754
2002-05-09,392.793
2002-05-10,389.591
2002-05-13,391.728
2002-05-14,394.49
2002-05-15,402.001
2002-05-16,401.607
2002-05-17,408.019
2002-05-20,404.077
2002-05-21,403.128
2002-05-22,401.139
2002-05-23,400.82
2002-05-24,403.101
2002-05-27,402.471
2002-05-28,404.36
2002-05-29,404.591
2002-05-30,398.72
2002-05-31,401.677
2002-06-03,399.68
2002-06-04,387.631
2002-06-05,385.428
2002-06-06,389.719
2002-06-07,380.897
2002-06-10,380.757
2002-06-11,388.25
2002-06-12,379.267
2002-06-13,373.798
2002-06-14,362.564
2002-06-17,377.436
2002-06-18,378.329
2002-06-19,373.078
2002-06-20,365.377
2002-06-21,364.312
2002-06-24,351.879
2002-06-25,358.89
2002-06-26,356.776
2002-06-27,356.835
2002-06-28,374.152
2002-07-01,376.558
2002-07-02,353.722
2002-07-03,341.429
2002-07-04,347.05
2002-07-05,361.157
2002-07-08,366.657
2002-07-09,365.139
2002-07-10,349.209
2002-07-11,334.672
2002-07-12,333.809
2002-07-15,319.296
2002-07-16,321.321
2002-07-17,333.239
2002-07-18,338.386
2002-07-19,319.306
2002-07-22,298.498
2002-07-23,284.795
2002-07-24,278.277
2002-07-25,297.235
2002-07-26,293.515
2002-07-29,310.34
2002-07-30,310.748
2002-07-31,314.596
2002-08-01,299.244
2002-08-02,298.755
2002-08-05,288.596
2002-08-06,299.407
2002-08-07,299.756
2002-08-08,312.303
2002-08-09,320.029
2002-08-12,315.266
2002-08-13,316.237
2002-08-14,301.827
2002-08-15,311.921
2002-08-16,312.673
2002-08-19,324.214
2002-08-20,321.88
2002-08-21,331.737
2002-08-22,339.508
2002-08-23,331.319
2002-08-26,326.77
2002-08-27,341.232
2002-08-28,325.213
2002-08-29,314.883
2002-08-30,316.935
2002-09-02,308.961
2002-09-03,297.549
2002-09-04,297.684
2002-09-05,291.435
2002-09-06,301.024
2002-09-09,295.527
2002-09-10,302.648
2002-09-11,310.786
2002-09-12,296.025
2002-09-13,287.283
2002-09-16,284.176
2002-09-17,279.385
2002-09-18,268.936
2002-09-19,263.226
2002-09-20,259.582
2002-09-23,247.291
2002-09-24,239.992
2002-09-25,243.296
2002-09-26,261.629
2002-09-27,260.485
2002-09-30,243.592
2002-10-01,247.545
2002-10-02,258.908
2002-10-03,251.114
2002-10-04,236.371
2002-10-07,235.156
2002-10-08,231.053
2002-10-09,227.912
2002-10-10,239.741
2002-10-11,256.287
2002-10-14,254.44
2002-10-15,276.058
2002-10-16,276.23
2002-10-17,284.859
2002-10-18,282.995
2002-10-21,281.864
2002-10-22,275.703
2002-10-23,260.731
2002-10-24,269.491
2002-10-25,268.774
2002-10-28,277.494
2002-10-29,262.271
2002-10-30,276.156
2002-10-31,286.058
2002-11-01,282.819
2002-11-04,295.438
2002-11-05,301.951
2002-11-06,298.452
2002-11-07,290.165
2002-11-08,284.894
2002-11-11,283.648
2002-11-12,284.182
2002-11-13,281.299
2002-11-14,293.004
2002-11-15,295.626
2002-11-18,301.925
2002-11-19,297.891
2002-11-20,294.092
2002-11-21,307.591
2002-11-22,312.462
2002-11-25,306.62
2002-11-26,297.749
2002-11-27,304.075
2002-11-28,308.762
2002-11-29,309.876
2002-12-02,309.395
2002-12-03,303.356
2002-12-04,298.056
2002-12-05,293.456
2002-12-06,297.287
2002-12-09,288.405
2002-12-10,291.267
2002-12-11,297.163
2002-12-12,294.388
2002-12-13,290.898
2002-12-16,304.964
2002-12-17,304.127
2002-12-18,295.222
2002-12-19,291.423
2002-12-20,294.749
2002-12-23,293.839
2002-12-24,295.074
2002-12-25,295.074
2002-12-26,295.818
2002-12-27,290.283
2002-12-30,292.045
2002-12-31,297.412
2003-01-01,297.412
2003-01-02,309.639
2003-01-03,311.06
2003-01-06,316.758
2003-01-07,309.68
2003-01-08,302.144
2003-01-09,311.827
2003-01-10,315.764
2003-01-13,318.278
2003-01-14,322.064
2003-01-15,319.538
2003-01-16,319.868
2003-01-17,312.524
2003-01-20,308.27
2003-01-21,304.991
2003-01-22,299.915
2003-01-23,301.175
2003-01-24,299.78
2003-01-27,289.093
2003-01-28,289.736
2003-01-29,291.362
2003-01-30,298.591
2003-01-31,301.984
2003-02-03,306.128
2003-02-04,298.9
2003-02-05,302.071
2003-02-06,296.664
2003-02-07,290.921
2003-02-10,288.234
2003-02-11,295.066
2003-02-12,287.957
2003-02-13,289.452
2003-02-14,297.958
2003-02-17,301.442
2003-02-18,305.199
2003-02-19,297.786
2003-02-20,293.402
2003-02-21,294.793
2003-02-24,287.165
2003-02-25,272.446
2003-02-26,268.533
2003-02-27,276.883
2003-02-28,282.92
2003-03-03,283.189
2003-03-04,274.71
2003-03-05,275.742
2003-03-06,271.918
2003-03-07,267.424
2003-03-10,259.452
2003-03-11,257.698
2003-03-12,244.651
2003-03-13,258.462
2003-03-14,277.637
2003-03-17,284.618
2003-03-18,280.663
2003-03-19,283.472
2003-03-20,277.51
2003-03-21,288.506
2003-03-24,273.334
2003-03-25,281.264
2003-03-26,280.737
2003-03-27,275.032
2003-03-28,278.408
2003-03-31,269.769
2003-04-01,271.271
2003-04-02,280.838
2003-04-03,284.734
2003-04-04,288.734
2003-04-07,301.192
2003-04-08,296.942
2003-04-09,295.863
2003-04-10,288.742
2003-04-11,290.408
2003-04-14,297.473
2003-04-15,302.681
2003-04-16,301.543
2003-04-17,303.356
2003-04-18,303.356
2003-04-21,302.049
2003-04-22,308.844
2003-04-23,314.468
2003-04-24,309.766
2003-04-25,305.173
2003-04-28,313.495
2003-04-29,316.216
2003-04-30,321.304
2003-05-01,324.255
2003-05-02,324.771
2003-05-05,330.803
2003-05-06,340.808
2003-05-07,338.043
2003-05-08,328.908
2003-05-09,332.6
2003-05-12,334.603
2003-05-13,334.387
2003-05-14,333.102
2003-05-15,335.423
2003-05-16,338.994
2003-05-19,326.573
2003-05-20,326.589
2003-05-21,326.492
2003-05-22,329.466
2003-05-23,332.261
2003-05-26,332.779
2003-05-27,333.96
2003-05-28,336.846
2003-05-29,342.705
2003-05-30,343.345
2003-06-02,349.178
2003-06-03,349.263
2003-06-04,351.898
2003-06-05,355.152
2003-06-06,359.361
2003-06-09,356.559
2003-06-10,358.431
2003-06-11,366.803
2003-06-12,371.506
2003-06-13,368.021
2003-06-16,378.635
2003-06-17,379.218
2003-06-18,376.32
2003-06-19,369.597
2003-06-20,371.609
2003-06-23,359.55
2003-06-24,356.771
2003-06-25,358.63
2003-06-26,355.83
2003-06-27,355.188
2003-06-30,352.971
2003-07-01,348.497
2003-07-02,354.837
2003-07-03,356.694
2003-07-04,353.461
2003-07-07,362.34
2003-07-08,361.309
2003-07-09,357.468
2003-07-10,352.207
2003-07-11,355.764
2003-07-14,361.828
2003-07-15,359.231
2003-07-16,355.785
2003-07-17,353.295
2003-07-18,354.011
2003-07-21,352.08
2003-07-22,354.052
2003-07-23,355.119
2003-07-24,365.658
2003-07-25,362.014
2003-07-28,367.669
2003-07-29,365.932
2003-07-30,367.028
2003-07-31,368.766
2003-08-01,363.656
2003-08-04,364.157
2003-08-05,370.387
2003-08-06,363.629
2003-08-07,365.31
2003-08-08,366.493
2003-08-11,369.519
2003-08-12,371.412
2003-08-13,371.791
2003-08-14,377.852
2003-08-15,380.057
2003-08-18,379.855
2003-08-19,378.622
2003-08-20,375.25
2003-08-21,370.356
2003-08-22,368.649
2003-08-25,365.703
2003-08-26,360.121
2003-08-27,363.396
2003-08-28,367.848
2003-08-29,367.247
2003-09-01,372.659
2003-09-02,369.131
2003-09-03,376.474
2003-09-04,377.328
2003-09-05,378.755
2003-09-08,383.651
2003-09-09,380.883
2003-09-10,375.582
2003-09-11,375.416
2003-09-12,375.54
2003-09-15,376.663
2003-09-16,379.148
2003-09-17,381.385
2003-09-18,384.713
2003-09-19,382.278
2003-09-22,375.546
2003-09-23,373.33
2003-09-24,373.959
2003-09-25,371.317
2003-09-26,367.281
2003-09-29,365.357
2003-09-30,361.833
2003-10-01,372.244
2003-10-02,371.3
2003-10-03,381.427
2003-10-06,381.276
2003-10-07,380.63
2003-10-08,381.892
2003-10-09,389.275
2003-10-10,389.224
2003-10-13,391.994
2003-10-14,391.545
2003-10-15,392.381
2003-10-16,392.618
2003-10-17,388.39
2003-10-20,390.586
2003-10-21,390.295
2003-10-22,385.42
2003-10-23,381.335
2003-10-24,383.336
2003-10-27,388.116
2003-10-28,389.459
2003-10-29,392.496
2003-10-30,396.186
2003-10-31,393.14
2003-11-03,396.407
2003-11-04,396.215
2003-11-05,391.701
2003-11-06,391.629
2003-11-07,397.157
2003-11-10,394.898
2003-11-11,393.602
2003-11-12,398.313
2003-11-13,401.068
2003-11-14,407.495
2003-11-17,395.742
2003-11-18,397.892
2003-11-19,397.936
2003-11-20,396.233
2003-11-21,401.893
2003-11-24,401.365
2003-11-25,403.412
2003-11-26,409.27
2003-11-27,411.752
2003-11-28,412.978
2003-12-01,420.419
2003-12-02,423.6
2003-12-03,429.696
2003-12-04,428.325
2003-12-05,427.318
2003-12-08,426.921
2003-12-09,430.096
2003-12-10,429.014
2003-12-11,429.532
2003-12-12,434.999
2003-12-15,437.803
2003-12-16,439.652
2003-12-17,439.618
2003-12-18,442.847
2003-12-19,442.552
2003-12-22,444.83
2003-12-23,444.474
2003-12-24,446.653
2003-12-25,446.653
2003-12-26,446.473
2003-12-29,449.472
2003-12-30,452.318
2003-12-31,458.712
2004-01-01,458.712
2004-01-02,463.057
2004-01-05,468.189
2004-01-06,469.001
2004-01-07,462.021
2004-01-08,466.076
2004-01-09,470.507
2004-01-12,467.367
2004-01-13,468.824
2004-01-14,466.504
2004-01-15,467.662
2004-01-16,464.321
2004-01-19,466.097
2004-01-20,469.538
2004-01-21,473.019
2004-01-22,476.916
2004-01-23,476.706
2004-01-26,469.706
2004-01-27,475.662
2004-01-28,475.533
2004-01-29,460.441
2004-01-30,456.283
2004-02-02,462.578
2004-02-03,463.507
2004-02-04,458.599
2004-02-05,459.772
2004-02-06,466.224
2004-02-09,471.244
2004-02-10,472.431
2004-02-11,475.013
2004-02-12,480.479
2004-02-13,474.764
2004-02-16,479.547
2004-02-17,482.671
2004-02-18,483.007
2004-02-19,483.298
2004-02-20,477.122
2004-02-23,479.399
2004-02-24,477.288
2004-02-25,473.659
2004-02-26,469.316
2004-02-27,470.641
2004-03-01,473.046
2004-03-02,473.206
2004-03-03,463.772
2004-03-04,468.837
2004-03-05,475.965
2004-03-08,475.968
2004-03-09,470.627
2004-03-10,468.82
2004-03-11,455.442
2004-03-12,451.541
2004-03-15,442.767
2004-03-16,450.744
2004-03-17,454.311
2004-03-18,453.32
2004-03-19,454.25
2004-03-22,445.716
2004-03-23,443.316
2004-03-24,438.07
2004-03-25,443.673
2004-03-26,445.567
2004-03-29,453.008
2004-03-30,453.245
2004-03-31,456.781
2004-04-01,465.844
2004-04-02,467.138
2004-04-05,468.533
2004-04-06,468.436
2004-04-07,470.467
2004-04-08,470.207
2004-04-09,470.207
2004-04-12,468.886
2004-04-13,467.506
2004-04-14,461.573
2004-04-15,460.569
2004-04-16,469.539
2004-04-19,467.718
2004-04-20,469.499
2004-04-21,462.878
2004-04-22,465.956
2004-04-23,467.527
2004-04-26,467.58
2004-04-27,469.943
2004-04-28,460.247
2004-04-29,457.244
2004-04-30,455.751
2004-05-03,461.098
2004-05-04,466.828
2004-05-05,472.135
2004-05-06,458.383
2004-05-07,450.299
2004-05-10,435.286
2004-05-11,440.934
2004-05-12,439.036
2004-05-13,444.099
2004-05-14,443.798
2004-05-17,442.608
2004-05-18,444.795
2004-05-19,457.09
2004-05-20,449.072
2004-05-21,452.624
2004-05-24,456.812
2004-05-25,460.031
2004-05-26,466.612
2004-05-27,474.135
2004-05-28,467.313
2004-05-31,470.177
2004-06-01,466.123
2004-06-02,470.379
2004-06-03,471.881
2004-06-04,478.019
2004-06-07,483.586
2004-06-08,482.815
2004-06-09,472.277
2004-06-10,474.711
2004-06-11,471.3
2004-06-14,467.179
2004-06-15,472.959
2004-06-16,474.807
2004-06-17,477.526
2004-06-18,485.097
2004-06-21,483.227
2004-06-22,476.208
2004-06-23,479.024
2004-06-24,486.381
2004-06-25,482.739
2004-06-28,487.737
2004-06-29,481.785
2004-06-30,480.755
2004-07-01,478.555
2004-07-02,479.84
2004-07-05,479.205
2004-07-06,476.315
2004-07-07,477.971
2004-07-08,482.059
2004-07-09,482.1
2004-07-12,480.561
2004-07-13,478.183
2004-07-14,479.21
2004-07-15,473.552
2004-07-16,476.022
2004-07-19,473.183
2004-07-20,472.065
2004-07-21,470.155
2004-07-22,463.423
2004-07-23,457.153
2004-07-26,453.653
2004-07-27,456.613
2004-07-28,457.752
2004-07-29,468.203
2004-07-30,467.887
2004-08-02,465.575
2004-08-03,470.591
2004-08-04,466.718
2004-08-05,468.998
2004-08-06,465.632
2004-08-09,461.368
2004-08-10,469.073
2004-08-11,462.664
2004-08-12,463.309
2004-08-13,466.006
2004-08-16,468.976
2004-08-17,468.659
2004-08-18,468.441
2004-08-19,471.768
2004-08-20,470.768
2004-08-23,472.212
2004-08-24,468.891
2004-08-25,468.601
2004-08-26,473.052
2004-08-27,474.841
2004-08-30,474.792
2004-08-31,474.568
2004-09-01,476.974
2004-09-02,478.584
2004-09-03,479.481
2004-09-06,480.241
2004-09-07,480.447
2004-09-08,481.903
2004-09-09,480.625
2004-09-10,489.168
2004-09-13,492.595
2004-09-14,492.207
2004-09-15,485.701
2004-09-16,485.459
2004-09-17,491.409
2004-09-20,488.753
2004-09-21,497.879
2004-09-22,492.81
2004-09-23,490.384
2004-09-24,491.203
2004-09-27,491.586
2004-09-28,494.87
2004-09-29,496.006
2004-09-30,493.804
2004-10-01,505.253
2004-10-04,503.193
2004-10-05,507.041
2004-10-06,506.66
2004-10-07,504.971
2004-10-08,507.826
2004-10-11,506.106
2004-10-12,498.216
2004-10-13,497.196
2004-10-14,497.597
2004-10-15,500.819
2004-10-18,501.654
2004-10-19,505.924
2004-10-20,504.211
2004-10-21,507.535
2004-10-22,509.692
2004-10-25,503.569
2004-10-26,504.049
2004-10-27,511.83
2004-10-28,516.069
2004-10-29,512.087
2004-11-01,516.724
2004-11-02,518.646
2004-11-03,523.063
2004-11-04,526.002
2004-11-05,529.318
2004-11-08,529.422
2004-11-09,526.278
2004-11-10,528.031
2004-11-11,533.303
2004-11-12,533.232
2004-11-15,531.631
2004-11-16,528.941
2004-11-17,537.735
2004-11-18,533.153
2004-11-19,530.745
2004-11-22,527.388
2004-11-23,531.235
2004-11-24,532.261
2004-11-25,540.644
2004-11-26,538.784
2004-11-29,538.587
2004-11-30,535.966
2004-12-01,543.298
2004-12-02,541.591
2004-12-03,541.015
2004-12-06,540.582
2004-12-07,542.674
2004-12-08,534.143
2004-12-09,530.615
2004-12-10,533.139
2004-12-13,540.971
2004-12-14,541.886
2004-12-15,545.925
2004-12-16,540.951
2004-12-17,529.336
2004-12-20,539.925
2004-12-21,538.655
2004-12-22,544.238
2004-12-23,551.705
2004-12-24,553.359
2004-12-27,556.064
2004-12-28,555.854
2004-12-29,555.333
2004-12-30,557.435
2004-12-31,554.5
2005-01-03,553.128
2005-01-04,547.527
2005-01-05,542.364
2005-01-06,543.655
2005-01-07,541.827
2005-01-10,543.6
2005-01-11,542.759
2005-01-12,543.083
2005-01-13,542.695
2005-01-14,543.19
2005-01-17,546.242
2005-01-18,543.85
2005-01-19,543.992
2005-01-20,536.604
2005-01-21,541.217
2005-01-24,542.756
2005-01-25,543.941
2005-01-26,548.019
2005-01-27,547.672
2005-01-28,543.029
2005-01-31,549.738
2005-02-01,553.873
2005-02-02,557.894
2005-02-03,551.311
2005-02-04,555.06
2005-02-07,552.952
2005-02-08,549.706
2005-02-09,548.873
2005-02-10,554.377
2005-02-11,562.124
2005-02-14,565.12
2005-02-15,567.875
2005-02-16,565.512
2005-02-17,569.359
2005-02-18,573.102
2005-02-21,570.465
2005-02-22,574.595
2005-02-23,569.533
2005-02-24,570.799
2005-02-25,580.211
2005-02-28,582.43
2005-03-01,580.769
2005-03-02,578.037
2005-03-03,578.393
2005-03-04,588.777
2005-03-07,587.613
2005-03-08,592.848
2005-03-09,590.378
2005-03-10,587.715
2005-03-11,591.875
2005-03-14,589.152
2005-03-15,592.207
2005-03-16,586.992
2005-03-17,586.884
2005-03-18,586.521
2005-03-21,578.94
2005-03-22,580.42
2005-03-23,568.956
2005-03-24,572.24
2005-03-25,572.24
2005-03-28,568.224
2005-03-29,570.796
2005-03-30,568.639
2005-03-31,570.986
2005-04-01,571.107
2005-04-04,562.755
2005-04-05,568.0
2005-04-06,569.438
2005-04-07,574.722
2005-04-08,570.72
2005-04-11,575.981
2005-04-12,570.915
2005-04-13,571.996
2005-04-14,564.223
2005-04-15,557.029
2005-04-18,548.726
2005-04-19,552.122
2005-04-20,551.218
2005-04-21,551.975
2005-04-22,557.129
2005-04-25,555.072
2005-04-26,554.91
2005-04-27,544.187
2005-04-28,541.074
2005-04-29,540.718
2005-05-02,542.64
2005-05-03,546.591
2005-05-04,552.96
2005-05-05,558.132
2005-05-06,556.884
2005-05-09,554.317
2005-05-10,553.777
2005-05-11,548.282
2005-05-12,548.85
2005-05-13,545.619
2005-05-16,542.399
2005-05-17,541.92
2005-05-18,553.874
2005-05-19,556.342
2005-05-20,552.314
2005-05-23,557.295
2005-05-24,557.656
2005-05-25,558.273
2005-05-26,560.074
2005-05-27,562.536
2005-05-30,562.742
2005-05-31,553.842
2005-06-01,559.041
2005-06-02,562.436
2005-06-03,557.737
2005-06-06,555.346
2005-06-07,560.711
2005-06-08,561.956
2005-06-09,553.617
2005-06-10,554.297
2005-06-13,550.96
2005-06-14,549.732
2005-06-15,552.079
2005-06-16,555.437
2005-06-17,565.893
2005-06-20,556.31
2005-06-21,560.977
2005-06-22,562.88
2005-06-23,561.137
2005-06-24,557.027
2005-06-27,553.182
2005-06-28,554.354
2005-06-29,560.041
2005-06-30,563.452
2005-07-01,561.293
2005-07-04,556.055
2005-07-05,554.869
2005-07-06,558.847
2005-07-07,550.687
2005-07-08,557.728
2005-07-11,571.818
2005-07-12,576.157
2005-07-13,575.434
2005-07-14,581.051
2005-07-15,579.113
2005-07-18,580.275
2005-07-19,584.931
2005-07-20,586.165
2005-07-21,597.022
2005-07-22,592.142
2005-07-25,589.048
2005-07-26,586.659
2005-07-27,591.48
2005-07-28,597.595
2005-07-29,597.975
2005-08-01,601.829
2005-08-02,607.777
2005-08-03,612.344
2005-08-04,609.193
2005-08-05,603.434
2005-08-08,605.102
2005-08-09,612.59
2005-08-10,621.983
2005-08-11,623.562
2005-08-12,618.416
2005-08-15,614.708
2005-08-16,610.1
2005-08-17,607.57
2005-08-18,597.228
2005-08-19,601.53
2005-08-22,605.753
2005-08-23,597.343
2005-08-24,597.572
2005-08-25,591.144
2005-08-26,587.947
2005-08-29,587.792
2005-08-30,582.844
2005-08-31,592.841
2005-09-01,602.247
2005-09-02,603.645
2005-09-05,607.817
2005-09-06,614.372
2005-09-07,616.156
2005-09-08,611.609
2005-09-09,615.599
2005-09-12,608.263
2005-09-13,602.122
2005-09-14,605.733
2005-09-15,601.07
2005-09-16,604.19
2005-09-19,597.618
2005-09-20,603.819
2005-09-21,597.024
2005-09-22,589.744
2005-09-23,591.22
2005-09-26,603.828
2005-09-27,599.419
2005-09-28,610.963
2005-09-29,606.817
2005-09-30,612.897
2005-10-03,609.662
2005-10-04,616.619
2005-10-05,611.146
2005-10-06,613.832
2005-10-07,610.243
2005-10-10,607.127
2005-10-11,607.817
2005-10-12,606.497
2005-10-13,596.476
2005-10-14,609.565
2005-10-17,606.467
2005-10-18,597.278
2005-10-19,585.823
2005-10-20,589.286
2005-10-21,588.356
2005-10-24,592.476
2005-10-25,595.837
2005-10-26,598.016
2005-10-27,592.775
2005-10-28,588.446
2005-10-31,596.333
2005-11-01,597.941
2005-11-02,601.025
2005-11-03,608.481
2005-11-04,596.977
2005-11-07,597.107
2005-11-08,594.037
2005-11-09,590.467
