Date,FRANCE SMID CAP SMID (Small+Mid Cap)
2002-03-01,315.491
2002-03-04,323.23
2002-03-05,322.691
2002-03-06,326.162
2002-03-07,332.329
2002-03-08,332.412
2002-03-11,331.566
2002-03-12,328.04
2002-03-13,329.706
2002-03-14,333.269
2002-03-15,334.704
2002-03-18,336.744
2002-03-19,337.914
2002-03-20,337.801
2002-03-21,335.877
2002-03-22,335.05
2002-03-25,333.644
2002-03-26,333.761
2002-03-27,333.004
2002-03-28,335.528
2002-03-29,335.528
2002-04-01,338.278
2002-04-02,338.26
2002-04-03,336.929
2002-04-04,335.564
2002-04-05,334.617
2002-04-08,330.389
2002-04-09,332.23
2002-04-10,335.315
2002-04-11,335.7
2002-04-12,335.289
2002-04-15,336.37
2002-04-16,338.714
2002-04-17,341.301
2002-04-18,342.968
2002-04-19,341.722
2002-04-22,339.959
2002-04-23,338.955
2002-04-24,338.394
2002-04-25,338.92
2002-04-26,339.65
2002-04-29,339.258
2002-04-30,338.873
2002-05-01,340.791
2002-05-02,338.281
2002-05-03,340.387
2002-05-06,341.572
2002-05-07,338.002
2002-05-08,340.249
2002-05-09,341.235
2002-05-10,341.811
2002-05-13,340.324
2002-05-14,340.176
2002-05-15,343.392
2002-05-16,344.392
2002-05-17,348.95
2002-05-20,348.725
2002-05-21,346.932
2002-05-22,346.147
2002-05-23,341.884
2002-05-24,340.815
2002-05-27,339.85
2002-05-28,343.161
2002-05-29,343.171
2002-05-30,343.145
2002-05-31,343.46
2002-06-03,343.085
2002-06-04,337.881
2002-06-05,335.876
2002-06-06,338.428
2002-06-07,332.567
2002-06-10,334.496
2002-06-11,335.17
2002-06-12,331.135
2002-06-13,324.835
2002-06-14,318.139
2002-06-17,323.66
2002-06-18,326.685
2002-06-19,325.271
2002-06-20,320.755
2002-06-21,321.272
2002-06-24,315.21
2002-06-25,316.235
2002-06-26,316.584
2002-06-27,319.05
2002-06-28,329.589
2002-07-01,330.722
2002-07-02,321.412
2002-07-03,311.297
2002-07-04,313.391
2002-07-05,321.306
2002-07-08,324.337
2002-07-09,323.531
2002-07-10,315.317
2002-07-11,306.872
2002-07-12,307.7
2002-07-15,304.581
2002-07-16,302.541
2002-07-17,308.758
2002-07-18,313.556
2002-07-19,308.505
2002-07-22,297.652
2002-07-23,288.094
2002-07-24,278.696
2002-07-25,286.718
2002-07-26,281.355
2002-07-29,288.382
2002-07-30,292.659
2002-07-31,291.802
2002-08-01,285.263
2002-08-02,284.623
2002-08-05,278.072
2002-08-06,271.987
2002-08-07,273.02
2002-08-08,273.836
2002-08-09,278.941
2002-08-12,277.285
2002-08-13,277.23
2002-08-14,274.697
2002-08-15,276.429
2002-08-16,278.104
2002-08-19,281.602
2002-08-20,282.356
2002-08-21,288.755
2002-08-22,294.156
2002-08-23,292.768
2002-08-26,289.875
2002-08-27,295.459
2002-08-28,289.719
2002-08-29,286.997
2002-08-30,285.59
2002-09-02,284.135
2002-09-03,279.857
2002-09-04,278.565
2002-09-05,274.66
2002-09-06,276.748
2002-09-09,273.784
2002-09-10,275.391
2002-09-11,280.945
2002-09-12,276.811
2002-09-13,273.013
2002-09-16,268.413
2002-09-17,267.225
2002-09-18,261.174
2002-09-19,255.973
2002-09-20,255.411
2002-09-23,248.445
2002-09-24,241.607
2002-09-25,242.585
2002-09-26,249.352
2002-09-27,248.967
2002-09-30,243.191
2002-10-01,240.434
2002-10-02,243.841
2002-10-03,241.465
2002-10-04,237.227
2002-10-07,232.829
2002-10-08,229.577
2002-10-09,227.743
2002-10-10,230.133
2002-10-11,240.571
2002-10-14,238.958
2002-10-15,250.014
2002-10-16,250.134
2002-10-17,257.608
2002-10-18,258.987
2002-10-21,261.444
2002-10-22,262.642
2002-10-23,255.229
2002-10-24,258.396
2002-10-25,257.114
2002-10-28,264.623
2002-10-29,256.202
2002-10-30,259.652
2002-10-31,267.298
2002-11-01,268.137
2002-11-04,276.531
2002-11-05,275.66
2002-11-06,272.518
2002-11-07,269.76
2002-11-08,268.376
2002-11-11,265.97
2002-11-12,266.695
2002-11-13,264.024
2002-11-14,267.607
2002-11-15,270.515
2002-11-18,274.259
2002-11-19,273.197
2002-11-20,269.454
2002-11-21,280.522
2002-11-22,284.239
2002-11-25,282.165
2002-11-26,278.588
2002-11-27,283.048
2002-11-28,289.299
2002-11-29,291.26
2002-12-02,292.089
2002-12-03,286.561
2002-12-04,282.566
2002-12-05,281.041
2002-12-06,280.213
2002-12-09,275.626
2002-12-10,275.821
2002-12-11,277.132
2002-12-12,277.598
2002-12-13,274.2
2002-12-16,275.21
2002-12-17,275.478
2002-12-18,269.442
2002-12-19,266.526
2002-12-20,268.816
2002-12-23,266.57
2002-12-24,268.278
2002-12-25,268.278
2002-12-26,268.955
2002-12-27,268.156
2002-12-30,269.064
2002-12-31,273.262
2003-01-01,273.262
2003-01-02,276.183
2003-01-03,280.485
2003-01-06,282.05
2003-01-07,278.802
2003-01-08,273.098
2003-01-09,275.37
2003-01-10,278.129
2003-01-13,279.295
2003-01-14,281.742
2003-01-15,278.869
2003-01-16,279.143
2003-01-17,275.769
2003-01-20,274.328
2003-01-21,272.087
2003-01-22,267.651
2003-01-23,268.735
2003-01-24,269.687
2003-01-27,262.24
2003-01-28,263.425
2003-01-29,263.807
2003-01-30,266.673
2003-01-31,266.467
2003-02-03,268.672
2003-02-04,266.39
2003-02-05,265.38
2003-02-06,262.723
2003-02-07,260.114
2003-02-10,255.057
2003-02-11,257.94
2003-02-12,253.37
2003-02-13,254.014
2003-02-14,255.687
2003-02-17,258.268
2003-02-18,259.513
2003-02-19,257.059
2003-02-20,255.699
2003-02-21,254.43
2003-02-24,250.347
2003-02-25,244.233
2003-02-26,241.831
2003-02-27,244.374
2003-02-28,250.486
2003-03-03,250.824
2003-03-04,245.404
2003-03-05,243.895
2003-03-06,243.006
2003-03-07,239.188
2003-03-10,236.072
2003-03-11,234.442
2003-03-12,228.586
2003-03-13,234.278
2003-03-14,244.638
2003-03-17,247.601
2003-03-18,247.734
2003-03-19,250.534
2003-03-20,248.012
2003-03-21,252.721
2003-03-24,244.011
2003-03-25,246.579
2003-03-26,245.561
2003-03-27,242.522
2003-03-28,242.222
2003-03-31,239.109
2003-04-01,239.219
2003-04-02,243.067
2003-04-03,244.946
2003-04-04,246.461
2003-04-07,253.684
2003-04-08,251.854
2003-04-09,251.869
2003-04-10,251.222
2003-04-11,251.408
2003-04-14,252.611
2003-04-15,257.96
2003-04-16,261.313
2003-04-17,262.357
2003-04-18,262.357
2003-04-21,261.226
2003-04-22,264.696
2003-04-23,270.606
2003-04-24,268.744
2003-04-25,267.771
2003-04-28,272.732
2003-04-29,275.043
2003-04-30,280.042
2003-05-01,282.614
2003-05-02,281.33
2003-05-05,288.111
2003-05-06,294.362
2003-05-07,296.429
2003-05-08,293.452
2003-05-09,293.85
2003-05-12,293.022
2003-05-13,293.795
2003-05-14,297.247
2003-05-15,298.134
2003-05-16,300.311
2003-05-19,295.725
2003-05-20,294.177
2003-05-21,293.145
2003-05-22,298.385
2003-05-23,300.056
2003-05-26,302.134
2003-05-27,301.652
2003-05-28,303.747
2003-05-29,308.019
2003-05-30,309.803
2003-06-02,312.308
2003-06-03,311.1
2003-06-04,315.194
2003-06-05,319.611
2003-06-06,323.249
2003-06-09,323.012
2003-06-10,321.052
2003-06-11,325.287
2003-06-12,326.895
2003-06-13,323.824
2003-06-16,329.649
2003-06-17,332.783
2003-06-18,327.162
2003-06-19,323.797
2003-06-20,321.937
2003-06-23,315.187
2003-06-24,310.578
2003-06-25,313.886
2003-06-26,311.171
2003-06-27,314.289
2003-06-30,314.795
2003-07-01,312.453
2003-07-02,316.046
2003-07-03,318.502
2003-07-04,317.222
2003-07-07,323.167
2003-07-08,323.334
2003-07-09,321.426
2003-07-10,318.971
2003-07-11,319.942
2003-07-14,322.078
2003-07-15,321.704
2003-07-16,320.558
2003-07-17,315.999
2003-07-18,317.995
2003-07-21,318.272
2003-07-22,319.806
2003-07-23,324.004
2003-07-24,327.41
2003-07-25,328.385
2003-07-28,330.518
2003-07-29,329.389
2003-07-30,327.237
2003-07-31,326.13
2003-08-01,326.767
2003-08-04,326.952
2003-08-05,329.864
2003-08-06,325.143
2003-08-07,324.122
2003-08-08,323.513
2003-08-11,324.733
2003-08-12,325.562
2003-08-13,327.032
2003-08-14,327.92
2003-08-15,328.55
2003-08-18,326.538
2003-08-19,327.778
2003-08-20,328.012
2003-08-21,327.333
2003-08-22,326.703
2003-08-25,324.452
2003-08-26,322.199
2003-08-27,324.071
2003-08-28,327.407
2003-08-29,331.227
2003-09-01,336.655
2003-09-02,334.87
2003-09-03,340.724
2003-09-04,341.42
2003-09-05,344.243
2003-09-08,346.558
2003-09-09,345.127
2003-09-10,341.043
2003-09-11,340.853
2003-09-12,344.13
2003-09-15,346.733
2003-09-16,346.73
2003-09-17,349.757
2003-09-18,350.993
2003-09-19,350.99
2003-09-22,348.646
2003-09-23,346.859
2003-09-24,346.925
2003-09-25,344.968
2003-09-26,341.689
2003-09-29,341.92
2003-09-30,341.219
2003-10-01,344.756
2003-10-02,346.767
2003-10-03,353.17
2003-10-06,354.577
2003-10-07,354.695
2003-10-08,357.624
2003-10-09,359.865
2003-10-10,360.737
2003-10-13,359.266
2003-10-14,359.756
2003-10-15,361.608
2003-10-16,361.695
2003-10-17,358.508
2003-10-20,358.972
2003-10-21,359.678
2003-10-22,358.593
2003-10-23,355.749
2003-10-24,358.26
2003-10-27,359.098
2003-10-28,360.289
2003-10-29,363.72
2003-10-30,365.827
2003-10-31,364.331
2003-11-03,365.03
2003-11-04,365.881
2003-11-05,363.422
2003-11-06,362.358
2003-11-07,367.447
2003-11-10,366.822
2003-11-11,365.652
2003-11-12,370.305
2003-11-13,373.581
2003-11-14,377.892
2003-11-17,370.701
2003-11-18,373.075
2003-11-19,371.499
2003-11-20,370.821
2003-11-21,374.22
2003-11-24,374.259
2003-11-25,377.688
2003-11-26,381.699
2003-11-27,382.039
2003-11-28,383.257
2003-12-01,387.878
2003-12-02,392.487
2003-12-03,393.804
2003-12-04,391.386
2003-12-05,391.281
2003-12-08,391.799
2003-12-09,392.097
2003-12-10,389.812
2003-12-11,387.001
2003-12-12,391.806
2003-12-15,393.683
2003-12-16,388.971
2003-12-17,388.369
2003-12-18,388.578
2003-12-19,387.645
2003-12-22,388.745
2003-12-23,388.7
2003-12-24,390.627
2003-12-25,390.627
2003-12-26,390.471
2003-12-29,392.199
2003-12-30,395.86
2003-12-31,400.447
2004-01-01,400.447
2004-01-02,404.28
2004-01-05,409.809
2004-01-06,411.747
2004-01-07,409.514
2004-01-08,414.793
2004-01-09,417.0
2004-01-12,414.631
2004-01-13,415.454
2004-01-14,417.759
2004-01-15,416.827
2004-01-16,415.196
2004-01-19,416.704
2004-01-20,420.8
2004-01-21,423.115
2004-01-22,424.518
2004-01-23,424.166
2004-01-26,419.095
2004-01-27,424.298
2004-01-28,422.77
2004-01-29,413.231
2004-01-30,414.093
2004-02-02,415.829
2004-02-03,416.824
2004-02-04,412.51
2004-02-05,417.07
2004-02-06,422.162
2004-02-09,426.149
2004-02-10,428.613
2004-02-11,428.725
2004-02-12,435.16
2004-02-13,434.124
2004-02-16,435.235
2004-02-17,438.635
2004-02-18,439.729
2004-02-19,437.953
2004-02-20,431.678
2004-02-23,431.33
2004-02-24,430.787
2004-02-25,427.959
2004-02-26,423.693
2004-02-27,425.659
2004-03-01,429.22
2004-03-02,428.405
2004-03-03,422.658
2004-03-04,425.867
2004-03-05,434.112
2004-03-08,433.646
2004-03-09,430.609
2004-03-10,420.537
2004-03-11,410.143
2004-03-12,408.296
2004-03-15,400.028
2004-03-16,404.258
2004-03-17,407.602
2004-03-18,409.341
2004-03-19,408.328
2004-03-22,401.092
2004-03-23,400.141
2004-03-24,395.965
2004-03-25,401.862
2004-03-26,400.541
2004-03-29,407.485
2004-03-30,407.735
2004-03-31,413.986
2004-04-01,420.486
2004-04-02,418.976
2004-04-05,417.793
2004-04-06,414.255
2004-04-07,417.268
2004-04-08,416.732
2004-04-09,416.732
2004-04-12,415.561
2004-04-13,411.143
2004-04-14,408.082
2004-04-15,406.604
2004-04-16,410.599
2004-04-19,411.021
2004-04-20,411.428
2004-04-21,405.98
2004-04-22,407.433
2004-04-23,409.559
2004-04-26,411.788
2004-04-27,414.526
2004-04-28,408.784
2004-04-29,409.02
2004-04-30,406.442
2004-05-03,407.921
2004-05-04,411.456
2004-05-05,414.118
2004-05-06,405.464
2004-05-07,399.567
2004-05-10,386.781
2004-05-11,390.548
2004-05-12,388.303
2004-05-13,389.683
2004-05-14,388.019
2004-05-17,387.723
2004-05-18,389.352
2004-05-19,399.781
2004-05-20,393.936
2004-05-21,398.369
2004-05-24,398.745
2004-05-25,401.232
2004-05-26,405.386
2004-05-27,412.189
2004-05-28,409.541
2004-05-31,411.033
2004-06-01,407.84
2004-06-02,410.744
2004-06-03,410.888
2004-06-04,415.132
2004-06-07,419.802
2004-06-08,418.202
2004-06-09,412.756
2004-06-10,412.354
2004-06-11,407.828
2004-06-14,406.68
2004-06-15,408.841
2004-06-16,407.962
2004-06-17,410.9
2004-06-18,415.273
2004-06-21,414.398
2004-06-22,413.428
2004-06-23,415.67
2004-06-24,421.499
2004-06-25,420.035
2004-06-28,425.908
2004-06-29,423.706
2004-06-30,426.353
2004-07-01,424.546
2004-07-02,426.762
2004-07-05,424.559
2004-07-06,420.603
2004-07-07,423.314
2004-07-08,422.775
2004-07-09,422.443
2004-07-12,422.173
2004-07-13,418.988
2004-07-14,421.095
2004-07-15,416.904
2004-07-16,421.384
2004-07-19,419.701
2004-07-20,417.761
2004-07-21,417.066
2004-07-22,414.173
2004-07-23,408.537
2004-07-26,406.086
2004-07-27,405.62
2004-07-28,406.169
2004-07-29,409.804
2004-07-30,408.922
2004-08-02,407.143
2004-08-03,409.831
2004-08-04,404.88
2004-08-05,405.291
2004-08-06,403.894
2004-08-09,399.562
2004-08-10,404.374
2004-08-11,397.254
2004-08-12,395.941
2004-08-13,401.346
2004-08-16,403.565
2004-08-17,406.706
2004-08-18,406.493
2004-08-19,410.097
2004-08-20,407.564
2004-08-23,408.719
2004-08-24,406.447
2004-08-25,405.132
2004-08-26,407.968
2004-08-27,408.273
2004-08-30,407.089
2004-08-31,407.923
2004-09-01,409.774
2004-09-02,410.625
2004-09-03,407.447
2004-09-06,410.188
2004-09-07,411.864
2004-09-08,413.458
2004-09-09,410.652
2004-09-10,417.719
2004-09-13,421.289
2004-09-14,422.118
2004-09-15,416.299
2004-09-16,415.063
2004-09-17,417.248
2004-09-20,415.602
2004-09-21,421.362
2004-09-22,417.868
2004-09-23,416.963
2004-09-24,417.471
2004-09-27,416.378
2004-09-28,417.254
2004-09-29,420.456
2004-09-30,423.299
2004-10-01,427.799
2004-10-04,428.762
2004-10-05,429.216
2004-10-06,428.798
2004-10-07,427.985
2004-10-08,431.314
2004-10-11,428.603
2004-10-12,421.784
2004-10-13,421.235
2004-10-14,424.836
2004-10-15,429.04
2004-10-18,428.428
2004-10-19,430.71
2004-10-20,430.214
2004-10-21,432.575
2004-10-22,434.294
2004-10-25,432.613
2004-10-26,434.966
2004-10-27,439.472
2004-10-28,440.644
2004-10-29,440.291
2004-11-01,443.482
2004-11-02,444.763
2004-11-03,449.256
2004-11-04,450.747
2004-11-05,453.536
2004-11-08,456.712
2004-11-09,456.266
2004-11-10,459.513
2004-11-11,462.598
2004-11-12,465.374
2004-11-15,461.941
2004-11-16,458.828
2004-11-17,466.032
2004-11-18,465.618
2004-11-19,466.766
2004-11-22,464.342
2004-11-23,466.722
2004-11-24,469.613
2004-11-25,476.227
2004-11-26,477.332
2004-11-29,478.422
2004-11-30,476.402
2004-12-01,479.519
2004-12-02,480.566
2004-12-03,483.177
2004-12-06,484.396
2004-12-07,486.709
2004-12-08,480.768
2004-12-09,477.513
2004-12-10,478.258
2004-12-13,483.653
2004-12-14,483.821
2004-12-15,490.707
2004-12-16,488.751
2004-12-17,486.95
2004-12-20,493.196
2004-12-21,492.145
2004-12-22,494.81
2004-12-23,500.557
2004-12-24,501.963
2004-12-27,505.251
2004-12-28,505.382
2004-12-29,505.258
2004-12-30,508.021
2004-12-31,507.435
2005-01-03,506.267
2005-01-04,498.925
2005-01-05,495.11
2005-01-06,494.37
2005-01-07,492.057
2005-01-10,495.788
2005-01-11,495.198
2005-01-12,498.922
2005-01-13,497.739
2005-01-14,494.728
2005-01-17,497.557
2005-01-18,496.906
2005-01-19,498.95
2005-01-20,493.885
2005-01-21,496.414
2005-01-24,496.3
2005-01-25,496.759
2005-01-26,503.451
2005-01-27,504.78
2005-01-28,505.418
2005-01-31,510.913
2005-02-01,510.874
2005-02-02,513.91
2005-02-03,509.519
2005-02-04,513.562
2005-02-07,513.538
2005-02-08,511.677
2005-02-09,512.574
2005-02-10,516.324
2005-02-11,518.778
2005-02-14,523.367
2005-02-15,526.902
2005-02-16,526.447
2005-02-17,530.877
2005-02-18,531.907
2005-02-21,527.479
2005-02-22,529.912
2005-02-23,527.104
2005-02-24,529.381
2005-02-25,534.027
2005-02-28,536.461
2005-03-01,534.852
2005-03-02,530.698
2005-03-03,531.378
2005-03-04,538.452
2005-03-07,537.588
2005-03-08,542.535
2005-03-09,543.33
2005-03-10,542.198
2005-03-11,545.111
2005-03-14,541.346
2005-03-15,540.24
2005-03-16,539.433
2005-03-17,536.485
2005-03-18,533.34
2005-03-21,528.591
2005-03-22,529.266
2005-03-23,519.864
2005-03-24,523.934
2005-03-25,523.934
2005-03-28,520.257
2005-03-29,520.343
2005-03-30,521.491
2005-03-31,524.298
2005-04-01,526.027
2005-04-04,518.169
2005-04-05,521.368
2005-04-06,524.97
2005-04-07,528.499
2005-04-08,528.15
2005-04-11,531.981
2005-04-12,527.809
2005-04-13,530.476
2005-04-14,524.552
2005-04-15,521.445
2005-04-18,513.683
2005-04-19,517.034
2005-04-20,519.04
2005-04-21,521.3
2005-04-22,523.078
2005-04-25,518.564
2005-04-26,516.307
2005-04-27,508.256
2005-04-28,503.73
2005-04-29,505.375
2005-05-02,506.359
2005-05-03,510.155
2005-05-04,514.664
2005-05-05,516.933
2005-05-06,513.728
2005-05-09,512.441
2005-05-10,513.163
2005-05-11,510.552
2005-05-12,508.893
2005-05-13,507.584
2005-05-16,506.854
2005-05-17,508.529
2005-05-18,514.163
2005-05-19,517.199
2005-05-20,516.371
2005-05-23,519.498
2005-05-24,517.658
2005-05-25,519.773
2005-05-26,520.85
2005-05-27,519.515
2005-05-30,518.233
2005-05-31,515.906
2005-06-01,517.886
2005-06-02,518.813
2005-06-03,518.273
2005-06-06,518.037
2005-06-07,522.747
2005-06-08,528.05
2005-06-09,521.061
2005-06-10,520.696
2005-06-13,520.745
2005-06-14,520.663
2005-06-15,521.869
2005-06-16,522.483
2005-06-17,531.248
2005-06-20,523.93
2005-06-21,525.131
2005-06-22,526.567
2005-06-23,523.888
2005-06-24,521.804
2005-06-27,520.862
2005-06-28,520.633
2005-06-29,524.998
2005-06-30,526.554
2005-07-01,524.461
2005-07-04,523.053
2005-07-05,522.733
2005-07-06,526.132
2005-07-07,521.247
2005-07-08,527.465
2005-07-11,537.702
2005-07-12,542.175
2005-07-13,539.653
2005-07-14,541.447
2005-07-15,536.992
2005-07-18,535.928
2005-07-19,535.875
2005-07-20,536.343
2005-07-21,543.831
2005-07-22,545.202
2005-07-25,541.812
2005-07-26,542.388
2005-07-27,546.543
2005-07-28,552.177
2005-07-29,554.953
2005-08-01,560.215
2005-08-02,563.487
2005-08-03,568.125
2005-08-04,569.574
2005-08-05,567.421
2005-08-08,571.427
2005-08-09,572.712
2005-08-10,576.858
2005-08-11,575.575
2005-08-12,572.144
2005-08-15,568.871
2005-08-16,566.329
2005-08-17,562.811
2005-08-18,555.234
2005-08-19,555.536
2005-08-22,562.364
2005-08-23,559.704
2005-08-24,561.777
2005-08-25,558.7
2005-08-26,559.981
2005-08-29,556.918
2005-08-30,555.639
2005-08-31,566.535
2005-09-01,577.497
2005-09-02,578.388
2005-09-05,579.151
2005-09-06,580.898
2005-09-07,581.198
2005-09-08,579.045
2005-09-09,583.967
2005-09-12,579.255
2005-09-13,576.193
2005-09-14,579.746
2005-09-15,578.583
2005-09-16,583.362
2005-09-19,579.77
2005-09-20,582.398
2005-09-21,579.324
2005-09-22,571.076
2005-09-23,569.871
2005-09-26,573.53
2005-09-27,571.966
2005-09-28,576.202
2005-09-29,577.118
2005-09-30,582.343
2005-10-03,579.428
2005-10-04,583.571
2005-10-05,578.951
2005-10-06,579.655
2005-10-07,579.523
2005-10-10,577.827
2005-10-11,576.382
2005-10-12,573.634
2005-10-13,559.887
2005-10-14,566.602
2005-10-17,566.167
2005-10-18,559.067
2005-10-19,546.076
2005-10-20,550.503
2005-10-21,548.989
2005-10-24,554.918
2005-10-25,559.182
2005-10-26,557.616
2005-10-27,552.682
2005-10-28,547.892
2005-10-31,553.349
2005-11-01,555.591
2005-11-02,556.497
2005-11-03,562.247
2005-11-04,554.071
2005-11-07,554.036
2005-11-08,550.968
