Date,WORLD ex USA SMALL VALUE Small Cap
2001-08-29,284.202
2001-08-30,281.694
2001-08-31,280.5
2001-09-03,277.539
2001-09-04,275.618
2001-09-05,272.898
2001-09-06,271.319
2001-09-07,271.435
2001-09-10,265.846
2001-09-11,263.919
2001-09-12,255.12
2001-09-13,257.132
2001-09-14,258.373
2001-09-17,252.2
2001-09-18,252.704
2001-09-19,254.205
2001-09-20,249.219
2001-09-21,241.941
2001-09-24,243.944
2001-09-25,247.576
2001-09-26,248.999
2001-09-27,247.537
2001-09-28,250.589
2001-10-01,252.185
2001-10-02,252.71
2001-10-03,253.235
2001-10-04,255.263
2001-10-05,256.135
2001-10-08,255.45
2001-10-09,254.79
2001-10-10,253.698
2001-10-11,255.233
2001-10-12,256.462
2001-10-15,256.516
2001-10-16,257.772
2001-10-17,259.221
2001-10-18,256.535
2001-10-19,255.138
2001-10-22,254.587
2001-10-23,255.482
2001-10-24,256.838
2001-10-25,258.797
2001-10-26,258.564
2001-10-29,259.99
2001-10-30,258.341
2001-10-31,257.177
2001-11-01,257.951
2001-11-02,257.382
2001-11-05,257.699
2001-11-06,258.926
2001-11-07,259.396
2001-11-08,259.658
2001-11-09,259.21
2001-11-12,258.275
2001-11-13,256.824
2001-11-14,257.961
2001-11-15,258.681
2001-11-16,259.512
2001-11-19,260.137
2001-11-20,260.656
2001-11-21,259.349
2001-11-22,259.991
2001-11-23,259.516
2001-11-26,261.78
2001-11-27,261.645
2001-11-28,261.176
2001-11-29,260.436
2001-11-30,262.302
2001-12-03,259.344
2001-12-04,259.662
2001-12-05,261.262
2001-12-06,262.755
2001-12-07,261.907
2001-12-10,260.408
2001-12-11,259.222
2001-12-12,260.975
2001-12-13,259.629
2001-12-14,258.368
2001-12-17,257.603
2001-12-18,256.723
2001-12-19,255.144
2001-12-20,255.524
2001-12-21,254.234
2001-12-24,253.211
2001-12-25,253.469
2001-12-26,252.686
2001-12-27,255.251
2001-12-28,257.04
2001-12-31,259.014
2002-01-01,259.011
2002-01-02,260.509
2002-01-03,261.524
2002-01-04,262.512
2002-01-07,262.875
2002-01-08,260.939
2002-01-09,260.413
2002-01-10,259.701
2002-01-11,259.574
2002-01-14,259.28
2002-01-15,258.014
2002-01-16,256.021
2002-01-17,255.465
2002-01-18,257.027
2002-01-21,258.143
2002-01-22,256.753
2002-01-23,256.502
2002-01-24,256.256
2002-01-25,254.326
2002-01-28,254.958
2002-01-29,254.897
2002-01-30,253.754
2002-01-31,254.16
2002-02-01,254.268
2002-02-04,254.821
2002-02-05,253.087
2002-02-06,252.856
2002-02-07,253.037
2002-02-08,253.933
2002-02-11,256.18
2002-02-12,258.119
2002-02-13,258.688
2002-02-14,259.858
2002-02-15,260.456
2002-02-18,260.236
2002-02-19,258.788
2002-02-20,257.994
2002-02-21,259.067
2002-02-22,259.67
2002-02-25,259.106
2002-02-26,259.255
2002-02-27,260.765
2002-02-28,262.176
2002-03-01,264.163
2002-03-04,269.093
2002-03-05,268.949
2002-03-06,270.454
2002-03-07,275.536
2002-03-08,275.037
2002-03-11,276.706
2002-03-12,274.497
2002-03-13,273.389
2002-03-14,274.884
2002-03-15,276.098
2002-03-18,275.344
2002-03-19,276.912
2002-03-20,277.471
2002-03-21,276.883
2002-03-22,276.41
2002-03-25,275.584
2002-03-26,274.96
2002-03-27,276.131
2002-03-28,276.307
2002-03-29,275.236
2002-04-01,275.811
2002-04-02,276.445
2002-04-03,277.474
2002-04-04,278.82
2002-04-05,279.495
2002-04-08,278.742
2002-04-09,278.378
2002-04-10,280.209
2002-04-11,279.956
2002-04-12,278.872
2002-04-15,279.31
2002-04-16,281.299
2002-04-17,283.787
2002-04-18,285.29
2002-04-19,285.771
2002-04-22,286.47
2002-04-23,286.544
2002-04-24,287.229
2002-04-25,288.479
2002-04-26,288.353
2002-04-29,288.269
2002-04-30,287.717
2002-05-01,289.878
2002-05-02,290.105
2002-05-03,292.385
2002-05-06,292.503
2002-05-07,289.99
2002-05-08,290.517
2002-05-09,290.965
2002-05-10,292.123
2002-05-13,291.819
2002-05-14,290.35
2002-05-15,293.217
2002-05-16,294.873
2002-05-17,298.768
2002-05-20,299.857
2002-05-21,301.156
2002-05-22,303.068
2002-05-23,301.761
2002-05-24,303.129
2002-05-27,303.25
2002-05-28,305.059
2002-05-29,304.573
2002-05-30,305.287
2002-05-31,304.903
2002-06-03,306.288
2002-06-04,304.781
2002-06-05,303.455
2002-06-06,303.991
2002-06-07,302.24
2002-06-10,302.248
2002-06-11,302.538
2002-06-12,301.162
2002-06-13,298.461
2002-06-14,293.71
2002-06-17,292.728
2002-06-18,294.044
2002-06-19,291.858
2002-06-20,292.179
2002-06-21,293.292
2002-06-24,293.175
2002-06-25,292.495
2002-06-26,292.068
2002-06-27,292.775
2002-06-28,296.325
2002-07-01,297.622
2002-07-02,294.749
2002-07-03,292.653
2002-07-04,292.421
2002-07-05,294.319
2002-07-08,297.722
2002-07-09,299.553
2002-07-10,295.712
2002-07-11,291.136
2002-07-12,290.643
2002-07-15,288.261
2002-07-16,285.607
2002-07-17,285.845
2002-07-18,288.544
2002-07-19,286.635
2002-07-22,280.69
2002-07-23,274.736
2002-07-24,270.503
2002-07-25,273.206
2002-07-26,268.758
2002-07-29,270.999
2002-07-30,274.132
2002-07-31,273.478
2002-08-01,271.377
2002-08-02,270.811
2002-08-05,267.193
2002-08-06,261.336
2002-08-07,264.357
2002-08-08,265.717
2002-08-09,268.794
2002-08-12,268.18
2002-08-13,268.464
2002-08-14,271.232
2002-08-15,271.54
2002-08-16,273.006
2002-08-19,272.185
2002-08-20,272.045
2002-08-21,274.443
2002-08-22,275.277
2002-08-23,274.545
2002-08-26,275.736
2002-08-27,278.06
2002-08-28,275.694
2002-08-29,273.661
2002-08-30,273.866
2002-09-02,273.447
2002-09-03,271.785
2002-09-04,268.747
2002-09-05,267.321
2002-09-06,267.016
2002-09-09,266.567
2002-09-10,267.009
2002-09-11,267.798
2002-09-12,267.094
2002-09-13,264.851
2002-09-16,262.356
2002-09-17,262.826
2002-09-18,260.546
2002-09-19,260.53
2002-09-20,258.988
2002-09-23,254.964
2002-09-24,251.138
2002-09-25,251.668
2002-09-26,254.266
2002-09-27,255.248
2002-09-30,253.204
2002-10-01,251.04
2002-10-02,250.741
2002-10-03,249.514
2002-10-04,247.105
2002-10-07,242.212
2002-10-08,240.483
2002-10-09,238.659
2002-10-10,237.836
2002-10-11,242.964
2002-10-14,242.231
2002-10-15,247.752
2002-10-16,247.938
2002-10-17,249.671
2002-10-18,249.829
2002-10-21,251.281
2002-10-22,250.143
2002-10-23,250.046
2002-10-24,249.975
2002-10-25,251.236
2002-10-28,253.201
2002-10-29,251.511
2002-10-30,252.693
2002-10-31,255.208
2002-11-01,255.918
2002-11-04,258.089
2002-11-05,259.984
2002-11-06,259.683
2002-11-07,261.406
2002-11-08,261.535
2002-11-11,258.246
2002-11-12,258.86
2002-11-13,256.818
2002-11-14,255.92
2002-11-15,257.059
2002-11-18,256.96
2002-11-19,255.31
2002-11-20,254.413
2002-11-21,257.804
2002-11-22,258.959
2002-11-25,258.839
2002-11-26,257.368
2002-11-27,258.616
2002-11-28,262.295
2002-11-29,263.912
2002-12-02,263.731
2002-12-03,262.142
2002-12-04,261.024
2002-12-05,260.155
2002-12-06,260.306
2002-12-09,258.776
2002-12-10,258.872
2002-12-11,259.437
2002-12-12,258.786
2002-12-13,258.98
2002-12-16,258.236
2002-12-17,259.42
2002-12-18,256.682
2002-12-19,257.207
2002-12-20,258.358
2002-12-23,258.3
2002-12-24,259.187
2002-12-25,259.405
2002-12-26,260.884
2002-12-27,261.735
2002-12-30,263.626
2002-12-31,264.642
2003-01-01,264.641
2003-01-02,264.775
2003-01-03,267.08
2003-01-06,270.039
2003-01-07,267.493
2003-01-08,264.559
2003-01-09,266.421
2003-01-10,268.059
2003-01-13,268.938
2003-01-14,270.841
2003-01-15,270.917
2003-01-16,271.229
2003-01-17,271.088
2003-01-20,270.358
2003-01-21,270.271
2003-01-22,268.426
2003-01-23,269.697
2003-01-24,269.82
2003-01-27,264.896
2003-01-28,263.068
2003-01-29,261.153
2003-01-30,260.544
2003-01-31,259.897
2003-02-03,262.126
2003-02-04,263.642
2003-02-05,263.941
2003-02-06,262.347
2003-02-07,261.456
2003-02-10,259.995
2003-02-11,259.893
2003-02-12,259.666
2003-02-13,260.038
2003-02-14,259.819
2003-02-17,261.249
2003-02-18,261.587
2003-02-19,262.146
2003-02-20,262.247
2003-02-21,261.266
2003-02-24,261.01
2003-02-25,256.511
2003-02-26,256.662
2003-02-27,256.199
2003-02-28,258.022
2003-03-03,260.546
2003-03-04,260.105
2003-03-05,260.318
2003-03-06,259.185
2003-03-07,256.545
2003-03-10,253.805
2003-03-11,251.581
2003-03-12,249.394
2003-03-13,250.021
2003-03-14,250.875
2003-03-17,250.683
2003-03-18,252.719
2003-03-19,253.324
2003-03-20,254.953
2003-03-21,255.726
2003-03-24,257.074
2003-03-25,256.809
2003-03-26,258.28
2003-03-27,258.023
2003-03-28,257.833
2003-03-31,256.993
2003-04-01,257.192
2003-04-02,258.783
2003-04-03,258.385
2003-04-04,259.486
2003-04-07,262.874
2003-04-08,262.332
2003-04-09,262.96
2003-04-10,265.678
2003-04-11,265.136
2003-04-14,265.756
2003-04-15,268.081
2003-04-16,269.946
2003-04-17,271.76
2003-04-18,272.009
2003-04-21,271.411
2003-04-22,273.759
2003-04-23,276.006
2003-04-24,276.621
2003-04-25,274.982
2003-04-28,276.143
2003-04-29,277.901
2003-04-30,282.81
2003-05-01,285.879
2003-05-02,286.333
2003-05-05,289.188
2003-05-06,293.85
2003-05-07,295.602
2003-05-08,294.467
2003-05-09,295.955
2003-05-12,298.853
2003-05-13,299.501
2003-05-14,301.734
2003-05-15,302.378
2003-05-16,305.351
2003-05-19,303.29
2003-05-20,303.291
2003-05-21,301.591
2003-05-22,303.0
2003-05-23,305.077
2003-05-26,306.141
2003-05-27,305.346
2003-05-28,305.951
2003-05-29,309.343
2003-05-30,309.272
2003-06-02,312.695
2003-06-03,311.92
2003-06-04,314.248
2003-06-05,320.244
2003-06-06,322.282
2003-06-09,321.938
2003-06-10,320.727
2003-06-11,324.689
2003-06-12,325.815
2003-06-13,326.407
2003-06-16,328.295
2003-06-17,330.092
2003-06-18,328.642
2003-06-19,326.756
2003-06-20,326.16
2003-06-23,324.894
2003-06-24,321.551
2003-06-25,324.619
2003-06-26,321.156
2003-06-27,322.514
2003-06-30,323.065
2003-07-01,325.076
2003-07-02,328.152
2003-07-03,329.328
2003-07-04,329.155
2003-07-07,330.467
2003-07-08,329.751
2003-07-09,330.085
2003-07-10,330.08
2003-07-11,329.074
2003-07-14,332.468
2003-07-15,330.779
2003-07-16,328.998
2003-07-17,325.344
2003-07-18,326.18
2003-07-21,328.297
2003-07-22,327.739
2003-07-23,331.564
2003-07-24,334.11
2003-07-25,335.727
2003-07-28,337.676
2003-07-29,337.999
2003-07-30,335.581
2003-07-31,334.115
2003-08-01,336.674
2003-08-04,336.851
2003-08-05,335.89
2003-08-06,334.04
2003-08-07,335.843
2003-08-08,335.476
2003-08-11,336.958
2003-08-12,338.295
2003-08-13,341.075
2003-08-14,342.51
2003-08-15,343.413
2003-08-18,344.753
2003-08-19,345.705
2003-08-20,348.119
2003-08-21,348.931
2003-08-22,347.917
2003-08-25,348.069
2003-08-26,346.502
2003-08-27,346.81
2003-08-28,347.39
2003-08-29,351.07
2003-09-01,354.326
2003-09-02,354.065
2003-09-03,356.894
2003-09-04,356.603
2003-09-05,358.461
2003-09-08,360.569
2003-09-09,362.183
2003-09-10,359.707
2003-09-11,359.193
2003-09-12,362.399
2003-09-15,362.906
2003-09-16,364.085
2003-09-17,366.769
2003-09-18,369.15
2003-09-19,373.033
2003-09-22,373.512
2003-09-23,373.421
2003-09-24,372.945
2003-09-25,370.901
2003-09-26,368.581
2003-09-29,369.784
2003-09-30,370.285
2003-10-01,374.211
2003-10-02,377.838
2003-10-03,380.898
2003-10-06,383.008
2003-10-07,385.038
2003-10-08,385.726
2003-10-09,387.385
2003-10-10,390.985
2003-10-13,390.895
2003-10-14,391.794
2003-10-15,393.384
2003-10-16,396.019
2003-10-17,395.272
2003-10-20,395.855
2003-10-21,397.372
2003-10-22,395.319
2003-10-23,386.871
2003-10-24,389.0
2003-10-27,391.031
2003-10-28,392.407
2003-10-29,395.245
2003-10-30,396.211
2003-10-31,393.901
2003-11-03,391.908
2003-11-04,395.862
2003-11-05,394.74
2003-11-06,392.083
2003-11-07,395.553
2003-11-10,396.501
2003-11-11,391.087
2003-11-12,393.381
2003-11-13,396.571
2003-11-14,396.83
2003-11-17,388.842
2003-11-18,390.829
2003-11-19,388.738
2003-11-20,388.831
2003-11-21,389.796
2003-11-24,388.742
2003-11-25,391.814
2003-11-26,396.859
2003-11-27,397.356
2003-11-28,398.339
2003-12-01,401.563
2003-12-02,404.873
2003-12-03,406.521
2003-12-04,405.998
2003-12-05,407.005
2003-12-08,407.047
2003-12-09,407.758
2003-12-10,405.191
2003-12-11,403.506
2003-12-12,407.132
2003-12-15,409.571
2003-12-16,407.916
2003-12-17,408.132
2003-12-18,408.884
2003-12-19,408.787
2003-12-22,410.34
2003-12-23,412.107
2003-12-24,414.01
2003-12-25,414.312
2003-12-26,415.14
2003-12-29,417.985
2003-12-30,421.92
2003-12-31,424.001
2004-01-01,424.008
2004-01-02,425.984
2004-01-05,432.852
2004-01-06,434.674
2004-01-07,434.003
2004-01-08,437.445
2004-01-09,441.027
2004-01-12,440.655
2004-01-13,441.662
2004-01-14,441.588
2004-01-15,438.971
2004-01-16,437.203
2004-01-19,437.595
2004-01-20,443.084
2004-01-21,445.702
2004-01-22,448.386
2004-01-23,447.601
2004-01-26,444.923
2004-01-27,447.07
2004-01-28,445.611
2004-01-29,437.29
2004-01-30,440.654
2004-02-02,442.23
2004-02-03,444.349
2004-02-04,440.387
2004-02-05,442.848
2004-02-06,447.437
2004-02-09,449.366
2004-02-10,450.38
2004-02-11,451.265
2004-02-12,457.018
2004-02-13,457.887
2004-02-16,459.551
2004-02-17,462.369
2004-02-18,463.287
2004-02-19,459.938
2004-02-20,454.782
2004-02-23,456.304
2004-02-24,456.688
2004-02-25,453.787
2004-02-26,451.525
2004-02-27,455.797
2004-03-01,461.916
2004-03-02,458.776
2004-03-03,454.16
2004-03-04,456.166
2004-03-05,462.161
2004-03-08,461.75
2004-03-09,462.291
2004-03-10,455.174
2004-03-11,449.737
2004-03-12,448.448
2004-03-15,447.807
2004-03-16,452.728
2004-03-17,456.742
2004-03-18,461.553
2004-03-19,461.597
2004-03-22,458.26
2004-03-23,458.16
2004-03-24,458.672
2004-03-25,461.862
2004-03-26,463.214
2004-03-29,467.063
2004-03-30,468.728
2004-03-31,475.258
2004-04-01,480.175
2004-04-02,477.673
2004-04-05,475.106
2004-04-06,475.978
2004-04-07,480.335
2004-04-08,479.298
2004-04-09,477.531
2004-04-12,479.69
2004-04-13,477.06
2004-04-14,469.328
2004-04-15,466.267
2004-04-16,470.681
2004-04-19,469.434
2004-04-20,470.341
2004-04-21,465.798
2004-04-22,465.795
2004-04-23,468.003
2004-04-26,470.96
2004-04-27,469.966
2004-04-28,465.393
2004-04-29,463.316
2004-04-30,459.888
2004-05-03,459.71
2004-05-04,464.286
2004-05-05,466.251
2004-05-06,459.286
2004-05-07,449.797
2004-05-10,430.07
2004-05-11,431.406
2004-05-12,436.843
2004-05-13,432.034
2004-05-14,430.33
2004-05-17,424.361
2004-05-18,427.375
2004-05-19,440.06
2004-05-20,436.859
2004-05-21,443.747
2004-05-24,444.228
2004-05-25,446.473
2004-05-26,450.969
2004-05-27,456.25
2004-05-28,458.308
2004-05-31,458.712
2004-06-01,459.573
2004-06-02,460.539
2004-06-03,456.759
2004-06-04,459.291
2004-06-07,466.523
2004-06-08,467.139
2004-06-09,465.23
2004-06-10,466.852
2004-06-11,464.005
2004-06-14,461.799
2004-06-15,461.957
2004-06-16,464.614
2004-06-17,466.989
2004-06-18,468.359
2004-06-21,470.531
2004-06-22,468.9
2004-06-23,469.478
2004-06-24,474.972
2004-06-25,474.391
2004-06-28,479.129
2004-06-29,476.877
2004-06-30,479.094
2004-07-01,480.715
2004-07-02,481.273
2004-07-05,477.293
2004-07-06,476.081
2004-07-07,478.601
2004-07-08,478.039
2004-07-09,479.768
2004-07-12,482.049
2004-07-13,479.381
2004-07-14,477.359
2004-07-15,474.852
2004-07-16,480.464
2004-07-19,480.227
2004-07-20,476.64
2004-07-21,473.773
2004-07-22,472.186
2004-07-23,467.73
2004-07-26,465.488
2004-07-27,461.06
2004-07-28,462.28
2004-07-29,462.833
2004-07-30,465.915
2004-08-02,466.998
2004-08-03,467.651
2004-08-04,463.187
2004-08-05,463.368
2004-08-06,465.401
2004-08-09,460.288
2004-08-10,462.698
2004-08-11,460.412
2004-08-12,460.367
2004-08-13,461.649
2004-08-16,461.362
2004-08-17,462.038
2004-08-18,462.161
2004-08-19,467.671
2004-08-20,467.468
2004-08-23,467.775
2004-08-24,465.451
2004-08-25,466.243
2004-08-26,467.711
2004-08-27,468.868
2004-08-30,468.117
2004-08-31,469.654
2004-09-01,472.757
2004-09-02,473.691
2004-09-03,469.723
2004-09-06,473.576
2004-09-07,474.482
2004-09-08,476.357
2004-09-09,474.456
2004-09-10,478.825
2004-09-13,479.183
2004-09-14,481.19
2004-09-15,475.384
2004-09-16,476.975
2004-09-17,476.914
2004-09-20,476.374
2004-09-21,479.223
2004-09-22,478.306
2004-09-23,478.847
2004-09-24,477.517
2004-09-27,477.014
2004-09-28,477.893
2004-09-29,480.1
2004-09-30,484.784
2004-10-01,487.577
2004-10-04,488.022
2004-10-05,489.949
2004-10-06,490.502
2004-10-07,490.825
2004-10-08,495.086
2004-10-11,495.054
2004-10-12,490.115
2004-10-13,487.695
2004-10-14,487.454
2004-10-15,489.793
2004-10-18,488.782
2004-10-19,492.015
2004-10-20,491.195
2004-10-21,493.197
2004-10-22,494.667
2004-10-25,495.114
2004-10-26,495.296
2004-10-27,497.531
2004-10-28,498.614
2004-10-29,498.673
2004-11-01,499.615
2004-11-02,502.368
2004-11-03,507.395
2004-11-04,510.319
2004-11-05,515.412
2004-11-08,515.374
2004-11-09,514.893
2004-11-10,514.575
2004-11-11,515.105
2004-11-12,520.385
2004-11-15,522.87
2004-11-16,522.621
2004-11-17,527.131
2004-11-18,526.0
2004-11-19,529.303
2004-11-22,525.598
2004-11-23,528.425
2004-11-24,532.561
2004-11-25,536.644
2004-11-26,536.594
2004-11-29,538.968
2004-11-30,539.024
2004-12-01,540.06
2004-12-02,542.059
2004-12-03,546.272
2004-12-06,546.343
2004-12-07,546.087
2004-12-08,537.728
2004-12-09,534.429
2004-12-10,533.496
2004-12-13,538.109
2004-12-14,538.571
2004-12-15,546.62
2004-12-16,544.275
2004-12-17,544.525
2004-12-20,551.053
2004-12-21,550.229
2004-12-22,552.507
2004-12-23,556.419
2004-12-24,559.563
2004-12-27,562.691
2004-12-28,562.924
2004-12-29,561.982
2004-12-30,567.481
2004-12-31,568.815
2005-01-03,566.036
2005-01-04,561.741
2005-01-05,558.544
2005-01-06,555.239
2005-01-07,555.944
2005-01-10,558.416
2005-01-11,561.724
2005-01-12,567.615
2005-01-13,567.068
2005-01-14,565.947
2005-01-17,569.123
2005-01-18,567.403
2005-01-19,570.067
2005-01-20,566.007
2005-01-21,567.725
2005-01-24,570.055
2005-01-25,567.499
2005-01-26,574.292
2005-01-27,573.866
2005-01-28,572.258
2005-01-31,576.848
2005-02-01,577.509
2005-02-02,582.504
2005-02-03,580.451
2005-02-04,583.867
2005-02-07,582.717
2005-02-08,579.771
2005-02-09,580.872
2005-02-10,584.35
2005-02-11,585.976
2005-02-14,591.102
2005-02-15,591.359
2005-02-16,588.108
2005-02-17,591.84
2005-02-18,592.253
2005-02-21,591.426
2005-02-22,592.965
2005-02-23,588.185
2005-02-24,589.597
2005-02-25,594.891
2005-02-28,601.955
2005-03-01,601.777
2005-03-02,599.906
2005-03-03,600.333
2005-03-04,607.498
2005-03-07,606.027
2005-03-08,610.506
2005-03-09,611.308
2005-03-10,609.219
2005-03-11,613.523
2005-03-14,608.797
2005-03-15,609.628
2005-03-16,611.596
2005-03-17,608.689
2005-03-18,608.146
2005-03-21,603.919
2005-03-22,604.741
2005-03-23,593.056
2005-03-24,592.155
2005-03-25,592.454
2005-03-28,589.45
2005-03-29,586.249
2005-03-30,585.79
2005-03-31,592.933
2005-04-01,594.176
2005-04-04,586.86
2005-04-05,589.642
2005-04-06,591.997
2005-04-07,594.805
2005-04-08,595.408
2005-04-11,597.71
2005-04-12,593.327
2005-04-13,596.856
2005-04-14,587.915
2005-04-15,583.861
2005-04-18,572.3
2005-04-19,580.767
2005-04-20,582.978
2005-04-21,580.603
2005-04-22,586.691
2005-04-25,585.391
2005-04-26,583.005
2005-04-27,578.468
2005-04-28,574.816
2005-04-29,576.881
2005-05-02,575.805
2005-05-03,576.618
2005-05-04,579.484
2005-05-05,580.816
2005-05-06,581.284
2005-05-09,580.445
2005-05-10,580.012
2005-05-11,577.89
2005-05-12,574.531
2005-05-13,570.122
2005-05-16,565.881
2005-05-17,564.146
2005-05-18,567.049
2005-05-19,571.356
2005-05-20,568.709
2005-05-23,574.11
2005-05-24,574.373
2005-05-25,572.566
2005-05-26,572.951
2005-05-27,575.402
2005-05-30,577.605
2005-05-31,577.829
2005-06-01,578.747
2005-06-02,579.917
2005-06-03,582.835
2005-06-06,584.238
2005-06-07,586.295
2005-06-08,589.18
2005-06-09,582.417
2005-06-10,583.279
2005-06-13,581.182
2005-06-14,582.609
2005-06-15,586.108
2005-06-16,589.068
2005-06-17,594.76
2005-06-20,592.268
2005-06-21,593.226
2005-06-22,593.67
2005-06-23,592.851
2005-06-24,590.806
2005-06-27,588.498
2005-06-28,589.266
2005-06-29,588.929
2005-06-30,589.173
2005-07-01,585.987
2005-07-04,585.559
2005-07-05,583.972
2005-07-06,587.472
2005-07-07,581.945
2005-07-08,585.543
2005-07-11,593.385
2005-07-12,598.825
2005-07-13,594.659
2005-07-14,595.344
2005-07-15,592.624
2005-07-18,593.546
2005-07-19,590.553
2005-07-20,591.359
2005-07-21,600.769
2005-07-22,600.975
2005-07-25,599.974
2005-07-26,597.866
2005-07-27,601.847
2005-07-28,604.292
2005-07-29,608.302
2005-08-01,611.933
2005-08-02,614.657
2005-08-03,618.62
2005-08-04,618.14
2005-08-05,612.064
2005-08-08,614.862
2005-08-09,616.627
2005-08-10,625.562
2005-08-11,629.506
2005-08-12,629.611
2005-08-15,628.143
2005-08-16,629.058
2005-08-17,625.806
2005-08-18,618.186
2005-08-19,618.683
2005-08-22,626.659
2005-08-23,626.05
2005-08-24,625.766
2005-08-25,625.664
2005-08-26,627.695
2005-08-29,622.33
2005-08-30,620.731
2005-08-31,627.072
2005-09-01,639.198
2005-09-02,642.646
2005-09-05,644.289
2005-09-06,643.776
2005-09-07,644.39
2005-09-08,641.392
2005-09-09,647.066
2005-09-12,645.592
2005-09-13,643.052
2005-09-14,646.585
2005-09-15,644.343
2005-09-16,645.128
2005-09-19,644.839
2005-09-20,648.307
2005-09-21,648.254
2005-09-22,643.028
2005-09-23,640.012
2005-09-26,644.827
2005-09-27,641.57
2005-09-28,645.69
2005-09-29,649.081
2005-09-30,651.248
2005-10-03,647.121
2005-10-04,649.465
2005-10-05,644.18
2005-10-06,638.603
2005-10-07,636.431
2005-10-10,635.156
2005-10-11,637.195
2005-10-12,637.339
2005-10-13,626.86
2005-10-14,630.981
2005-10-17,628.493
2005-10-18,622.013
2005-10-19,614.824
2005-10-20,617.837
2005-10-21,615.439
2005-10-24,618.645
2005-10-25,626.591
2005-10-26,628.663
2005-10-27,628.209
2005-10-28,625.323
2005-10-31,631.944
2005-11-01,635.427
2005-11-02,639.397
2005-11-03,641.805
2005-11-04,635.881
2005-11-07,637.214
2005-11-08,636.756
2005-11-09,634.831
