Date,ACWI SMID CAP SMID (Small+Mid Cap)
2001-05-29,434.698
2001-05-30,428.783
2001-05-31,430.176
2001-06-01,431.85
2001-06-04,433.187
2001-06-05,436.641
2001-06-06,434.554
2001-06-07,436.553
2001-06-08,435.233
2001-06-11,430.315
2001-06-12,428.046
2001-06-13,427.858
2001-06-14,422.226
2001-06-15,420.588
2001-06-18,416.684
2001-06-19,415.583
2001-06-20,415.741
2001-06-21,417.516
2001-06-22,416.325
2001-06-25,416.103
2001-06-26,416.639
2001-06-27,417.085
2001-06-28,417.888
2001-06-29,423.948
2001-07-02,421.802
2001-07-03,420.952
2001-07-04,419.548
2001-07-05,415.289
2001-07-06,409.104
2001-07-09,408.442
2001-07-10,406.648
2001-07-11,404.486
2001-07-12,410.096
2001-07-13,410.338
2001-07-16,407.136
2001-07-17,407.695
2001-07-18,407.24
2001-07-19,408.79
2001-07-20,408.372
2001-07-23,404.267
2001-07-24,400.832
2001-07-25,402.9
2001-07-26,406.323
2001-07-27,407.837
2001-07-30,407.061
2001-07-31,409.063
2001-08-01,412.387
2001-08-02,415.441
2001-08-03,414.507
2001-08-06,411.215
2001-08-07,410.256
2001-08-08,406.679
2001-08-09,405.301
2001-08-10,406.887
2001-08-13,407.854
2001-08-14,409.774
2001-08-15,411.353
2001-08-16,410.683
2001-08-17,407.924
2001-08-20,406.46
2001-08-21,405.592
2001-08-22,408.033
2001-08-23,406.271
2001-08-24,409.267
2001-08-27,409.071
2001-08-28,406.084
2001-08-29,404.796
2001-08-30,400.276
2001-08-31,400.193
2001-09-03,397.698
2001-09-04,396.6
2001-09-05,392.516
2001-09-06,387.688
2001-09-07,384.156
2001-09-10,379.093
2001-09-11,375.579
2001-09-12,369.643
2001-09-13,370.413
2001-09-14,369.055
2001-09-17,353.905
2001-09-18,351.285
2001-09-19,348.894
2001-09-20,339.108
2001-09-21,330.451
2001-09-24,337.942
2001-09-25,341.385
2001-09-26,340.183
2001-09-27,341.431
2001-09-28,348.633
2001-10-01,346.614
2001-10-02,348.751
2001-10-03,353.825
2001-10-04,357.678
2001-10-05,357.577
2001-10-08,355.462
2001-10-09,354.86
2001-10-10,359.016
2001-10-11,365.387
2001-10-12,365.062
2001-10-15,364.857
2001-10-16,368.065
2001-10-17,365.665
2001-10-18,361.716
2001-10-19,362.273
2001-10-22,364.152
2001-10-23,364.963
2001-10-24,366.262
2001-10-25,369.793
2001-10-26,371.437
2001-10-29,368.082
2001-10-30,363.158
2001-10-31,364.433
2001-11-01,367.614
2001-11-02,367.702
2001-11-05,371.399
2001-11-06,374.68
2001-11-07,374.853
2001-11-08,374.842
2001-11-09,374.225
2001-11-12,373.613
2001-11-13,376.793
2001-11-14,379.216
2001-11-15,379.891
2001-11-16,381.177
2001-11-19,384.708
2001-11-20,382.626
2001-11-21,380.86
2001-11-22,381.577
2001-11-23,383.724
2001-11-26,387.708
2001-11-27,387.346
2001-11-28,383.021
2001-11-29,384.958
2001-11-30,386.1
2001-12-03,383.123
2001-12-04,387.801
2001-12-05,395.467
2001-12-06,397.763
2001-12-07,396.297
2001-12-10,392.201
2001-12-11,391.613
2001-12-12,392.791
2001-12-13,387.919
2001-12-14,387.826
2001-12-17,389.883
2001-12-18,391.5
2001-12-19,389.575
2001-12-20,387.324
2001-12-21,388.346
2001-12-24,388.7
2001-12-25,389.059
2001-12-26,390.624
2001-12-27,394.034
2001-12-28,396.713
2001-12-31,396.684
2002-01-01,396.698
2002-01-02,397.349
2002-01-03,401.066
2002-01-04,404.487
2002-01-07,403.291
2002-01-08,401.729
2002-01-09,401.078
2002-01-10,400.253
2002-01-11,397.995
2002-01-14,394.676
2002-01-15,394.414
2002-01-16,389.205
2002-01-17,391.343
2002-01-18,390.282
2002-01-21,390.892
2002-01-22,388.184
2002-01-23,391.189
2002-01-24,392.867
2002-01-25,392.199
2002-01-28,393.292
2002-01-29,389.271
2002-01-30,389.69
2002-01-31,392.585
2002-02-01,391.425
2002-02-04,386.733
2002-02-05,384.215
2002-02-06,382.266
2002-02-07,380.638
2002-02-08,384.309
2002-02-11,388.312
2002-02-12,389.517
2002-02-13,391.749
2002-02-14,391.905
2002-02-15,390.825
2002-02-18,390.547
2002-02-19,384.961
2002-02-20,385.927
2002-02-21,384.73
2002-02-22,386.004
2002-02-25,387.842
2002-02-26,389.661
2002-02-27,391.983
2002-02-28,391.468
2002-03-01,396.679
2002-03-04,406.312
2002-03-05,405.782
2002-03-06,409.996
2002-03-07,413.279
2002-03-08,415.145
2002-03-11,416.916
2002-03-12,413.817
2002-03-13,411.568
2002-03-14,413.351
2002-03-15,415.641
2002-03-18,416.869
2002-03-19,418.695
2002-03-20,416.452
2002-03-21,417.393
2002-03-22,415.881
2002-03-25,412.081
2002-03-26,413.282
2002-03-27,416.008
2002-03-28,417.354
2002-03-29,416.722
2002-04-01,416.571
2002-04-02,415.089
2002-04-03,413.482
2002-04-04,414.332
2002-04-05,415.022
2002-04-08,415.63
2002-04-09,414.771
2002-04-10,418.865
2002-04-11,415.613
2002-04-12,417.425
2002-04-15,417.685
2002-04-16,422.932
2002-04-17,424.598
2002-04-18,424.9
2002-04-19,425.182
2002-04-22,422.98
2002-04-23,422.329
2002-04-24,421.328
2002-04-25,421.343
2002-04-26,418.892
2002-04-29,416.744
2002-04-30,419.401
2002-05-01,421.219
2002-05-02,421.275
2002-05-03,421.536
2002-05-06,417.909
2002-05-07,415.06
2002-05-08,421.151
2002-05-09,418.542
2002-05-10,416.068
2002-05-13,418.085
2002-05-14,421.448
2002-05-15,423.575
2002-05-16,423.361
2002-05-17,426.485
2002-05-20,424.369
2002-05-21,421.649
2002-05-22,422.271
2002-05-23,423.786
2002-05-24,422.928
2002-05-27,422.788
2002-05-28,422.613
2002-05-29,420.872
2002-05-30,420.75
2002-05-31,420.938
2002-06-03,415.271
2002-06-04,413.235
2002-06-05,413.457
2002-06-06,409.746
2002-06-07,409.441
2002-06-10,409.605
2002-06-11,405.942
2002-06-12,404.431
2002-06-13,400.533
2002-06-14,397.838
2002-06-17,403.916
2002-06-18,404.398
2002-06-19,399.808
2002-06-20,396.745
2002-06-21,394.751
2002-06-24,393.122
2002-06-25,389.714
2002-06-26,387.418
2002-06-27,390.895
2002-06-28,396.003
2002-07-01,390.525
2002-07-02,382.005
2002-07-03,379.536
2002-07-04,379.984
2002-07-05,389.467
2002-07-08,387.913
2002-07-09,384.382
2002-07-10,376.091
2002-07-11,372.678
2002-07-12,372.177
2002-07-15,368.802
2002-07-16,365.862
2002-07-17,367.446
2002-07-18,364.288
2002-07-19,356.269
2002-07-22,346.272
2002-07-23,337.355
2002-07-24,343.21
2002-07-25,344.7
2002-07-26,343.01
2002-07-29,355.365
2002-07-30,358.515
2002-07-31,357.287
2002-08-01,350.799
2002-08-02,344.716
2002-08-05,336.123
2002-08-06,339.773
2002-08-07,343.257
2002-08-08,348.995
2002-08-09,351.492
2002-08-12,350.628
2002-08-13,346.504
2002-08-14,353.519
2002-08-15,357.399
2002-08-16,359.044
2002-08-19,362.578
2002-08-20,360.11
2002-08-21,364.732
2002-08-22,368.503
2002-08-23,363.692
2002-08-26,366.456
2002-08-27,364.121
2002-08-28,358.086
2002-08-29,357.724
2002-08-30,357.305
2002-09-02,356.497
2002-09-03,348.256
2002-09-04,350.374
2002-09-05,346.422
2002-09-06,350.697
2002-09-09,351.336
2002-09-10,353.042
2002-09-11,353.989
2002-09-12,348.731
2002-09-13,348.02
2002-09-16,345.479
2002-09-17,342.104
2002-09-18,339.347
2002-09-19,333.703
2002-09-20,333.227
2002-09-23,327.287
2002-09-24,322.221
2002-09-25,327.144
2002-09-26,332.424
2002-09-27,328.921
2002-09-30,325.756
2002-10-01,328.84
2002-10-02,324.284
2002-10-03,320.955
2002-10-04,315.259
2002-10-07,307.927
2002-10-08,308.902
2002-10-09,302.155
2002-10-10,308.065
2002-10-11,317.172
2002-10-14,318.12
2002-10-15,329.762
2002-10-16,324.545
2002-10-17,332.029
2002-10-18,332.806
2002-10-21,337.48
2002-10-22,333.074
2002-10-23,334.959
2002-10-24,333.415
2002-10-25,336.573
2002-10-28,336.355
2002-10-29,332.731
2002-10-30,336.076
2002-10-31,337.438
2002-11-01,341.506
2002-11-04,345.563
2002-11-05,346.611
2002-11-06,349.513
2002-11-07,345.012
2002-11-08,341.752
2002-11-11,335.519
2002-11-12,338.321
2002-11-13,337.244
2002-11-14,342.044
2002-11-15,344.447
2002-11-18,343.243
2002-11-19,340.772
2002-11-20,344.435
2002-11-21,351.889
2002-11-22,353.293
2002-11-25,354.409
2002-11-26,349.19
2002-11-27,355.762
2002-11-28,357.942
2002-11-29,358.155
2002-12-02,358.186
2002-12-03,353.764
2002-12-04,351.07
2002-12-05,348.89
2002-12-06,349.672
2002-12-09,343.79
2002-12-10,346.81
2002-12-11,347.737
2002-12-12,347.954
2002-12-13,344.837
2002-12-16,348.825
2002-12-17,347.703
2002-12-18,343.112
2002-12-19,342.288
2002-12-20,345.278
2002-12-23,345.941
2002-12-24,345.44
2002-12-25,345.385
2002-12-26,346.525
2002-12-27,343.379
2002-12-30,344.428
2002-12-31,346.037
2003-01-01,346.027
2003-01-02,352.404
2003-01-03,353.023
2003-01-06,358.53
2003-01-07,355.45
2003-01-08,351.059
2003-01-09,355.626
2003-01-10,356.887
2003-01-13,357.077
2003-01-14,358.629
2003-01-15,356.515
2003-01-16,356.27
2003-01-17,352.902
2003-01-20,352.276
2003-01-21,348.734
2003-01-22,346.162
2003-01-23,349.141
2003-01-24,344.605
2003-01-27,337.917
2003-01-28,339.835
2003-01-29,339.958
2003-01-30,337.247
2003-01-31,339.143
2003-02-03,340.667
2003-02-04,338.679
2003-02-05,338.247
2003-02-06,335.742
2003-02-07,332.791
2003-02-10,333.095
2003-02-11,332.392
2003-02-12,329.342
2003-02-13,328.497
2003-02-14,331.039
2003-02-17,332.475
2003-02-18,336.587
2003-02-19,334.723
2003-02-20,334.186
2003-02-21,336.358
2003-02-24,332.859
2003-02-25,330.945
2003-02-26,329.079
2003-02-27,330.777
2003-02-28,332.89
2003-03-03,333.082
2003-03-04,329.707
2003-03-05,329.802
2003-03-06,328.136
2003-03-07,327.393
2003-03-10,321.727
2003-03-11,319.099
2003-03-12,317.301
2003-03-13,324.229
2003-03-14,325.543
2003-03-17,331.682
2003-03-18,334.253
2003-03-19,334.757
2003-03-20,336.951
2003-03-21,341.645
2003-03-24,335.101
2003-03-25,337.783
2003-03-26,337.524
2003-03-27,337.365
2003-03-28,336.828
2003-03-31,333.205
2003-04-01,335.05
2003-04-02,340.758
2003-04-03,339.957
2003-04-04,340.066
2003-04-07,343.362
2003-04-08,341.433
2003-04-09,339.572
2003-04-10,341.25
2003-04-11,340.773
2003-04-14,344.488
2003-04-15,347.496
2003-04-16,346.441
2003-04-17,350.545
2003-04-18,350.765
2003-04-21,350.899
2003-04-22,355.426
2003-04-23,358.117
2003-04-24,356.635
2003-04-25,352.84
2003-04-28,357.06
2003-04-29,358.917
2003-04-30,361.816
2003-05-01,362.884
2003-05-02,366.973
2003-05-05,369.335
2003-05-06,373.476
2003-05-07,372.941
2003-05-08,370.224
2003-05-09,374.072
2003-05-12,378.003
2003-05-13,378.229
2003-05-14,378.849
2003-05-15,380.689
2003-05-16,381.878
2003-05-19,375.294
2003-05-20,375.092
2003-05-21,375.773
2003-05-22,379.223
2003-05-23,382.026
2003-05-26,382.798
2003-05-27,386.937
2003-05-28,387.784
2003-05-29,389.119
2003-05-30,393.723
2003-06-02,396.456
2003-06-03,395.357
2003-06-04,400.334
2003-06-05,405.28
2003-06-06,405.482
2003-06-09,401.23
2003-06-10,402.985
2003-06-11,408.34
2003-06-12,409.441
2003-06-13,406.564
2003-06-16,412.153
2003-06-17,413.275
2003-06-18,411.625
2003-06-19,407.31
2003-06-20,407.059
2003-06-23,401.496
2003-06-24,399.792
2003-06-25,401.861
2003-06-26,402.545
2003-06-27,402.507
2003-06-30,401.969
2003-07-01,404.041
2003-07-02,409.729
2003-07-03,409.563
2003-07-04,409.304
2003-07-07,414.877
2003-07-08,417.097
2003-07-09,417.215
2003-07-10,413.028
2003-07-11,414.281
2003-07-14,418.453
2003-07-15,416.372
2003-07-16,413.591
2003-07-17,407.383
2003-07-18,410.046
2003-07-21,407.947
2003-07-22,410.242
2003-07-23,412.655
2003-07-24,413.739
2003-07-25,416.729
2003-07-28,418.716
2003-07-29,417.837
2003-07-30,415.945
2003-07-31,416.25
2003-08-01,414.834
2003-08-04,413.772
2003-08-05,410.054
2003-08-06,407.975
2003-08-07,409.587
2003-08-08,410.159
2003-08-11,412.582
2003-08-12,416.217
2003-08-13,417.696
2003-08-14,420.173
2003-08-15,420.812
2003-08-18,424.662
2003-08-19,427.194
2003-08-20,429.227
2003-08-21,432.086
2003-08-22,428.762
2003-08-25,427.719
2003-08-26,427.224
2003-08-27,428.83
2003-08-28,431.718
2003-08-29,435.192
2003-09-01,437.475
2003-09-02,440.518
2003-09-03,443.254
2003-09-04,443.671
2003-09-05,442.943
2003-09-08,446.891
2003-09-09,445.436
2003-09-10,439.125
2003-09-11,440.316
2003-09-12,442.773
2003-09-15,442.447
2003-09-16,446.675
2003-09-17,447.572
2003-09-18,451.838
2003-09-19,453.485
2003-09-22,449.941
2003-09-23,452.09
2003-09-24,447.796
2003-09-25,442.989
2003-09-26,438.642
2003-09-29,441.659
2003-09-30,439.923
2003-10-01,447.264
2003-10-02,451.035
2003-10-03,456.563
2003-10-06,458.988
2003-10-07,461.584
2003-10-08,460.749
2003-10-09,463.673
2003-10-10,465.63
2003-10-13,468.553
2003-10-14,470.107
2003-10-15,469.673
2003-10-16,472.348
2003-10-17,468.241
2003-10-20,469.406
2003-10-21,470.899
2003-10-22,466.109
2003-10-23,461.554
2003-10-24,461.691
2003-10-27,465.386
2003-10-28,470.341
2003-10-29,473.902
2003-10-30,474.953
2003-10-31,473.872
2003-11-03,476.484
2003-11-04,478.205
2003-11-05,477.822
2003-11-06,477.799
2003-11-07,479.766
2003-11-10,476.792
2003-11-11,472.95
2003-11-12,478.441
2003-11-13,481.073
2003-11-14,478.285
2003-11-17,471.063
2003-11-18,469.933
2003-11-19,469.447
2003-11-20,468.161
2003-11-21,469.686
2003-11-24,474.619
2003-11-25,477.947
2003-11-26,482.137
2003-11-27,482.429
2003-11-28,483.651
2003-12-01,489.809
2003-12-02,491.049
2003-12-03,489.887
2003-12-04,489.197
2003-12-05,487.311
2003-12-08,488.671
2003-12-09,485.939
2003-12-10,482.08
2003-12-11,486.207
2003-12-12,489.535
2003-12-15,487.894
2003-12-16,487.104
2003-12-17,487.427
2003-12-18,491.889
2003-12-19,491.745
2003-12-22,493.75
2003-12-23,496.12
2003-12-24,496.752
2003-12-25,496.859
2003-12-26,498.02
2003-12-29,503.055
2003-12-30,505.705
2003-12-31,505.559
2004-01-01,505.58
2004-01-02,507.034
2004-01-05,513.789
2004-01-06,515.148
2004-01-07,515.43
2004-01-08,518.961
2004-01-09,520.034
2004-01-12,521.402
2004-01-13,520.353
2004-01-14,522.729
2004-01-15,521.638
2004-01-16,523.638
2004-01-19,524.209
2004-01-20,528.669
2004-01-21,530.393
2004-01-22,530.02
2004-01-23,530.167
2004-01-26,530.711
2004-01-27,529.708
2004-01-28,524.876
2004-01-29,519.323
2004-01-30,521.139
2004-02-02,522.427
2004-02-03,523.103
2004-02-04,516.878
2004-02-05,519.159
2004-02-06,527.4
2004-02-09,529.57
2004-02-10,532.001
2004-02-11,535.246
2004-02-12,537.186
2004-02-13,535.454
2004-02-16,536.202
2004-02-17,541.439
2004-02-18,540.652
2004-02-19,536.736
2004-02-20,532.005
2004-02-23,529.724
2004-02-24,529.245
2004-02-25,530.517
2004-02-26,531.414
2004-02-27,534.654
2004-03-01,542.301
2004-03-02,540.006
2004-03-03,537.377
2004-03-04,540.533
2004-03-05,545.047
2004-03-08,541.532
2004-03-09,538.579
2004-03-10,529.574
2004-03-11,522.496
2004-03-12,526.568
2004-03-15,520.396
2004-03-16,523.818
2004-03-17,530.416
2004-03-18,531.916
2004-03-19,529.83
2004-03-22,522.508
2004-03-23,522.323
2004-03-24,520.996
2004-03-25,528.137
2004-03-26,529.053
2004-03-29,535.766
2004-03-30,538.444
2004-03-31,542.556
2004-04-01,547.784
2004-04-02,550.025
2004-04-05,550.795
2004-04-06,549.069
2004-04-07,550.486
2004-04-08,549.249
2004-04-09,548.295
2004-04-12,549.911
2004-04-13,543.121
2004-04-14,537.726
2004-04-15,535.697
2004-04-16,539.791
2004-04-19,540.119
2004-04-20,536.161
2004-04-21,535.629
2004-04-22,540.925
2004-04-23,541.238
2004-04-26,541.3
2004-04-27,540.956
2004-04-28,533.176
2004-04-29,527.18
2004-04-30,522.659
2004-05-03,525.209
2004-05-04,529.169
2004-05-05,531.358
2004-05-06,524.182
2004-05-07,513.504
2004-05-10,497.96
2004-05-11,502.901
2004-05-12,505.31
2004-05-13,503.484
2004-05-14,501.426
2004-05-17,494.3
2004-05-18,499.162
2004-05-19,505.727
2004-05-20,503.34
2004-05-21,508.76
2004-05-24,511.696
2004-05-25,517.881
2004-05-26,521.572
2004-05-27,526.165
2004-05-28,528.279
2004-05-31,528.246
2004-06-01,528.803
2004-06-02,529.853
2004-06-03,523.844
2004-06-04,527.335
2004-06-07,536.734
2004-06-08,536.71
2004-06-09,531.431
2004-06-10,532.691
2004-06-11,530.761
2004-06-14,525.074
2004-06-15,529.195
2004-06-16,531.278
2004-06-17,532.218
2004-06-18,533.466
2004-06-21,533.727
2004-06-22,534.387
2004-06-23,538.321
2004-06-24,541.099
2004-06-25,542.714
2004-06-28,543.562
2004-06-29,543.219
2004-06-30,546.448
2004-07-01,543.436
2004-07-02,542.921
2004-07-05,540.94
2004-07-06,536.097
2004-07-07,537.979
2004-07-08,533.56
2004-07-09,535.784
2004-07-12,536.193
2004-07-13,535.012
2004-07-14,533.276
2004-07-15,532.474
2004-07-16,533.44
2004-07-19,533.088
2004-07-20,534.166
2004-07-21,527.534
2004-07-22,525.061
2004-07-23,519.571
2004-07-26,515.449
2004-07-27,517.069
2004-07-28,517.063
2004-07-29,520.52
2004-07-30,522.749
2004-08-02,523.301
2004-08-03,520.618
2004-08-04,517.395
2004-08-05,513.111
2004-08-06,508.601
2004-08-09,506.737
2004-08-10,512.479
2004-08-11,509.254
2004-08-12,505.33
2004-08-13,505.724
2004-08-16,510.49
2004-08-17,512.211
2004-08-18,516.698
2004-08-19,518.119
2004-08-20,521.344
2004-08-23,520.273
2004-08-24,519.446
2004-08-25,522.39
2004-08-26,523.682
2004-08-27,525.488
2004-08-30,522.444
2004-08-31,524.736
2004-09-01,528.347
2004-09-02,532.063
2004-09-03,529.0
2004-09-06,531.016
2004-09-07,534.172
2004-09-08,533.034
2004-09-09,533.796
2004-09-10,537.597
2004-09-13,540.047
2004-09-14,540.825
2004-09-15,535.909
2004-09-16,539.192
2004-09-17,539.883
2004-09-20,538.698
2004-09-21,542.901
2004-09-22,538.177
2004-09-23,537.779
2004-09-24,537.866
2004-09-27,534.482
2004-09-28,537.129
2004-09-29,539.771
2004-09-30,543.98
2004-10-01,550.979
2004-10-04,553.623
2004-10-05,553.631
2004-10-06,556.066
2004-10-07,552.666
2004-10-08,552.445
2004-10-11,552.599
2004-10-12,548.658
2004-10-13,544.97
2004-10-14,543.032
2004-10-15,545.638
2004-10-18,546.404
2004-10-19,546.249
2004-10-20,546.585
2004-10-21,550.609
2004-10-22,548.758
2004-10-25,549.011
2004-10-26,552.53
2004-10-27,558.206
2004-10-28,559.069
2004-10-29,559.619
2004-11-01,561.083
2004-11-02,562.599
2004-11-03,569.053
2004-11-04,574.609
2004-11-05,577.987
2004-11-08,577.003
2004-11-09,577.766
2004-11-10,579.034
2004-11-11,582.502
2004-11-12,588.718
2004-11-15,590.171
2004-11-16,587.974
2004-11-17,592.696
2004-11-18,592.061
2004-11-19,590.101
2004-11-22,590.95
2004-11-23,593.375
2004-11-24,598.265
2004-11-25,600.795
2004-11-26,601.375
2004-11-29,602.363
2004-11-30,601.113
2004-12-01,606.056
2004-12-02,605.863
2004-12-03,608.392
2004-12-06,607.91
2004-12-07,602.449
2004-12-08,599.243
2004-12-09,598.239
2004-12-10,598.386
2004-12-13,603.612
2004-12-14,606.408
2004-12-15,612.272
2004-12-16,609.369
2004-12-17,609.495
2004-12-20,611.738
2004-12-21,614.652
2004-12-22,616.753
2004-12-23,618.71
2004-12-24,620.417
2004-12-27,619.956
2004-12-28,623.926
2004-12-29,623.95
2004-12-30,627.012
2004-12-31,627.571
2005-01-03,621.252
2005-01-04,612.966
2005-01-05,607.031
2005-01-06,606.757
2005-01-07,605.312
2005-01-10,608.111
2005-01-11,607.266
2005-01-12,610.539
2005-01-13,609.569
2005-01-14,611.981
2005-01-17,613.758
2005-01-18,615.843
2005-01-19,614.308
2005-01-20,609.419
2005-01-21,608.883
2005-01-24,607.416
2005-01-25,606.724
2005-01-26,613.371
2005-01-27,614.12
2005-01-28,612.107
2005-01-31,618.947
2005-02-01,621.341
2005-02-02,625.276
2005-02-03,623.755
2005-02-04,629.937
2005-02-07,628.8
2005-02-08,627.852
2005-02-09,623.851
2005-02-10,626.441
2005-02-11,631.092
2005-02-14,634.217
2005-02-15,635.732
2005-02-16,635.234
2005-02-17,634.382
2005-02-18,634.805
2005-02-21,634.604
2005-02-22,630.377
2005-02-23,629.739
2005-02-24,634.059
2005-02-25,640.983
2005-02-28,642.121
2005-03-01,644.173
2005-03-02,642.751
2005-03-03,643.548
2005-03-04,650.88
2005-03-07,651.486
2005-03-08,650.926
2005-03-09,647.243
2005-03-10,645.065
2005-03-11,646.434
2005-03-14,646.122
2005-03-15,643.928
2005-03-16,641.566
2005-03-17,641.071
2005-03-18,639.576
2005-03-21,636.763
2005-03-22,634.866
2005-03-23,626.792
2005-03-24,627.316
2005-03-25,627.612
2005-03-28,625.847
2005-03-29,619.771
2005-03-30,624.183
2005-03-31,628.928
2005-04-01,629.404
2005-04-04,625.9
2005-04-05,628.191
2005-04-06,630.239
2005-04-07,633.391
2005-04-08,630.169
2005-04-11,630.636
2005-04-12,630.407
2005-04-13,627.184
2005-04-14,617.921
2005-04-15,608.964
2005-04-18,605.253
2005-04-19,613.557
2005-04-20,609.717
2005-04-21,614.993
2005-04-22,615.256
2005-04-25,618.33
2005-04-26,613.394
2005-04-27,610.206
2005-04-28,603.545
2005-04-29,607.056
2005-05-02,609.13
2005-05-03,609.037
2005-05-04,615.807
2005-05-05,616.976
2005-05-06,617.943
2005-05-09,619.843
2005-05-10,616.194
2005-05-11,615.861
2005-05-12,609.763
2005-05-13,605.764
2005-05-16,607.4
2005-05-17,608.952
2005-05-18,615.713
2005-05-19,619.47
2005-05-20,618.072
2005-05-23,622.031
2005-05-24,622.234
2005-05-25,619.019
2005-05-26,622.37
2005-05-27,624.913
2005-05-30,625.854
2005-05-31,625.199
2005-06-01,628.52
2005-06-02,630.342
2005-06-03,630.081
2005-06-06,631.586
2005-06-07,632.9
2005-06-08,633.379
2005-06-09,632.613
2005-06-10,633.126
2005-06-13,633.567
2005-06-14,635.845
2005-06-15,638.601
2005-06-16,642.859
2005-06-17,647.157
2005-06-20,644.907
2005-06-21,644.654
2005-06-22,645.878
2005-06-23,642.347
2005-06-24,638.374
2005-06-27,636.98
2005-06-28,641.992
2005-06-29,642.719
2005-06-30,641.552
2005-07-01,642.06
2005-07-04,641.649
2005-07-05,644.5
2005-07-06,644.199
2005-07-07,642.438
2005-07-08,648.729
2005-07-11,656.442
2005-07-12,659.842
2005-07-13,657.491
2005-07-14,657.228
2005-07-15,656.389
2005-07-18,655.947
2005-07-19,658.861
2005-07-20,662.173
2005-07-21,662.937
2005-07-22,666.547
2005-07-25,663.991
2005-07-26,663.958
2005-07-27,666.399
2005-07-28,671.887
2005-07-29,672.011
2005-08-01,674.895
2005-08-02,679.286
2005-08-03,680.578
2005-08-04,676.576
2005-08-05,669.393
2005-08-08,668.875
2005-08-09,671.136
2005-08-10,675.935
2005-08-11,680.441
2005-08-12,678.768
2005-08-15,679.047
2005-08-16,674.304
2005-08-17,672.744
2005-08-18,668.016
2005-08-19,668.893
2005-08-22,674.234
2005-08-23,672.61
2005-08-24,671.36
2005-08-25,672.298
2005-08-26,670.063
2005-08-29,669.582
2005-08-30,667.988
2005-08-31,676.875
2005-09-01,684.158
2005-09-02,684.267
2005-09-05,685.301
2005-09-06,689.374
2005-09-07,691.268
2005-09-08,688.569
2005-09-09,694.539
2005-09-12,694.27
2005-09-13,689.872
2005-09-14,690.065
2005-09-15,689.132
2005-09-16,691.563
2005-09-19,689.296
2005-09-20,688.026
2005-09-21,683.635
2005-09-22,681.321
2005-09-23,681.353
2005-09-26,685.705
2005-09-27,683.939
2005-09-28,686.276
2005-09-29,692.309
2005-09-30,695.681
2005-10-03,695.465
2005-10-04,692.807
2005-10-05,681.689
2005-10-06,674.863
2005-10-07,676.205
2005-10-10,672.488
2005-10-11,671.552
2005-10-12,666.253
2005-10-13,659.622
2005-10-14,665.594
2005-10-17,666.055
2005-10-18,658.105
2005-10-19,658.374
2005-10-20,654.995
2005-10-21,657.022
2005-10-24,665.344
2005-10-25,667.644
2005-10-26,666.241
2005-10-27,659.648
2005-10-28,663.675
2005-10-31,672.678
2005-11-01,674.178
2005-11-02,682.393
2005-11-03,685.272
2005-11-04,681.995
2005-11-07,683.132
2005-11-08,680.631
