Date,ACWI SMID CAP SMID (Small+Mid Cap)
2002-10-31,331.645
2002-11-29,352.109
2002-12-31,340.317
2003-01-31,333.593
2003-02-28,327.556
2003-03-31,328.077
2003-04-30,356.416
2003-05-30,388.065
2003-06-30,396.356
2003-07-31,410.527
2003-08-29,429.324
2003-09-30,434.137
2003-10-31,467.713
2003-11-28,477.478
2003-12-31,499.272
2004-01-30,514.728
2004-02-27,528.205
2004-03-31,536.258
2004-04-30,516.78
2004-05-31,522.569
2004-06-30,540.762
2004-07-30,517.408
2004-08-31,519.54
2004-09-30,538.767
2004-10-29,554.34
2004-11-30,595.604
2004-12-31,622.029
2005-01-31,613.565
2005-02-28,636.703
2005-03-31,623.883
2005-04-29,602.42
2005-05-31,620.77
2005-06-30,637.239
2005-07-29,667.615
2005-08-31,672.644
2005-09-30,691.547
2005-10-31,668.778
2005-11-30,699.267
2005-12-30,723.988
2006-01-31,773.818
2006-02-28,771.161
2006-03-31,798.181
2006-04-28,822.399
2006-05-31,784.408
2006-06-30,778.476
2006-07-31,767.381
2006-08-31,788.335
2006-09-29,797.017
2006-10-31,831.663
2006-11-30,866.253
2006-12-29,881.9
2007-01-31,898.884
2007-02-28,907.462
2007-03-30,929.004
2007-04-30,966.061
2007-05-31,1000.0
2007-06-29,992.434
2007-07-31,971.429
2007-08-31,956.251
2007-09-28,991.329
2007-10-31,1030.714
2007-11-30,962.88
2007-12-31,951.479
2008-01-31,871.718
2008-02-29,881.657
2008-03-31,867.864
2008-04-30,909.945
2008-05-30,937.785
2008-06-30,856.656
2008-07-31,829.406
2008-08-29,820.738
2008-09-30,702.769
2008-10-31,537.376
2008-11-28,498.928
2008-12-31,530.168
2009-01-30,490.852
2009-02-27,442.653
2009-03-31,481.15
2009-04-30,558.281
2009-05-29,613.581
2009-06-30,615.405
2009-07-31,672.414
2009-08-31,706.825
2009-09-30,748.863
2009-10-30,724.93
2009-11-30,747.507
2009-12-31,780.197
2010-01-29,754.903
2010-02-26,771.021
2010-03-31,828.376
2010-04-30,850.89
2010-05-31,770.492
2010-06-30,745.043
2010-07-30,804.519
2010-08-31,775.55
2010-09-30,863.293
2010-10-29,895.819
2010-11-30,891.167
2010-12-31,964.973
2011-01-31,973.011
2011-02-28,1002.117
2011-03-31,1014.7
2011-04-29,1055.197
2011-05-31,1036.331
2011-06-30,1015.065
2011-07-29,995.533
2011-08-31,916.788
2011-09-30,812.189
2011-10-31,904.655
2011-11-30,875.602
2011-12-30,867.852
2012-01-31,931.31
2012-02-29,978.893
2012-03-30,984.088
2012-04-30,974.214
2012-05-31,884.782
2012-06-29,918.589
2012-07-31,922.329
2012-08-31,950.348
2012-09-28,983.544
2012-10-31,977.561
2012-11-30,991.285
2012-12-31,1024.103
2013-01-31,1076.192
2013-02-28,1084.6
2013-03-29,1114.45
2013-04-30,1138.014
2013-05-31,1142.782
2013-06-28,1110.968
2013-07-31,1172.54
2013-08-30,1148.604
2013-09-30,1222.074
2013-10-31,1260.253
2013-11-29,1271.853
2013-12-31,1299.422
2014-01-31,1267.296
2014-02-28,1336.579
2014-03-31,1335.054
2014-04-30,1327.339
2014-05-30,1351.642
2014-06-30,1392.38
2014-07-31,1353.633
2014-08-29,1391.328
2014-09-30,1323.178
2014-10-31,1338.364
2014-11-28,1351.895
2014-12-31,1346.244
2015-01-30,1331.471
2015-02-27,1407.994
2015-03-31,1403.4
2015-04-30,1433.718
2015-05-29,1443.985
2015-06-30,1417.095
2015-07-31,1412.098
2015-08-31,1330.253
2015-09-30,1279.594
2015-10-30,1361.297
2015-11-30,1362.759
2015-12-31,1333.625
2016-01-29,1235.264
2016-02-29,1242.235
2016-03-31,1348.883
2016-04-29,1377.441
2016-05-31,1381.38
2016-06-30,1361.643
2016-07-29,1435.331
2016-08-31,1436.03
2016-09-30,1453.967
2016-10-31,1410.777
2016-11-30,1440.122
2016-12-30,1463.623
2017-01-31,1508.834
2017-02-28,1545.257
2017-03-31,1561.659
2017-04-28,1592.123
2017-05-31,1615.089
2017-06-30,1632.082
2017-07-31,1673.65
2017-08-31,1676.837
2017-09-29,1723.077
2017-10-31,1752.031
2017-11-30,1790.339
2017-12-29,1824.964
2018-01-31,1904.044
2018-02-28,1825.33
2018-03-30,1818.024
2018-04-30,1833.511
2018-05-31,1856.169
2018-06-29,1839.31
2018-07-31,1869.117
2018-08-31,1891.705
2018-09-28,1873.002
2018-10-31,1694.255
2018-11-30,1711.909
2018-12-31,1579.855
2019-01-31,1729.583
2019-02-28,1785.548
2019-03-29,1788.406
2019-04-30,1842.745
2019-05-31,1734.156
2019-06-28,1839.88
2019-07-31,1843.97
2019-08-30,1785.89
2019-09-30,1825.334
2019-10-31,1876.561
2019-11-29,1926.533
2019-12-31,1989.935
2020-01-31,1947.88
2020-02-28,1772.786
2020-03-31,1428.126
2020-04-30,1611.244
2020-05-29,1717.637
2020-06-30,1769.181
2020-07-31,1855.872
2020-08-31,1947.055
2020-09-30,1908.248
2020-10-30,1896.141
2020-11-30,2173.761
2020-12-31,2311.508
2021-01-29,2325.224
2021-02-26,2425.085
2021-03-31,2478.085
2021-04-30,2587.239
2021-05-31,2624.844
2021-06-30,2637.378
2021-07-30,2635.346
2021-08-31,2701.4
2021-09-30,2608.748
2021-10-29,2704.743
2021-11-30,2597.748
2021-12-31,2697.155
2022-01-31,2507.375
2022-02-28,2496.516
2022-03-31,2526.701
2022-04-29,2338.682
2022-05-31,2335.937
2022-06-30,2105.317
2022-07-29,2269.554
2022-08-31,2207.092
2022-09-30,1980.73
2022-10-31,2112.967
2022-11-30,2268.954
2022-12-30,2202.993
2023-01-31,2388.789
2023-02-28,2330.424
2023-03-31,2299.797
2023-04-28,2307.156
2023-05-31,2245.671
2023-06-30,2380.413
2023-07-31,2495.814
2023-08-31,2406.505
2023-09-29,2298.551
2023-10-31,2171.856
2023-11-30,2383.632
2023-12-29,2568.454
2024-01-31,2515.48
2024-02-29,2606.872
2024-03-29,2699.378
2024-04-30,2592.356
2024-05-31,2676.992
2024-06-28,2647.974
2024-07-31,2778.122
2024-08-30,2826.359
2024-09-30,2899.42
2024-10-31,2815.157
2024-11-29,2955.574
2024-12-31,2804.388
2025-01-31,2896.916
2025-02-28,2838.569
2025-03-31,2759.462
2025-04-30,2795.353
2025-05-30,2957.352
2025-06-30,3091.144
2025-07-31,3123.677
2025-08-29,3237.041
2025-09-30,3289.889
2025-10-31,3301.438
2025-11-28,3329.837
