Date,ACWI LARGE GROWTH Large Cap
2002-12-25,509.242
2002-12-26,507.955
2002-12-27,500.019
2002-12-30,502.987
2002-12-31,504.442
2003-01-01,504.452
2003-01-02,516.232
2003-01-03,519.003
2003-01-06,526.782
2003-01-07,523.446
2003-01-08,516.317
2003-01-09,524.739
2003-01-10,525.983
2003-01-13,526.356
2003-01-14,530.661
2003-01-15,523.902
2003-01-16,521.415
2003-01-17,513.461
2003-01-20,510.862
2003-01-21,506.978
2003-01-22,502.087
2003-01-23,507.043
2003-01-24,496.279
2003-01-27,485.661
2003-01-28,488.6
2003-01-29,491.494
2003-01-30,485.975
2003-01-31,488.047
2003-02-03,491.474
2003-02-04,485.009
2003-02-05,485.66
2003-02-06,480.495
2003-02-07,475.558
2003-02-10,476.058
2003-02-11,477.156
2003-02-12,472.877
2003-02-13,472.187
2003-02-14,480.577
2003-02-17,483.368
2003-02-18,490.407
2003-02-19,485.958
2003-02-20,484.04
2003-02-21,488.283
2003-02-24,482.291
2003-02-25,478.805
2003-02-26,475.344
2003-02-27,477.994
2003-02-28,481.917
2003-03-03,481.265
2003-03-04,474.48
2003-03-05,476.358
2003-03-06,472.925
2003-03-07,472.547
2003-03-10,462.633
2003-03-11,459.702
2003-03-12,458.913
2003-03-13,473.06
2003-03-14,478.015
2003-03-17,491.664
2003-03-18,493.86
2003-03-19,498.02
2003-03-20,499.544
2003-03-21,509.241
2003-03-24,495.031
2003-03-25,499.547
2003-03-26,498.252
2003-03-27,496.102
2003-03-28,493.469
2003-03-31,484.061
2003-04-01,488.497
2003-04-02,500.669
2003-04-03,500.116
2003-04-04,501.958
2003-04-07,506.686
2003-04-08,504.392
2003-04-09,499.726
2003-04-10,499.469
2003-04-11,497.433
2003-04-14,504.724
2003-04-15,509.551
2003-04-16,506.536
2003-04-17,513.412
2003-04-18,513.743
2003-04-21,512.213
2003-04-22,519.374
2003-04-23,521.835
2003-04-24,518.206
2003-04-25,511.396
2003-04-28,519.066
2003-04-29,520.39
2003-04-30,522.561
2003-05-01,524.31
2003-05-02,528.858
2003-05-05,530.781
2003-05-06,537.587
2003-05-07,534.526
2003-05-08,528.684
2003-05-09,536.002
2003-05-12,541.724
2003-05-13,540.464
2003-05-14,539.165
2003-05-15,542.318
2003-05-16,542.081
2003-05-19,530.127
2003-05-20,529.7
2003-05-21,528.442
2003-05-22,533.272
2003-05-23,533.462
2003-05-26,534.004
2003-05-27,540.507
2003-05-28,543.163
2003-05-29,545.109
2003-05-30,546.966
2003-06-02,551.309
2003-06-03,552.558
2003-06-04,558.399
2003-06-05,560.963
2003-06-06,561.13
2003-06-09,557.888
2003-06-10,560.123
2003-06-11,567.117
2003-06-12,568.067
2003-06-13,564.182
2003-06-16,575.131
2003-06-17,579.381
2003-06-18,579.563
2003-06-19,572.624
2003-06-20,572.253
2003-06-23,562.893
2003-06-24,560.837
2003-06-25,559.327
2003-06-26,561.168
2003-06-27,558.577
2003-06-30,556.352
2003-07-01,559.012
2003-07-02,567.658
2003-07-03,567.139
2003-07-04,565.751
2003-07-07,575.889
2003-07-08,576.773
2003-07-09,574.015
2003-07-10,568.544
2003-07-11,571.439
2003-07-14,577.026
2003-07-15,574.563
2003-07-16,572.11
2003-07-17,562.945
2003-07-18,565.534
2003-07-21,560.977
2003-07-22,564.474
2003-07-23,568.321
2003-07-24,568.897
2003-07-25,574.562
2003-07-28,575.398
2003-07-29,572.687
2003-07-30,569.895
2003-07-31,570.017
2003-08-01,565.27
2003-08-04,565.284
2003-08-05,559.557
2003-08-06,556.85
2003-08-07,560.668
2003-08-08,561.961
2003-08-11,565.085
2003-08-12,569.122
2003-08-13,568.217
2003-08-14,571.981
2003-08-15,572.328
2003-08-18,576.303
2003-08-19,577.349
2003-08-20,577.183
2003-08-21,577.621
2003-08-22,575.007
2003-08-25,574.582
2003-08-26,574.714
2003-08-27,576.214
2003-08-28,578.703
2003-08-29,581.218
2003-09-01,584.879
2003-09-02,588.175
2003-09-03,591.933
2003-09-04,593.802
2003-09-05,593.33
2003-09-08,599.401
2003-09-09,597.496
2003-09-10,591.687
2003-09-11,592.969
2003-09-12,594.627
2003-09-15,593.38
2003-09-16,600.898
2003-09-17,601.713
2003-09-18,607.806
2003-09-19,606.064
2003-09-22,598.708
2003-09-23,601.904
2003-09-24,593.975
2003-09-25,590.21
2003-09-26,586.282
2003-09-29,590.015
2003-09-30,584.359
2003-10-01,596.262
2003-10-02,599.123
2003-10-03,606.615
2003-10-06,607.409
2003-10-07,610.896
2003-10-08,608.074
2003-10-09,612.559
2003-10-10,614.352
2003-10-13,617.728
2003-10-14,619.399
2003-10-15,618.306
2003-10-16,621.249
2003-10-17,615.966
2003-10-20,618.972
2003-10-21,621.539
2003-10-22,613.708
2003-10-23,608.827
2003-10-24,607.222
2003-10-27,609.833
2003-10-28,617.899
2003-10-29,618.767
2003-10-30,618.682
2003-10-31,617.137
2003-11-03,620.337
2003-11-04,619.509
2003-11-05,617.586
2003-11-06,618.294
2003-11-07,619.336
2003-11-10,615.776
2003-11-11,613.468
2003-11-12,621.195
2003-11-13,624.578
2003-11-14,623.247
2003-11-17,615.845
2003-11-18,614.79
2003-11-19,615.249
2003-11-20,612.488
2003-11-21,613.524
2003-11-24,620.632
2003-11-25,620.687
2003-11-26,624.49
2003-11-27,624.758
2003-11-28,625.424
2003-12-01,633.636
2003-12-02,632.755
2003-12-03,632.68
2003-12-04,633.922
2003-12-05,629.839
2003-12-08,630.24
2003-12-09,626.825
2003-12-10,623.986
2003-12-11,628.329
2003-12-12,631.465
2003-12-15,631.925
2003-12-16,631.701
2003-12-17,631.316
2003-12-18,636.906
2003-12-19,636.856
2003-12-22,638.726
2003-12-23,640.985
2003-12-24,641.808
2003-12-25,641.93
2003-12-26,643.127
2003-12-29,649.813
2003-12-30,652.522
2003-12-31,654.84
2004-01-01,654.851
2004-01-02,655.945
2004-01-05,665.59
2004-01-06,667.666
2004-01-07,668.069
2004-01-08,673.373
2004-01-09,673.184
2004-01-12,673.814
2004-01-13,671.527
2004-01-14,673.979
2004-01-15,670.407
2004-01-16,672.753
2004-01-19,673.806
2004-01-20,676.1
2004-01-21,679.538
2004-01-22,681.39
2004-01-23,681.588
2004-01-26,683.902
2004-01-27,680.271
2004-01-28,673.647
2004-01-29,669.535
2004-01-30,668.799
2004-02-02,671.014
2004-02-03,673.704
2004-02-04,667.738
2004-02-05,668.839
2004-02-06,677.858
2004-02-09,678.95
2004-02-10,682.007
2004-02-11,684.705
2004-02-12,685.413
2004-02-13,683.514
2004-02-16,683.691
2004-02-17,690.539
2004-02-18,688.461
2004-02-19,685.77
2004-02-20,681.091
2004-02-23,679.393
2004-02-24,678.088
2004-02-25,678.45
2004-02-26,677.338
2004-02-27,678.588
2004-03-01,686.755
2004-03-02,682.123
2004-03-03,678.243
2004-03-04,681.801
2004-03-05,685.791
2004-03-08,680.828
2004-03-09,678.389
2004-03-10,668.721
2004-03-11,657.779
2004-03-12,660.666
2004-03-15,652.998
2004-03-16,658.41
2004-03-17,664.316
2004-03-18,664.689
2004-03-19,660.429
2004-03-22,652.078
2004-03-23,650.523
2004-03-24,649.564
2004-03-25,659.105
2004-03-26,659.206
2004-03-29,667.777
2004-03-30,669.663
2004-03-31,671.44
2004-04-01,677.295
2004-04-02,682.081
2004-04-05,684.964
2004-04-06,682.661
2004-04-07,682.393
2004-04-08,681.42
2004-04-09,679.989
2004-04-12,683.324
2004-04-13,676.883
2004-04-14,673.207
2004-04-15,672.036
2004-04-16,675.01
2004-04-19,676.754
2004-04-20,670.717
2004-04-21,669.458
2004-04-22,674.297
2004-04-23,677.498
2004-04-26,676.754
2004-04-27,676.297
2004-04-28,665.239
2004-04-29,662.088
2004-04-30,656.251
2004-05-03,659.6
2004-05-04,664.476
2004-05-05,667.882
2004-05-06,660.308
2004-05-07,652.799
2004-05-10,638.644
2004-05-11,643.164
2004-05-12,644.794
2004-05-13,642.11
2004-05-14,639.228
2004-05-17,632.81
2004-05-18,637.905
2004-05-19,644.68
2004-05-20,641.039
2004-05-21,645.063
2004-05-24,645.347
2004-05-25,651.291
2004-05-26,654.635
2004-05-27,662.608
2004-05-28,661.128
2004-05-31,661.124
2004-06-01,660.812
2004-06-02,662.049
2004-06-03,656.64
2004-06-04,660.308
2004-06-07,672.366
2004-06-08,673.747
2004-06-09,666.601
2004-06-10,667.531
2004-06-11,665.119
2004-06-14,658.792
2004-06-15,662.179
2004-06-16,663.701
2004-06-17,663.577
2004-06-18,664.663
2004-06-21,663.242
2004-06-22,662.019
2004-06-23,665.746
2004-06-24,669.045
2004-06-25,666.14
2004-06-28,667.679
2004-06-29,666.432
2004-06-30,667.388
2004-07-01,663.256
2004-07-02,661.593
2004-07-05,659.582
2004-07-06,654.427
2004-07-07,656.919
2004-07-08,653.94
2004-07-09,654.883
2004-07-12,654.947
2004-07-13,653.905
2004-07-14,651.88
2004-07-15,647.244
2004-07-16,646.368
2004-07-19,644.542
2004-07-20,646.663
2004-07-21,641.027
2004-07-22,640.395
2004-07-23,631.888
2004-07-26,629.294
2004-07-27,631.903
2004-07-28,631.428
2004-07-29,634.676
2004-07-30,636.867
2004-08-02,638.213
2004-08-03,636.142
2004-08-04,633.48
2004-08-05,627.548
2004-08-06,620.906
2004-08-09,618.446
2004-08-10,625.206
2004-08-11,621.134
2004-08-12,616.847
2004-08-13,618.311
2004-08-16,623.378
2004-08-17,626.173
2004-08-18,631.071
2004-08-19,633.089
2004-08-20,633.876
2004-08-23,634.851
2004-08-24,633.203
2004-08-25,636.741
2004-08-26,638.071
2004-08-27,640.381
2004-08-30,636.367
2004-08-31,637.004
2004-09-01,640.05
2004-09-02,644.49
2004-09-03,639.687
2004-09-06,642.067
2004-09-07,644.227
2004-09-08,643.671
2004-09-09,643.011
2004-09-10,648.345
2004-09-13,651.236
2004-09-14,653.35
2004-09-15,646.746
2004-09-16,647.495
2004-09-17,649.473
2004-09-20,647.093
2004-09-21,651.357
2004-09-22,644.475
2004-09-23,643.894
2004-09-24,641.939
2004-09-27,638.314
2004-09-28,641.18
2004-09-29,645.344
2004-09-30,647.306
2004-10-01,656.487
2004-10-04,659.35
2004-10-05,659.96
2004-10-06,662.046
2004-10-07,656.155
2004-10-08,654.102
2004-10-11,654.363
2004-10-12,649.166
2004-10-13,647.184
2004-10-14,643.717
2004-10-15,646.374
2004-10-18,649.259
2004-10-19,649.966
2004-10-20,649.294
2004-10-21,651.47
2004-10-22,646.614
2004-10-25,644.109
2004-10-26,650.353
2004-10-27,659.191
2004-10-28,662.02
2004-10-29,661.372
2004-11-01,662.377
2004-11-02,665.513
2004-11-03,673.096
2004-11-04,678.581
2004-11-05,683.42
2004-11-08,682.711
2004-11-09,681.393
2004-11-10,679.824
2004-11-11,684.44
2004-11-12,691.024
2004-11-15,693.97
2004-11-16,690.546
2004-11-17,696.664
2004-11-18,696.322
2004-11-19,690.673
2004-11-22,689.314
2004-11-23,689.387
2004-11-24,692.657
2004-11-25,695.88
2004-11-26,695.334
2004-11-29,696.096
2004-11-30,691.717
2004-12-01,700.025
2004-12-02,703.396
2004-12-03,705.43
2004-12-06,704.496
2004-12-07,699.752
2004-12-08,697.433
2004-12-09,697.215
2004-12-10,695.013
2004-12-13,701.347
2004-12-14,703.942
2004-12-15,707.305
2004-12-16,705.557
2004-12-17,701.654
2004-12-20,705.36
2004-12-21,707.811
2004-12-22,710.924
2004-12-23,713.166
2004-12-24,715.087
2004-12-27,715.388
2004-12-28,718.913
2004-12-29,718.012
2004-12-30,720.683
2004-12-31,720.306
2005-01-03,716.761
2005-01-04,707.285
2005-01-05,703.306
2005-01-06,701.936
2005-01-07,701.803
2005-01-10,704.579
2005-01-11,703.0
2005-01-12,705.813
2005-01-13,700.652
2005-01-14,702.435
2005-01-17,704.26
2005-01-18,704.8
2005-01-19,701.485
2005-01-20,694.048
2005-01-21,692.022
2005-01-24,690.923
2005-01-25,691.654
2005-01-26,697.512
2005-01-27,697.753
2005-01-28,696.256
2005-01-31,700.999
2005-02-01,703.379
2005-02-02,705.52
2005-02-03,701.784
2005-02-04,707.425
2005-02-07,706.493
2005-02-08,704.844
2005-02-09,701.948
2005-02-10,705.393
2005-02-11,710.054
2005-02-14,713.416
2005-02-15,716.004
2005-02-16,714.421
2005-02-17,712.238
2005-02-18,712.67
2005-02-21,713.935
2005-02-22,710.784
2005-02-23,709.056
2005-02-24,711.723
2005-02-25,717.415
2005-02-28,717.274
2005-03-01,720.329
2005-03-02,718.567
2005-03-03,719.054
2005-03-04,725.534
2005-03-07,726.386
2005-03-08,726.215
2005-03-09,723.589
2005-03-10,722.527
2005-03-11,720.604
2005-03-14,718.867
2005-03-15,716.234
2005-03-16,713.318
2005-03-17,712.886
2005-03-18,711.265
2005-03-21,707.345
2005-03-22,705.06
2005-03-23,700.607
2005-03-24,699.544
2005-03-25,700.12
2005-03-28,699.526
2005-03-29,696.028
2005-03-30,701.583
2005-03-31,702.031
2005-04-01,699.486
2005-04-04,696.915
2005-04-05,701.746
2005-04-06,702.846
2005-04-07,707.39
2005-04-08,704.494
2005-04-11,705.109
2005-04-12,703.799
2005-04-13,701.206
2005-04-14,694.506
2005-04-15,687.321
2005-04-18,682.368
2005-04-19,687.64
2005-04-20,683.889
2005-04-21,692.427
2005-04-22,690.508
2005-04-25,692.859
2005-04-26,688.631
2005-04-27,687.72
2005-04-28,683.659
2005-04-29,688.167
2005-05-02,689.919
2005-05-03,691.86
2005-05-04,700.241
2005-05-05,700.238
2005-05-06,701.459
2005-05-09,702.162
2005-05-10,697.77
2005-05-11,697.712
2005-05-12,694.158
2005-05-13,692.25
2005-05-16,694.212
2005-05-17,696.521
2005-05-18,702.368
2005-05-19,706.242
2005-05-20,704.525
2005-05-23,708.005
2005-05-24,709.065
2005-05-25,706.324
2005-05-26,709.286
2005-05-27,711.351
2005-05-30,712.324
2005-05-31,707.195
2005-06-01,712.385
2005-06-02,714.401
2005-06-03,711.396
2005-06-06,711.848
2005-06-07,713.273
2005-06-08,713.084
2005-06-09,711.535
2005-06-10,709.734
2005-06-13,709.604
2005-06-14,710.897
2005-06-15,712.44
2005-06-16,714.299
2005-06-17,719.305
2005-06-20,718.275
2005-06-21,719.674
2005-06-22,719.985
2005-06-23,714.716
2005-06-24,709.897
2005-06-27,707.983
2005-06-28,712.645
2005-06-29,711.81
2005-06-30,708.545
2005-07-01,707.656
2005-07-04,707.489
2005-07-05,710.19
2005-07-06,709.613
2005-07-07,706.973
2005-07-08,714.617
2005-07-11,722.128
2005-07-12,725.994
2005-07-13,724.79
2005-07-14,728.227
2005-07-15,727.015
2005-07-18,725.799
2005-07-19,728.338
2005-07-20,730.43
2005-07-21,732.297
2005-07-22,733.114
2005-07-25,731.029
2005-07-26,729.997
2005-07-27,734.151
2005-07-28,739.01
2005-07-29,738.21
2005-08-01,741.026
2005-08-02,747.915
2005-08-03,751.149
2005-08-04,747.644
2005-08-05,742.551
2005-08-08,743.999
2005-08-09,748.268
2005-08-10,751.569
2005-08-11,756.545
2005-08-12,753.915
2005-08-15,753.671
2005-08-16,747.402
2005-08-17,746.485
2005-08-18,741.791
2005-08-19,743.094
2005-08-22,747.89
2005-08-23,744.287
2005-08-24,740.978
2005-08-25,741.011
2005-08-26,738.663
2005-08-29,738.966
2005-08-30,736.772
2005-08-31,744.0
2005-09-01,750.752
2005-09-02,752.231
2005-09-05,753.306
2005-09-06,759.5
2005-09-07,760.773
2005-09-08,757.663
2005-09-09,763.33
2005-09-12,762.095
2005-09-13,757.212
2005-09-14,756.658
2005-09-15,755.774
2005-09-16,759.136
2005-09-19,757.371
2005-09-20,756.201
2005-09-21,752.624
2005-09-22,751.489
2005-09-23,750.469
2005-09-26,753.867
2005-09-27,751.774
2005-09-28,755.147
2005-09-29,760.048
2005-09-30,763.312
2005-10-03,760.969
2005-10-04,760.117
2005-10-05,750.765
2005-10-06,745.261
2005-10-07,744.877
2005-10-10,743.341
2005-10-11,743.579
2005-10-12,739.985
2005-10-13,735.431
2005-10-14,740.609
2005-10-17,740.231
2005-10-18,734.65
2005-10-19,737.272
2005-10-20,733.944
2005-10-21,734.057
2005-10-24,741.131
2005-10-25,742.416
2005-10-26,741.16
2005-10-27,735.584
2005-10-28,739.644
2005-10-31,748.052
2005-11-01,749.095
2005-11-02,755.735
2005-11-03,761.021
2005-11-04,759.115
2005-11-07,761.089
2005-11-08,759.571
2005-11-09,758.641
